word,period1,period2,cosine_distance,cosine_similarity,occ1,occ2,degree,cosine_distance_camembert,cosine_similarity_camembert,cosine_distance_dalembert,cosine_similarity_dalembert
sas,1700-1710,1789-1802,0.950473,0.049527,74,325,,0.012578,0.987422,,
bayle,1700-1710,1710-1720,0.949963,0.050037,87,336,,0.020522,0.979478,,
fart,1730-1740,1760-1770,0.949959,0.050041,106,271,,0.022739,0.977261,,
l'adresse,1720-1730,1789-1802,0.949851,0.050149,187,1030,,,,,
rep,1720-1730,1780-1789,0.946469,0.053531,450,713,,,,,
primer,1700-1710,1740-1750,0.946121,0.053879,339,116,,,,,
cod,1720-1730,1730-1740,0.944748,0.055252,78,1593,,0.011194,0.988806,,
prov,1700-1710,1780-1789,0.944574,0.055426,62,411,,0.015545,0.984455,,
partagez,1710-1720,1760-1770,0.944251,0.055749,161,89,,,,,
paroi,1710-1720,1740-1750,0.943051,0.056949,55,170,,,,,
raire,1720-1730,1789-1802,0.942136,0.057864,68,459,,0.014986,0.985014,,
caf,1710-1720,1780-1789,0.940904,0.059096,140,274,,0.032947,0.967053,,
site,1740-1750,1789-1802,0.940292,0.059708,112,383,,0.015006,0.984994,,
philo,1700-1710,1710-1720,0.939748,0.060252,74,315,,0.015395,0.984605,,
fuf,1710-1720,1789-1802,0.938897,0.061103,59,280,,0.034011,0.965989,,
éloignez,1720-1730,1760-1770,0.938706,0.061294,389,77,,,,,
home,1700-1710,1740-1750,0.938445,0.061555,212,114,,,,,
ilest,1700-1710,1780-1789,0.937706,0.062294,68,149,,0.014418,0.985582,,
rarefié,1760-1770,1789-1802,0.937416,0.062584,137,62,,,,,
continence,1700-1710,1710-1720,0.936694,0.063306,81,118,,0.035201,0.964799,,
oire,1710-1720,1789-1802,0.936347,0.063653,61,838,,0.020798,0.979202,,
lif,1730-1740,1770-1780,0.93551,0.06449,372,272,,0.013587,0.986413,,
mylord,1700-1710,1730-1740,0.93486,0.06514,57,586,,0.016401,0.983599,,
ponte,1700-1710,1720-1730,0.934243,0.065757,212,103,,,,,
tation,1700-1710,1789-1802,0.932999,0.067001,101,684,,0.018575,0.981425,,
maternel,1760-1770,1789-1802,0.932548,0.067452,90,214,,,,,
dupuis,1700-1710,1710-1720,0.932444,0.067556,112,366,,0.032567,0.967433,,
mimes,1700-1710,1789-1802,0.931672,0.068328,65,312,,0.019751,0.980249,,
chés,1710-1720,1789-1802,0.931528,0.068472,125,340,,0.02401,0.97599,,
mef,1710-1720,1770-1780,0.931352,0.068648,78,143,,0.025417,0.974583,,
celt,1710-1720,1780-1789,0.931122,0.068878,77,288,,0.024997,0.975003,,
favorablement,1750-1760,1789-1802,0.930353,0.069647,415,333,,,,,
