word,period1,period2,cosine_distance,cosine_similarity,occ1,occ2,degree,cosine_distance_camembert,cosine_similarity_camembert,cosine_distance_dalembert,cosine_similarity_dalembert
gneur,1740-1750,1780-1789,0.78183,0.21817,749,1086,,,,,
aisez,1720-1730,1789-1802,0.7815,0.2185,108,79,,0.017799,0.982201,,
commodité,1710-1720,1780-1789,0.781383,0.218617,816,928,,0.030171,0.969829,,
bride,1730-1740,1740-1750,0.781335,0.218665,300,332,,,,,
leure,1710-1720,1780-1789,0.781273,0.218727,63,309,,0.013136,0.986864,,
représentant,1730-1740,1789-1802,0.781251,0.218749,205,1717,,0.023632,0.976368,,
papa,1730-1740,1780-1789,0.781211,0.218789,924,701,,0.078913,0.921087,,
mir,1710-1720,1740-1750,0.781182,0.218818,124,496,,0.013675,0.986325,,
vée,1710-1720,1720-1730,0.781121,0.218879,77,68,,0.009638,0.990362,,
élevez,1710-1720,1760-1770,0.781109,0.218891,155,95,,,,,
consideré,1710-1720,1789-1802,0.781048,0.218952,468,73,,,,,
purger,1700-1710,1730-1740,0.780867,0.219133,127,97,,0.018346,0.981654,,
plui,1730-1740,1740-1750,0.780643,0.219357,56,80,,0.019023,0.980977,,
l'intrigue,1700-1710,1789-1802,0.78057,0.21943,58,1038,,,,,
judiciaire,1730-1740,1789-1802,0.780481,0.219519,167,1017,,0.049746,0.950254,,
vacation,1710-1720,1789-1802,0.78048,0.21952,103,91,,,,,
entrevoir,1750-1760,1780-1789,0.780455,0.219545,320,590,,0.023991,0.976009,,
gner,1700-1710,1730-1740,0.780446,0.219554,87,197,,0.01277,0.98723,,
reaux,1700-1710,1789-1802,0.780436,0.219564,309,151,,,,,
qu'u,1740-1750,1789-1802,0.78033,0.21967,133,134,,,,,
composoient,1720-1730,1730-1740,0.780321,0.219679,121,238,,0.02726,0.97274,,
grossiere,1710-1720,1789-1802,0.780227,0.219773,115,91,,0.032749,0.967251,,
rine,1720-1730,1789-1802,0.780219,0.219781,164,429,,0.01727,0.98273,,
jur,1720-1730,1730-1740,0.780207,0.219793,189,377,,0.009753,0.990247,,
malin,1720-1730,1789-1802,0.780174,0.219826,150,346,,0.01023,0.98977,,
timons,1700-1710,1789-1802,0.779994,0.220006,55,379,,0.00973,0.99027,,
aidé,1710-1720,1760-1770,0.779447,0.220553,99,306,,0.009227,0.990773,,
joi,1710-1720,1780-1789,0.779401,0.220599,64,268,,0.009163,0.990837,,
jans,1720-1730,1750-1760,0.779288,0.220712,62,107,,0.015889,0.984111,,
loue,1700-1710,1710-1720,0.779222,0.220778,129,176,,0.008583,0.991417,,
lence,1700-1710,1789-1802,0.77915,0.22085,78,370,,0.01314,0.98686,,
delits,1740-1750,1789-1802,0.779013,0.220987,103,91,,,,,
tile,1710-1720,1780-1789,0.778988,0.221012,88,315,,0.011705,0.988295,,
dues,1710-1720,1720-1730,0.778891,0.221109,108,92,,0.01825,0.98175,,
ménagement,1720-1730,1730-1740,0.778756,0.221244,110,253,,0.033177,0.966823,,
trancher,1710-1720,1740-1750,0.77869,0.22131,71,99,,0.024021,0.975979,,
rée,1710-1720,1780-1789,0.778569,0.221431,135,523,,0.009412,0.990588,,
t'elle,1770-1780,1789-1802,0.778493,0.221507,110,57,,,,,
talon,1730-1740,1740-1750,0.778341,0.221659,92,82,,0.0072,0.9928,,
consi,1700-1710,1760-1770,0.778327,0.221673,102,605,,0.015909,0.984091,,
oraison,1710-1720,1730-1740,0.778183,0.221817,290,232,,0.018074,0.981926,,
defaut,1730-1740,1750-1760,0.778017,0.221983,181,163,,,,,
possède,1700-1710,1720-1730,0.777932,0.222068,67,54,,0.012768,0.987232,,
choi,1720-1730,1760-1770,0.777928,0.222072,77,193,,0.011513,0.988487,,
appréhender,1700-1710,1789-1802,0.777856,0.222144,52,96,,0.028703,0.971297,,
hie,1710-1720,1760-1770,0.777718,0.222282,77,139,,0.011327,0.988673,,
conr,1700-1710,1740-1750,0.777549,0.222451,52,125,,0.010068,0.989932,,
cane,1700-1710,1780-1789,0.777498,0.222502,69,170,,0.015363,0.984637,,
diacre,1740-1750,1789-1802,0.777457,0.222543,99,153,,,,,
dien,1700-1710,1770-1780,0.77743,0.22257,102,292,,,,,
sance,1730-1740,1789-1802,0.777307,0.222693,203,956,,0.019287,0.980713,,
rope,1700-1710,1789-1802,0.777156,0.222844,70,504,,0.013773,0.986227,,
scroit,1710-1720,1720-1730,0.777083,0.222917,61,71,,0.017988,0.982012,,
divi,1730-1740,1789-1802,0.777044,0.222956,206,400,,0.013245,0.986755,,
tés,1700-1710,1770-1780,0.776974,0.223026,75,1370,,0.015273,0.984727,,
dance,1730-1740,1789-1802,0.776703,0.223297,152,695,,0.010934,0.989066,,
courre,1700-1710,1730-1740,0.776627,0.223373,124,73,,0.015035,0.984965,,
lifez,1710-1720,1730-1740,0.776529,0.223471,238,267,,0.008948,0.991052,,
remplacer,1710-1720,1730-1740,0.776503,0.223497,91,264,,0.010503,0.989497,,
erl,1700-1710,1710-1720,0.77634,0.22366,109,118,,0.028175,0.971825,,
apprenant,1710-1720,1720-1730,0.776335,0.223665,56,73,,0.012865,0.987135,,
oye,1710-1720,1789-1802,0.776244,0.223756,80,89,,0.031166,0.968834,,
volage,1700-1710,1740-1750,0.775991,0.224009,107,353,,0.012142,0.987858,,
l'obéissance,1730-1740,1789-1802,0.775876,0.224124,301,681,,,,,
dat,1750-1760,1770-1780,0.775499,0.224501,313,1051,,0.071962,0.928038,,
spécialement,1700-1710,1720-1730,0.775374,0.224626,66,72,,0.015791,0.984209,,
audacieux,1720-1730,1750-1760,0.775306,0.224694,87,178,,0.011699,0.988301,,
d'avertir,1710-1720,1720-1730,0.775291,0.224709,148,117,,,,,
glife,1750-1760,1789-1802,0.77519,0.22481,202,154,,0.009458,0.990542,,
fay,1710-1720,1760-1770,0.775152,0.224848,244,144,,,,,
march,1730-1740,1780-1789,0.775107,0.224893,52,256,,0.019222,0.980778,,
préter,1700-1710,1760-1770,0.77508,0.22492,58,291,,0.011494,0.988506,,
bian,1750-1760,1780-1789,0.77508,0.22492,180,71,,,,,
imais,1700-1710,1750-1760,0.774872,0.225128,83,126,,0.008545,0.991455,,
pein,1710-1720,1770-1780,0.774817,0.225183,72,276,,,,,
ente,1710-1720,1750-1760,0.774788,0.225212,80,126,,0.011777,0.988223,,
l'oraison,1740-1750,1760-1770,0.774759,0.225241,92,247,,,,,
desa,1720-1730,1730-1740,0.774652,0.225348,99,111,,,,,
dau,1700-1710,1780-1789,0.774369,0.225631,98,402,,0.018126,0.981874,,
applicable,1710-1720,1789-1802,0.77433,0.22567,348,637,,,,,
boulanger,1740-1750,1770-1780,0.774317,0.225683,87,710,,0.019192,0.980808,,
mence,1750-1760,1789-1802,0.774158,0.225842,206,258,,0.013765,0.986235,,
d'hiver,1730-1740,1789-1802,0.773896,0.226104,217,810,,,,,
affermir,1700-1710,1789-1802,0.773777,0.226223,56,296,,0.033676,0.966324,,
l'election,1700-1710,1720-1730,0.773774,0.226226,83,543,,,,,
médailles,1710-1720,1730-1740,0.773712,0.226288,188,966,,0.010536,0.989464,,
mmes,1710-1720,1760-1770,0.773704,0.226296,95,123,,0.027841,0.972159,,
pon,1710-1720,1789-1802,0.7737,0.2263,337,507,,0.02046,0.97954,,
nmme,1700-1710,1740-1750,0.773636,0.226364,67,152,,0.021054,0.978946,,
bris,1720-1730,1760-1770,0.773595,0.226405,79,198,,0.025998,0.974002,,
souve,1740-1750,1780-1789,0.773526,0.226474,209,616,,0.011481,0.988519,,
souhaiter,1770-1780,1789-1802,0.773367,0.226633,1001,489,,0.019356,0.980644,,
teflon,1720-1730,1740-1750,0.773253,0.226747,74,89,,0.011856,0.988144,,
var,1710-1720,1789-1802,0.773233,0.226767,78,418,,0.026134,0.973866,,
déférence,1740-1750,1780-1789,0.773097,0.226903,104,294,,0.025145,0.974855,,
légitimement,1720-1730,1770-1780,0.773051,0.226949,114,411,,0.027467,0.972533,,
assurez,1710-1720,1770-1780,0.772962,0.227038,130,104,,,,,
s'appellent,1710-1720,1730-1740,0.77276,0.22724,77,60,,,,,
interêts,1710-1720,1740-1750,0.772726,0.227274,1437,519,,,,,
consternation,1720-1730,1780-1789,0.772644,0.227356,50,246,,0.048343,0.951657,,
d'ajouter,1710-1720,1720-1730,0.772629,0.227371,99,113,,,,,
hit,1710-1720,1730-1740,0.772529,0.227471,102,169,,0.028106,0.971894,,
l'inquiétude,1700-1710,1710-1720,0.772443,0.227557,86,93,,,,,
commc,1700-1710,1740-1750,0.772443,0.227557,126,204,,0.02639,0.97361,,
volunt,1700-1710,1780-1789,0.772422,0.227578,221,83,,,,,
rebellion,1700-1710,1789-1802,0.772401,0.227599,50,415,,0.057841,0.942159,,
bour,1700-1710,1740-1750,0.772347,0.227653,135,495,,0.011612,0.988388,,
premierement,1730-1740,1789-1802,0.772293,0.227707,491,101,,,,,
run,1700-1710,1710-1720,0.772229,0.227771,253,100,,0.040491,0.959509,,
temporels,1700-1710,1720-1730,0.772142,0.227858,61,88,,,,,
emprunt,1740-1750,1770-1780,0.772111,0.227889,85,834,,0.011037,0.988963,,
particuliérement,1710-1720,1770-1780,0.772018,0.227982,58,903,,0.035041,0.964959,,
iais,1720-1730,1770-1780,0.771993,0.228007,67,304,,0.011033,0.988967,,
tirés,1700-1710,1720-1730,0.771953,0.228047,53,247,,0.026386,0.973614,,
frit,1710-1720,1760-1770,0.771786,0.228214,147,134,,,,,
désirer,1700-1710,1720-1730,0.771699,0.228301,80,101,,0.013909,0.986091,,
pier,1720-1730,1789-1802,0.771633,0.228367,306,380,,0.020855,0.979145,,
formez,1720-1730,1750-1760,0.771576,0.228424,196,108,,,,,
vau,1700-1710,1730-1740,0.771385,0.228615,56,64,,0.013795,0.986205,,
répandue,1710-1720,1780-1789,0.771301,0.228699,87,805,,0.020658,0.979342,,
vident,1740-1750,1789-1802,0.770948,0.229052,166,241,,0.011177,0.988823,,
tain,1710-1720,1760-1770,0.770845,0.229155,115,329,,0.009882,0.990118,,
précipice,1730-1740,1750-1760,0.770711,0.229289,157,180,,0.024986,0.975014,,
conserva,1700-1710,1710-1720,0.77068,0.22932,102,132,,0.013182,0.986818,,
d'orient,1730-1740,1789-1802,0.770562,0.229438,462,356,,,,,
qu'ensuite,1710-1720,1789-1802,0.77049,0.22951,78,267,,,,,
s'enfuir,1700-1710,1770-1780,0.770469,0.229531,63,215,,,,,
bourses,1720-1730,1770-1780,0.770411,0.229589,210,411,,,,,
app,1710-1720,1730-1740,0.77025,0.22975,71,208,,0.022737,0.977263,,
reprise,1700-1710,1720-1730,0.770038,0.229962,111,118,,0.015451,0.984549,,
quasi,1720-1730,1750-1760,0.769964,0.230036,254,372,,,,,
mineur,1720-1730,1750-1760,0.769811,0.230189,76,555,,,,,
elr,1710-1720,1740-1750,0.769732,0.230268,59,153,,0.017812,0.982188,,
susdits,1720-1730,1730-1740,0.769653,0.230347,169,457,,,,,
vale,1740-1750,1770-1780,0.769645,0.230355,504,188,,0.017395,0.982605,,
miner,1710-1720,1780-1789,0.769631,0.230369,72,608,,0.015068,0.984932,,
canada,1760-1770,1789-1802,0.769464,0.230536,1162,1044,,0.012353,0.987647,,
tatien,1710-1720,1789-1802,0.769305,0.230695,127,1069,,0.009278,0.990722,,
trans,1720-1730,1789-1802,0.769252,0.230748,113,635,,0.009585,0.990415,,
fontenelle,1700-1710,1780-1789,0.769074,0.230926,54,271,,0.013165,0.986835,,
habi,1710-1720,1789-1802,0.769006,0.230994,89,632,,0.012164,0.987836,,
multipliant,1710-1720,1730-1740,0.76894,0.23106,68,58,,,,,
nain,1730-1740,1740-1750,0.768925,0.231075,89,135,,0.007469,0.992531,,
opiniâtre,1710-1720,1750-1760,0.768857,0.231143,87,239,,0.039154,0.960846,,
tare,1730-1740,1789-1802,0.768718,0.231282,66,621,,0.023882,0.976118,,
bailli,1720-1730,1750-1760,0.768507,0.231493,293,288,,,,,
cloître,1730-1740,1750-1760,0.768457,0.231543,100,200,,0.023081,0.976919,,
infinite,1740-1750,1770-1780,0.768361,0.231639,220,376,,0.01261,0.98739,,
laifle,1700-1710,1720-1730,0.768199,0.231801,87,78,,,,,
adi,1730-1740,1760-1770,0.768197,0.231803,53,433,,0.006523,0.993477,,
dol,1720-1730,1750-1760,0.76817,0.23183,100,206,,,,,
meures,1720-1730,1789-1802,0.76816,0.23184,94,131,,,,,
normand,1730-1740,1789-1802,0.768139,0.231861,156,174,,,,,
coit,1730-1740,1740-1750,0.768032,0.231968,68,256,,0.012112,0.987888,,
défendent,1740-1750,1750-1760,0.767994,0.232006,270,310,,0.011883,0.988117,,
auditeurs,1720-1730,1740-1750,0.767979,0.232021,227,205,,,,,
s'exposer,1760-1770,1789-1802,0.767942,0.232058,488,649,,,,,
aires,1730-1740,1740-1750,0.767866,0.232134,129,255,,0.016568,0.983432,,
caule,1720-1730,1780-1789,0.767839,0.232161,146,903,,0.039267,0.960733,,
l'enfer,1700-1710,1730-1740,0.76776,0.23224,135,266,,,,,
augmentations,1740-1750,1760-1770,0.767691,0.232309,90,283,,,,,
delivrer,1710-1720,1789-1802,0.76766,0.23234,138,79,,,,,
foui,1700-1710,1750-1760,0.767656,0.232344,77,100,,0.010532,0.989468,,
considence,1700-1710,1740-1750,0.767636,0.232364,81,287,,0.025202,0.974798,,
frt,1710-1720,1740-1750,0.76748,0.23252,73,180,,0.018297,0.981703,,
clôture,1700-1710,1710-1720,0.767361,0.232639,63,293,,0.020465,0.979535,,
logemens,1710-1720,1750-1760,0.767356,0.232644,94,138,,0.024718,0.975282,,
procédure,1710-1720,1730-1740,0.767318,0.232682,60,89,,0.012385,0.987615,,
donnes,1710-1720,1740-1750,0.767071,0.232929,74,137,,0.021005,0.978995,,
querir,1710-1720,1760-1770,0.767066,0.232934,215,110,,,,,
incon,1730-1740,1740-1750,0.767055,0.232945,113,213,,0.004788,0.995212,,
chretien,1710-1720,1760-1770,0.766926,0.233074,147,102,,,,,
pece,1700-1710,1789-1802,0.766769,0.233231,63,77,,0.016648,0.983352,,
fri,1740-1750,1770-1780,0.766634,0.233366,355,402,,0.006353,0.993647,,
d'entre,1780-1789,1789-1802,0.766534,0.233466,2302,1882,,,,,
veulement,1720-1730,1789-1802,0.766526,0.233474,130,252,,0.025649,0.974351,,
ben,1710-1720,1770-1780,0.766523,0.233477,105,878,,0.0099,0.9901,,
ors,1730-1740,1789-1802,0.76638,0.23362,125,571,,0.009174,0.990826,,
restée,1710-1720,1770-1780,0.766273,0.233727,60,421,,0.026024,0.973976,,
opera,1720-1730,1750-1760,0.765966,0.234034,1192,418,,0.039329,0.960671,,
farouche,1710-1720,1720-1730,0.765754,0.234246,152,117,,0.010803,0.989197,,
entretenu,1720-1730,1770-1780,0.765689,0.234311,162,424,,0.012453,0.987547,,
vaillance,1740-1750,1789-1802,0.765518,0.234482,361,472,,0.037189,0.962811,,
barcelone,1720-1730,1789-1802,0.765502,0.234498,126,302,,,,,
régie,1700-1710,1789-1802,0.765287,0.234713,61,2248,,0.037449,0.962551,,
fori,1730-1740,1770-1780,0.765285,0.234715,75,220,,0.011002,0.988998,,
d'attaquer,1700-1710,1710-1720,0.765142,0.234858,83,98,,,,,
ena,1710-1720,1789-1802,0.76483,0.23517,114,207,,0.018752,0.981248,,
mun,1710-1720,1780-1789,0.764797,0.235203,72,306,,0.016599,0.983401,,
batterie,1750-1760,1789-1802,0.764728,0.235272,450,894,,0.019407,0.980593,,
sue,1760-1770,1770-1780,0.764709,0.235291,199,247,,0.007126,0.992874,,
confulter,1780-1789,1789-1802,0.764526,0.235474,1119,302,,0.017587,0.982413,,
innocentes,1770-1780,1789-1802,0.764385,0.235615,287,373,,0.025629,0.974371,,
lorsqu'un,1750-1760,1760-1770,0.764178,0.235822,672,738,,,,,
s'arrêter,1710-1720,1789-1802,0.764084,0.235916,408,856,,,,,
comptoir,1730-1740,1750-1760,0.763997,0.236003,447,175,,0.020791,0.979209,,
relle,1720-1730,1789-1802,0.763945,0.236055,169,477,,0.016145,0.983855,,
d'obliger,1700-1710,1720-1730,0.763877,0.236123,64,107,,,,,
chent,1770-1780,1780-1789,0.763823,0.236177,253,283,,0.011534,0.988466,,
joignez,1760-1770,1789-1802,0.763805,0.236195,191,242,,0.013243,0.986757,,
pte,1770-1780,1789-1802,0.763693,0.236307,119,198,,0.009778,0.990222,,
excepter,1740-1750,1770-1780,0.763691,0.236309,335,466,,,,,
ôtant,1700-1710,1720-1730,0.763676,0.236324,81,78,,0.027506,0.972494,,
neutre,1710-1720,1720-1730,0.76361,0.23639,76,84,,0.011674,0.988326,,
apo,1730-1740,1770-1780,0.76359,0.23641,61,110,,0.009203,0.990797,,
natures,1730-1740,1789-1802,0.763555,0.236445,149,329,,,,,
continent,1750-1760,1770-1780,0.763454,0.236546,703,1842,,0.023324,0.976676,,
assés,1710-1720,1789-1802,0.763452,0.236548,158,111,,,,,
indifférent,1750-1760,1770-1780,0.763383,0.236617,476,976,,0.007747,0.992253,,
l'addition,1710-1720,1730-1740,0.763365,0.236635,75,69,,,,,
s'engager,1720-1730,1750-1760,0.763314,0.236686,129,222,,,,,
galle,1700-1710,1740-1750,0.763098,0.236902,99,108,,,,,
posent,1770-1780,1789-1802,0.763062,0.236938,351,255,,0.027157,0.972843,,
convenance,1770-1780,1789-1802,0.763047,0.236953,491,717,,0.011309,0.988691,,
sacri,1700-1710,1780-1789,0.763038,0.236962,57,289,,0.010564,0.989436,,
sca,1740-1750,1789-1802,0.763019,0.236981,161,123,,0.01895,0.98105,,
fors,1700-1710,1720-1730,0.762991,0.237009,148,194,,0.011403,0.988597,,
bos,1700-1710,1760-1770,0.762951,0.237049,72,149,,0.019489,0.980511,,
formant,1700-1710,1789-1802,0.762798,0.237202,110,1607,,0.030418,0.969582,,
s'a,1700-1710,1770-1780,0.762579,0.237421,183,582,,,,,
yen,1710-1720,1780-1789,0.76255,0.23745,314,498,,,,,
tol,1730-1740,1740-1750,0.762539,0.237461,176,91,,0.022724,0.977276,,
raisonne,1700-1710,1760-1770,0.762477,0.237523,73,462,,0.018712,0.981288,,
s'empara,1700-1710,1710-1720,0.76239,0.23761,55,67,,,,,
gravé,1720-1730,1770-1780,0.762289,0.237711,103,441,,0.010729,0.989271,,
commandée,1710-1720,1720-1730,0.762252,0.237748,66,150,,,,,
compo,1700-1710,1780-1789,0.762176,0.237824,64,312,,0.015599,0.984401,,
porteroit,1710-1720,1780-1789,0.762144,0.237856,51,494,,0.021383,0.978617,,
allés,1720-1730,1789-1802,0.761972,0.238028,103,250,,0.130922,0.869078,,
lau,1700-1710,1740-1750,0.761861,0.238139,161,419,,0.019328,0.980672,,
autr,1740-1750,1770-1780,0.76176,0.23824,61,120,,0.014885,0.985115,,
cois,1730-1740,1789-1802,0.761542,0.238458,82,419,,0.013641,0.986359,,
d'enfans,1720-1730,1730-1740,0.761233,0.238767,224,299,,,,,
diminutions,1700-1710,1710-1720,0.761203,0.238797,57,74,,0.014528,0.985472,,
souhait,1710-1720,1720-1730,0.761061,0.238939,126,89,,0.012419,0.987581,,
comptent,1700-1710,1710-1720,0.761041,0.238959,71,110,,0.010423,0.989577,,
vans,1700-1710,1789-1802,0.760867,0.239133,106,164,,0.010736,0.989264,,
canaille,1700-1710,1720-1730,0.760816,0.239184,51,62,,0.018834,0.981166,,
exi,1720-1730,1760-1770,0.760816,0.239184,82,207,,0.01995,0.98005,,
narration,1720-1730,1789-1802,0.760687,0.239313,166,268,,,,,
familier,1760-1770,1780-1789,0.760473,0.239527,401,430,,0.006338,0.993662,,
forcez,1710-1720,1760-1770,0.760368,0.239632,119,96,,0.066954,0.933046,,
prophète,1710-1720,1720-1730,0.760311,0.239689,88,61,,0.012522,0.987478,,
primes,1710-1720,1780-1789,0.760301,0.239699,162,776,,0.074866,0.925134,,
fons,1700-1710,1780-1789,0.760294,0.239706,66,500,,0.024749,0.975251,,
gle,1700-1710,1780-1789,0.760256,0.239744,127,227,,0.014974,0.985026,,
miles,1700-1710,1710-1720,0.760179,0.239821,304,286,,,,,
d'armes,1780-1789,1789-1802,0.760178,0.239822,3927,1885,,,,,
geneve,1710-1720,1789-1802,0.760067,0.239933,95,403,,0.009805,0.990195,,
durera,1700-1710,1720-1730,0.760045,0.239955,76,66,,0.02001,0.97999,,
liers,1710-1720,1750-1760,0.760029,0.239971,165,328,,0.012103,0.987897,,
décou,1700-1710,1760-1770,0.75997,0.24003,87,385,,0.02021,0.97979,,
lare,1750-1760,1770-1780,0.759834,0.240166,73,68,,0.013819,0.986181,,
nonce,1740-1750,1760-1770,0.75979,0.24021,375,162,,0.035611,0.964389,,
parvint,1700-1710,1750-1760,0.75972,0.24028,56,408,,0.025452,0.974548,,
nonobstant,1780-1789,1789-1802,0.759589,0.240411,899,468,,,,,
cuisine,1710-1720,1770-1780,0.759575,0.240425,492,464,,,,,
gratuit,1700-1710,1710-1720,0.759304,0.240696,139,80,,,,,
perfon,1710-1720,1780-1789,0.759266,0.240734,89,402,,0.013214,0.986786,,
albert,1710-1720,1730-1740,0.75912,0.24088,75,409,,0.015496,0.984504,,
plaie,1700-1710,1789-1802,0.759019,0.240981,57,605,,0.036052,0.963948,,
ales,1720-1730,1740-1750,0.759006,0.240994,122,126,,0.006727,0.993273,,
rotterdam,1720-1730,1789-1802,0.758818,0.241182,120,145,,,,,
bienheureux,1710-1720,1780-1789,0.758697,0.241303,136,268,,,,,
male,1720-1730,1770-1780,0.758643,0.241357,1055,284,,,,,
quelqu'un,1700-1710,1740-1750,0.758505,0.241495,1611,3279,,,,,
regar,1700-1710,1780-1789,0.758393,0.241607,101,480,,0.014147,0.985853,,
retenant,1710-1720,1730-1740,0.758389,0.241611,82,109,,0.028201,0.971799,,
débiter,1700-1710,1770-1780,0.758376,0.241624,307,625,,,,,
rot,1700-1710,1760-1770,0.758365,0.241635,928,307,,,,,
d'accepter,1710-1720,1720-1730,0.758353,0.241647,210,147,,,,,
flot,1740-1750,1789-1802,0.758337,0.241663,164,231,,,,,
recoit,1720-1730,1730-1740,0.75833,0.24167,159,62,,0.01632,0.98368,,
tein,1700-1710,1789-1802,0.758287,0.241713,61,125,,0.016373,0.983627,,
tine,1720-1730,1740-1750,0.758229,0.241771,88,69,,0.011404,0.988596,,
gui,1700-1710,1770-1780,0.758216,0.241784,198,757,,0.008277,0.991723,,
l'o,1740-1750,1789-1802,0.758142,0.241858,611,1182,,,,,
liege,1710-1720,1740-1750,0.758102,0.241898,100,150,,0.027523,0.972477,,
froidement,1760-1770,1789-1802,0.757955,0.242045,312,672,,0.017663,0.982337,,
quille,1700-1710,1789-1802,0.757948,0.242052,407,544,,,,,
condi,1720-1730,1770-1780,0.757808,0.242192,88,244,,0.0143,0.9857,,
jérusalem,1700-1710,1720-1730,0.757787,0.242213,390,93,,,,,
voye,1710-1720,1789-1802,0.757677,0.242323,1329,490,,,,,
c'etoit,1700-1710,1740-1750,0.757591,0.242409,75,198,,,,,
divertir,1700-1710,1730-1740,0.757457,0.242543,374,291,,,,,
tées,1770-1780,1780-1789,0.757441,0.242559,397,471,,0.010251,0.989749,,
trefles,1700-1710,1750-1760,0.75744,0.24256,53,104,,0.012968,0.987032,,
peplus,1730-1740,1750-1760,0.757412,0.242588,73,112,,0.009854,0.990146,,
demeu,1710-1720,1789-1802,0.757373,0.242627,101,125,,0.011626,0.988374,,
indifférente,1710-1720,1720-1730,0.757337,0.242663,54,52,,0.020249,0.979751,,
examinez,1710-1720,1780-1789,0.757202,0.242798,99,292,,,,,
tiere,1730-1740,1789-1802,0.757087,0.242913,153,125,,0.021428,0.978572,,
guise,1720-1730,1770-1780,0.757017,0.242983,380,267,,0.064114,0.935886,,
baille,1710-1720,1789-1802,0.756979,0.243021,81,110,,,,,
l'exposer,1710-1720,1789-1802,0.756941,0.243059,109,176,,,,,
coure,1720-1730,1730-1740,0.75689,0.24311,50,56,,0.012573,0.987427,,
l'ange,1720-1730,1740-1750,0.756799,0.243201,127,106,,,,,
mene,1740-1750,1760-1770,0.756788,0.243212,311,658,,0.020842,0.979158,,
qu'encore,1740-1750,1780-1789,0.756776,0.243224,136,170,,,,,
rachat,1720-1730,1740-1750,0.756774,0.243226,74,548,,,,,
fiant,1760-1770,1789-1802,0.756709,0.243291,108,196,,0.010725,0.989275,,
enfuirez,1730-1740,1740-1750,0.756637,0.243363,88,912,,0.013968,0.986032,,
deces,1700-1710,1740-1750,0.756535,0.243465,50,84,,0.018897,0.981103,,
iss,1720-1730,1780-1789,0.756424,0.243576,99,315,,0.009532,0.990468,,
poete,1730-1740,1760-1770,0.756403,0.243597,162,136,,0.01778,0.98222,,
bin,1730-1740,1760-1770,0.756295,0.243705,86,125,,0.008057,0.991943,,
presence,1700-1710,1789-1802,0.756241,0.243759,440,144,,,,,
pices,1710-1720,1750-1760,0.756143,0.243857,53,80,,0.014344,0.985656,,
ponr,1710-1720,1740-1750,0.756132,0.243868,117,136,,0.015101,0.984899,,
visité,1700-1710,1789-1802,0.756082,0.243918,63,431,,0.014781,0.985219,,
énormes,1700-1710,1789-1802,0.755984,0.244016,53,1107,,0.024645,0.975355,,
cloches,1720-1730,1789-1802,0.755894,0.244106,148,1530,,0.044628,0.955372,,
britannique,1730-1740,1789-1802,0.755596,0.244404,192,944,,0.03891,0.96109,,
vacations,1710-1720,1740-1750,0.755462,0.244538,195,117,,,,,
contredire,1720-1730,1750-1760,0.755453,0.244547,109,267,,0.029025,0.970975,,
marne,1740-1750,1760-1770,0.755304,0.244696,88,918,,0.04871,0.95129,,
pondre,1710-1720,1789-1802,0.755159,0.244841,96,276,,0.038955,0.961045,,
ivre,1700-1710,1789-1802,0.755033,0.244967,93,577,,0.022159,0.977841,,
confolation,1720-1730,1770-1780,0.754957,0.245043,164,460,,,,,
possesseur,1720-1730,1770-1780,0.754864,0.245136,60,307,,0.02999,0.97001,,
cherté,1740-1750,1760-1770,0.75483,0.24517,155,992,,0.03669,0.96331,,
tariere,1700-1710,1789-1802,0.754732,0.245268,79,108,,0.017903,0.982097,,
demeurée,1720-1730,1789-1802,0.754718,0.245282,100,128,,,,,
diverti,1740-1750,1789-1802,0.754638,0.245362,67,60,,,,,
trouv,1710-1720,1740-1750,0.754624,0.245376,55,131,,0.009832,0.990168,,
regnoit,1780-1789,1789-1802,0.754608,0.245392,160,103,,,,,
l'hon,1720-1730,1770-1780,0.754521,0.245479,67,334,,,,,
vingtième,1750-1760,1789-1802,0.754485,0.245515,257,654,,0.014968,0.985032,,
traita,1710-1720,1750-1760,0.754458,0.245542,154,273,,,,,
collège,1720-1730,1730-1740,0.754413,0.245587,371,106,,0.022787,0.977213,,
lequelles,1710-1720,1789-1802,0.754398,0.245602,84,84,,,,,
elus,1740-1750,1760-1770,0.754314,0.245686,55,828,,0.024132,0.975868,,
queje,1710-1720,1740-1750,0.754255,0.245745,82,397,,,,,
sul,1740-1750,1770-1780,0.754243,0.245757,79,186,,0.009807,0.990193,,
vrir,1710-1720,1720-1730,0.754112,0.245888,63,66,,0.016328,0.983672,,
l'obscurité,1700-1710,1720-1730,0.754093,0.245907,164,176,,,,,
apparent,1700-1710,1710-1720,0.754058,0.245942,94,109,,0.008751,0.991249,,
d'ai,1720-1730,1789-1802,0.754014,0.245986,82,321,,,,,
réservé,1700-1710,1740-1750,0.754,0.246,81,275,,0.010824,0.989176,,
millier,1760-1770,1780-1789,0.753992,0.246008,455,379,,,,,
l'abus,1720-1730,1730-1740,0.753888,0.246112,131,286,,,,,
dénomination,1710-1720,1770-1780,0.753878,0.246122,60,1261,,0.072316,0.927684,,
détourne,1740-1750,1770-1780,0.753837,0.246163,106,407,,0.009862,0.990138,,
divertissement,1700-1710,1720-1730,0.753727,0.246273,197,162,,,,,
