word,period1,period2,cosine_distance,cosine_similarity,occ1,occ2,degree
sortira,1710-1720,1750-1760,0.991041,0.008959,132,197,
l'avenir,1760-1770,1789-1802,0.974887,0.025113,2428,3842,
gueres,1760-1770,1789-1802,0.933396,0.066604,1142,295,
exposant,1730-1740,1789-1802,0.927001,0.072999,272,194,
d'amis,1730-1740,1789-1802,0.921563,0.078437,157,448,
d'égard,1760-1770,1780-1789,0.915794,0.084206,124,178,
l'étranger,1710-1720,1760-1770,0.909804,0.090196,86,1719,
quelqu'une,1740-1750,1750-1760,0.906272,0.093728,244,271,
aiant,1750-1760,1789-1802,0.903977,0.096023,313,102,
rappel,1730-1740,1780-1789,0.902927,0.097073,172,505,
l'impuissance,1710-1720,1750-1760,0.902857,0.097143,60,242,
feurs,1710-1720,1780-1789,0.889674,0.110326,214,604,
guéres,1750-1760,1780-1789,0.887301,0.112699,575,77,
apris,1770-1780,1789-1802,0.88056,0.11944,262,269,
vuider,1730-1740,1789-1802,0.8779,0.1221,114,173,
moururent,1730-1740,1750-1760,0.861918,0.138082,76,94,
pour,1760-1770,1770-1780,0.861174,0.138826,421468,518463,
dignement,1750-1760,1789-1802,0.859857,0.140143,197,317,
mineurs,1720-1730,1770-1780,0.856997,0.143003,180,1245,
supposons,1710-1720,1730-1740,0.850647,0.149353,121,213,
guere,1760-1770,1770-1780,0.850618,0.149382,1330,2332,
d'en,1700-1710,1720-1730,0.84748,0.15252,4513,6686,
s'informer,1710-1720,1770-1780,0.84693,0.15307,86,282,
palier,1750-1760,1789-1802,0.844915,0.155085,185,196,
d'application,1730-1740,1789-1802,0.834696,0.165304,83,137,
paier,1760-1770,1789-1802,0.832961,0.167039,139,94,
estre,1760-1770,1789-1802,0.831629,0.168371,473,136,
reliefs,1740-1750,1750-1760,0.826298,0.173702,103,134,
venois,1710-1720,1760-1770,0.825423,0.174577,97,448,
choisie,1720-1730,1780-1789,0.824626,0.175374,71,442,
voyager,1700-1710,1720-1730,0.819424,0.180576,84,124,
protestation,1710-1720,1760-1770,0.818553,0.181447,67,86,
d'etat,1770-1780,1780-1789,0.818276,0.181724,2446,3064,
confia,1710-1720,1720-1730,0.814872,0.185128,67,78,
rançon,1710-1720,1720-1730,0.814692,0.185308,120,167,
regretter,1700-1710,1750-1760,0.814684,0.185316,51,331,
convint,1700-1710,1789-1802,0.813965,0.186035,63,426,
souviens,1710-1720,1730-1740,0.811283,0.188717,306,291,
altesse,1710-1720,1730-1740,0.809149,0.190851,406,488,
s'ef,1700-1710,1730-1740,0.806952,0.193048,59,131,
d'épée,1700-1710,1750-1760,0.806334,0.193666,59,112,
d'espace,1720-1730,1789-1802,0.805323,0.194677,100,172,
n'appartient,1760-1770,1770-1780,0.804068,0.195932,370,527,
défendoit,1710-1720,1760-1770,0.802885,0.197115,80,224,
mâles,1710-1720,1780-1789,0.802654,0.197346,177,1039,
consistent,1710-1720,1760-1770,0.802275,0.197725,52,314,
jeûne,1710-1720,1760-1770,0.800767,0.199233,87,147,
sçais,1720-1730,1789-1802,0.799619,0.200381,168,79,
relâcher,1710-1720,1730-1740,0.798196,0.201804,91,182,
l'heure,1710-1720,1789-1802,0.796786,0.203214,942,2315,
rions,1720-1730,1760-1770,0.795676,0.204324,184,388,
dont,1710-1720,1750-1760,0.794526,0.205474,31770,67118,
coûter,1720-1730,1730-1740,0.793964,0.206036,63,117,
d'exprimer,1700-1710,1720-1730,0.793829,0.206171,75,51,
sonner,1730-1740,1740-1750,0.793621,0.206379,185,243,
secrette,1710-1720,1780-1789,0.793128,0.206872,102,499,
tendoit,1700-1710,1710-1720,0.790656,0.209344,67,73,
obli,1700-1710,1720-1730,0.78942,0.21058,210,221,
sçavoir,1710-1720,1789-1802,0.788165,0.211835,2562,339,
l'accepter,1720-1730,1740-1750,0.787341,0.212659,62,116,
éternellement,1730-1740,1780-1789,0.786334,0.213666,303,532,
conseille,1740-1750,1760-1770,0.786092,0.213908,302,587,
habiller,1750-1760,1780-1789,0.784108,0.215892,77,158,
qu'étant,1750-1760,1770-1780,0.783746,0.216254,537,1037,
culier,1720-1730,1780-1789,0.782482,0.217518,65,237,
répéter,1710-1720,1720-1730,0.782326,0.217674,125,131,
l'aumône,1720-1730,1730-1740,0.779335,0.220665,59,77,
releva,1700-1710,1720-1730,0.778612,0.221388,70,85,
purifie,1700-1710,1710-1720,0.777249,0.222751,89,111,
bâtard,1740-1750,1770-1780,0.776597,0.223403,147,269,
dépendoit,1780-1789,1789-1802,0.776354,0.223646,427,285,
n'oublia,1720-1730,1730-1740,0.776285,0.223715,79,105,
meure,1710-1720,1750-1760,0.775978,0.224022,223,269,
senat,1760-1770,1789-1802,0.771616,0.228384,56,63,
gallicane,1710-1720,1750-1760,0.770984,0.229016,58,98,
resolu,1770-1780,1789-1802,0.769177,0.230823,60,90,
défunt,1720-1730,1789-1802,0.769085,0.230915,191,263,
l'immortalité,1710-1720,1770-1780,0.767636,0.232364,100,660,
librairie,1710-1720,1789-1802,0.76553,0.23447,70,185,
suffisant,1750-1760,1760-1770,0.765399,0.234601,263,311,
saura,1710-1720,1720-1730,0.765128,0.234872,74,71,
infideles,1720-1730,1730-1740,0.764518,0.235482,63,84,
saluer,1740-1750,1750-1760,0.762297,0.237703,207,51,
d'armée,1720-1730,1770-1780,0.762244,0.237756,410,366,
revenoit,1730-1740,1760-1770,0.761757,0.238243,415,305,
teinte,1710-1720,1740-1750,0.761163,0.238837,83,127,
préparation,1720-1730,1730-1740,0.760969,0.239031,136,207,
proches,1760-1770,1780-1789,0.760775,0.239225,584,862,
travailla,1710-1720,1730-1740,0.760585,0.239415,97,142,
impatient,1710-1720,1730-1740,0.759792,0.240208,103,120,
tirez,1720-1730,1740-1750,0.759441,0.240559,497,227,
bâtards,1710-1720,1770-1780,0.757598,0.242402,481,161,
s'adresser,1750-1760,1760-1770,0.757022,0.242978,158,623,
comprit,1710-1720,1750-1760,0.75691,0.24309,88,195,
milice,1720-1730,1730-1740,0.75688,0.24312,428,451,
pourvû,1780-1789,1789-1802,0.755053,0.244947,91,82,
d'honneurs,1710-1720,1780-1789,0.754491,0.245509,53,237,
necessaire,1720-1730,1780-1789,0.754153,0.245847,882,500,
l'attaquer,1700-1710,1710-1720,0.754039,0.245961,67,51,
crever,1730-1740,1760-1770,0.754011,0.245989,97,130,
reprises,1730-1740,1760-1770,0.754011,0.245989,276,819,
qu'ont,1710-1720,1720-1730,0.752404,0.247596,223,288,
l'est,1720-1730,1760-1770,0.752291,0.247709,781,2475,
rompit,1740-1750,1750-1760,0.751688,0.248312,297,197,
profanes,1740-1750,1750-1760,0.751324,0.248676,118,216,
d'étonnement,1720-1730,1780-1789,0.751269,0.248731,56,315,
retournez,1720-1730,1730-1740,0.750969,0.249031,78,83,
passera,1720-1730,1780-1789,0.750878,0.249122,102,483,
s'entretenir,1710-1720,1740-1750,0.750713,0.249287,79,148,
s'entendre,1770-1780,1789-1802,0.750147,0.249853,500,448,
reglé,1700-1710,1789-1802,0.749754,0.250246,144,50,
accommoder,1710-1720,1760-1770,0.749503,0.250497,118,124,
remarqua,1710-1720,1750-1760,0.749195,0.250805,103,196,
nage,1760-1770,1780-1789,0.748803,0.251197,459,809,
sçait,1740-1750,1789-1802,0.748249,0.251751,773,120,
omis,1730-1740,1789-1802,0.747406,0.252594,137,422,
prenons,1760-1770,1789-1802,0.746585,0.253415,508,552,
rapporta,1700-1710,1760-1770,0.745074,0.254926,57,171,
amples,1750-1760,1789-1802,0.74484,0.25516,102,115,
commençons,1710-1720,1740-1750,0.74444,0.25556,77,84,
l'après,1770-1780,1789-1802,0.744413,0.255587,338,588,
annoncé,1720-1730,1770-1780,0.744332,0.255668,58,1158,
fruitiers,1710-1720,1750-1760,0.744273,0.255727,402,167,
l'oblige,1710-1720,1740-1750,0.743908,0.256092,61,92,
cune,1700-1710,1720-1730,0.743897,0.256103,113,170,
promise,1700-1710,1720-1730,0.74355,0.25645,227,135,
refroidir,1740-1750,1789-1802,0.743017,0.256983,96,163,
méritoit,1700-1710,1780-1789,0.741971,0.258029,57,824,
n'au,1720-1730,1730-1740,0.741878,0.258122,99,155,
conviens,1730-1740,1789-1802,0.741656,0.258344,340,855,
l'indignation,1760-1770,1789-1802,0.741344,0.258656,253,739,
absent,1760-1770,1780-1789,0.740655,0.259345,226,626,
fendu,1710-1720,1730-1740,0.740121,0.259879,78,81,
enterrer,1720-1730,1789-1802,0.739886,0.260114,115,164,
toucha,1720-1730,1730-1740,0.739804,0.260196,81,118,
moisson,1710-1720,1730-1740,0.739759,0.260241,137,55,
ferveur,1720-1730,1740-1750,0.738796,0.261204,63,114,
affliction,1720-1730,1789-1802,0.737678,0.262322,53,134,
s'adressant,1710-1720,1750-1760,0.737541,0.262459,98,137,
d'hercule,1700-1710,1789-1802,0.737112,0.262888,51,241,
corporelle,1770-1780,1789-1802,0.736662,0.263338,278,136,
l'attendre,1710-1720,1789-1802,0.736525,0.263475,73,262,
comptoit,1710-1720,1780-1789,0.734519,0.265481,90,882,
prouvée,1710-1720,1750-1760,0.733698,0.266302,66,199,
bague,1730-1740,1770-1780,0.733665,0.266335,96,319,
demeuré,1730-1740,1770-1780,0.733327,0.266673,480,464,
accepta,1700-1710,1710-1720,0.732626,0.267374,63,69,
acquisition,1720-1730,1760-1770,0.732263,0.267737,50,185,
évité,1710-1720,1720-1730,0.731786,0.268214,64,56,
richement,1710-1720,1780-1789,0.731612,0.268388,69,460,
l'envoyer,1710-1720,1760-1770,0.730802,0.269198,72,174,
d'habits,1700-1710,1720-1730,0.730524,0.269476,81,86,
assemblage,1770-1780,1780-1789,0.730238,0.269762,595,484,
s'accorder,1710-1720,1770-1780,0.730091,0.269909,70,298,
breuvage,1710-1720,1720-1730,0.729767,0.270233,123,59,
destine,1740-1750,1789-1802,0.729447,0.270553,169,490,
péri,1700-1710,1710-1720,0.728893,0.271107,53,86,
d'avantage,1710-1720,1740-1750,0.728277,0.271723,303,553,
croirois,1700-1710,1710-1720,0.728248,0.271752,89,100,
commise,1740-1750,1780-1789,0.727762,0.272238,303,514,
d'expérience,1780-1789,1789-1802,0.726581,0.273419,411,293,
dose,1730-1740,1789-1802,0.726554,0.273446,70,329,
purgatoire,1700-1710,1710-1720,0.72655,0.27345,54,86,
incommodé,1710-1720,1720-1730,0.72643,0.27357,50,76,
plaignoit,1710-1720,1720-1730,0.725714,0.274286,62,101,
considerer,1780-1789,1789-1802,0.725546,0.274454,235,123,
manuscrits,1710-1720,1740-1750,0.725453,0.274547,875,243,
goûté,1720-1730,1730-1740,0.725293,0.274707,77,164,
faison,1710-1720,1740-1750,0.72481,0.27519,104,280,
foye,1750-1760,1789-1802,0.723938,0.276062,1046,67,
assembla,1730-1740,1750-1760,0.723225,0.276775,150,123,
d'étendue,1710-1720,1770-1780,0.723039,0.276961,102,693,
paysan,1710-1720,1760-1770,0.722746,0.277254,173,954,
croirai,1730-1740,1770-1780,0.722645,0.277355,115,320,
reliques,1700-1710,1740-1750,0.722554,0.277446,77,160,
enleva,1700-1710,1710-1720,0.721411,0.278589,57,80,
continuoit,1720-1730,1740-1750,0.721129,0.278871,86,328,
trêve,1700-1710,1710-1720,0.721103,0.278897,81,60,
cabane,1720-1730,1770-1780,0.720562,0.279438,275,481,
esperer,1730-1740,1789-1802,0.719738,0.280262,441,62,
l'ornement,1770-1780,1789-1802,0.719157,0.280843,396,245,
dommages,1740-1750,1789-1802,0.718265,0.281735,853,612,
ecrit,1730-1740,1740-1750,0.717626,0.282374,320,484,
portât,1710-1720,1720-1730,0.717381,0.282619,69,67,
l'année,1710-1720,1720-1730,0.716996,0.283004,2558,2915,
n'entre,1750-1760,1770-1780,0.716372,0.283628,228,475,
d'orléans,1720-1730,1770-1780,0.715524,0.284476,1253,1968,
espere,1730-1740,1750-1760,0.715181,0.284819,84,172,
prédit,1720-1730,1730-1740,0.715118,0.284882,144,299,
prescrire,1730-1740,1760-1770,0.714603,0.285397,211,481,
serve,1730-1740,1750-1760,0.714326,0.285674,167,260,
livra,1700-1710,1710-1720,0.713944,0.286056,82,81,
devienne,1700-1710,1720-1730,0.713581,0.286419,93,110,
produisit,1740-1750,1760-1770,0.713098,0.286902,260,420,
cacha,1720-1730,1730-1740,0.71301,0.28699,63,120,
d'avis,1740-1750,1750-1760,0.712853,0.287147,534,498,
pratiqué,1710-1720,1770-1780,0.712516,0.287484,289,750,
perdra,1710-1720,1730-1740,0.712092,0.287908,163,102,
commencez,1710-1720,1750-1760,0.711876,0.288124,110,134,
défenses,1730-1740,1789-1802,0.711794,0.288206,1808,480,
pére,1710-1720,1780-1789,0.711588,0.288412,404,129,
remettant,1710-1720,1730-1740,0.711312,0.288688,92,135,
parcouru,1700-1710,1720-1730,0.709382,0.290618,50,93,
d'inquiétude,1720-1730,1770-1780,0.709378,0.290622,54,334,
cabinets,1770-1780,1789-1802,0.709344,0.290656,496,682,
s'approcher,1700-1710,1710-1720,0.709328,0.290672,90,66,
empêcha,1710-1720,1730-1740,0.709196,0.290804,61,218,
continuez,1720-1730,1789-1802,0.709194,0.290806,123,286,
conta,1760-1770,1770-1780,0.708894,0.291106,152,251,
maréchaux,1760-1770,1780-1789,0.708831,0.291169,253,423,
qu'ayant,1720-1730,1770-1780,0.708421,0.291579,473,1019,
qu'avoit,1700-1710,1710-1720,0.707694,0.292306,94,81,
revienne,1700-1710,1740-1750,0.707275,0.292725,60,82,
d'avoir,1700-1710,1710-1720,0.706997,0.293003,3678,4584,
partez,1720-1730,1740-1750,0.706533,0.293467,97,124,
recommanda,1700-1710,1710-1720,0.706132,0.293868,51,50,
sortoit,1730-1740,1750-1760,0.706124,0.293876,113,136,
examinons,1700-1710,1710-1720,0.705423,0.294577,79,87,
mettrai,1720-1730,1750-1760,0.705326,0.294674,81,166,
revenue,1720-1730,1770-1780,0.705258,0.294742,67,340,
obligent,1710-1720,1730-1740,0.704574,0.295426,135,115,
permettra,1700-1710,1710-1720,0.704339,0.295661,75,75,
promettoit,1710-1720,1789-1802,0.704035,0.295965,66,352,
deviné,1710-1720,1760-1770,0.703652,0.296348,68,272,
tâchez,1700-1710,1720-1730,0.703043,0.296957,84,68,
joueur,1700-1710,1789-1802,0.702667,0.297333,212,250,
d'entendre,1710-1720,1750-1760,0.701958,0.298042,326,587,
scait,1750-1760,1789-1802,0.701908,0.298092,393,62,
discerner,1720-1730,1750-1760,0.701747,0.298253,134,271,
tousses,1730-1740,1750-1760,0.701717,0.298283,91,174,
retrancher,1760-1770,1789-1802,0.701612,0.298388,784,686,
promettant,1700-1710,1750-1760,0.701574,0.298426,62,326,
remuer,1740-1750,1780-1789,0.701542,0.298458,348,845,
s'et,1710-1720,1730-1740,0.701369,0.298631,50,80,
emprunté,1710-1720,1720-1730,0.701077,0.298923,140,122,
l'éternité,1720-1730,1730-1740,0.700179,0.299821,96,110,
refuté,1700-1710,1760-1770,0.700157,0.299843,53,243,
l'oreille,1710-1720,1750-1760,0.699791,0.300209,398,920,
perde,1700-1710,1750-1760,0.699555,0.300445,115,164,
carrosse,1740-1750,1770-1780,0.699463,0.300537,115,508,
d'arriver,1730-1740,1760-1770,0.698753,0.301247,439,515,
l'heureux,1730-1740,1760-1770,0.698614,0.301386,334,446,
reconnoît,1740-1750,1760-1770,0.698428,0.301572,415,732,
coffre,1710-1720,1789-1802,0.698258,0.301742,193,303,
reçût,1750-1760,1789-1802,0.697762,0.302238,77,70,
assurent,1720-1730,1789-1802,0.697605,0.302395,129,620,
l'empêcher,1710-1720,1720-1730,0.697454,0.302546,166,136,
travailloit,1720-1730,1730-1740,0.697426,0.302574,139,219,
enseigné,1740-1750,1789-1802,0.69707,0.30293,281,213,
l'attaque,1720-1730,1730-1740,0.696571,0.303429,384,519,
chrif,1760-1770,1770-1780,0.696346,0.303654,118,88,
l'habit,1700-1710,1720-1730,0.69617,0.30383,180,255,
fache,1720-1730,1760-1770,0.696094,0.303906,77,185,
repasser,1710-1720,1760-1770,0.695879,0.304121,82,244,
laide,1730-1740,1740-1750,0.695557,0.304443,160,208,
garda,1700-1710,1740-1750,0.69467,0.30533,107,235,
distinguent,1710-1720,1760-1770,0.694302,0.305698,94,440,
d'agrément,1720-1730,1789-1802,0.694106,0.305894,57,207,
d'aller,1710-1720,1740-1750,0.694044,0.305956,1627,2753,
embarrassé,1720-1730,1760-1770,0.693861,0.306139,120,314,
préjudicier,1710-1720,1789-1802,0.69319,0.30681,211,121,
collier,1710-1720,1780-1789,0.693104,0.306896,87,471,
prophete,1740-1750,1760-1770,0.693057,0.306943,144,92,
sauva,1700-1710,1760-1770,0.692297,0.307703,74,135,
songea,1710-1720,1750-1760,0.692119,0.307881,122,219,
sentant,1720-1730,1760-1770,0.691983,0.308017,126,347,
pasteur,1750-1760,1770-1780,0.691848,0.308152,200,475,
eues,1710-1720,1789-1802,0.691795,0.308205,101,315,
aîles,1720-1730,1780-1789,0.691353,0.308647,506,596,
détaché,1710-1720,1750-1760,0.690545,0.309455,73,174,
foit,1700-1710,1789-1802,0.689518,0.310482,226,387,
infinies,1730-1740,1740-1750,0.689413,0.310587,165,179,
languir,1700-1710,1710-1720,0.688972,0.311028,104,102,
privilege,1740-1750,1789-1802,0.68897,0.31103,536,502,
l'engager,1720-1730,1750-1760,0.688448,0.311552,135,370,
croître,1760-1770,1780-1789,0.688142,0.311858,791,845,
pêcheurs,1720-1730,1760-1770,0.687459,0.312541,61,2176,
c'cst,1700-1710,1710-1720,0.687335,0.312665,138,109,
guérison,1710-1720,1760-1770,0.687192,0.312808,109,261,
imité,1730-1740,1789-1802,0.687171,0.312829,301,457,
m'oblige,1700-1710,1710-1720,0.687092,0.312908,64,61,
commandemens,1710-1720,1750-1760,0.686967,0.313033,194,243,
s'exprime,1700-1710,1710-1720,0.686859,0.313141,54,92,
l'or,1700-1710,1720-1730,0.686403,0.313597,844,1275,
contenté,1710-1720,1740-1750,0.686098,0.313902,115,178,
resentes,1780-1789,1789-1802,0.685805,0.314195,50,52,
l'artillerie,1710-1720,1720-1730,0.685552,0.314448,116,250,
icelui,1750-1760,1789-1802,0.68523,0.31477,504,113,
rouler,1730-1740,1760-1770,0.685071,0.314929,157,388,
brutal,1720-1730,1770-1780,0.684973,0.315027,72,195,
confesseur,1740-1750,1770-1780,0.684788,0.315212,113,288,
précipitation,1750-1760,1789-1802,0.683997,0.316003,419,633,
écoit,1710-1720,1720-1730,0.683926,0.316074,68,124,
magnifiquement,1710-1720,1750-1760,0.683565,0.316435,88,75,
parente,1720-1730,1789-1802,0.683416,0.316584,79,326,
refaits,1770-1780,1789-1802,0.68266,0.31734,101,71,
m'étonne,1700-1710,1720-1730,0.682235,0.317765,102,155,
passons,1750-1760,1760-1770,0.682038,0.317962,261,353,
chretiens,1760-1770,1789-1802,0.681759,0.318241,53,52,
remontrance,1700-1710,1789-1802,0.681743,0.318257,99,99,
conviendra,1720-1730,1750-1760,0.681483,0.318517,203,339,
délais,1750-1760,1789-1802,0.681415,0.318585,225,716,
ordon,1780-1789,1789-1802,0.681149,0.318851,617,429,
égaler,1720-1730,1780-1789,0.680845,0.319155,83,382,
d'or,1740-1750,1760-1770,0.68074,0.31926,6711,11958,
pcre,1710-1720,1730-1740,0.680554,0.319446,55,105,
rendait,1730-1740,1789-1802,0.6804,0.3196,99,589,
lazare,1730-1740,1750-1760,0.679805,0.320195,139,146,
derrière,1730-1740,1780-1789,0.679729,0.320271,552,2050,
feize,1700-1710,1710-1720,0.67922,0.32078,51,52,
reins,1730-1740,1740-1750,0.678817,0.321183,170,481,
recherché,1720-1730,1789-1802,0.677843,0.322157,86,383,
l'arrivée,1720-1730,1740-1750,0.677573,0.322427,257,1276,
logé,1730-1740,1789-1802,0.6774,0.3226,200,381,
d'ordinaire,1720-1730,1789-1802,0.677059,0.322941,391,291,
consens,1770-1780,1780-1789,0.676835,0.323165,293,401,
avoué,1700-1710,1720-1730,0.676816,0.323184,61,84,
communion,1780-1789,1789-1802,0.676745,0.323255,697,534,
serments,1710-1720,1750-1760,0.676265,0.323735,63,98,
archers,1720-1730,1789-1802,0.675932,0.324068,606,226,
cultivé,1750-1760,1770-1780,0.67583,0.32417,504,1014,
m'est,1750-1760,1789-1802,0.675805,0.324195,1398,2123,
brisé,1770-1780,1789-1802,0.675393,0.324607,479,653,
tournent,1700-1710,1780-1789,0.674276,0.325724,99,472,
excessive,1730-1740,1760-1770,0.673992,0.326008,141,393,
l'épée,1710-1720,1740-1750,0.673625,0.326375,270,570,
omettre,1710-1720,1789-1802,0.673523,0.326477,80,252,
choqué,1750-1760,1760-1770,0.673376,0.326624,112,169,
l'infante,1700-1710,1760-1770,0.673314,0.326686,179,67,
mécontent,1730-1740,1760-1770,0.673133,0.326867,181,235,
works,1730-1740,1789-1802,0.672778,0.327222,262,220,
c'er,1700-1710,1750-1760,0.672761,0.327239,65,120,
dérobé,1700-1710,1760-1770,0.672651,0.327349,59,186,
communiqué,1700-1710,1720-1730,0.672109,0.327891,96,185,
sacremens,1710-1720,1770-1780,0.671229,0.328771,104,145,
implacable,1750-1760,1789-1802,0.671147,0.328853,181,319,
confirma,1710-1720,1789-1802,0.671137,0.328863,178,303,
l'honneur,1730-1740,1760-1770,0.671115,0.328885,3062,5192,
tontes,1720-1730,1760-1770,0.669785,0.330215,86,138,
s'appelle,1720-1730,1750-1760,0.669673,0.330327,385,930,
négligé,1700-1710,1710-1720,0.668802,0.331198,114,130,
l'étonnement,1700-1710,1720-1730,0.668278,0.331722,57,69,
cadets,1740-1750,1789-1802,0.667979,0.332021,61,295,
trouvois,1700-1710,1710-1720,0.667728,0.332272,78,53,
tommes,1700-1710,1710-1720,0.66759,0.33241,101,119,
septieme,1720-1730,1750-1760,0.667461,0.332539,55,238,
rudes,1770-1780,1789-1802,0.66713,0.33287,510,269,
s'avisa,1720-1730,1760-1770,0.667083,0.332917,90,91,
cerveau,1710-1720,1770-1780,0.666863,0.333137,195,1384,
jouent,1710-1720,1770-1780,0.666563,0.333437,83,380,
chats,1710-1720,1720-1730,0.666382,0.333618,94,381,
inventé,1750-1760,1760-1770,0.665967,0.334033,369,528,
piqué,1720-1730,1750-1760,0.665849,0.334151,105,366,
chanoine,1710-1720,1760-1770,0.665796,0.334204,577,389,
qu'au,1730-1740,1740-1750,0.665742,0.334258,3143,3782,
epouse,1730-1740,1760-1770,0.665381,0.334619,395,109,
gouvernail,1700-1710,1730-1740,0.66521,0.33479,209,106,
inconveniens,1770-1780,1789-1802,0.665146,0.334854,107,135,
edifices,1780-1789,1789-1802,0.664991,0.335009,116,51,
mangeant,1720-1730,1750-1760,0.664891,0.335109,77,65,
s'établir,1710-1720,1740-1750,0.664711,0.335289,151,425,
paie,1710-1720,1730-1740,0.664687,0.335313,110,207,
douté,1700-1710,1710-1720,0.664056,0.335944,83,100,
profita,1730-1740,1770-1780,0.663751,0.336249,248,424,
incomparable,1700-1710,1760-1770,0.663716,0.336284,103,147,
savois,1700-1710,1720-1730,0.663707,0.336293,83,136,
rafraîchir,1730-1740,1770-1780,0.663639,0.336361,87,263,
menoit,1720-1730,1789-1802,0.663147,0.336853,93,159,
visages,1760-1770,1789-1802,0.662722,0.337278,261,305,
pensons,1700-1710,1710-1720,0.662502,0.337498,51,51,
promenant,1720-1730,1730-1740,0.662156,0.337844,71,99,
vantent,1700-1710,1720-1730,0.66163,0.33837,59,57,
enfoncer,1710-1720,1740-1750,0.661335,0.338665,56,108,
apostolique,1740-1750,1750-1760,0.661249,0.338751,223,293,
d'envie,1720-1730,1780-1789,0.660748,0.339252,153,570,
fendre,1740-1750,1750-1760,0.660641,0.339359,256,220,
jolis,1710-1720,1720-1730,0.660461,0.339539,60,59,
connois,1700-1710,1750-1760,0.660361,0.339639,94,384,
iroit,1710-1720,1760-1770,0.660092,0.339908,132,331,
emporta,1710-1720,1760-1770,0.659962,0.340038,103,105,
desespoir,1740-1750,1780-1789,0.659844,0.340156,258,251,
contentez,1720-1730,1730-1740,0.659326,0.340674,69,86,
j'ose,1710-1720,1770-1780,0.65922,0.34078,324,1434,
recommencer,1700-1710,1730-1740,0.659089,0.340911,108,205,
marquent,1730-1740,1789-1802,0.65879,0.34121,351,260,
epoux,1710-1720,1789-1802,0.658318,0.341682,316,222,
requises,1710-1720,1770-1780,0.658058,0.341942,115,234,
détachement,1710-1720,1770-1780,0.656719,0.343281,65,390,
poursuivit,1730-1740,1780-1789,0.656574,0.343426,251,460,
valu,1700-1710,1730-1740,0.656474,0.343526,79,125,
s'avança,1710-1720,1780-1789,0.656358,0.343642,54,415,
souhaite,1720-1730,1789-1802,0.656098,0.343902,359,523,
fortoit,1710-1720,1720-1730,0.655963,0.344037,53,66,
sculpture,1710-1720,1780-1789,0.655924,0.344076,283,896,
cautions,1720-1730,1789-1802,0.655822,0.344178,124,350,
couroit,1710-1720,1740-1750,0.65564,0.34436,99,189,
j'espere,1710-1720,1720-1730,0.655384,0.344616,196,121,
qu'ai,1710-1720,1780-1789,0.65511,0.34489,92,492,
d'écrire,1700-1710,1710-1720,0.65454,0.34546,302,308,
orientaux,1710-1720,1730-1740,0.654219,0.345781,96,97,
d'ouvrir,1700-1710,1720-1730,0.654103,0.345897,109,140,
spirituelles,1730-1740,1760-1770,0.653961,0.346039,50,132,
représenta,1700-1710,1750-1760,0.65393,0.34607,136,204,
restait,1770-1780,1789-1802,0.65355,0.34645,243,573,
sacrement,1730-1740,1780-1789,0.653052,0.346948,250,351,
muses,1710-1720,1780-1789,0.652825,0.347175,75,477,
s'attendre,1710-1720,1760-1770,0.652653,0.347347,102,420,
d'espagne,1710-1720,1720-1730,0.652142,0.347858,3111,1882,
pilote,1760-1770,1780-1789,0.65196,0.34804,497,683,
demeurai,1760-1770,1789-1802,0.651653,0.348347,61,59,
huissiers,1710-1720,1780-1789,0.651195,0.348805,287,260,
l'espace,1700-1710,1789-1802,0.650941,0.349059,291,1728,
frappa,1730-1740,1740-1750,0.650693,0.349307,218,173,
poules,1730-1740,1789-1802,0.650517,0.349483,210,351,
maltraité,1730-1740,1770-1780,0.649981,0.350019,165,233,
regardons,1710-1720,1770-1780,0.649547,0.350453,73,331,
exigé,1700-1710,1720-1730,0.649227,0.350773,60,61,
certificats,1700-1710,1789-1802,0.649062,0.350938,58,973,
priere,1710-1720,1760-1770,0.648954,0.351046,481,542,
répondoit,1720-1730,1740-1750,0.648777,0.351223,111,357,
proposoit,1710-1720,1720-1730,0.648542,0.351458,74,151,
ignoré,1710-1720,1730-1740,0.648367,0.351633,109,250,
expliquez,1700-1710,1720-1730,0.647415,0.352585,88,118,
meres,1730-1740,1750-1760,0.647334,0.352666,285,462,
recevez,1760-1770,1789-1802,0.647101,0.352899,240,408,
pourpre,1710-1720,1720-1730,0.6469,0.3531,360,333,
souhaité,1710-1720,1740-1750,0.646843,0.353157,119,336,
contraignit,1700-1710,1750-1760,0.646254,0.353746,68,102,
corsaires,1710-1720,1750-1760,0.645204,0.354796,50,149,
copier,1730-1740,1750-1760,0.645181,0.354819,123,334,
l'avocat,1710-1720,1750-1760,0.645001,0.354999,108,275,
oppositions,1710-1720,1780-1789,0.644759,0.355241,634,511,
offensé,1720-1730,1780-1789,0.64418,0.35582,83,225,
retournant,1750-1760,1770-1780,0.644117,0.355883,150,316,
traitoit,1720-1730,1740-1750,0.644068,0.355932,107,247,
c'els,1710-1720,1730-1740,0.643929,0.356071,86,58,
immortels,1730-1740,1789-1802,0.643673,0.356327,399,383,
poursuivi,1700-1710,1740-1750,0.643506,0.356494,111,208,
lisent,1710-1720,1740-1750,0.643321,0.356679,162,121,
consulat,1730-1740,1789-1802,0.643132,0.356868,167,387,
suive,1700-1710,1780-1789,0.643047,0.356953,60,272,
nourrice,1720-1730,1750-1760,0.642103,0.357897,95,236,
