word,period1,period2,cosine_distance,cosine_similarity,occ1,occ2,degree
doutant,1710-1720,1780-1789,0.507383,0.492617,76,289,
decembre,1770-1780,1789-1802,0.507012,0.492988,395,398,
tiendroit,1700-1710,1760-1770,0.506926,0.493074,51,240,
doutoit,1700-1710,1720-1730,0.50628,0.49372,101,88,
edits,1710-1720,1760-1770,0.506084,0.493916,1292,1038,
sçauroit,1740-1750,1789-1802,0.50471,0.49529,379,80,
demoiselles,1720-1730,1740-1750,0.504305,0.495695,50,160,
j'irai,1720-1730,1780-1789,0.503668,0.496332,82,573,
ongles,1710-1720,1780-1789,0.503451,0.496549,113,374,
renvoya,1750-1760,1760-1770,0.503343,0.496657,210,263,
neveux,1710-1720,1760-1770,0.503096,0.496904,170,264,
inconvenient,1770-1780,1780-1789,0.502953,0.497047,91,196,
manquoient,1700-1710,1789-1802,0.502792,0.497208,71,236,
conciles,1720-1730,1750-1760,0.502672,0.497328,306,436,
devinrent,1750-1760,1780-1789,0.502061,0.497939,525,944,
l'edit,1750-1760,1789-1802,0.501191,0.498809,861,459,
m'ait,1710-1720,1780-1789,0.500818,0.499182,99,381,
d'envoyer,1700-1710,1770-1780,0.500664,0.499336,257,919,
reviennent,1760-1770,1789-1802,0.500595,0.499405,561,486,
faille,1710-1720,1740-1750,0.500235,0.499765,212,217,
n'ose,1730-1740,1740-1750,0.500133,0.499867,352,409,
croyait,1760-1770,1770-1780,0.500019,0.499981,348,439,
meurent,1710-1720,1770-1780,0.499496,0.500504,167,700,
pouroit,1770-1780,1780-1789,0.499452,0.500548,186,122,
lignifie,1700-1710,1789-1802,0.499353,0.500647,109,78,
environnée,1770-1780,1789-1802,0.498497,0.501503,372,346,
m'ont,1710-1720,1770-1780,0.498353,0.501647,596,2641,
sortirent,1750-1760,1770-1780,0.498155,0.501845,149,264,
détermina,1750-1760,1780-1789,0.496812,0.503188,336,617,
voyait,1740-1750,1750-1760,0.496029,0.503971,108,205,
abfence,1700-1710,1789-1802,0.495483,0.504517,70,289,
fâchée,1720-1730,1760-1770,0.49545,0.50455,71,318,
osez,1710-1720,1760-1770,0.494418,0.505582,92,234,
l'ordonnance,1720-1730,1789-1802,0.493767,0.506233,755,1368,
portons,1730-1740,1750-1760,0.493723,0.506277,91,174,
entendoit,1710-1720,1760-1770,0.492533,0.507467,123,229,
supplie,1710-1720,1750-1760,0.492328,0.507672,177,355,
l'arbre,1710-1720,1780-1789,0.491701,0.508299,299,1987,
croie,1700-1710,1740-1750,0.491628,0.508372,51,126,
batimens,1700-1710,1750-1760,0.491566,0.508434,62,103,
fauroient,1760-1770,1789-1802,0.491227,0.508773,149,110,
laissera,1700-1710,1740-1750,0.491126,0.508874,111,128,
plairoit,1710-1720,1730-1740,0.49082,0.50918,152,180,
conservée,1700-1710,1720-1730,0.490531,0.509469,73,125,
pensa,1730-1740,1789-1802,0.489823,0.510177,297,528,
tuent,1760-1770,1789-1802,0.489611,0.510389,227,225,
ecriture,1730-1740,1789-1802,0.488823,0.511177,134,122,
saisions,1730-1740,1789-1802,0.488822,0.511178,64,148,
employent,1700-1710,1710-1720,0.488027,0.511973,54,195,
d'aucune,1710-1720,1720-1730,0.486777,0.513223,371,470,
c'eit,1710-1720,1720-1730,0.486044,0.513956,328,311,
recevons,1720-1730,1770-1780,0.48569,0.51431,90,159,
diametre,1760-1770,1789-1802,0.485304,0.514696,1807,89,
entouré,1700-1710,1710-1720,0.483306,0.516694,51,76,
prendrai,1720-1730,1730-1740,0.48218,0.51782,98,138,
chariots,1710-1720,1789-1802,0.481298,0.518702,175,410,
affis,1740-1750,1760-1770,0.481206,0.518794,151,272,
soyons,1760-1770,1770-1780,0.48066,0.51934,364,497,
cerf,1710-1720,1720-1730,0.480604,0.519396,595,191,
repartit,1720-1730,1750-1760,0.480594,0.519406,97,263,
sixieme,1720-1730,1750-1760,0.48054,0.51946,102,361,
croyais,1700-1710,1789-1802,0.480016,0.519984,64,636,
aifé,1700-1710,1740-1750,0.479614,0.520386,134,559,
effroyable,1710-1720,1720-1730,0.479434,0.520566,88,70,
n'avoir,1710-1720,1780-1789,0.479247,0.520753,1070,5559,
allerent,1710-1720,1789-1802,0.479224,0.520776,79,120,
mandé,1720-1730,1750-1760,0.478768,0.521232,252,306,
commençoit,1700-1710,1710-1720,0.478767,0.521233,194,131,
d'iceux,1710-1720,1730-1740,0.478485,0.521515,845,472,
revinrent,1730-1740,1740-1750,0.478256,0.521744,252,322,
l'armée,1710-1720,1730-1740,0.477468,0.522532,1172,5391,
n'cst,1710-1720,1740-1750,0.476794,0.523206,54,401,
prendrez,1730-1740,1789-1802,0.476306,0.523694,110,170,
dirons,1780-1789,1789-1802,0.475645,0.524355,927,533,
retirerent,1730-1740,1789-1802,0.47555,0.52445,200,101,
contentent,1720-1730,1760-1770,0.474949,0.525051,134,305,
c'était,1700-1710,1750-1760,0.47226,0.52774,978,1202,
empêchent,1700-1710,1770-1780,0.472241,0.527759,123,612,
n'etoit,1700-1710,1720-1730,0.471667,0.528333,69,217,
xxviii,1700-1710,1710-1720,0.471468,0.528532,121,162,
contrôleur,1740-1750,1789-1802,0.471257,0.528743,234,1258,
nest,1700-1710,1710-1720,0.471233,0.528767,147,54,
search,1770-1780,1789-1802,0.469304,0.530696,436,76,
prens,1700-1710,1710-1720,0.468497,0.531503,283,468,
l'aurois,1700-1710,1710-1720,0.467686,0.532314,63,53,
amants,1710-1720,1740-1750,0.467253,0.532747,136,176,
jesus,1700-1710,1740-1750,0.466965,0.533035,1154,497,
l'avaient,1720-1730,1740-1750,0.466693,0.533307,76,53,
puise,1720-1730,1730-1740,0.466455,0.533545,132,153,
nommoit,1740-1750,1789-1802,0.465973,0.534027,891,394,
rentra,1710-1720,1720-1730,0.464802,0.535198,72,111,
voulais,1740-1750,1760-1770,0.463954,0.536046,86,148,
d'icelle,1720-1730,1789-1802,0.46373,0.53627,1375,176,
devront,1710-1720,1740-1750,0.463524,0.536476,152,137,
magnifiques,1740-1750,1770-1780,0.4631,0.5369,420,782,
j'aurai,1710-1720,1780-1789,0.462694,0.537306,431,1758,
foyons,1720-1730,1770-1780,0.4626,0.5374,109,221,
mettrez,1720-1730,1740-1750,0.461458,0.538542,100,71,
s'étoient,1730-1740,1760-1770,0.4608,0.5392,2484,1561,
auxdites,1700-1710,1720-1730,0.460236,0.539764,70,121,
m'être,1700-1710,1710-1720,0.460176,0.539824,134,127,
tuilée,1700-1710,1730-1740,0.45991,0.54009,76,84,
voudrait,1740-1750,1750-1760,0.459443,0.540557,85,156,
couté,1700-1710,1720-1730,0.459119,0.540881,54,95,
prétendoit,1700-1710,1720-1730,0.458579,0.541421,160,322,
temns,1700-1710,1730-1740,0.458565,0.541435,99,138,
chauffer,1710-1720,1740-1750,0.457831,0.542169,125,148,
l'ait,1760-1770,1789-1802,0.456977,0.543023,547,667,
contenta,1710-1720,1770-1780,0.456213,0.543787,193,654,
vaudroit,1710-1720,1760-1770,0.456197,0.543803,167,933,
n'étois,1710-1720,1760-1770,0.456065,0.543935,78,401,
c'efi,1720-1730,1730-1740,0.455983,0.544017,323,498,
diane,1710-1720,1780-1789,0.454783,0.545217,366,1471,
n'eus,1710-1720,1750-1760,0.454667,0.545333,131,207,
devrait,1710-1720,1720-1730,0.454469,0.545531,64,54,
hyver,1700-1710,1710-1720,0.454221,0.545779,90,297,
consenti,1710-1720,1740-1750,0.453276,0.546724,124,319,
j'eusse,1720-1730,1750-1760,0.453273,0.546727,145,449,
faudrait,1720-1730,1750-1760,0.45267,0.54733,108,226,
l'étoit,1730-1740,1740-1750,0.452636,0.547364,512,475,
faisaient,1730-1740,1740-1750,0.452222,0.547778,160,101,
servirent,1700-1710,1730-1740,0.451829,0.548171,107,214,
differentes,1710-1720,1789-1802,0.451617,0.548383,1237,493,
prétendez,1730-1740,1740-1750,0.450886,0.549114,156,151,
manqueroit,1710-1720,1740-1750,0.450551,0.549449,111,252,
pouvaient,1730-1740,1740-1750,0.449969,0.550031,160,110,
saurait,1740-1750,1760-1770,0.449648,0.550352,103,374,
boivent,1760-1770,1780-1789,0.449501,0.550499,160,434,
barons,1730-1740,1740-1750,0.449318,0.550682,171,248,
enim,1740-1750,1770-1780,0.448612,0.551388,2100,2700,
sauroient,1710-1720,1720-1730,0.447695,0.552305,65,80,
parloient,1720-1730,1740-1750,0.447336,0.552664,114,200,
d'icelui,1720-1730,1730-1740,0.445703,0.554297,240,200,
pouvais,1750-1760,1760-1770,0.444586,0.555414,77,186,
duré,1730-1740,1770-1780,0.444477,0.555523,311,645,
n'ayez,1710-1720,1760-1770,0.443852,0.556148,88,260,
agneaux,1720-1730,1780-1789,0.443836,0.556164,63,672,
fîmes,1740-1750,1789-1802,0.443502,0.556498,285,314,
prît,1710-1720,1720-1730,0.442981,0.557019,115,107,
s'agissoit,1710-1720,1789-1802,0.44279,0.55721,137,508,
l'ayant,1710-1720,1760-1770,0.442663,0.557337,389,798,
allèrent,1720-1730,1740-1750,0.441779,0.558221,140,101,
souffrent,1710-1720,1760-1770,0.439704,0.560296,190,547,
apportent,1760-1770,1789-1802,0.439576,0.560424,456,369,
l'avoine,1730-1740,1740-1750,0.43932,0.56068,83,81,
connaissez,1730-1740,1760-1770,0.439235,0.560765,171,262,
avés,1710-1720,1730-1740,0.438851,0.561149,63,272,
n'es,1700-1710,1780-1789,0.438815,0.561185,95,731,
prétendoient,1740-1750,1750-1760,0.438463,0.561537,251,231,
sentoit,1710-1720,1730-1740,0.434723,0.565277,119,371,
compatriotes,1710-1720,1780-1789,0.433744,0.566256,137,1247,
prendront,1700-1710,1710-1720,0.43191,0.56809,146,253,
n'eurent,1730-1740,1760-1770,0.430856,0.569144,275,405,
païs,1780-1789,1789-1802,0.430663,0.569337,250,165,
l'ai,1700-1710,1710-1720,0.430282,0.569718,1292,1605,
j'aurois,1710-1720,1720-1730,0.429643,0.570357,457,522,
contribuent,1710-1720,1720-1730,0.42889,0.57111,160,111,
c'cft,1730-1740,1770-1780,0.42889,0.57111,370,1756,
voulaient,1740-1750,1780-1789,0.428594,0.571406,50,242,
vendeur,1740-1750,1780-1789,0.428425,0.571575,384,891,
l'infanterie,1710-1720,1720-1730,0.428045,0.571955,64,587,
xxvii,1700-1710,1730-1740,0.426398,0.573602,127,425,
charmée,1710-1720,1720-1730,0.425507,0.574493,69,54,
s'est,1710-1720,1720-1730,0.424975,0.575025,3010,3318,
figues,1740-1750,1760-1770,0.421544,0.578456,166,228,
n'el,1700-1710,1720-1730,0.420396,0.579604,97,119,
vendredi,1710-1720,1780-1789,0.420199,0.579801,307,1249,
minerve,1700-1710,1760-1770,0.419676,0.580324,144,583,
fumes,1710-1720,1789-1802,0.419636,0.580364,172,300,
s'être,1710-1720,1780-1789,0.41895,0.58105,503,2586,
furent,1720-1730,1730-1740,0.417779,0.582221,6091,9946,
pourrais,1700-1710,1750-1760,0.417269,0.582731,89,134,
c'el,1730-1740,1750-1760,0.417118,0.582882,262,340,
souhaits,1740-1750,1750-1760,0.41663,0.58337,149,246,
allions,1710-1720,1730-1740,0.41621,0.58379,83,153,
favent,1720-1730,1789-1802,0.415408,0.584592,100,447,
n'auront,1710-1720,1770-1780,0.41477,0.58523,346,1028,
s'imaginent,1750-1760,1789-1802,0.413636,0.586364,178,134,
m'étoit,1710-1720,1720-1730,0.4131,0.5869,55,87,
trouverent,1730-1740,1740-1750,0.407787,0.592213,667,1659,
n'avais,1740-1750,1750-1760,0.407617,0.592383,81,71,
eûmes,1710-1720,1740-1750,0.404713,0.595287,103,265,
n'efl,1710-1720,1720-1730,0.404525,0.595475,104,177,
iont,1700-1710,1789-1802,0.404002,0.595998,265,533,
êtrc,1710-1720,1740-1750,0.403908,0.596092,74,76,
priai,1700-1710,1789-1802,0.403094,0.596906,85,327,
fimes,1700-1710,1710-1720,0.40265,0.59735,56,234,
jugeoit,1700-1710,1789-1802,0.402438,0.597562,88,335,
mardi,1730-1740,1780-1789,0.398646,0.601354,136,1592,
poires,1730-1740,1789-1802,0.398206,0.601794,88,191,
puifle,1740-1750,1750-1760,0.397403,0.602597,203,162,
cinquieme,1700-1710,1720-1730,0.395924,0.604076,109,182,
siécle,1700-1710,1750-1760,0.395465,0.604535,224,2699,
n'avez,1700-1710,1720-1730,0.395285,0.604715,688,518,
kress,1730-1740,1789-1802,0.3935,0.6065,105,2184,
puissiez,1730-1740,1740-1750,0.392387,0.607613,229,233,
n'ell,1720-1730,1730-1740,0.391635,0.608365,93,115,
tcms,1700-1710,1730-1740,0.389273,0.610727,281,307,
trouveroient,1710-1720,1720-1730,0.389144,0.610856,191,212,
n'étant,1740-1750,1789-1802,0.38351,0.61649,1316,2202,
junon,1710-1720,1789-1802,0.382954,0.617046,804,192,
laissoient,1700-1710,1770-1780,0.381279,0.618721,81,451,
vouliez,1720-1730,1750-1760,0.38112,0.61888,101,232,
rives,1720-1730,1789-1802,0.380071,0.619929,135,701,
greffiers,1740-1750,1750-1760,0.379592,0.620408,176,339,
n'avaient,1740-1750,1750-1760,0.379498,0.620502,118,325,
puisent,1750-1760,1789-1802,0.378576,0.621424,152,180,
feriez,1710-1720,1789-1802,0.377895,0.622105,201,556,
voudriez,1710-1720,1770-1780,0.377229,0.622771,127,513,
s'étaient,1730-1740,1740-1750,0.376564,0.623436,80,62,
m'avoit,1710-1720,1720-1730,0.37531,0.62469,219,423,
n'efi,1710-1720,1720-1730,0.373728,0.626272,122,129,
j'étais,1740-1750,1760-1770,0.372031,0.627969,297,481,
j'avais,1750-1760,1760-1770,0.369786,0.630214,333,658,
j'aurais,1720-1730,1750-1760,0.367658,0.632342,189,195,
jeudi,1760-1770,1789-1802,0.365421,0.634579,990,889,
pourvoient,1700-1710,1720-1730,0.364156,0.635844,50,88,
n'eut,1710-1720,1740-1750,0.363981,0.636019,779,1800,
prenoient,1710-1720,1730-1740,0.363323,0.636677,257,470,
seraient,1710-1720,1730-1740,0.362568,0.637432,359,159,
n'ayant,1700-1710,1730-1740,0.360108,0.639892,866,1771,
devriez,1700-1710,1730-1740,0.359614,0.640386,52,92,
devaient,1720-1730,1730-1740,0.355437,0.644563,65,86,
n'cft,1710-1720,1740-1750,0.3525,0.6475,237,171,
suissent,1700-1710,1750-1760,0.351817,0.648183,90,221,
deviez,1710-1720,1750-1760,0.351678,0.648322,96,185,
fissent,1710-1720,1740-1750,0.351126,0.648874,123,172,
pouviez,1700-1710,1720-1730,0.350956,0.649044,89,71,
voulions,1730-1740,1750-1760,0.348821,0.651179,93,129,
seigle,1720-1730,1780-1789,0.345416,0.654584,96,1020,
eussiez,1720-1730,1740-1750,0.345409,0.654591,54,116,
t'ai,1720-1730,1730-1740,0.341272,0.658728,146,315,
êrre,1710-1720,1730-1740,0.33964,0.66036,79,117,
devions,1760-1770,1780-1789,0.338712,0.661288,194,394,
l'auroit,1700-1710,1780-1789,0.338122,0.661878,173,926,
l'avait,1740-1750,1770-1780,0.336135,0.663865,150,841,
l'avoient,1710-1720,1740-1750,0.334585,0.665415,314,1095,
n'aurois,1700-1710,1720-1730,0.330967,0.669033,134,167,
vîmes,1730-1740,1740-1750,0.329393,0.670607,98,443,
m'avait,1740-1750,1760-1770,0.329301,0.670699,118,181,
l'eût,1710-1720,1720-1730,0.327646,0.672354,216,333,
n'auroit,1700-1710,1720-1730,0.321636,0.678364,685,1081,
m'eût,1720-1730,1730-1740,0.319232,0.680768,76,231,
d'octobre,1730-1740,1770-1780,0.318626,0.681374,431,532,
n'aurait,1720-1730,1740-1750,0.316642,0.683358,111,105,
pourraient,1710-1720,1720-1730,0.310469,0.689531,170,99,
serions,1740-1750,1770-1780,0.302817,0.697183,120,240,
goldsmithsâ,1700-1710,1789-1802,0.302288,0.697712,68,1681,
d'août,1730-1740,1780-1789,0.30088,0.69912,1006,1197,
pourrons,1700-1710,1789-1802,0.299927,0.700073,139,523,
m'avoir,1710-1720,1720-1730,0.297098,0.702902,254,224,
n'aient,1700-1710,1710-1720,0.285856,0.714144,99,74,
n'eit,1710-1720,1720-1730,0.285341,0.714659,164,153,
google,1780-1789,1789-1802,0.283444,0.716556,1214,113,
n'étaient,1710-1720,1760-1770,0.262304,0.737696,305,482,
n'eût,1710-1720,1720-1730,0.261829,0.738171,745,939,
n'avois,1700-1710,1720-1730,0.258503,0.741497,311,412,
n'ayent,1760-1770,1780-1789,0.256469,0.743531,566,340,
s'était,1740-1750,1760-1770,0.242791,0.757209,209,587,
literature,1740-1750,1789-1802,0.240469,0.759531,114,1693,
n'auroient,1720-1730,1730-1740,0.240174,0.759826,413,648,
n'et,1710-1720,1740-1750,0.240133,0.759867,236,581,
avaient,1720-1730,1740-1750,0.224255,0.775745,652,537,
n'eussent,1700-1710,1740-1750,0.215906,0.784094,108,318,
