word,period1,period2,cosine_distance,cosine_similarity,occ1,occ2,degree,cosine_distance_camembert,cosine_similarity_camembert,cosine_distance_dalembert,cosine_similarity_dalembert
traitent,1720-1730,1750-1760,0.490717,0.509283,187,389,,0.012088,0.987912,,
repartit,1720-1730,1789-1802,0.490674,0.509326,97,236,,,,,
boisson,1700-1710,1770-1780,0.490567,0.509433,79,457,,,,,
manqueront,1720-1730,1730-1740,0.490246,0.509754,70,66,,,,,
search,1770-1780,1789-1802,0.489587,0.510413,436,76,,,,,
j'allois,1700-1710,1710-1720,0.489499,0.510501,73,69,,,,,
tarda,1750-1760,1789-1802,0.489439,0.510561,287,666,,0.034619,0.965381,,
vécut,1720-1730,1780-1789,0.489284,0.510716,140,674,,,,,
m'auroit,1700-1710,1710-1720,0.489236,0.510764,53,68,,,,,
meurent,1770-1780,1780-1789,0.489186,0.510814,700,600,,,,,
demandée,1740-1750,1760-1770,0.489023,0.510977,179,313,,,,,
decembre,1720-1730,1789-1802,0.488884,0.511116,1024,398,,,,,
t'es,1740-1750,1789-1802,0.488605,0.511395,100,226,,,,,
retirent,1780-1789,1789-1802,0.488423,0.511577,808,524,,0.015365,0.984635,,
foyez,1710-1720,1720-1730,0.488095,0.511905,212,161,,,,,
commencée,1700-1710,1730-1740,0.487997,0.512003,75,179,,0.017074,0.982926,,
serviront,1700-1710,1730-1740,0.48775,0.51225,93,146,,0.018069,0.981931,,
saurais,1740-1750,1750-1760,0.487133,0.512867,62,79,,,,,
déclarons,1710-1720,1789-1802,0.48712,0.51288,272,160,,0.049492,0.950508,,
batimens,1720-1730,1750-1760,0.486899,0.513101,192,103,,0.035591,0.964409,,
épouvantable,1720-1730,1750-1760,0.486896,0.513104,93,110,,,,,
l'aura,1720-1730,1760-1770,0.486648,0.513352,105,235,,,,,
crût,1720-1730,1789-1802,0.486628,0.513372,91,184,,,,,
nest,1700-1710,1710-1720,0.48634,0.51366,147,54,,,,,
allèrent,1720-1730,1740-1750,0.486218,0.513782,140,101,,,,,
rapportées,1700-1710,1760-1770,0.4862,0.5138,73,473,,0.031898,0.968102,,
théologiens,1710-1720,1720-1730,0.486087,0.513913,196,172,,,,,
habillement,1730-1740,1760-1770,0.485233,0.514767,115,217,,,,,
doutant,1770-1780,1780-1789,0.485047,0.514953,204,289,,,,,
intendans,1740-1750,1789-1802,0.484766,0.515234,229,496,,0.015301,0.984699,,
idoles,1720-1730,1780-1789,0.484626,0.515374,301,247,,,,,
croie,1700-1710,1710-1720,0.48462,0.51538,51,60,,0.020471,0.979529,,
manda,1700-1710,1740-1750,0.484197,0.515803,145,519,,,,,
mères,1730-1740,1740-1750,0.484092,0.515908,135,99,,0.012394,0.987606,,
environnée,1770-1780,1789-1802,0.483466,0.516534,372,346,,0.018371,0.981629,,
perfections,1720-1730,1789-1802,0.483002,0.516998,98,232,,,,,
ayeul,1760-1770,1770-1780,0.482555,0.517445,144,330,,,,,
pouroit,1770-1780,1789-1802,0.482179,0.517821,186,127,,,,,
fâchée,1700-1710,1720-1730,0.481756,0.518244,66,71,,0.032717,0.967283,,
assise,1720-1730,1770-1780,0.481344,0.518656,86,268,,0.018536,0.981464,,
d'envoyer,1700-1710,1710-1720,0.48086,0.51914,257,356,,,,,
n'osent,1720-1730,1770-1780,0.480007,0.519993,55,252,,,,,
laisseroit,1710-1720,1730-1740,0.479773,0.520227,74,166,,0.034599,0.965401,,
l'armée,1710-1720,1740-1750,0.479702,0.520298,1172,2290,,,,,
semblé,1740-1750,1770-1780,0.478979,0.521021,170,311,,0.01611,0.98389,,
laissée,1710-1720,1720-1730,0.478751,0.521249,130,78,,0.009861,0.990139,,
achetées,1710-1720,1730-1740,0.478467,0.521533,98,127,,,,,
laissai,1700-1710,1760-1770,0.478408,0.521592,69,143,,0.039448,0.960552,,
vulcain,1710-1720,1770-1780,0.478114,0.521886,312,392,,,,,
m'ont,1710-1720,1720-1730,0.477705,0.522295,596,682,,,,,
sçauroit,1710-1720,1789-1802,0.477539,0.522461,730,80,,,,,
douta,1700-1710,1710-1720,0.477212,0.522788,152,110,,,,,
n'être,1740-1750,1780-1789,0.47679,0.52321,1023,2705,,,,,
retint,1700-1710,1730-1740,0.476622,0.523378,100,252,,0.017214,0.982786,,
mandé,1700-1710,1710-1720,0.476262,0.523738,383,209,,,,,
contentent,1750-1760,1760-1770,0.475797,0.524203,204,305,,,,,
affis,1740-1750,1760-1770,0.475657,0.524343,151,272,,,,,
d'icelle,1720-1730,1789-1802,0.47538,0.52462,1375,176,,,,,
voyait,1740-1750,1750-1760,0.47521,0.52479,108,205,,,,,
l'arbre,1700-1710,1789-1802,0.475065,0.524935,612,1647,,,,,
j'aie,1710-1720,1720-1730,0.474679,0.525321,150,148,,,,,
paroissoient,1700-1710,1710-1720,0.474648,0.525352,139,112,,0.027771,0.972229,,
effroyable,1700-1710,1710-1720,0.474162,0.525838,92,88,,,,,
partirent,1700-1710,1710-1720,0.474065,0.525935,62,54,,0.021707,0.978293,,
descendit,1720-1730,1770-1780,0.473244,0.526756,107,317,,,,,
cerf,1710-1720,1720-1730,0.473008,0.526992,595,191,,,,,
rendis,1700-1710,1760-1770,0.472543,0.527457,74,208,,0.02428,0.97572,,
n'cst,1710-1720,1740-1750,0.472503,0.527497,54,401,,,,,
laissera,1720-1730,1760-1770,0.472077,0.527923,102,370,,,,,
manquoient,1710-1720,1760-1770,0.472009,0.527991,85,228,,0.024283,0.975717,,
conciles,1720-1730,1750-1760,0.471449,0.528551,306,436,,,,,
j'aimerois,1720-1730,1730-1740,0.470404,0.529596,59,125,,,,,
abfence,1740-1750,1789-1802,0.469934,0.530066,337,289,,,,,
ruisseaux,1760-1770,1780-1789,0.469607,0.530393,336,565,,0.027569,0.972431,,
prens,1720-1730,1789-1802,0.469528,0.530472,159,64,,,,,
l'ordonnance,1720-1730,1789-1802,0.469204,0.530796,755,1368,,,,,
aifé,1710-1720,1740-1750,0.469188,0.530812,147,559,,0.020849,0.979151,,
vînt,1710-1720,1750-1760,0.46836,0.53164,73,179,,0.045311,0.954689,,
chauffer,1740-1750,1750-1760,0.468191,0.531809,148,163,,,,,
chariots,1700-1710,1720-1730,0.466344,0.533656,108,322,,0.025292,0.974708,,
m'étant,1700-1710,1720-1730,0.465774,0.534226,104,79,,,,,
enim,1740-1750,1770-1780,0.46565,0.53435,2100,2700,,,,,
d'épaisseur,1750-1760,1770-1780,0.465183,0.534817,228,1061,,,,,
barque,1730-1740,1750-1760,0.464977,0.535023,318,241,,,,,
imaginez,1760-1770,1770-1780,0.464945,0.535055,226,270,,0.00777,0.99223,,
poussa,1710-1720,1789-1802,0.464884,0.535116,143,384,,,,,
d'icelui,1780-1789,1789-1802,0.464728,0.535272,286,107,,,,,
contrôleur,1700-1710,1789-1802,0.464705,0.535295,74,1258,,0.025279,0.974721,,
xxviii,1730-1740,1770-1780,0.464702,0.535298,369,537,,0.021978,0.978022,,
demeureront,1740-1750,1770-1780,0.463262,0.536738,246,245,,,,,
fevrier,1750-1760,1789-1802,0.463,0.537,285,362,,,,,
l'eglise,1720-1730,1730-1740,0.462905,0.537095,3524,3539,,,,,
j'irai,1720-1730,1780-1789,0.462792,0.537208,82,573,,,,,
conservée,1700-1710,1720-1730,0.462617,0.537383,73,125,,0.025208,0.974792,,
n'ose,1740-1750,1780-1789,0.46172,0.53828,409,1277,,,,,
tuilée,1700-1710,1789-1802,0.461713,0.538287,76,288,,0.01465,0.98535,,
portons,1770-1780,1780-1789,0.461455,0.538545,246,297,,0.014851,0.985149,,
parloient,1700-1710,1720-1730,0.460991,0.539009,105,114,,0.032356,0.967644,,
donnai,1700-1710,1760-1770,0.460896,0.539104,89,269,,,,,
renvoya,1710-1720,1750-1760,0.459184,0.540816,128,210,,,,,
iont,1700-1710,1789-1802,0.457819,0.542181,265,533,,,,,
hyver,1700-1710,1710-1720,0.45762,0.54238,90,297,,0.012019,0.987981,,
causoit,1720-1730,1730-1740,0.457555,0.542445,57,137,,,,,
furent,1710-1720,1720-1730,0.456922,0.543078,5256,6091,,,,,
demandait,1730-1740,1740-1750,0.456551,0.543449,95,58,,,,,
fauteuil,1770-1780,1780-1789,0.45568,0.54432,374,631,,,,,
c'efi,1720-1730,1730-1740,0.45471,0.54529,323,498,,,,,
vaudroit,1720-1730,1760-1770,0.454619,0.545381,128,933,,,,,
empêchent,1700-1710,1750-1760,0.454498,0.545502,123,297,,,,,
prendrez,1760-1770,1789-1802,0.453928,0.546072,281,170,,,,,
l'ayant,1700-1710,1710-1720,0.4533,0.5467,372,389,,,,,
plairoit,1710-1720,1770-1780,0.452667,0.547333,152,187,,,,,
l'edit,1750-1760,1789-1802,0.4525,0.5475,861,459,,,,,
boivent,1710-1720,1760-1770,0.451774,0.548226,115,160,,0.021891,0.978109,,
puise,1730-1740,1750-1760,0.451641,0.548359,153,216,,,,,
faisois,1700-1710,1710-1720,0.451507,0.548493,155,156,,,,,
jesus,1700-1710,1740-1750,0.450981,0.549019,1154,497,,,,,
neveux,1760-1770,1789-1802,0.450709,0.549291,264,504,,0.018611,0.981389,,
faille,1700-1710,1710-1720,0.449188,0.550812,183,212,,,,,
couté,1710-1720,1720-1730,0.448595,0.551405,55,95,,0.023471,0.976529,,
n'ait,1720-1730,1760-1770,0.447911,0.552089,996,2782,,,,,
auxdites,1700-1710,1720-1730,0.447907,0.552093,70,121,,0.046852,0.953148,,
recevons,1720-1730,1789-1802,0.447251,0.552749,90,186,,,,,
foyons,1710-1720,1720-1730,0.447187,0.552813,95,109,,,,,
marcha,1710-1720,1789-1802,0.447094,0.552906,128,490,,,,,
retirerent,1710-1720,1789-1802,0.446927,0.553073,65,101,,0.027231,0.972769,,
convenoit,1700-1710,1710-1720,0.446204,0.553796,138,140,,0.030966,0.969034,,
contenta,1740-1750,1770-1780,0.446101,0.553899,441,654,,,,,
n'aye,1720-1730,1770-1780,0.445893,0.554107,54,102,,,,,
prétendoit,1700-1710,1740-1750,0.445859,0.554141,160,479,,,,,
barons,1730-1740,1750-1760,0.445806,0.554194,171,319,,0.017737,0.982263,,
amants,1700-1710,1780-1789,0.445078,0.554922,148,340,,,,,
j'ose,1700-1710,1760-1770,0.444981,0.555019,180,1077,,,,,
mettrez,1720-1730,1730-1740,0.444961,0.555039,100,156,,,,,
temns,1700-1710,1730-1740,0.444606,0.555394,99,138,,0.018047,0.981953,,
reviennent,1700-1710,1780-1789,0.4438,0.5562,148,837,,0.021967,0.978033,,
differentes,1710-1720,1740-1750,0.443651,0.556349,1237,594,,,,,
m'étois,1710-1720,1720-1730,0.44315,0.55685,72,149,,,,,
revinrent,1700-1710,1710-1720,0.443019,0.556981,53,86,,0.024718,0.975282,,
allerent,1710-1720,1789-1802,0.441528,0.558472,79,120,,,,,
camarade,1720-1730,1750-1760,0.440833,0.559167,96,125,,,,,
minerve,1700-1710,1760-1770,0.440488,0.559512,144,583,,,,,
prendrai,1700-1710,1740-1750,0.439798,0.560202,101,151,,0.018964,0.981036,,
ongles,1750-1760,1789-1802,0.439741,0.560259,249,185,,0.022796,0.977204,,
trouvait,1740-1750,1750-1760,0.439369,0.560631,105,155,,,,,
prenait,1700-1710,1740-1750,0.439009,0.560991,101,70,,,,,
devrait,1710-1720,1740-1750,0.438995,0.561005,64,90,,0.019598,0.980402,,
païs,1720-1730,1789-1802,0.438726,0.561274,2935,165,,,,,
m'ayant,1710-1720,1750-1760,0.438441,0.561559,86,232,,,,,
jugeoit,1700-1710,1710-1720,0.438271,0.561729,88,98,,0.024724,0.975276,,
fauroient,1720-1730,1789-1802,0.438237,0.561763,89,110,,,,,
l'étoit,1710-1720,1789-1802,0.436231,0.563769,138,621,,,,,
n'es,1730-1740,1740-1750,0.435317,0.564683,153,174,,,,,
manqua,1730-1740,1750-1760,0.434853,0.565147,368,428,,,,,
prendront,1700-1710,1789-1802,0.434025,0.565975,146,467,,0.016214,0.983786,,
consenti,1710-1720,1760-1770,0.432245,0.567755,124,309,,,,,
prît,1710-1720,1720-1730,0.431135,0.568865,115,107,,,,,
c'cft,1770-1780,1780-1789,0.430814,0.569186,1756,866,,,,,
diane,1710-1720,1780-1789,0.429994,0.570006,366,1471,,,,,
c'eit,1720-1730,1730-1740,0.429889,0.570111,311,361,,,,,
n'el,1700-1710,1730-1740,0.429639,0.570361,97,91,,,,,
m'as,1720-1730,1750-1760,0.429409,0.570591,179,194,,,,,
donnait,1720-1730,1750-1760,0.429023,0.570977,153,269,,,,,
entendoit,1710-1720,1760-1770,0.429019,0.570981,123,229,,,,,
rentra,1710-1720,1720-1730,0.428893,0.571107,72,111,,0.017291,0.982709,,
contribuent,1710-1720,1720-1730,0.428842,0.571158,160,111,,0.018984,0.981016,,
paraissait,1700-1710,1750-1760,0.428477,0.571523,66,124,,0.015815,0.984185,,
apportent,1710-1720,1760-1770,0.427688,0.572312,188,456,,0.014569,0.985431,,
devinrent,1710-1720,1720-1730,0.427062,0.572938,150,186,,0.011464,0.988536,,
dirons,1770-1780,1780-1789,0.426929,0.573071,895,927,,,,,
entouré,1710-1720,1730-1740,0.426398,0.573602,76,281,,0.026873,0.973127,,
souhaitoit,1710-1720,1770-1780,0.426059,0.573941,73,182,,,,,
xxvii,1700-1710,1710-1720,0.425673,0.574327,127,184,,0.018712,0.981288,,
vendeur,1740-1750,1780-1789,0.425229,0.574771,384,891,,,,,
compatriotes,1740-1750,1789-1802,0.425083,0.574917,280,1207,,0.024981,0.975019,,
figues,1760-1770,1780-1789,0.425046,0.574954,228,393,,0.014826,0.985174,,
n'etoit,1700-1710,1740-1750,0.423971,0.576029,69,175,,,,,
aimait,1700-1710,1720-1730,0.423585,0.576415,124,93,,,,,
soyons,1740-1750,1789-1802,0.423319,0.576681,120,669,,,,,
siécle,1700-1710,1740-1750,0.422785,0.577215,224,1103,,0.061336,0.938664,,
duré,1700-1710,1789-1802,0.422519,0.577481,109,501,,0.030259,0.969741,,
ferma,1700-1710,1720-1730,0.422476,0.577524,69,72,,,,,
d'aucune,1700-1710,1740-1750,0.42188,0.57812,296,640,,,,,
l'aurois,1700-1710,1710-1720,0.42115,0.57885,63,53,,,,,
agneaux,1710-1720,1720-1730,0.420583,0.579417,411,63,,,,,
pensa,1710-1720,1730-1740,0.420193,0.579807,207,297,,,,,
voyent,1740-1750,1780-1789,0.420017,0.579983,438,708,,,,,
kress,1730-1740,1789-1802,0.418733,0.581267,105,2184,,,,,
souffrent,1710-1720,1789-1802,0.41866,0.58134,190,415,,0.02761,0.97239,,
s'étant,1710-1720,1750-1760,0.41773,0.58227,743,1838,,,,,
l'ait,1700-1710,1789-1802,0.417464,0.582536,226,667,,,,,
n'aura,1700-1710,1740-1750,0.416515,0.583485,327,602,,,,,
avés,1700-1710,1770-1780,0.415107,0.584893,174,70,,,,,
souhaits,1740-1750,1750-1760,0.414517,0.585483,149,246,,,,,
l'avaient,1720-1730,1740-1750,0.413983,0.586017,76,53,,,,,
s'étoient,1710-1720,1730-1740,0.413337,0.586663,428,2484,,,,,
m'ait,1700-1710,1760-1770,0.412828,0.587172,99,227,,,,,
priai,1700-1710,1770-1780,0.412222,0.587778,85,216,,0.029975,0.970025,,
magnifiques,1720-1730,1730-1740,0.410693,0.589307,354,617,,,,,
voulaient,1730-1740,1740-1750,0.409864,0.590136,71,50,,,,,
jetterent,1750-1760,1789-1802,0.409723,0.590277,96,72,,,,,
m'être,1720-1730,1730-1740,0.409291,0.590709,93,319,,,,,
n'efl,1710-1720,1720-1730,0.408958,0.591042,104,177,,,,,
tcms,1700-1710,1740-1750,0.408556,0.591444,281,290,,,,,
n'ayez,1740-1750,1760-1770,0.40836,0.59164,181,260,,,,,
c'était,1700-1710,1750-1760,0.406806,0.593194,978,1202,,,,,
favent,1720-1730,1789-1802,0.406001,0.593999,100,447,,0.023417,0.976583,,
êtrc,1710-1720,1750-1760,0.405462,0.594538,74,96,,,,,
n'ell,1720-1730,1730-1740,0.404536,0.595464,93,115,,,,,
n'efi,1710-1720,1720-1730,0.40443,0.59557,122,129,,,,,
saisions,1720-1730,1730-1740,0.404398,0.595602,60,64,,,,,
n'arrive,1700-1710,1780-1789,0.403916,0.596084,139,492,,,,,
croyait,1700-1710,1740-1750,0.403255,0.596745,122,85,,,,,
n'avez,1710-1720,1720-1730,0.402215,0.597785,932,518,,,,,
j'aurai,1710-1720,1720-1730,0.401959,0.598041,431,294,,,,,
l'eut,1710-1720,1740-1750,0.401708,0.598292,132,309,,,,,
n'avoir,1710-1720,1770-1780,0.401409,0.598591,1070,4833,,,,,
mardi,1730-1740,1760-1770,0.398633,0.601367,136,1545,,,,,
vendredi,1730-1740,1780-1789,0.398273,0.601727,161,1249,,,,,
commençoit,1700-1710,1730-1740,0.397193,0.602807,194,566,,,,,
l'avoine,1730-1740,1740-1750,0.397137,0.602863,83,81,,,,,
servirent,1700-1710,1710-1720,0.395863,0.604137,107,119,,,,,
s'agissoit,1710-1720,1740-1750,0.395607,0.604393,137,324,,,,,
trouverent,1710-1720,1780-1789,0.395538,0.604462,345,1534,,,,,
fumes,1710-1720,1770-1780,0.393962,0.606038,172,219,,,,,
nommoit,1740-1750,1789-1802,0.393251,0.606749,891,394,,0.035556,0.964444,,
manqueroit,1710-1720,1720-1730,0.392608,0.607392,111,136,,,,,
fimes,1710-1720,1740-1750,0.391761,0.608239,234,503,,,,,
cinquieme,1720-1730,1730-1740,0.388342,0.611658,182,192,,0.029736,0.970264,,
voudrait,1740-1750,1750-1760,0.387989,0.612011,85,156,,,,,
l'infanterie,1700-1710,1770-1780,0.387296,0.612704,100,448,,,,,
sauroient,1700-1710,1740-1750,0.387088,0.612912,79,131,,,,,
m'étoit,1700-1710,1710-1720,0.384803,0.615197,123,55,,,,,
prétendez,1700-1710,1740-1750,0.384036,0.615964,58,151,,0.032625,0.967375,,
n'eus,1700-1710,1720-1730,0.383103,0.616897,85,104,,,,,
sentoit,1710-1720,1720-1730,0.382487,0.617513,119,178,,0.031865,0.968135,,
laissoient,1710-1720,1730-1740,0.382027,0.617973,117,245,,0.045117,0.954883,,
s'imaginent,1700-1710,1740-1750,0.381763,0.618237,127,143,,,,,
charmée,1700-1710,1710-1720,0.380524,0.619476,68,69,,0.015993,0.984007,,
greffiers,1760-1770,1770-1780,0.380332,0.619668,461,369,,0.024529,0.975471,,
jeudi,1730-1740,1789-1802,0.380218,0.619782,107,889,,0.045419,0.954581,,
pouvais,1700-1710,1750-1760,0.379489,0.620511,61,77,,0.025871,0.974129,,
c'el,1720-1730,1750-1760,0.379209,0.620791,300,340,,,,,
goldsmithsâ,1700-1710,1789-1802,0.377606,0.622394,68,1681,,,,,
poires,1760-1770,1780-1789,0.376765,0.623235,253,284,,,,,
fîmes,1710-1720,1789-1802,0.376752,0.623248,96,314,,,,,
s'est,1720-1730,1730-1740,0.374979,0.625021,3318,4764,,,,,
n'eut,1710-1720,1740-1750,0.374724,0.625276,779,1800,,,,,
devront,1720-1730,1740-1750,0.373095,0.626905,77,137,,0.018157,0.981843,,
prétendoient,1700-1710,1720-1730,0.37178,0.62822,61,147,,0.026303,0.973697,,
allions,1700-1710,1730-1740,0.371658,0.628342,72,153,,,,,
pourrais,1700-1710,1750-1760,0.371098,0.628902,89,134,,,,,
l'avois,1710-1720,1720-1730,0.369979,0.630021,118,142,,,,,
junon,1710-1720,1789-1802,0.369662,0.630338,804,192,,,,,
faudrait,1710-1720,1740-1750,0.368312,0.631688,118,132,,0.0218,0.9782,,
connaissez,1730-1740,1760-1770,0.367071,0.632929,171,262,,0.012965,0.987035,,
rives,1740-1750,1789-1802,0.365072,0.634928,342,701,,0.036551,0.963449,,
n'étois,1700-1710,1710-1720,0.364321,0.635679,70,78,,,,,
saurait,1720-1730,1770-1780,0.363512,0.636488,94,366,,,,,
pourvoient,1700-1710,1730-1740,0.359134,0.640866,50,75,,,,,
eûmes,1710-1720,1730-1740,0.358345,0.641655,103,138,,,,,
prenoient,1700-1710,1740-1750,0.357911,0.642089,159,450,,0.027617,0.972383,,
n'étant,1700-1710,1750-1760,0.357691,0.642309,641,1351,,,,,
trouveroient,1700-1710,1720-1730,0.357646,0.642354,91,212,,0.033926,0.966074,,
j'eusse,1720-1730,1789-1802,0.357541,0.642459,145,727,,,,,
puifle,1750-1760,1780-1789,0.357384,0.642616,162,338,,,,,
s'être,1710-1720,1780-1789,0.352182,0.647818,503,2586,,,,,
l'auroit,1700-1710,1720-1730,0.351963,0.648037,173,272,,,,,
voulais,1750-1760,1760-1770,0.351453,0.648547,92,148,,,,,
j'aurais,1700-1710,1750-1760,0.349651,0.650349,104,195,,,,,
s'étaient,1730-1740,1740-1750,0.349094,0.650906,80,62,,,,,
puissiez,1700-1710,1730-1740,0.348443,0.651557,105,229,,,,,
puisent,1750-1760,1789-1802,0.345588,0.654412,152,180,,,,,
voulût,1710-1720,1750-1760,0.344081,0.655919,261,376,,,,,
feriez,1730-1740,1760-1770,0.343955,0.656045,327,611,,0.020256,0.979744,,
l'ai,1700-1710,1760-1770,0.340091,0.659909,1292,5022,,,,,
j'avais,1700-1710,1750-1760,0.340057,0.659943,268,333,,,,,
pouvaient,1730-1740,1740-1750,0.339654,0.660346,160,110,,,,,
voudriez,1720-1730,1730-1740,0.337041,0.662959,65,216,,0.034743,0.965257,,
êrre,1710-1720,1730-1740,0.33587,0.66413,79,117,,,,,
pouviez,1700-1710,1720-1730,0.335702,0.664298,89,71,,,,,
devriez,1730-1740,1780-1789,0.334383,0.665617,92,247,,0.018239,0.981761,,
vouliez,1720-1730,1750-1760,0.332831,0.667169,101,232,,,,,
deviez,1710-1720,1750-1760,0.331097,0.668903,96,185,,,,,
devaient,1700-1710,1730-1740,0.330501,0.669499,50,86,,0.027288,0.972712,,
l'eût,1700-1710,1710-1720,0.330011,0.669989,246,216,,,,,
voulions,1750-1760,1789-1802,0.329108,0.670892,129,234,,,,,
seigle,1730-1740,1760-1770,0.328294,0.671706,155,1145,,0.07707,0.92293,,
fissent,1710-1720,1740-1750,0.327273,0.672727,123,172,,,,,
m'avoit,1710-1720,1720-1730,0.325385,0.674615,219,423,,,,,
n'cft,1710-1720,1740-1750,0.324184,0.675816,237,171,,,,,
suissent,1700-1710,1750-1760,0.323728,0.676272,90,221,,,,,
vîmes,1750-1760,1770-1780,0.32083,0.67917,106,194,,,,,
eussiez,1730-1740,1760-1770,0.320644,0.679356,122,196,,,,,
n'ayant,1700-1710,1730-1740,0.319242,0.680758,866,1771,,,,,
n'avais,1700-1710,1760-1770,0.319005,0.680995,72,150,,,,,
t'ai,1700-1710,1720-1730,0.317478,0.682522,274,146,,,,,
faisaient,1700-1710,1740-1750,0.315113,0.684887,138,101,,0.025061,0.974939,,
j'étais,1700-1710,1750-1760,0.312389,0.687611,232,305,,,,,
devions,1700-1710,1780-1789,0.310763,0.689237,86,394,,,,,
d'octobre,1710-1720,1770-1780,0.310134,0.689866,398,532,,,,,
n'auroit,1700-1710,1720-1730,0.307077,0.692923,685,1081,,,,,
serions,1710-1720,1740-1750,0.30603,0.69397,80,120,,,,,
n'aurois,1700-1710,1710-1720,0.305975,0.694025,134,160,,,,,
seraient,1730-1740,1740-1750,0.305879,0.694121,159,117,,,,,
pourrons,1700-1710,1710-1720,0.305381,0.694619,139,119,,,,,
j'aurois,1700-1710,1710-1720,0.300955,0.699045,414,457,,,,,
d'août,1730-1740,1780-1789,0.299345,0.700655,1006,1197,,,,,
n'eurent,1750-1760,1789-1802,0.298788,0.701212,346,514,,,,,
google,1730-1740,1780-1789,0.298509,0.701491,436,1214,,,,,
m'avait,1700-1710,1760-1770,0.290648,0.709352,99,181,,,,,
m'avoir,1710-1720,1740-1750,0.287335,0.712665,254,622,,,,,
pourraient,1730-1740,1740-1750,0.285891,0.714109,104,110,,,,,
l'avait,1730-1740,1740-1750,0.284391,0.715609,283,150,,,,,
n'eit,1780-1789,1789-1802,0.278562,0.721438,721,441,,,,,
m'eût,1700-1710,1710-1720,0.278366,0.721634,80,102,,,,,
l'avoient,1710-1720,1750-1760,0.277829,0.722171,314,802,,,,,
n'auront,1700-1710,1720-1730,0.267554,0.732446,160,317,,,,,
n'aurait,1720-1730,1730-1740,0.261318,0.738682,111,172,,,,,
literature,1740-1750,1789-1802,0.257199,0.742801,114,1693,,,,,
n'aient,1710-1720,1740-1750,0.255518,0.744482,74,313,,,,,
n'avois,1710-1720,1720-1730,0.251585,0.748415,247,412,,,,,
n'eût,1710-1720,1730-1740,0.250588,0.749412,745,1562,,,,,
n'et,1700-1710,1720-1730,0.240575,0.759425,325,371,,,,,
n'étaient,1700-1710,1720-1730,0.239075,0.760925,140,120,,,,,
n'avaient,1700-1710,1730-1740,0.23036,0.76964,145,163,,,,,
s'était,1740-1750,1750-1760,0.22676,0.77324,209,504,,,,,
n'auroient,1700-1710,1740-1750,0.217262,0.782738,250,650,,,,,
avaient,1710-1720,1720-1730,0.210858,0.789142,1761,652,,,,,
n'ayent,1740-1750,1770-1780,0.210732,0.789268,450,419,,,,,
n'eussent,1700-1710,1789-1802,0.196136,0.803864,108,809,,,,,
