period,genre_brut,macro_genre,filename,title,author,n_words,output_path
1789-1802,Histoire naturelle,Histoire naturelle,modern_tgb_5822839.tei,,Edme-Jean-Baptiste Bouillon-Lagrange (1764-1844),98433,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Histoire naturelle/modern_tgb_5822839.txt
1789-1802,,GENRE_VIDE,modern_tgb_5824857.tei,,Edme-Jean-Baptiste Bouillon-Lagrange (1764-1844),78500,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_5824857.txt
1789-1802,,GENRE_VIDE,modern_tgb_5833448.tei,,author_12325,3426,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_5833448.txt
1789-1802,,GENRE_VIDE,modern_tgb_5836362.tei,,author_11780,1528,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_5836362.txt
1789-1802,,GENRE_VIDE,modern_tgb_5836463.tei,,"Brémont, P M",3977,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_5836463.txt
1789-1802,,GENRE_VIDE,modern_tgb_5837244.tei,,"Luynes, Guyonne-Élisabeth-Josèphe de Montmorency (1755-1830 ; duchesse de)",1339,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_5837244.txt
1789-1802,Romans,Romans,modern_tgb_5842704.tei,,Jean-François Marmontel (1723-1799),14040,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Romans/modern_tgb_5842704.txt
1789-1802,,GENRE_VIDE,modern_tgb_5854407.tei,,Du Croisi (1752-1808),449,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_5854407.txt
1789-1802,Histoire,Histoire,modern_tgb_5855040.tei,,"Lefebvre, Édouard",61681,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Histoire/modern_tgb_5855040.txt
1789-1802,Théâtre,Théâtre,modern_tgb_5855102.tei,,Carlo Goldoni (1707-1793),6160,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Théâtre/modern_tgb_5855102.txt
1789-1802,,GENRE_VIDE,modern_tgb_5857334.tei,,author_05395,1263,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_5857334.txt
1789-1802,Théâtre,Théâtre,modern_tgb_5858915.tei,,Jacques Benoît Demautort (1745-1819),5453,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Théâtre/modern_tgb_5858915.txt
1789-1802,,GENRE_VIDE,modern_tgb_6100102.tei,,author_05377,1470,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6100102.txt
1789-1802,,GENRE_VIDE,modern_tgb_6105327.tei,,"Dupuis, Amable Joseph",15756,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6105327.txt
1789-1802,Théâtre,Théâtre,modern_tgb_6105435.tei,,Dezède (1740?-1792),14151,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Théâtre/modern_tgb_6105435.txt
1789-1802,Belles-Lettres,Belles-Lettres,modern_tgb_6112244.tei,,author_12344,15915,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Belles-Lettres/modern_tgb_6112244.txt
1789-1802,,GENRE_VIDE,modern_tgb_6112407.tei,,Julien Raimond (1744-1801),11459,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6112407.txt
1789-1802,,GENRE_VIDE,modern_tgb_6112414.tei,,author_12313,6985,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6112414.txt
1789-1802,Poésie,Poésie,modern_tgb_6123857.tei,,Fradin (02),422,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Poésie/modern_tgb_6123857.txt
1789-1802,Poésie,Poésie,modern_tgb_6124513.tei,,Barnabé Farmian Durosoy (1745?-1792),5267,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Poésie/modern_tgb_6124513.txt
1789-1802,,GENRE_VIDE,modern_tgb_6125343.tei,,Edme-Jean-Baptiste Bouillon-Lagrange (1764-1844),75349,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6125343.txt
1789-1802,not_known,GENRE_VIDE,modern_tgb_6128414.tei,,"Martinet, Jean-François (1755-18..)",21124,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6128414.txt
1789-1802,Poésie,Poésie,modern_tgb_6142610.tei,,"Marchant, Franc̜ois (1761-1793)",41018,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Poésie/modern_tgb_6142610.txt
1789-1802,,GENRE_VIDE,modern_tgb_6150950.tei,,Pierre-Louis Ginguené (1748-1816),910,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6150950.txt
1789-1802,Jurisprudence,Jurisprudence,modern_tgb_6216593.tei,,author_12352,7719,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Jurisprudence/modern_tgb_6216593.txt
1789-1802,,GENRE_VIDE,modern_tgb_6216599.tei,,author_12352,10547,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6216599.txt
1789-1802,Philosophie,Philosophie,modern_tgb_6218315.tei,,author_12326,18960,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Philosophie/modern_tgb_6218315.txt
1789-1802,,GENRE_VIDE,modern_tgb_6219276.tei,,author_12314,7605,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6219276.txt
1789-1802,Belles-Lettres,Belles-Lettres,modern_tgb_6220779.tei,,author_12351,10957,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Belles-Lettres/modern_tgb_6220779.txt
1789-1802,Histoire,Histoire,modern_tgb_6221470.tei,,Antoine Sérieys (1755-1819),45722,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Histoire/modern_tgb_6221470.txt
1789-1802,Belles-Lettres,Belles-Lettres,modern_tgb_6222741.tei,,Edme-Bonaventure Courtois (1754-1816),12963,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Belles-Lettres/modern_tgb_6222741.txt
1789-1802,Jurisprudence,Jurisprudence,modern_tgb_6225129.tei,,author_12273,478,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Jurisprudence/modern_tgb_6225129.txt
1789-1802,,GENRE_VIDE,modern_tgb_6225386.tei,,"Vercoustre, Bernard",3452,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6225386.txt
1789-1802,,GENRE_VIDE,modern_tgb_6225538.tei,,"Montesquiou-Fezensac, Anne-Pierre de (1739-1798)",1413,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6225538.txt
1789-1802,Belles-Lettres,Belles-Lettres,modern_tgb_6227833.tei,,"Gaudin, Joseph-Marie-Jacques-François (1754-1818)",3198,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Belles-Lettres/modern_tgb_6227833.txt
1789-1802,,GENRE_VIDE,modern_tgb_6227839.tei,,"Gassin, Capitaine",5355,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6227839.txt
1789-1802,,GENRE_VIDE,modern_tgb_6233736.tei,,author_12307,8000,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6233736.txt
1789-1802,,GENRE_VIDE,modern_tgb_6243096.tei,,author_11757,376,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6243096.txt
1789-1802,,GENRE_VIDE,modern_tgb_6247609.tei,,author_03439,582,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6247609.txt
1789-1802,,GENRE_VIDE,modern_tgb_6247628.tei,,"Pelletier, Henri-François",468,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6247628.txt
1789-1802,,GENRE_VIDE,modern_tgb_6247844.tei,,author_12297,1276,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6247844.txt
1789-1802,not_known,GENRE_VIDE,modern_tgb_6247915.tei,,"Mennesson, Jean-Baptiste-Augustin-Prosper (1761-1807)",2751,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6247915.txt
1789-1802,,GENRE_VIDE,modern_tgb_6247949.tei,,author_12336,300,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6247949.txt
1789-1802,,GENRE_VIDE,modern_tgb_6247962.tei,,author_12131,840,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6247962.txt
1789-1802,,GENRE_VIDE,modern_tgb_6248334.tei,,Georges Sibuet (1767-1828),2259,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6248334.txt
1789-1802,,GENRE_VIDE,modern_tgb_6248349.tei,,author_12105,1338,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6248349.txt
1789-1802,,GENRE_VIDE,modern_tgb_6248362.tei,,author_12276,806,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6248362.txt
1789-1802,not_known,GENRE_VIDE,modern_tgb_6255334.tei,,Camille Saint-Aubin (1755?-1820),5971,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6255334.txt
1789-1802,,GENRE_VIDE,modern_tgb_6256201.tei,,"Lequinio, Joseph-Marie (1755-1812)",2299,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6256201.txt
1789-1802,,GENRE_VIDE,modern_tgb_6257362.tei,,author_12327,2633,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6257362.txt
1789-1802,Philosophie,Philosophie,modern_tgb_6257407.tei,,"Mulot, François-Valentin (1749-1804)",3490,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Philosophie/modern_tgb_6257407.txt
1789-1802,,GENRE_VIDE,modern_tgb_6257500.tei,,Maximilien de Robespierre (1758-1794),1348,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6257500.txt
1789-1802,,GENRE_VIDE,modern_tgb_6257760.tei,,"Le Peletier de Saint-Fargeau, Félix (1767-1837)",1884,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6257760.txt
1789-1802,Belles-Lettres,Belles-Lettres,modern_tgb_6258494.tei,,"Granié, Pierre (1755-1819)",4253,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Belles-Lettres/modern_tgb_6258494.txt
1789-1802,Jurisprudence,Jurisprudence,modern_tgb_6259102.tei,,author_12239,1532,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Jurisprudence/modern_tgb_6259102.txt
1789-1802,Belles-Lettres,Belles-Lettres,modern_tgb_6259760.tei,,author_12287,2785,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Belles-Lettres/modern_tgb_6259760.txt
1789-1802,,GENRE_VIDE,modern_tgb_6259833.tei,,author_06087,934,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6259833.txt
1789-1802,,GENRE_VIDE,modern_tgb_6260315.tei,,"Maréchal, Sylvain (1750-1803)",4958,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6260315.txt
1789-1802,Belles-Lettres,Belles-Lettres,modern_tgb_6260487.tei,,author_12320,12686,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Belles-Lettres/modern_tgb_6260487.txt
1789-1802,,GENRE_VIDE,modern_tgb_6262096.tei,,author_12332,776,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6262096.txt
1789-1802,Économie,Économie,modern_tgb_6262689.tei,,Jean-Joseph Sabatier (1756-1820),5610,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Économie/modern_tgb_6262689.txt
1789-1802,Jurisprudence,Jurisprudence,modern_tgb_6263350.tei,,"Pache, Jean-Nicolas (1746-1823)",23200,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Jurisprudence/modern_tgb_6263350.txt
1789-1802,Belles-Lettres,Belles-Lettres,modern_tgb_6263545.tei,,author_03510,6281,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Belles-Lettres/modern_tgb_6263545.txt
1789-1802,,GENRE_VIDE,modern_tgb_6263736.tei,,"Fouché, Joseph (1759-1820)",796,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6263736.txt
1789-1802,,GENRE_VIDE,modern_tgb_6265102.tei,,author_11899,399,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6265102.txt
1789-1802,,GENRE_VIDE,modern_tgb_6265655.tei,,"Quinette, Nicolas (1762-1821)",482,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6265655.txt
1789-1802,,GENRE_VIDE,modern_tgb_6265741.tei,,author_12079,203,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6265741.txt
1789-1802,,GENRE_VIDE,modern_tgb_6266147.tei,,author_12465,1356,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6266147.txt
1789-1802,,GENRE_VIDE,modern_tgb_6266315.tei,,"Stribord, Georges",1163,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6266315.txt
1789-1802,,GENRE_VIDE,modern_tgb_6266949.tei,,"Lemerer, Roland-Gaspard",15933,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6266949.txt
1789-1802,,GENRE_VIDE,modern_tgb_6266950.tei,,"Mourgue, Jacques Antoine (1734-1818)",18027,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6266950.txt
1789-1802,,GENRE_VIDE,modern_tgb_6267129.tei,,author_12319,1232,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6267129.txt
1789-1802,Histoire,Histoire,modern_tgb_6267130.tei,,Georges Nicolas Jeannet-Oudin (1762-1828),7012,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Histoire/modern_tgb_6267130.txt
1789-1802,,GENRE_VIDE,modern_tgb_6267797.tei,,"Zollikofer de Sonnenberg, J. C.",3079,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6267797.txt
1789-1802,,GENRE_VIDE,modern_tgb_6267844.tei,,"Zollikofer de Sonnenberg, J. C.",1879,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6267844.txt
1789-1802,,GENRE_VIDE,modern_tgb_6267865.tei,,"Frondeville, Mlle d Alleaume dame de",1260,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6267865.txt
1789-1802,Philosophie,Philosophie,modern_tgb_6268123.tei,,author_12497,8887,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Philosophie/modern_tgb_6268123.txt
1789-1802,,GENRE_VIDE,modern_tgb_6268689.tei,,"Chambon, Abbé",1931,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6268689.txt
1789-1802,Économie,Économie,modern_tgb_6268779.tei,,author_12432,9547,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Économie/modern_tgb_6268779.txt
1789-1802,,GENRE_VIDE,modern_tgb_6269129.tei,,author_12494,10153,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6269129.txt
1789-1802,Arts et métiers,Arts et métiers,modern_tgb_6269281.tei,,Louis-Germain Petitain (1765-1820),11334,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Arts et métiers/modern_tgb_6269281.txt
1789-1802,Économie,Économie,modern_tgb_6269362.tei,,author_12439,9420,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Économie/modern_tgb_6269362.txt
1789-1802,,GENRE_VIDE,modern_tgb_6269610.tei,,Pierre Mortier-Duparc (1748-1833),5308,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6269610.txt
1789-1802,,GENRE_VIDE,modern_tgb_6269683.tei,,Sébastien Bottin (1764-1853),5256,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6269683.txt
1789-1802,Philosophie,Philosophie,modern_tgb_6269690.tei,,author_12503,3623,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Philosophie/modern_tgb_6269690.txt
1789-1802,not_known,GENRE_VIDE,modern_tgb_6269773.tei,,author_12491,2157,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6269773.txt
1789-1802,,GENRE_VIDE,modern_tgb_6269833.tei,,"Petit-Radel, Louis-Charles François (1756-1836)",2846,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6269833.txt
1789-1802,Histoire,Histoire,modern_tgb_6270078.tei,,Claude Marie Carnot-Feulins (1755-1836),56891,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Histoire/modern_tgb_6270078.txt
1789-1802,Économie,Économie,modern_tgb_6270239.tei,,author_12493,1905,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Économie/modern_tgb_6270239.txt
1789-1802,Belles-Lettres,Belles-Lettres,modern_tgb_6270513.tei,,"Darnal, C",1691,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Belles-Lettres/modern_tgb_6270513.txt
1789-1802,,GENRE_VIDE,modern_tgb_6270683.tei,,Schoefner,1270,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6270683.txt
1789-1802,,GENRE_VIDE,modern_tgb_6275962.tei,,"Mennesson, Jean-Baptiste-Augustin-Prosper (1761-1807)",10583,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6275962.txt
1789-1802,Belles-Lettres,Belles-Lettres,modern_tgb_6278244.tei,,Jean-Baptiste Courvoisier (1750?-1803),55194,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Belles-Lettres/modern_tgb_6278244.txt
1789-1802,Belles-Lettres,Belles-Lettres,modern_tgb_6294037.tei,,"Morellet, André (1727-1819)",10557,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Belles-Lettres/modern_tgb_6294037.txt
1789-1802,Belles-Lettres,Belles-Lettres,modern_tgb_6294053.tei,,"La Place, Pierre-Antoine de (1707-1793)",64388,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Belles-Lettres/modern_tgb_6294053.txt
1789-1802,Philosophie,Philosophie,modern_tgb_6295220.tei,,Joseph Turot (17..-1825),10322,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Philosophie/modern_tgb_6295220.txt
1789-1802,Histoire naturelle,Histoire naturelle,modern_tgb_6298494.tei,,Jean-Charles-Félix Caron (1739-1824),19295,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Histoire naturelle/modern_tgb_6298494.txt
1789-1802,,GENRE_VIDE,modern_tgb_6302096.tei,,Jean-Charles-Félix Caron (1739-1824),6951,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6302096.txt
1789-1802,Jurisprudence,Jurisprudence,modern_tgb_6304078.tei,,author_12033,42864,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Jurisprudence/modern_tgb_6304078.txt
1789-1802,,GENRE_VIDE,modern_tgb_6304096.tei,,Germain Garnier (1754-1821),16263,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6304096.txt
1789-1802,Belles-Lettres,Belles-Lettres,modern_tgb_6306760.tei,,author_04508,15930,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/Belles-Lettres/modern_tgb_6306760.txt
1789-1802,,GENRE_VIDE,modern_tgb_6309239.tei,,author_11891,1796,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6309239.txt
1789-1802,,GENRE_VIDE,modern_tgb_6309704.tei,,"Rochejean, J P",1751,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6309704.txt
1789-1802,,GENRE_VIDE,modern_tgb_6313609.tei,,Jean-Marie Roland de La Platière (1734-1793),3322,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6313609.txt
1789-1802,,GENRE_VIDE,modern_tgb_6313674.tei,,"Méricamp, Salomon",3163,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6313674.txt
1789-1802,,GENRE_VIDE,modern_tgb_6317500.tei,,Jacques Paul de Vergnes (1755-1841),8450,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6317500.txt
1789-1802,,GENRE_VIDE,modern_tgb_6317690.tei,,"Quinette, Nicolas (1762-1821)",1728,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6317690.txt
1789-1802,,GENRE_VIDE,modern_tgb_6318599.tei,,Nicolas François de Neufchâteau (1750-1828),1596,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1789-1802/GENRE_VIDE/modern_tgb_6318599.txt
