period,genre_brut,macro_genre,filename,title,author,n_words,output_path
1700-1710,Traductions grecques et latines,Traductions grecques et latines,modern_ant_remarques_sur_virgile_et_sur_homere_et_s.tei,,Pierre-Valentin Faydit (1644-1709),121836,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Traductions grecques et latines/modern_ant_remarques_sur_virgile_et_sur_homere_et_s.txt
1700-1710,Traductions grecques et latines,Traductions grecques et latines,modern_cicéron_pour_marcus_marcellus_oraison_35.tei,,Cicéron (0106-0043 av. J.-C.),8016,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Traductions grecques et latines/modern_cicéron_pour_marcus_marcellus_oraison_35.txt
1700-1710,Théologie,Théologie,modern_cphil-15.tei,,Jacques Bénigne Bossuet (1627-1704),75055,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Théologie/modern_cphil-15.txt
1700-1710,Philosophie,Philosophie,modern_cphil-150.tei,,Bernard de Fontenelle (1657-1757),9415,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Philosophie/modern_cphil-150.txt
1700-1710,Philosophie,Philosophie,modern_cphil-179.tei,,Bernard de Fontenelle (1657-1757),3453,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Philosophie/modern_cphil-179.txt
1700-1710,Correspondances,Belles-Lettres,modern_cphil-237.tei,,Bernard de Fontenelle (1657-1757),1409,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Belles-Lettres/modern_cphil-237.txt
1700-1710,Philosophie,Philosophie,modern_cphil-253.tei,,Bernard de Fontenelle (1657-1757),3711,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Philosophie/modern_cphil-253.txt
1700-1710,Belles-Lettres,Belles-Lettres,modern_ecco_0042601300.tei,,Jean Claude (1619-1687),30792,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Belles-Lettres/modern_ecco_0042601300.txt
1700-1710,Belles-Lettres,Belles-Lettres,modern_ecco_0051700700.tei,,author_10336,10438,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Belles-Lettres/modern_ecco_0051700700.txt
1700-1710,Belles-Lettres,Belles-Lettres,modern_ecco_0063700700.tei,,Bernard de Fontenelle (1657-1757),50410,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Belles-Lettres/modern_ecco_0063700700.txt
1700-1710,,GENRE_VIDE,modern_ecco_0077300100.tei,,Daniel Defoe (1661?-1731),25491,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/GENRE_VIDE/modern_ecco_0077300100.txt
1700-1710,Belles-Lettres,Belles-Lettres,modern_ecco_0077400600.tei,,"Halifax, George Savile (1633-1695 ; marquis de)",24999,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Belles-Lettres/modern_ecco_0077400600.txt
1700-1710,Histoire,Histoire,modern_ecco_0085900600.tei,,"Graverol, Jean (1637?-1718)",20605,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Histoire/modern_ecco_0085900600.txt
1700-1710,,GENRE_VIDE,modern_ecco_0093600402.tei,,"Charles de Marguetel de Saint-Denis Saint-Évremond (seigneur de, 1613-1703)",85687,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/GENRE_VIDE/modern_ecco_0093600402.txt
1700-1710,Belles-Lettres,Belles-Lettres,modern_ecco_0109501900.tei,,Antoine-Marie Cerisier (1749-1828),19942,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Belles-Lettres/modern_ecco_0109501900.txt
1700-1710,Théologie,Théologie,modern_ecco_0148200700.tei,,Jacques Abbadie (1654-1727),15536,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Théologie/modern_ecco_0148200700.txt
1700-1710,Belles-Lettres,Belles-Lettres,modern_ecco_0158600400.tei,,author_03988,204717,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Belles-Lettres/modern_ecco_0158600400.txt
1700-1710,Théologie,Théologie,modern_ecco_0208900600.tei,,Robert Barclay (1648-1690),215571,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Théologie/modern_ecco_0208900600.txt
1700-1710,,GENRE_VIDE,modern_ecco_0209300600.tei,,author_08339,16103,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/GENRE_VIDE/modern_ecco_0209300600.txt
1700-1710,Théologie,Théologie,modern_ecco_0210300100.tei,,author_10325,25929,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Théologie/modern_ecco_0210300100.txt
1700-1710,Belles-Lettres,Belles-Lettres,modern_ecco_0210600900.tei,,"Marion, Élie (1678-1713)",75427,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Belles-Lettres/modern_ecco_0210600900.txt
1700-1710,Philosophie,Philosophie,modern_ecco_0215601300.tei,,"Anthony Ashley Cooper Shaftesbury (comte de, 1671-1713)",15140,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Philosophie/modern_ecco_0215601300.txt
1700-1710,Théologie,Théologie,modern_ecco_0243000800.tei,,author_10329,160416,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Théologie/modern_ecco_0243000800.txt
1700-1710,Histoire,Histoire,modern_ecco_0280900200.tei,,Jean-François Bion (1668-1735?),14511,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Histoire/modern_ecco_0280900200.txt
1700-1710,Romans,Romans,modern_ecco_0281701400.tei,,René-A. Macé (16..-1752),35244,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Romans/modern_ecco_0281701400.txt
1700-1710,Histoire,Histoire,modern_ecco_0286600201.tei,,author_10321,101742,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Histoire/modern_ecco_0286600201.txt
1700-1710,Histoire,Histoire,modern_ecco_0286700103.tei,,author_10320,146171,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Histoire/modern_ecco_0286700103.txt
1700-1710,Théologie,Théologie,modern_ecco_0287700700.tei,,Daniël de Superville (1700-1762),7015,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Théologie/modern_ecco_0287700700.txt
1700-1710,Histoire,Histoire,modern_ecco_0326201400.tei,,"Tomkins, Jean",74885,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Histoire/modern_ecco_0326201400.txt
1700-1710,,GENRE_VIDE,modern_ecco_0340300700.tei,,Jean-François Bion (1668-1735?),8806,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/GENRE_VIDE/modern_ecco_0340300700.txt
1700-1710,,GENRE_VIDE,modern_ecco_0401400100.tei,,"Manley, Mary de la Riviere (1663-1724)",31825,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/GENRE_VIDE/modern_ecco_0401400100.txt
1700-1710,Belles-Lettres,Belles-Lettres,modern_ecco_0405403800.tei,,author_10334,2157,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Belles-Lettres/modern_ecco_0405403800.txt
1700-1710,,GENRE_VIDE,modern_ecco_0455000500.tei,,author_08742,4948,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/GENRE_VIDE/modern_ecco_0455000500.txt
1700-1710,,GENRE_VIDE,modern_ecco_0455000600.tei,,author_08742,6009,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/GENRE_VIDE/modern_ecco_0455000600.txt
1700-1710,,GENRE_VIDE,modern_ecco_0455000700.tei,,author_08742,4732,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/GENRE_VIDE/modern_ecco_0455000700.txt
1700-1710,Belles-Lettres,Belles-Lettres,modern_ecco_0455000800.tei,,author_08742,5916,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Belles-Lettres/modern_ecco_0455000800.txt
1700-1710,Belles-Lettres,Belles-Lettres,modern_ecco_0455000900.tei,,author_08742,8835,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Belles-Lettres/modern_ecco_0455000900.txt
1700-1710,,GENRE_VIDE,modern_ecco_0489000302.tei,,André Félibien (1619-1695),79336,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/GENRE_VIDE/modern_ecco_0489000302.txt
1700-1710,,GENRE_VIDE,modern_ecco_0489000303.tei,,André Félibien (1619-1695),111536,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/GENRE_VIDE/modern_ecco_0489000303.txt
1700-1710,,GENRE_VIDE,modern_ecco_0489000304.tei,,André Félibien (1619-1695),96114,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/GENRE_VIDE/modern_ecco_0489000304.txt
1700-1710,Traductions grecques et latines,Traductions grecques et latines,modern_ecco_0489000400.tei,,Pline le Jeune (0061?-0114?),29073,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Traductions grecques et latines/modern_ecco_0489000400.txt
1700-1710,Arts et métiers,Arts et métiers,modern_ecco_0489000500.tei,,André Félibien (1619-1695),21704,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Arts et métiers/modern_ecco_0489000500.txt
1700-1710,Belles-Lettres,Belles-Lettres,modern_ecco_0494500501.tei,,"Mandeville, Bernard de (1670-1733)",74107,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Belles-Lettres/modern_ecco_0494500501.txt
1700-1710,Théologie,Théologie,modern_ecco_0530600100.tei,,Auguste de Gabillon (1658-17..),12462,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Théologie/modern_ecco_0530600100.txt
1700-1710,Théologie,Théologie,modern_ecco_0546400900.tei,,author_10151,24635,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Théologie/modern_ecco_0546400900.txt
1700-1710,Histoire,Histoire,modern_ecco_0561300101.tei,,"Leguat, François (1638-1735)",38599,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Histoire/modern_ecco_0561300101.txt
1700-1710,,GENRE_VIDE,modern_ecco_0561300102.tei,,"Leguat, François (1638-1735)",42970,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/GENRE_VIDE/modern_ecco_0561300102.txt
1700-1710,Belles-Lettres,Belles-Lettres,modern_ecco_0594701000.tei,,author_06804,10250,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Belles-Lettres/modern_ecco_0594701000.txt
1700-1710,Histoire,Histoire,modern_ecco_0620700300.tei,,"Freind, John (1675-1728)",39757,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Histoire/modern_ecco_0620700300.txt
1700-1710,Belles-Lettres,Belles-Lettres,modern_ecco_0623200100.tei,,"Graverol, Jean (1637?-1718)",16918,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Belles-Lettres/modern_ecco_0623200100.txt
1700-1710,Dictionnaires,Dictionnaires,modern_ecco_0624900102.tei,,Abel Boyer (1667-1729),733171,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Dictionnaires/modern_ecco_0624900102.txt
1700-1710,,GENRE_VIDE,modern_ecco_0652800900.tei,,"Le Fèvre, Tanneguy (1615-1672)",9761,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/GENRE_VIDE/modern_ecco_0652800900.txt
1700-1710,Histoire,Histoire,modern_ecco_0659100700.tei,,J. Convenent (16..-1716),26474,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Histoire/modern_ecco_0659100700.txt
1700-1710,Économie,Économie,modern_ecco_0733101400.tei,,author_10308,73032,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Économie/modern_ecco_0733101400.txt
1700-1710,Théologie,Théologie,modern_ecco_0766900600.tei,,Jean-Armand Dubourdieu (1680?-1726),17613,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Théologie/modern_ecco_0766900600.txt
1700-1710,Romans,Romans,modern_ecco_0768100101.tei,,J. Olivier (16..-175?),45318,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Romans/modern_ecco_0768100101.txt
1700-1710,Histoire,Histoire,modern_ecco_0799000300.tei,,Jean-Baptiste Renoult (1664?-17..),10092,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Histoire/modern_ecco_0799000300.txt
1700-1710,Histoire,Histoire,modern_ecco_0837800101.tei,,"Lutwyche, Edward, Sir, 1634-1709",406398,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Histoire/modern_ecco_0837800101.txt
1700-1710,,GENRE_VIDE,modern_ecco_0837900102.tei,,"Lutwyche, Edward, Sir, 1634-1709",373738,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/GENRE_VIDE/modern_ecco_0837900102.txt
1700-1710,Histoire,Histoire,modern_ecco_0946300600.tei,,"Ostervald, Jean-Frédéric (1663-1747)",67050,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Histoire/modern_ecco_0946300600.txt
1700-1710,Romans,Romans,modern_ecco_0976300600.tei,,author_10380,42752,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Romans/modern_ecco_0976300600.txt
1700-1710,Belles-Lettres,Belles-Lettres,modern_ecco_1039900600.tei,,author_10032,50770,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Belles-Lettres/modern_ecco_1039900600.txt
1700-1710,Poésie,Poésie,modern_ecco_1042701600.tei,,"Pope, Alexander (1688-1744)",20295,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Poésie/modern_ecco_1042701600.txt
1700-1710,Théologie,Théologie,modern_ecco_1053600800.tei,,author_10335,11590,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Théologie/modern_ecco_1053600800.txt
1700-1710,,GENRE_VIDE,modern_ecco_1110300400.tei,,"Misson, Maximilien (1650?-1722)",35459,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/GENRE_VIDE/modern_ecco_1110300400.txt
1700-1710,Jurisprudence,Jurisprudence,modern_ecco_1122000600.tei,,author_10326,4927,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Jurisprudence/modern_ecco_1122000600.txt
1700-1710,,GENRE_VIDE,modern_ecco_1142803500.tei,,"Étienne Ronjat (chirurgien, 16..-17..)",5706,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/GENRE_VIDE/modern_ecco_1142803500.txt
1700-1710,Théologie,Théologie,modern_ecco_1146801000.tei,,"La Prade, Louis de",7351,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Théologie/modern_ecco_1146801000.txt
1700-1710,Histoire,Histoire,modern_ecco_1169100500.tei,,"Misson, Maximilien (1650?-1722)",19795,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Histoire/modern_ecco_1169100500.txt
1700-1710,,GENRE_VIDE,modern_ecco_1169100600.tei,,author_10342,9253,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/GENRE_VIDE/modern_ecco_1169100600.txt
1700-1710,Belles-Lettres,Belles-Lettres,modern_ecco_1169100700.tei,,"Lions, Jean",20103,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Belles-Lettres/modern_ecco_1169100700.txt
1700-1710,,GENRE_VIDE,modern_ecco_1169800400.tei,,Abel Boyer (1667-1729),6572,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/GENRE_VIDE/modern_ecco_1169800400.txt
1700-1710,,GENRE_VIDE,modern_ecco_1194100900.tei,,Gilbert Burnet (1643-1715),7150,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/GENRE_VIDE/modern_ecco_1194100900.txt
1700-1710,not_known,GENRE_VIDE,modern_elevations_a_dieu_sur_tous_les_mysteres_de_la_religion_chr‚tienne__tome_1_38.tei,,"Bossuet, Jacques Bénigne, (1627.0-1704.0)",64736,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/GENRE_VIDE/modern_elevations_a_dieu_sur_tous_les_mysteres_de_la_religion_chr‚tienne__tome_1_38.txt
1700-1710,not_known,GENRE_VIDE,modern_elevations_a_dieu_sur_tous_les_mysteres_de_la_religion_chr‚tienne__tome_2_39.tei,,"Bossuet, Jacques Bénigne, (1627.0-1704.0)",67194,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/GENRE_VIDE/modern_elevations_a_dieu_sur_tous_les_mysteres_de_la_religion_chr‚tienne__tome_2_39.txt
1700-1710,Arts et métiers,Arts et métiers,"modern_esthetique_cours_de_peinture_par_principes_,_35.tei",,"Piles, Roger de (1635-1709)",69511,"/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Arts et métiers/modern_esthetique_cours_de_peinture_par_principes_,_35.txt"
1700-1710,Belles-Lettres,Belles-Lettres,modern_esthetique_la_vie_de_mr_de_molière_126.tei,,"Grimarest, Jean-Léonor Le Gallois (1659-1713 ; sieur de)",45108,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Belles-Lettres/modern_esthetique_la_vie_de_mr_de_molière_126.txt
1700-1710,Belles-Lettres,Belles-Lettres,modern_esthetique_traité_du_poëme_épique_._par_254.tei,,René Le Bossu (1631-1680),105808,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Belles-Lettres/modern_esthetique_traité_du_poëme_épique_._par_254.txt
1700-1710,Belles-Lettres,Belles-Lettres,modern_esthetique_traité_sur_la_manière_d_ecrire_256.tei,,"Grimarest, Jean-Léonor Le Gallois (1659-1713 ; sieur de)",32184,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Belles-Lettres/modern_esthetique_traité_sur_la_manière_d_ecrire_256.txt
1700-1710,Théologie,Théologie,modern_frantext18_bbl169.tei,,Denis-François Bouthillier de Chavigny (1665-1730),8951,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Théologie/modern_frantext18_bbl169.txt
1700-1710,Théologie,Théologie,modern_frantext18_bbl202.tei,,author_03343,12714,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Théologie/modern_frantext18_bbl202.txt
1700-1710,Belles-Lettres,Belles-Lettres,modern_frantext18_bbl834.tei,,author_03356,10342,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Belles-Lettres/modern_frantext18_bbl834.txt
1700-1710,Mathématique,Arts et métiers,modern_frantext18_bbl_07_06.tei,,author_03353,5053,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Arts et métiers/modern_frantext18_bbl_07_06.txt
1700-1710,Théologie,Théologie,modern_frantext18_bbl_08_02.tei,,author_03320,3181,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Théologie/modern_frantext18_bbl_08_02.txt
1700-1710,Romans,Romans,modern_frantext18_bbl_203.tei,,author_03363,5902,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Romans/modern_frantext18_bbl_203.txt
1700-1710,Romans,Romans,modern_frantext18_bbl_2035.tei,,author_03364,5377,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Romans/modern_frantext18_bbl_2035.txt
1700-1710,Romans,Romans,modern_frantext18_bbl_27_00.tei,,author_03374,10553,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Romans/modern_frantext18_bbl_27_00.txt
1700-1710,Théologie,Théologie,modern_frantext18_bbl_31_00.tei,,author_03376,9095,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Théologie/modern_frantext18_bbl_31_00.txt
1700-1710,,GENRE_VIDE,modern_frantext18_bbl_36_00.tei,,author_03319,1947,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/GENRE_VIDE/modern_frantext18_bbl_36_00.txt
1700-1710,,GENRE_VIDE,modern_frantext18_bbl_38_00.tei,,author_03361,5055,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/GENRE_VIDE/modern_frantext18_bbl_38_00.txt
1700-1710,Philosophie,Philosophie,modern_frantext18_cp-312.tei,,Pierre Jurieu (1637-1713),25656,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Philosophie/modern_frantext18_cp-312.txt
1700-1710,Philosophie,Philosophie,modern_frantext18_cp-377.tei,,Pierre-Sylvain Régis (1632-1707),210043,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Philosophie/modern_frantext18_cp-377.txt
1700-1710,,GENRE_VIDE,modern_frantext18_css.traite_liberte_ame.tei,,Bernard de Fontenelle (1657-1757),5081,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/GENRE_VIDE/modern_frantext18_css.traite_liberte_ame.txt
1700-1710,Romans,Romans,modern_frantext18_fenelon.fables.tei,,François de Fénelon (1651-1715),23661,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Romans/modern_frantext18_fenelon.fables.txt
1700-1710,Philosophie,Philosophie,modern_frantext18_fww.suchon.celibat.tei,,Gabrielle Suchon (1631-1703),51099,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Philosophie/modern_frantext18_fww.suchon.celibat.txt
1700-1710,Romans,Romans,modern_frantext18_galnc01.tei,,Antoine Galland (1646-1715),506564,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Romans/modern_frantext18_galnc01.txt
1700-1710,Histoire,Histoire,modern_frantext18_stsimon03.tei,,Louis de Rouvroy duc de Saint-Simon (1675-1755),146357,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Histoire/modern_frantext18_stsimon03.txt
1700-1710,Histoire,Histoire,modern_frantext18_stsimon04.tei,,Louis de Rouvroy duc de Saint-Simon (1675-1755),149375,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Histoire/modern_frantext18_stsimon04.txt
1700-1710,Histoire,Histoire,modern_frantext18_stsimon05.tei,,Louis de Rouvroy duc de Saint-Simon (1675-1755),146928,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Histoire/modern_frantext18_stsimon05.txt
1700-1710,Histoire,Histoire,modern_frantext18_stsimon06.tei,,Louis de Rouvroy duc de Saint-Simon (1675-1755),151914,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Histoire/modern_frantext18_stsimon06.txt
1700-1710,Histoire,Histoire,modern_frantext18_stsimon07.tei,,Louis de Rouvroy duc de Saint-Simon (1675-1755),148962,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Histoire/modern_frantext18_stsimon07.txt
1700-1710,Poésie,Poésie,modern_frantext18_tlf.367.tei,,Nicolas Boileau (1636-1711),14951,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Poésie/modern_frantext18_tlf.367.txt
1700-1710,Belles-Lettres,Belles-Lettres,modern_frantext18_tlf.369.tei,,François de Fénelon (1651-1715),10930,/data/corpora/mdejurquet/new_ahead_of_their_time/corpus_detailled/by_period_macrogenre_oeuvre/1700-1710/Belles-Lettres/modern_frantext18_tlf.369.txt
