word,period1,period2,occ1,occ2,degree,score_word2vec,score_camembert,score_dalembert
doubles,1710-1720,1760-1770,319,1301,5681,0.4357,0.2598,0.127
neuve,1730-1740,1760-1770,266,1197,5694,0.4357,0.5543,0.7206
joie,1760-1770,1780-1789,3869,6610,5707,0.4355,0.2457,0.0249
which,1760-1770,1789-1802,563,3468,3862,0.4351,0.5978,0.9164
mépriser,1700-1710,1770-1780,104,798,5692,0.435,0.7205,0.3826
than,1740-1750,1789-1802,84,708,3009,0.4347,0.9706,0.9465
lut,1700-1710,1780-1789,662,1295,5700,0.4347,0.7256,0.9602
crurent,1740-1750,1780-1789,421,711,5669,0.4344,0.8432,0.5288
divise,1730-1740,1760-1770,134,1621,5674,0.434,0.9022,0.5932
convaincre,1720-1730,1750-1760,360,1154,5703,0.4336,0.5803,0.3148
ler,1710-1720,1740-1750,638,1464,5697,0.4333,0.286,0.6845
banque,1750-1760,1770-1780,1635,2245,5666,0.433,0.1491,0.2608
dettes,1710-1720,1750-1760,772,1864,5691,0.4329,0.7212,0.3942
poignard,1710-1720,1730-1740,128,255,5690,0.4326,0.3108,0.3001
qualité,1700-1710,1789-1802,2424,20745,5717,0.4326,0.9871,0.9915
employée,1710-1720,1770-1780,564,1247,5704,0.4314,0.9707,0.9763
antique,1700-1710,1740-1750,61,152,5693,0.4313,0.2077,0.535
ani,1720-1730,1760-1770,366,708,5686,0.4312,0.0432,0.7805
département,1710-1720,1789-1802,193,10184,5685,0.4312,0.9812,0.9221
concile,1700-1710,1720-1730,856,1741,5662,0.4311,0.7524,0.6508
cris,1730-1740,1770-1780,1536,3002,5707,0.4305,0.3975,0.1816
portent,1720-1730,1730-1740,1763,1379,5716,0.4304,0.221,0.3035
partout,1700-1710,1760-1770,535,2186,5702,0.4301,0.2855,0.5434
systême,1710-1720,1730-1740,435,317,5682,0.4301,0.9836,0.7287
tas,1700-1710,1710-1720,244,267,5689,0.4299,0.0817,0.3374
honoré,1710-1720,1789-1802,521,1274,5697,0.4298,0.5097,0.9267
première,1710-1720,1740-1750,1842,2693,5717,0.4296,0.309,0.6092
suc,1710-1720,1789-1802,435,1580,5684,0.4294,0.8541,0.465
edit,1710-1720,1730-1740,3360,2091,5696,0.4293,0.6056,0.9102
rivale,1720-1730,1789-1802,138,656,5677,0.4291,0.9427,0.9248
actions,1730-1740,1740-1750,2301,1461,5716,0.429,0.2635,0.2652
signes,1710-1720,1770-1780,112,704,5689,0.4286,0.2126,0.2718
bail,1700-1710,1730-1740,625,1097,5680,0.4282,0.4637,0.7816
immeubles,1730-1740,1789-1802,228,1155,5552,0.428,0.7096,0.7076
occupations,1750-1760,1770-1780,561,1047,5694,0.428,0.3203,0.0841
uin,1730-1740,1789-1802,145,1229,5645,0.4276,0.3928,0.9372
enlever,1700-1710,1710-1720,281,551,5699,0.4274,0.102,0.0687
autem,1730-1740,1770-1780,2560,2776,5669,0.4273,0.9345,0.8271
institution,1700-1710,1789-1802,52,1405,5675,0.4265,0.8978,0.8887
iui,1700-1710,1730-1740,246,199,5674,0.4263,0.6398,0.907
superbe,1710-1720,1760-1770,401,794,5703,0.4261,0.1698,0.1163
averti,1750-1760,1780-1789,509,844,5688,0.4259,0.0737,0.2028
physique,1730-1740,1789-1802,615,2803,5701,0.4253,0.9598,0.8218
circonstances,1710-1720,1740-1750,1044,2245,5717,0.4248,0.3276,0.3221
sûreté,1700-1710,1789-1802,290,3330,5696,0.4248,0.8861,0.7901
gouvernement,1700-1710,1789-1802,1390,28535,5710,0.4245,0.8566,0.9253
prouvé,1780-1789,1789-1802,2796,3067,5709,0.4238,0.4541,0.2166
alexandre,1730-1740,1789-1802,2026,1566,5707,0.4235,0.827,0.7882
corrompre,1710-1720,1789-1802,203,1013,5689,0.4234,0.8155,0.4897
héritiers,1710-1720,1750-1760,351,904,5684,0.4234,0.1782,0.2327
regarda,1710-1720,1730-1740,179,295,5668,0.4231,0.2398,0.2919
syndic,1710-1720,1789-1802,336,862,5678,0.4228,0.8343,0.8927
disoit,1710-1720,1730-1740,1248,2896,5705,0.4226,0.6607,0.0955
ert,1770-1780,1789-1802,763,912,5694,0.4225,0.3602,0.9249
délicat,1750-1760,1770-1780,802,1249,5699,0.4224,0.0435,0.0457
payant,1700-1710,1710-1720,314,562,5681,0.4219,0.6889,0.5816
agite,1710-1720,1770-1780,110,374,5678,0.4218,0.8267,0.6741
charité,1700-1710,1780-1789,946,3000,5701,0.4215,0.8352,0.9374
évident,1710-1720,1760-1770,367,1981,5698,0.4213,0.4828,0.6729
prisonniers,1730-1740,1740-1750,964,1679,5700,0.4211,0.2931,0.0468
arbitre,1700-1710,1740-1750,220,184,5686,0.4209,0.9651,0.9852
ornemens,1730-1740,1770-1780,575,852,5693,0.4205,0.789,0.0069
traite,1700-1710,1789-1802,909,3888,5714,0.4204,0.4064,0.6169
arriva,1720-1730,1730-1740,1393,2152,5705,0.4203,0.2981,0.5333
pardonner,1740-1750,1760-1770,521,724,5691,0.4195,0.1582,0.0253
crie,1710-1720,1730-1740,227,236,5694,0.4193,0.335,0.0347
charmant,1760-1770,1770-1780,808,1214,5688,0.419,0.0166,0.0333
rappelle,1700-1710,1760-1770,101,1314,5707,0.4184,0.9376,0.804
comtesse,1710-1720,1770-1780,382,2791,5670,0.4182,0.87,0.5795
savez,1720-1730,1789-1802,412,2468,5681,0.4181,0.6576,0.4634
isi,1740-1750,1789-1802,220,620,5654,0.4181,0.2038,0.8709
paroisses,1700-1710,1780-1789,313,1691,5646,0.418,0.9879,0.9696
dite,1740-1750,1760-1770,1113,1475,5707,0.4179,0.9607,0.9776
sureté,1700-1710,1789-1802,372,1992,5691,0.4174,0.9806,0.751
venez,1720-1730,1730-1740,559,1277,5694,0.4174,0.0942,0.061
instruire,1730-1740,1789-1802,691,1162,5706,0.4167,0.8221,0.124
brutus,1710-1720,1730-1740,343,1300,5668,0.4167,0.5918,0.7218
équivoque,1710-1720,1789-1802,110,677,5699,0.4164,0.3814,0.2739
provinces,1730-1740,1740-1750,6445,5052,5710,0.4162,0.604,0.6007
assurée,1700-1710,1789-1802,127,987,5676,0.4161,0.7196,0.4612
défendre,1730-1740,1740-1750,2813,2409,5710,0.416,0.2646,0.0952
porteurs,1710-1720,1789-1802,743,1188,5668,0.4155,0.7546,0.7101
richesse,1700-1710,1760-1770,101,2413,5702,0.4154,0.8987,0.7988
siège,1720-1730,1730-1740,340,524,5679,0.4153,0.0939,0.1186
deviennent,1730-1740,1760-1770,662,2428,5706,0.4152,0.2836,0.1437
luc,1700-1710,1770-1780,470,856,5681,0.4151,0.3748,0.9305
princesse,1700-1710,1750-1760,2411,1764,5707,0.4146,0.6838,0.6496
amendes,1710-1720,1730-1740,452,1257,5657,0.4145,0.7845,0.6885
ers,1730-1740,1789-1802,392,1235,5689,0.4141,0.2412,0.8991
cis,1710-1720,1789-1802,215,740,5629,0.4137,0.07,0.1798
productions,1710-1720,1789-1802,346,3398,5711,0.4136,0.795,0.833
illusion,1700-1710,1789-1802,58,996,5702,0.4134,0.245,0.526
réglemens,1710-1720,1730-1740,1273,570,5685,0.4133,0.8824,0.5859
franchise,1700-1710,1780-1789,84,1360,5686,0.4132,0.393,0.2234
vendre,1700-1710,1730-1740,1688,1843,5704,0.4129,0.1776,0.7371
reprend,1710-1720,1720-1730,242,172,5689,0.4118,0.0047,0.0345
tendres,1770-1780,1780-1789,1978,1986,5703,0.4114,0.4848,0.1471
paroissent,1760-1770,1789-1802,2225,1919,5702,0.4114,0.4633,0.0898
raisons,1700-1710,1720-1730,1754,2272,5715,0.4112,0.1379,0.5256
pars,1710-1720,1789-1802,287,871,5687,0.4111,0.6807,0.847
ile,1720-1730,1760-1770,770,1288,5706,0.4111,0.2981,0.8876
odeur,1750-1760,1770-1780,774,2522,5695,0.4104,0.4109,0.3501
conjuration,1710-1720,1730-1740,116,324,5665,0.4097,0.5705,0.434
fii,1740-1750,1750-1760,523,362,5662,0.4097,0.505,0.7938
oient,1720-1730,1730-1740,405,444,5686,0.4089,0.7865,0.7408
histoire,1720-1730,1730-1740,1830,4735,5723,0.4086,0.1356,0.4511
incessamment,1720-1730,1780-1789,179,594,5667,0.4085,0.9445,0.4082
signé,1720-1730,1789-1802,1293,3518,5694,0.4078,0.3707,0.9932
feu,1720-1730,1789-1802,8595,14778,5718,0.4076,0.5653,0.9027
pousse,1710-1720,1730-1740,360,411,5700,0.4073,0.2184,0.2624
henri,1740-1750,1789-1802,1668,4726,5699,0.4071,0.1802,0.1916
termes,1700-1710,1730-1740,2261,3115,5715,0.4067,0.5325,0.33
ple,1710-1720,1789-1802,312,1444,5679,0.4065,0.3059,0.5253
voie,1700-1710,1789-1802,413,3823,5712,0.4065,0.7324,0.8543
use,1700-1710,1720-1730,631,508,5708,0.4062,0.9327,0.7999
face,1700-1710,1770-1780,845,3727,5716,0.4062,0.678,0.8253
posé,1710-1720,1789-1802,348,901,5700,0.4056,0.5948,0.7074
exempt,1700-1710,1789-1802,149,949,5697,0.4051,0.1435,0.2104
froide,1780-1789,1789-1802,1720,1042,5703,0.4051,0.1661,0.1113
extrêmement,1720-1730,1730-1740,619,1626,5709,0.4048,0.2092,0.2677
marquise,1730-1740,1760-1770,843,1201,5649,0.4046,0.7823,0.4415
ministre,1720-1730,1789-1802,1102,13921,5711,0.4044,0.5225,0.7261
ent,1730-1740,1760-1770,1174,2435,5707,0.4042,0.0918,0.1636
midi,1740-1750,1780-1789,2312,4783,5695,0.404,0.8094,0.8063
mont,1730-1740,1789-1802,1612,2611,5705,0.404,0.5959,0.8664
aufli,1720-1730,1789-1802,1551,3180,5676,0.4035,0.852,0.9815
fols,1700-1710,1789-1802,193,728,5665,0.403,0.8056,0.9644
routes,1740-1750,1780-1789,3005,4333,5707,0.4029,0.9118,0.9573
attraits,1770-1780,1789-1802,673,519,5685,0.4028,0.4059,0.2049
chargés,1700-1710,1789-1802,130,3647,5701,0.4019,0.9222,0.8702
troupeau,1720-1730,1760-1770,210,783,5689,0.401,0.5649,0.2259
relations,1740-1750,1789-1802,1179,2242,5695,0.4009,0.9544,0.9011
élevée,1710-1720,1740-1750,274,590,5701,0.4007,0.1921,0.1515
rayon,1700-1710,1780-1789,79,1354,5662,0.4005,0.8673,0.8942
opinions,1710-1720,1770-1780,433,3663,5710,0.4004,0.5007,0.5462
terminer,1710-1720,1730-1740,332,777,5699,0.4002,0.2394,0.1683
français,1700-1710,1789-1802,223,12499,5701,0.4002,0.7697,0.6647
tente,1720-1730,1750-1760,292,501,5691,0.3997,0.2775,0.4797
uii,1730-1740,1789-1802,118,954,5672,0.3991,0.3697,0.8929
quarré,1740-1750,1789-1802,917,651,5677,0.3985,0.8216,0.5969
pir,1720-1730,1760-1770,419,396,5664,0.3976,0.1576,0.0032
its,1720-1730,1750-1760,1280,1289,5709,0.3975,0.7903,0.924
merveille,1720-1730,1789-1802,288,729,5694,0.3971,0.6547,0.6948
rarement,1700-1710,1750-1760,448,1426,5711,0.3967,0.2725,0.0936
trc,1700-1710,1740-1750,305,402,5643,0.3965,0.5087,0.9326
chaîne,1710-1720,1760-1770,175,1583,5696,0.3963,0.6966,0.5642
cite,1700-1710,1760-1770,795,996,5708,0.396,0.8765,0.9699
rempart,1700-1710,1710-1720,60,219,5669,0.3956,0.6004,0.6163
nil,1700-1710,1789-1802,387,2118,5688,0.3955,0.8316,0.8908
demeurant,1700-1710,1789-1802,188,971,5683,0.3952,0.8665,0.8541
juifs,1710-1720,1720-1730,972,875,5685,0.3949,0.223,0.593
utiles,1760-1770,1780-1789,3694,5720,5711,0.3949,0.4387,0.1773
amuser,1700-1710,1789-1802,72,347,5692,0.3947,0.8709,0.4682
ires,1730-1740,1750-1760,168,286,5680,0.3945,0.0918,0.7686
francois,1710-1720,1730-1740,766,727,5680,0.3943,0.7454,0.7448
noires,1730-1740,1780-1789,267,1097,5690,0.394,0.2902,0.5318
duché,1710-1720,1730-1740,321,1169,5673,0.3938,0.841,0.7618
atteinte,1710-1720,1789-1802,196,1316,5694,0.3935,0.9331,0.8324
fatal,1750-1760,1770-1780,752,1292,5708,0.3935,0.0258,0.0567
précis,1700-1710,1760-1770,146,1076,5701,0.3934,0.3418,0.7231
libres,1710-1720,1789-1802,436,5695,5706,0.3928,0.4748,0.545
poésie,1700-1710,1789-1802,82,1460,5689,0.3928,0.9226,0.6115
nue,1700-1710,1780-1789,238,1642,5705,0.3926,0.1637,0.6745
chagrin,1700-1710,1710-1720,890,693,5709,0.3924,0.3327,0.0656
laines,1760-1770,1770-1780,2007,1669,5668,0.3922,0.866,0.7729
supérieur,1700-1710,1770-1780,187,2893,5707,0.3919,0.5026,0.7033
prodigue,1700-1710,1720-1730,96,72,5688,0.3904,0.1211,0.4493
réelles,1710-1720,1760-1770,198,913,5687,0.3903,0.5328,0.5777
ation,1720-1730,1770-1780,228,801,5668,0.39,0.2318,0.6809
bel,1700-1710,1720-1730,1622,1288,5712,0.3894,0.9097,0.937
cri,1720-1730,1770-1780,709,2629,5706,0.3885,0.399,0.7359
chacune,1710-1720,1780-1789,2109,6272,5710,0.3879,0.7861,0.8364
créer,1720-1730,1780-1789,140,1093,5692,0.3878,0.2651,0.447
total,1730-1740,1789-1802,388,5364,5706,0.3875,0.2217,0.818
seigneur,1720-1730,1740-1750,7322,18420,5707,0.3874,0.5591,0.892
insensiblement,1700-1710,1780-1789,217,1469,5689,0.3872,0.8244,0.5153
regardant,1700-1710,1770-1780,368,1175,5699,0.3871,0.2145,0.4744
éclater,1740-1750,1760-1770,506,532,5689,0.3868,0.1276,0.2437
banquier,1710-1720,1730-1740,305,123,5663,0.3865,0.2571,0.1411
coumme,1720-1730,1789-1802,484,1874,5090,0.3861,0.2582,0.9402
voiles,1700-1710,1750-1760,794,537,5689,0.3855,0.7918,0.7435
payables,1710-1720,1720-1730,384,226,5557,0.3854,0.8087,0.8207
ari,1730-1740,1760-1770,167,338,5670,0.3854,0.0083,0.8143
bat,1700-1710,1740-1750,394,538,5696,0.3853,0.0887,0.7677
plantes,1700-1710,1740-1750,1151,1169,5703,0.3852,0.797,0.5462
but,1700-1710,1789-1802,1633,10408,5718,0.3846,0.9289,0.987
cettc,1700-1710,1710-1720,266,209,5518,0.3845,0.4885,0.9256
mesurer,1710-1720,1740-1750,207,367,5669,0.3835,0.6656,0.6178
arbre,1710-1720,1740-1750,845,2159,5703,0.3832,0.431,0.4447
église,1700-1710,1720-1730,65,877,5679,0.3828,0.9868,0.9438
concours,1700-1710,1789-1802,184,2060,5701,0.3827,0.4492,0.5575
trembler,1700-1710,1710-1720,195,212,5685,0.3825,0.2961,0.1891
ice,1720-1730,1789-1802,403,1683,5692,0.382,0.2543,0.9143
adresse,1700-1710,1789-1802,278,2836,5711,0.3816,0.3789,0.5352
fai,1710-1720,1780-1789,1915,4137,5702,0.3813,0.5858,0.8287
poitrine,1760-1770,1770-1780,1154,1292,5698,0.3812,0.332,0.5562
vigilance,1700-1710,1789-1802,179,914,5692,0.3812,0.6174,0.3063
tourne,1700-1710,1720-1730,410,638,5706,0.3811,0.0101,0.0617
nis,1720-1730,1780-1789,332,758,5667,0.3808,0.3336,0.8154
formée,1710-1720,1740-1750,312,803,5700,0.3807,0.3124,0.317
bnf,1720-1730,1789-1802,222,1583,5120,0.3804,0.943,0.9838
gentilshommes,1710-1720,1789-1802,329,765,5673,0.38,0.8174,0.497
tables,1710-1720,1789-1802,664,2065,5705,0.3799,0.6245,0.6044
nce,1700-1710,1720-1730,286,284,5672,0.3798,0.1443,0.7197
art,1710-1720,1750-1760,3335,8304,5719,0.3797,0.2936,0.2666
canaux,1710-1720,1789-1802,355,1829,5687,0.3795,0.3576,0.2008
directement,1710-1720,1789-1802,515,1802,5703,0.3793,0.2626,0.4614
ite,1730-1740,1789-1802,330,1609,5689,0.3791,0.2254,0.9235
jus,1700-1710,1789-1802,650,1922,5694,0.379,0.8287,0.9705
jolie,1710-1720,1730-1740,317,394,5693,0.3788,0.3012,0.1724
forcer,1710-1720,1789-1802,299,2383,5701,0.3785,0.4717,0.4385
dérober,1720-1730,1789-1802,178,749,5695,0.3784,0.7426,0.2376
dureté,1710-1720,1770-1780,239,1722,5696,0.3783,0.8965,0.4751
fortes,1700-1710,1710-1720,4115,4121,5716,0.378,0.2188,0.8602
remèdes,1710-1720,1740-1750,180,464,5673,0.3778,0.8586,0.6697
aisément,1710-1720,1730-1740,1019,1585,5709,0.3777,0.1893,0.1419
punir,1710-1720,1720-1730,629,663,5701,0.377,0.4467,0.1316
reçoivent,1710-1720,1720-1730,295,367,5696,0.3769,0.0608,0.2951
ministres,1710-1720,1720-1730,1385,940,5698,0.3767,0.8307,0.6105
dela,1720-1730,1780-1789,1510,2474,5700,0.3759,0.0469,0.5875
base,1700-1710,1789-1802,132,4876,5709,0.3755,0.9639,0.9287
musique,1720-1730,1770-1780,512,4227,5711,0.3755,0.4341,0.4184
nation,1730-1740,1789-1802,4211,35587,5718,0.3752,0.8729,0.9345
rival,1770-1780,1789-1802,1745,1179,5693,0.3751,0.0085,0.0028
rhin,1710-1720,1789-1802,202,2676,5680,0.3748,0.8413,0.8088
traître,1730-1740,1789-1802,361,814,5682,0.3746,0.0612,0.0829
décide,1700-1710,1720-1730,92,156,5694,0.3745,0.0903,0.4066
céleste,1720-1730,1740-1750,156,259,5676,0.3745,0.0905,0.1937
tent,1710-1720,1789-1802,418,1236,5692,0.3743,0.1139,0.3822
ducats,1700-1710,1740-1750,564,868,5633,0.3739,0.9389,0.9283
ille,1730-1740,1740-1750,1556,1507,5702,0.3736,0.6151,0.8645
descente,1710-1720,1789-1802,254,580,5684,0.3732,0.1905,0.5422
rit,1720-1730,1730-1740,436,580,5705,0.3731,0.0065,0.225
public,1700-1710,1789-1802,2256,24523,5717,0.3726,0.9585,0.921
baux,1700-1710,1789-1802,226,1233,5562,0.3724,0.9353,0.9477
ire,1700-1710,1730-1740,1334,916,5703,0.3722,0.2618,0.3988
lun,1700-1710,1730-1740,160,157,5633,0.372,0.5629,0.7688
ini,1730-1740,1789-1802,285,1470,5679,0.3717,0.3872,0.9023
hollande,1720-1730,1740-1750,1665,2520,5693,0.3715,0.6783,0.9312
joint,1700-1710,1789-1802,696,2924,5713,0.3707,0.6043,0.711
vignes,1700-1710,1740-1750,537,549,5681,0.3704,0.868,0.8725
messieurs,1720-1730,1730-1740,1111,1868,5698,0.3702,0.5889,0.7001
hoc,1730-1740,1770-1780,3596,4122,5692,0.3699,0.8823,0.8221
afrique,1700-1710,1740-1750,236,463,5688,0.3698,0.8762,0.6482
pus,1700-1710,1740-1750,322,1430,5688,0.3695,0.7082,0.8115
iin,1750-1760,1789-1802,212,1247,5674,0.3693,0.2738,0.9072
fortunes,1710-1720,1770-1780,226,1138,5685,0.3692,0.7672,0.7798
doigt,1760-1770,1789-1802,1193,653,5692,0.3692,0.6298,0.4984
poëme,1710-1720,1789-1802,1184,585,5691,0.3689,0.9976,0.8863
fournis,1700-1710,1710-1720,140,267,5698,0.3686,0.0825,0.3453
marquée,1700-1710,1780-1789,237,1113,5701,0.3685,0.5612,0.6985
ainli,1700-1710,1789-1802,606,930,5680,0.3682,0.156,0.8461
corruption,1700-1710,1789-1802,295,2417,5703,0.3677,0.7032,0.3385
remarquables,1700-1710,1710-1720,97,198,5693,0.3676,0.9791,0.9673
frere,1710-1720,1720-1730,1220,2473,5697,0.3675,0.7543,0.6224
instruction,1740-1750,1770-1780,221,650,5701,0.3671,0.5075,0.5158
marcs,1700-1710,1780-1789,399,952,5603,0.3667,0.8178,0.9811
cherchant,1720-1730,1760-1770,147,470,5699,0.3666,0.3062,0.1825
effroi,1770-1780,1780-1789,621,717,5693,0.3664,0.5518,0.0329
vulgaire,1710-1720,1750-1760,238,771,5690,0.3664,0.1619,0.2504
temple,1730-1740,1750-1760,3239,2561,5712,0.3662,0.1918,0.3125
police,1700-1710,1710-1720,654,6718,5699,0.366,0.9678,0.4696
dépendance,1710-1720,1720-1730,422,302,5689,0.365,0.6689,0.5391
embrasse,1710-1720,1740-1750,114,236,5693,0.365,0.1061,0.3154
augustin,1780-1789,1789-1802,422,594,5668,0.3648,0.1302,0.3499
expose,1700-1710,1720-1730,149,194,5712,0.3646,0.2268,0.2184
gai,1700-1710,1710-1720,165,139,5688,0.364,0.7256,0.4251
colère,1710-1720,1780-1789,662,2416,5698,0.3632,0.2678,0.0928
nouveauté,1710-1720,1720-1730,292,366,5697,0.3629,0.0727,0.1805
envoie,1700-1710,1780-1789,280,1784,5688,0.3629,0.4317,0.714
alimens,1740-1750,1760-1770,617,851,5669,0.3628,0.6855,0.3413
pêche,1730-1740,1760-1770,533,4835,5688,0.3625,0.927,0.6939
cii,1720-1730,1789-1802,644,2393,5667,0.3625,0.3238,0.955
marié,1700-1710,1770-1780,235,653,5682,0.3621,0.3089,0.2915
provision,1720-1730,1789-1802,682,601,5694,0.3618,0.2575,0.6261
int,1700-1710,1710-1720,824,297,5681,0.3613,0.6623,0.9842
écu,1700-1710,1789-1802,485,713,5673,0.3612,0.8078,0.8549
posséder,1720-1730,1740-1750,98,308,5694,0.3611,0.033,0.2097
rayons,1720-1730,1760-1770,363,2185,5700,0.3611,0.4626,0.5096
écrivoit,1710-1720,1789-1802,124,704,5677,0.3607,0.6771,0.6533
pere,1710-1720,1720-1730,4719,6261,5709,0.3602,0.6656,0.3963
modèle,1700-1710,1789-1802,88,2421,5697,0.36,0.2934,0.3148
découvre,1740-1750,1760-1770,989,1263,5705,0.36,0.3135,0.4303
méprise,1700-1710,1730-1740,124,455,5697,0.3596,0.5378,0.0776
courte,1700-1710,1750-1760,374,899,5701,0.3594,0.2779,0.1546
appel,1700-1710,1789-1802,359,1124,5700,0.3592,0.5046,0.8264
intime,1720-1730,1789-1802,173,1220,5694,0.3591,0.5346,0.5587
blesse,1710-1720,1730-1740,178,299,5685,0.359,0.0428,0.0724
tenoient,1740-1750,1780-1789,552,1486,5688,0.3583,0.7022,0.1263
considéré,1710-1720,1750-1760,136,568,5693,0.3581,0.5383,0.4561
misère,1700-1710,1789-1802,104,2912,5676,0.358,0.8932,0.6455
ceur,1710-1720,1770-1780,181,753,5644,0.3573,0.4344,0.8417
procurer,1710-1720,1740-1750,851,2158,5710,0.3572,0.4895,0.5466
portés,1710-1720,1720-1730,201,177,5694,0.3565,0.4638,0.4244
communément,1710-1720,1770-1780,261,3132,5699,0.3561,0.524,0.7028
aimable,1770-1780,1789-1802,2946,3390,5703,0.3555,0.0766,0.0792
hauteur,1730-1740,1789-1802,1931,4540,5707,0.3555,0.7566,0.582
rose,1700-1710,1770-1780,275,2448,5695,0.3548,0.1048,0.3561
établie,1720-1730,1760-1770,704,2398,5705,0.3548,0.1671,0.4596
eté,1710-1720,1770-1780,521,1548,5688,0.3544,0.9782,0.939
accès,1700-1710,1770-1780,89,1008,5697,0.3539,0.2846,0.696
combattre,1710-1720,1730-1740,601,1712,5707,0.3535,0.7632,0.3091
dir,1710-1720,1770-1780,337,1000,5689,0.3533,0.0972,0.0231
piece,1720-1730,1730-1740,1338,2347,5712,0.3532,0.5007,0.7704
laissez,1700-1710,1710-1720,621,765,5689,0.3528,0.0928,0.3307
roman,1720-1730,1730-1740,327,787,5701,0.3527,0.9314,0.9354
rendu,1710-1720,1740-1750,2315,3802,5717,0.3524,0.5875,0.4845
redouter,1700-1710,1789-1802,65,1181,5681,0.3517,0.7042,0.6329
onces,1740-1750,1760-1770,1456,6465,5667,0.3516,0.9566,0.9392
pinte,1700-1710,1789-1802,297,680,5556,0.3515,0.8675,0.9899
mortels,1740-1750,1770-1780,729,1887,5700,0.3513,0.3184,0.1567
lac,1720-1730,1760-1770,921,1756,5692,0.3509,0.1218,0.4758
globe,1700-1710,1770-1780,109,2874,5691,0.3507,0.9402,0.8968
rre,1700-1710,1720-1730,274,370,5665,0.3505,0.3832,0.8362
ily,1740-1750,1760-1770,307,520,5677,0.3505,0.2613,0.8383
sacs,1720-1730,1750-1760,289,251,5636,0.3502,0.9982,0.9881
laissé,1730-1740,1740-1750,1845,1460,5712,0.3498,0.1304,0.2529
remet,1720-1730,1740-1750,624,437,5690,0.3494,0.5079,0.7567
draps,1720-1730,1760-1770,892,2205,5666,0.3493,0.6482,0.6071
journal,1720-1730,1780-1789,561,3336,5703,0.349,0.5323,0.7195
manifeste,1700-1710,1789-1802,199,1330,5703,0.3489,0.5186,0.6007
ordonnons,1710-1720,1780-1789,920,581,5420,0.3488,0.9943,0.8616
rétablissement,1700-1710,1789-1802,149,1324,5671,0.3484,0.9264,0.6704
croire,1710-1720,1750-1760,2758,6780,5716,0.3483,0.6287,0.3694
fleuves,1780-1789,1789-1802,1319,680,5686,0.3482,0.7626,0.0434
horrible,1700-1710,1750-1760,259,742,5708,0.3481,0.1913,0.2101
taureau,1700-1710,1789-1802,88,620,5686,0.348,0.4799,0.5996
dil,1730-1740,1770-1780,191,524,5661,0.3478,0.2459,0.0752
académie,1710-1720,1760-1770,75,714,5703,0.3477,0.6326,0.6965
feuille,1710-1720,1730-1740,424,478,5698,0.3476,0.961,0.8195
cheval,1710-1720,1770-1780,2606,6559,5708,0.3475,0.4258,0.4545
herbe,1720-1730,1789-1802,474,382,5689,0.347,0.8975,0.8166
ilt,1760-1770,1789-1802,245,926,5575,0.3469,0.1149,0.8943
fuir,1700-1710,1720-1730,789,785,5710,0.3466,0.2801,0.7131
css,1730-1740,1789-1802,112,518,5235,0.3464,0.332,0.9447
voyons,1750-1760,1789-1802,2367,3369,5714,0.3459,0.2246,0.167
rejette,1700-1710,1730-1740,153,271,5698,0.3457,0.0256,0.0543
disoient,1740-1750,1789-1802,540,887,5691,0.3456,0.7617,0.1782
étrangeres,1720-1730,1789-1802,267,922,5661,0.3453,0.8296,0.5084
iln,1720-1730,1789-1802,82,394,5675,0.3452,0.4246,0.543
finances,1700-1710,1789-1802,566,12582,5696,0.3447,0.8879,0.9073
excepte,1700-1710,1710-1720,103,216,5696,0.3445,0.7571,0.5678
retirer,1720-1730,1750-1760,1648,2642,5709,0.3445,0.3855,0.4621
demandez,1750-1760,1770-1780,535,914,5689,0.3444,0.1664,0.1982
termine,1710-1720,1720-1730,183,218,5698,0.3441,0.5331,0.6651
quii,1730-1740,1789-1802,158,989,5639,0.344,0.3784,0.8568
semences,1710-1720,1780-1789,186,1677,5664,0.3438,0.7595,0.6781
aprs,1730-1740,1760-1770,141,185,2892,0.3428,0.1901,0.7424
flandre,1700-1710,1789-1802,874,1578,5670,0.3428,0.5719,0.9015
politiques,1730-1740,1789-1802,379,5531,5693,0.3421,0.8595,0.8042
quelles,1700-1710,1710-1720,1073,1310,5712,0.3419,0.1565,0.3586
médecin,1720-1730,1750-1760,581,1302,5703,0.3418,0.8487,0.7997
quarts,1760-1770,1789-1802,3477,2236,5690,0.3417,0.915,0.9431
sot,1710-1720,1740-1750,355,439,5688,0.341,0.6055,0.2818
faux,1710-1720,1770-1780,1762,6453,5714,0.3408,0.2183,0.0797
revêtu,1720-1730,1730-1740,239,411,5685,0.3406,0.2414,0.379
négociation,1700-1710,1740-1750,220,965,5691,0.3403,0.6812,0.7467
infailliblement,1710-1720,1789-1802,192,695,5684,0.34,0.8471,0.2714
immense,1700-1710,1770-1780,83,1970,5699,0.3399,0.4738,0.7275
verra,1700-1710,1730-1740,953,1132,5711,0.3396,0.4243,0.5783
zoo,1700-1710,1780-1789,695,987,5611,0.3389,0.6771,0.9948
plomb,1700-1710,1730-1740,410,2385,5690,0.3388,0.8551,0.8815
hâte,1700-1710,1720-1730,98,204,5681,0.3385,0.7582,0.7906
iit,1710-1720,1789-1802,260,1814,5676,0.3382,0.2436,0.9411
particulière,1720-1730,1730-1740,374,582,5713,0.338,0.213,0.256
