word,period1,period2,occ1,occ2,degree,score_word2vec,score_camembert,score_dalembert
images,1710-1720,1720-1730,645,1355,5705,0.6675,0.6535,0.7547
fau,1700-1710,1789-1802,322,859,5690,0.6674,0.5711,0.4884
comique,1710-1720,1770-1780,285,2399,5690,0.6674,0.645,0.6544
égal,1720-1730,1750-1760,630,1506,5708,0.6673,0.6293,0.2483
gar,1710-1720,1780-1789,258,953,5679,0.6672,0.0307,0.222
plaisant,1770-1780,1789-1802,1051,660,5687,0.667,0.0261,0.005
méchans,1740-1750,1750-1760,255,610,5677,0.6669,0.179,0.1466
informé,1750-1760,1780-1789,729,1255,5690,0.6664,0.1425,0.2005
ess,1720-1730,1789-1802,231,548,5651,0.6661,0.2907,0.203
honorer,1700-1710,1730-1740,109,264,5695,0.666,0.1003,0.1476
scr,1730-1740,1740-1750,134,218,5604,0.6658,0.0597,0.7976
soutiennent,1700-1710,1720-1730,123,242,5689,0.6656,0.6159,0.83
vil,1700-1710,1789-1802,554,2824,5711,0.6651,0.8036,0.6041
camp,1720-1730,1789-1802,2084,5683,5700,0.6646,0.4302,0.672
pures,1780-1789,1789-1802,789,922,5693,0.6645,0.311,0.0425
this,1750-1760,1789-1802,1570,2953,4927,0.6635,0.7025,0.9274
projets,1760-1770,1789-1802,1859,5887,5703,0.6632,0.0869,0.1188
vol,1720-1730,1770-1780,3778,3130,5720,0.663,0.3341,0.9022
acquitter,1700-1710,1720-1730,100,127,5690,0.6627,0.7952,0.537
liv,1700-1710,1730-1740,4615,7167,5711,0.6624,0.8994,0.9619
connoît,1700-1710,1789-1802,378,1586,5696,0.6622,0.8944,0.6327
sinon,1700-1710,1789-1802,571,1269,5696,0.6621,0.4291,0.7828
meilleure,1710-1720,1750-1760,979,2024,5709,0.662,0.3027,0.3593
marquis,1720-1730,1750-1760,3198,4433,5701,0.6618,0.9321,0.883
parole,1710-1720,1750-1760,2051,3348,5713,0.6611,0.0944,0.0587
innocence,1740-1750,1789-1802,493,995,5703,0.6611,0.7932,0.1948
eurs,1710-1720,1730-1740,449,480,5680,0.6609,0.3173,0.8138
exercent,1770-1780,1780-1789,569,596,5687,0.6607,0.08,0.0386
religieux,1700-1710,1789-1802,591,3418,5704,0.6605,0.7731,0.8006
talents,1710-1720,1730-1740,201,272,5675,0.6603,0.7491,0.7332
lies,1730-1740,1789-1802,194,780,5690,0.6599,0.3124,0.8148
aut,1710-1720,1770-1780,2033,6745,5702,0.6597,0.7302,0.836
jusques,1740-1750,1780-1789,3774,8759,5710,0.6591,0.7202,0.4931
régence,1710-1720,1730-1740,626,276,5602,0.659,0.9793,0.9819
andré,1700-1710,1780-1789,559,1474,5687,0.6589,0.0808,0.4881
choisi,1760-1770,1780-1789,1194,2187,5706,0.6587,0.0232,0.045
clef,1710-1720,1770-1780,274,987,5693,0.6582,0.2294,0.1457
exacte,1720-1730,1780-1789,285,1286,5704,0.6576,0.4922,0.6334
vraisemblable,1700-1710,1750-1760,91,723,5699,0.6569,0.858,0.7108
recouvrer,1700-1710,1730-1740,127,383,5683,0.6568,0.6541,0.1877
provence,1760-1770,1770-1780,1674,2607,5684,0.6567,0.509,0.5985
destination,1700-1710,1710-1720,240,192,5681,0.6566,0.8054,0.8913
chinois,1700-1710,1789-1802,102,1383,5682,0.6564,0.3352,0.6142
dut,1700-1710,1780-1789,229,1886,5699,0.6562,0.855,0.9347
question,1700-1710,1740-1750,1431,4439,5717,0.656,0.4042,0.2981
personnage,1730-1740,1789-1802,471,1134,5703,0.6559,0.1596,0.3517
soupçonner,1700-1710,1740-1750,162,470,5693,0.6556,0.7987,0.2385
garant,1700-1710,1789-1802,257,861,5674,0.6555,0.8365,0.9534
créatures,1750-1760,1770-1780,789,894,5679,0.6555,0.2651,0.08
consulter,1730-1740,1789-1802,273,1231,5698,0.6554,0.0318,0.0432
aille,1720-1730,1789-1802,214,552,5704,0.6552,0.3749,0.2303
quod,1720-1730,1740-1750,5359,5242,5699,0.655,0.9014,0.7899
iil,1730-1740,1789-1802,495,1760,5680,0.6549,0.3298,0.8792
ouvrir,1780-1789,1789-1802,2438,1959,5714,0.6546,0.071,0.0991
attend,1700-1710,1710-1720,298,278,5712,0.6544,0.0342,0.1444
disciples,1710-1720,1730-1740,399,686,5684,0.6544,0.1285,0.4835
dei,1700-1710,1730-1740,746,3455,5704,0.6543,0.9762,0.9875
parlent,1740-1750,1780-1789,826,1718,5708,0.6542,0.0819,0.0685
out,1740-1750,1789-1802,504,1932,5708,0.6541,0.0348,0.7021
crier,1710-1720,1730-1740,432,405,5697,0.6533,0.0476,0.0311
vaste,1750-1760,1770-1780,1121,2773,5710,0.6532,0.2067,0.1236
prévenu,1710-1720,1730-1740,220,490,5702,0.6531,0.0064,0.0274
probité,1750-1760,1760-1770,1171,1163,5692,0.653,0.7352,0.0322
dits,1740-1750,1789-1802,1163,2978,5684,0.653,0.9677,0.9795
claire,1710-1720,1789-1802,677,2050,5704,0.6527,0.9464,0.8278
upon,1700-1710,1750-1760,895,846,3454,0.6526,0.9944,0.9724
priver,1710-1720,1740-1750,237,480,5695,0.6524,0.3478,0.2471
plis,1730-1740,1789-1802,237,1856,5684,0.6517,0.275,0.5959
berceau,1710-1720,1760-1770,126,684,5689,0.6516,0.6259,0.3945
ave,1710-1720,1730-1740,236,390,5684,0.6514,0.3185,0.664
bordeaux,1700-1710,1720-1730,1072,606,5686,0.6513,0.633,0.8317
nes,1710-1720,1780-1789,884,2894,5700,0.6512,0.1453,0.5144
bois,1710-1720,1740-1750,6717,10738,5714,0.6511,0.2718,0.6206
til,1710-1720,1770-1780,254,1026,5665,0.6509,0.612,0.9737
joseph,1730-1740,1740-1750,559,867,5703,0.65,0.4414,0.5245
infinie,1750-1760,1789-1802,512,548,5689,0.6499,0.1526,0.1606
puits,1710-1720,1770-1780,327,2743,5677,0.6497,0.5555,0.4369
office,1710-1720,1750-1760,960,501,5710,0.649,0.4908,0.6057
entendu,1750-1760,1760-1770,2149,2930,5714,0.6488,0.0189,0.0494
sire,1700-1710,1710-1720,797,952,5691,0.6482,0.7148,0.9217
pais,1750-1760,1789-1802,2173,1016,5687,0.6477,0.6948,0.7255
accueil,1720-1730,1750-1760,99,172,5687,0.6474,0.1514,0.2935
françoise,1700-1710,1789-1802,220,2701,5703,0.6471,0.9766,0.7675
oii,1700-1710,1760-1770,397,615,5687,0.647,0.6595,0.979
soins,1760-1770,1780-1789,1556,2376,5693,0.6469,0.1101,0.1864
user,1710-1720,1730-1740,695,602,5701,0.6467,0.4976,0.5537
république,1710-1720,1789-1802,1392,17936,5712,0.6463,0.8927,0.9322
entendez,1710-1720,1780-1789,127,533,5673,0.6462,0.5565,0.4345
lec,1760-1770,1789-1802,547,1179,5669,0.6461,0.1411,0.7695
bles,1720-1730,1789-1802,592,1743,5690,0.646,0.3043,0.424
éclat,1750-1760,1780-1789,1114,2162,5714,0.6458,0.277,0.0589
mines,1710-1720,1770-1780,846,8390,5697,0.6452,0.9297,0.8778
craignez,1760-1770,1770-1780,765,1047,5686,0.645,0.5312,0.2083
rei,1740-1750,1789-1802,736,713,5685,0.6448,0.6308,0.8419
angle,1700-1710,1770-1780,88,1132,5666,0.6445,0.9834,0.9895
rends,1700-1710,1720-1730,211,219,5686,0.6444,0.4421,0.632
déterminer,1730-1740,1760-1770,724,2054,5710,0.6443,0.6579,0.4063
turcs,1710-1720,1740-1750,314,1195,5678,0.6442,0.7614,0.757
tem,1710-1720,1789-1802,325,718,5688,0.6441,0.5269,0.5711
frappé,1770-1780,1789-1802,1902,2188,5708,0.644,0.0105,0.0398
have,1770-1780,1789-1802,2097,2470,4627,0.6438,0.8616,0.7574
indifférence,1730-1740,1789-1802,304,779,5692,0.6436,0.7753,0.3508
accompagne,1700-1710,1720-1730,85,147,5702,0.6417,0.079,0.2106
duc,1710-1720,1770-1780,10927,11399,5712,0.6416,0.9938,0.8977
reçoit,1720-1730,1770-1780,917,3423,5712,0.6414,0.1573,0.2816
risques,1700-1710,1740-1750,97,339,5682,0.6412,0.6804,0.6124
present,1730-1740,1789-1802,2784,738,5712,0.641,0.9758,0.958
dispenser,1750-1760,1760-1770,978,1165,5700,0.641,0.7645,0.7416
tons,1750-1760,1789-1802,1212,2133,5707,0.6407,0.8896,0.9178
rare,1730-1740,1789-1802,1372,3681,5714,0.6405,0.2359,0.0896
glaces,1710-1720,1750-1760,532,339,5678,0.6404,0.9587,0.7663
généreux,1730-1740,1780-1789,867,3068,5698,0.6398,0.1493,0.0407
gardez,1700-1710,1710-1720,250,488,5690,0.6396,0.0373,0.1555
emporté,1710-1720,1770-1780,313,893,5702,0.6395,0.0488,0.0036
basses,1770-1780,1780-1789,857,768,5687,0.6384,0.0914,0.0402
rin,1700-1710,1710-1720,247,277,5644,0.6381,0.3134,0.9281
profonds,1770-1780,1780-1789,780,771,5682,0.6379,0.2116,0.0324
noit,1710-1720,1740-1750,192,568,5674,0.6379,0.6937,0.6684
noi,1730-1740,1789-1802,185,859,5665,0.6377,0.1961,0.7581
explication,1720-1730,1780-1789,446,1938,5705,0.6374,0.0283,0.2766
arts,1760-1770,1770-1780,6091,9628,5719,0.6372,0.3008,0.1533
marin,1710-1720,1770-1780,394,2027,5685,0.6371,0.2118,0.7058
trompée,1780-1789,1789-1802,582,619,5663,0.6368,0.4461,0.0224
particulièrement,1710-1720,1730-1740,306,309,5707,0.6367,0.5989,0.4121
tri,1710-1720,1789-1802,349,1511,5687,0.6358,0.0061,0.7531
religieuses,1700-1710,1789-1802,379,1586,5670,0.6357,0.9933,0.9596
ment,1710-1720,1780-1789,4633,23122,5716,0.6354,0.4878,0.6487
suprême,1720-1730,1730-1740,400,660,5705,0.6353,0.0365,0.0667
vir,1710-1720,1740-1750,365,693,5686,0.6352,0.018,0.2078
det,1700-1710,1770-1780,328,874,5684,0.6348,0.6444,0.9134
pose,1700-1710,1789-1802,485,955,5699,0.6347,0.8376,0.8467
village,1710-1720,1720-1730,1112,1331,5701,0.6344,0.5813,0.2172
innocente,1750-1760,1789-1802,381,668,5677,0.6343,0.7181,0.0695
nne,1730-1740,1789-1802,153,826,5673,0.6342,0.4922,0.8508
domine,1700-1710,1780-1789,140,857,5700,0.6341,0.882,0.9315
ance,1720-1730,1760-1770,318,384,5673,0.634,0.5084,0.8984
meme,1710-1720,1770-1780,1472,2830,5699,0.6338,0.4643,0.5776
héros,1730-1740,1740-1750,1612,1549,5713,0.6335,0.0866,0.1153
him,1700-1710,1740-1750,773,52,4595,0.6334,0.8794,0.8721
champagne,1730-1740,1760-1770,997,1017,5679,0.6333,0.6574,0.9771
talens,1720-1730,1789-1802,646,5865,5703,0.633,0.6061,0.871
pari,1710-1720,1740-1750,260,365,5684,0.6322,0.0135,0.2949
michel,1770-1780,1789-1802,1908,1463,5693,0.632,0.2158,0.5961
achever,1760-1770,1780-1789,775,1064,5699,0.6318,0.786,0.1364
entreprise,1740-1750,1750-1760,1981,1541,5704,0.6315,0.0934,0.0912
vaincre,1730-1740,1780-1789,1075,2213,5706,0.6315,0.3193,0.0633
ieu,1730-1740,1770-1780,167,293,5663,0.6314,0.1747,0.1334
ier,1730-1740,1789-1802,300,3556,5697,0.6307,0.3589,0.9032
citoyens,1720-1730,1730-1740,722,2767,5706,0.6304,0.5812,0.5436
tir,1700-1710,1730-1740,1038,707,5692,0.6303,0.5252,0.9662
presse,1700-1710,1789-1802,260,2248,5699,0.6299,0.7674,0.9424
pouce,1730-1740,1740-1750,271,1981,5675,0.6298,0.9959,0.9975
eti,1700-1710,1740-1750,494,260,5677,0.6296,0.7648,0.9651
ventes,1730-1740,1760-1770,1108,1805,5673,0.6294,0.6809,0.6857
rendoient,1750-1760,1760-1770,458,579,5688,0.6292,0.6958,0.1467
nommé,1720-1730,1750-1760,2041,3441,5715,0.629,0.0443,0.2245
pri,1710-1720,1789-1802,613,3033,5687,0.6289,0.0055,0.5907
éprouver,1710-1720,1720-1730,162,141,5703,0.6283,0.0301,0.1126
fermiers,1780-1789,1789-1802,2280,2440,5677,0.6283,0.3259,0.0761
certains,1710-1720,1789-1802,1449,4147,5713,0.6281,0.0877,0.3355
revoir,1720-1730,1740-1750,361,1088,5701,0.628,0.4169,0.2179
inter,1700-1710,1780-1789,815,1867,5704,0.628,0.1887,0.875
terme,1710-1720,1789-1802,2191,6158,5714,0.6274,0.96,0.9779
aui,1730-1740,1789-1802,240,1288,5681,0.6273,0.5592,0.9434
malheur,1760-1770,1789-1802,4834,7952,5715,0.627,0.196,0.0503
pensions,1760-1770,1789-1802,476,3410,5681,0.6269,0.1011,0.2828
disputer,1770-1780,1789-1802,1158,802,5699,0.6266,0.0213,0.0263
heureuses,1760-1770,1789-1802,526,889,5696,0.6266,0.4955,0.0521
émotion,1700-1710,1710-1720,105,90,5683,0.6263,0.2549,0.3911
éleve,1720-1730,1789-1802,132,377,5685,0.6256,0.7076,0.5665
comédiens,1720-1730,1789-1802,83,639,5675,0.6255,0.5478,0.7439
you,1740-1750,1789-1802,333,1504,5323,0.6252,0.7662,0.8707
grosse,1720-1730,1760-1770,688,2241,5699,0.625,0.3274,0.5381
satisfaire,1720-1730,1770-1780,718,2816,5714,0.6244,0.6034,0.3855
lon,1720-1730,1760-1770,1320,3146,5692,0.6241,0.3759,0.5036
défend,1720-1730,1750-1760,418,1112,5704,0.624,0.1118,0.1078
dif,1720-1730,1740-1750,728,1519,5689,0.6239,0.5625,0.0733
ante,1730-1740,1760-1770,1104,629,5696,0.6238,0.9586,0.9605
cabinet,1770-1780,1789-1802,2881,3504,5709,0.6237,0.0081,0.0665
ori,1730-1740,1789-1802,155,572,5686,0.6233,0.0839,0.8342
mérite,1770-1780,1789-1802,11227,8929,5715,0.6231,0.1086,0.0676
craint,1730-1740,1780-1789,1038,3418,5709,0.623,0.3568,0.2211
cordes,1740-1750,1760-1770,915,1534,5692,0.6226,0.4199,0.5043
tirées,1750-1760,1760-1770,808,1170,5699,0.6225,0.3532,0.3844
court,1700-1710,1740-1750,2448,3969,5715,0.6223,0.6678,0.953
vienne,1720-1730,1750-1760,1246,2455,5708,0.6221,0.2872,0.2202
privilège,1700-1710,1789-1802,220,1602,5697,0.6219,0.4732,0.5761
librement,1700-1710,1789-1802,362,1701,5699,0.6218,0.2435,0.2672
hambourg,1720-1730,1730-1740,929,166,5647,0.6214,0.9966,0.931
empêche,1710-1720,1789-1802,396,975,5708,0.6213,0.4142,0.4134
monte,1700-1710,1740-1750,2968,1210,5704,0.6211,0.9844,0.9991
pierre,1700-1710,1789-1802,3399,10253,5716,0.621,0.027,0.1194
supposition,1700-1710,1710-1720,124,133,5699,0.6209,0.1479,0.1291
ect,1710-1720,1789-1802,124,678,5588,0.6207,0.3591,0.9484
mnme,1710-1720,1740-1750,212,558,4146,0.6206,0.6023,0.9114
distingué,1720-1730,1730-1740,206,451,5699,0.6199,0.0746,0.0706
pouvez,1700-1710,1710-1720,983,896,5708,0.6195,0.3004,0.6259
profiter,1740-1750,1750-1760,1232,1599,5706,0.6194,0.305,0.2613
fir,1710-1720,1740-1750,256,1211,5621,0.619,0.2037,0.873
trou,1730-1740,1760-1770,2071,4917,5702,0.6189,0.5932,0.7812
domaines,1730-1740,1789-1802,1137,4582,5679,0.6186,0.5501,0.942
ein,1730-1740,1750-1760,209,256,5667,0.6185,0.1144,0.7871
député,1730-1740,1789-1802,518,5341,5676,0.6179,0.8473,0.7757
tle,1710-1720,1750-1760,128,323,5684,0.6178,0.1456,0.6451
félicité,1730-1740,1789-1802,563,2011,5699,0.6176,0.7944,0.2828
valent,1700-1710,1730-1740,15322,360,5700,0.6171,0.9978,0.9947
ombres,1750-1760,1780-1789,692,1143,5695,0.6167,0.6843,0.473
arlequin,1710-1720,1750-1760,1213,1406,5643,0.6163,0.1436,0.4532
oreilles,1730-1740,1770-1780,669,2150,5708,0.6161,0.37,0.2983
char,1710-1720,1789-1802,1120,2249,5710,0.6159,0.0542,0.121
enseigner,1700-1710,1710-1720,136,132,5686,0.6153,0.0109,0.0482
reine,1710-1720,1760-1770,2967,5266,5707,0.6152,0.8386,0.6023
continuation,1700-1710,1760-1770,258,938,5704,0.615,0.2176,0.6514
uni,1730-1740,1789-1802,1020,3162,5709,0.6149,0.0576,0.1592
triomphe,1720-1730,1789-1802,672,3125,5704,0.6148,0.2489,0.3344
compare,1710-1720,1730-1740,241,327,5706,0.6146,0.1192,0.0945
connoissance,1710-1720,1750-1760,3804,7242,5709,0.6145,0.9187,0.3838
dispute,1700-1710,1750-1760,266,729,5700,0.6143,0.0539,0.0486
écrite,1700-1710,1750-1760,468,845,5702,0.6142,0.3623,0.4313
punition,1730-1740,1780-1789,926,1828,5697,0.6139,0.2893,0.1583
extérieur,1700-1710,1760-1770,102,1412,5693,0.6139,0.8612,0.7266
poi,1730-1740,1789-1802,559,1172,5678,0.6137,0.0565,0.5062
vaches,1710-1720,1730-1740,395,254,5651,0.6136,0.9301,0.715
criminels,1770-1780,1789-1802,1039,1398,5685,0.6136,0.0942,0.0301
traverser,1700-1710,1710-1720,111,185,5675,0.6135,0.1419,0.0845
aire,1710-1720,1740-1750,297,517,5693,0.6131,0.0043,0.8605
fiit,1710-1720,1720-1730,178,311,5642,0.613,0.5208,0.7686
aix,1700-1710,1740-1750,213,290,5686,0.6129,0.4667,0.9557
univers,1710-1720,1730-1740,92,182,5707,0.6124,0.4746,0.5222
oublier,1710-1720,1770-1780,418,2294,5711,0.6121,0.067,0.1049
claude,1700-1710,1770-1780,274,2216,5694,0.6116,0.2999,0.7165
vents,1740-1750,1770-1780,2472,3544,5706,0.6114,0.6145,0.1729
humain,1710-1720,1750-1760,831,2948,5709,0.6111,0.6922,0.6325
serre,1740-1750,1789-1802,347,1087,5687,0.611,0.9284,0.984
accuser,1700-1710,1720-1730,76,111,5697,0.6108,0.8532,0.2037
dins,1700-1710,1789-1802,130,862,5661,0.6104,0.6095,0.9176
fer,1740-1750,1780-1789,5857,15179,5715,0.61,0.1703,0.4175
circonstance,1770-1780,1780-1789,2018,2676,5709,0.6097,0.0663,0.0381
points,1700-1710,1760-1770,477,3567,5713,0.6097,0.6522,0.8106
violent,1750-1760,1760-1770,930,1195,5707,0.6092,0.1112,0.0126
angleterre,1750-1760,1789-1802,3697,6534,5713,0.609,0.3569,0.3783
leçons,1700-1710,1710-1720,176,247,5709,0.6087,0.0693,0.0806
actuellement,1700-1710,1710-1720,264,531,5708,0.6085,0.2915,0.5183
eaux,1710-1720,1730-1740,2388,3923,5711,0.6083,0.5388,0.7624
suivent,1710-1720,1770-1780,487,1723,5706,0.608,0.2762,0.2536
rougir,1750-1760,1780-1789,667,1370,5693,0.6076,0.1098,0.0366
lès,1710-1720,1740-1750,298,402,5693,0.6073,0.4147,0.7746
abbé,1740-1750,1789-1802,636,1330,5713,0.6072,0.6512,0.3139
lés,1730-1740,1750-1760,398,958,5698,0.6065,0.2786,0.1144
nommée,1760-1770,1780-1789,1264,2006,5695,0.6063,0.0936,0.4045
deman,1700-1710,1740-1750,138,611,5667,0.6058,0.1588,0.746
aîné,1700-1710,1760-1770,431,314,5693,0.6055,0.9417,0.9641
secourir,1760-1770,1789-1802,495,951,5674,0.6053,0.6617,0.0352
tat,1750-1760,1789-1802,800,1206,5686,0.6052,0.3367,0.3088
iun,1730-1740,1770-1780,124,669,5609,0.6049,0.1643,0.7335
droits,1730-1740,1750-1760,17566,15312,5716,0.6048,0.7318,0.6889
dudit,1710-1720,1740-1750,7305,4933,5692,0.6047,0.9287,0.6619
artisans,1710-1720,1740-1750,386,215,5664,0.6045,0.5267,0.5596
contribuer,1760-1770,1789-1802,1329,1629,5704,0.6044,0.6373,0.129
arrache,1750-1760,1760-1770,280,507,5690,0.6044,0.3579,0.003
ôter,1710-1720,1740-1750,907,1013,5706,0.604,0.6534,0.3273
asie,1700-1710,1770-1780,89,855,5687,0.604,0.5081,0.8182
horace,1730-1740,1789-1802,5187,811,5704,0.6038,0.8858,0.8187
ett,1700-1710,1740-1750,329,271,5682,0.6037,0.679,0.9084
bleds,1760-1770,1789-1802,2693,863,5680,0.6037,0.6548,0.341
pass,1720-1730,1770-1780,466,729,5682,0.6035,0.2735,0.823
planter,1700-1710,1740-1750,648,359,5665,0.6033,0.9408,0.8033
joui,1700-1710,1720-1730,160,211,5690,0.6032,0.384,0.5141
terreur,1740-1750,1789-1802,752,3666,5708,0.603,0.3427,0.1073
aine,1730-1740,1789-1802,174,726,5687,0.6029,0.255,0.8326
pouvons,1700-1710,1710-1720,922,641,5706,0.6026,0.3464,0.6572
caresses,1700-1710,1720-1730,138,133,5672,0.6025,0.4833,0.4625
his,1740-1750,1789-1802,1153,3898,5706,0.6024,0.9985,0.9908
nir,1700-1710,1770-1780,412,1251,5689,0.6017,0.1418,0.7665
enr,1720-1730,1740-1750,247,290,5661,0.6016,0.0519,0.0062
rez,1710-1720,1789-1802,468,667,5682,0.6016,0.185,0.6585
aider,1710-1720,1789-1802,353,971,5709,0.6015,0.2648,0.1626
bétail,1710-1720,1730-1740,358,235,5644,0.6012,0.6645,0.2522
recueil,1720-1730,1770-1780,678,2073,5706,0.6008,0.5928,0.8205
pesant,1710-1720,1730-1740,442,4640,5676,0.6007,0.986,0.9995
bouteille,1770-1780,1780-1789,1045,849,5666,0.6005,0.3428,0.4774
poche,1780-1789,1789-1802,908,907,5669,0.6003,0.2312,0.412
exercices,1730-1740,1789-1802,560,786,5701,0.6002,0.0957,0.1089
alarmes,1780-1789,1789-1802,904,893,5661,0.6001,0.126,0.051
emporter,1740-1750,1750-1760,323,336,5706,0.6,0.1774,0.2552
parvenir,1700-1710,1740-1750,489,1502,5712,0.5999,0.4584,0.5726
principes,1730-1740,1760-1770,2642,9819,5718,0.5998,0.6166,0.3604
lus,1710-1720,1720-1730,419,425,5707,0.5998,0.2882,0.1176
touché,1730-1740,1760-1770,1064,1153,5702,0.5997,0.297,0.0623
adam,1720-1730,1789-1802,305,600,5685,0.5994,0.3985,0.7241
reprit,1720-1730,1770-1780,725,1951,5695,0.5993,0.0007,0.0128
let,1700-1710,1710-1720,1422,607,5706,0.5992,0.9044,0.9185
coin,1720-1730,1780-1789,902,2879,5702,0.5991,0.0168,0.1195
amoureux,1710-1720,1780-1789,843,2277,5700,0.5988,0.0163,0.0336
sieur,1720-1730,1740-1750,4603,6694,5700,0.5988,0.9619,0.9125
make,1770-1780,1789-1802,801,593,4230,0.5985,0.9533,0.9002
vile,1710-1720,1770-1780,253,878,5687,0.5984,0.7977,0.5521
compagnon,1720-1730,1780-1789,280,1103,5689,0.5981,0.102,0.1873
pleurer,1720-1730,1730-1740,264,480,5700,0.5978,0.245,0.0256
sache,1700-1710,1760-1770,115,514,5660,0.5977,0.7556,0.4363
couronne,1720-1730,1770-1780,2571,6749,5707,0.5971,0.4471,0.5928
sauver,1730-1740,1780-1789,651,1498,5700,0.597,0.2097,0.2312
dle,1720-1730,1789-1802,669,7037,5637,0.5969,0.2741,0.9429
regard,1700-1710,1789-1802,535,1958,5708,0.5968,0.9461,0.995
étonner,1720-1730,1780-1789,76,429,5699,0.5967,0.9873,0.8734
caton,1700-1710,1710-1720,459,487,5685,0.5967,0.0685,0.7145
écarter,1700-1710,1710-1720,66,126,5706,0.5962,0.4695,0.4315
seine,1700-1710,1789-1802,112,1651,5682,0.596,0.8799,0.8945
poser,1710-1720,1740-1750,284,542,5698,0.596,0.6605,0.4609
tirer,1700-1710,1710-1720,2612,3541,5715,0.5953,0.1723,0.2867
degrés,1710-1720,1740-1750,292,3915,5700,0.5952,0.9957,0.9936
chevalier,1700-1710,1710-1720,1939,2108,5709,0.5951,0.4302,0.4956
entr,1700-1710,1750-1760,214,457,5703,0.5949,0.1134,0.4973
ora,1730-1740,1789-1802,438,485,5670,0.5942,0.5896,0.8862
intendant,1750-1760,1760-1770,630,689,5692,0.5941,0.3117,0.4803
mademoiselle,1760-1770,1789-1802,3817,3923,5683,0.5938,0.1962,0.2871
florence,1730-1740,1770-1780,843,1199,5683,0.5938,0.5663,0.7858
trés,1730-1740,1750-1760,238,315,5674,0.5937,0.6877,0.7248
médecine,1710-1720,1760-1770,186,1424,5689,0.5935,0.1498,0.3429
publier,1740-1750,1789-1802,1084,1998,5701,0.5931,0.3175,0.4173
desseins,1710-1720,1760-1770,1076,1392,5693,0.5928,0.8008,0.7584
momens,1730-1740,1750-1760,863,1342,5699,0.5927,0.6755,0.2698
indignation,1750-1760,1780-1789,334,861,5698,0.5924,0.7242,0.259
religion,1720-1730,1740-1750,3909,8261,5714,0.5923,0.4488,0.5567
appercevoir,1700-1710,1750-1760,94,851,5705,0.5921,0.8522,0.6026
membre,1710-1720,1789-1802,370,4943,5705,0.592,0.9576,0.9507
richard,1710-1720,1760-1770,171,1161,5676,0.5917,0.3546,0.5978
gagner,1730-1740,1740-1750,1520,1907,5707,0.5915,0.2309,0.027
cen,1710-1720,1789-1802,278,1249,5687,0.5912,0.253,0.0539
consoler,1700-1710,1720-1730,378,259,5692,0.591,0.8342,0.2031
malheureusement,1700-1710,1780-1789,98,1632,5701,0.5904,0.643,0.5896
travailler,1710-1720,1730-1740,1168,1329,5711,0.5901,0.155,0.0411
couteau,1760-1770,1770-1780,905,1520,5683,0.5899,0.1881,0.1686
ordonnance,1700-1710,1789-1802,687,2769,5699,0.5893,0.5898,0.7867
habitent,1720-1730,1730-1740,327,288,5678,0.5889,0.3444,0.5672
naturelles,1750-1760,1770-1780,1580,1892,5710,0.5888,0.5616,0.3353
dise,1700-1710,1710-1720,193,374,5685,0.5887,0.4684,0.7005
effectivement,1730-1740,1770-1780,525,782,5690,0.5886,0.0186,0.1734
mettez,1750-1760,1780-1789,1609,1353,5689,0.5885,0.7166,0.7421
your,1770-1780,1789-1802,719,622,3670,0.5884,0.9591,0.8632
perdit,1730-1740,1740-1750,774,777,5693,0.5882,0.5073,0.1183
florins,1700-1710,1780-1789,2078,1648,5660,0.5881,0.9359,0.9203
arrêter,1700-1710,1710-1720,535,818,5714,0.588,0.1133,0.2759
intérêt,1710-1720,1730-1740,972,1186,5714,0.5876,0.471,0.2675
maitre,1700-1710,1720-1730,896,1115,5687,0.5873,0.2276,0.4872
donnés,1710-1720,1730-1740,348,619,5698,0.5871,0.5056,0.3328
cap,1700-1710,1789-1802,1727,5575,5711,0.5868,0.4857,0.7042
environ,1700-1710,1710-1720,1293,1912,5707,0.5864,0.1056,0.7247
tur,1760-1770,1780-1789,603,691,5676,0.5861,0.0456,0.0587
spectacles,1710-1720,1770-1780,178,1155,5685,0.5856,0.0498,0.1318
veines,1760-1770,1770-1780,2026,2222,5685,0.5855,0.7361,0.4578
lignes,1700-1710,1730-1740,536,1328,5707,0.5852,0.4693,0.516
mau,1720-1730,1770-1780,295,812,5680,0.585,0.2672,0.0943
coutumes,1740-1750,1780-1789,1168,1337,5685,0.5838,0.5201,0.3949
devenir,1700-1710,1710-1720,707,812,5713,0.5837,0.3211,0.0985
fixer,1710-1720,1750-1760,382,1661,5708,0.5836,0.227,0.1791
ignorant,1710-1720,1789-1802,157,830,5704,0.5835,0.0428,0.0132
aile,1700-1710,1780-1789,172,547,5690,0.5832,0.4466,0.7017
prier,1700-1710,1750-1760,638,949,5700,0.5829,0.2336,0.3173
regle,1710-1720,1730-1740,1715,908,5694,0.5829,0.3682,0.3495
rte,1710-1720,1730-1740,132,123,5664,0.5825,0.2219,0.7271
souveraineté,1730-1740,1789-1802,700,2606,5670,0.5823,0.9003,0.8469
sable,1720-1730,1789-1802,563,922,5650,0.5819,0.9712,0.9712
cote,1750-1760,1789-1802,395,1192,5679,0.5819,0.8201,0.8703
poëte,1750-1760,1789-1802,2375,672,5697,0.5815,0.9007,0.3266
illustres,1710-1720,1789-1802,352,750,5700,0.5814,0.5177,0.3725
