word,period1,period2,occ1,occ2,degree,score_word2vec,score_camembert,score_dalembert
forêt,1710-1720,1750-1760,279,824,5682,0.5206,0.2498,0.6692
diroit,1700-1710,1730-1740,230,502,5696,0.5196,0.5865,0.3134
triste,1740-1750,1789-1802,1350,3276,5709,0.5195,0.4332,0.2339
bêtes,1740-1750,1780-1789,1481,2286,5701,0.519,0.8484,0.6097
ensorte,1780-1789,1789-1802,1548,697,5688,0.5189,0.9593,0.0356
écrivit,1720-1730,1730-1740,454,882,5693,0.5176,0.0925,0.3929
récit,1740-1750,1780-1789,1780,4161,5705,0.5156,0.0491,0.1859
promesse,1730-1740,1740-1750,621,471,5691,0.5142,0.296,0.154
fini,1700-1710,1760-1770,542,1748,5711,0.5137,0.2874,0.3132
dette,1700-1710,1789-1802,475,7540,5685,0.5128,0.9403,0.9443
directeur,1740-1750,1780-1789,460,1791,5690,0.5121,0.5365,0.4653
particulieres,1710-1720,1780-1789,580,1699,5670,0.5115,0.6591,0.3276
songez,1710-1720,1750-1760,323,487,5676,0.5113,0.9306,0.9075
foixante,1720-1730,1740-1750,529,532,5645,0.5105,0.9296,0.9539
chambre,1720-1730,1750-1760,5103,4801,5711,0.5103,0.9238,0.8533
appas,1760-1770,1780-1789,481,729,5679,0.5095,0.1099,0.0596
divers,1700-1710,1789-1802,1817,7145,5716,0.5091,0.4312,0.4847
milan,1730-1740,1770-1780,1537,850,5671,0.5089,0.6218,0.8353
pauvre,1710-1720,1720-1730,1531,1310,5711,0.5079,0.2181,0.2636
étonnant,1730-1740,1740-1750,492,418,5704,0.5076,0.3248,0.3817
partisans,1720-1730,1770-1780,199,1656,5701,0.5066,0.3667,0.3269
voisin,1740-1750,1789-1802,902,1807,5703,0.5065,0.2074,0.3677
clair,1700-1710,1760-1770,785,2591,5709,0.5063,0.48,0.2684
portées,1710-1720,1730-1740,951,1205,5698,0.5054,0.7535,0.8276
catholiques,1710-1720,1720-1730,302,677,5656,0.505,0.424,0.3924
prévoir,1700-1710,1740-1750,148,432,5692,0.504,0.3309,0.26
détacher,1700-1710,1710-1720,147,117,5682,0.5036,0.2057,0.4034
appliquer,1710-1720,1760-1770,351,892,5704,0.5029,0.6124,0.5324
semble,1700-1710,1710-1720,2148,2876,5715,0.5026,0.2633,0.4822
inquiétude,1770-1780,1789-1802,1184,1324,5704,0.5012,0.1974,0.0279
levé,1710-1720,1730-1740,380,814,5700,0.4997,0.1776,0.1654
disait,1700-1710,1789-1802,195,2425,5603,0.4995,0.6205,0.7529
deviner,1710-1720,1720-1730,205,215,5700,0.4995,0.0764,0.2837
commença,1700-1710,1740-1750,562,1110,5697,0.4991,0.0929,0.2259
colonie,1740-1750,1789-1802,1501,4141,5693,0.4986,0.6474,0.4561
chercha,1700-1710,1730-1740,116,185,5676,0.4978,0.4869,0.1443
découvert,1720-1730,1770-1780,530,2451,5706,0.4976,0.064,0.0189
pain,1710-1720,1720-1730,3415,1899,5709,0.4969,0.7953,0.772
cens,1710-1720,1789-1802,5438,2897,5701,0.4963,0.9996,0.9829
avancé,1710-1720,1760-1770,456,1216,5708,0.4958,0.0704,0.0242
verroit,1710-1720,1770-1780,173,924,5689,0.4924,0.6722,0.2764
désespoir,1730-1740,1789-1802,781,2493,5701,0.4914,0.5056,0.2641
représenter,1720-1730,1770-1780,323,2067,5709,0.4907,0.1136,0.318
éloignement,1720-1730,1770-1780,111,491,5697,0.4906,0.7935,0.0505
chair,1700-1710,1720-1730,1249,1317,5699,0.4905,0.2055,0.3582
satisfait,1710-1720,1789-1802,468,1432,5707,0.4881,0.4735,0.2721
percer,1750-1760,1770-1780,459,1246,5692,0.4871,0.4267,0.1564
resté,1700-1710,1720-1730,152,259,5692,0.4867,0.2739,0.2821
particulières,1760-1770,1789-1802,1091,3111,5705,0.4856,0.4464,0.4504
that,1750-1760,1789-1802,1921,6210,5354,0.4852,0.4525,0.9132
couru,1740-1750,1750-1760,323,310,5686,0.485,0.1549,0.278
italiens,1720-1730,1740-1750,272,404,5695,0.4844,0.2625,0.4162
chevaliers,1750-1760,1789-1802,1499,1744,5684,0.4842,0.2858,0.09
interrompit,1720-1730,1760-1770,92,303,5649,0.484,0.4263,0.5857
loger,1740-1750,1780-1789,524,1479,5682,0.4828,0.3243,0.093
puissances,1720-1730,1770-1780,579,2171,5684,0.4823,0.7337,0.7721
regret,1710-1720,1760-1770,383,1171,5710,0.4819,0.2338,0.1434
déclarations,1750-1760,1789-1802,1159,1700,5684,0.4818,0.1843,0.367
galerie,1750-1760,1770-1780,276,1595,5681,0.4808,0.7676,0.6811
ajouta,1720-1730,1750-1760,371,1009,5689,0.4801,0.2916,0.5199
communiquer,1760-1770,1780-1789,1066,1808,5701,0.48,0.0347,0.1003
chefs,1710-1720,1740-1750,1049,1703,5712,0.4793,0.3131,0.6909
teint,1700-1710,1760-1770,233,865,5697,0.478,0.5231,0.6293
pontife,1720-1730,1770-1780,304,996,5676,0.4776,0.9444,0.2348
probable,1710-1720,1750-1760,150,615,5696,0.4763,0.5246,0.6427
voyois,1710-1720,1740-1750,88,512,5655,0.4729,0.9744,0.6679
montra,1730-1740,1740-1750,533,377,5691,0.4727,0.8908,0.8959
incroyable,1700-1710,1789-1802,111,589,5686,0.4714,0.1805,0.3481
lisbonne,1720-1730,1730-1740,889,198,5646,0.4711,0.9396,0.9717
déclara,1700-1710,1789-1802,234,1506,5683,0.4708,0.1434,0.3874
ordonne,1710-1720,1789-1802,2315,2952,5710,0.4707,0.8582,0.8684
tyran,1780-1789,1789-1802,2537,2821,5693,0.4703,0.0297,0.0502
brillante,1760-1770,1770-1780,930,1520,5698,0.47,0.2149,0.0164
paroitre,1700-1710,1720-1730,237,373,5676,0.4699,0.4292,0.1738
admettre,1700-1710,1789-1802,88,1154,5698,0.4697,0.2398,0.3735
voisine,1750-1760,1789-1802,490,1092,5691,0.4685,0.0407,0.0436
porteur,1700-1710,1780-1789,295,1058,5686,0.4676,0.3479,0.574
congé,1760-1770,1780-1789,1138,1900,5692,0.4671,0.4176,0.6722
aveuglement,1700-1710,1720-1730,91,125,5690,0.467,0.739,0.0832
tens,1700-1710,1710-1720,240,277,5659,0.4666,0.107,0.8742
london,1700-1710,1789-1802,298,2416,3656,0.4644,0.9329,0.9804
they,1750-1760,1789-1802,1579,2059,2352,0.4643,0.9148,0.952
marais,1770-1780,1789-1802,1818,1752,5690,0.4642,0.0624,0.0247
suede,1740-1750,1760-1770,558,996,5641,0.4636,0.7763,0.8371
obligea,1750-1760,1789-1802,429,411,5690,0.4635,0.5993,0.4626
prêté,1760-1770,1780-1789,687,1255,5694,0.4634,0.1056,0.3824
admirable,1760-1770,1789-1802,1348,1231,5710,0.4633,0.0304,0.0455
voila,1700-1710,1730-1740,1108,784,5694,0.4632,0.0294,0.2026
trouvant,1720-1730,1750-1760,875,1130,5707,0.4632,0.4278,0.347
tuer,1710-1720,1770-1780,664,1879,5699,0.4627,0.1363,0.1037
mortelle,1770-1780,1780-1789,762,855,5692,0.4621,0.0195,0.0043
continua,1720-1730,1730-1740,424,1260,5690,0.4608,0.3389,0.7046
fauver,1710-1720,1730-1740,252,852,5547,0.4602,0.5532,0.7556
successeur,1740-1750,1780-1789,416,527,5668,0.4597,0.0606,0.0772
rente,1750-1760,1780-1789,1275,3098,5691,0.4579,0.2252,0.3661
instrument,1740-1750,1789-1802,497,998,5708,0.4573,0.4397,0.4555
troisieme,1710-1720,1730-1740,468,691,5698,0.4571,0.8419,0.7037
promettre,1700-1710,1720-1730,203,296,5694,0.457,0.7151,0.1058
rapportent,1730-1740,1770-1780,310,948,5691,0.4567,0.3181,0.1652
éducation,1760-1770,1770-1780,1237,2285,5704,0.4555,0.0384,0.0162
assuré,1720-1730,1770-1780,488,2526,5701,0.4552,0.1748,0.1179
ornement,1740-1750,1789-1802,301,456,5699,0.4545,0.3548,0.0639
port,1700-1710,1789-1802,2257,9650,5715,0.4543,0.4601,0.5848
billets,1730-1740,1760-1770,1897,2538,5687,0.4526,0.4705,0.4032
permettez,1720-1730,1750-1760,128,612,5686,0.4514,0.1757,0.3268
monstre,1740-1750,1789-1802,564,1535,5694,0.4512,0.281,0.1311
brûler,1720-1730,1750-1760,447,619,5695,0.4507,0.1524,0.1418
demain,1730-1740,1770-1780,796,1960,5694,0.4501,0.0558,0.0875
latins,1720-1730,1760-1770,590,632,5703,0.4498,0.7518,0.3317
entrent,1760-1770,1789-1802,1454,920,5697,0.4491,0.6746,0.619
devoirs,1720-1730,1730-1740,1202,1665,5707,0.449,0.1402,0.1663
desire,1700-1710,1720-1730,159,126,5696,0.4483,0.6361,0.2449
vivres,1730-1740,1770-1780,1647,1850,5681,0.4481,0.666,0.1973
supplice,1710-1720,1720-1730,359,379,5699,0.4479,0.7553,0.1048
retrouver,1700-1710,1720-1730,127,141,5691,0.4478,0.0987,0.1813
aveu,1740-1750,1789-1802,921,1707,5713,0.4476,0.55,0.0886
conseils,1710-1720,1780-1789,1484,4377,5709,0.4461,0.5507,0.759
protestans,1720-1730,1770-1780,277,400,5608,0.445,0.8218,0.1649
offroit,1700-1710,1710-1720,68,116,5685,0.4417,0.3313,0.4721
estimer,1740-1750,1789-1802,225,463,5682,0.4413,0.2548,0.1766
oracle,1780-1789,1789-1802,983,329,5692,0.4412,0.6489,0.0409
journée,1720-1730,1740-1750,799,1086,5697,0.4399,0.3709,0.3378
moindre,1710-1720,1720-1730,2131,2069,5714,0.4392,0.643,0.5343
reçu,1710-1720,1740-1750,1467,3389,5711,0.4374,0.1491,0.3851
soir,1720-1730,1740-1750,1596,3672,5694,0.4369,0.7693,0.7713
ressemblent,1710-1720,1740-1750,254,611,5675,0.4354,0.5013,0.7213
changent,1770-1780,1789-1802,917,682,5693,0.4353,0.272,0.0423
donnant,1700-1710,1710-1720,787,891,5713,0.4349,0.234,0.4333
ignorer,1770-1780,1789-1802,1005,946,5703,0.4343,0.0351,0.0213
étoir,1700-1710,1710-1720,161,124,5671,0.4341,0.581,0.8196
titres,1720-1730,1760-1770,1259,2936,5708,0.4339,0.1937,0.0802
retire,1740-1750,1750-1760,864,1211,5711,0.4337,0.6385,0.5646
précieuses,1760-1770,1770-1780,722,1098,5696,0.4334,0.2712,0.1247
marchant,1760-1770,1780-1789,396,747,5686,0.4329,0.0894,0.0299
tourment,1780-1789,1789-1802,828,688,5670,0.4325,0.6722,0.008
lieutenant,1710-1720,1789-1802,3429,5635,5698,0.4323,0.9674,0.9591
proposé,1750-1760,1789-1802,1130,2885,5707,0.4317,0.6018,0.5527
espagne,1700-1710,1740-1750,998,1658,5702,0.4316,0.8554,0.8337
cents,1730-1740,1740-1750,1127,1395,5697,0.4315,0.8991,0.9664
manger,1720-1730,1750-1760,1340,1469,5704,0.4304,0.195,0.0928
mers,1720-1730,1740-1750,464,1255,5691,0.4294,0.9059,0.6281
passée,1750-1760,1770-1780,399,900,5689,0.4288,0.0325,0.137
dernières,1710-1720,1740-1750,262,421,5693,0.4287,0.555,0.5025
toient,1750-1760,1760-1770,783,634,5665,0.4284,0.1212,0.3506
vieillards,1710-1720,1720-1730,313,298,5697,0.4281,0.4642,0.4872
manque,1700-1710,1720-1730,921,1271,5715,0.4277,0.1038,0.2302
vertueux,1740-1750,1789-1802,782,3143,5700,0.4275,0.4749,0.4637
venue,1700-1710,1720-1730,372,488,5704,0.4264,0.726,0.3799
frères,1710-1720,1760-1770,488,1129,5695,0.4254,0.6206,0.2976
etre,1730-1740,1740-1750,1187,3792,5712,0.4251,0.3812,0.6592
directeurs,1720-1730,1730-1740,549,671,5684,0.4249,0.1686,0.1535
satisfaction,1760-1770,1789-1802,1150,1800,5705,0.4217,0.362,0.0397
pareilles,1700-1710,1789-1802,318,1702,5709,0.4208,0.6248,0.7289
bonnes,1710-1720,1750-1760,2080,3711,5713,0.4207,0.3204,0.1885
coucher,1700-1710,1750-1760,794,638,5698,0.4201,0.6665,0.7403
distinguer,1740-1750,1750-1760,1230,1630,5710,0.4191,0.3212,0.1642
voulant,1710-1720,1720-1730,1296,1084,5709,0.4176,0.3592,0.0987
auquel,1710-1720,1789-1802,2126,6866,5716,0.4163,0.6825,0.8059
miel,1750-1760,1760-1770,416,1076,5685,0.4156,0.1684,0.1624
couvrir,1720-1730,1789-1802,661,2300,5701,0.413,0.1757,0.2432
blanc,1710-1720,1720-1730,2379,2013,5712,0.4129,0.2475,0.5149
poète,1710-1720,1730-1740,210,1454,5699,0.4127,0.553,0.622
examiner,1760-1770,1789-1802,2176,2252,5713,0.4119,0.0285,0.2889
destin,1710-1720,1789-1802,648,1313,5692,0.41,0.3113,0.4329
apprit,1710-1720,1740-1750,248,1439,5694,0.4093,0.189,0.5592
mourut,1750-1760,1770-1780,3938,3338,5703,0.4079,0.3818,0.6631
finie,1730-1740,1740-1750,365,351,5693,0.4077,0.259,0.2625
samedi,1760-1770,1770-1780,1185,1737,5684,0.4072,0.5189,0.8575
jésus,1730-1740,1760-1770,1411,2022,5647,0.407,0.9749,0.8869
crus,1700-1710,1710-1720,193,337,5678,0.4069,0.703,0.5592
montrent,1700-1710,1730-1740,112,302,5699,0.4068,0.1908,0.2545
avouer,1740-1750,1789-1802,610,1170,5712,0.4055,0.6027,0.4068
craignant,1710-1720,1750-1760,226,439,5687,0.4052,0.1254,0.0861
title,1750-1760,1780-1789,780,1694,924,0.4048,0.6887,0.8798
veuve,1750-1760,1780-1789,1710,2495,5699,0.4044,0.0601,0.3764
cousin,1750-1760,1780-1789,597,580,5658,0.4034,0.2662,0.674
fourni,1720-1730,1770-1780,445,1812,5709,0.4031,0.3329,0.1848
dimanche,1750-1760,1760-1770,520,704,5676,0.4026,0.1836,0.4205
suffit,1710-1720,1750-1760,998,2784,5714,0.4009,0.3475,0.4296
maîtresse,1730-1740,1750-1760,1123,1096,5702,0.4005,0.1873,0.2174
défendit,1720-1730,1750-1760,216,435,5677,0.4,0.6845,0.2568
voient,1730-1740,1760-1770,2241,4493,5711,0.3998,0.1585,0.3453
mander,1700-1710,1730-1740,309,280,5670,0.3988,0.9141,0.9112
notaire,1720-1730,1740-1750,400,895,5676,0.3982,0.5987,0.6316
promet,1700-1710,1730-1740,317,586,5699,0.3981,0.005,0.0228
ordonna,1710-1720,1720-1730,734,880,5693,0.3972,0.3441,0.5797
conçois,1700-1710,1720-1730,162,104,5674,0.397,0.8789,0.6866
prière,1730-1740,1789-1802,408,1185,5687,0.3962,0.3552,0.3545
mettoit,1730-1740,1740-1750,952,756,5694,0.396,0.8283,0.146
amené,1700-1710,1789-1802,188,1046,5694,0.3958,0.4574,0.6083
montrant,1730-1740,1740-1750,444,377,5699,0.3957,0.0281,0.0438
ailes,1780-1789,1789-1802,1452,1135,5692,0.3944,0.1504,0.0203
tante,1760-1770,1780-1789,1235,1928,5687,0.392,0.6171,0.2325
fassent,1720-1730,1780-1789,242,655,5686,0.3906,0.622,0.344
étais,1700-1710,1720-1730,60,91,5657,0.3903,0.8844,0.5863
rejoindre,1710-1720,1740-1750,78,376,5675,0.3895,0.4551,0.2604
brillant,1710-1720,1789-1802,243,1872,5706,0.3893,0.3174,0.2688
dormir,1700-1710,1720-1730,215,227,5685,0.3881,0.1507,0.0795
amours,1730-1740,1789-1802,829,1026,5698,0.3876,0.3326,0.2131
vigne,1700-1710,1780-1789,959,1397,5690,0.3862,0.8192,0.7921
portoit,1730-1740,1760-1770,1633,1527,5703,0.3844,0.7568,0.0368
anges,1770-1780,1780-1789,720,563,5670,0.3843,0.0445,0.0103
engagea,1700-1710,1740-1750,65,279,5685,0.3842,0.6416,0.5695
compagnons,1710-1720,1760-1770,583,1274,5693,0.3837,0.103,0.0841
sentis,1700-1710,1789-1802,95,641,5653,0.3822,0.8814,0.6172
élever,1720-1730,1789-1802,482,2126,5713,0.3821,0.4018,0.4454
rage,1720-1730,1750-1760,501,1115,5709,0.3819,0.013,0.0343
attendoit,1710-1720,1770-1780,101,607,5691,0.3809,0.83,0.1533
tiendra,1730-1740,1789-1802,325,767,5688,0.3805,0.2833,0.4077
quart,1710-1720,1789-1802,1347,5178,5698,0.3801,0.732,0.7583
commencent,1710-1720,1789-1802,304,961,5697,0.3789,0.4429,0.5856
instruit,1740-1750,1760-1770,885,1963,5710,0.3773,0.0455,0.0824
demoiselle,1720-1730,1730-1740,240,417,5677,0.3763,0.5826,0.5639
permet,1710-1720,1720-1730,824,673,5713,0.3757,0.2658,0.2705
emploie,1710-1720,1720-1730,106,155,5701,0.3752,0.0235,0.0914
avancer,1710-1720,1770-1780,427,1119,5711,0.3734,0.129,0.116
rentes,1710-1720,1740-1750,1696,1555,5690,0.3727,0.685,0.5626
pois,1760-1770,1770-1780,966,1221,5670,0.3716,0.017,0.0557
artillerie,1710-1720,1720-1730,53,133,5677,0.3711,0.8754,0.5941
arrivera,1700-1710,1730-1740,162,193,5680,0.3709,0.1244,0.3244
montrer,1700-1710,1750-1760,809,2335,5713,0.3678,0.2847,0.2469
aimoit,1700-1710,1730-1740,285,661,5698,0.3678,0.8145,0.1907
devint,1730-1740,1770-1780,1337,3538,5704,0.3673,0.2465,0.0546
nécessaire,1710-1720,1730-1740,1517,3456,5715,0.3672,0.6994,0.2544
observé,1700-1710,1710-1720,411,708,5704,0.3665,0.2049,0.6395
répondent,1710-1720,1750-1760,112,395,5695,0.366,0.2664,0.4321
grecs,1700-1710,1730-1740,1857,4085,5712,0.3656,0.9246,0.8529
ducs,1710-1720,1770-1780,839,1053,5665,0.3639,0.9832,0.8396
générales,1750-1760,1780-1789,1579,2745,5707,0.3637,0.3915,0.2012
rapporte,1700-1710,1710-1720,632,1199,5714,0.3636,0.4298,0.7835
gorge,1760-1770,1789-1802,1062,995,5693,0.3636,0.2702,0.2693
garantir,1700-1710,1740-1750,306,1036,5703,0.3634,0.5715,0.4114
laissant,1720-1730,1730-1740,460,700,5704,0.3632,0.1876,0.2497
intervalle,1710-1720,1789-1802,161,1308,5702,0.363,0.9278,0.341
possible,1700-1710,1760-1770,1467,9107,5717,0.3626,0.8688,0.7472
ressentiment,1730-1740,1750-1760,528,726,5684,0.3618,0.7286,0.05
artifice,1720-1730,1750-1760,192,295,5702,0.3617,0.7195,0.0484
jouer,1720-1730,1789-1802,535,2557,5707,0.3616,0.3434,0.4555
capitaines,1710-1720,1730-1740,520,949,5689,0.3611,0.6736,0.1252
manquent,1760-1770,1789-1802,1314,1213,5705,0.3608,0.5025,0.1693
misérable,1720-1730,1730-1740,235,375,5687,0.3604,0.0657,0.0615
décrit,1700-1710,1730-1740,137,318,5699,0.3603,0.1995,0.3285
roit,1700-1710,1770-1780,791,3551,5703,0.3599,0.6309,0.682
jeter,1710-1720,1720-1730,207,188,5675,0.3597,0.4007,0.6547
apprenez,1720-1730,1750-1760,120,376,5677,0.3597,0.019,0.1631
citer,1700-1710,1760-1770,184,1192,5707,0.3593,0.6578,0.5525
procureur,1700-1710,1710-1720,1263,4301,5689,0.3582,0.8745,0.8131
contente,1720-1730,1760-1770,521,1312,5711,0.3579,0.4097,0.3762
infortune,1710-1720,1789-1802,72,453,5688,0.3574,0.9679,0.8593
cieux,1700-1710,1780-1789,574,2646,5699,0.3571,0.6893,0.5607
farine,1710-1720,1760-1770,1057,3712,5678,0.3569,0.5561,0.4248
reprendre,1710-1720,1760-1770,549,1435,5706,0.3566,0.2273,0.0573
demi,1700-1710,1730-1740,2868,2521,5713,0.3557,0.5355,0.8001
imaginé,1730-1740,1789-1802,414,1175,5704,0.3554,0.4904,0.5937
furieux,1740-1750,1770-1780,918,1615,5704,0.3552,0.0413,0.0146
retiré,1700-1710,1710-1720,378,377,5700,0.3547,0.0207,0.0559
toiles,1720-1730,1750-1760,842,2920,5687,0.3546,0.9122,0.8826
portraits,1760-1770,1789-1802,551,831,5698,0.3545,0.1808,0.1599
bord,1750-1760,1770-1780,1847,4941,5710,0.3541,0.735,0.3449
offert,1720-1730,1789-1802,205,1329,5698,0.3529,0.244,0.5838
croyant,1710-1720,1720-1730,276,265,5698,0.3518,0.1324,0.0973
blancs,1730-1740,1789-1802,579,3126,5701,0.3514,0.6987,0.7054
orateurs,1750-1760,1789-1802,319,956,5685,0.3504,0.7523,0.1469
sois,1740-1750,1760-1770,660,981,5698,0.3501,0.2287,0.3557
accepté,1710-1720,1720-1730,206,146,5690,0.3488,0.3213,0.1998
xviii,1710-1720,1789-1802,375,1328,5705,0.3487,0.8373,0.9506
infortuné,1730-1740,1740-1750,268,238,5680,0.3473,0.8444,0.1078
glorieux,1740-1750,1789-1802,700,1210,5701,0.3463,0.2304,0.0139
peintre,1700-1710,1720-1730,963,497,5702,0.3462,0.623,0.4806
redoutable,1720-1730,1730-1740,433,646,5694,0.346,0.1016,0.0242
découvrir,1700-1710,1750-1760,840,2039,5713,0.346,0.0812,0.1055
conclure,1730-1740,1740-1750,1059,1495,5708,0.3458,0.2753,0.2737
travaillé,1710-1720,1740-1750,357,418,5704,0.345,0.085,0.2417
arrérages,1710-1720,1720-1730,197,75,5568,0.3443,0.6573,0.8677
promis,1760-1770,1789-1802,1801,2981,5703,0.343,0.0328,0.238
passent,1760-1770,1780-1789,1568,1826,5695,0.3429,0.3311,0.2423
tenté,1710-1720,1770-1780,203,1863,5699,0.3425,0.7062,0.6382
conduisent,1720-1730,1789-1802,209,740,5682,0.3414,0.3837,0.4104
déplorable,1750-1760,1789-1802,333,1045,5690,0.3413,0.2513,0.1297
acheté,1760-1770,1789-1802,769,1044,5689,0.3411,0.0945,0.2134
apporte,1750-1760,1760-1770,755,1032,5712,0.341,0.0462,0.0076
demeurer,1700-1710,1760-1770,1019,1042,5696,0.3403,0.4791,0.1487
tint,1710-1720,1720-1730,522,740,5693,0.339,0.2571,0.293
brebis,1700-1710,1750-1760,375,1652,5680,0.3376,0.2552,0.4196
suivit,1730-1740,1760-1770,576,651,5690,0.3373,0.2004,0.0809
bateau,1710-1720,1730-1740,398,155,5659,0.3372,0.5916,0.3219
garçons,1720-1730,1730-1740,283,330,5686,0.3367,0.3502,0.3301
approuvé,1740-1750,1760-1770,414,508,5689,0.3364,0.0659,0.3122
marie,1750-1760,1780-1789,2140,3207,5703,0.3361,0.0069,0.0053
tiennent,1710-1720,1780-1789,1204,3529,5711,0.3361,0.4257,0.4827
persuader,1710-1720,1720-1730,805,574,5708,0.336,0.2865,0.2787
bénéfices,1710-1720,1720-1730,186,139,5663,0.3349,0.1978,0.4584
plaisanterie,1710-1720,1720-1730,156,88,5686,0.3343,0.198,0.1482
chapelle,1750-1760,1760-1770,1115,1001,5691,0.3333,0.1308,0.1716
profité,1770-1780,1780-1789,738,824,5689,0.3314,0.1614,0.0975
rendues,1710-1720,1789-1802,263,769,5687,0.3309,0.9155,0.8831
naissent,1700-1710,1789-1802,222,905,5694,0.3307,0.7465,0.6661
quitté,1760-1770,1780-1789,881,1834,5699,0.3305,0.4071,0.1007
considérer,1710-1720,1720-1730,215,285,5701,0.3295,0.3627,0.3396
troisième,1730-1740,1740-1750,868,810,5711,0.329,0.3585,0.4125
croyois,1700-1710,1710-1720,190,104,5678,0.3281,0.8902,0.6677
loup,1700-1710,1720-1730,279,308,5672,0.3272,0.4254,0.8079
rentrer,1710-1720,1750-1760,434,1039,5704,0.3266,0.4238,0.148
commandant,1740-1750,1780-1789,1023,2316,5682,0.3266,0.4582,0.1667
rendant,1700-1710,1740-1750,284,553,5708,0.3265,0.7844,0.336
proposer,1720-1730,1789-1802,487,2910,5704,0.3263,0.3026,0.3207
paroît,1700-1710,1720-1730,1373,2124,5705,0.3245,0.8458,0.5309
faisait,1720-1730,1730-1740,471,545,5627,0.3241,0.5002,0.1556
ronde,1780-1789,1789-1802,1089,987,5689,0.3235,0.0785,0.0948
réussi,1760-1770,1780-1789,722,1073,5699,0.3234,0.1268,0.1898
parlerai,1720-1730,1740-1750,276,345,5689,0.322,0.7742,0.7588
éloigné,1700-1710,1710-1720,600,704,5711,0.3217,0.0691,0.1503
lendemain,1710-1720,1740-1750,1618,3991,5702,0.3211,0.7856,0.7625
renvoyer,1710-1720,1730-1740,301,451,5692,0.3207,0.2695,0.0774
consentit,1700-1710,1710-1720,137,139,5652,0.3206,0.4356,0.2681
statues,1710-1720,1770-1780,694,1491,5694,0.3203,0.7625,0.8321
lundi,1760-1770,1770-1780,1133,1407,5665,0.3198,0.1239,0.5359
apporté,1710-1720,1789-1802,319,956,5695,0.3186,0.4088,0.3106
laine,1720-1730,1780-1789,826,4996,5697,0.3179,0.5563,0.5226
mener,1700-1710,1740-1750,456,842,5697,0.3177,0.1256,0.1512
profondeur,1700-1710,1789-1802,334,1991,5697,0.3167,0.8349,0.7954
prié,1710-1720,1780-1789,342,905,5687,0.3148,0.8717,0.8017
cessé,1770-1780,1789-1802,796,1524,5668,0.3145,0.5426,0.4996
lumière,1720-1730,1740-1750,298,702,5702,0.3143,0.4084,0.2307
choisit,1740-1750,1770-1780,467,1194,5695,0.314,0.1471,0.1439
noir,1750-1760,1789-1802,2619,3404,5711,0.3137,0.0765,0.0984
criant,1730-1740,1750-1760,164,168,5676,0.3133,0.1629,0.2408
tonnerre,1720-1730,1760-1770,233,771,5696,0.3129,0.3235,0.3621
fiefs,1700-1710,1740-1750,473,1731,5640,0.3124,0.8633,0.8958
appareil,1760-1770,1789-1802,426,614,5695,0.3121,0.0084,0.0059
tire,1710-1720,1720-1730,2484,2680,5715,0.3121,0.1122,0.3072
nomma,1710-1720,1740-1750,249,654,5681,0.3116,0.5549,0.1256
diverfes,1740-1750,1760-1770,659,589,5531,0.3104,0.4833,0.6901
fatale,1750-1760,1780-1789,596,1183,5693,0.31,0.1633,0.1498
entrepris,1700-1710,1789-1802,235,838,5701,0.3095,0.2151,0.4093
sorti,1710-1720,1720-1730,556,540,5703,0.3091,0.0421,0.2074
produisent,1700-1710,1740-1750,351,880,5704,0.3077,0.3794,0.3755
comprendre,1710-1720,1740-1750,891,1724,5712,0.3075,0.3285,0.1494
reconnut,1720-1730,1730-1740,243,374,5682,0.3068,0.5869,0.0395
adroit,1760-1770,1770-1780,476,766,5684,0.3065,0.3928,0.0007
savans,1760-1770,1789-1802,567,993,5678,0.306,0.1812,0.1215
chapeau,1730-1740,1750-1760,435,417,5684,0.3052,0.0665,0.352
aucunes,1710-1720,1750-1760,1369,981,5683,0.3051,0.4477,0.4514
permettent,1700-1710,1710-1720,150,156,5699,0.3049,0.6971,0.6503
roient,1710-1720,1780-1789,186,1711,5679,0.3046,0.4618,0.736
permit,1710-1720,1789-1802,344,1190,5701,0.3045,0.3903,0.7026
chaud,1760-1770,1789-1802,1777,1077,5698,0.3044,0.7345,0.6868
quitter,1710-1720,1750-1760,875,2019,5712,0.303,0.3646,0.1023
automne,1730-1740,1740-1750,64,113,5690,0.3019,0.7304,0.5601
vache,1720-1730,1750-1760,182,319,5666,0.3,0.4275,0.5007
longtems,1710-1720,1740-1750,589,1162,5684,0.2995,0.8989,0.3668
terrible,1700-1710,1730-1740,500,1066,5711,0.2988,0.4371,0.0891
chaise,1720-1730,1730-1740,159,279,5657,0.2981,0.4086,0.519
malheureuse,1730-1740,1740-1750,869,886,5704,0.2979,0.1108,0.0254
receveurs,1780-1789,1789-1802,2121,1810,5644,0.2977,0.4383,0.7186
descendre,1720-1730,1740-1750,436,1299,5706,0.2976,0.1693,0.2874
appellé,1710-1720,1789-1802,1118,1028,5689,0.2975,0.8073,0.781
verd,1720-1730,1740-1750,536,1222,5684,0.2968,0.4816,0.7334
traduire,1700-1710,1789-1802,123,621,5696,0.2955,0.3545,0.3444
prétend,1720-1730,1770-1780,1326,5577,5712,0.2936,0.3518,0.4875
porta,1720-1730,1770-1780,980,1828,5698,0.2934,0.5142,0.2995
mariée,1780-1789,1789-1802,992,683,5683,0.2933,0.0376,0.0238
