word,period1,period2,occ1,occ2,degree,score_word2vec,score_camembert,score_dalembert
comprit,1710-1720,1750-1760,88,195,,0.7768,0.2526,
n'au,1720-1730,1730-1740,99,155,,0.7766,,
d'inquiétude,1720-1730,1770-1780,54,334,,0.776,,
dommages,1760-1770,1770-1780,1148,849,,0.7751,,
défunt,1750-1760,1780-1789,396,483,,0.7743,,
l'attaque,1710-1720,1720-1730,70,384,,0.7734,,
crever,1730-1740,1760-1770,97,130,,0.773,,
d'habits,1700-1710,1720-1730,81,86,,0.7728,,
qu'avoit,1720-1730,1789-1802,149,625,,0.7725,,
conta,1760-1770,1770-1780,152,251,,0.7694,,
confia,1710-1720,1720-1730,67,78,,0.7671,0.5893,
saluer,1740-1750,1750-1760,207,51,,0.7667,,
ordon,1780-1789,1789-1802,617,429,,0.7653,0.0853,
s'adressant,1710-1720,1750-1760,98,137,,0.7651,,
manuscrits,1710-1720,1789-1802,875,524,,0.7649,,
d'hercule,1700-1710,1789-1802,51,241,,0.7631,,
méritoit,1720-1730,1780-1789,170,824,,0.7625,0.8304,
corporelle,1750-1760,1789-1802,187,136,,0.762,,
breuvage,1720-1730,1730-1740,59,133,,0.7617,,
s'et,1700-1710,1710-1720,63,50,,0.7606,,
promettant,1710-1720,1750-1760,90,326,,0.76,0.4699,
accommoder,1760-1770,1780-1789,124,175,,0.7596,,
discerner,1740-1750,1750-1760,209,271,,0.759,,
ferveur,1710-1720,1720-1730,83,63,,0.758,,
profanes,1740-1750,1770-1780,118,352,,0.7575,,
acquisition,1720-1730,1760-1770,50,185,,0.7556,,
s'adresser,1730-1740,1760-1770,106,623,,0.7548,,
commise,1700-1710,1770-1780,90,399,,0.7534,0.4661,
premiére,1780-1789,1789-1802,115,97,,0.7532,,
avoué,1700-1710,1720-1730,61,84,,0.7529,0.0907,
purgatoire,1700-1710,1710-1720,54,86,,0.7527,0.7047,
dose,1730-1740,1789-1802,70,329,,0.7514,0.1857,
s'exprime,1700-1710,1760-1770,54,455,,0.7507,,
c'cst,1710-1720,1740-1750,109,615,,0.7504,,
remarqua,1730-1740,1750-1760,143,196,,0.7469,,
continuoit,1720-1730,1789-1802,86,294,,0.7468,0.7733,
croirois,1710-1720,1750-1760,100,292,,0.7455,0.9035,
l'ornement,1700-1710,1750-1760,97,264,,0.7443,,
proches,1710-1720,1760-1770,385,584,,0.7436,,
perde,1700-1710,1780-1789,115,333,,0.7428,0.7159,
l'oreille,1710-1720,1740-1750,398,650,,0.7427,,
repasser,1720-1730,1760-1770,72,244,,0.7413,0.3958,
mineurs,1720-1730,1770-1780,180,1245,,0.7405,,
cabane,1710-1720,1770-1780,59,481,,0.7375,0.349,
prescrire,1710-1720,1720-1730,141,76,,0.7375,0.2432,
assembla,1730-1740,1780-1789,150,346,,0.7361,,
expliquez,1710-1720,1720-1730,138,118,,0.736,,
tousses,1780-1789,1789-1802,304,431,,0.7345,0.1678,
feize,1710-1720,1780-1789,52,944,,0.7343,0.8076,
assurent,1760-1770,1789-1802,426,620,,0.7341,0.2604,
attribuent,1710-1720,1760-1770,76,284,,0.7336,0.7828,
promise,1760-1770,1789-1802,265,462,,0.7335,,
scait,1750-1760,1789-1802,393,62,,0.7319,,
passera,1720-1730,1740-1750,102,160,,0.7314,0.1937,
devienne,1700-1710,1720-1730,93,110,,0.7302,0.6525,
croirai,1700-1710,1730-1740,60,115,,0.7287,0.8328,
d'honneurs,1710-1720,1740-1750,53,130,,0.7276,,
détaché,1710-1720,1750-1760,73,174,,0.7253,0.1015,
enterrer,1720-1730,1730-1740,115,99,,0.7208,,
l'or,1720-1730,1740-1750,1275,2048,,0.7193,,
préparation,1700-1710,1730-1740,79,207,,0.7192,0.1611,
resolu,1760-1770,1789-1802,68,90,,0.7188,,
accepta,1710-1720,1760-1770,69,170,,0.7175,0.387,
d'écrire,1700-1710,1710-1720,302,308,,0.7171,,
produisit,1720-1730,1750-1760,168,441,,0.717,0.4561,
l'heureux,1700-1710,1740-1750,103,261,,0.7165,,
portât,1700-1710,1710-1720,51,69,,0.7141,0.794,
retournez,1700-1710,1720-1730,60,78,,0.713,,
pourvû,1780-1789,1789-1802,91,82,,0.7123,,
rompit,1740-1750,1770-1780,297,253,,0.7118,,
pasteur,1710-1720,1750-1760,160,200,,0.7112,,
recommanda,1710-1720,1720-1730,50,69,,0.71,0.5293,
esperer,1740-1750,1789-1802,456,62,,0.7093,,
l'éternité,1710-1720,1750-1760,71,225,,0.7087,,
répondoit,1710-1720,1780-1789,78,610,,0.7069,0.9073,
communion,1770-1780,1780-1789,714,697,,0.7057,,
perdra,1710-1720,1730-1740,163,102,,0.7054,0.6739,
maréchaux,1780-1789,1789-1802,423,391,,0.7041,,
sortoit,1730-1740,1750-1760,113,136,,0.7036,0.7997,
l'heure,1740-1750,1760-1770,1164,1375,,0.7034,,
l'habit,1700-1710,1720-1730,180,255,,0.7026,,
parcouru,1710-1720,1760-1770,80,359,,0.7025,0.5215,
d'avantage,1710-1720,1740-1750,303,553,,0.7018,,
tommes,1700-1710,1710-1720,101,119,,0.7011,0.3088,
releva,1710-1720,1720-1730,55,85,,0.6995,0.1924,
joueur,1700-1710,1720-1730,212,88,,0.6984,,
bague,1720-1730,1730-1740,82,96,,0.6971,,
incommodé,1700-1710,1710-1720,87,50,,0.6939,,
bâtards,1710-1720,1730-1740,481,65,,0.6938,,
marquent,1730-1740,1780-1789,351,333,,0.6938,0.6162,
paysan,1710-1720,1789-1802,173,820,,0.6915,0.6638,
assemblage,1770-1780,1789-1802,595,356,,0.6889,0.2715,
bâtard,1740-1750,1770-1780,147,269,,0.6882,,
s'accorder,1750-1760,1760-1770,232,241,,0.6879,,
recommencer,1700-1710,1780-1789,108,474,,0.6875,0.2416,
fache,1700-1710,1720-1730,67,77,,0.6857,0.7271,
l'empêcher,1710-1720,1740-1750,166,297,,0.6856,,
habiller,1750-1760,1760-1770,77,119,,0.6819,,
s'approcher,1710-1720,1750-1760,66,152,,0.6815,,
amples,1770-1780,1789-1802,169,115,,0.6812,,
sacremens,1720-1730,1780-1789,256,279,,0.6793,,
cacha,1720-1730,1750-1760,63,111,,0.6792,,
sentant,1710-1720,1720-1730,117,126,,0.6784,0.4026,
s'entendre,1710-1720,1789-1802,122,448,,0.6761,,
reconnoît,1740-1750,1789-1802,415,618,,0.6752,0.7577,
aîles,1720-1730,1780-1789,506,596,,0.6742,,
paie,1710-1720,1730-1740,110,207,,0.6736,0.6307,
refuté,1720-1730,1770-1780,80,325,,0.6732,0.6659,
omettre,1710-1720,1789-1802,80,252,,0.6714,0.6327,
sauva,1710-1720,1730-1740,103,116,,0.6713,0.654,
l'étonnement,1700-1710,1789-1802,57,319,,0.6687,,
continuez,1720-1730,1780-1789,123,325,,0.668,0.3873,
stipulé,1710-1720,1789-1802,62,270,,0.6667,0.9556,
espere,1710-1720,1750-1760,91,172,,0.6649,0.6857,
inventé,1700-1710,1720-1730,155,163,,0.6648,,
rapporta,1700-1710,1730-1740,57,137,,0.6646,0.5047,
pinceau,1710-1720,1770-1780,214,976,,0.6632,,
derrière,1730-1740,1789-1802,552,2515,,0.6631,,
examinons,1710-1720,1770-1780,87,516,,0.6626,0.4622,
pratiqué,1720-1730,1770-1780,332,750,,0.6625,,
parût,1700-1710,1720-1730,144,134,,0.6618,,
chrif,1760-1770,1770-1780,118,88,,0.6617,,
sçait,1720-1730,1789-1802,998,120,,0.6616,,
l'après,1740-1750,1789-1802,352,588,,0.659,,
tirez,1720-1730,1740-1750,497,227,,0.6586,,
confirma,1730-1740,1760-1770,270,354,,0.658,0.4803,
prédit,1710-1720,1720-1730,190,144,,0.6572,0.0367,
plaignoit,1710-1720,1720-1730,62,101,,0.6571,0.8889,
gouvernail,1730-1740,1750-1760,106,136,,0.6565,,
m'étonne,1720-1730,1760-1770,155,255,,0.6557,,
permettra,1720-1730,1740-1750,87,170,,0.6536,0.3559,
remontrance,1700-1710,1789-1802,99,99,,0.6528,,
partez,1720-1730,1740-1750,97,124,,0.6523,,
d'avis,1730-1740,1789-1802,646,733,,0.6523,,
recherché,1710-1720,1750-1760,117,270,,0.6515,0.0259,
certificats,1740-1750,1789-1802,330,973,,0.6512,0.4414,
faison,1710-1720,1720-1730,104,187,,0.6498,0.7045,
vantent,1700-1710,1710-1720,59,50,,0.6498,,
reins,1700-1710,1740-1750,141,481,,0.6489,0.9424,
pcre,1710-1720,1760-1770,55,124,,0.6475,,
enseigné,1730-1740,1740-1750,234,281,,0.6474,,
distinguent,1710-1720,1760-1770,94,440,,0.6459,0.6567,
délais,1700-1710,1789-1802,128,716,,0.6454,,
écoit,1710-1720,1720-1730,68,124,,0.6453,0.7187,
proposoit,1710-1720,1780-1789,74,861,,0.6424,0.9771,
ignoré,1710-1720,1730-1740,109,250,,0.6421,0.1089,
revienne,1720-1730,1760-1770,60,131,,0.64,0.5097,
communiqué,1720-1730,1760-1770,185,395,,0.6399,0.5141,
incomparable,1700-1710,1760-1770,103,147,,0.6393,,
l'infante,1720-1730,1760-1770,142,67,,0.6376,,
copier,1700-1710,1720-1730,106,106,,0.6357,0.0423,
obligent,1730-1740,1760-1770,115,294,,0.6349,0.8798,
précipitation,1700-1710,1750-1760,124,419,,0.6343,0.2898,
prophete,1740-1750,1760-1770,144,92,,0.6322,,
l'épée,1730-1740,1740-1750,663,570,,0.6321,,
s'avisa,1700-1710,1760-1770,55,91,,0.6316,,
immortels,1710-1720,1730-1740,323,399,,0.6305,0.7173,
edifices,1700-1710,1789-1802,77,51,,0.6301,,
détachement,1710-1720,1789-1802,65,913,,0.6279,,
tontes,1720-1730,1760-1770,86,138,,0.6271,0.3818,
absent,1720-1730,1730-1740,114,273,,0.6257,,
moisson,1730-1740,1750-1760,55,199,,0.6254,0.9279,
reprises,1760-1770,1780-1789,819,903,,0.6249,0.7497,
methode,1780-1789,1789-1802,119,79,,0.6247,,
excessive,1720-1730,1730-1740,112,141,,0.6238,0.2041,
d'ordinaire,1780-1789,1789-1802,620,291,,0.622,,
considerer,1770-1780,1780-1789,122,235,,0.6216,,
works,1730-1740,1789-1802,262,220,,0.6204,,
fortoit,1710-1720,1740-1750,53,157,,0.6201,0.7704,
magnifiquement,1710-1720,1720-1730,88,119,,0.62,,
consens,1710-1720,1760-1770,176,231,,0.6191,,
s'établir,1710-1720,1720-1730,151,210,,0.6187,,
oppositions,1710-1720,1750-1760,634,333,,0.6174,,
trouvois,1700-1710,1710-1720,78,53,,0.617,0.8909,
exigé,1720-1730,1730-1740,61,286,,0.616,0.4493,
susdit,1740-1750,1760-1770,75,148,,0.6147,,
qu'ai,1710-1720,1730-1740,92,168,,0.6143,,
m'oblige,1700-1710,1710-1720,64,61,,0.6119,,
enseignent,1750-1760,1789-1802,122,91,,0.6114,,
écouté,1710-1720,1730-1740,100,284,,0.6111,,
reviendra,1710-1720,1740-1750,111,167,,0.6098,0.6662,
évité,1710-1720,1720-1730,64,56,,0.6096,0.4093,
remuer,1710-1720,1740-1750,312,348,,0.6082,,
gentil,1710-1720,1730-1740,129,184,,0.6074,0.3256,
matelot,1700-1710,1730-1740,110,93,,0.6055,,
jouent,1770-1780,1789-1802,380,305,,0.6051,,
chats,1710-1720,1720-1730,94,381,,0.6021,0.564,
pompeux,1760-1770,1780-1789,244,551,,0.599,0.3549,
d'armée,1730-1740,1789-1802,330,441,,0.5954,,
empêcha,1700-1710,1710-1720,89,61,,0.5947,,
l'aile,1710-1720,1789-1802,63,397,,0.5945,,
d'avoir,1710-1720,1730-1740,4584,7144,,0.5943,,
d'aller,1720-1730,1780-1789,1445,5281,,0.5933,,
contenté,1780-1789,1789-1802,473,262,,0.5932,,
passons,1700-1710,1780-1789,74,592,,0.5926,0.3196,
parente,1710-1720,1720-1730,64,79,,0.5922,,
douté,1740-1750,1780-1789,133,326,,0.5914,0.8382,
rudes,1780-1789,1789-1802,542,269,,0.5905,,
enfoncer,1710-1720,1750-1760,56,67,,0.5896,,
inconveniens,1770-1780,1789-1802,107,135,,0.5895,,
suive,1700-1710,1780-1789,60,272,,0.5894,0.5413,
pilote,1710-1720,1760-1770,205,497,,0.589,,
poules,1730-1740,1789-1802,210,351,,0.5879,,
brisé,1720-1730,1770-1780,73,479,,0.5877,0.2547,
gouvernante,1730-1740,1740-1750,200,386,,0.5871,,
laide,1720-1730,1740-1750,90,208,,0.587,,
chretiens,1750-1760,1789-1802,60,52,,0.5863,,
représenta,1700-1710,1789-1802,136,387,,0.5858,0.7916,
poursuivi,1700-1710,1710-1720,111,114,,0.5853,0.3506,
chanoine,1760-1770,1780-1789,389,555,,0.585,,
fendre,1740-1750,1760-1770,256,571,,0.5848,,
d'or,1720-1730,1760-1770,5683,11958,,0.5847,,
hoirs,1750-1760,1770-1780,51,161,,0.5833,,
promenant,1720-1730,1730-1740,71,99,,0.5833,0.7873,
consulat,1730-1740,1789-1802,167,387,,0.5821,,
vicaires,1740-1750,1760-1770,184,246,,0.5801,,
spirituelles,1730-1740,1760-1770,50,132,,0.5801,,
fournie,1720-1730,1740-1750,121,192,,0.5787,0.6324,
saurai,1720-1730,1740-1750,52,71,,0.5783,,
visages,1780-1789,1789-1802,423,305,,0.5779,,
priere,1720-1730,1730-1740,519,572,,0.5769,,
éclats,1760-1770,1789-1802,405,495,,0.5764,,
toucha,1710-1720,1720-1730,70,81,,0.5756,,
requises,1710-1720,1770-1780,115,234,,0.5753,,
négligé,1710-1720,1730-1740,130,340,,0.5752,0.1566,
cadets,1730-1740,1789-1802,51,295,,0.5751,,
confesseur,1710-1720,1740-1750,314,113,,0.5741,,
devrois,1720-1730,1740-1750,89,155,,0.5731,,
dérobé,1760-1770,1770-1780,186,258,,0.5727,,
emporta,1700-1710,1740-1750,87,132,,0.5724,,
qu'au,1700-1710,1730-1740,1563,3143,,0.5722,,
tournent,1700-1710,1780-1789,99,472,,0.5719,0.7083,
offrandes,1700-1710,1720-1730,50,139,,0.5715,0.9039,
ecrit,1720-1730,1740-1750,226,484,,0.5699,,
cultivé,1750-1760,1770-1780,504,1014,,0.569,0.099,
iroit,1710-1720,1720-1730,132,143,,0.5668,0.6353,
d'étendue,1720-1730,1789-1802,100,620,,0.5666,,
l'avocat,1750-1760,1789-1802,275,502,,0.5664,,
connois,1700-1710,1750-1760,94,384,,0.5661,0.7693,
mariées,1720-1730,1780-1789,70,278,,0.5635,,
valu,1720-1730,1730-1740,91,125,,0.5629,0.7304,
aife,1720-1730,1789-1802,53,98,,0.5628,,
poursuivit,1730-1740,1780-1789,251,460,,0.5618,,
proposées,1700-1710,1789-1802,68,390,,0.5616,0.9083,
égaler,1700-1710,1720-1730,64,83,,0.5611,0.7341,
l'amiral,1730-1740,1760-1770,304,1630,,0.5607,,
mécontent,1700-1710,1730-1740,62,181,,0.5596,0.2214,
l'artillerie,1700-1710,1720-1730,106,250,,0.5593,,
l'espace,1700-1710,1789-1802,291,1728,,0.5579,,
menoit,1700-1710,1760-1770,69,126,,0.5578,0.6479,
s'avança,1710-1720,1780-1789,54,415,,0.5577,,
bergers,1770-1780,1780-1789,787,982,,0.5576,,
annoncé,1720-1730,1750-1760,58,268,,0.5564,0.2384,
brutal,1720-1730,1770-1780,72,195,,0.5562,,
icelui,1760-1770,1789-1802,339,113,,0.5544,,
l'arrêter,1710-1720,1720-1730,77,75,,0.5537,,
retrancher,1700-1710,1720-1730,212,245,,0.5536,0.699,
rejettent,1700-1710,1730-1740,71,61,,0.5531,,
septieme,1720-1730,1750-1760,55,238,,0.5519,0.886,
cerveau,1750-1760,1789-1802,471,458,,0.5511,,
c'els,1710-1720,1730-1740,86,58,,0.5502,,
suivons,1760-1770,1780-1789,295,352,,0.5495,0.0093,
d'expliquer,1730-1740,1740-1750,267,330,,0.5488,,
choqué,1720-1730,1789-1802,63,133,,0.5486,0.3857,
députation,1720-1730,1789-1802,106,1492,,0.5482,0.9508,
c'er,1720-1730,1750-1760,88,120,,0.5481,,
regardons,1740-1750,1770-1780,113,331,,0.5481,,
supposent,1720-1730,1789-1802,84,387,,0.5477,0.636,
c'eil,1720-1730,1730-1740,92,145,,0.5472,,
foit,1700-1710,1789-1802,226,387,,0.5461,0.4565,
mettrai,1700-1710,1720-1730,93,81,,0.546,0.8424,
bibliotheque,1710-1720,1750-1760,97,682,,0.5456,,
secretaires,1710-1720,1789-1802,301,88,,0.5452,,
croître,1730-1740,1740-1750,269,381,,0.5443,0.2507,
embarquer,1710-1720,1770-1780,73,171,,0.5439,,
susdites,1700-1710,1789-1802,115,105,,0.5438,,
commandemens,1770-1780,1789-1802,196,239,,0.5435,,
privilege,1740-1750,1789-1802,536,502,,0.5432,,
richement,1710-1720,1770-1780,69,285,,0.5424,,
jeta,1710-1720,1720-1730,170,93,,0.5416,,
scpt,1740-1750,1750-1760,173,320,,0.5405,,
d'espagne,1710-1720,1720-1730,3111,1882,,0.5391,,
restait,1710-1720,1740-1750,141,52,,0.5385,0.8334,
frappa,1710-1720,1730-1740,74,218,,0.538,,
convienne,1710-1720,1760-1770,86,248,,0.5377,0.8727,
saura,1710-1720,1720-1730,74,71,,0.5364,0.3198,
perc,1700-1710,1789-1802,140,130,,0.5363,,
destine,1720-1730,1760-1770,125,584,,0.536,,
saçon,1710-1720,1780-1789,136,1946,,0.5354,0.6685,
n'entre,1710-1720,1740-1750,129,165,,0.5348,,
xxxix,1730-1740,1750-1760,213,246,,0.5344,0.3334,
noces,1740-1750,1760-1770,233,411,,0.534,,
jolis,1710-1720,1720-1730,60,59,,0.5336,0.1064,
apostolique,1740-1750,1770-1780,223,212,,0.5332,,
partent,1700-1710,1720-1730,107,155,,0.5325,0.8515,
goûté,1740-1750,1789-1802,171,276,,0.5324,,
d'envie,1750-1760,1780-1789,298,570,,0.5322,,
profita,1710-1720,1750-1760,97,296,,0.5308,0.4971,
forfait,1710-1720,1720-1730,102,76,,0.5308,0.6017,
sixième,1720-1730,1740-1750,57,138,,0.5305,,
j'espere,1710-1720,1720-1730,196,121,,0.5298,,
reliques,1720-1730,1740-1750,443,160,,0.5295,,
piqué,1760-1770,1770-1780,292,549,,0.5293,,
contraintes,1700-1710,1740-1750,73,101,,0.5289,0.3859,
démons,1720-1730,1780-1789,63,360,,0.5284,0.1592,
l'engager,1720-1730,1750-1760,135,370,,0.5276,,
lazare,1720-1730,1760-1770,271,206,,0.5273,0.4366,
collier,1710-1720,1770-1780,87,489,,0.5273,,
l'année,1720-1730,1730-1740,2915,4448,,0.5269,,
reçoive,1730-1740,1740-1750,94,109,,0.5267,0.8263,
nourrice,1740-1750,1760-1770,290,457,,0.5266,,
legs,1730-1740,1750-1760,750,948,,0.5262,,
danois,1720-1730,1740-1750,243,397,,0.5259,0.3757,
promettoit,1710-1720,1770-1780,66,384,,0.5257,0.7635,
hérétiques,1730-1740,1789-1802,106,236,,0.5243,,
l'evêque,1710-1720,1730-1740,353,928,,0.5235,,
orientaux,1730-1740,1740-1750,97,233,,0.5226,,
lisent,1700-1710,1710-1720,77,162,,0.5221,0.8032,
coffre,1710-1720,1789-1802,193,303,,0.5202,,
joye,1710-1720,1780-1789,773,650,,0.5191,,
repondit,1710-1720,1770-1780,67,77,,0.5184,,
pensons,1700-1710,1710-1720,51,51,,0.5181,0.4219,
préjudicier,1710-1720,1770-1780,211,219,,0.5178,,
revivre,1700-1710,1760-1770,101,335,,0.5174,0.4021,
qu'aucun,1710-1720,1730-1740,761,768,,0.5148,,
promptitude,1700-1710,1770-1780,75,535,,0.5145,0.9778,
temporelles,1700-1710,1720-1730,62,61,,0.5141,,
reçût,1750-1760,1789-1802,77,70,,0.5132,,
pêcheurs,1720-1730,1780-1789,61,438,,0.5127,0.4216,
l'age,1710-1720,1760-1770,67,289,,0.5122,,
écrivent,1710-1720,1740-1750,87,172,,0.5118,,
sacrement,1760-1770,1770-1780,295,340,,0.5108,,
d'arriver,1720-1730,1740-1750,226,480,,0.5107,,
n'ignore,1720-1730,1760-1770,158,547,,0.5096,,
tenons,1720-1730,1760-1770,156,544,,0.5086,,
sculpture,1750-1760,1780-1789,570,896,,0.5083,0.3634,
maîtresses,1720-1730,1760-1770,62,159,,0.5069,,
gardoit,1710-1720,1720-1730,98,108,,0.5067,0.7289,
implacable,1730-1740,1760-1770,146,190,,0.5061,0.1324,
ciens,1720-1730,1789-1802,162,325,,0.5056,,
d'ouvrir,1700-1710,1720-1730,109,140,,0.5041,,
desespoir,1750-1760,1780-1789,172,251,,0.5038,,
prioit,1710-1720,1720-1730,80,172,,0.5033,,
d'aucuns,1710-1720,1730-1740,177,101,,0.503,,
l'encens,1720-1730,1740-1750,102,143,,0.5023,,
marchoit,1750-1760,1770-1780,152,277,,0.5022,,
d'anvers,1780-1789,1789-1802,335,194,,0.5016,,
repliqua,1710-1720,1720-1730,79,169,,0.5015,,
deuxieme,1710-1720,1720-1730,54,62,,0.5009,0.3348,
suffiroit,1720-1730,1730-1740,97,168,,0.5004,0.8603,
l'envoyer,1700-1710,1710-1720,101,72,,0.5003,,
infinies,1740-1750,1770-1780,179,271,,0.4988,0.5723,
carosse,1710-1720,1760-1770,59,73,,0.498,,
justiciers,1730-1740,1789-1802,190,74,,0.4964,,
traitoit,1710-1720,1730-1740,72,233,,0.4957,0.7897,
qu'avez,1770-1780,1780-1789,401,514,,0.4956,,
l'aller,1760-1770,1789-1802,331,211,,0.4945,,
commanda,1710-1720,1789-1802,177,423,,0.494,,
abeilles,1740-1750,1750-1760,583,154,,0.4927,,
retiennent,1740-1750,1780-1789,123,325,,0.4925,0.3268,
d'examiner,1710-1720,1720-1730,212,252,,0.4921,,
raconta,1770-1780,1789-1802,189,280,,0.4916,,
carême,1750-1760,1780-1789,186,185,,0.4915,,
s'elt,1700-1710,1730-1740,79,115,,0.4911,,
levres,1760-1770,1789-1802,343,164,,0.4898,0.7521,
réglement,1700-1710,1730-1740,112,889,,0.4893,0.9685,
facon,1710-1720,1760-1770,167,1088,,0.4886,0.8891,
surintendant,1740-1750,1789-1802,77,160,,0.4885,,
d'entendre,1720-1730,1789-1802,314,1048,,0.4878,,
s'appelle,1750-1760,1789-1802,930,1112,,0.4875,,
rouler,1700-1710,1760-1770,106,388,,0.4875,0.5097,
serments,1710-1720,1780-1789,63,90,,0.4873,,
villeux,1710-1720,1789-1802,235,134,,0.487,,
éclaircissement,1750-1760,1780-1789,115,108,,0.4857,,
conté,1700-1710,1710-1720,96,92,,0.4855,,
mangeant,1700-1710,1720-1730,58,77,,0.4853,,
quelqu'autre,1710-1720,1789-1802,295,436,,0.4831,,
c'ess,1720-1730,1730-1740,55,91,,0.4817,,
corsaires,1710-1720,1720-1730,50,165,,0.4815,,
pasteurs,1700-1710,1780-1789,113,441,,0.4812,,
carrosse,1770-1780,1780-1789,508,340,,0.4805,,
scipion,1710-1720,1730-1740,403,2045,,0.4797,0.3679,
j'en,1710-1720,1780-1789,3572,12994,,0.4791,,
contraignit,1700-1710,1789-1802,68,72,,0.479,,
evangile,1700-1710,1740-1750,151,116,,0.4783,,
surprit,1730-1740,1789-1802,231,310,,0.4782,,
rafraîchir,1710-1720,1730-1740,73,87,,0.4756,,
vrage,1710-1720,1770-1780,80,492,,0.4755,,
demeurai,1720-1730,1789-1802,52,59,,0.4751,,
necessaire,1760-1770,1789-1802,420,376,,0.4747,,
étonnante,1700-1710,1720-1730,64,71,,0.4745,0.4352,
emprunté,1770-1780,1789-1802,603,454,,0.4743,,
approchent,1710-1720,1760-1770,64,390,,0.4738,0.728,
participation,1760-1770,1770-1780,166,201,,0.4724,,
épargné,1710-1720,1789-1802,94,448,,0.4724,0.1728,
l'honneur,1730-1740,1750-1760,3062,4376,,0.4721,,
témoigné,1760-1770,1789-1802,209,488,,0.4717,,
maltraité,1710-1720,1760-1770,73,138,,0.4713,,
s'entretenir,1700-1710,1780-1789,97,304,,0.471,,
eues,1750-1760,1789-1802,248,315,,0.4706,0.6271,
d'attention,1750-1760,1760-1770,712,1191,,0.4702,,
avisé,1710-1720,1740-1750,150,93,,0.4693,,
suivoit,1700-1710,1740-1750,120,316,,0.4684,0.6613,
resentes,1780-1789,1789-1802,50,52,,0.4678,,
renferment,1700-1710,1740-1750,88,374,,0.466,0.595,
paiement,1710-1720,1730-1740,177,96,,0.4652,0.8261,
contravention,1710-1720,1730-1740,473,362,,0.4651,,
souhaité,1710-1720,1770-1780,119,238,,0.4637,,
déplaisir,1720-1730,1730-1740,58,106,,0.4629,,
pilotes,1700-1710,1740-1750,76,483,,0.4628,0.3102,
touchent,1770-1780,1789-1802,719,444,,0.4616,0.4686,
conviendra,1710-1720,1730-1740,151,162,,0.4592,,
qu'ayant,1700-1710,1720-1730,299,473,,0.4591,,
s'étendre,1750-1760,1789-1802,445,755,,0.459,,
revenue,1720-1730,1760-1770,67,235,,0.459,0.5376,
fondent,1750-1760,1780-1789,233,477,,0.4588,0.2978,
approché,1710-1720,1789-1802,70,272,,0.4586,0.3571,
poulets,1720-1730,1750-1760,58,974,,0.4582,,
persuada,1700-1710,1740-1750,83,185,,0.4576,0.8553,
c'ct,1730-1740,1750-1760,53,89,,0.4572,,
imité,1720-1730,1740-1750,106,137,,0.4568,0.5143,
arriverent,1710-1720,1789-1802,68,132,,0.4565,0.8643,
iceux,1770-1780,1789-1802,196,94,,0.4561,,
contentez,1700-1710,1720-1730,70,69,,0.4559,,
lentulus,1710-1720,1760-1770,58,78,,0.4546,,
amena,1710-1720,1789-1802,83,305,,0.454,0.6345,
proserpine,1700-1710,1789-1802,55,156,,0.4531,0.2665,
tinrent,1740-1750,1770-1780,223,243,,0.4519,0.6635,
garda,1740-1750,1770-1780,235,440,,0.4505,,
icelles,1750-1760,1789-1802,420,123,,0.4472,,
datte,1770-1780,1789-1802,131,91,,0.447,,
n'entend,1740-1750,1760-1770,215,430,,0.4444,,
habillé,1710-1720,1760-1770,80,155,,0.4439,,
patriarches,1710-1720,1730-1740,68,78,,0.4438,,
usent,1710-1720,1750-1760,176,168,,0.4435,0.641,
feraient,1730-1740,1740-1750,73,56,,0.4428,0.5219,
quoiqu'on,1700-1710,1780-1789,88,961,,0.4427,,
marchas,1710-1720,1789-1802,399,500,,0.4407,,
dises,1760-1770,1780-1789,755,609,,0.44,,
renonciation,1720-1730,1750-1760,68,122,,0.4391,,
serve,1730-1740,1740-1750,167,203,,0.439,,
faurois,1700-1710,1710-1720,59,168,,0.4387,0.8942,
j'avoue,1720-1730,1780-1789,341,1233,,0.4376,,
surprenant,1710-1720,1750-1760,249,554,,0.4367,0.5458,
fortent,1720-1730,1740-1750,112,119,,0.4363,0.45,
these,1750-1760,1770-1780,220,569,,0.4361,,
courent,1770-1780,1780-1789,779,789,,0.4356,0.0763,
datée,1730-1740,1780-1789,62,671,,0.4354,0.7633,
anneaux,1710-1720,1720-1730,93,96,,0.435,0.1119,
cession,1720-1730,1780-1789,136,493,,0.4343,0.3286,
cocher,1710-1720,1720-1730,111,83,,0.4331,0.0833,
déchargé,1760-1770,1770-1780,307,218,,0.4324,,
saurois,1720-1730,1730-1740,82,74,,0.4315,,
gracieux,1740-1750,1780-1789,324,564,,0.4309,,
découvrit,1710-1720,1720-1730,113,135,,0.4308,0.04,
portait,1740-1750,1750-1760,77,168,,0.4307,,
l'arrivée,1730-1740,1740-1750,785,1276,,0.4298,,
xxxvi,1730-1740,1740-1750,264,169,,0.4292,0.4485,
j'appris,1700-1710,1720-1730,62,104,,0.4289,,
epoux,1750-1760,1789-1802,555,222,,0.4278,,
sacrifié,1720-1730,1789-1802,80,744,,0.4269,0.2406,
falloir,1700-1710,1710-1720,104,71,,0.4262,0.5399,
caracteres,1710-1720,1730-1740,285,398,,0.4252,,
estiment,1700-1710,1760-1770,51,116,,0.4247,0.2808,
raconté,1710-1720,1789-1802,155,278,,0.4246,,
