word,period1,period2,occ1,occ2,degree,score_word2vec,score_camembert,score_dalembert
esc,1750-1760,1770-1780,423,383,,0.6046,0.5285,
rcn,1720-1730,1750-1760,74,67,,0.6043,0.1753,
genie,1700-1710,1780-1789,474,201,,0.6041,,
fievre,1710-1720,1780-1789,80,849,,0.6036,0.9175,
arri,1710-1720,1780-1789,131,585,,0.6034,0.1602,
appeler,1720-1730,1740-1750,86,114,,0.6033,0.3827,
fun,1700-1710,1730-1740,207,191,,0.603,0.3301,
françoises,1700-1710,1770-1780,59,798,,0.6028,0.9506,
sorties,1720-1730,1760-1770,377,366,,0.6026,0.892,
flatterie,1700-1710,1770-1780,65,721,,0.6023,0.9057,
rêve,1700-1710,1789-1802,63,486,,0.6022,0.6426,
gardien,1750-1760,1780-1789,193,482,,0.602,0.1598,
recouvrement,1710-1720,1750-1760,180,255,,0.6019,0.5198,
réformation,1700-1710,1710-1720,63,109,,0.6013,0.7258,
d'estime,1750-1760,1789-1802,308,387,,0.6012,,
l'apôtre,1720-1730,1740-1750,65,91,,0.6011,,
societé,1700-1710,1789-1802,242,477,,0.601,,
parlera,1720-1730,1789-1802,98,269,,0.6009,0.9687,
facilite,1700-1710,1720-1730,72,103,,0.6006,0.1968,
qu'ici,1720-1730,1789-1802,91,448,,0.6005,,
gal,1700-1710,1770-1780,207,243,,0.6004,,
uir,1730-1740,1770-1780,61,239,,0.6002,0.1886,
fidelité,1710-1720,1789-1802,341,146,,0.5995,,
drs,1710-1720,1740-1750,82,93,,0.5991,0.3165,
poursuivis,1700-1710,1710-1720,58,134,,0.5989,0.9099,
procession,1700-1710,1750-1760,77,72,,0.5986,0.2092,
comp,1710-1720,1760-1770,152,882,,0.5984,0.1463,
ites,1720-1730,1730-1740,102,77,,0.5983,0.1656,
abandonna,1710-1720,1740-1750,72,213,,0.5982,0.4983,
gis,1750-1760,1770-1780,71,194,,0.5981,0.0522,
admirablement,1730-1740,1789-1802,182,77,,0.598,,
here,1710-1720,1789-1802,130,398,,0.5979,,
ues,1700-1710,1710-1720,128,79,,0.5977,0.1313,
liu,1700-1710,1710-1720,119,71,,0.5976,0.3733,
rochelle,1700-1710,1780-1789,243,1116,,0.5974,,
examinant,1710-1720,1780-1789,56,411,,0.5974,0.7923,
land,1710-1720,1789-1802,72,450,,0.5973,,
arti,1740-1750,1789-1802,225,362,,0.5972,0.2025,
hol,1720-1730,1770-1780,126,416,,0.597,0.0126,
pénible,1720-1730,1789-1802,140,2121,,0.5966,0.5202,
miseres,1720-1730,1789-1802,117,73,,0.5965,,
tailleur,1710-1720,1730-1740,79,58,,0.5964,,
avantageuses,1720-1730,1730-1740,163,187,,0.5963,0.6503,
ronces,1700-1710,1760-1770,55,251,,0.5963,0.7991,
consequence,1720-1730,1789-1802,790,402,,0.5959,,
sns,1730-1740,1760-1770,56,134,,0.5957,0.2931,
enfers,1730-1740,1770-1780,514,821,,0.5956,,
d'abus,1700-1710,1789-1802,152,498,,0.5956,,
ravage,1740-1750,1770-1780,243,434,,0.5955,0.0634,
pratiquée,1700-1710,1789-1802,68,258,,0.5952,0.7094,
iune,1710-1720,1789-1802,56,609,,0.595,0.4432,
peuplé,1770-1780,1789-1802,694,661,,0.5948,0.5581,
racheter,1700-1710,1710-1720,149,166,,0.5946,0.4798,
qu'ily,1730-1740,1780-1789,72,156,,0.5945,,
ôtent,1710-1720,1740-1750,59,73,,0.5943,,
devers,1700-1710,1780-1789,104,1970,,0.594,0.8408,
j'appelle,1700-1710,1730-1740,66,105,,0.5939,,
relevant,1710-1720,1789-1802,61,276,,0.5936,,
employe,1700-1710,1750-1760,212,678,,0.5935,,
muet,1700-1710,1789-1802,57,491,,0.5934,0.2895,
verres,1770-1780,1780-1789,1091,821,,0.5931,0.0151,
l'apparence,1700-1710,1789-1802,89,679,,0.593,,
indignement,1700-1710,1710-1720,65,88,,0.5929,0.8389,
informée,1720-1730,1730-1740,85,308,,0.5925,0.2532,
fourmis,1710-1720,1750-1760,50,119,,0.5924,0.1676,
fabius,1700-1710,1730-1740,73,854,,0.5921,0.5853,
contracter,1700-1710,1710-1720,76,60,,0.5919,0.7405,
fes,1740-1750,1789-1802,1080,434,,0.5918,0.8467,
piquer,1710-1720,1789-1802,117,209,,0.5917,0.2568,
d'office,1700-1710,1760-1770,70,773,,0.5916,,
christophe,1770-1780,1780-1789,315,373,,0.5913,0.2546,
d'hyver,1720-1730,1760-1770,81,199,,0.5911,,
novi,1720-1730,1789-1802,187,118,,0.591,,
fauxbourg,1770-1780,1789-1802,1574,371,,0.5909,0.84,
complet,1710-1720,1730-1740,115,150,,0.5908,0.1033,
lumineux,1720-1730,1760-1770,66,392,,0.5907,0.0937,
hil,1710-1720,1730-1740,63,68,,0.5907,0.1193,
brandebourg,1720-1730,1740-1750,124,388,,0.5903,0.7,
subsistance,1700-1710,1789-1802,117,1959,,0.5903,0.8524,
invite,1700-1710,1720-1730,57,107,,0.59,0.0452,
trempe,1720-1730,1789-1802,333,362,,0.59,0.9394,
mente,1720-1730,1770-1780,209,296,,0.5898,0.2035,
d'avignon,1760-1770,1789-1802,265,293,,0.5897,,
plans,1700-1710,1789-1802,79,2575,,0.5896,0.6864,
affranchi,1720-1730,1789-1802,103,357,,0.5893,,
cuve,1710-1720,1760-1770,128,1132,,0.5892,0.6596,
coe,1760-1770,1770-1780,87,102,,0.5891,0.0208,
calais,1700-1710,1730-1740,59,367,,0.5889,0.4527,
cale,1720-1730,1740-1750,106,183,,0.5886,,
d'impression,1700-1710,1789-1802,82,289,,0.5883,,
folles,1700-1710,1760-1770,78,544,,0.5882,0.845,
parlemens,1730-1740,1789-1802,188,1355,,0.5879,0.7445,
qu'o,1700-1710,1740-1750,62,109,,0.5878,,
mouillé,1710-1720,1740-1750,116,167,,0.5875,,
chri,1710-1720,1770-1780,62,72,,0.5875,,
trafic,1730-1740,1789-1802,321,715,,0.5874,,
changeant,1700-1710,1710-1720,138,156,,0.5872,0.0946,
suppléer,1700-1710,1760-1770,82,870,,0.5869,0.8398,
tié,1700-1710,1710-1720,72,72,,0.5868,0.3806,
l'université,1700-1710,1720-1730,50,545,,0.5867,,
pole,1730-1740,1789-1802,209,255,,0.5866,0.4389,
celebre,1700-1710,1789-1802,203,65,,0.5865,,
super,1730-1740,1740-1750,1463,1077,,0.5864,0.1894,
loges,1720-1730,1780-1789,123,970,,0.5862,0.7727,
monnoye,1740-1750,1770-1780,444,623,,0.586,,
bol,1700-1710,1770-1780,92,207,,0.5859,0.4515,
mufes,1740-1750,1789-1802,101,64,,0.5857,0.6812,
procuration,1750-1760,1789-1802,102,325,,0.5857,,
frir,1700-1710,1770-1780,51,186,,0.5854,0.4458,
française,1700-1710,1789-1802,58,5041,,0.5854,0.9927,
pêcher,1700-1710,1780-1789,227,418,,0.5851,0.9494,
saturne,1710-1720,1789-1802,223,438,,0.5847,0.9573,
litres,1710-1720,1789-1802,260,348,,0.5846,0.5289,
commue,1700-1710,1740-1750,144,303,,0.5845,0.3157,
chiffres,1730-1740,1750-1760,122,155,,0.5844,0.1777,
ocr,1760-1770,1789-1802,104,74,,0.5843,,
lanterne,1700-1710,1780-1789,51,548,,0.5843,0.4362,
tournée,1700-1710,1789-1802,81,397,,0.5842,0.6813,
cantons,1700-1710,1760-1770,91,1188,,0.5841,0.9458,
manne,1700-1710,1740-1750,73,77,,0.584,0.8067,
singe,1710-1720,1760-1770,153,269,,0.584,0.744,
qule,1740-1750,1789-1802,117,662,,0.5839,0.3554,
vendoit,1700-1710,1710-1720,62,124,,0.5836,0.5499,
convertis,1700-1710,1789-1802,95,367,,0.5834,0.8585,
ram,1710-1720,1780-1789,72,195,,0.5831,0.1084,
college,1710-1720,1720-1730,170,2068,,0.5828,,
avi,1760-1770,1789-1802,167,319,,0.5827,0.0022,
croyance,1710-1720,1730-1740,90,106,,0.5826,0.1273,
imaginaire,1710-1720,1730-1740,131,199,,0.5822,0.0052,
convertit,1710-1720,1730-1740,84,158,,0.5822,0.5522,
vinées,1700-1710,1760-1770,95,595,,0.582,0.536,
laville,1740-1750,1789-1802,159,136,,0.5818,0.2133,
trre,1700-1710,1710-1720,94,61,,0.5817,0.3987,
êtres,1710-1720,1780-1789,81,2891,,0.5816,0.9474,
rne,1730-1740,1760-1770,88,228,,0.5815,0.2089,
mentionnées,1700-1710,1789-1802,89,228,,0.5812,,
ouis,1710-1720,1789-1802,239,255,,0.581,0.41,
juflice,1700-1710,1789-1802,197,709,,0.5808,0.5058,
déguiser,1700-1710,1720-1730,95,54,,0.5808,0.7815,
charrue,1730-1740,1760-1770,85,1794,,0.5805,0.9729,
roes,1710-1720,1750-1760,58,397,,0.5803,0.0485,
xlii,1700-1710,1710-1720,65,64,,0.58,0.5954,
patiemment,1700-1710,1760-1770,52,138,,0.5798,0.2527,
grossir,1720-1730,1789-1802,77,370,,0.5797,0.2263,
seconds,1700-1710,1780-1789,73,601,,0.5796,0.5401,
teau,1710-1720,1789-1802,96,439,,0.5795,0.4242,
liir,1720-1730,1750-1760,68,66,,0.5794,0.1215,
about,1710-1720,1789-1802,149,411,,0.5792,,
j'a,1700-1710,1730-1740,131,193,,0.579,,
flir,1700-1710,1750-1760,123,181,,0.5789,0.1048,
découverts,1700-1710,1760-1770,78,216,,0.5788,0.4915,
l'assemblée,1720-1730,1740-1750,614,763,,0.5786,,
inventions,1780-1789,1789-1802,471,419,,0.5784,0.2237,
accomplir,1740-1750,1789-1802,167,225,,0.5783,,
pains,1700-1710,1760-1770,97,1287,,0.5782,0.9636,
d'aujourd'hui,1700-1710,1760-1770,125,459,,0.5781,,
couronnement,1710-1720,1740-1750,113,164,,0.5778,0.9467,
dune,1710-1720,1730-1740,63,146,,0.5776,0.1151,
rompus,1700-1710,1789-1802,89,228,,0.5776,0.9087,
chancellerie,1710-1720,1789-1802,278,388,,0.5775,,
diocèse,1700-1710,1710-1720,596,262,,0.5774,,
err,1710-1720,1750-1760,51,128,,0.5772,,
lne,1730-1740,1770-1780,101,366,,0.5771,0.3636,
tellus,1700-1710,1730-1740,147,350,,0.577,0.2472,
demanderent,1760-1770,1780-1789,146,384,,0.5768,0.5751,
enquêtes,1710-1720,1740-1750,112,150,,0.5767,,
vague,1700-1710,1789-1802,88,1018,,0.5766,0.7307,
répondra,1710-1720,1789-1802,77,325,,0.5765,0.0756,
devise,1700-1710,1770-1780,87,236,,0.5762,,
outrages,1700-1710,1720-1730,50,65,,0.5762,0.9448,
lyre,1700-1710,1740-1750,50,129,,0.5761,0.8251,
possedent,1720-1730,1789-1802,130,159,,0.5759,0.7656,
n'ai,1700-1710,1710-1720,1991,2370,,0.5759,,
courante,1710-1720,1770-1780,112,416,,0.5755,,
renvoye,1700-1710,1789-1802,81,116,,0.575,0.5793,
casser,1700-1710,1740-1750,77,84,,0.5749,0.6141,
s'empare,1710-1720,1789-1802,63,481,,0.5747,,
sti,1710-1720,1760-1770,122,184,,0.5745,,
poussant,1700-1710,1780-1789,79,430,,0.5744,0.8732,
renouvelle,1700-1710,1720-1730,114,120,,0.5741,0.0784,
dérobe,1700-1710,1789-1802,69,311,,0.574,0.7004,
avanture,1710-1720,1780-1789,287,265,,0.5739,,
ieurs,1700-1710,1760-1770,79,298,,0.5738,0.6075,
cde,1700-1710,1789-1802,100,869,,0.5737,0.4637,
rur,1720-1730,1770-1780,63,197,,0.5734,0.2927,
ordonnée,1720-1730,1730-1740,242,303,,0.5731,0.6661,
d'espérance,1700-1710,1789-1802,60,351,,0.573,,
damas,1710-1720,1780-1789,133,632,,0.5729,,
tenms,1700-1710,1710-1720,60,66,,0.5728,0.5588,
cett,1710-1720,1760-1770,69,185,,0.5727,0.3601,
créa,1710-1720,1740-1750,200,267,,0.5724,0.2303,
l'original,1780-1789,1789-1802,1029,850,,0.5723,,
oblig,1720-1730,1730-1740,94,92,,0.572,0.7119,
fiis,1710-1720,1789-1802,78,368,,0.5717,0.3084,
couverture,1700-1710,1740-1750,134,211,,0.5716,0.4274,
suivants,1730-1740,1750-1760,113,181,,0.5713,0.3685,
vitres,1730-1740,1770-1780,121,878,,0.5713,0.5442,
perdues,1700-1710,1730-1740,59,125,,0.571,0.476,
d'a,1710-1720,1789-1802,1108,3338,,0.571,,
quele,1740-1750,1760-1770,215,373,,0.5708,,
tics,1720-1730,1789-1802,92,368,,0.5706,0.1265,
rut,1710-1720,1780-1789,125,506,,0.5706,0.6269,
pelle,1740-1750,1760-1770,276,745,,0.5705,0.6682,
cce,1740-1750,1770-1780,110,161,,0.5704,0.3262,
lorsque,1710-1720,1780-1789,3909,23511,,0.5703,0.0537,
distinctement,1720-1730,1789-1802,62,252,,0.5699,0.9234,
l'evangile,1720-1730,1740-1750,476,576,,0.5696,,
elizabeth,1770-1780,1789-1802,248,327,,0.5695,,
serpens,1760-1770,1770-1780,177,301,,0.5694,,
rui,1700-1710,1750-1760,134,194,,0.5692,0.3261,
exem,1710-1720,1789-1802,127,365,,0.5689,0.2921,
l'épouser,1740-1750,1750-1760,91,99,,0.5688,,
balles,1720-1730,1760-1770,239,1661,,0.5688,0.773,
dun,1700-1710,1789-1802,168,603,,0.5687,0.0921,
ruinent,1700-1710,1710-1720,50,76,,0.5686,0.4678,
secondé,1720-1730,1789-1802,50,563,,0.5685,0.6894,
fauxbourgs,1710-1720,1789-1802,2280,214,,0.5684,0.9906,
caufa,1700-1710,1789-1802,228,192,,0.5682,0.8259,
connétable,1710-1720,1780-1789,135,1144,,0.5681,,
alternativement,1700-1710,1789-1802,59,582,,0.5678,0.8462,
prospérité,1720-1730,1789-1802,121,3575,,0.5677,0.9692,
cot,1720-1730,1730-1740,180,208,,0.5676,0.0253,
visions,1710-1720,1740-1750,67,67,,0.5675,0.3316,
acceptée,1710-1720,1789-1802,190,356,,0.5671,0.9135,
laval,1710-1720,1789-1802,148,279,,0.567,0.8006,
succés,1730-1740,1740-1750,70,69,,0.5665,,
rappeler,1700-1710,1760-1770,51,376,,0.5663,0.8593,
corinthe,1700-1710,1770-1780,122,575,,0.5662,0.2048,
rené,1740-1750,1770-1780,345,376,,0.566,0.6354,
structure,1710-1720,1760-1770,135,696,,0.566,,
marge,1700-1710,1780-1789,119,368,,0.5659,,
parade,1700-1710,1710-1720,67,91,,0.5658,0.1915,
l'oracle,1740-1750,1780-1789,314,1287,,0.5657,,
sers,1720-1730,1770-1780,68,226,,0.5653,,
eroit,1700-1710,1710-1720,77,104,,0.5653,0.6731,
proces,1710-1720,1789-1802,481,286,,0.5646,,
taillé,1710-1720,1740-1750,110,183,,0.5644,0.6953,
ttre,1710-1720,1740-1750,55,175,,0.5643,0.6266,
camper,1720-1730,1750-1760,153,93,,0.5643,,
tourmente,1700-1710,1740-1750,179,113,,0.5642,0.9357,
descendant,1710-1720,1730-1740,128,285,,0.564,0.4753,
d'ou,1730-1740,1770-1780,161,434,,0.5639,,
muni,1700-1710,1789-1802,96,846,,0.5637,0.5648,
réunis,1700-1710,1789-1802,66,3872,,0.5633,0.4959,
bile,1710-1720,1760-1770,192,551,,0.5631,,
catalogne,1700-1710,1789-1802,127,188,,0.5627,,
crue,1700-1710,1730-1740,76,263,,0.5625,0.3769,
humides,1730-1740,1740-1750,66,181,,0.5625,,
sejour,1760-1770,1789-1802,121,174,,0.5621,,
nim,1740-1750,1750-1760,88,57,,0.5619,0.1604,
l'orient,1760-1770,1780-1789,1245,2179,,0.5618,,
paver,1720-1730,1740-1750,160,95,,0.5614,0.4497,
d'orange,1760-1770,1770-1780,312,701,,0.5613,,
nettoyer,1720-1730,1730-1740,148,90,,0.561,,
reduits,1700-1710,1789-1802,150,70,,0.5609,,
angles,1730-1740,1760-1770,264,1212,,0.5608,0.6245,
ule,1710-1720,1730-1740,52,77,,0.5607,0.1678,
gravée,1700-1710,1740-1750,53,120,,0.5606,0.1951,
laon,1710-1720,1760-1770,203,188,,0.5604,0.7516,
d'auvergne,1700-1710,1760-1770,119,313,,0.5603,,
pouvoirs,1700-1710,1789-1802,101,4817,,0.5602,0.6936,
proscrit,1700-1710,1740-1750,54,125,,0.56,0.6939,
cette,1700-1710,1720-1730,43305,58589,,0.56,0.1113,
d'italie,1750-1760,1770-1780,1184,1660,,0.5599,,
d'egypte,1700-1710,1770-1780,160,1091,,0.5598,,
chairs,1740-1750,1780-1789,1179,619,,0.5597,0.9008,
d'utrecht,1710-1720,1730-1740,115,452,,0.5597,,
pourri,1700-1710,1740-1750,104,124,,0.5595,0.3955,
seins,1710-1720,1730-1740,51,68,,0.5593,0.5871,
ligion,1700-1710,1710-1720,57,68,,0.5592,0.304,
ars,1710-1720,1720-1730,155,261,,0.5591,0.4569,
converti,1700-1710,1730-1740,98,156,,0.559,0.5938,
agneau,1700-1710,1730-1740,83,76,,0.5586,,
contr'eux,1700-1710,1770-1780,79,311,,0.5584,,
malignes,1730-1740,1750-1760,66,80,,0.5583,0.6526,
mei,1740-1750,1780-1789,340,318,,0.5583,0.7339,
grégoire,1720-1730,1730-1740,339,207,,0.5572,0.5212,
variation,1730-1740,1740-1750,100,415,,0.557,0.867,
rendront,1700-1710,1740-1750,102,204,,0.5569,0.6337,
éclaircir,1770-1780,1789-1802,610,348,,0.5569,0.438,
révolution,1700-1710,1789-1802,77,15467,,0.5565,0.9507,
prairie,1750-1760,1760-1770,258,358,,0.5563,0.1387,
bronze,1740-1750,1789-1802,176,758,,0.556,0.4167,
flor,1710-1720,1770-1780,58,471,,0.5558,,
lainer,1710-1720,1730-1740,64,64,,0.5557,0.4727,
chansons,1730-1740,1750-1760,188,225,,0.5556,0.3893,
condamnent,1720-1730,1760-1770,79,151,,0.5555,,
poing,1730-1740,1760-1770,86,168,,0.5555,,
difgrace,1700-1710,1710-1720,62,54,,0.5553,0.5846,
corrige,1700-1710,1710-1720,72,122,,0.5548,0.0595,
piquant,1720-1730,1780-1789,82,728,,0.5546,0.4103,
incertains,1700-1710,1710-1720,68,54,,0.5545,0.3937,
suisses,1700-1710,1780-1789,65,319,,0.5544,,
surprises,1700-1710,1720-1730,52,134,,0.5542,0.7501,
recommandation,1710-1720,1789-1802,78,353,,0.554,,
forains,1700-1710,1710-1720,76,1462,,0.554,0.9384,
acclamations,1700-1710,1710-1720,77,51,,0.5539,,
particulierement,1720-1730,1789-1802,511,326,,0.5538,,
otre,1700-1710,1710-1720,77,69,,0.5537,0.6979,
troyes,1700-1710,1770-1780,269,716,,0.5535,,
quinzième,1700-1710,1780-1789,82,301,,0.553,0.9681,
entreprit,1700-1710,1720-1730,91,261,,0.5526,0.4663,
icu,1730-1740,1760-1770,63,98,,0.5523,0.0755,
bouc,1750-1760,1760-1770,165,343,,0.5523,0.3234,
bai,1710-1720,1780-1789,73,412,,0.5522,0.25,
qu'un,1700-1710,1750-1760,6137,17499,,0.5521,,
couvroit,1700-1710,1720-1730,76,115,,0.5518,0.5622,
caput,1700-1710,1770-1780,64,1663,,0.5516,0.8214,
tui,1740-1750,1780-1789,469,377,,0.5516,0.9209,
l'absence,1720-1730,1789-1802,210,768,,0.5515,,
prodige,1740-1750,1780-1789,328,964,,0.5513,0.0179,
creux,1720-1730,1760-1770,256,1105,,0.5512,,
prêtent,1720-1730,1730-1740,160,159,,0.5512,0.5693,
extravagant,1700-1710,1720-1730,62,60,,0.551,0.49,
lucile,1720-1730,1770-1780,72,484,,0.5509,,
gland,1720-1730,1760-1770,58,473,,0.5508,0.9043,
l'éducation,1710-1720,1760-1770,246,1345,,0.5506,,
malo,1780-1789,1789-1802,655,349,,0.5504,,
doutez,1780-1789,1789-1802,408,430,,0.5503,0.7204,
l'instant,1710-1720,1720-1730,409,326,,0.5502,,
testamens,1730-1740,1780-1789,169,136,,0.5501,,
navi,1710-1720,1789-1802,105,173,,0.55,0.584,
mini,1720-1730,1789-1802,127,407,,0.5499,0.0272,
fourniture,1700-1710,1710-1720,70,139,,0.5498,0.9618,
rde,1710-1720,1770-1780,76,220,,0.5497,0.0656,
tales,1700-1710,1789-1802,54,203,,0.5495,0.4864,
musiciens,1700-1710,1760-1770,50,341,,0.5491,0.8475,
flatté,1700-1710,1770-1780,104,816,,0.5491,0.8351,
ardemment,1700-1710,1730-1740,52,179,,0.549,0.8985,
risquer,1710-1720,1770-1780,138,654,,0.5489,0.2926,
l'agneau,1720-1730,1780-1789,67,163,,0.5488,,
d'anjou,1730-1740,1750-1760,889,505,,0.5487,,
tam,1730-1740,1740-1750,1533,958,,0.5483,,
fondu,1720-1730,1780-1789,323,574,,0.548,,
dixme,1740-1750,1780-1789,115,343,,0.5477,,
bienveillance,1720-1730,1750-1760,315,609,,0.5474,0.6463,
injurieux,1700-1710,1789-1802,55,290,,0.5474,0.9572,
bes,1750-1760,1760-1770,266,279,,0.5471,0.0014,
ets,1730-1740,1789-1802,87,499,,0.5468,0.3746,
n'avons,1710-1720,1730-1740,562,912,,0.5466,,
tailles,1700-1710,1789-1802,782,695,,0.5465,,
diriger,1700-1710,1710-1720,52,66,,0.5463,0.2059,
five,1730-1740,1780-1789,498,894,,0.5462,0.8329,
s'attachent,1750-1760,1760-1770,163,384,,0.546,,
dion,1710-1720,1789-1802,106,193,,0.5459,,
sci,1700-1710,1750-1760,308,165,,0.5458,0.2976,
grasse,1700-1710,1780-1789,76,454,,0.5457,,
vocation,1710-1720,1720-1730,130,213,,0.5456,,
vallon,1700-1710,1710-1720,63,50,,0.5455,0.8937,
pipes,1730-1740,1760-1770,103,234,,0.5452,,
campa,1700-1710,1760-1770,50,203,,0.5451,0.064,
iou,1730-1740,1789-1802,77,417,,0.5449,0.4069,
quoque,1700-1710,1770-1780,425,2858,,0.5448,,
pins,1730-1740,1789-1802,129,983,,0.5447,0.0125,
jouis,1700-1710,1710-1720,190,78,,0.5446,0.6469,
lard,1780-1789,1789-1802,420,471,,0.5445,,
croissent,1770-1780,1789-1802,764,431,,0.5444,0.7864,
dani,1720-1730,1750-1760,98,115,,0.5442,0.1078,
ravi,1780-1789,1789-1802,723,555,,0.5442,,
saisies,1710-1720,1750-1760,324,636,,0.544,,
présentement,1720-1730,1789-1802,402,290,,0.5437,0.0242,
d'éclat,1750-1760,1789-1802,402,571,,0.5434,,
ménagé,1700-1710,1760-1770,60,257,,0.5431,0.7274,
tcs,1730-1740,1789-1802,101,463,,0.543,0.3396,
greffes,1700-1710,1740-1750,230,97,,0.5428,,
safran,1710-1720,1760-1770,109,354,,0.5427,0.2224,
poire,1700-1710,1710-1720,230,155,,0.5422,,
employez,1730-1740,1789-1802,437,202,,0.5421,,
paisiblement,1710-1720,1789-1802,340,549,,0.5421,,
condamna,1710-1720,1730-1740,101,170,,0.5419,0.4359,
interdite,1710-1720,1789-1802,137,272,,0.5417,0.7182,
majeste,1710-1720,1750-1760,201,483,,0.5415,,
tutelles,1700-1710,1789-1802,60,264,,0.5413,0.7704,
j'espère,1770-1780,1780-1789,575,1143,,0.5412,,
nymphes,1740-1750,1780-1789,233,636,,0.541,,
lons,1720-1730,1750-1760,103,165,,0.541,0.2688,
poix,1710-1720,1760-1770,254,459,,0.5407,,
circulation,1720-1730,1789-1802,265,5852,,0.5406,0.9731,
emportent,1710-1720,1789-1802,69,142,,0.5403,0.6124,
palatin,1710-1720,1740-1750,88,288,,0.5401,0.6805,
resulte,1720-1730,1789-1802,89,216,,0.54,,
sacre,1700-1710,1710-1720,107,161,,0.5399,0.8022,
salles,1700-1710,1789-1802,74,673,,0.5398,0.815,
unt,1710-1720,1750-1760,89,125,,0.5397,,
tourmenter,1700-1710,1770-1780,93,496,,0.5396,0.7947,
aveuglément,1720-1730,1750-1760,54,136,,0.5396,0.8502,
mince,1750-1760,1780-1789,406,842,,0.5394,0.0821,
l's,1710-1720,1720-1730,74,89,,0.5392,,
l'expression,1700-1710,1720-1730,149,115,,0.5389,,
aliénation,1700-1710,1720-1730,55,57,,0.5389,0.8274,
griefs,1710-1720,1789-1802,183,570,,0.5386,0.9254,
l'ancien,1700-1710,1789-1802,281,3520,,0.5386,,
eci,1740-1750,1760-1770,104,204,,0.5384,0.381,
chevre,1740-1750,1750-1760,89,122,,0.5383,0.9418,
blan,1720-1730,1750-1760,89,83,,0.5382,0.4137,
qu'y,1710-1720,1770-1780,343,998,,0.5382,,
aiu,1730-1740,1740-1750,79,150,,0.5379,0.2717,
last,1750-1760,1789-1802,101,658,,0.5379,,
âges,1740-1750,1789-1802,219,832,,0.5378,0.499,
greniers,1710-1720,1720-1730,402,419,,0.5376,0.814,
hauteurs,1700-1710,1770-1780,75,1026,,0.5375,0.6947,
contrevenir,1740-1750,1789-1802,149,57,,0.5372,,
ino,1710-1720,1770-1780,97,190,,0.5371,0.1087,
chagrine,1700-1710,1720-1730,51,56,,0.5371,0.8331,
gelée,1710-1720,1740-1750,200,208,,0.537,,
gardés,1700-1710,1789-1802,55,334,,0.5368,0.7393,
cos,1740-1750,1780-1789,265,550,,0.5368,0.1744,
iris,1740-1750,1789-1802,157,289,,0.5367,0.1073,
ures,1710-1720,1780-1789,69,430,,0.5366,0.5571,
germe,1710-1720,1789-1802,73,1040,,0.5364,0.7711,
directe,1700-1710,1789-1802,231,954,,0.5357,,
l'arc,1710-1720,1760-1770,160,524,,0.5357,,
rle,1710-1720,1770-1780,79,209,,0.5356,0.0714,
meil,1720-1730,1740-1750,140,309,,0.5352,0.3177,
faste,1710-1720,1789-1802,118,564,,0.5351,0.9337,
valère,1780-1789,1789-1802,112,109,,0.535,,
mêlez,1720-1730,1770-1780,110,473,,0.5346,,
l'agriculture,1700-1710,1789-1802,181,4108,,0.5345,,
accoutumée,1710-1720,1789-1802,282,425,,0.5343,0.971,
lers,1730-1740,1760-1770,68,122,,0.5342,0.1252,
jan,1730-1740,1740-1750,239,302,,0.534,0.244,
ecuyer,1700-1710,1760-1770,159,315,,0.5339,0.7973,
d'eglise,1700-1710,1720-1730,113,176,,0.5336,,
épargne,1700-1710,1760-1770,64,574,,0.5334,0.3921,
scellé,1750-1760,1789-1802,313,304,,0.5333,0.4625,
quei,1750-1760,1780-1789,148,425,,0.5333,0.2884,
sots,1710-1720,1720-1730,100,68,,0.5331,0.5765,
cec,1710-1720,1750-1760,99,205,,0.533,0.6531,
extra,1710-1720,1789-1802,131,374,,0.5328,0.0255,
superieure,1710-1720,1780-1789,145,125,,0.5327,,
xxxviii,1700-1710,1710-1720,90,98,,0.5326,0.4555,
festin,1750-1760,1760-1770,218,246,,0.5323,0.0198,
qti,1730-1740,1789-1802,88,384,,0.5322,,
alu,1700-1710,1760-1770,76,95,,0.5321,0.0286,
démonstration,1710-1720,1789-1802,72,392,,0.532,0.398,
mni,1730-1740,1789-1802,58,378,,0.5318,0.2621,
siege,1710-1720,1789-1802,618,450,,0.5315,,
durs,1730-1740,1780-1789,248,681,,0.5313,0.1865,
m'arrête,1710-1720,1750-1760,62,134,,0.5312,,
bayonne,1730-1740,1760-1770,481,957,,0.5311,,
fréquens,1700-1710,1730-1740,50,116,,0.5307,0.5537,
l'écriture,1700-1710,1740-1750,95,200,,0.5303,,
hos,1770-1780,1789-1802,445,171,,0.5302,0.9089,
tournay,1700-1710,1740-1750,77,139,,0.53,,
l'académie,1700-1710,1780-1789,123,4514,,0.5299,,
découvrent,1700-1710,1720-1730,67,64,,0.5298,0.0694,
valut,1700-1710,1789-1802,65,243,,0.5297,0.7866,
ivres,1700-1710,1770-1780,114,196,,0.5296,0.8682,
garnisons,1730-1740,1780-1789,210,257,,0.5294,,
indubitable,1700-1710,1750-1760,53,100,,0.5291,0.8336,
perfonne,1740-1750,1789-1802,612,274,,0.529,,
potes,1740-1750,1789-1802,121,81,,0.529,,
piu,1740-1750,1760-1770,65,94,,0.5288,0.3699,
manu,1710-1720,1760-1770,317,513,,0.5286,0.6919,
vapeur,1770-1780,1789-1802,751,492,,0.5285,,
