word,period1,period2,occ1,occ2,degree,score_word2vec,score_camembert,score_dalembert
possesseur,1720-1730,1770-1780,60,307,,0.841,0.8209,
cherté,1740-1750,1760-1770,155,992,,0.8408,0.8964,
tariere,1700-1710,1789-1802,79,108,,0.8407,0.5078,
demeurée,1720-1730,1789-1802,100,128,,0.8407,,
diverti,1740-1750,1789-1802,67,60,,0.8406,,
trouv,1710-1720,1740-1750,55,131,,0.8404,0.0992,
regnoit,1780-1789,1789-1802,160,103,,0.8403,,
l'hon,1720-1730,1770-1780,67,334,,0.8403,,
vingtième,1750-1760,1789-1802,257,654,,0.8402,0.3726,
traita,1710-1720,1750-1760,154,273,,0.8401,,
collège,1720-1730,1730-1740,371,106,,0.84,0.6727,
lequelles,1710-1720,1789-1802,84,84,,0.8399,,
elus,1740-1750,1760-1770,55,828,,0.8397,0.7059,
queje,1710-1720,1740-1750,82,397,,0.8396,,
sul,1740-1750,1770-1780,79,186,,0.8395,0.0983,
vrir,1710-1720,1720-1730,63,66,,0.8393,0.437,
l'obscurité,1700-1710,1720-1730,164,176,,0.8391,,
apparent,1700-1710,1710-1720,94,109,,0.839,0.0578,
d'ai,1720-1730,1789-1802,82,321,,0.8389,,
réservé,1700-1710,1740-1750,81,275,,0.8388,0.1483,
millier,1760-1770,1780-1789,455,379,,0.8387,,
l'abus,1720-1730,1730-1740,131,286,,0.8386,,
dénomination,1710-1720,1770-1780,60,1261,,0.8385,0.9854,
détourne,1740-1750,1770-1780,106,407,,0.8384,0.1004,
divertissement,1700-1710,1720-1730,197,162,,0.8382,,
serrer,1740-1750,1789-1802,249,422,,0.8382,,
experience,1760-1770,1789-1802,178,102,,0.8381,,
memoire,1700-1710,1789-1802,615,319,,0.838,,
usi,1750-1760,1770-1780,90,165,,0.8379,,
perir,1760-1770,1789-1802,94,82,,0.8377,,
xxix,1730-1740,1780-1789,424,797,,0.8376,0.6582,
nevers,1700-1710,1780-1789,168,1039,,0.8375,,
aue,1710-1720,1730-1740,77,91,,0.8375,0.2315,
hor,1710-1720,1740-1750,133,448,,0.8374,0.3143,
confit,1730-1740,1789-1802,212,445,,0.8371,0.0174,
triture,1700-1710,1730-1740,61,83,,0.837,0.2492,
enfuite,1710-1720,1730-1740,63,1103,,0.8369,0.5454,
qu'e,1710-1720,1720-1730,89,99,,0.8368,,
duire,1710-1720,1750-1760,96,365,,0.8367,0.1406,
edi,1740-1750,1750-1760,282,94,,0.8366,0.3786,
l'offre,1720-1730,1780-1789,59,390,,0.8365,,
signa,1780-1789,1789-1802,195,416,,0.8364,0.9398,
sta,1710-1720,1760-1770,138,141,,0.8363,0.1242,
glo,1770-1780,1780-1789,208,239,,0.8362,,
jou,1710-1720,1740-1750,68,175,,0.8361,0.0136,
parois,1710-1720,1770-1780,151,1193,,0.8359,0.9156,
pae,1710-1720,1730-1740,115,62,,0.8357,0.0871,
réponde,1710-1720,1760-1770,69,240,,0.8356,0.7338,
liberte,1700-1710,1789-1802,88,282,,0.8355,0.8976,
toire,1700-1710,1789-1802,114,1238,,0.8354,0.4184,
rec,1730-1740,1760-1770,356,380,,0.8354,0.4941,
potion,1710-1720,1789-1802,115,368,,0.8352,0.3419,
sto,1700-1710,1730-1740,709,164,,0.835,,
set,1760-1770,1780-1789,218,216,,0.835,,
troit,1700-1710,1730-1740,84,96,,0.8349,0.4852,
onne,1740-1750,1750-1760,169,181,,0.8347,0.1784,
l'unité,1750-1760,1789-1802,259,1306,,0.8345,,
rein,1700-1710,1789-1802,141,335,,0.8342,0.5279,
apprentifs,1770-1780,1789-1802,91,54,,0.8341,,
partes,1730-1740,1740-1750,495,1011,,0.8338,0.8239,
négocier,1750-1760,1760-1770,374,254,,0.8336,0.0321,
niere,1720-1730,1760-1770,257,538,,0.8334,,
gers,1710-1720,1740-1750,223,242,,0.8333,0.1072,
abandonnez,1720-1730,1789-1802,101,112,,0.8333,0.9563,
jusqu'en,1710-1720,1730-1740,259,360,,0.8332,,
renaître,1700-1710,1720-1730,50,76,,0.8329,0.1983,
arrière,1720-1730,1740-1750,50,91,,0.8329,0.7253,
supprimer,1700-1710,1789-1802,66,1304,,0.8328,0.6007,
nelle,1700-1710,1780-1789,75,313,,0.8327,0.2411,
vols,1720-1730,1780-1789,178,524,,0.8325,0.829,
cave,1750-1760,1760-1770,233,857,,0.8324,,
d'albe,1760-1770,1789-1802,100,175,,0.8323,,
clairs,1710-1720,1720-1730,148,140,,0.8322,,
hollandais,1730-1740,1740-1750,103,107,,0.8321,0.484,
gale,1730-1740,1770-1780,75,492,,0.8319,0.8773,
perit,1720-1730,1780-1789,135,133,,0.8318,,
blic,1710-1720,1789-1802,105,385,,0.8317,0.1186,
dixieme,1720-1730,1730-1740,74,129,,0.8313,0.8678,
régulier,1710-1720,1789-1802,89,715,,0.8312,0.6251,
cavalier,1740-1750,1750-1760,536,799,,0.8311,,
expresse,1770-1780,1780-1789,534,539,,0.831,,
pratiquer,1750-1760,1789-1802,566,549,,0.8308,0.1289,
d'especes,1720-1730,1760-1770,124,497,,0.8307,,
ustion,1700-1710,1730-1740,95,74,,0.8306,0.806,
dépouillé,1780-1789,1789-1802,820,724,,0.8305,0.0234,
iant,1710-1720,1720-1730,63,76,,0.8304,0.1501,
noce,1780-1789,1789-1802,246,313,,0.8303,0.4041,
luimême,1700-1710,1740-1750,54,126,,0.8298,0.5599,
trompa,1730-1740,1740-1750,109,86,,0.8298,,
correspondance,1700-1710,1789-1802,143,2136,,0.8297,0.932,
l'âme,1710-1720,1750-1760,186,360,,0.8296,,
lisez,1700-1710,1750-1760,119,546,,0.8295,,
satire,1700-1710,1720-1730,95,104,,0.8294,0.5122,
fonte,1730-1740,1740-1750,1369,346,,0.8291,0.9715,
line,1730-1740,1780-1789,92,578,,0.829,0.2478,
forger,1710-1720,1720-1730,54,120,,0.829,0.4472,
tonne,1720-1730,1740-1750,204,123,,0.8287,0.8509,
bran,1710-1720,1740-1750,68,95,,0.8284,0.3911,
discuter,1710-1720,1720-1730,61,52,,0.828,0.4105,
présentation,1710-1720,1720-1730,81,71,,0.828,0.5558,
marins,1780-1789,1789-1802,910,715,,0.8277,0.4763,
pafe,1700-1710,1750-1760,78,145,,0.8276,0.2983,
poitou,1730-1740,1789-1802,1469,439,,0.8276,0.9499,
florin,1730-1740,1760-1770,63,1350,,0.8274,,
ibit,1720-1730,1730-1740,74,81,,0.8273,,
rout,1710-1720,1740-1750,159,857,,0.8271,0.2509,
ité,1720-1730,1740-1750,137,181,,0.827,0.3354,
quadruple,1700-1710,1710-1720,63,128,,0.8269,0.9965,
peri,1710-1720,1789-1802,135,158,,0.8269,0.2924,
xli,1730-1740,1760-1770,205,261,,0.8268,0.5077,
matire,1700-1710,1730-1740,101,86,,0.8267,,
assigner,1720-1730,1789-1802,54,318,,0.8266,,
paser,1700-1710,1770-1780,71,391,,0.8265,0.4756,
concession,1740-1750,1789-1802,346,552,,0.8262,0.3843,
refont,1700-1710,1789-1802,162,90,,0.8262,,
quine,1720-1730,1770-1780,57,157,,0.8261,,
d'ici,1750-1760,1770-1780,477,1013,,0.8257,,
ost,1720-1730,1780-1789,80,380,,0.8256,,
toise,1740-1750,1780-1789,1145,1137,,0.8255,0.9878,
lez,1700-1710,1750-1760,280,273,,0.8254,0.7026,
baltique,1730-1740,1740-1750,69,109,,0.8252,0.912,
remar,1710-1720,1780-1789,324,475,,0.8251,0.5049,
changez,1720-1730,1780-1789,107,242,,0.8249,0.9023,
serviroit,1700-1710,1720-1730,127,114,,0.8248,0.9012,
ees,1730-1740,1760-1770,128,202,,0.8248,0.3163,
fignes,1720-1730,1789-1802,222,530,,0.8246,0.5247,
d'aimer,1720-1730,1780-1789,197,868,,0.8245,,
préjudiciable,1730-1740,1740-1750,214,220,,0.8245,0.4563,
retablir,1710-1720,1740-1750,64,69,,0.8243,,
mangé,1700-1710,1789-1802,224,399,,0.8241,,
l'aide,1700-1710,1789-1802,123,1567,,0.824,,
courtiers,1710-1720,1780-1789,1024,561,,0.8234,0.8926,
produisoit,1700-1710,1720-1730,50,56,,0.8234,0.5853,
apportez,1720-1730,1760-1770,101,62,,0.8232,0.9166,
correction,1710-1720,1789-1802,190,416,,0.8229,,
comprises,1720-1730,1780-1789,147,608,,0.8228,0.7154,
desordres,1760-1770,1789-1802,145,65,,0.8227,,
recolte,1730-1740,1760-1770,115,183,,0.8226,,
commercy,1710-1720,1750-1760,77,155,,0.8224,0.1101,
auili,1720-1730,1730-1740,214,180,,0.8224,0.1379,
gro,1730-1740,1740-1750,100,141,,0.8223,0.2308,
patris,1740-1750,1789-1802,211,409,,0.8221,0.5455,
appellant,1710-1720,1780-1789,264,308,,0.822,0.8997,
soli,1700-1710,1789-1802,104,328,,0.822,0.3255,
recommence,1700-1710,1750-1760,62,165,,0.8219,0.0495,
vellent,1700-1710,1789-1802,72,147,,0.8216,0.7571,
extraordinairement,1740-1750,1789-1802,158,179,,0.8214,0.7139,
attira,1740-1750,1780-1789,213,406,,0.8213,,
d'admiration,1710-1720,1780-1789,105,619,,0.8211,,
ecrire,1760-1770,1780-1789,71,152,,0.821,0.6384,
mile,1700-1710,1730-1740,185,225,,0.821,0.5138,
écritures,1700-1710,1760-1770,119,484,,0.8209,0.5837,
devine,1700-1710,1720-1730,94,125,,0.8208,0.0141,
l'acceptation,1780-1789,1789-1802,131,404,,0.8206,,
ressentir,1710-1720,1740-1750,60,200,,0.8206,0.7374,
posez,1700-1710,1780-1789,226,113,,0.8204,,
dront,1740-1750,1780-1789,183,334,,0.8202,0.1698,
domi,1700-1710,1780-1789,152,275,,0.82,0.8225,
jui,1710-1720,1760-1770,124,295,,0.8199,0.1845,
conduites,1710-1720,1720-1730,144,83,,0.8199,0.7018,
usances,1710-1720,1789-1802,73,496,,0.8198,,
tée,1710-1720,1740-1750,112,286,,0.8197,0.3091,
gile,1720-1730,1760-1770,136,97,,0.8196,,
s'éleva,1720-1730,1730-1740,119,246,,0.8195,,
l'élévation,1720-1730,1740-1750,57,139,,0.8195,,
d'imprimer,1740-1750,1789-1802,132,245,,0.8194,,
l'intérieur,1700-1710,1789-1802,65,4137,,0.8193,,
propo,1710-1720,1789-1802,69,458,,0.8192,0.6716,
parie,1720-1730,1740-1750,102,204,,0.8192,0.3714,
mane,1710-1720,1760-1770,108,77,,0.8191,,
l'ar,1710-1720,1780-1789,264,1682,,0.8189,,
vot,1710-1720,1770-1780,53,196,,0.8187,0.6726,
cultivée,1700-1710,1710-1720,62,66,,0.8186,0.872,
cic,1770-1780,1789-1802,815,450,,0.8185,0.7436,
quc,1730-1740,1750-1760,89,84,,0.8182,,
iens,1710-1720,1730-1740,69,138,,0.8181,0.2466,
scn,1710-1720,1760-1770,62,129,,0.8178,0.1216,
pens,1700-1710,1770-1780,90,211,,0.8177,0.216,
rebut,1710-1720,1730-1740,51,70,,0.8174,0.3607,
tenta,1710-1720,1720-1730,65,83,,0.8172,0.0451,
annuelle,1740-1750,1789-1802,225,1768,,0.8171,0.574,
tale,1710-1720,1780-1789,73,453,,0.8167,0.362,
gallus,1710-1720,1760-1770,57,115,,0.8167,0.2319,
celi,1710-1720,1789-1802,65,227,,0.8165,0.3542,
suffisantes,1700-1710,1730-1740,55,122,,0.8164,0.8565,
parisis,1730-1740,1760-1770,1153,898,,0.8162,,
d'o,1730-1740,1760-1770,336,633,,0.816,,
mordre,1740-1750,1789-1802,92,155,,0.8157,0.4583,
joignant,1720-1730,1789-1802,308,534,,0.8154,0.9462,
éclatantes,1720-1730,1770-1780,66,223,,0.8153,,
s'entend,1720-1730,1750-1760,86,145,,0.8153,,
septime,1770-1780,1789-1802,59,61,,0.8152,,
diamant,1770-1780,1789-1802,604,587,,0.8151,0.6846,
most,1710-1720,1789-1802,146,446,,0.815,,
louange,1700-1710,1760-1770,153,294,,0.8146,0.1829,
daus,1730-1740,1770-1780,50,270,,0.8145,0.2517,
étroites,1730-1740,1740-1750,194,319,,0.8143,0.71,
ala,1710-1720,1720-1730,105,207,,0.8142,0.0686,
cachée,1720-1730,1740-1750,105,255,,0.8139,0.021,
truffe,1710-1720,1789-1802,142,348,,0.8139,0.9249,
beaumont,1710-1720,1760-1770,55,660,,0.8134,0.6003,
prononciation,1700-1710,1720-1730,146,64,,0.8132,,
précipiter,1700-1710,1770-1780,70,785,,0.8132,0.6424,
xxx,1730-1740,1760-1770,659,598,,0.8131,0.1094,
saine,1700-1710,1789-1802,54,654,,0.813,0.9895,
l'emploi,1700-1710,1789-1802,126,2255,,0.8129,,
interêt,1760-1770,1780-1789,200,162,,0.8129,,
d'avance,1700-1710,1780-1789,110,2109,,0.8126,,
holland,1740-1750,1760-1770,947,171,,0.8125,,
disse,1730-1740,1789-1802,113,71,,0.8123,,
aun,1730-1740,1760-1770,70,555,,0.8119,0.4888,
condom,1730-1740,1789-1802,127,630,,0.8117,0.4328,
d'heure,1740-1750,1789-1802,367,864,,0.8116,,
cara,1710-1720,1780-1789,117,1017,,0.8115,0.5397,
violette,1710-1720,1720-1730,150,116,,0.8114,0.1361,
ome,1730-1740,1740-1750,119,135,,0.8112,0.1401,
détourné,1700-1710,1720-1730,70,68,,0.8109,0.0959,
utique,1700-1710,1789-1802,105,176,,0.8107,0.4684,
czar,1710-1720,1760-1770,455,263,,0.8106,0.9708,
augmentée,1720-1730,1750-1760,212,367,,0.8104,0.193,
guy,1700-1710,1750-1760,126,174,,0.8104,,
l'éloignement,1700-1710,1740-1750,88,342,,0.8103,,
loyers,1760-1770,1789-1802,452,571,,0.8101,0.6222,
l'équipage,1710-1720,1730-1740,80,159,,0.81,,
vio,1710-1720,1780-1789,109,647,,0.81,0.2225,
baptême,1730-1740,1740-1750,189,224,,0.8099,,
caille,1740-1750,1789-1802,72,469,,0.8098,0.7307,
capitation,1700-1710,1789-1802,77,1216,,0.8097,0.566,
comedie,1710-1720,1780-1789,506,142,,0.8095,,
s'e,1710-1720,1789-1802,108,420,,0.8093,,
bornée,1730-1740,1760-1770,208,636,,0.8093,0.4651,
qu'alors,1710-1720,1740-1750,257,350,,0.8091,,
off,1700-1710,1710-1720,485,135,,0.8089,,
leve,1730-1740,1780-1789,535,1165,,0.8088,,
médiocrement,1700-1710,1730-1740,128,74,,0.8087,,
dépen,1720-1730,1770-1780,84,337,,0.8086,0.2234,
muette,1700-1710,1710-1720,56,68,,0.8086,0.5042,
ters,1700-1710,1710-1720,140,84,,0.8083,0.378,
entiére,1720-1730,1789-1802,238,54,,0.8083,0.8646,
att,1710-1720,1760-1770,70,127,,0.8081,,
souf,1720-1730,1730-1740,81,149,,0.808,0.0142,
préferer,1740-1750,1789-1802,176,89,,0.8079,,
attraper,1710-1720,1760-1770,121,117,,0.8078,,
purifier,1720-1730,1760-1770,84,291,,0.8076,0.1995,
plaignit,1700-1710,1720-1730,80,102,,0.8073,0.7875,
résulte,1710-1720,1760-1770,105,3002,,0.8072,0.5915,
d'honneur,1720-1730,1730-1740,931,1332,,0.8071,,
synode,1710-1720,1789-1802,134,133,,0.807,,
rame,1720-1730,1780-1789,200,516,,0.8069,0.5788,
lettrés,1710-1720,1770-1780,180,621,,0.8067,0.9575,
cllc,1750-1760,1760-1770,54,97,,0.8066,0.0157,
confidence,1770-1780,1780-1789,142,127,,0.8065,,
taut,1730-1740,1760-1770,69,167,,0.8065,,
profane,1720-1730,1789-1802,286,361,,0.8064,0.9777,
xlix,1710-1720,1740-1750,57,131,,0.8063,0.2022,
poussions,1710-1720,1730-1740,68,122,,0.8062,0.0333,
passeroit,1710-1720,1750-1760,60,136,,0.806,0.7233,
s'attacha,1710-1720,1720-1730,51,78,,0.8059,,
cambray,1700-1710,1760-1770,187,119,,0.8058,,
compofé,1710-1720,1720-1730,60,89,,0.8058,0.5326,
poin,1700-1710,1740-1750,116,320,,0.8057,0.4795,
solliciter,1730-1740,1780-1789,86,600,,0.8055,0.371,
dirois,1760-1770,1789-1802,327,379,,0.8055,0.3452,
qfm,1710-1720,1789-1802,78,1681,,0.8054,,
d'entrée,1710-1720,1730-1740,266,2173,,0.8053,,
boiteux,1700-1710,1720-1730,181,97,,0.8051,,
dominique,1760-1770,1770-1780,318,729,,0.8051,0.2566,
compta,1700-1710,1789-1802,57,202,,0.805,0.6897,
bénédiction,1720-1730,1760-1770,73,159,,0.8049,,
isa,1710-1720,1740-1750,61,99,,0.8048,0.0975,
etrangeres,1730-1740,1789-1802,591,91,,0.8047,,
semblablement,1740-1750,1770-1780,230,136,,0.8045,,
valence,1780-1789,1789-1802,1954,524,,0.8043,,
varron,1700-1710,1760-1770,215,221,,0.8041,,
grenade,1710-1720,1750-1760,109,295,,0.804,0.4194,
mittere,1750-1760,1789-1802,87,79,,0.8038,0.2639,
defense,1710-1720,1789-1802,125,207,,0.8034,0.9124,
gres,1700-1710,1770-1780,78,241,,0.8032,0.3279,
mre,1770-1780,1789-1802,251,221,,0.803,0.3941,
vera,1710-1720,1740-1750,194,457,,0.8029,0.1503,
nettes,1700-1710,1789-1802,57,136,,0.8028,0.768,
aurre,1710-1720,1720-1730,63,108,,0.8024,0.4964,
outré,1770-1780,1789-1802,476,292,,0.8023,,
commit,1700-1710,1720-1730,120,150,,0.8021,0.537,
siéme,1700-1710,1770-1780,88,81,,0.802,,
arbitres,1730-1740,1750-1760,139,174,,0.8018,0.2484,
maitresse,1700-1710,1760-1770,77,325,,0.8017,0.1208,
décidé,1700-1710,1780-1789,77,2120,,0.8016,0.6762,
promettent,1700-1710,1789-1802,75,298,,0.8016,0.5395,
ouvrant,1710-1720,1730-1740,75,135,,0.8014,0.5132,
fermez,1720-1730,1770-1780,104,124,,0.8013,0.9185,
trompette,1700-1710,1750-1760,129,220,,0.801,,
scul,1700-1710,1710-1720,87,85,,0.8009,0.2087,
demandeurs,1710-1720,1789-1802,775,119,,0.8008,,
boutique,1700-1710,1720-1730,488,184,,0.8006,,
qae,1740-1750,1760-1770,211,148,,0.8005,0.3637,
aque,1720-1730,1780-1789,71,120,,0.8005,0.5825,
évenemens,1740-1750,1750-1760,346,183,,0.8004,,
gnes,1720-1730,1780-1789,112,415,,0.8003,0.3483,
abon,1770-1780,1780-1789,337,381,,0.8002,0.0204,
priez,1710-1720,1740-1750,154,86,,0.8,,
curieuses,1740-1750,1780-1789,193,309,,0.7999,,
ern,1730-1740,1760-1770,64,188,,0.7998,0.1168,
aure,1720-1730,1730-1740,80,82,,0.7995,0.629,
refuge,1700-1710,1710-1720,53,97,,0.7992,0.4023,
saci,1720-1730,1740-1750,68,90,,0.7991,0.4304,
jointes,1740-1750,1789-1802,482,526,,0.7991,,
spectateur,1710-1720,1720-1730,93,174,,0.7988,0.7551,
mesuré,1700-1710,1770-1780,63,229,,0.7988,0.803,
procede,1730-1740,1770-1780,101,339,,0.7987,,
procedent,1740-1750,1760-1770,129,73,,0.7986,,
l'employer,1710-1720,1720-1730,113,72,,0.7984,,
servius,1700-1710,1789-1802,150,103,,0.7984,,
inspiré,1710-1720,1740-1750,84,176,,0.7981,0.2557,
ingrate,1760-1770,1789-1802,242,330,,0.7978,0.4849,
puiffance,1700-1710,1789-1802,61,156,,0.7976,0.808,
pls,1700-1710,1730-1740,183,74,,0.7975,0.3057,
secrettement,1700-1710,1789-1802,53,98,,0.7974,0.462,
portique,1710-1720,1740-1750,58,110,,0.7972,0.3562,
dissolution,1700-1710,1730-1740,50,324,,0.7971,0.8034,
cile,1710-1720,1760-1770,133,359,,0.797,0.1968,
connoissancen,1700-1710,1710-1720,80,115,,0.797,0.7129,
opposans,1720-1730,1789-1802,66,131,,0.7969,,
noblement,1700-1710,1789-1802,63,233,,0.7968,0.8223,
louvois,1780-1789,1789-1802,139,194,,0.7967,,
favorite,1740-1750,1760-1770,384,460,,0.7967,0.8245,
vénérable,1720-1730,1750-1760,80,359,,0.7965,0.8925,
pretend,1740-1750,1789-1802,128,80,,0.7964,,
jamais,1710-1720,1740-1750,12428,21405,,0.7961,,
archives,1710-1720,1740-1750,133,348,,0.796,0.7409,
sie,1720-1730,1789-1802,94,420,,0.796,0.2084,
quent,1730-1740,1789-1802,217,377,,0.7959,0.6529,
chartres,1770-1780,1780-1789,871,1524,,0.7958,0.411,
ceque,1750-1760,1789-1802,109,154,,0.7957,,
utre,1710-1720,1730-1740,92,63,,0.7956,0.4982,
fournira,1710-1720,1730-1740,64,118,,0.7955,0.3282,
donations,1710-1720,1750-1760,125,172,,0.7954,,
polr,1730-1740,1789-1802,55,331,,0.7953,,
rable,1700-1710,1760-1770,127,779,,0.7952,0.4104,
mouches,1710-1720,1760-1770,360,671,,0.795,,
palme,1700-1710,1780-1789,114,401,,0.7949,0.7595,
vanneau,1720-1730,1750-1760,57,70,,0.7947,,
discernement,1760-1770,1770-1780,391,508,,0.7945,0.0544,
sea,1710-1720,1770-1780,66,293,,0.7944,,
conçut,1780-1789,1789-1802,388,282,,0.7943,0.5786,
baisser,1720-1730,1789-1802,86,511,,0.7942,0.893,
fiege,1700-1710,1720-1730,136,304,,0.7942,0.956,
cultive,1710-1720,1720-1730,178,101,,0.7941,0.871,
sce,1700-1710,1710-1720,130,352,,0.794,0.349,
monnoyé,1720-1730,1789-1802,65,264,,0.7938,,
d'occasions,1750-1760,1780-1789,135,201,,0.7937,,
gre,1740-1750,1770-1780,209,463,,0.7936,0.2658,
exposition,1700-1710,1720-1730,168,164,,0.7935,,
comn,1700-1710,1789-1802,154,654,,0.7935,0.102,
évidente,1710-1720,1760-1770,118,627,,0.7933,0.3359,
neu,1700-1710,1789-1802,70,302,,0.7931,0.3186,
afiez,1700-1710,1710-1720,70,66,,0.7929,0.3264,
tice,1700-1710,1740-1750,107,155,,0.7925,0.6397,
âgée,1760-1770,1789-1802,304,554,,0.7924,0.8184,
veni,1710-1720,1730-1740,81,181,,0.7924,,
resente,1730-1740,1789-1802,256,116,,0.7923,,
potier,1730-1740,1789-1802,55,189,,0.7922,,
consommé,1700-1710,1730-1740,90,89,,0.7918,0.3846,
bible,1700-1710,1730-1740,82,154,,0.7917,0.5396,
chaste,1700-1710,1789-1802,87,221,,0.7917,0.8821,
l'entretien,1700-1710,1720-1730,240,423,,0.7915,,
quafi,1700-1710,1780-1789,148,636,,0.7914,0.9202,
ceil,1700-1710,1750-1760,69,117,,0.7914,0.4564,
pote,1710-1720,1789-1802,53,149,,0.7911,0.7371,
préféré,1700-1710,1780-1789,95,1026,,0.791,0.692,
gion,1730-1740,1780-1789,304,576,,0.7908,0.4697,
decrets,1710-1720,1789-1802,183,125,,0.7907,,
baume,1710-1720,1780-1789,99,430,,0.7907,,
guer,1730-1740,1789-1802,640,492,,0.7906,0.6601,
dee,1730-1740,1789-1802,103,369,,0.7903,0.1473,
défenfe,1700-1710,1720-1730,72,302,,0.7902,0.7707,
ices,1720-1730,1789-1802,84,622,,0.7902,0.2031,
formule,1750-1760,1760-1770,261,444,,0.79,,
tribune,1710-1720,1789-1802,94,1393,,0.7897,0.7821,
joyeux,1720-1730,1730-1740,136,100,,0.7896,0.3469,
fale,1700-1710,1750-1760,73,145,,0.7896,0.3082,
xlv,1710-1720,1770-1780,78,310,,0.7895,0.365,
foli,1720-1730,1789-1802,96,88,,0.7894,0.7963,
d'étre,1700-1710,1750-1760,73,116,,0.7893,,
dépendant,1700-1710,1720-1730,60,153,,0.7893,0.745,
s'élever,1720-1730,1730-1740,195,430,,0.7892,,
focieté,1730-1740,1789-1802,154,73,,0.7891,,
subalternes,1730-1740,1760-1770,267,498,,0.7889,0.7237,
amateurs,1720-1730,1730-1740,93,86,,0.7889,0.0984,
cro,1700-1710,1740-1750,650,251,,0.7888,,
dia,1740-1750,1750-1760,415,283,,0.7887,0.0111,
admiré,1720-1730,1750-1760,109,159,,0.7886,0.1142,
considerable,1730-1740,1740-1750,891,596,,0.7885,,
incertaine,1700-1710,1710-1720,106,92,,0.7883,0.4522,
patron,1710-1720,1740-1750,446,413,,0.7882,,
necessité,1740-1750,1780-1789,94,128,,0.7882,,
riers,1720-1730,1789-1802,59,229,,0.7881,0.2381,
dialogues,1700-1710,1730-1740,164,164,,0.788,,
quentin,1700-1710,1780-1789,67,511,,0.7879,0.4294,
l'oeuvre,1710-1720,1750-1760,70,336,,0.7878,,
persuade,1720-1730,1750-1760,182,423,,0.7876,0.7583,
arpens,1720-1730,1750-1760,279,718,,0.7872,0.6664,
démêler,1720-1730,1760-1770,179,483,,0.7871,0.8797,
diffe,1730-1740,1789-1802,81,51,,0.787,,
way,1740-1750,1770-1780,75,342,,0.7869,,
couronnée,1720-1730,1789-1802,77,211,,0.7868,0.6358,
formoit,1720-1730,1730-1740,155,315,,0.7868,0.6617,
decider,1720-1730,1780-1789,86,60,,0.7867,,
posée,1710-1720,1780-1789,266,424,,0.7865,0.8816,
entretiens,1740-1750,1780-1789,354,665,,0.7862,,
ates,1700-1710,1710-1720,68,86,,0.786,0.5243,
cirque,1710-1720,1750-1760,70,87,,0.7858,0.4206,
fible,1710-1720,1789-1802,60,334,,0.7857,0.7563,
finon,1710-1720,1789-1802,214,269,,0.7857,0.1937,
opiniâtreté,1700-1710,1740-1750,55,82,,0.7856,0.8672,
fidelles,1740-1750,1760-1770,91,78,,0.7854,,
quai,1700-1710,1720-1730,141,207,,0.7854,0.9515,
str,1760-1770,1770-1780,190,144,,0.7853,,
tun,1710-1720,1730-1740,123,166,,0.7852,0.4125,
gardée,1700-1710,1760-1770,91,308,,0.7851,0.4555,
correspondans,1710-1720,1760-1770,54,265,,0.7849,,
rus,1710-1720,1789-1802,177,348,,0.7846,0.1665,
remporter,1720-1730,1789-1802,114,195,,0.7844,0.4602,
verges,1700-1710,1789-1802,469,295,,0.7841,,
profondément,1700-1710,1770-1780,55,926,,0.7839,0.4911,
l'execution,1760-1770,1789-1802,87,104,,0.7838,,
faic,1700-1710,1730-1740,119,108,,0.7837,0.4406,
pace,1730-1740,1780-1789,578,358,,0.7836,0.9602,
cont,1720-1730,1789-1802,131,566,,0.7836,0.2435,
recu,1700-1710,1740-1750,124,702,,0.7835,0.7445,
cesar,1710-1720,1789-1802,439,77,,0.7834,,
pol,1740-1750,1770-1780,303,615,,0.7833,0.2587,
achille,1710-1720,1720-1730,1405,76,,0.7832,0.13,
decret,1700-1710,1789-1802,714,364,,0.7829,,
préference,1720-1730,1780-1789,98,79,,0.7827,,
lea,1710-1720,1780-1789,71,803,,0.7826,0.0645,
augmenta,1700-1710,1710-1720,130,180,,0.7826,0.5602,
l'apprendre,1710-1720,1740-1750,58,130,,0.7824,,
coni,1770-1780,1789-1802,565,818,,0.7821,0.1718,
convoi,1710-1720,1750-1760,157,223,,0.782,0.0264,
laif,1700-1710,1740-1750,82,267,,0.7819,0.131,
abominable,1700-1710,1730-1740,72,104,,0.7815,0.7281,
dicta,1720-1730,1789-1802,239,130,,0.7814,0.9909,
mystere,1720-1730,1789-1802,88,157,,0.7811,,
sole,1700-1710,1760-1770,83,199,,0.781,0.6268,
agissent,1700-1710,1750-1760,85,327,,0.7808,0.619,
bic,1730-1740,1770-1780,91,175,,0.7808,,
opere,1720-1730,1760-1770,148,302,,0.7805,,
chaine,1710-1720,1789-1802,88,560,,0.7805,0.3125,
succomber,1720-1730,1730-1740,87,148,,0.7804,0.8181,
gues,1720-1730,1780-1789,128,434,,0.7802,0.201,
méchante,1700-1710,1750-1760,165,227,,0.7801,,
défie,1720-1730,1740-1750,91,145,,0.7801,0.8264,
clément,1770-1780,1780-1789,1249,666,,0.78,0.0114,
reception,1710-1720,1789-1802,401,76,,0.7799,,
elc,1710-1720,1750-1760,78,69,,0.7798,0.4397,
ordinal,1700-1710,1789-1802,52,130,,0.7797,0.4851,
l'n,1710-1720,1750-1760,50,58,,0.7793,,
envoyez,1710-1720,1789-1802,260,206,,0.7791,,
