word,drift_global,drift_moyen
qo,0.4353,0.4016
courez,0.4353,0.4454
enfuite,0.4352,0.4536
causent,0.4352,0.4927
ram,0.4352,0.4085
produite,0.4352,0.4541
c'ess,0.4351,0.4009
lande,0.4351,0.4753
lers,0.4351,0.4301
l'ambassadeur,0.4351,0.5189
cornes,0.4351,0.4090
reprend,0.4351,0.3805
ronds,0.4350,0.4010
exemptions,0.4350,0.2958
rcn,0.4350,0.4226
engager,0.4350,0.4317
combler,0.4350,0.2971
encourager,0.4350,0.3238
d'eaux,0.4349,0.4641
eas,0.4349,0.4090
palais,0.4349,0.4205
greffier,0.4348,0.4024
thou,0.4348,0.5283
roue,0.4348,0.3620
az,0.4348,0.3971
l'academie,0.4348,0.3759
monta,0.4348,0.4692
d'appel,0.4348,0.3146
action,0.4348,0.4526
senlis,0.4348,0.4168
grosses,0.4348,0.5484
commençait,0.4347,0.4405
gagna,0.4347,0.4840
marquent,0.4347,0.4839
craignit,0.4347,0.3308
balle,0.4347,0.3572
exprimé,0.4346,0.4205
oooo,0.4346,0.3415
ordres,0.4344,0.4323
célébre,0.4344,0.4096
pcur,0.4344,0.5132
lard,0.4344,0.4703
humains,0.4344,0.4255
tiendra,0.4344,0.3847
anges,0.4344,0.4554
j'aye,0.4343,0.3776
continuelles,0.4343,0.2726
cardinal,0.4343,0.4449
ambitieux,0.4343,0.2665
grece,0.4342,0.4666
bie,0.4342,0.4994
sint,0.4342,0.3715
qie,0.4342,0.3923
conversion,0.4342,0.3964
unique,0.4342,0.2683
traduits,0.4342,0.2876
bouquet,0.4342,0.3271
prouver,0.4342,0.4611
robes,0.4342,0.3623
témoigner,0.4341,0.3894
consens,0.4341,0.4123
deuxième,0.4341,0.3800
poix,0.4341,0.4759
chauds,0.4341,0.5154
gomme,0.4341,0.4091
conduisoit,0.4341,0.4147
git,0.4340,0.5029
récolte,0.4340,0.3965
terminée,0.4340,0.5059
intentions,0.4340,0.5091
mefure,0.4339,0.3347
formée,0.4339,0.4453
destruction,0.4339,0.2817
ressemblent,0.4338,0.4735
tronc,0.4338,0.4472
ation,0.4337,0.3370
fend,0.4336,0.3933
ert,0.4336,0.4307
fid,0.4336,0.4064
romaines,0.4336,0.3316
charger,0.4336,0.3834
condé,0.4335,0.4623
prophetes,0.4335,0.4428
vase,0.4335,0.4259
flandres,0.4335,0.3570
considere,0.4335,0.4293
chefs,0.4335,0.4630
savons,0.4335,0.3917
d'écouter,0.4334,0.3831
amandes,0.4334,0.3446
titres,0.4334,0.4584
nicolas,0.4334,0.4582
lh,0.4334,0.4374
couroit,0.4334,0.4568
clous,0.4334,0.2811
pat,0.4334,0.5369
lorsqu'on,0.4333,0.3458
opera,0.4333,0.4772
rce,0.4333,0.3668
vécut,0.4332,0.4857
elizabeth,0.4332,0.4314
représentée,0.4332,0.2850
prés,0.4331,0.3722
dul,0.4331,0.3720
jonction,0.4331,0.3546
finir,0.4330,0.4846
puy,0.4330,0.4065
route,0.4330,0.4595
plaisance,0.4330,0.3823
mouve,0.4330,0.3570
figné,0.4329,0.4093
força,0.4329,0.2494
rendit,0.4329,0.4206
complot,0.4329,0.3170
ecritures,0.4329,0.5682
déclarons,0.4329,0.3201
l'explication,0.4329,0.2718
zl,0.4328,0.3485
ort,0.4328,0.4364
tol,0.4327,0.4498
affliction,0.4327,0.4701
ome,0.4327,0.4859
jadis,0.4327,0.3447
demeura,0.4327,0.4045
savant,0.4327,0.4304
malades,0.4327,0.3897
deviendroit,0.4327,0.2893
arri,0.4326,0.3969
ajouta,0.4326,0.4281
contrevenu,0.4326,0.3142
requête,0.4326,0.4272
perdant,0.4326,0.3375
traditions,0.4326,0.4329
montrez,0.4325,0.4270
joue,0.4324,0.2939
remuer,0.4324,0.5146
exem,0.4324,0.3859
appartenant,0.4324,0.2615
martin,0.4323,0.4423
inviolable,0.4323,0.2901
tam,0.4323,0.4078
sentons,0.4323,0.3744
parlons,0.4322,0.4553
édition,0.4322,0.3552
créatures,0.4322,0.4920
sat,0.4322,0.3650
maîtres,0.4322,0.3670
eaux,0.4321,0.5038
consacrer,0.4321,0.3300
rie,0.4321,0.5180
avanture,0.4320,0.3883
cavaliers,0.4320,0.3172
retraite,0.4319,0.2252
l'audience,0.4319,0.3284
roient,0.4319,0.4260
d'apprendre,0.4318,0.4851
premiére,0.4318,0.4383
transporté,0.4318,0.4271
ler,0.4318,0.4001
l'origine,0.4318,0.2596
mere,0.4317,0.3559
leon,0.4317,0.4031
constitutions,0.4317,0.4731
cot,0.4317,0.4661
accourut,0.4317,0.4852
matire,0.4316,0.5135
instruit,0.4316,0.4544
folio,0.4315,0.4352
statuts,0.4315,0.4052
suffrage,0.4315,0.2674
peuples,0.4314,0.3837
aise,0.4314,0.3752
offroit,0.4314,0.4558
tarif,0.4314,0.3852
qu'avant,0.4314,0.3060
ellc,0.4314,0.4805
suc,0.4314,0.3743
notions,0.4313,0.2417
ane,0.4313,0.5197
fraudes,0.4313,0.4139
morbleu,0.4313,0.4256
allée,0.4312,0.4555
perdu,0.4312,0.4080
commandemens,0.4312,0.4758
haye,0.4312,0.4018
infame,0.4312,0.3411
cantiques,0.4311,0.4821
observent,0.4311,0.4629
vieilles,0.4311,0.3197
autel,0.4311,0.4738
renvoye,0.4311,0.3689
députés,0.4311,0.3810
munitions,0.4310,0.4483
ouverte,0.4309,0.4505
passages,0.4309,0.4449
vécu,0.4308,0.4196
différer,0.4308,0.2884
supplier,0.4308,0.3964
cité,0.4308,0.3861
conseillé,0.4308,0.3918
prétention,0.4308,0.2432
inclusivement,0.4308,0.3749
cervelle,0.4308,0.3580
maniéré,0.4307,0.3902
our,0.4307,0.3639
eurs,0.4307,0.4163
mentir,0.4307,0.4066
attachez,0.4306,0.5720
directement,0.4306,0.3238
clermont,0.4305,0.3848
nois,0.4305,0.4701
préférence,0.4305,0.2140
dépouiller,0.4305,0.2735
tre,0.4304,0.3199
seizième,0.4304,0.4693
jeux,0.4303,0.4610
intestins,0.4303,0.4209
suivez,0.4303,0.4057
nomine,0.4303,0.4276
cis,0.4301,0.4342
tb,0.4301,0.4492
pit,0.4301,0.4152
fortifications,0.4301,0.3657
statue,0.4301,0.3960
s'étendent,0.4300,0.3441
joignit,0.4300,0.4224
naissant,0.4300,0.4042
sceptre,0.4300,0.4818
boëte,0.4300,0.4755
exactement,0.4299,0.2850
liée,0.4299,0.2783
ode,0.4299,0.4652
loup,0.4299,0.3852
européens,0.4299,0.4156
correspondans,0.4298,0.3130
enchanté,0.4298,0.5501
rui,0.4298,0.4951
pinte,0.4298,0.2822
excuses,0.4297,0.4280
coi,0.4297,0.3747
seconder,0.4297,0.2909
comédiens,0.4297,0.3295
proces,0.4297,0.4671
placer,0.4297,0.4741
ruisseau,0.4296,0.3940
peaux,0.4296,0.4502
laver,0.4296,0.4231
années,0.4296,0.3932
préface,0.4295,0.3562
ua,0.4295,0.3769
obstacles,0.4294,0.5108
comparé,0.4294,0.3472
propriété,0.4294,0.4792
cherchant,0.4294,0.3486
n'oublia,0.4293,0.4794
froide,0.4293,0.3932
demandes,0.4293,0.3932
appeller,0.4293,0.4199
cd,0.4293,0.3948
m'arrêter,0.4292,0.2905
festin,0.4292,0.4069
sièges,0.4292,0.4692
aes,0.4292,0.3844
crût,0.4290,0.3715
corrige,0.4290,0.3487
genou,0.4290,0.2908
adroit,0.4290,0.4313
edifices,0.4290,0.3390
paysan,0.4290,0.4828
l'administration,0.4290,0.2861
sec,0.4289,0.3218
d'épaisseur,0.4289,0.4237
aristote,0.4289,0.3800
drc,0.4289,0.4540
approchez,0.4287,0.4072
espagnoles,0.4286,0.3526
l'ignorance,0.4286,0.2788
l'application,0.4285,0.2929
bu,0.4285,0.3810
gardent,0.4285,0.4847
nourrice,0.4284,0.4648
bénéfices,0.4284,0.4133
assurée,0.4284,0.2954
dr,0.4284,0.4179
cri,0.4283,0.3120
poursuites,0.4283,0.4098
demain,0.4283,0.4686
augmentations,0.4283,0.4420
semblé,0.4283,0.4291
procurer,0.4282,0.3881
donnai,0.4282,0.3744
roc,0.4282,0.3262
cns,0.4280,0.3700
prérogatives,0.4280,0.4042
d'eau,0.4280,0.4222
illustre,0.4279,0.4311
s'accorde,0.4279,0.5173
manifeste,0.4279,0.2956
grandeur,0.4279,0.4480
attacher,0.4279,0.2667
bai,0.4279,0.4330
retirent,0.4278,0.4239
livrée,0.4278,0.3246
l'ordonnance,0.4278,0.3525
gaieté,0.4278,0.2634
pilote,0.4278,0.4840
battant,0.4277,0.4257
trés,0.4277,0.4710
portraits,0.4277,0.3663
prodiges,0.4277,0.4444
reconnoît,0.4277,0.4637
augment,0.4276,0.3914
orgueilleux,0.4276,0.3181
prirent,0.4276,0.4256
tonneaux,0.4276,0.4987
concours,0.4276,0.2715
ror,0.4276,0.4468
libéralité,0.4276,0.3174
excellentes,0.4276,0.3757
efficace,0.4275,0.2537
imaginer,0.4275,0.4337
roes,0.4275,0.4019
recherche,0.4274,0.3042
tos,0.4274,0.4132
jusqu'a,0.4274,0.3577
attribue,0.4274,0.4935
célèbres,0.4274,0.3904
pir,0.4273,0.3943
their,0.4273,0.3261
attachés,0.4273,0.2441
jardins,0.4272,0.3691
pénible,0.4272,0.2686
avertir,0.4272,0.4849
edi,0.4272,0.5009
appeler,0.4272,0.4464
lel,0.4271,0.5286
mémoire,0.4271,0.2646
timides,0.4271,0.3046
helas,0.4271,0.3942
d'être,0.4271,0.5024
vy,0.4271,0.4205
nettoyer,0.4270,0.4196
timidité,0.4270,0.2491
environné,0.4269,0.4099
limites,0.4269,0.2746
l'an,0.4269,0.3330
apporte,0.4268,0.4261
amiral,0.4268,0.5020
posées,0.4267,0.2680
climats,0.4267,0.4973
ravis,0.4267,0.3702
marcellus,0.4267,0.4258
l'échange,0.4266,0.4155
suffisoit,0.4266,0.4016
contenté,0.4266,0.3532
l'obscurité,0.4266,0.3198
intention,0.4266,0.4243
innocentes,0.4265,0.3392
juge,0.4265,0.4173
n'aye,0.4265,0.4163
épais,0.4265,0.4349
véritables,0.4265,0.2960
travaillent,0.4265,0.4208
d'amiens,0.4265,0.5067
rejette,0.4265,0.3511
sérieusement,0.4265,0.3409
ivres,0.4264,0.4366
jugemens,0.4264,0.4016
droir,0.4264,0.4160
conservé,0.4263,0.4791
pistoles,0.4263,0.3978
d'arriver,0.4263,0.5186
tempête,0.4263,0.4154
l'archevêque,0.4263,0.3947
trer,0.4262,0.3080
marquoit,0.4262,0.4223
rois,0.4262,0.4395
instamment,0.4262,0.4811
l'obligation,0.4262,0.2883
étroites,0.4261,0.5403
parla,0.4261,0.4918
err,0.4261,0.5113
l'envoya,0.4261,0.4310
accorda,0.4261,0.3770
ouvrages,0.4260,0.4016
génie,0.4260,0.4048
duo,0.4260,0.4016
comedie,0.4259,0.3967
scr,0.4259,0.4109
vo,0.4259,0.3765
prière,0.4259,0.3818
connue,0.4258,0.3684
difference,0.4258,0.4040
famille,0.4258,0.4116
pourvus,0.4258,0.3252
saints,0.4258,0.4515
ha,0.4258,0.5728
gaillard,0.4257,0.5170
injustes,0.4257,0.2575
l'aura,0.4256,0.4139
u'ils,0.4256,0.4313
anneau,0.4255,0.4043
vitres,0.4255,0.4430
maritimes,0.4255,0.3159
angleterre,0.4255,0.3513
planche,0.4255,0.3659
lal,0.4254,0.4018
capital,0.4254,0.3297
astre,0.4254,0.4331
rarement,0.4254,0.4185
regardons,0.4253,0.5106
laquais,0.4253,0.3398
nuisibles,0.4253,0.2890
grande,0.4253,0.3552
emportement,0.4253,0.4258
idu,0.4253,0.4033
menti,0.4252,0.4171
exprimer,0.4252,0.4130
l'établissement,0.4252,0.2508
tuteurs,0.4251,0.4291
enlever,0.4251,0.4475
modernes,0.4251,0.3847
dts,0.4251,0.4403
croie,0.4250,0.3235
actions,0.4250,0.3795
attributs,0.4249,0.4599
vînt,0.4249,0.4276
imprime,0.4249,0.3712
bible,0.4249,0.5070
personnelles,0.4248,0.4182
ion,0.4248,0.2967
bonnet,0.4248,0.4516
volant,0.4248,0.4456
flandre,0.4248,0.3824
han,0.4247,0.5939
emploi,0.4247,0.3918
late,0.4247,0.4691
dei,0.4247,0.4569
vendue,0.4247,0.4336
differente,0.4246,0.4383
perdit,0.4246,0.4375
l'edit,0.4246,0.3460
last,0.4246,0.3948
opiniâtreté,0.4246,0.2962
songez,0.4246,0.4405
rade,0.4245,0.3364
insensiblement,0.4245,0.3012
recommandation,0.4245,0.3491
bologne,0.4244,0.4420
ard,0.4244,0.4147
fai,0.4244,0.2840
êtres,0.4243,0.4630
ruinée,0.4242,0.3022
courtes,0.4242,0.3722
sommet,0.4242,0.5074
abusé,0.4242,0.2519
dcc,0.4241,0.2624
coq,0.4241,0.4676
ave,0.4241,0.4375
habile,0.4240,0.4507
cens,0.4240,0.4067
principes,0.4239,0.4262
d'u,0.4238,0.2926
familiers,0.4238,0.3500
fache,0.4238,0.4730
vénérable,0.4237,0.4512
expédient,0.4237,0.4350
m'auroit,0.4237,0.3425
manquent,0.4237,0.4093
vires,0.4237,0.3891
lorsqu'elle,0.4237,0.3393
ht,0.4237,0.4142
corrompus,0.4237,0.3022
superbes,0.4237,0.4116
accordé,0.4237,0.3923
saisies,0.4236,0.4206
reconnaître,0.4236,0.3381
remédier,0.4236,0.5019
répons,0.4236,0.2800
charmes,0.4236,0.3861
jamais,0.4235,0.4091
avoic,0.4235,0.3850
contiennent,0.4235,0.4918
but,0.4234,0.2538
monté,0.4234,0.4139
défendit,0.4234,0.4475
deviennent,0.4234,0.4008
lne,0.4233,0.3837
satisfaits,0.4233,0.3291
furie,0.4233,0.4800
songes,0.4233,0.3241
femelle,0.4233,0.4195
satisfaite,0.4233,0.4703
insérieure,0.4232,0.3716
rangées,0.4232,0.5288
outils,0.4232,0.3861
idole,0.4232,0.2954
camp,0.4231,0.5017
css,0.4231,0.3367
immortels,0.4231,0.4717
pense,0.4231,0.4021
chrétienne,0.4231,0.5285
naître,0.4230,0.5142
nature,0.4230,0.4638
paisible,0.4229,0.2977
rudement,0.4228,0.3250
contenus,0.4228,0.4530
lrs,0.4228,0.4036
contradiction,0.4227,0.2490
demeuré,0.4227,0.4295
s'e,0.4227,0.4962
ino,0.4226,0.4607
fabrication,0.4226,0.3306
fideles,0.4226,0.4882
équipage,0.4226,0.3600
porteroit,0.4226,0.3696
liii,0.4225,0.4332
raiyon,0.4225,0.4080
regne,0.4224,0.4336
plu,0.4224,0.3896
ao,0.4224,0.3367
dan,0.4224,0.4764
m'étonne,0.4223,0.4572
régne,0.4223,0.3064
bouteilles,0.4223,0.3783
charmant,0.4223,0.4372
juger,0.4223,0.4276
avantageux,0.4223,0.4100
qu'une,0.4222,0.3645
ark,0.4222,0.3032
rocher,0.4222,0.4926
minuit,0.4222,0.3821
fabius,0.4222,0.3843
absolu,0.4222,0.2885
ceu,0.4222,0.4543
captifs,0.4221,0.4027
retire,0.4221,0.4102
fic,0.4221,0.4335
l'allemagne,0.4221,0.3599
vres,0.4221,0.4999
quart,0.4220,0.3762
rejetter,0.4220,0.3048
corpus,0.4220,0.2960
hl,0.4220,0.3760
tle,0.4220,0.4384
tent,0.4219,0.3119
nre,0.4219,0.4534
l'intérêt,0.4219,0.2623
surle,0.4219,0.3981
avare,0.4219,0.4694
holland,0.4218,0.4445
never,0.4218,0.2969
maudit,0.4218,0.3374
ide,0.4218,0.4034
parloient,0.4218,0.3844
din,0.4217,0.4848
renoncé,0.4217,0.4166
tcr,0.4217,0.3810
accidens,0.4216,0.4003
sentier,0.4216,0.3142
rec,0.4216,0.4800
mines,0.4216,0.3811
uri,0.4216,0.5243
piliers,0.4215,0.3323
relie,0.4215,0.3637
haleine,0.4215,0.3128
fonction,0.4215,0.4574
l'attachement,0.4215,0.3087
fo,0.4214,0.4871
relte,0.4214,0.3555
défendus,0.4214,0.3383
reviens,0.4214,0.4269
maures,0.4213,0.4863
dles,0.4213,0.4047
desseins,0.4213,0.4744
bassins,0.4213,0.3115
anciennement,0.4213,0.2775
verité,0.4212,0.3603
montoit,0.4212,0.2773
joli,0.4212,0.3807
produit,0.4212,0.2323
remercie,0.4212,0.4589
alimens,0.4212,0.4222
bailli,0.4212,0.3681
rte,0.4211,0.4037
contré,0.4211,0.4957
orientaux,0.4210,0.4892
uin,0.4210,0.3739
laine,0.4209,0.3903
polr,0.4209,0.4745
prendroit,0.4208,0.3475
ham,0.4208,0.4568
organes,0.4208,0.4213
croissent,0.4208,0.4089
hie,0.4207,0.4773
soudain,0.4207,0.2715
angle,0.4207,0.3070
dais,0.4207,0.3733
et,0.4206,0.2351
d'autrui,0.4206,0.2772
exempts,0.4206,0.2468
l'amant,0.4205,0.3292
irriter,0.4205,0.3753
tourmenter,0.4204,0.3482
trompez,0.4204,0.2192
passé,0.4204,0.4916
fixée,0.4204,0.3035
commencent,0.4204,0.3893
préceptes,0.4204,0.3961
ennemies,0.4203,0.3429
taillées,0.4203,0.2793
ule,0.4202,0.4513
ferr,0.4202,0.4061
ap,0.4201,0.4153
éloigné,0.4201,0.4479
ducats,0.4200,0.4267
bos,0.4200,0.4991
ate,0.4200,0.3779
aisément,0.4200,0.4143
iue,0.4200,0.4058
sacrées,0.4199,0.4456
grandes,0.4199,0.4232
supposer,0.4198,0.3598
victorieux,0.4198,0.3484
c'efl,0.4198,0.3883
mlle,0.4198,0.4620
voir,0.4198,0.4265
cloître,0.4198,0.3936
dic,0.4198,0.4270
placé,0.4198,0.4400
florin,0.4197,0.3788
promenade,0.4197,0.4148
verront,0.4197,0.5123
repas,0.4197,0.4451
sentence,0.4197,0.3547
disposées,0.4197,0.2864
retrouver,0.4197,0.4025
l'humidité,0.4196,0.4399
drois,0.4196,0.4616
quittez,0.4196,0.4040
règlement,0.4196,0.4099
l'examen,0.4196,0.3017
pavé,0.4196,0.3638
sanglier,0.4195,0.4092
descriptions,0.4195,0.4068
chats,0.4194,0.4389
conduites,0.4194,0.3162
malignité,0.4193,0.2954
ve,0.4193,0.4729
désordres,0.4193,0.3451
latins,0.4193,0.4652
piété,0.4192,0.3254
quelques,0.4192,0.3808
construction,0.4192,0.3176
miracles,0.4192,0.4306
turres,0.4192,0.3812
expire,0.4192,0.3674
pia,0.4191,0.4240
graine,0.4191,0.4479
nte,0.4191,0.3761
vi,0.4191,0.3350
soleil,0.4191,0.4689
if,0.4191,0.4204
offrant,0.4191,0.2854
approchant,0.4190,0.3717
gis,0.4190,0.4323
prouvé,0.4190,0.3621
outre,0.4190,0.2371
éditions,0.4190,0.2882
qu'ayant,0.4190,0.3690
ecrivains,0.4189,0.2599
étranges,0.4189,0.3376
séduit,0.4189,0.3259
gaulois,0.4189,0.3977
intelligence,0.4188,0.4492
meubles,0.4188,0.3515
défier,0.4188,0.3996
d'l,0.4188,0.4202
merveilleuse,0.4188,0.4185
l'anglois,0.4188,0.3864
s'cn,0.4187,0.4124
tiennent,0.4187,0.4251
lieues,0.4187,0.5104
lumieres,0.4187,0.2163
rentrer,0.4186,0.4285
quintal,0.4186,0.4460
avec,0.4186,0.4189
fame,0.4186,0.4914
afie,0.4186,0.3894
ail,0.4186,0.3804
lierre,0.4185,0.3735
vient,0.4185,0.3064
ruse,0.4185,0.3051
témoigné,0.4184,0.4492
cuit,0.4184,0.4564
barcelone,0.4184,0.5309
pages,0.4183,0.4105
forma,0.4183,0.2273
vot,0.4183,0.4683
mai,0.4183,0.2605
cage,0.4182,0.5490
charpentier,0.4182,0.3774
remercia,0.4182,0.4064
politique,0.4182,0.2537
quee,0.4181,0.4479
sache,0.4181,0.4173
pensent,0.4181,0.3446
fenêtre,0.4181,0.4144
gout,0.4181,0.3238
iis,0.4180,0.3370
anneaux,0.4180,0.4256
aui,0.4180,0.4022
tentations,0.4180,0.3773
fans,0.4180,0.3575
paroitre,0.4179,0.4103
préfence,0.4179,0.2945
chaud,0.4178,0.3719
suède,0.4178,0.5049
tim,0.4178,0.4316
comblé,0.4178,0.4546
honneur,0.4178,0.4069
iiv,0.4177,0.3487
marquer,0.4177,0.4126
laissée,0.4176,0.3788
ine,0.4176,0.3595
lans,0.4176,0.3906
dissimuler,0.4175,0.2491
outrage,0.4175,0.3256
prieuré,0.4175,0.3549
trouv,0.4175,0.4307
viandes,0.4174,0.4554
champs,0.4173,0.4465
ka,0.4172,0.4715
spectacles,0.4171,0.4066
remonte,0.4171,0.3300
douzième,0.4171,0.4215
supplice,0.4171,0.4651
habillement,0.4171,0.4216
pagine,0.4171,0.3097
folide,0.4171,0.2875
découvrit,0.4171,0.4576
sn,0.4170,0.3921
clémence,0.4170,0.2923
l'archiduc,0.4170,0.4180
torrent,0.4170,0.2518
porteront,0.4169,0.4313
fri,0.4169,0.5154
reims,0.4169,0.3795
croiroit,0.4169,0.4189
naissent,0.4168,0.4385
historique,0.4168,0.3605
demeureront,0.4168,0.4186
concile,0.4168,0.4526
gaule,0.4168,0.4656
promettoit,0.4167,0.4470
xxxviii,0.4166,0.4110
efj,0.4166,0.3711
patrons,0.4166,0.4365
dogmes,0.4166,0.3765
superbe,0.4165,0.4561
creuse,0.4165,0.3885
pp,0.4165,0.4814
mauvaises,0.4164,0.4576
seins,0.4164,0.4583
camarade,0.4164,0.4061
coumme,0.4164,0.3584
prc,0.4164,0.4110
cordes,0.4163,0.4423
formalités,0.4163,0.4908
homme,0.4163,0.4066
demandée,0.4163,0.4211
sévère,0.4163,0.3276
brille,0.4163,0.2707
amie,0.4162,0.3599
vere,0.4162,0.4395
apporta,0.4162,0.4580
xxxvi,0.4162,0.4437
depense,0.4160,0.4475
appuyer,0.4160,0.3055
proprieté,0.4160,0.4060
notion,0.4160,0.2946
paris,0.4159,0.4561
sonnes,0.4159,0.3656
bâtards,0.4159,0.5560
liu,0.4159,0.4789
couches,0.4158,0.2916
récompenser,0.4158,0.3083
xxxii,0.4158,0.4169
infaillible,0.4158,0.3216
sassent,0.4157,0.3798
parchemin,0.4157,0.3478
valet,0.4157,0.4011
chine,0.4157,0.3560
jusqu,0.4157,0.3345
perpétuelle,0.4157,0.3316
caverne,0.4157,0.4435
tournai,0.4157,0.4277
prononcer,0.4157,0.4219
dépendans,0.4156,0.3312
voulons,0.4156,0.3930
rendue,0.4156,0.3706
i's,0.4156,0.3697
they,0.4155,0.3581
ac,0.4155,0.4898
quie,0.4154,0.4000
condamnent,0.4154,0.4552
preface,0.4154,0.3596
foire,0.4154,0.4154
decembre,0.4154,0.2757
battu,0.4154,0.4578
luc,0.4153,0.3808
s'attirer,0.4153,0.3407
ocr,0.4153,0.3009
bassin,0.4153,0.4007
reconnoissancent,0.4152,0.4690
dil,0.4152,0.3939
exposition,0.4152,0.3885
bourse,0.4151,0.4696
principal,0.4151,0.3093
assurément,0.4151,0.3034
nuit,0.4151,0.4238
destinés,0.4151,0.2483
dii,0.4151,0.3508
l'intention,0.4150,0.2641
joignent,0.4150,0.3827
retenus,0.4150,0.3241
incapables,0.4150,0.4424
d'icelle,0.4150,0.3769
régler,0.4150,0.4161
nie,0.4149,0.4029
compagnons,0.4149,0.4095
deviendront,0.4149,0.2784
order,0.4149,0.3515
tal,0.4149,0.4882
su,0.4148,0.3436
copies,0.4148,0.4913
consommation,0.4147,0.4108
mène,0.4147,0.3306
proposé,0.4147,0.3865
couvroit,0.4147,0.4012
ministres,0.4147,0.3876
troye,0.4147,0.4078
fd,0.4147,0.3720
environne,0.4146,0.2846
diu,0.4146,0.3998
surmonter,0.4146,0.2995
rons,0.4146,0.4327
alter,0.4145,0.3536
quarre,0.4145,0.4357
turcs,0.4145,0.4141
emploie,0.4144,0.3481
augmentation,0.4144,0.3853
magnifiquement,0.4144,0.5408
oni,0.4141,0.3881
zooo,0.4141,0.4058
conversation,0.4141,0.4577
ius,0.4141,0.4094
taxe,0.4141,0.4238
vicomté,0.4141,0.3930
engagé,0.4140,0.4184
conseil,0.4140,0.3641
merci,0.4139,0.3205
enjoint,0.4139,0.5402
devint,0.4139,0.4268
d'europe,0.4139,0.3705
vf,0.4138,0.5339
procureur,0.4138,0.3849
dec,0.4138,0.4066
xl,0.4138,0.3720
neveux,0.4137,0.3121
veines,0.4137,0.4355
fief,0.4137,0.3878
rio,0.4137,0.4489
l'ancre,0.4137,0.4890
exécuter,0.4136,0.4706
cherchons,0.4136,0.4735
patres,0.4136,0.4054
épées,0.4135,0.4604
bibliotheque,0.4135,0.3603
réfléchir,0.4135,0.2780
roulent,0.4135,0.4225
intendant,0.4135,0.4673
respe,0.4135,0.3499
faire,0.4135,0.3764
menu,0.4135,0.3993
og,0.4132,0.4699
entreprise,0.4132,0.4197
ville,0.4131,0.3226
violer,0.4131,0.2551
éclater,0.4131,0.4094
obliger,0.4130,0.4035
tur,0.4129,0.4178
doubles,0.4129,0.4082
fiit,0.4129,0.4119
suffit,0.4129,0.4211
tit,0.4129,0.5094
conviens,0.4129,0.3789
catherine,0.4129,0.4242
pte,0.4128,0.4756
obscures,0.4128,0.2932
voila,0.4127,0.4060
l'addition,0.4127,0.4404
créance,0.4127,0.3385
écrivent,0.4127,0.4303
nées,0.4126,0.3467
apportée,0.4126,0.4196
aimez,0.4126,0.4434
féjour,0.4126,0.3373
quii,0.4126,0.3537
s'abandonner,0.4126,0.3716
coquette,0.4126,0.4369
places,0.4125,0.4620
pt,0.4125,0.3668
suffrages,0.4125,0.2501
secondé,0.4125,0.3597
méthode,0.4124,0.3645
élevés,0.4124,0.2526
meurent,0.4124,0.4000
maligne,0.4124,0.4292
envoyoit,0.4123,0.3532
disoient,0.4123,0.3417
tuent,0.4123,0.4340
importantes,0.4123,0.4125
tins,0.4123,0.4664
querelles,0.4122,0.2371
exhorte,0.4122,0.3466
admirable,0.4122,0.3690
mortier,0.4122,0.2991
briller,0.4122,0.4172
sortent,0.4122,0.4035
évidence,0.4121,0.2625
mensonges,0.4121,0.3118
dux,0.4121,0.4498
partirent,0.4119,0.3989
serviteurs,0.4119,0.4476
nymphe,0.4118,0.4503
colleges,0.4118,0.3462
serve,0.4118,0.4793
séduire,0.4118,0.2933
cx,0.4118,0.3749
personnage,0.4117,0.4526
difficultés,0.4117,0.2321
fincere,0.4117,0.2851
m'aimez,0.4117,0.4047
flancs,0.4116,0.3920
ressentir,0.4116,0.2579
lentulus,0.4116,0.4100
regardoient,0.4115,0.4003
satyre,0.4115,0.3866
hi,0.4115,0.4789
conservant,0.4115,0.2900
cra,0.4114,0.4964
écoutez,0.4114,0.3792
possibles,0.4114,0.3907
mademoiselle,0.4114,0.3481
sauvage,0.4114,0.3185
pi,0.4113,0.3755
meme,0.4113,0.3814
publié,0.4113,0.4635
ani,0.4112,0.4261
rangers,0.4112,0.4829
laissent,0.4112,0.4235
bc,0.4111,0.4670
reçois,0.4111,0.3888
montré,0.4111,0.3567
lun,0.4110,0.3611
prodigieuse,0.4110,0.4246
sots,0.4110,0.3543
dispense,0.4110,0.3322
réussi,0.4110,0.3900
range,0.4110,0.3805
acquit,0.4110,0.4016
d'orgueil,0.4110,0.3807
constance,0.4110,0.3446
hardie,0.4109,0.2943
d'art,0.4108,0.3421
vei,0.4108,0.4817
poussent,0.4108,0.4035
magasins,0.4108,0.4430
employent,0.4107,0.3872
divines,0.4107,0.4422
ennuis,0.4107,0.4719
châtiment,0.4107,0.4310
dti,0.4107,0.3742
gouvernement,0.4106,0.2161
séparation,0.4106,0.3389
huitieme,0.4106,0.3656
blâme,0.4106,0.3038
l'escadre,0.4106,0.4600
tellus,0.4106,0.3290
chargée,0.4105,0.3799
commandant,0.4104,0.3342
quittance,0.4104,0.4062
fr,0.4104,0.4071
d'accepter,0.4104,0.2783
fraude,0.4103,0.2679
outrages,0.4102,0.2858
d'affaire,0.4102,0.3357
polir,0.4102,0.4411
ministère,0.4102,0.3159
vr,0.4102,0.3380
violette,0.4101,0.4635
