word,drift_global,drift_moyen
égard,0.5492,0.4354
societé,0.5492,0.3583
aure,0.5491,0.5343
commandé,0.5491,0.5016
lave,0.5490,0.2983
im,0.5490,0.4769
susdits,0.5489,0.5408
livrez,0.5489,0.4420
aveugles,0.5489,0.5712
restait,0.5489,0.5651
autrui,0.5489,0.4231
agens,0.5489,0.3636
l'habit,0.5489,0.5644
changez,0.5488,0.4641
particuliérement,0.5487,0.5115
tait,0.5487,0.3654
lanterne,0.5486,0.4792
d'années,0.5486,0.5524
priant,0.5486,0.5285
splendeur,0.5486,0.5274
conjectures,0.5486,0.4481
convertir,0.5485,0.5816
dépendent,0.5485,0.5676
accepter,0.5484,0.5212
venans,0.5484,0.5176
terrestre,0.5483,0.4362
croix,0.5483,0.5442
connoissance,0.5483,0.5211
troupeau,0.5483,0.5470
beaucoup,0.5482,0.5345
meures,0.5482,0.4620
l'attente,0.5482,0.4071
voya,0.5481,0.4850
presente,0.5480,0.4105
perception,0.5480,0.3002
fa,0.5479,0.3369
travaux,0.5479,0.5054
cte,0.5478,0.5095
hau,0.5478,0.4535
attira,0.5477,0.5370
dut,0.5477,0.3031
docteur,0.5477,0.3815
étourdi,0.5477,0.5148
égales,0.5477,0.5639
laifle,0.5477,0.4796
defaire,0.5476,0.4488
trempé,0.5476,0.5403
dangereux,0.5475,0.6021
allié,0.5475,0.5490
durent,0.5475,0.5820
diver,0.5475,0.4746
auxquelles,0.5475,0.4881
suivirent,0.5474,0.5584
tete,0.5474,0.3963
moire,0.5474,0.4496
quin,0.5474,0.4469
orgueil,0.5474,0.4896
l'épreuve,0.5473,0.3912
authentique,0.5473,0.5890
scaliger,0.5473,0.4385
d'hôtel,0.5473,0.6073
l'affection,0.5473,0.3363
acheva,0.5472,0.4966
tile,0.5472,0.5517
abandon,0.5471,0.4586
cal,0.5471,0.5715
valere,0.5471,0.4809
tirés,0.5471,0.3883
attendent,0.5471,0.5079
plonger,0.5470,0.5790
âgée,0.5470,0.5720
louvois,0.5470,0.5616
fuit,0.5470,0.2856
ouvrier,0.5469,0.5505
instruire,0.5469,0.5289
reprise,0.5468,0.4548
d'horace,0.5468,0.4962
able,0.5468,0.4706
tutelle,0.5467,0.4593
supérieure,0.5467,0.4402
prospérité,0.5467,0.5876
peindre,0.5466,0.5439
mandemens,0.5465,0.5653
colombe,0.5465,0.5552
fièvre,0.5464,0.5034
conclusions,0.5464,0.4906
commencera,0.5464,0.5071
brisé,0.5464,0.4557
réussir,0.5463,0.5605
rete,0.5463,0.6540
dice,0.5463,0.5052
sortoit,0.5462,0.5451
tribunal,0.5462,0.5252
censeur,0.5461,0.4746
velles,0.5461,0.5449
amener,0.5461,0.4246
tiens,0.5461,0.5627
vraiment,0.5461,0.2909
couru,0.5461,0.4953
aussi,0.5461,0.4435
offensé,0.5460,0.5840
hardiment,0.5460,0.4268
d'instrumens,0.5459,0.4654
onc,0.5459,0.5360
l'année,0.5459,0.5425
prime,0.5458,0.5698
rohan,0.5458,0.4722
précedent,0.5458,0.4464
métal,0.5457,0.4809
convenables,0.5457,0.5414
dun,0.5456,0.4653
gouvernemens,0.5456,0.4995
recouvrer,0.5455,0.5443
citation,0.5455,0.4158
éternelles,0.5455,0.6178
tenms,0.5454,0.3997
cur,0.5454,0.4607
rouler,0.5454,0.5551
absence,0.5454,0.4764
cautions,0.5453,0.5371
moderne,0.5453,0.5670
mensonge,0.5453,0.5907
methode,0.5453,0.5219
précipitation,0.5452,0.5681
violens,0.5452,0.5562
sages,0.5452,0.5708
boule,0.5452,0.5218
assignations,0.5451,0.4943
valois,0.5451,0.4420
emprunter,0.5451,0.5808
percé,0.5451,0.4833
jouent,0.5451,0.5703
tirer,0.5450,0.5094
od,0.5449,0.4496
d'intelligence,0.5449,0.3104
s'occuper,0.5449,0.3234
poussant,0.5449,0.5251
maréchaux,0.5449,0.5898
compté,0.5449,0.5462
reprises,0.5448,0.4921
baron,0.5448,0.4412
lait,0.5447,0.4250
patriarche,0.5447,0.5190
passera,0.5447,0.5188
manifestement,0.5446,0.4462
arbitres,0.5446,0.5632
joyeux,0.5445,0.4689
justement,0.5445,0.4187
oc,0.5445,0.5542
quar,0.5445,0.4637
travailla,0.5445,0.5894
continue,0.5445,0.5614
montans,0.5444,0.3977
refuter,0.5444,0.4546
s'expliquer,0.5444,0.5764
prin,0.5444,0.3840
fiel,0.5444,0.4073
poussions,0.5443,0.3942
borner,0.5443,0.2593
bâtard,0.5442,0.5958
courageux,0.5442,0.4331
pa,0.5442,0.5612
procession,0.5441,0.4440
tousses,0.5441,0.5554
toscane,0.5441,0.5931
mente,0.5441,0.4272
carte,0.5441,0.3320
d'orange,0.5441,0.4910
fiance,0.5439,0.3582
telle,0.5439,0.5246
natures,0.5439,0.5328
genéral,0.5439,0.4642
conm,0.5438,0.3486
lettrés,0.5438,0.4067
l'adresse,0.5438,0.3382
pécher,0.5438,0.5012
d'ou,0.5437,0.4399
galante,0.5437,0.6239
bruit,0.5436,0.5046
fécond,0.5436,0.4912
signe,0.5434,0.3327
mad,0.5433,0.5255
cete,0.5433,0.4842
médiocrement,0.5432,0.4869
ignore,0.5432,0.5594
content,0.5432,0.5677
syndic,0.5431,0.4543
sceaux,0.5431,0.6503
fiire,0.5431,0.4103
sam,0.5430,0.5148
poignard,0.5430,0.4941
trajan,0.5429,0.4465
tendant,0.5429,0.4303
connues,0.5429,0.5511
reglement,0.5428,0.4819
nuisible,0.5427,0.4738
d'entendre,0.5427,0.5846
proportionnée,0.5427,0.5311
seconds,0.5427,0.4303
prédicateurs,0.5426,0.4642
prologue,0.5426,0.4252
millions,0.5426,0.5324
fal,0.5425,0.5864
vins,0.5425,0.5692
robert,0.5425,0.4267
moin,0.5424,0.4842
reconnoissance,0.5423,0.5348
général,0.5423,0.4669
puisqu'ils,0.5422,0.5478
lira,0.5422,0.3753
athenes,0.5422,0.4249
crainte,0.5422,0.5535
corde,0.5421,0.4413
énorme,0.5421,0.5492
clairs,0.5421,0.5303
nuage,0.5421,0.5289
marquées,0.5420,0.5232
indispensable,0.5420,0.2820
religieuse,0.5420,0.3593
chancellerie,0.5419,0.5230
présentation,0.5419,0.6368
rechercher,0.5418,0.6274
l'eternel,0.5418,0.5180
toit,0.5418,0.5920
collet,0.5418,0.6039
cetter,0.5417,0.5492
hercule,0.5417,0.5653
sue,0.5416,0.6068
damas,0.5416,0.4278
différent,0.5416,0.4976
dent,0.5415,0.4718
l'ar,0.5415,0.5368
matieres,0.5415,0.5858
cale,0.5415,0.4794
icelles,0.5415,0.4315
salaires,0.5414,0.5375
tailleur,0.5414,0.5878
l'infini,0.5414,0.3383
veulement,0.5413,0.4853
moyenne,0.5413,0.3648
incompatible,0.5413,0.5557
poison,0.5411,0.5505
castille,0.5411,0.4835
d'hyver,0.5411,0.4935
accordées,0.5410,0.4450
données,0.5410,0.5772
feux,0.5410,0.2982
courons,0.5409,0.5853
dili,0.5409,0.6072
infiniment,0.5408,0.5636
igne,0.5408,0.4637
prêcher,0.5407,0.5809
entendre,0.5407,0.5022
bordeaux,0.5407,0.4176
reception,0.5406,0.4008
d'alliance,0.5405,0.5881
noyer,0.5405,0.4695
plaisanteries,0.5405,0.4935
traitant,0.5405,0.3741
scellé,0.5405,0.4372
incomparable,0.5405,0.5612
jolies,0.5404,0.5236
accompagnée,0.5404,0.5111
fons,0.5404,0.5080
d'italie,0.5404,0.6088
exe,0.5404,0.5405
sujets,0.5403,0.4518
traversé,0.5403,0.6220
domi,0.5403,0.4307
pari,0.5401,0.5083
troublée,0.5401,0.5460
paix,0.5400,0.5049
far,0.5400,0.5019
cable,0.5399,0.6065
perdez,0.5398,0.4145
ori,0.5398,0.4852
sacremens,0.5398,0.5855
georges,0.5397,0.4259
cordons,0.5396,0.4513
suppose,0.5396,0.5025
mort,0.5395,0.5758
avi,0.5395,0.5099
att,0.5395,0.4862
parlement,0.5395,0.5466
craignant,0.5395,0.4977
saturne,0.5394,0.5129
maine,0.5394,0.4500
épreuve,0.5394,0.4777
apparent,0.5393,0.4697
arbitre,0.5393,0.3882
meuble,0.5392,0.4162
sire,0.5392,0.4128
modéré,0.5392,0.3785
l'oi,0.5391,0.5497
paf,0.5391,0.4963
surprenant,0.5391,0.5198
bli,0.5389,0.5630
cachez,0.5389,0.2991
vaine,0.5389,0.6005
exa,0.5388,0.4492
lé,0.5388,0.5113
retenu,0.5388,0.3233
auguste,0.5387,0.5576
arabes,0.5387,0.4504
affranchi,0.5385,0.3747
m'empêcher,0.5385,0.5675
fà,0.5385,0.5374
reduite,0.5385,0.5519
autant,0.5385,0.5180
royaumes,0.5385,0.5405
zemble,0.5384,0.4935
éc,0.5384,0.5306
chantent,0.5384,0.5349
zèle,0.5383,0.5129
arrêta,0.5383,0.5387
ibit,0.5383,0.5389
parvenir,0.5383,0.5941
vitesse,0.5382,0.4856
ilne,0.5382,0.4689
facilite,0.5380,0.3960
commodément,0.5380,0.5627
détacher,0.5380,0.5251
publique,0.5379,0.3541
nan,0.5379,0.6066
dition,0.5379,0.3844
ices,0.5379,0.4480
toutes,0.5378,0.5081
parfums,0.5378,0.5276
ence,0.5378,0.4821
cerveau,0.5377,0.5211
l'entreprendre,0.5377,0.4990
ventes,0.5377,0.5642
comparer,0.5377,0.5064
goût,0.5376,0.5762
immortel,0.5376,0.5403
pal,0.5376,0.5792
sangla,0.5375,0.4917
formelle,0.5375,0.3085
français,0.5374,0.2959
appréhender,0.5374,0.3656
hâter,0.5374,0.5181
villiers,0.5374,0.5152
réunis,0.5374,0.2739
philo,0.5373,0.5356
faisant,0.5373,0.5395
quise,0.5373,0.4357
tommes,0.5372,0.4136
parceque,0.5372,0.4956
achevé,0.5372,0.5569
garantie,0.5372,0.4989
talent,0.5371,0.5133
qu'entre,0.5371,0.5571
ors,0.5371,0.4777
nour,0.5371,0.5770
tournay,0.5370,0.4274
qu'outre,0.5370,0.3844
revienne,0.5370,0.5071
distin,0.5369,0.4819
enfer,0.5369,0.4584
om,0.5369,0.3934
imiter,0.5369,0.4981
répondant,0.5369,0.4950
exemples,0.5368,0.4833
annales,0.5368,0.5372
sacrement,0.5368,0.5334
vendeurs,0.5368,0.6094
soutenu,0.5368,0.5514
abondante,0.5368,0.4449
payez,0.5367,0.3158
d'ouvrir,0.5366,0.4811
avance,0.5366,0.3381
mineure,0.5366,0.4612
hon,0.5366,0.5237
permission,0.5365,0.4968
reviendra,0.5365,0.5085
penses,0.5365,0.3574
eues,0.5364,0.4830
lever,0.5364,0.6012
confirmation,0.5364,0.4773
aspect,0.5363,0.5149
j'espère,0.5363,0.4382
noire,0.5361,0.4627
cercles,0.5361,0.5372
nantes,0.5361,0.4533
l'interêt,0.5361,0.4174
expression,0.5360,0.5620
garder,0.5360,0.5769
épargné,0.5360,0.4993
chrétien,0.5360,0.4491
présentes,0.5359,0.4886
jugées,0.5359,0.5548
c'é,0.5359,0.4881
pane,0.5358,0.5918
colle,0.5358,0.4286
quil,0.5357,0.5024
fortoit,0.5357,0.4846
nuits,0.5357,0.5737
formées,0.5357,0.5034
tenta,0.5357,0.4113
payant,0.5356,0.5829
causes,0.5356,0.5620
tradition,0.5356,0.5942
dialogues,0.5356,0.5100
arrêtez,0.5356,0.4667
refsemblance,0.5356,0.5218
s'é,0.5355,0.4351
s'attacha,0.5355,0.5954
gabelles,0.5355,0.5229
obtenue,0.5355,0.3289
rer,0.5355,0.4320
sion,0.5354,0.5010
fatis,0.5354,0.3254
étudier,0.5354,0.5400
m'étant,0.5353,0.4354
rne,0.5352,0.4240
fixes,0.5352,0.3529
mortelles,0.5352,0.5672
lux,0.5352,0.4539
monnoyés,0.5351,0.5177
dernier,0.5350,0.5424
intitulé,0.5349,0.5511
ajoutée,0.5347,0.2290
couvertes,0.5347,0.5610
extrait,0.5347,0.5157
étrangement,0.5347,0.4988
vera,0.5346,0.4626
confesser,0.5346,0.4278
touchant,0.5345,0.3080
bande,0.5344,0.5140
amitié,0.5344,0.4807
façons,0.5344,0.3712
lieurs,0.5344,0.4623
flatterie,0.5344,0.3715
t'il,0.5343,0.3722
rendant,0.5343,0.5158
ignorer,0.5342,0.4756
meurt,0.5342,0.5459
adion,0.5342,0.3624
jouissance,0.5341,0.5382
cadavre,0.5341,0.5312
prieres,0.5341,0.5806
dor,0.5341,0.5409
julqu'à,0.5340,0.5617
amen,0.5340,0.4714
poser,0.5340,0.5217
opinion,0.5340,0.4083
argument,0.5339,0.4863
yant,0.5339,0.5884
descendent,0.5339,0.4595
continent,0.5339,0.5809
will,0.5339,0.3907
produisoit,0.5338,0.4044
livra,0.5338,0.5215
défaut,0.5338,0.5386
n'au,0.5338,0.5360
ocm,0.5337,0.2946
mise,0.5337,0.4255
appartiendra,0.5337,0.3855
entr'eux,0.5337,0.5499
occupations,0.5336,0.5238
pressez,0.5336,0.4249
sermens,0.5336,0.2925
égaler,0.5335,0.5535
oà,0.5334,0.5192
levent,0.5334,0.4872
éclairci,0.5334,0.3169
barbarie,0.5334,0.3049
apo,0.5333,0.5822
louage,0.5333,0.5003
devenir,0.5333,0.4941
commc,0.5333,0.5700
contagion,0.5333,0.4185
chante,0.5333,0.4722
rendre,0.5332,0.6083
suivante,0.5331,0.5001
regarde,0.5330,0.4506
vues,0.5330,0.4699
auii,0.5330,0.5657
diligences,0.5329,0.4882
faite,0.5329,0.4970
fiege,0.5329,0.5782
raccommoder,0.5329,0.5866
ala,0.5329,0.5647
assembler,0.5329,0.4772
nain,0.5329,0.5455
abattu,0.5328,0.6205
sul,0.5327,0.5639
sd,0.5327,0.4095
pique,0.5327,0.3309
toulouse,0.5327,0.5161
resolu,0.5327,0.4635
eta,0.5326,0.5226
suite,0.5326,0.5560
lorsque,0.5325,0.5077
relever,0.5325,0.6064
roit,0.5325,0.5089
environ,0.5325,0.4408
forains,0.5325,0.3923
defense,0.5325,0.4732
tranquille,0.5324,0.4326
sueur,0.5324,0.4611
l'église,0.5324,0.4641
choisi,0.5323,0.5137
bertrand,0.5323,0.4906
pénétrer,0.5323,0.5312
procédure,0.5323,0.5635
profiter,0.5323,0.5182
db,0.5322,0.4951
cest,0.5322,0.4837
ement,0.5322,0.4244
gneur,0.5321,0.5611
droi,0.5321,0.4662
taille,0.5321,0.6367
conformité,0.5321,0.5050
reli,0.5321,0.5559
d'orléans,0.5320,0.5454
obtient,0.5320,0.5331
séculiers,0.5320,0.4418
vienne,0.5320,0.4005
vils,0.5319,0.2659
jufle,0.5319,0.4378
excellens,0.5319,0.4968
couvent,0.5319,0.4941
sis,0.5319,0.4400
seigneuries,0.5319,0.5366
profitable,0.5318,0.5074
na,0.5317,0.4678
commencez,0.5317,0.5688
foye,0.5317,0.4648
po,0.5316,0.4827
seville,0.5316,0.5900
barres,0.5316,0.4276
voyez,0.5316,0.6765
parois,0.5315,0.3655
insulter,0.5315,0.4055
dains,0.5315,0.4669
saisit,0.5315,0.5474
prononciation,0.5315,0.5154
certain,0.5315,0.4753
balles,0.5315,0.5348
apportez,0.5315,0.5169
craint,0.5314,0.5511
aà,0.5313,0.4929
paniers,0.5313,0.4932
catholique,0.5313,0.5416
gravée,0.5313,0.5326
jeunesse,0.5313,0.4881
celebre,0.5313,0.4299
éclairer,0.5312,0.2681
braves,0.5312,0.4891
lire,0.5312,0.4654
jusqu'aux,0.5312,0.5628
gnes,0.5311,0.4908
bâtons,0.5311,0.4625
perdirent,0.5311,0.4883
quelqu'autre,0.5310,0.5411
eat,0.5310,0.4459
taillé,0.5310,0.4929
l'apparence,0.5309,0.3625
morceau,0.5308,0.5157
grosse,0.5308,0.5352
s'enrichir,0.5307,0.3294
convertis,0.5307,0.3808
chargé,0.5306,0.5452
versailles,0.5306,0.4931
parquet,0.5306,0.4366
extérieur,0.5305,0.3804
c'er,0.5305,0.4572
enl,0.5305,0.4630
opere,0.5304,0.4024
danser,0.5304,0.5184
objection,0.5304,0.5120
glace,0.5304,0.5800
nettement,0.5303,0.3772
cartes,0.5303,0.3970
fint,0.5302,0.3754
pêcher,0.5302,0.5253
d'office,0.5301,0.3838
campa,0.5301,0.4532
exemplaire,0.5301,0.3647
aife,0.5301,0.4838
pommes,0.5301,0.3733
dia,0.5300,0.5521
caracteres,0.5299,0.5175
contenant,0.5298,0.6161
etoiles,0.5297,0.4002
paradis,0.5297,0.5677
légère,0.5297,0.5789
gion,0.5296,0.5426
demandant,0.5296,0.5230
mini,0.5296,0.4082
avantages,0.5296,0.5032
laif,0.5296,0.4163
généraux,0.5296,0.5184
infailliblement,0.5296,0.3719
atteinte,0.5295,0.2312
criminelles,0.5295,0.5230
superieurs,0.5294,0.4870
rétablie,0.5294,0.4838
pasté,0.5294,0.4587
fables,0.5294,0.5298
uniforme,0.5294,0.3033
toures,0.5293,0.4878
camper,0.5293,0.5419
perfonne,0.5291,0.3546
convienne,0.5291,0.5459
pe,0.5291,0.5535
restoit,0.5291,0.5760
voyages,0.5289,0.4997
abuse,0.5289,0.2901
nef,0.5289,0.5110
fourniture,0.5289,0.3634
s'imaginer,0.5289,0.4826
vertueux,0.5289,0.6035
remue,0.5288,0.5784
trom,0.5288,0.4542
l'avis,0.5287,0.5260
laborieux,0.5286,0.2799
augmenté,0.5286,0.5538
consistent,0.5284,0.5808
tailler,0.5284,0.5634
l'empressement,0.5284,0.4281
d'cn,0.5284,0.4992
niais,0.5284,0.4873
nommer,0.5284,0.4687
contribué,0.5282,0.5456
interprétation,0.5282,0.5364
parent,0.5282,0.5318
audace,0.5282,0.4823
ptolomée,0.5281,0.5293
furieux,0.5281,0.4699
dépit,0.5281,0.4549
scul,0.5280,0.4781
susceptibles,0.5280,0.5860
maigres,0.5279,0.4477
ouvra,0.5279,0.4712
commissions,0.5279,0.4854
ôtez,0.5279,0.5597
chantoit,0.5279,0.5477
hache,0.5278,0.5196
commissaires,0.5278,0.4580
confesseur,0.5277,0.5002
toucher,0.5277,0.5943
bête,0.5277,0.4931
conservent,0.5277,0.5445
susdites,0.5277,0.4500
d'état,0.5276,0.3986
mortel,0.5276,0.5514
unir,0.5276,0.5456
quo,0.5275,0.4371
bénédiction,0.5275,0.5579
superflu,0.5275,0.3624
soigneusement,0.5274,0.4109
vols,0.5274,0.4521
l'appelle,0.5274,0.5327
engagement,0.5273,0.5025
primitive,0.5273,0.3363
petits,0.5273,0.5514
ly,0.5272,0.5478
mariées,0.5272,0.5354
héros,0.5271,0.4497
pareil,0.5271,0.5657
tirez,0.5271,0.5633
j'appelle,0.5271,0.4583
ten,0.5270,0.4213
charge,0.5269,0.5018
inconcevable,0.5268,0.5588
noms,0.5268,0.5532
dcl,0.5268,0.4085
lutte,0.5268,0.4451
invite,0.5268,0.3679
extrémités,0.5267,0.5292
demeurée,0.5267,0.5281
envie,0.5267,0.5478
aucuns,0.5267,0.4862
enceinte,0.5267,0.6012
l'honneur,0.5267,0.5402
ingrat,0.5267,0.5472
tis,0.5266,0.3823
cde,0.5265,0.4376
cultivée,0.5265,0.5573
amène,0.5265,0.3536
office,0.5264,0.5085
édifice,0.5264,0.4263
dialogue,0.5264,0.3561
objections,0.5264,0.4393
pend,0.5264,0.4163
medecin,0.5263,0.4770
célébrer,0.5262,0.4962
différemment,0.5262,0.3946
aunes,0.5261,0.4071
end,0.5261,0.4563
l'execution,0.5261,0.6015
s'appelle,0.5260,0.4878
emi,0.5260,0.5019
tête,0.5260,0.4856
div,0.5260,0.5128
pline,0.5259,0.5118
fl,0.5259,0.4472
joindre,0.5258,0.5234
mesuré,0.5258,0.4527
nomi,0.5258,0.4296
retournez,0.5258,0.5109
réveiller,0.5258,0.3662
d'ai,0.5258,0.5311
vieil,0.5258,0.4983
front,0.5257,0.4900
flatté,0.5257,0.4870
qu'autrefois,0.5256,0.4781
leg,0.5256,0.5388
bulle,0.5256,0.6038
aille,0.5255,0.5808
gardé,0.5255,0.5706
permettant,0.5254,0.4352
canaille,0.5254,0.4372
jacob,0.5254,0.5163
germains,0.5254,0.3766
embrassé,0.5254,0.4557
seine,0.5253,0.3353
lainer,0.5252,0.4468
violent,0.5251,0.4924
expérience,0.5251,0.5050
minime,0.5251,0.4700
duel,0.5251,0.4710
évenemens,0.5251,0.5728
pretend,0.5250,0.4727
gue,0.5250,0.5286
d'examiner,0.5250,0.5071
publication,0.5249,0.4570
l'infante,0.5249,0.6066
irlande,0.5249,0.5728
maritime,0.5249,0.4086
premièrement,0.5249,0.5391
suffiroit,0.5248,0.4054
sns,0.5248,0.5250
luis,0.5248,0.3092
pein,0.5248,0.4954
employées,0.5248,0.5423
ladite,0.5248,0.4426
ronne,0.5248,0.4589
christ,0.5247,0.4606
adieu,0.5247,0.5855
mons,0.5247,0.5490
éclaircir,0.5247,0.5520
fixer,0.5246,0.5279
ouvertures,0.5246,0.4485
bone,0.5246,0.6190
perdoit,0.5245,0.5231
s'amuser,0.5245,0.4204
oint,0.5245,0.4527
honneurs,0.5244,0.4895
informée,0.5244,0.4649
vigoureux,0.5244,0.5448
poing,0.5243,0.5027
clerc,0.5243,0.5169
cy,0.5243,0.3446
dion,0.5243,0.5001
îles,0.5243,0.3731
poursuivre,0.5242,0.5293
d'irlande,0.5241,0.4450
niveau,0.5240,0.4870
transportées,0.5240,0.4961
orateurs,0.5240,0.4023
appliqué,0.5239,0.5053
traiter,0.5239,0.5691
adi,0.5239,0.4976
compas,0.5239,0.4202
vicomte,0.5238,0.4221
lere,0.5238,0.5419
cid,0.5238,0.5917
exempte,0.5237,0.4044
rappel,0.5237,0.6887
aide,0.5237,0.4178
d'espérance,0.5236,0.3499
d'utrecht,0.5235,0.3965
accoutumée,0.5235,0.3328
céleste,0.5235,0.4630
aue,0.5234,0.5695
passeroit,0.5234,0.5425
longe,0.5232,0.4459
dg,0.5232,0.5204
porté,0.5232,0.5479
tranchée,0.5232,0.6385
dupuis,0.5231,0.5824
meilleure,0.5230,0.5339
d'acheter,0.5230,0.5594
dee,0.5229,0.5761
chassé,0.5229,0.5145
mêle,0.5229,0.4796
déclarée,0.5229,0.5285
j'admire,0.5228,0.4012
sort,0.5227,0.4129
rarefié,0.5227,0.2865
carosse,0.5227,0.4291
dure,0.5226,0.4979
originairement,0.5226,0.3816
imprimé,0.5225,0.4649
plans,0.5225,0.3179
employe,0.5225,0.4915
veri,0.5225,0.4940
surnommé,0.5224,0.5093
plai,0.5224,0.4517
théatre,0.5224,0.4041
amateurs,0.5223,0.5825
d'arrêter,0.5222,0.3311
menton,0.5221,0.4835
noirs,0.5220,0.4400
d'épouser,0.5220,0.5190
raisonnement,0.5219,0.4774
bornée,0.5219,0.5857
vivroit,0.5219,0.4589
contr,0.5218,0.4671
domaine,0.5218,0.5472
chevre,0.5218,0.5270
conseils,0.5217,0.5013
censeurs,0.5217,0.4285
vil,0.5217,0.3669
infatigable,0.5217,0.3534
enquêtes,0.5216,0.5040
ca,0.5216,0.4903
gard,0.5215,0.4549
qu'o,0.5215,0.4780
ouvertement,0.5215,0.3115
nommé,0.5214,0.4774
éclairé,0.5214,0.5323
aperçu,0.5214,0.4530
fournie,0.5214,0.5452
richesse,0.5212,0.5193
foixante,0.5212,0.4626
titans,0.5212,0.4898
fortent,0.5212,0.4444
tiré,0.5212,0.4789
univers,0.5212,0.5220
pareilles,0.5212,0.4638
ordinal,0.5212,0.4569
confitures,0.5211,0.3766
dud,0.5211,0.4774
can,0.5211,0.5454
chasser,0.5211,0.5735
riens,0.5210,0.4837
réparation,0.5210,0.6339
s'a,0.5210,0.4914
aine,0.5210,0.4006
ge,0.5209,0.5026
d'en,0.5209,0.5405
circulation,0.5209,0.2926
cle,0.5208,0.5420
papa,0.5208,0.3858
grèce,0.5208,0.2905
d'al,0.5208,0.5198
dront,0.5207,0.4872
lat,0.5207,0.5914
magistrat,0.5207,0.5060
ecu,0.5207,0.3577
veritable,0.5207,0.4656
terrestres,0.5206,0.4146
capitales,0.5206,0.4277
mani,0.5206,0.5499
exactitude,0.5205,0.4765
modeste,0.5205,0.5525
espoir,0.5204,0.4744
cin,0.5204,0.4404
quelque,0.5204,0.4936
pier,0.5204,0.4389
judicieux,0.5203,0.4775
mouvemens,0.5203,0.4998
laboureurs,0.5203,0.3213
écrit,0.5203,0.5030
poire,0.5202,0.5614
edition,0.5202,0.4879
retomber,0.5202,0.4891
sales,0.5202,0.5138
aliénation,0.5201,0.4946
savoie,0.5201,0.4475
patron,0.5201,0.5928
rompus,0.5200,0.3554
lai,0.5198,0.4195
tigres,0.5198,0.4023
pelle,0.5198,0.4521
délai,0.5197,0.4910
pos,0.5197,0.4411
sentinelle,0.5197,0.3838
ordinairement,0.5197,0.4279
ales,0.5196,0.5140
formation,0.5196,0.2918
laville,0.5195,0.4903
lingots,0.5195,0.5001
ordonnance,0.5195,0.3602
réduction,0.5195,0.6250
adjudication,0.5195,0.4621
barbares,0.5194,0.5960
tont,0.5194,0.4963
cenfure,0.5193,0.4165
oter,0.5193,0.5041
recevoir,0.5193,0.5065
considerables,0.5192,0.5122
médailles,0.5192,0.5034
aufli,0.5191,0.4637
section,0.5191,0.4289
obligations,0.5191,0.5636
brillantes,0.5191,0.4490
interne,0.5190,0.5202
mir,0.5190,0.4977
ches,0.5190,0.4432
cote,0.5190,0.3867
converti,0.5189,0.3769
fui,0.5189,0.4652
antiquité,0.5189,0.3084
protestation,0.5189,0.4786
comp,0.5189,0.4030
ébranlé,0.5189,0.3461
pins,0.5188,0.4236
bourdeaux,0.5188,0.4705
fen,0.5188,0.4992
hiver,0.5188,0.4900
renaître,0.5188,0.3096
étonnée,0.5188,0.4680
créa,0.5188,0.4107
deu,0.5187,0.4795
tri,0.5187,0.4997
sea,0.5187,0.5885
pri,0.5187,0.4682
denier,0.5186,0.5238
pontifes,0.5186,0.4337
conception,0.5186,0.4898
portez,0.5186,0.5689
cont,0.5185,0.4758
attachées,0.5185,0.5210
deja,0.5185,0.4638
l'illustre,0.5185,0.3569
imitation,0.5184,0.5521
sommeil,0.5183,0.5226
ecrits,0.5183,0.3344
taillée,0.5183,0.5842
porteur,0.5182,0.4197
figure,0.5182,0.5531
frit,0.5181,0.5906
piquer,0.5181,0.3465
laide,0.5180,0.5250
l'ouvrier,0.5180,0.4054
pourri,0.5179,0.4611
fortes,0.5179,0.3876
conséquent,0.5179,0.4144
provint,0.5178,0.5134
divisé,0.5177,0.5456
marchant,0.5177,0.5369
allumée,0.5176,0.5539
état,0.5176,0.5150
lets,0.5176,0.4696
demie,0.5175,0.4821
pel,0.5175,0.4910
indirectement,0.5174,0.3523
préparer,0.5173,0.5735
indes,0.5173,0.5361
dicu,0.5173,0.5674
ventre,0.5172,0.5228
singulière,0.5172,0.4818
tirées,0.5172,0.5409
durer,0.5172,0.5408
climat,0.5170,0.5452
l'ardeur,0.5170,0.5849
ecrire,0.5169,0.6181
âges,0.5169,0.5105
arrière,0.5169,0.4371
ige,0.5169,0.4457
foa,0.5168,0.4403
l'acheteur,0.5168,0.4253
glorieux,0.5168,0.4682
ost,0.5168,0.6302
mortes,0.5168,0.4248
calme,0.5168,0.4882
pl,0.5168,0.4782
touchés,0.5168,0.3122
continuer,0.5168,0.5216
prophete,0.5167,0.5644
siecle,0.5167,0.5714
diffus,0.5167,0.3519
civilement,0.5165,0.5136
démonstration,0.5165,0.4396
ett,0.5165,0.4321
multis,0.5164,0.2892
mf,0.5164,0.5142
aveuglément,0.5164,0.4083
tentative,0.5164,0.5470
originaire,0.5164,0.3572
mutation,0.5164,0.4390
garnir,0.5164,0.5082
fance,0.5164,0.4093
prétendu,0.5163,0.5557
are,0.5163,0.4883
d'aucuns,0.5163,0.4869
remarquables,0.5162,0.6229
flr,0.5162,0.4506
montfort,0.5162,0.5364
enfoncer,0.5162,0.4963
annoncer,0.5162,0.5640
chaine,0.5162,0.4019
d'autres,0.5161,0.5341
