word,drift_global,drift_moyen
gêne,0.5802,0.0213
d'intérêt,0.4836,0.0166
tirés,0.4834,0.0214
ruement,0.4832,0.0237
quai,0.4764,0.0172
ressources,0.4718,0.0152
l'humanité,0.4666,0.0173
régie,0.4621,0.0177
l'habitude,0.4615,0.0167
fig,0.4580,0.0156
constamment,0.4575,0.0158
l'intérieur,0.4557,0.0153
ments,0.4494,0.0152
nan,0.4471,0.0243
perception,0.4461,0.0156
devenant,0.4449,0.0152
taux,0.4438,0.0188
dispo,0.4395,0.0186
économie,0.4366,0.0158
l'occupation,0.4355,0.0173
tice,0.4351,0.0120
reve,0.4348,0.0191
capi,0.4330,0.0166
mylord,0.4278,0.0239
sévérité,0.4277,0.0150
prefet,0.4275,0.0151
déli,0.4247,0.0205
tés,0.4238,0.0180
boileau,0.4228,0.0161
retrouve,0.4225,0.0138
influence,0.4224,0.0137
mage,0.4218,0.0189
foret,0.4217,0.0170
seconder,0.4207,0.0131
pans,0.4198,0.0180
forcée,0.4192,0.0139
événemens,0.4185,0.0128
zircon,0.4183,0.0203
tance,0.4182,0.0146
l'impossibilité,0.4180,0.0139
préfet,0.4154,0.0162
varie,0.4134,0.0127
rive,0.4108,0.0138
plaie,0.4104,0.0165
compo,0.4093,0.0146
séduire,0.4082,0.0142
préjugé,0.4077,0.0150
vantes,0.4065,0.0144
fonte,0.4051,0.0163
vernis,0.4048,0.0170
subir,0.4047,0.0131
pale,0.4029,0.0147
emp,0.4026,0.0182
nef,0.4026,0.0166
bassesse,0.4010,0.0138
superflu,0.4000,0.0161
préter,0.3999,0.0147
l'aide,0.3998,0.0114
l'emploi,0.3990,0.0138
borne,0.3983,0.0146
l'esclavage,0.3980,0.0159
îles,0.3979,0.0139
mem,0.3974,0.0159
redouter,0.3968,0.0150
tuiles,0.3963,0.0186
aris,0.3953,0.0152
l'appui,0.3939,0.0148
repré,0.3921,0.0151
douteux,0.3918,0.0133
prévoyance,0.3913,0.0158
soutien,0.3902,0.0142
étouffer,0.3897,0.0142
remplacer,0.3896,0.0130
han,0.3895,0.0205
bos,0.3883,0.0156
énormes,0.3877,0.0130
marqués,0.3877,0.0138
rappeler,0.3876,0.0160
calice,0.3871,0.0192
parvint,0.3853,0.0122
dépouiller,0.3853,0.0122
rappeller,0.3846,0.0109
révolutions,0.3832,0.0128
igne,0.3828,0.0144
du',0.3827,0.0191
désirer,0.3826,0.0156
l'instruction,0.3824,0.0144
seu,0.3817,0.0163
var,0.3815,0.0166
modérer,0.3812,0.0147
accoutumés,0.3804,0.0119
bayle,0.3804,0.0137
défiance,0.3803,0.0146
diriger,0.3799,0.0121
carriere,0.3795,0.0130
solidité,0.3795,0.0121
immense,0.3795,0.0113
différemment,0.3785,0.0139
protéger,0.3783,0.0130
ida,0.3778,0.0133
maintien,0.3769,0.0121
borner,0.3767,0.0139
préfence,0.3764,0.0154
l'h,0.3756,0.0149
marchande,0.3755,0.0148
fontes,0.3752,0.0160
vée,0.3750,0.0120
colle,0.3749,0.0144
bor,0.3747,0.0121
d'ac,0.3746,0.0200
l'intrigue,0.3746,0.0139
vau,0.3744,0.0145
forge,0.3744,0.0143
annonce,0.3739,0.0117
ruelle,0.3738,0.0167
excita,0.3735,0.0111
meu,0.3729,0.0131
suédois,0.3728,0.0172
étran,0.3723,0.0137
comn,0.3720,0.0130
réveiller,0.3717,0.0145
trans,0.3716,0.0153
déposer,0.3714,0.0128
insensé,0.3712,0.0160
poésie,0.3710,0.0128
tatien,0.3707,0.0157
exi,0.3702,0.0128
d'exciter,0.3701,0.0118
populo,0.3693,0.0140
s'enrichir,0.3690,0.0130
françoises,0.3689,0.0125
libertinage,0.3687,0.0138
vils,0.3686,0.0113
borné,0.3678,0.0123
cois,0.3676,0.0119
comr,0.3674,0.0133
condi,0.3671,0.0106
inquiétudes,0.3670,0.0111
plit,0.3670,0.0121
profondément,0.3669,0.0157
l'évidence,0.3668,0.0151
s'occuper,0.3664,0.0132
contin,0.3664,0.0147
rappelle,0.3659,0.0118
sim,0.3658,0.0149
venter,0.3658,0.0134
supprimer,0.3655,0.0129
dains,0.3652,0.0156
reconnoissances,0.3651,0.0171
tonner,0.3649,0.0139
dominer,0.3646,0.0128
blic,0.3637,0.0142
onde,0.3637,0.0107
turion,0.3636,0.0159
recon,0.3635,0.0125
'an,0.3628,0.0140
cré,0.3626,0.0144
tement,0.3622,0.0127
diffi,0.3618,0.0164
aifément,0.3617,0.0137
mépriser,0.3600,0.0131
regretter,0.3590,0.0138
opéra,0.3589,0.0128
l'attention,0.3588,0.0101
chargés,0.3587,0.0104
contagion,0.3587,0.0173
révolution,0.3586,0.0121
atta,0.3576,0.0120
destruction,0.3575,0.0123
éloi,0.3573,0.0151
époque,0.3572,0.0108
tiares,0.3562,0.0159
illusion,0.3561,0.0126
tée,0.3560,0.0118
flatterie,0.3560,0.0137
mant,0.3556,0.0136
posséder,0.3556,0.0126
régulier,0.3549,0.0127
plans,0.3545,0.0133
dissolution,0.3542,0.0163
roues,0.3541,0.0119
tera,0.3541,0.0118
nui,0.3540,0.0148
puissamment,0.3537,0.0148
absolue,0.3537,0.0129
préférence,0.3536,0.0099
préparation,0.3535,0.0121
dubois,0.3527,0.0203
s'ef,0.3521,0.0125
cons,0.3521,0.0170
conm,0.3519,0.0130
dut,0.3516,0.0103
conf,0.3516,0.0154
tation,0.3514,0.0146
milord,0.3512,0.0153
frivole,0.3511,0.0131
l'événement,0.3507,0.0135
perpétuel,0.3501,0.0137
passi,0.3500,0.0120
exigent,0.3500,0.0102
mnes,0.3497,0.0139
l'espoir,0.3496,0.0099
ronces,0.3491,0.0124
tremblement,0.3486,0.0110
inf,0.3480,0.0145
ache,0.3476,0.0116
filon,0.3476,0.0173
l'aveu,0.3476,0.0116
exempte,0.3475,0.0131
doc,0.3474,0.0110
moral,0.3470,0.0120
nement,0.3469,0.0125
dai,0.3466,0.0130
occupés,0.3464,0.0105
générosité,0.3462,0.0123
prospérité,0.3461,0.0121
indépendamment,0.3461,0.0121
condom,0.3460,0.0129
fours,0.3457,0.0176
pol,0.3454,0.0138
embrasse,0.3454,0.0114
hist,0.3453,0.0200
proprio,0.3450,0.0135
timidité,0.3450,0.0133
déformais,0.3449,0.0148
l'injustice,0.3449,0.0125
dureté,0.3449,0.0113
sant,0.3447,0.0167
discuter,0.3443,0.0117
calais,0.3442,0.0157
lorf,0.3438,0.0121
fons,0.3436,0.0135
lrs,0.3432,0.0124
devin,0.3430,0.0165
modèle,0.3429,0.0115
fauxbourg,0.3426,0.0138
dimi,0.3425,0.0131
épreuves,0.3422,0.0113
d'usage,0.3421,0.0114
l'élévation,0.3420,0.0147
clémence,0.3418,0.0132
écarter,0.3418,0.0120
difficultés,0.3415,0.0096
l'oisiveté,0.3415,0.0116
atten,0.3414,0.0105
direction,0.3413,0.0103
força,0.3408,0.0108
préférer,0.3405,0.0122
solidement,0.3401,0.0115
système,0.3400,0.0151
plie,0.3400,0.0124
dépen,0.3398,0.0118
échappé,0.3396,0.0102
nus,0.3396,0.0115
éclairée,0.3393,0.0106
l'ecole,0.3391,0.0128
méchanceté,0.3390,0.0138
liers,0.3387,0.0130
fac,0.3386,0.0108
deviendra,0.3386,0.0102
l'épreuve,0.3385,0.0130
construction,0.3385,0.0123
bour,0.3385,0.0137
bler,0.3385,0.0111
élement,0.3385,0.0133
chaine,0.3385,0.0120
rôles,0.3384,0.0138
dignités,0.3380,0.0098
fréquens,0.3379,0.0111
l'entreprise,0.3378,0.0126
d'orgueil,0.3378,0.0114
jur,0.3376,0.0132
éloignés,0.3376,0.0100
théatre,0.3375,0.0120
avide,0.3373,0.0107
totalement,0.3371,0.0086
cantons,0.3370,0.0100
docile,0.3363,0.0116
esclavage,0.3363,0.0098
défenfe,0.3361,0.0139
ban,0.3360,0.0137
quelconque,0.3358,0.0115
réunir,0.3356,0.0117
foiblesses,0.3356,0.0105
tées,0.3354,0.0100
von,0.3354,0.0147
l'industrie,0.3352,0.0115
modéré,0.3350,0.0126
renaître,0.3349,0.0127
bénéfice,0.3349,0.0123
siu,0.3347,0.0158
papa,0.3347,0.0136
excepte,0.3346,0.0097
ieux,0.3344,0.0181
conséquences,0.3341,0.0111
dée,0.3341,0.0132
perdues,0.3338,0.0104
supériorité,0.3337,0.0110
bienfait,0.3335,0.0125
s'oppose,0.3334,0.0105
concilier,0.3326,0.0113
rier,0.3326,0.0132
frein,0.3325,0.0113
fiel,0.3323,0.0117
intérieur,0.3321,0.0112
gement,0.3321,0.0124
devine,0.3320,0.0118
dixieme,0.3318,0.0153
fement,0.3317,0.0187
annuellement,0.3317,0.0116
comi,0.3316,0.0194
cul,0.3313,0.0138
fonc,0.3311,0.0099
extérieur,0.3311,0.0118
lage,0.3308,0.0144
''',0.3306,0.0137
moire,0.3306,0.0122
témérité,0.3306,0.0114
voitures,0.3300,0.0122
capitales,0.3293,0.0130
réunis,0.3289,0.0111
quoiqu,0.3288,0.0121
l'observation,0.3286,0.0131
navi,0.3283,0.0116
superstition,0.3280,0.0138
exige,0.3280,0.0096
qu'ensuite,0.3272,0.0137
vraies,0.3272,0.0127
compa,0.3271,0.0124
felle,0.3269,0.0153
d'etre,0.3269,0.0109
entraîne,0.3269,0.0093
rebellion,0.3268,0.0117
dénomination,0.3261,0.0101
quoiqu'on,0.3259,0.0094
ministere,0.3258,0.0097
hauteurs,0.3257,0.0105
dea,0.3256,0.0121
angle,0.3256,0.0105
rais,0.3252,0.0169
anti,0.3252,0.0151
princi,0.3250,0.0117
ades,0.3249,0.0122
tran,0.3249,0.0150
opposés,0.3249,0.0105
teinte,0.3247,0.0129
capitation,0.3243,0.0103
ruse,0.3242,0.0124
lens,0.3241,0.0154
glaces,0.3241,0.0151
reur,0.3240,0.0142
timon,0.3240,0.0157
ade,0.3239,0.0113
séduit,0.3239,0.0114
énorme,0.3239,0.0099
infâme,0.3238,0.0111
ius,0.3238,0.0117
consi,0.3238,0.0144
paresse,0.3235,0.0120
l'ob,0.3235,0.0156
trouvés,0.3235,0.0097
consomme,0.3229,0.0121
tiques,0.3228,0.0134
boue,0.3226,0.0119
épargne,0.3216,0.0118
réglés,0.3216,0.0112
lée,0.3214,0.0144
raux,0.3213,0.0114
tranche,0.3210,0.0177
vallon,0.3209,0.0096
encre,0.3207,0.0141
l'heureuse,0.3207,0.0111
magie,0.3206,0.0131
l'éducation,0.3206,0.0110
sable,0.3205,0.0153
bis,0.3204,0.0132
d'espérance,0.3204,0.0120
entrevoir,0.3203,0.0111
barbarie,0.3203,0.0099
représentations,0.3203,0.0108
prive,0.3202,0.0095
ete,0.3201,0.0127
rable,0.3200,0.0114
lenteur,0.3200,0.0109
gardés,0.3198,0.0114
réparation,0.3195,0.0125
lec,0.3193,0.0109
l'ami,0.3192,0.0140
inconvéniens,0.3188,0.0093
procédé,0.3187,0.0106
comm,0.3187,0.0144
fuc,0.3187,0.0120
luimême,0.3184,0.0149
dal,0.3184,0.0115
l'inégalité,0.3183,0.0118
soumise,0.3178,0.0113
grecques,0.3177,0.0108
étonnante,0.3175,0.0092
voyer,0.3175,0.0191
pression,0.3175,0.0121
l'étranger,0.3175,0.0142
surmonter,0.3169,0.0096
accuser,0.3166,0.0107
cic,0.3164,0.0114
provi,0.3163,0.0099
antique,0.3162,0.0112
misère,0.3161,0.0098
vellent,0.3159,0.0120
rapportant,0.3158,0.0116
vainement,0.3157,0.0105
iris,0.3154,0.0114
laborieux,0.3153,0.0108
dlu,0.3152,0.0120
neu,0.3150,0.0135
suffi,0.3143,0.0109
vendant,0.3142,0.0123
remonte,0.3139,0.0103
cornue,0.3138,0.0158
l'apparence,0.3138,0.0128
refuge,0.3138,0.0120
lutte,0.3137,0.0132
sat,0.3136,0.0107
légers,0.3133,0.0110
james,0.3133,0.0121
accès,0.3132,0.0108
chinois,0.3130,0.0119
faste,0.3129,0.0101
hor,0.3128,0.0112
fleuri,0.3127,0.0127
prévoir,0.3126,0.0102
ressource,0.3126,0.0086
malignité,0.3125,0.0115
souve,0.3123,0.0150
pagine,0.3123,0.0099
vitaux,0.3122,0.0104
redoubler,0.3122,0.0095
juris,0.3118,0.0150
abandon,0.3118,0.0120
informations,0.3117,0.0089
clôture,0.3115,0.0150
détestable,0.3114,0.0114
porcs,0.3114,0.0130
quit,0.3112,0.0098
conr,0.3112,0.0131
envoyés,0.3111,0.0095
nime,0.3109,0.0141
habitation,0.3108,0.0106
gué,0.3107,0.0134
s'écrie,0.3097,0.0101
supérieure,0.3097,0.0090
tré,0.3096,0.0121
liste,0.3095,0.0130
ars,0.3095,0.0116
d'avancer,0.3094,0.0125
cetter,0.3094,0.0108
habi,0.3094,0.0115
supérieur,0.3092,0.0090
s'e,0.3091,0.0127
suiffe,0.3091,0.0144
roue,0.3091,0.0118
assurée,0.3090,0.0102
c'ei,0.3089,0.0110
refsource,0.3088,0.0097
recueilli,0.3087,0.0114
péri,0.3086,0.0098
miner,0.3086,0.0119
milice,0.3084,0.0134
durable,0.3083,0.0105
gaieté,0.3080,0.0110
fixée,0.3079,0.0102
journellement,0.3079,0.0123
s'exprime,0.3077,0.0104
rement,0.3077,0.0141
réciproque,0.3076,0.0105
compofé,0.3075,0.0108
caille,0.3074,0.0133
ardemment,0.3071,0.0116
essentiel,0.3071,0.0097
publi,0.3069,0.0113
bli,0.3069,0.0112
timons,0.3066,0.0132
amer,0.3065,0.0118
soustraire,0.3065,0.0097
caprices,0.3063,0.0091
brillantes,0.3062,0.0099
réduites,0.3061,0.0092
sévère,0.3061,0.0107
licence,0.3061,0.0098
contrit,0.3060,0.0156
consistance,0.3057,0.0117
fice,0.3057,0.0134
pece,0.3057,0.0110
offrent,0.3055,0.0102
quintal,0.3052,0.0121
réservé,0.3052,0.0100
penses,0.3051,0.0121
casse,0.3049,0.0111
incon,0.3049,0.0136
quadruple,0.3048,0.0111
laif,0.3048,0.0096
éprouve,0.3047,0.0100
méritoit,0.3047,0.0090
diamètre,0.3046,0.0104
d'ignorance,0.3045,0.0120
éga,0.3043,0.0090
l'importance,0.3042,0.0103
invite,0.3041,0.0116
précédé,0.3040,0.0103
lâcheté,0.3039,0.0103
eme,0.3037,0.0130
spe,0.3037,0.0115
rables,0.3037,0.0110
qu'aujourd'hui,0.3036,0.0131
l'honnêteté,0.3035,0.0130
uniforme,0.3035,0.0104
s'ap,0.3035,0.0138
d'ajouter,0.3033,0.0096
traîner,0.3032,0.0103
frappant,0.3032,0.0103
timide,0.3031,0.0097
dun,0.3031,0.0114
dns,0.3030,0.0136
arrangement,0.3029,0.0082
courfe,0.3029,0.0099
seconds,0.3029,0.0111
romans,0.3026,0.0116
jouis,0.3021,0.0092
eji,0.3021,0.0109
disgrace,0.3021,0.0105
héroïque,0.3020,0.0106
rur,0.3020,0.0114
engagemens,0.3020,0.0092
particul,0.3019,0.0099
tude,0.3019,0.0137
marne,0.3018,0.0122
outrages,0.3018,0.0106
duo,0.3016,0.0104
d'appeller,0.3016,0.0107
d'arrêter,0.3015,0.0090
contribution,0.3015,0.0110
susceptibles,0.3014,0.0095
ceil,0.3013,0.0096
dort,0.3013,0.0109
recourir,0.3013,0.0089
pepin,0.3013,0.0110
louable,0.3011,0.0109
lions,0.3010,0.0111
systême,0.3010,0.0111
magasin,0.3008,0.0120
saine,0.3006,0.0115
poème,0.3005,0.0111
habitants,0.3005,0.0114
adopté,0.3005,0.0101
retirés,0.3004,0.0097
recom,0.3002,0.0106
mériter,0.3002,0.0084
trai,0.3001,0.0102
d'engager,0.3000,0.0112
acquiert,0.3000,0.0103
méprise,0.2999,0.0118
prodigue,0.2996,0.0100
équitable,0.2993,0.0107
s'exprimer,0.2991,0.0104
l'ap,0.2990,0.0138
cde,0.2990,0.0139
dépendance,0.2988,0.0099
cis,0.2987,0.0107
pof,0.2986,0.0108
accom,0.2985,0.0120
l'éloignement,0.2984,0.0117
lorique,0.2984,0.0159
confit,0.2983,0.0123
tenta,0.2982,0.0094
insulter,0.2981,0.0119
nés,0.2981,0.0091
phe,0.2981,0.0165
roc,0.2981,0.0100
malheureusement,0.2980,0.0123
drapeaux,0.2979,0.0089
fixes,0.2978,0.0110
d'histoire,0.2978,0.0108
cyrus,0.2978,0.0129
voya,0.2977,0.0117
appar,0.2977,0.0098
résulte,0.2976,0.0090
l'intérêt,0.2976,0.0090
fournis,0.2976,0.0098
succéder,0.2976,0.0097
querelles,0.2975,0.0086
contiendra,0.2975,0.0097
sure,0.2975,0.0122
ejl,0.2975,0.0121
ciment,0.2974,0.0119
destinés,0.2972,0.0109
d'équité,0.2971,0.0101
entraîner,0.2971,0.0094
mef,0.2970,0.0122
chai,0.2970,0.0130
produisit,0.2970,0.0086
caron,0.2970,0.0160
franchise,0.2968,0.0109
lets,0.2968,0.0128
déluge,0.2967,0.0107
comparant,0.2966,0.0096
circulation,0.2966,0.0097
formoient,0.2962,0.0098
pref,0.2959,0.0126
dux,0.2959,0.0155
rêve,0.2959,0.0117
frir,0.2957,0.0113
créa,0.2957,0.0128
s'instruire,0.2957,0.0112
l'exécution,0.2956,0.0084
egypte,0.2952,0.0096
sance,0.2952,0.0122
l'éloquence,0.2952,0.0094
d'é,0.2952,0.0113
iiv,0.2951,0.0094
ingénieux,0.2950,0.0102
queflion,0.2948,0.0101
élevés,0.2948,0.0088
ruption,0.2948,0.0133
contr,0.2947,0.0123
volontairement,0.2945,0.0100
soutiens,0.2944,0.0114
thrace,0.2943,0.0104
terrein,0.2943,0.0103
ecs,0.2942,0.0122
arpent,0.2942,0.0100
ché,0.2941,0.0106
deviendroit,0.2941,0.0101
arrivés,0.2939,0.0080
abusé,0.2938,0.0108
entrés,0.2938,0.0085
proscrit,0.2937,0.0111
convint,0.2936,0.0121
pavé,0.2934,0.0133
populaire,0.2933,0.0115
nues,0.2932,0.0095
croiroit,0.2931,0.0111
formant,0.2931,0.0090
naissante,0.2929,0.0109
l'obtenir,0.2929,0.0104
aur,0.2928,0.0127
cid,0.2928,0.0157
proie,0.2924,0.0089
plates,0.2923,0.0107
camps,0.2923,0.0097
passés,0.2922,0.0088
vigilance,0.2922,0.0081
perdoit,0.2920,0.0100
recommence,0.2919,0.0113
complot,0.2919,0.0110
dirois,0.2919,0.0118
strabon,0.2917,0.0078
liii,0.2916,0.0101
tracer,0.2915,0.0104
das,0.2915,0.0137
cile,0.2914,0.0107
dégoût,0.2914,0.0109
collége,0.2914,0.0102
insensiblement,0.2914,0.0083
éta,0.2914,0.0146
alternativement,0.2913,0.0138
denys,0.2912,0.0137
porteurs,0.2910,0.0116
mrs,0.2910,0.0123
cune,0.2910,0.0088
suffrage,0.2910,0.0097
lat,0.2910,0.0146
riers,0.2909,0.0125
motte,0.2908,0.0133
facilite,0.2908,0.0105
cotes,0.2908,0.0107
honorables,0.2907,0.0098
nécessairement,0.2906,0.0087
notions,0.2906,0.0095
pru,0.2905,0.0099
quantite,0.2905,0.0127
taine,0.2905,0.0101
formoit,0.2904,0.0096
perpétuelle,0.2904,0.0106
voeu,0.2904,0.0111
pius,0.2903,0.0114
quent,0.2903,0.0099
l'espérance,0.2902,0.0089
vague,0.2902,0.0101
feize,0.2902,0.0119
d'employer,0.2901,0.0082
l'afie,0.2900,0.0104
couple,0.2900,0.0147
remplissent,0.2900,0.0086
princip,0.2899,0.0128
dition,0.2899,0.0088
terminé,0.2898,0.0093
délicatesse,0.2898,0.0099
fro,0.2896,0.0082
signa,0.2894,0.0131
apprenant,0.2894,0.0121
rus,0.2892,0.0127
piques,0.2891,0.0104
néglige,0.2891,0.0095
gratis,0.2889,0.0116
supérieurs,0.2889,0.0088
possibilité,0.2888,0.0101
déchirer,0.2888,0.0104
discrétion,0.2888,0.0119
d'enlever,0.2887,0.0108
allés,0.2887,0.0092
l'opposition,0.2887,0.0116
l'excès,0.2886,0.0092
informe,0.2885,0.0124
figurer,0.2884,0.0105
mala,0.2884,0.0111
droi,0.2883,0.0106
nombreux,0.2882,0.0091
irlande,0.2882,0.0115
clu,0.2882,0.0094
blement,0.2882,0.0100
opera,0.2881,0.0124
l'inquiétude,0.2880,0.0096
rou,0.2880,0.0107
subsistance,0.2879,0.0087
piquer,0.2879,0.0100
encourager,0.2879,0.0101
loca,0.2879,0.0100
l'ex,0.2878,0.0109
allier,0.2877,0.0105
fim,0.2877,0.0081
reconnue,0.2876,0.0086
charte,0.2875,0.0109
pénible,0.2874,0.0099
éprouver,0.2874,0.0093
ramener,0.2874,0.0093
l'effort,0.2873,0.0104
vérification,0.2873,0.0111
oublie,0.2873,0.0107
imite,0.2872,0.0094
japon,0.2871,0.0137
pin,0.2871,0.0110
remords,0.2871,0.0088
base,0.2871,0.0096
quarte,0.2870,0.0130
consommer,0.2870,0.0118
occupent,0.2870,0.0090
reau,0.2870,0.0118
refert,0.2867,0.0122
suppléer,0.2867,0.0095
subsiste,0.2867,0.0082
gis,0.2866,0.0102
possède,0.2865,0.0105
folles,0.2865,0.0101
voyageurs,0.2864,0.0087
impunément,0.2864,0.0106
rapporta,0.2864,0.0112
proses,0.2863,0.0098
étonne,0.2862,0.0101
fible,0.2862,0.0115
l'innocence,0.2861,0.0086
l'aveugle,0.2860,0.0111
l'indignation,0.2860,0.0110
distinguent,0.2860,0.0080
sensiblement,0.2859,0.0101
arti,0.2859,0.0111
tranquilles,0.2858,0.0093
sauve,0.2858,0.0117
pare,0.2858,0.0104
s'éloigner,0.2856,0.0091
laissés,0.2855,0.0103
certes,0.2855,0.0142
offi,0.2855,0.0103
suffisamment,0.2855,0.0085
deviendront,0.2854,0.0092
parcourir,0.2852,0.0100
saura,0.2851,0.0098
crin,0.2851,0.0098
sacrifie,0.2850,0.0106
teau,0.2850,0.0107
l'être,0.2848,0.0082
priviléges,0.2848,0.0102
apr,0.2847,0.0094
continuellement,0.2847,0.0080
dars,0.2846,0.0147
sûre,0.2845,0.0104
annales,0.2844,0.0093
épuisé,0.2843,0.0090
d'air,0.2842,0.0097
pace,0.2842,0.0103
germains,0.2842,0.0107
cotte,0.2841,0.0159
conservant,0.2841,0.0102
niers,0.2840,0.0094
procure,0.2839,0.0081
amante,0.2839,0.0090
couvrant,0.2838,0.0090
leau,0.2838,0.0108
fiant,0.2837,0.0123
clans,0.2836,0.0160
éoit,0.2835,0.0118
zélé,0.2835,0.0087
répéter,0.2835,0.0113
avances,0.2834,0.0095
ajoutant,0.2834,0.0104
d'intelligence,0.2833,0.0096
ages,0.2832,0.0109
dominant,0.2831,0.0104
vols,0.2831,0.0099
tique,0.2830,0.0111
soulager,0.2830,0.0081
d'hercule,0.2830,0.0119
présumer,0.2830,0.0101
mence,0.2829,0.0089
bra,0.2829,0.0114
vera,0.2828,0.0097
mouvant,0.2827,0.0098
orne,0.2827,0.0086
française,0.2827,0.0107
tinrent,0.2825,0.0085
classe,0.2825,0.0088
indi,0.2824,0.0113
dissimuler,0.2824,0.0105
pens,0.2824,0.0091
fourberie,0.2824,0.0103
avenir,0.2822,0.0086
mutuellement,0.2821,0.0093
fixer,0.2820,0.0089
edi,0.2818,0.0098
vire,0.2818,0.0117
débite,0.2817,0.0097
tendant,0.2816,0.0102
duroit,0.2815,0.0088
ales,0.2815,0.0133
horn,0.2815,0.0110
croie,0.2815,0.0090
notamment,0.2814,0.0092
lair,0.2814,0.0110
restée,0.2814,0.0084
cenfure,0.2814,0.0114
répon,0.2813,0.0087
pous,0.2812,0.0223
diner,0.2812,0.0090
l'é,0.2812,0.0115
parvenus,0.2811,0.0070
qué,0.2809,0.0089
pins,0.2809,0.0107
composoient,0.2808,0.0098
l'ignorance,0.2807,0.0092
piliers,0.2807,0.0097
imo,0.2804,0.0108
décide,0.2804,0.0093
coute,0.2803,0.0104
ardens,0.2803,0.0113
imposer,0.2803,0.0089
console,0.2802,0.0098
nota,0.2802,0.0111
fonda,0.2802,0.0110
impôts,0.2801,0.0087
habitudes,0.2801,0.0082
iere,0.2800,0.0111
susceptible,0.2800,0.0081
pharaon,0.2800,0.0112
s'avancer,0.2799,0.0101
trompeur,0.2799,0.0103
len,0.2798,0.0108
czar,0.2798,0.0147
manquant,0.2798,0.0137
doutes,0.2798,0.0093
chi,0.2797,0.0122
laire,0.2797,0.0154
aveuglement,0.2796,0.0098
voyois,0.2795,0.0093
permise,0.2795,0.0100
confulter,0.2795,0.0113
ménie,0.2794,0.0140
difgrace,0.2794,0.0112
sûreté,0.2793,0.0084
tures,0.2793,0.0104
précisément,0.2791,0.0096
d'in,0.2790,0.0112
rope,0.2789,0.0131
insupportable,0.2787,0.0093
'elle,0.2787,0.0101
intérieurement,0.2787,0.0113
nommés,0.2786,0.0093
tranquillité,0.2786,0.0075
rée,0.2785,0.0113
livrée,0.2784,0.0098
ben,0.2783,0.0115
bourbon,0.2783,0.0104
iso,0.2783,0.0113
mariés,0.2782,0.0096
sûrement,0.2781,0.0119
défendant,0.2779,0.0111
attentifs,0.2779,0.0082
craintes,0.2779,0.0087
obtient,0.2778,0.0089
musicien,0.2777,0.0113
grèce,0.2777,0.0091
échapper,0.2777,0.0085
cier,0.2776,0.0129
traitant,0.2776,0.0092
profitant,0.2776,0.0102
puiffance,0.2774,0.0105
lux,0.2774,0.0116
lue,0.2773,0.0087
détourne,0.2773,0.0100
l'adresse,0.2773,0.0090
d'exposer,0.2773,0.0092
gence,0.2772,0.0135
volontés,0.2772,0.0088
faible,0.2772,0.0093
ven,0.2771,0.0095
iant,0.2771,0.0101
imprudence,0.2770,0.0098
suisse,0.2770,0.0126
récolte,0.2770,0.0107
représentant,0.2769,0.0124
chantre,0.2769,0.0109
flatter,0.2769,0.0089
ferver,0.2769,0.0087
ora,0.2768,0.0094
détruite,0.2766,0.0088
idu,0.2766,0.0106
dront,0.2765,0.0078
d'oi,0.2765,0.0099
bannir,0.2764,0.0095
retrouver,0.2761,0.0093
iais,0.2761,0.0129
sui,0.2761,0.0097
foiblesse,0.2761,0.0088
splendeur,0.2761,0.0084
vident,0.2760,0.0102
d'effet,0.2760,0.0079
effectivement,0.2760,0.0101
guérison,0.2760,0.0103
d'embarras,0.2759,0.0092
suivants,0.2759,0.0111
essuyer,0.2758,0.0097
l'ouvrier,0.2758,0.0093
montoit,0.2758,0.0090
apparent,0.2758,0.0109
ten,0.2756,0.0076
dra,0.2755,0.0085
s'empara,0.2755,0.0105
egyptiens,0.2754,0.0098
cont,0.2754,0.0115
classes,0.2754,0.0081
sacri,0.2753,0.0118
d'ap,0.2753,0.0115
augment,0.2752,0.0092
suspendre,0.2752,0.0090
échappe,0.2751,0.0093
paternelle,0.2751,0.0092
signi,0.2750,0.0089
nil,0.2750,0.0089
teflon,0.2750,0.0095
défendue,0.2749,0.0095
ters,0.2748,0.0090
avides,0.2746,0.0100
croirai,0.2746,0.0094
concourir,0.2746,0.0095
mécontentement,0.2746,0.0093
perfidie,0.2745,0.0093
campa,0.2745,0.0108
réunion,0.2745,0.0099
fas,0.2745,0.0120
marcel,0.2744,0.0154
hâter,0.2743,0.0090
d'ex,0.2743,0.0125
imp,0.2742,0.0128
révolte,0.2742,0.0104
pal,0.2742,0.0109
ara,0.2741,0.0101
cles,0.2741,0.0113
défier,0.2740,0.0102
supposant,0.2740,0.0089
infatigable,0.2740,0.0089
leure,0.2740,0.0113
annoncé,0.2739,0.0093
décou,0.2736,0.0096
cir,0.2735,0.0121
ignoré,0.2735,0.0100
opiniâtre,0.2735,0.0104
aufl,0.2734,0.0115
tyr,0.2734,0.0100
frivoles,0.2733,0.0091
richesse,0.2732,0.0099
s'enfuir,0.2732,0.0097
excité,0.2732,0.0087
loges,0.2732,0.0104
confite,0.2732,0.0090
acquérir,0.2731,0.0085
retomber,0.2731,0.0089
ordinal,0.2730,0.0077
cere,0.2730,0.0106
députés,0.2730,0.0100
écri,0.2729,0.0102
gui,0.2729,0.0115
