word,drift_global,drift_moyen
maitre,0.1175,0.0039
bene,0.1175,0.0044
catilina,0.1175,0.0045
velours,0.1175,0.0039
viennent,0.1175,0.0027
vatican,0.1175,0.0048
peur,0.1175,0.0035
fortune,0.1175,0.0034
l'union,0.1174,0.0044
graphiccaption,0.1174,0.0040
pages,0.1174,0.0043
dos,0.1174,0.0040
papier,0.1174,0.0038
auront,0.1174,0.0028
crains,0.1174,0.0035
banquiers,0.1174,0.0040
profanes,0.1173,0.0046
d'entre,0.1173,0.0032
chargé,0.1173,0.0031
travailloient,0.1173,0.0036
jugeront,0.1173,0.0032
impies,0.1173,0.0048
juillet,0.1173,0.0038
quorum,0.1173,0.0046
avez,0.1173,0.0025
amende,0.1173,0.0033
refusez,0.1173,0.0042
ôter,0.1172,0.0033
tail,0.1172,0.0050
mère,0.1172,0.0037
mâle,0.1172,0.0046
bourses,0.1172,0.0049
incident,0.1172,0.0039
l'hôtel,0.1172,0.0042
crime,0.1171,0.0034
longueur,0.1171,0.0033
tenant,0.1171,0.0034
ouverte,0.1171,0.0035
puissant,0.1171,0.0034
etant,0.1171,0.0052
cest,0.1171,0.0039
traduit,0.1171,0.0036
anno,0.1170,0.0036
martin,0.1170,0.0044
sale,0.1170,0.0057
comprendre,0.1170,0.0036
vîmes,0.1170,0.0041
bit,0.1170,0.0043
nisi,0.1170,0.0042
garni,0.1169,0.0044
first,0.1169,0.0032
manda,0.1169,0.0045
pose,0.1169,0.0033
ibidem,0.1168,0.0041
amendes,0.1168,0.0042
gagner,0.1168,0.0036
greffe,0.1168,0.0047
voudrez,0.1168,0.0034
trouverent,0.1168,0.0039
dessus,0.1167,0.0028
témoigna,0.1167,0.0038
taille,0.1167,0.0036
aumônes,0.1167,0.0043
peuple,0.1166,0.0033
appellent,0.1166,0.0032
pousse,0.1166,0.0038
n'ait,0.1166,0.0025
j'ai,0.1166,0.0024
fondé,0.1166,0.0035
n'auroit,0.1166,0.0025
mois,0.1166,0.0027
réponse,0.1166,0.0036
milan,0.1166,0.0050
coûté,0.1166,0.0030
vois,0.1166,0.0032
resulte,0.1166,0.0057
pre,0.1166,0.0034
rarefié,0.1166,0.0050
nostri,0.1165,0.0049
maîtresses,0.1165,0.0040
boëte,0.1164,0.0048
cloux,0.1164,0.0041
quant,0.1164,0.0033
toile,0.1164,0.0041
étois,0.1164,0.0037
juré,0.1164,0.0053
chaque,0.1164,0.0025
l'europe,0.1164,0.0032
l'ait,0.1164,0.0032
keywords,0.1164,0.0026
bras,0.1164,0.0029
suede,0.1164,0.0047
jacques,0.1163,0.0044
erre,0.1163,0.0035
l'orient,0.1163,0.0040
héritages,0.1163,0.0041
entendre,0.1163,0.0032
fripon,0.1163,0.0045
paisiblement,0.1163,0.0038
charges,0.1163,0.0033
estimé,0.1163,0.0038
fon,0.1163,0.0037
sucre,0.1162,0.0039
armis,0.1162,0.0043
dehors,0.1162,0.0038
demandez,0.1162,0.0035
agréable,0.1162,0.0031
vapeurs,0.1162,0.0034
placez,0.1161,0.0043
goute,0.1161,0.0049
provient,0.1161,0.0041
j'y,0.1161,0.0031
siecles,0.1161,0.0032
latitude,0.1161,0.0035
mystere,0.1161,0.0042
mod,0.1161,0.0052
étoit,0.1161,0.0024
qu'auparavant,0.1160,0.0043
familiarité,0.1160,0.0041
ote,0.1160,0.0042
flandres,0.1160,0.0047
paradis,0.1160,0.0045
flots,0.1160,0.0033
jésuites,0.1160,0.0043
quele,0.1160,0.0054
demie,0.1160,0.0040
ccs,0.1160,0.0040
tunc,0.1160,0.0033
tourné,0.1159,0.0035
martyrs,0.1159,0.0044
abandonnez,0.1159,0.0053
auriez,0.1159,0.0033
david,0.1159,0.0044
chere,0.1159,0.0036
soixante,0.1159,0.0039
aurois,0.1159,0.0035
icur,0.1159,0.0041
loups,0.1159,0.0037
m'ayant,0.1159,0.0039
bourges,0.1159,0.0047
avancée,0.1159,0.0040
poussent,0.1159,0.0036
exil,0.1158,0.0033
tantôt,0.1158,0.0037
arrivée,0.1158,0.0029
fauroit,0.1158,0.0031
n'est,0.1158,0.0024
comté,0.1158,0.0043
pourrait,0.1157,0.0032
d'honneur,0.1157,0.0033
passer,0.1157,0.0027
mentir,0.1157,0.0053
barres,0.1157,0.0039
tonneaux,0.1157,0.0036
chagrin,0.1156,0.0036
marquis,0.1156,0.0041
étoient,0.1156,0.0023
monté,0.1156,0.0032
marbre,0.1156,0.0043
omnibus,0.1156,0.0045
l'original,0.1156,0.0038
modernfiledesc,0.1156,0.0025
été,0.1155,0.0023
s'appelle,0.1155,0.0038
réelles,0.1155,0.0042
vignes,0.1155,0.0036
poignée,0.1155,0.0037
faute,0.1154,0.0037
diables,0.1154,0.0044
omni,0.1154,0.0042
proposée,0.1154,0.0045
dépeint,0.1154,0.0047
latine,0.1154,0.0037
bourse,0.1154,0.0040
suivant,0.1153,0.0028
jette,0.1153,0.0031
normandie,0.1153,0.0042
censeur,0.1153,0.0041
levées,0.1153,0.0042
canelle,0.1153,0.0038
bourdeaux,0.1153,0.0040
celles,0.1153,0.0023
logis,0.1152,0.0044
ferez,0.1152,0.0030
c'efi,0.1152,0.0040
camarade,0.1152,0.0047
vieux,0.1152,0.0038
assister,0.1152,0.0041
graphic,0.1152,0.0051
nourrir,0.1152,0.0034
caution,0.1151,0.0031
qu'au,0.1151,0.0029
chef,0.1151,0.0034
aurions,0.1151,0.0033
agit,0.1151,0.0034
conduit,0.1151,0.0034
valoir,0.1151,0.0031
méchante,0.1151,0.0043
aimant,0.1151,0.0046
aucune,0.1150,0.0026
gris,0.1150,0.0038
donnât,0.1150,0.0032
orage,0.1150,0.0032
teiheader,0.1150,0.0023
debout,0.1150,0.0040
tâché,0.1150,0.0034
hauteur,0.1150,0.0032
compagnie,0.1150,0.0033
brebis,0.1150,0.0038
eussent,0.1149,0.0026
chevaux,0.1149,0.0031
coloris,0.1149,0.0036
pressez,0.1149,0.0044
nourriture,0.1149,0.0031
m'étois,0.1149,0.0035
t'a,0.1149,0.0035
articles,0.1149,0.0029
jointes,0.1149,0.0037
relation,0.1149,0.0039
sortez,0.1148,0.0045
seau,0.1148,0.0038
liv,0.1148,0.0036
religion,0.1148,0.0033
lampe,0.1147,0.0035
c'est,0.1147,0.0026
verges,0.1147,0.0034
pat,0.1147,0.0056
iii,0.1147,0.0041
veuille,0.1147,0.0031
immortelle,0.1147,0.0039
courante,0.1147,0.0038
négocians,0.1146,0.0036
paniers,0.1146,0.0039
lesdites,0.1146,0.0034
théologie,0.1146,0.0042
instamment,0.1146,0.0041
user,0.1145,0.0036
obligée,0.1145,0.0029
s'être,0.1145,0.0029
complimens,0.1145,0.0032
d'endroits,0.1145,0.0038
trône,0.1144,0.0030
ample,0.1144,0.0033
empêcher,0.1144,0.0034
roles,0.1144,0.0047
inconvenient,0.1144,0.0047
jacob,0.1144,0.0051
regarda,0.1144,0.0035
raillerie,0.1144,0.0044
curieuse,0.1144,0.0045
muraille,0.1144,0.0036
défendu,0.1143,0.0031
laine,0.1143,0.0039
éternelles,0.1143,0.0043
latin,0.1143,0.0039
voudroit,0.1143,0.0031
s'imagine,0.1143,0.0046
venire,0.1143,0.0046
feuilles,0.1142,0.0031
quarante,0.1142,0.0030
parla,0.1142,0.0034
pouvois,0.1142,0.0030
quine,0.1142,0.0058
publisher,0.1142,0.0027
promis,0.1142,0.0031
mêlé,0.1142,0.0034
grâce,0.1142,0.0036
autre,0.1142,0.0027
loi,0.1142,0.0034
s'écria,0.1141,0.0032
cté,0.1141,0.0040
fignifier,0.1141,0.0048
chasse,0.1141,0.0040
contrefaire,0.1141,0.0041
chrétien,0.1141,0.0038
approuvée,0.1141,0.0039
platte,0.1141,0.0040
largeur,0.1141,0.0033
jugeons,0.1141,0.0042
enfers,0.1141,0.0037
judicieux,0.1141,0.0044
terme,0.1141,0.0032
triste,0.1140,0.0033
côtes,0.1140,0.0030
témoignage,0.1140,0.0035
coupe,0.1140,0.0040
habile,0.1140,0.0032
mur,0.1140,0.0040
baptiste,0.1140,0.0049
verbal,0.1140,0.0033
j'eus,0.1140,0.0033
diane,0.1140,0.0044
fais,0.1140,0.0031
avions,0.1139,0.0031
reconnut,0.1139,0.0040
n'êtes,0.1139,0.0028
vêtu,0.1139,0.0039
lest,0.1138,0.0057
out,0.1138,0.0042
d'affaire,0.1138,0.0039
carnage,0.1138,0.0043
head,0.1138,0.0032
clou,0.1138,0.0043
cathédrale,0.1138,0.0049
rafraîchir,0.1137,0.0042
blancs,0.1137,0.0038
place,0.1137,0.0027
porter,0.1137,0.0027
messieurs,0.1137,0.0036
quarré,0.1137,0.0037
pot,0.1137,0.0042
carlos,0.1136,0.0042
d'instrumens,0.1136,0.0046
plaisant,0.1136,0.0040
aîles,0.1136,0.0042
fane,0.1136,0.0047
justices,0.1135,0.0039
j'allai,0.1135,0.0042
pourrai,0.1135,0.0033
maria,0.1135,0.0054
détachement,0.1134,0.0039
deathdate,0.1134,0.0024
jar,0.1134,0.0047
pitoyable,0.1134,0.0045
silence,0.1134,0.0035
recours,0.1134,0.0032
combat,0.1134,0.0032
glorieuse,0.1134,0.0040
ainé,0.1134,0.0045
egard,0.1133,0.0052
informé,0.1133,0.0034
confesseur,0.1133,0.0049
aurons,0.1133,0.0032
criminel,0.1132,0.0040
prologue,0.1132,0.0043
n'a,0.1132,0.0022
male,0.1132,0.0049
desdits,0.1132,0.0033
sortir,0.1131,0.0028
l'auteur,0.1131,0.0035
chrétienne,0.1131,0.0037
ouvrir,0.1131,0.0031
exemples,0.1131,0.0031
extraordinaire,0.1131,0.0035
s'agissoit,0.1131,0.0030
naturelles,0.1131,0.0036
prenait,0.1131,0.0046
j'étais,0.1130,0.0041
rappel,0.1130,0.0048
figuré,0.1130,0.0040
écrites,0.1130,0.0030
ics,0.1130,0.0036
altera,0.1130,0.0041
agréables,0.1129,0.0033
pou,0.1129,0.0031
marché,0.1129,0.0037
certains,0.1129,0.0027
douzaine,0.1129,0.0039
courts,0.1129,0.0036
parfaite,0.1129,0.0034
arriver,0.1129,0.0030
attaché,0.1128,0.0032
fimes,0.1128,0.0046
center,0.1128,0.0039
décharger,0.1128,0.0043
eaux,0.1128,0.0030
superbe,0.1128,0.0039
esprit,0.1128,0.0030
coups,0.1128,0.0026
appeliez,0.1128,0.0043
cadets,0.1128,0.0040
cntre,0.1128,0.0045
boutiques,0.1128,0.0036
trouvait,0.1128,0.0037
criminels,0.1127,0.0036
chiffre,0.1127,0.0043
longs,0.1127,0.0035
ordonnances,0.1127,0.0033
novembre,0.1127,0.0038
plairoit,0.1127,0.0040
scel,0.1127,0.0037
rhin,0.1126,0.0036
published,0.1126,0.0026
reposer,0.1126,0.0036
théâtre,0.1126,0.0033
bulle,0.1126,0.0047
unies,0.1125,0.0037
lou,0.1125,0.0042
piqué,0.1125,0.0041
yen,0.1125,0.0059
cinquième,0.1125,0.0037
poësie,0.1125,0.0044
l'empereur,0.1124,0.0040
pourra,0.1124,0.0025
rencontré,0.1124,0.0033
content,0.1124,0.0032
siécles,0.1124,0.0035
trouva,0.1124,0.0027
nent,0.1124,0.0034
odeurs,0.1124,0.0045
plutarque,0.1124,0.0042
renoncé,0.1123,0.0034
criant,0.1123,0.0045
causoit,0.1123,0.0035
mysteres,0.1122,0.0033
perdrix,0.1122,0.0045
malade,0.1122,0.0036
comédie,0.1122,0.0041
l'empire,0.1122,0.0034
première,0.1122,0.0027
trouveront,0.1122,0.0032
contenterai,0.1122,0.0036
d'un,0.1122,0.0022
contenta,0.1122,0.0038
particulierement,0.1122,0.0045
cil,0.1122,0.0036
levant,0.1122,0.0038
origine,0.1121,0.0030
lcs,0.1121,0.0036
couru,0.1121,0.0033
cinquante,0.1121,0.0033
demeurai,0.1121,0.0047
com,0.1121,0.0035
time,0.1121,0.0047
l'odeur,0.1121,0.0045
filedesc,0.1121,0.0026
l'histoire,0.1121,0.0027
nient,0.1121,0.0041
piéce,0.1121,0.0041
ols,0.1121,0.0029
quelle,0.1120,0.0025
marcus,0.1120,0.0046
sorti,0.1120,0.0034
memoire,0.1120,0.0044
lans,0.1120,0.0042
ferois,0.1120,0.0032
faisons,0.1120,0.0034
prés,0.1120,0.0038
guéres,0.1120,0.0035
camarades,0.1120,0.0033
passées,0.1120,0.0036
pouvant,0.1119,0.0026
altesse,0.1119,0.0045
créanciers,0.1119,0.0033
appella,0.1119,0.0043
d'anvers,0.1119,0.0042
n'étoient,0.1119,0.0024
montez,0.1119,0.0045
lesdits,0.1119,0.0031
quittances,0.1119,0.0039
roi,0.1118,0.0025
ost,0.1118,0.0042
prétexte,0.1118,0.0029
firent,0.1118,0.0027
conformité,0.1118,0.0037
parier,0.1118,0.0040
auditeurs,0.1118,0.0042
essentielles,0.1118,0.0034
ait,0.1118,0.0023
exemplaires,0.1118,0.0031
l'air,0.1118,0.0033
contenté,0.1118,0.0031
pois,0.1118,0.0037
neuf,0.1117,0.0035
hom,0.1117,0.0033
façons,0.1117,0.0032
épaisse,0.1117,0.0035
composé,0.1117,0.0032
tenait,0.1117,0.0037
lieu,0.1117,0.0027
jugera,0.1117,0.0032
envoyer,0.1117,0.0029
touchez,0.1117,0.0039
ami,0.1117,0.0028
seize,0.1117,0.0047
tailleur,0.1117,0.0042
beauté,0.1116,0.0031
ains,0.1116,0.0051
frit,0.1116,0.0047
fauvé,0.1116,0.0041
commençoit,0.1116,0.0036
sont,0.1116,0.0023
ellc,0.1116,0.0050
marquoit,0.1116,0.0037
quelconques,0.1115,0.0041
prieres,0.1115,0.0033
trous,0.1115,0.0034
mirent,0.1114,0.0031
verbe,0.1114,0.0034
gibier,0.1114,0.0041
proches,0.1114,0.0032
sonne,0.1114,0.0034
saie,0.1114,0.0052
pendre,0.1114,0.0047
exposition,0.1114,0.0037
trop,0.1114,0.0031
battu,0.1113,0.0041
voyent,0.1113,0.0033
ayons,0.1113,0.0031
rejettent,0.1113,0.0037
monter,0.1113,0.0030
tempore,0.1113,0.0040
accompli,0.1113,0.0043
vivre,0.1113,0.0033
hollandois,0.1113,0.0034
pouvoir,0.1112,0.0033
epoux,0.1112,0.0040
dernieres,0.1112,0.0034
chapeau,0.1112,0.0043
déclarent,0.1112,0.0041
regardant,0.1112,0.0036
consentement,0.1112,0.0032
dix,0.1111,0.0028
bona,0.1111,0.0048
originaux,0.1111,0.0035
jetterent,0.1111,0.0039
ton,0.1111,0.0027
voulois,0.1111,0.0034
haute,0.1111,0.0032
innocent,0.1111,0.0038
vend,0.1111,0.0033
explique,0.1110,0.0037
susdit,0.1110,0.0039
jugent,0.1110,0.0030
cause,0.1110,0.0031
pag,0.1110,0.0036
moque,0.1110,0.0043
chrétiens,0.1110,0.0034
junon,0.1110,0.0042
jugées,0.1110,0.0036
bride,0.1110,0.0037
vocation,0.1110,0.0047
savant,0.1110,0.0039
suc,0.1109,0.0042
nevers,0.1109,0.0042
netteté,0.1109,0.0036
erat,0.1109,0.0054
obtenues,0.1109,0.0040
mlle,0.1109,0.0053
tombe,0.1109,0.0029
croyoit,0.1109,0.0029
n'ai,0.1109,0.0023
tiges,0.1109,0.0039
tire,0.1108,0.0030
ferons,0.1108,0.0030
soyons,0.1108,0.0037
quelquefois,0.1108,0.0028
plat,0.1108,0.0040
dien,0.1108,0.0043
n'aime,0.1107,0.0033
chose,0.1107,0.0031
furieux,0.1107,0.0037
discours,0.1107,0.0032
flor,0.1107,0.0033
d'octobre,0.1107,0.0037
répondit,0.1107,0.0029
dames,0.1107,0.0028
depuis,0.1106,0.0022
documentid,0.1106,0.0023
divertissemens,0.1106,0.0036
domicile,0.1106,0.0037
florence,0.1106,0.0045
dogmes,0.1106,0.0035
accompagné,0.1106,0.0037
funt,0.1106,0.0048
eût,0.1106,0.0024
pointe,0.1106,0.0037
quos,0.1105,0.0042
potier,0.1105,0.0046
aucuns,0.1105,0.0031
dicere,0.1105,0.0042
voulaient,0.1105,0.0037
courut,0.1105,0.0037
deuxième,0.1105,0.0048
garçons,0.1105,0.0039
comtesse,0.1105,0.0043
pourquoi,0.1105,0.0030
vite,0.1105,0.0035
combien,0.1105,0.0029
retourner,0.1105,0.0029
edition,0.1105,0.0032
autour,0.1105,0.0029
femelles,0.1105,0.0043
moutons,0.1104,0.0039
accident,0.1104,0.0028
morbleu,0.1104,0.0054
relevent,0.1104,0.0036
gens,0.1104,0.0026
servent,0.1104,0.0030
arbitre,0.1104,0.0031
pousser,0.1104,0.0034
nettoyer,0.1104,0.0040
d'ours,0.1103,0.0036
ati,0.1103,0.0039
s'accorde,0.1103,0.0035
fibres,0.1102,0.0033
gouverneurs,0.1102,0.0036
auteurs,0.1102,0.0028
terns,0.1102,0.0036
doit,0.1102,0.0023
diverfes,0.1102,0.0034
hymen,0.1102,0.0033
cura,0.1102,0.0035
s'étoient,0.1102,0.0030
voila,0.1102,0.0035
latins,0.1101,0.0036
attraper,0.1101,0.0044
j'aime,0.1101,0.0032
longtemps,0.1101,0.0030
bouteille,0.1101,0.0042
aborder,0.1100,0.0036
capitaines,0.1100,0.0037
martyr,0.1100,0.0050
term,0.1100,0.0028
proportions,0.1100,0.0035
d'anjou,0.1100,0.0046
veni,0.1100,0.0044
quelque,0.1099,0.0027
accommodement,0.1099,0.0034
douleur,0.1099,0.0033
compliment,0.1099,0.0037
intitulé,0.1099,0.0036
bague,0.1099,0.0043
voye,0.1099,0.0045
signature,0.1098,0.0035
rois,0.1098,0.0027
éloignée,0.1098,0.0036
superieurs,0.1098,0.0052
chanoines,0.1098,0.0035
illustres,0.1098,0.0031
dites,0.1098,0.0031
éte,0.1098,0.0040
dcl,0.1097,0.0032
mouiller,0.1097,0.0041
sulpice,0.1097,0.0050
gloria,0.1097,0.0044
mises,0.1097,0.0030
rire,0.1097,0.0037
portraits,0.1097,0.0033
souffrez,0.1097,0.0039
animaux,0.1097,0.0029
créateur,0.1096,0.0029
colere,0.1096,0.0037
crever,0.1096,0.0045
constantinople,0.1096,0.0037
exemple,0.1096,0.0028
falu,0.1096,0.0043
fauteuil,0.1096,0.0036
fervi,0.1096,0.0032
l'eût,0.1095,0.0031
ôtoient,0.1095,0.0040
devant,0.1095,0.0025
ocr,0.1095,0.0023
louis,0.1095,0.0034
scra,0.1095,0.0039
signée,0.1095,0.0035
oblige,0.1095,0.0031
seconde,0.1095,0.0026
ipse,0.1095,0.0046
quinzaine,0.1095,0.0042
données,0.1094,0.0033
publicationplace,0.1094,0.0024
séance,0.1094,0.0038
del,0.1094,0.0036
feux,0.1094,0.0025
parenté,0.1094,0.0038
ifle,0.1094,0.0036
couche,0.1094,0.0035
farce,0.1093,0.0035
videtur,0.1093,0.0041
pussent,0.1093,0.0027
mouton,0.1093,0.0041
copy,0.1093,0.0028
j'aurai,0.1093,0.0030
meilleure,0.1093,0.0029
cartes,0.1092,0.0030
excellent,0.1092,0.0031
provision,0.1092,0.0037
pâte,0.1092,0.0036
volumes,0.1092,0.0035
sonnes,0.1092,0.0030
sommation,0.1092,0.0036
d'angleterre,0.1091,0.0036
quelles,0.1091,0.0026
fore,0.1091,0.0044
blessé,0.1091,0.0032
sinon,0.1091,0.0042
février,0.1091,0.0036
charge,0.1091,0.0031
honneurs,0.1091,0.0028
m'en,0.1091,0.0030
saisie,0.1091,0.0040
commandement,0.1090,0.0035
eussiez,0.1090,0.0031
aprs,0.1090,0.0040
cardinaux,0.1090,0.0040
demeuroit,0.1090,0.0042
visite,0.1090,0.0039
race,0.1090,0.0032
demander,0.1090,0.0029
last,0.1090,0.0035
heureux,0.1090,0.0031
confiscation,0.1090,0.0034
d'elles,0.1090,0.0032
n'aurois,0.1090,0.0031
courans,0.1089,0.0037
accourut,0.1089,0.0047
mazarin,0.1089,0.0044
verre,0.1089,0.0043
ferai,0.1089,0.0028
ceci,0.1089,0.0034
ouvrit,0.1089,0.0034
n'avaient,0.1089,0.0032
ans,0.1089,0.0023
cettc,0.1089,0.0040
l'angleterre,0.1089,0.0034
devait,0.1089,0.0032
surintendant,0.1089,0.0040
manière,0.1089,0.0028
fame,0.1088,0.0045
j'avois,0.1088,0.0026
cctte,0.1088,0.0034
retournez,0.1088,0.0045
armées,0.1088,0.0029
regne,0.1088,0.0029
miles,0.1088,0.0037
s'étaient,0.1088,0.0034
admirablement,0.1088,0.0050
viri,0.1088,0.0040
furent,0.1088,0.0026
donne,0.1088,0.0023
tenans,0.1087,0.0039
gains,0.1087,0.0029
avaient,0.1087,0.0029
vont,0.1087,0.0027
rayons,0.1087,0.0034
defendre,0.1087,0.0054
d'août,0.1086,0.0040
pourriez,0.1086,0.0030
fût,0.1086,0.0025
mauvais,0.1086,0.0029
payement,0.1086,0.0031
dirai,0.1086,0.0033
l'obliger,0.1085,0.0042
inscription,0.1085,0.0036
ordonné,0.1085,0.0029
curieux,0.1085,0.0031
n'aurez,0.1085,0.0029
cavalerie,0.1085,0.0032
perte,0.1085,0.0032
après,0.1085,0.0022
seg,0.1084,0.0059
faisoit,0.1084,0.0024
tirée,0.1084,0.0032
nem,0.1084,0.0038
poir,0.1084,0.0037
reprit,0.1084,0.0031
anglois,0.1084,0.0032
viande,0.1083,0.0037
bouts,0.1083,0.0029
mal,0.1083,0.0031
serait,0.1083,0.0032
princes,0.1083,0.0026
possit,0.1083,0.0041
qu'en,0.1082,0.0028
monde,0.1082,0.0029
l'herbe,0.1082,0.0043
dirons,0.1082,0.0031
parts,0.1082,0.0028
femme,0.1082,0.0027
fortuna,0.1082,0.0044
année,0.1082,0.0025
romain,0.1082,0.0036
provisions,0.1082,0.0040
yeux,0.1082,0.0025
decider,0.1082,0.0055
apres,0.1081,0.0031
espéces,0.1081,0.0041
révérence,0.1081,0.0036
samedi,0.1081,0.0054
comment,0.1081,0.0028
voyait,0.1081,0.0035
holland,0.1081,0.0047
c'elt,0.1081,0.0031
jetté,0.1080,0.0033
cas,0.1080,0.0031
panier,0.1080,0.0042
anciens,0.1080,0.0029
ordonnance,0.1080,0.0035
seigneurie,0.1080,0.0046
doigts,0.1080,0.0029
tirez,0.1079,0.0040
primary,0.1079,0.0022
tantum,0.1079,0.0037
prise,0.1079,0.0033
coffre,0.1079,0.0036
ordinaire,0.1079,0.0030
s'y,0.1078,0.0026
oncle,0.1078,0.0032
ouvra,0.1078,0.0039
article,0.1078,0.0028
allons,0.1078,0.0027
frères,0.1078,0.0029
end,0.1078,0.0042
tomba,0.1077,0.0031
signifié,0.1077,0.0035
portait,0.1077,0.0043
n'avoit,0.1077,0.0021
montagnes,0.1077,0.0030
loger,0.1077,0.0039
meilleur,0.1076,0.0032
signé,0.1076,0.0036
éclairci,0.1076,0.0041
verra,0.1076,0.0027
conviennent,0.1076,0.0030
nunc,0.1076,0.0044
plaider,0.1076,0.0037
nec,0.1076,0.0046
élevée,0.1076,0.0031
voulurent,0.1076,0.0028
claires,0.1076,0.0042
matins,0.1076,0.0035
quelqu'autre,0.1076,0.0033
considere,0.1075,0.0033
impatience,0.1075,0.0035
herbe,0.1075,0.0038
chaleur,0.1075,0.0030
hautes,0.1075,0.0036
dictateur,0.1075,0.0043
trouvent,0.1075,0.0025
l'academie,0.1074,0.0034
varron,0.1074,0.0033
noire,0.1074,0.0040
filles,0.1074,0.0028
étonné,0.1074,0.0033
écrite,0.1074,0.0028
tradition,0.1074,0.0030
fignifie,0.1074,0.0036
quinze,0.1074,0.0029
cit,0.1074,0.0041
d'elle,0.1074,0.0033
patron,0.1074,0.0043
habet,0.1074,0.0044
reines,0.1073,0.0047
diverses,0.1073,0.0031
manquera,0.1073,0.0032
ajoutée,0.1073,0.0033
gentilhomme,0.1073,0.0036
commodément,0.1073,0.0039
veines,0.1072,0.0035
n'et,0.1072,0.0030
profit,0.1072,0.0031
l'exposer,0.1072,0.0037
caisse,0.1072,0.0037
cùm,0.1072,0.0049
lorraine,0.1072,0.0050
dem,0.1071,0.0041
paye,0.1071,0.0032
direz,0.1071,0.0031
dudir,0.1071,0.0035
proportion,0.1071,0.0029
tâchent,0.1071,0.0034
marques,0.1071,0.0026
plura,0.1070,0.0038
severe,0.1070,0.0046
economics,0.1070,0.0021
n'avois,0.1070,0.0029
redire,0.1070,0.0036
here,0.1070,0.0036
'eglise,0.1070,0.0048
sortirent,0.1069,0.0034
londres,0.1069,0.0033
l'écorce,0.1069,0.0035
encor,0.1069,0.0035
diversement,0.1069,0.0050
hall,0.1068,0.0037
jettez,0.1068,0.0035
bicn,0.1068,0.0041
choeur,0.1068,0.0041
travaillent,0.1068,0.0029
rivieres,0.1068,0.0035
nud,0.1068,0.0049
qu'étant,0.1067,0.0032
renvoya,0.1067,0.0041
arbres,0.1067,0.0029
crû,0.1067,0.0031
potuit,0.1067,0.0034
iooo,0.1067,0.0033
adion,0.1066,0.0033
fissent,0.1066,0.0031
minime,0.1066,0.0046
rochers,0.1066,0.0033
chemin,0.1066,0.0028
l'espagne,0.1066,0.0041
surpris,0.1065,0.0030
jeunes,0.1065,0.0027
coutume,0.1065,0.0031
croix,0.1065,0.0041
multiplier,0.1065,0.0032
n'être,0.1065,0.0029
augure,0.1065,0.0040
pierre,0.1064,0.0031
souhaits,0.1064,0.0033
peres,0.1064,0.0033
arriva,0.1064,0.0028
melius,0.1064,0.0046
vendues,0.1064,0.0031
cochon,0.1064,0.0038
demandoit,0.1064,0.0031
tum,0.1064,0.0049
marque,0.1064,0.0034
docteur,0.1064,0.0046
orateur,0.1064,0.0040
fontainebleau,0.1064,0.0038
contenues,0.1064,0.0035
accordez,0.1063,0.0038
condamné,0.1063,0.0030
disent,0.1063,0.0026
scio,0.1063,0.0038
contre,0.1063,0.0024
obliger,0.1063,0.0036
n'étoit,0.1063,0.0022
contraint,0.1062,0.0031
contes,0.1062,0.0029
c'et,0.1062,0.0030
illustre,0.1062,0.0030
https,0.1062,0.0027
appelle,0.1062,0.0024
n'elt,0.1062,0.0029
passa,0.1062,0.0031
leo,0.1062,0.0031
boeuf,0.1061,0.0038
indus,0.1061,0.0028
donna,0.1061,0.0025
deja,0.1061,0.0044
n'ont,0.1061,0.0020
moine,0.1061,0.0046
doutoit,0.1060,0.0030
gouverneur,0.1060,0.0033
évêque,0.1060,0.0043
larges,0.1060,0.0033
voudroient,0.1060,0.0027
partages,0.1060,0.0039
onces,0.1060,0.0033
procès,0.1060,0.0032
aima,0.1060,0.0033
ange,0.1060,0.0042
entrer,0.1060,0.0026
l'argent,0.1060,0.0029
parole,0.1060,0.0034
reliques,0.1059,0.0046
totalpages,0.1059,0.0021
parbleu,0.1059,0.0046
omnes,0.1059,0.0045
subtile,0.1059,0.0040
qu'un,0.1059,0.0027
platon,0.1059,0.0038
six,0.1059,0.0032
conti,0.1059,0.0035
préjudice,0.1058,0.0034
vieille,0.1058,0.0039
grosses,0.1058,0.0038
d'empressement,0.1058,0.0035
prenons,0.1058,0.0032
unie,0.1058,0.0037
vendu,0.1057,0.0033
second,0.1057,0.0025
sols,0.1057,0.0031
formez,0.1057,0.0043
refroidir,0.1057,0.0034
extreme,0.1057,0.0042
voulais,0.1057,0.0050
dame,0.1057,0.0031
rocher,0.1057,0.0035
l'ont,0.1057,0.0025
étions,0.1056,0.0027
pavillon,0.1056,0.0032
villes,0.1056,0.0025
dura,0.1056,0.0026
veine,0.1056,0.0044
obtenu,0.1056,0.0029
soir,0.1056,0.0032
avois,0.1056,0.0027
claire,0.1056,0.0035
beaux,0.1055,0.0025
disposez,0.1055,0.0039
selon,0.1055,0.0025
valoit,0.1055,0.0029
devroient,0.1055,0.0027
utf,0.1054,0.0020
ajouter,0.1054,0.0030
serai,0.1054,0.0033
lune,0.1054,0.0039
derrière,0.1054,0.0035
ion,0.1054,0.0032
croye,0.1054,0.0035
rubis,0.1054,0.0049
sel,0.1054,0.0043
venez,0.1053,0.0030
placet,0.1053,0.0048
