word,1700-1710→1710-1720,1710-1720→1720-1730,1720-1730→1730-1740,1730-1740→1740-1750,1740-1750→1750-1760,1750-1760→1760-1770,1760-1770→1770-1780,1770-1780→1780-1789,1780-1789→1789-1802
aban,0.0041,0.0052,0.0073,0.0068,0.0051,0.0078,0.0054,0.0067,0.0035
abandon,0.0133,0.0063,0.0094,0.0102,0.0134,0.0210,0.0116,0.0116,0.0110
abandonna,0.0035,0.0057,0.0112,0.0074,0.0065,0.0058,0.0069,0.0057,0.0047
abandonne,0.0044,0.0054,0.0092,0.0065,0.0091,0.0091,0.0093,0.0084,0.0062
abandonner,0.0038,0.0042,0.0055,0.0070,0.0052,0.0054,0.0059,0.0050,0.0056
abandonnez,0.0049,0.0036,0.0070,0.0042,0.0055,0.0062,0.0082,0.0087,0.0054
abandonné,0.0044,0.0050,0.0069,0.0052,0.0047,0.0043,0.0051,0.0053,0.0050
abandonnée,0.0058,0.0052,0.0106,0.0072,0.0080,0.0074,0.0087,0.0072,0.0066
abattre,0.0072,0.0076,0.0078,0.0046,0.0050,0.0185,0.0099,0.0083,0.0065
abattu,0.0045,0.0053,0.0125,0.0069,0.0094,0.0170,0.0103,0.0105,0.0074
abbaye,0.0063,0.0059,0.0016,0.0019,0.0035,0.0051,0.0027,0.0031,0.0020
abbé,0.0045,0.0056,0.0029,0.0039,0.0046,0.0040,0.0046,0.0047,0.0036
abeilles,0.0038,0.0034,0.0032,0.0094,0.0018,0.0081,0.0087,0.0071,0.0019
abfence,0.0029,0.0074,0.0092,0.0068,0.0058,0.0054,0.0050,0.0067,0.0023
able,0.0026,0.0040,0.0040,0.0046,0.0070,0.0058,0.0087,0.0109,0.0079
aboli,0.0092,0.0057,0.0083,0.0057,0.0095,0.0065,0.0092,0.0096,0.0108
abolir,0.0062,0.0058,0.0093,0.0076,0.0087,0.0088,0.0117,0.0090,0.0120
abominable,0.0057,0.0066,0.0059,0.0076,0.0079,0.0132,0.0133,0.0111,0.0072
abon,0.0059,0.0043,0.0059,0.0053,0.0105,0.0149,0.0114,0.0117,0.0055
abondamment,0.0042,0.0037,0.0053,0.0049,0.0046,0.0074,0.0064,0.0055,0.0035
abondance,0.0020,0.0020,0.0018,0.0032,0.0025,0.0035,0.0023,0.0022,0.0018
abondant,0.0034,0.0033,0.0023,0.0029,0.0052,0.0068,0.0068,0.0064,0.0049
abondante,0.0031,0.0030,0.0032,0.0055,0.0047,0.0098,0.0061,0.0054,0.0043
abondantes,0.0096,0.0071,0.0068,0.0094,0.0119,0.0141,0.0093,0.0081,0.0043
abonde,0.0026,0.0019,0.0031,0.0036,0.0035,0.0043,0.0055,0.0055,0.0032
abord,0.0027,0.0035,0.0076,0.0060,0.0092,0.0079,0.0080,0.0080,0.0083
aborder,0.0028,0.0028,0.0041,0.0050,0.0026,0.0020,0.0032,0.0041,0.0026
about,0.0017,0.0037,0.0015,0.0011,0.0027,0.0035,0.0024,0.0020,0.0068
abraham,0.0016,0.0063,0.0057,0.0027,0.0042,0.0060,0.0057,0.0037,0.0032
abrégé,0.0035,0.0053,0.0098,0.0074,0.0111,0.0091,0.0090,0.0059,0.0064
absence,0.0026,0.0019,0.0021,0.0028,0.0020,0.0022,0.0023,0.0038,0.0034
absent,0.0021,0.0014,0.0038,0.0028,0.0028,0.0025,0.0037,0.0061,0.0036
absolu,0.0054,0.0043,0.0063,0.0056,0.0073,0.0068,0.0075,0.0053,0.0069
absolue,0.0103,0.0077,0.0115,0.0109,0.0160,0.0182,0.0136,0.0129,0.0138
absolument,0.0045,0.0051,0.0052,0.0054,0.0059,0.0077,0.0062,0.0065,0.0074
abus,0.0043,0.0034,0.0031,0.0030,0.0038,0.0046,0.0042,0.0045,0.0042
abuse,0.0040,0.0032,0.0070,0.0074,0.0117,0.0146,0.0153,0.0123,0.0112
abuser,0.0060,0.0029,0.0048,0.0069,0.0105,0.0109,0.0145,0.0114,0.0119
abusé,0.0074,0.0062,0.0089,0.0100,0.0141,0.0108,0.0157,0.0143,0.0121
abîme,0.0055,0.0031,0.0069,0.0048,0.0052,0.0064,0.0068,0.0047,0.0049
académie,0.0016,0.0032,0.0036,0.0044,0.0069,0.0073,0.0073,0.0047,0.0044
acc,0.0039,0.0074,0.0121,0.0028,0.0127,0.0063,0.0046,0.0078,0.0089
accabler,0.0045,0.0066,0.0154,0.0091,0.0096,0.0112,0.0150,0.0099,0.0086
accablé,0.0023,0.0024,0.0051,0.0041,0.0036,0.0037,0.0044,0.0052,0.0033
accepta,0.0049,0.0108,0.0130,0.0124,0.0062,0.0066,0.0076,0.0095,0.0056
accepte,0.0056,0.0033,0.0058,0.0054,0.0076,0.0066,0.0091,0.0089,0.0053
accepter,0.0049,0.0036,0.0056,0.0067,0.0058,0.0048,0.0047,0.0059,0.0047
accepté,0.0066,0.0042,0.0070,0.0063,0.0053,0.0058,0.0056,0.0065,0.0070
acceptée,0.0115,0.0071,0.0085,0.0100,0.0079,0.0068,0.0062,0.0050,0.0073
accessible,0.0025,0.0023,0.0039,0.0021,0.0037,0.0040,0.0080,0.0062,0.0077
accidens,0.0037,0.0036,0.0043,0.0048,0.0052,0.0071,0.0059,0.0056,0.0035
accident,0.0022,0.0018,0.0026,0.0027,0.0023,0.0034,0.0032,0.0034,0.0023
acclamations,0.0012,0.0036,0.0056,0.0026,0.0026,0.0029,0.0071,0.0055,0.0037
accom,0.0055,0.0093,0.0087,0.0178,0.0090,0.0134,0.0124,0.0237,0.0113
accommodement,0.0039,0.0026,0.0050,0.0077,0.0031,0.0018,0.0035,0.0041,0.0022
accommoder,0.0037,0.0041,0.0039,0.0034,0.0030,0.0032,0.0036,0.0036,0.0019
accompagne,0.0069,0.0074,0.0104,0.0111,0.0099,0.0119,0.0136,0.0113,0.0075
accompagnent,0.0045,0.0060,0.0069,0.0077,0.0084,0.0107,0.0113,0.0091,0.0077
accompagner,0.0041,0.0046,0.0058,0.0087,0.0047,0.0049,0.0055,0.0069,0.0050
accompagné,0.0040,0.0031,0.0032,0.0047,0.0028,0.0035,0.0041,0.0039,0.0037
accompagnée,0.0032,0.0028,0.0035,0.0045,0.0043,0.0042,0.0056,0.0049,0.0031
accompagnées,0.0029,0.0033,0.0051,0.0071,0.0058,0.0053,0.0052,0.0068,0.0027
accompli,0.0034,0.0036,0.0055,0.0036,0.0045,0.0035,0.0047,0.0067,0.0052
accomplir,0.0053,0.0048,0.0065,0.0053,0.0033,0.0050,0.0050,0.0066,0.0042
accomplis,0.0030,0.0039,0.0033,0.0032,0.0034,0.0037,0.0039,0.0054,0.0056
accord,0.0020,0.0039,0.0039,0.0039,0.0072,0.0063,0.0052,0.0073,0.0039
accorda,0.0030,0.0041,0.0040,0.0044,0.0048,0.0044,0.0055,0.0037,0.0035
accordant,0.0017,0.0022,0.0052,0.0040,0.0058,0.0083,0.0098,0.0100,0.0077
accorde,0.0034,0.0030,0.0041,0.0050,0.0051,0.0053,0.0045,0.0044,0.0040
accorder,0.0034,0.0026,0.0036,0.0031,0.0039,0.0035,0.0036,0.0036,0.0038
accordez,0.0055,0.0046,0.0048,0.0036,0.0033,0.0029,0.0044,0.0047,0.0031
accords,0.0022,0.0028,0.0053,0.0049,0.0124,0.0100,0.0058,0.0129,0.0028
accordé,0.0043,0.0031,0.0042,0.0038,0.0038,0.0035,0.0034,0.0037,0.0036
accordée,0.0061,0.0040,0.0055,0.0058,0.0050,0.0054,0.0043,0.0046,0.0056
accordées,0.0076,0.0062,0.0075,0.0066,0.0062,0.0067,0.0056,0.0067,0.0054
accourut,0.0050,0.0036,0.0070,0.0036,0.0039,0.0054,0.0039,0.0076,0.0043
accoutumé,0.0058,0.0030,0.0037,0.0031,0.0036,0.0041,0.0049,0.0038,0.0042
accoutumée,0.0128,0.0042,0.0062,0.0047,0.0059,0.0052,0.0056,0.0050,0.0048
accoutumés,0.0075,0.0065,0.0155,0.0161,0.0122,0.0141,0.0132,0.0079,0.0070
accroire,0.0040,0.0025,0.0020,0.0024,0.0030,0.0030,0.0041,0.0041,0.0018
accueil,0.0018,0.0030,0.0042,0.0071,0.0032,0.0038,0.0050,0.0061,0.0033
accuse,0.0062,0.0047,0.0063,0.0062,0.0083,0.0073,0.0102,0.0100,0.0086
accuser,0.0071,0.0056,0.0099,0.0084,0.0105,0.0095,0.0123,0.0108,0.0092
accusé,0.0019,0.0018,0.0022,0.0018,0.0035,0.0036,0.0050,0.0058,0.0050
accès,0.0095,0.0091,0.0125,0.0108,0.0123,0.0105,0.0111,0.0096,0.0064
ace,0.0047,0.0043,0.0037,0.0068,0.0052,0.0051,0.0055,0.0070,0.0050
aces,0.0080,0.0073,0.0072,0.0079,0.0043,0.0078,0.0081,0.0099,0.0076
achat,0.0023,0.0022,0.0011,0.0007,0.0020,0.0026,0.0027,0.0022,0.0024
achats,0.0136,0.0022,0.0031,0.0029,0.0061,0.0186,0.0111,0.0075,0.0056
ache,0.0103,0.0067,0.0078,0.0157,0.0133,0.0136,0.0144,0.0121,0.0068
acheta,0.0069,0.0070,0.0053,0.0073,0.0083,0.0050,0.0089,0.0082,0.0043
achete,0.0042,0.0026,0.0028,0.0030,0.0030,0.0088,0.0057,0.0040,0.0018
acheter,0.0033,0.0013,0.0018,0.0024,0.0025,0.0035,0.0029,0.0028,0.0023
acheté,0.0023,0.0015,0.0018,0.0021,0.0023,0.0024,0.0033,0.0031,0.0029
achetée,0.0096,0.0041,0.0030,0.0031,0.0053,0.0057,0.0073,0.0075,0.0047
achetées,0.0023,0.0014,0.0030,0.0021,0.0039,0.0045,0.0039,0.0035,0.0030
acheva,0.0024,0.0029,0.0049,0.0045,0.0037,0.0031,0.0049,0.0043,0.0036
acheve,0.0084,0.0108,0.0081,0.0145,0.0085,0.0216,0.0129,0.0080,0.0035
achever,0.0040,0.0030,0.0038,0.0039,0.0036,0.0043,0.0043,0.0047,0.0036
achevez,0.0046,0.0025,0.0047,0.0041,0.0043,0.0045,0.0069,0.0066,0.0046
achevé,0.0019,0.0019,0.0022,0.0021,0.0019,0.0022,0.0031,0.0033,0.0028
achevée,0.0032,0.0035,0.0039,0.0029,0.0030,0.0039,0.0045,0.0046,0.0041
achille,0.0311,0.0030,0.0117,0.0040,0.0113,0.0099,0.0070,0.0081,0.0034
acquerir,0.0052,0.0035,0.0055,0.0038,0.0048,0.0043,0.0015,0.0039,0.0010
acquiert,0.0050,0.0031,0.0094,0.0087,0.0162,0.0166,0.0121,0.0098,0.0055
acquis,0.0030,0.0024,0.0031,0.0027,0.0040,0.0040,0.0036,0.0033,0.0032
acquise,0.0033,0.0033,0.0048,0.0030,0.0075,0.0074,0.0063,0.0058,0.0068
acquisition,0.0032,0.0019,0.0026,0.0040,0.0038,0.0071,0.0060,0.0064,0.0071
acquit,0.0043,0.0073,0.0100,0.0042,0.0106,0.0082,0.0080,0.0096,0.0045
acquitter,0.0059,0.0023,0.0056,0.0035,0.0064,0.0104,0.0075,0.0077,0.0072
acquérir,0.0034,0.0031,0.0067,0.0097,0.0137,0.0129,0.0099,0.0076,0.0074
acre,0.0016,0.0021,0.0016,0.0036,0.0046,0.0080,0.0121,0.0083,0.0115
acres,0.0033,0.0010,0.0022,0.0038,0.0033,0.0073,0.0154,0.0120,0.0156
act,0.0058,0.0033,0.0106,0.0033,0.0031,0.0032,0.0058,0.0088,0.0054
acte,0.0040,0.0019,0.0029,0.0024,0.0025,0.0034,0.0031,0.0040,0.0038
actes,0.0019,0.0020,0.0048,0.0023,0.0036,0.0042,0.0047,0.0047,0.0057
acteurs,0.0057,0.0020,0.0052,0.0058,0.0045,0.0051,0.0065,0.0049,0.0037
action,0.0040,0.0039,0.0037,0.0034,0.0045,0.0041,0.0052,0.0048,0.0037
actions,0.0032,0.0033,0.0034,0.0030,0.0046,0.0035,0.0041,0.0036,0.0033
actuelle,0.0044,0.0013,0.0018,0.0040,0.0076,0.0148,0.0166,0.0163,0.0152
actuellement,0.0097,0.0061,0.0101,0.0067,0.0084,0.0101,0.0095,0.0088,0.0075
adam,0.0018,0.0037,0.0022,0.0030,0.0046,0.0053,0.0058,0.0039,0.0038
addition,0.0029,0.0045,0.0026,0.0040,0.0039,0.0059,0.0083,0.0060,0.0053
additions,0.0049,0.0082,0.0035,0.0065,0.0077,0.0110,0.0076,0.0171,0.0043
ade,0.0149,0.0100,0.0107,0.0155,0.0166,0.0122,0.0111,0.0108,0.0071
ades,0.0173,0.0074,0.0185,0.0134,0.0145,0.0102,0.0106,0.0159,0.0079
adhuc,0.0024,0.0030,0.0045,0.0029,0.0019,0.0015,0.0031,0.0018,0.0008
adi,0.0030,0.0032,0.0029,0.0033,0.0032,0.0129,0.0034,0.0055,0.0187
adieu,0.0029,0.0045,0.0032,0.0039,0.0037,0.0035,0.0042,0.0072,0.0039
adion,0.0012,0.0011,0.0031,0.0016,0.0052,0.0036,0.0038,0.0070,0.0029
adjudication,0.0055,0.0043,0.0115,0.0040,0.0029,0.0064,0.0040,0.0060,0.0061
admettre,0.0062,0.0054,0.0074,0.0082,0.0100,0.0121,0.0087,0.0077,0.0077
administration,0.0087,0.0058,0.0069,0.0038,0.0096,0.0106,0.0107,0.0100,0.0070
admirable,0.0028,0.0035,0.0033,0.0034,0.0038,0.0034,0.0037,0.0040,0.0029
admirablement,0.0069,0.0034,0.0111,0.0045,0.0051,0.0049,0.0064,0.0041,0.0021
admirables,0.0044,0.0045,0.0054,0.0045,0.0079,0.0070,0.0073,0.0058,0.0040
admiration,0.0049,0.0048,0.0074,0.0062,0.0079,0.0054,0.0073,0.0074,0.0050
admire,0.0041,0.0054,0.0059,0.0061,0.0076,0.0066,0.0074,0.0078,0.0040
admirer,0.0038,0.0027,0.0032,0.0035,0.0055,0.0037,0.0055,0.0047,0.0030
admiré,0.0052,0.0049,0.0038,0.0037,0.0055,0.0047,0.0096,0.0097,0.0046
admis,0.0052,0.0051,0.0066,0.0049,0.0053,0.0055,0.0057,0.0052,0.0055
adopté,0.0020,0.0048,0.0185,0.0082,0.0134,0.0149,0.0148,0.0140,0.0126
adorable,0.0036,0.0022,0.0054,0.0069,0.0073,0.0070,0.0081,0.0113,0.0061
adore,0.0027,0.0023,0.0043,0.0046,0.0051,0.0053,0.0058,0.0068,0.0041
adorer,0.0033,0.0046,0.0032,0.0038,0.0034,0.0049,0.0070,0.0055,0.0032
adoré,0.0031,0.0055,0.0054,0.0054,0.0069,0.0068,0.0094,0.0083,0.0064
adoucir,0.0047,0.0057,0.0087,0.0068,0.0095,0.0091,0.0097,0.0099,0.0069
adresse,0.0064,0.0042,0.0069,0.0068,0.0061,0.0056,0.0072,0.0082,0.0083
adrien,0.0089,0.0079,0.0057,0.0037,0.0071,0.0067,0.0114,0.0046,0.0067
adroit,0.0044,0.0024,0.0060,0.0055,0.0064,0.0072,0.0093,0.0077,0.0051
adroitement,0.0052,0.0046,0.0104,0.0086,0.0070,0.0064,0.0095,0.0095,0.0056
aes,0.0082,0.0085,0.0114,0.0110,0.0080,0.0097,0.0122,0.0113,0.0093
afez,0.0055,0.0098,0.0045,0.0148,0.0076,0.0132,0.0111,0.0084,0.0064
affaire,0.0032,0.0026,0.0029,0.0032,0.0030,0.0027,0.0032,0.0036,0.0029
affaires,0.0028,0.0025,0.0026,0.0025,0.0024,0.0025,0.0028,0.0030,0.0030
affe,0.0027,0.0038,0.0048,0.0095,0.0088,0.0098,0.0104,0.0127,0.0057
affection,0.0047,0.0037,0.0049,0.0075,0.0067,0.0059,0.0071,0.0072,0.0072
affecté,0.0047,0.0047,0.0106,0.0078,0.0150,0.0153,0.0143,0.0170,0.0137
affermir,0.0050,0.0094,0.0113,0.0095,0.0083,0.0074,0.0105,0.0053,0.0079
affis,0.0028,0.0036,0.0054,0.0027,0.0044,0.0051,0.0049,0.0069,0.0038
affliction,0.0014,0.0008,0.0024,0.0016,0.0017,0.0017,0.0019,0.0039,0.0016
affligé,0.0022,0.0019,0.0044,0.0040,0.0036,0.0045,0.0056,0.0070,0.0046
affligée,0.0036,0.0019,0.0040,0.0035,0.0049,0.0041,0.0049,0.0079,0.0032
affoiblir,0.0051,0.0049,0.0114,0.0080,0.0123,0.0152,0.0174,0.0113,0.0108
affranchi,0.0022,0.0015,0.0030,0.0023,0.0025,0.0024,0.0056,0.0054,0.0043
affranchis,0.0008,0.0012,0.0020,0.0021,0.0024,0.0026,0.0071,0.0037,0.0073
affreuse,0.0034,0.0037,0.0077,0.0066,0.0057,0.0070,0.0102,0.0085,0.0069
affreux,0.0023,0.0024,0.0037,0.0031,0.0029,0.0034,0.0037,0.0039,0.0029
affront,0.0037,0.0029,0.0055,0.0041,0.0039,0.0038,0.0056,0.0064,0.0025
afie,0.0032,0.0059,0.0116,0.0035,0.0056,0.0029,0.0116,0.0094,0.0020
afiez,0.0059,0.0125,0.0079,0.0160,0.0121,0.0137,0.0154,0.0122,0.0066
afin,0.0016,0.0016,0.0017,0.0017,0.0016,0.0023,0.0023,0.0022,0.0021
aflez,0.0029,0.0049,0.0090,0.0086,0.0071,0.0070,0.0073,0.0063,0.0044
afrique,0.0019,0.0043,0.0056,0.0044,0.0042,0.0050,0.0066,0.0055,0.0044
age,0.0056,0.0044,0.0051,0.0046,0.0048,0.0049,0.0050,0.0051,0.0053
agens,0.0031,0.0033,0.0013,0.0036,0.0039,0.0054,0.0070,0.0071,0.0100
agent,0.0029,0.0046,0.0039,0.0047,0.0066,0.0072,0.0095,0.0107,0.0082
ages,0.0060,0.0082,0.0066,0.0120,0.0121,0.0088,0.0127,0.0156,0.0103
agi,0.0039,0.0035,0.0077,0.0071,0.0088,0.0087,0.0081,0.0092,0.0063
agir,0.0039,0.0034,0.0042,0.0045,0.0056,0.0056,0.0056,0.0047,0.0044
agissent,0.0027,0.0030,0.0052,0.0048,0.0069,0.0082,0.0082,0.0053,0.0039
agit,0.0017,0.0022,0.0029,0.0024,0.0047,0.0061,0.0057,0.0045,0.0041
agitation,0.0035,0.0015,0.0042,0.0052,0.0044,0.0057,0.0059,0.0050,0.0045
agite,0.0058,0.0033,0.0045,0.0061,0.0071,0.0117,0.0132,0.0109,0.0070
agité,0.0048,0.0037,0.0067,0.0053,0.0043,0.0049,0.0059,0.0066,0.0041
agitée,0.0039,0.0030,0.0067,0.0053,0.0054,0.0063,0.0075,0.0067,0.0050
agneau,0.0061,0.0013,0.0030,0.0019,0.0030,0.0055,0.0069,0.0060,0.0049
agneaux,0.0133,0.0014,0.0036,0.0015,0.0065,0.0077,0.0084,0.0074,0.0027
agreable,0.0031,0.0019,0.0012,0.0013,0.0008,0.0007,0.0006,0.0022,0.0009
agréable,0.0028,0.0024,0.0027,0.0030,0.0028,0.0033,0.0031,0.0036,0.0031
agréablement,0.0038,0.0035,0.0050,0.0039,0.0045,0.0043,0.0048,0.0057,0.0033
agréables,0.0024,0.0020,0.0027,0.0030,0.0039,0.0047,0.0046,0.0041,0.0027
agrémens,0.0026,0.0026,0.0066,0.0082,0.0085,0.0071,0.0076,0.0060,0.0035
agrément,0.0039,0.0021,0.0043,0.0055,0.0064,0.0064,0.0070,0.0060,0.0046
aiant,0.0037,0.0057,0.0074,0.0026,0.0025,0.0025,0.0050,0.0036,0.0007
aide,0.0050,0.0047,0.0043,0.0047,0.0042,0.0055,0.0060,0.0068,0.0078
aider,0.0039,0.0034,0.0037,0.0044,0.0044,0.0054,0.0045,0.0043,0.0035
aides,0.0023,0.0160,0.0074,0.0044,0.0095,0.0069,0.0097,0.0075,0.0078
aidé,0.0058,0.0060,0.0142,0.0069,0.0091,0.0090,0.0110,0.0109,0.0067
aie,0.0037,0.0064,0.0044,0.0044,0.0052,0.0054,0.0073,0.0070,0.0063
aient,0.0016,0.0028,0.0027,0.0034,0.0039,0.0042,0.0047,0.0044,0.0035
aife,0.0016,0.0015,0.0030,0.0074,0.0035,0.0016,0.0050,0.0049,0.0018
aifé,0.0035,0.0025,0.0088,0.0074,0.0068,0.0064,0.0060,0.0058,0.0037
aifément,0.0037,0.0050,0.0223,0.0209,0.0165,0.0169,0.0165,0.0133,0.0080
aigre,0.0027,0.0034,0.0035,0.0060,0.0042,0.0108,0.0079,0.0052,0.0039
aii,0.0045,0.0057,0.0048,0.0068,0.0049,0.0066,0.0053,0.0095,0.0084
ail,0.0042,0.0040,0.0049,0.0051,0.0056,0.0066,0.0058,0.0066,0.0060
aile,0.0033,0.0055,0.0112,0.0059,0.0071,0.0084,0.0103,0.0083,0.0098
ailes,0.0034,0.0025,0.0052,0.0046,0.0048,0.0054,0.0059,0.0057,0.0052
aille,0.0026,0.0022,0.0028,0.0025,0.0030,0.0037,0.0043,0.0050,0.0036
aillent,0.0034,0.0038,0.0039,0.0023,0.0038,0.0039,0.0070,0.0058,0.0034
ailleurs,0.0052,0.0043,0.0044,0.0037,0.0040,0.0041,0.0033,0.0035,0.0044
aima,0.0018,0.0024,0.0038,0.0026,0.0040,0.0036,0.0038,0.0032,0.0023
aimable,0.0026,0.0024,0.0037,0.0042,0.0048,0.0041,0.0051,0.0068,0.0045
aimables,0.0034,0.0041,0.0076,0.0062,0.0076,0.0078,0.0084,0.0085,0.0057
aimait,0.0045,0.0016,0.0023,0.0012,0.0022,0.0030,0.0044,0.0059,0.0054
aimant,0.0028,0.0030,0.0061,0.0033,0.0059,0.0043,0.0103,0.0065,0.0057
aime,0.0019,0.0017,0.0025,0.0026,0.0031,0.0029,0.0033,0.0045,0.0030
aiment,0.0015,0.0017,0.0020,0.0023,0.0027,0.0027,0.0036,0.0032,0.0025
aimer,0.0036,0.0027,0.0044,0.0048,0.0063,0.0050,0.0067,0.0057,0.0048
aimez,0.0023,0.0017,0.0033,0.0031,0.0047,0.0044,0.0056,0.0070,0.0045
aimoit,0.0015,0.0024,0.0039,0.0030,0.0030,0.0030,0.0043,0.0036,0.0025
aimons,0.0008,0.0014,0.0019,0.0019,0.0038,0.0032,0.0037,0.0040,0.0025
aimé,0.0031,0.0025,0.0046,0.0038,0.0042,0.0036,0.0048,0.0047,0.0037
aimée,0.0030,0.0023,0.0069,0.0066,0.0070,0.0050,0.0059,0.0087,0.0049
ain,0.0063,0.0050,0.0062,0.0066,0.0069,0.0079,0.0079,0.0104,0.0100
aine,0.0044,0.0068,0.0059,0.0069,0.0064,0.0099,0.0103,0.0106,0.0124
aini,0.0061,0.0058,0.0050,0.0069,0.0058,0.0081,0.0075,0.0087,0.0083
ainii,0.0039,0.0059,0.0065,0.0064,0.0100,0.0104,0.0145,0.0126,0.0083
ainli,0.0055,0.0038,0.0042,0.0040,0.0051,0.0054,0.0070,0.0064,0.0043
ains,0.0045,0.0035,0.0049,0.0078,0.0029,0.0055,0.0048,0.0121,0.0051
ainsi,0.0029,0.0033,0.0035,0.0030,0.0030,0.0040,0.0030,0.0032,0.0033
ainé,0.0042,0.0086,0.0045,0.0025,0.0030,0.0036,0.0047,0.0044,0.0034
aion,0.0015,0.0020,0.0026,0.0035,0.0028,0.0033,0.0052,0.0054,0.0033
aions,0.0025,0.0052,0.0055,0.0066,0.0051,0.0056,0.0060,0.0085,0.0035
air,0.0021,0.0019,0.0027,0.0022,0.0028,0.0023,0.0023,0.0026,0.0026
aire,0.0047,0.0036,0.0046,0.0065,0.0050,0.0072,0.0098,0.0085,0.0072
aires,0.0118,0.0097,0.0104,0.0253,0.0118,0.0135,0.0215,0.0179,0.0141
airs,0.0031,0.0021,0.0035,0.0040,0.0041,0.0041,0.0040,0.0051,0.0035
ais,0.0070,0.0062,0.0054,0.0070,0.0062,0.0067,0.0081,0.0074,0.0090
aise,0.0023,0.0015,0.0019,0.0025,0.0024,0.0026,0.0030,0.0038,0.0030
aisement,0.0083,0.0139,0.0105,0.0083,0.0230,0.0080,0.0060,0.0055,0.0039
aisez,0.0040,0.0060,0.0036,0.0095,0.0057,0.0158,0.0183,0.0091,0.0036
aisé,0.0022,0.0034,0.0034,0.0030,0.0032,0.0040,0.0034,0.0032,0.0029
aisée,0.0034,0.0046,0.0034,0.0036,0.0054,0.0071,0.0058,0.0053,0.0047
aisément,0.0036,0.0040,0.0050,0.0046,0.0052,0.0057,0.0044,0.0042,0.0045
ait,0.0017,0.0017,0.0020,0.0019,0.0023,0.0029,0.0034,0.0035,0.0029
aiu,0.0055,0.0047,0.0036,0.0048,0.0050,0.0067,0.0072,0.0101,0.0100
aix,0.0039,0.0082,0.0053,0.0062,0.0094,0.0069,0.0075,0.0083,0.0084
ajouta,0.0047,0.0028,0.0060,0.0074,0.0053,0.0058,0.0056,0.0073,0.0052
ajoutant,0.0037,0.0079,0.0147,0.0114,0.0111,0.0133,0.0118,0.0098,0.0109
ajoute,0.0038,0.0049,0.0059,0.0064,0.0041,0.0054,0.0054,0.0048,0.0042
ajoutent,0.0052,0.0045,0.0057,0.0051,0.0066,0.0094,0.0110,0.0093,0.0061
ajouter,0.0029,0.0027,0.0028,0.0023,0.0032,0.0040,0.0032,0.0029,0.0028
ajoutez,0.0058,0.0070,0.0059,0.0063,0.0091,0.0075,0.0088,0.0069,0.0059
ajouté,0.0029,0.0028,0.0051,0.0042,0.0050,0.0050,0.0059,0.0053,0.0048
ajoutée,0.0040,0.0029,0.0033,0.0017,0.0036,0.0040,0.0049,0.0032,0.0021
ala,0.0050,0.0113,0.0078,0.0081,0.0059,0.0091,0.0110,0.0230,0.0097
alarmes,0.0023,0.0035,0.0054,0.0044,0.0043,0.0042,0.0085,0.0098,0.0071
albert,0.0035,0.0113,0.0151,0.0042,0.0116,0.0060,0.0123,0.0087,0.0050
ale,0.0049,0.0072,0.0061,0.0058,0.0053,0.0100,0.0076,0.0084,0.0111
ales,0.0093,0.0135,0.0127,0.0121,0.0150,0.0114,0.0142,0.0177,0.0134
alexandre,0.0031,0.0034,0.0060,0.0034,0.0046,0.0045,0.0053,0.0043,0.0048
alexandrie,0.0046,0.0055,0.0169,0.0051,0.0063,0.0121,0.0100,0.0089,0.0065
alfez,0.0059,0.0079,0.0036,0.0165,0.0077,0.0112,0.0097,0.0074,0.0043
ali,0.0032,0.0033,0.0025,0.0035,0.0032,0.0047,0.0059,0.0095,0.0059
alia,0.0047,0.0099,0.0055,0.0067,0.0031,0.0030,0.0072,0.0031,0.0019
alias,0.0061,0.0070,0.0067,0.0068,0.0025,0.0020,0.0056,0.0024,0.0014
alii,0.0101,0.0137,0.0223,0.0116,0.0055,0.0061,0.0168,0.0061,0.0041
aliis,0.0084,0.0173,0.0156,0.0149,0.0031,0.0041,0.0106,0.0031,0.0021
alimens,0.0056,0.0029,0.0020,0.0062,0.0059,0.0065,0.0062,0.0068,0.0032
alio,0.0053,0.0066,0.0077,0.0062,0.0025,0.0032,0.0084,0.0020,0.0014
alios,0.0098,0.0124,0.0156,0.0115,0.0040,0.0035,0.0074,0.0034,0.0018
aliquid,0.0026,0.0034,0.0045,0.0057,0.0019,0.0020,0.0028,0.0021,0.0009
aliquo,0.0039,0.0059,0.0059,0.0069,0.0018,0.0020,0.0046,0.0019,0.0011
aliter,0.0053,0.0050,0.0075,0.0045,0.0030,0.0023,0.0059,0.0021,0.0017
aliud,0.0039,0.0039,0.0078,0.0037,0.0028,0.0022,0.0083,0.0028,0.0014
aliénation,0.0067,0.0038,0.0045,0.0058,0.0085,0.0113,0.0079,0.0086,0.0081
all,0.0029,0.0051,0.0026,0.0033,0.0035,0.0032,0.0038,0.0045,0.0044
alla,0.0019,0.0016,0.0021,0.0022,0.0022,0.0030,0.0031,0.0029,0.0025
allait,0.0038,0.0013,0.0016,0.0012,0.0017,0.0029,0.0036,0.0053,0.0047
allant,0.0041,0.0033,0.0040,0.0035,0.0034,0.0142,0.0057,0.0048,0.0043
allarmes,0.0031,0.0024,0.0076,0.0079,0.0068,0.0059,0.0067,0.0040,0.0030
alle,0.0068,0.0112,0.0097,0.0085,0.0094,0.0079,0.0107,0.0135,0.0088
