word,1700-1710→1710-1720,1710-1720→1720-1730,1720-1730→1730-1740,1730-1740→1740-1750,1740-1750→1750-1760,1750-1760→1760-1770,1760-1770→1770-1780,1770-1780→1780-1789,1780-1789→1789-1802
tuteur,0.0013,0.0005,0.0015,0.0010,0.0026,0.0017,0.0021,0.0028,0.0016
tuteurs,0.0039,0.0015,0.0032,0.0025,0.0048,0.0030,0.0042,0.0044,0.0043
tuum,0.0071,0.0045,0.0071,0.0038,0.0018,0.0016,0.0032,0.0020,0.0019
tuyau,0.0027,0.0011,0.0031,0.0032,0.0054,0.0093,0.0105,0.0067,0.0037
tuyaux,0.0049,0.0026,0.0058,0.0047,0.0091,0.0089,0.0107,0.0104,0.0023
tué,0.0024,0.0019,0.0034,0.0027,0.0029,0.0022,0.0029,0.0026,0.0028
tués,0.0056,0.0022,0.0157,0.0090,0.0065,0.0073,0.0073,0.0075,0.0074
tyr,0.0085,0.0094,0.0162,0.0049,0.0115,0.0103,0.0124,0.0077,0.0035
tyran,0.0031,0.0039,0.0067,0.0042,0.0047,0.0050,0.0071,0.0060,0.0047
tyrannie,0.0049,0.0064,0.0103,0.0092,0.0105,0.0080,0.0130,0.0073,0.0082
tyrans,0.0033,0.0046,0.0086,0.0055,0.0062,0.0068,0.0092,0.0065,0.0069
tâcha,0.0018,0.0019,0.0062,0.0035,0.0032,0.0030,0.0046,0.0061,0.0019
tâche,0.0044,0.0041,0.0078,0.0052,0.0075,0.0084,0.0114,0.0138,0.0128
tâchent,0.0030,0.0032,0.0042,0.0035,0.0025,0.0040,0.0051,0.0038,0.0013
tâcher,0.0038,0.0036,0.0046,0.0048,0.0043,0.0053,0.0052,0.0053,0.0033
tâchez,0.0025,0.0019,0.0031,0.0025,0.0032,0.0048,0.0063,0.0080,0.0031
tâché,0.0029,0.0020,0.0034,0.0028,0.0038,0.0037,0.0046,0.0044,0.0023
tète,0.0031,0.0037,0.0080,0.0050,0.0058,0.0078,0.0169,0.0087,0.0115
tée,0.0085,0.0111,0.0173,0.0173,0.0188,0.0125,0.0101,0.0099,0.0053
tées,0.0071,0.0085,0.0150,0.0131,0.0139,0.0121,0.0120,0.0110,0.0068
témoigna,0.0023,0.0019,0.0042,0.0049,0.0025,0.0028,0.0044,0.0059,0.0041
témoignage,0.0021,0.0024,0.0036,0.0046,0.0031,0.0029,0.0037,0.0034,0.0030
témoignages,0.0016,0.0025,0.0045,0.0054,0.0040,0.0034,0.0042,0.0044,0.0045
témoigne,0.0035,0.0047,0.0042,0.0061,0.0068,0.0046,0.0073,0.0102,0.0061
témoigner,0.0033,0.0028,0.0041,0.0051,0.0036,0.0031,0.0050,0.0064,0.0048
témoigné,0.0019,0.0014,0.0028,0.0064,0.0023,0.0025,0.0034,0.0057,0.0039
témoin,0.0073,0.0039,0.0058,0.0049,0.0051,0.0045,0.0037,0.0060,0.0042
témoins,0.0031,0.0023,0.0036,0.0031,0.0033,0.0037,0.0041,0.0049,0.0043
téméraire,0.0047,0.0059,0.0104,0.0081,0.0089,0.0086,0.0104,0.0104,0.0056
témérité,0.0070,0.0112,0.0144,0.0105,0.0125,0.0101,0.0143,0.0114,0.0081
ténèbres,0.0031,0.0024,0.0075,0.0059,0.0061,0.0068,0.0070,0.0065,0.0050
tés,0.0073,0.0096,0.0272,0.0253,0.0241,0.0187,0.0157,0.0125,0.0095
tête,0.0022,0.0024,0.0029,0.0022,0.0021,0.0023,0.0023,0.0030,0.0022
têtes,0.0031,0.0027,0.0036,0.0037,0.0067,0.0055,0.0052,0.0055,0.0051
tôt,0.0017,0.0016,0.0020,0.0022,0.0016,0.0020,0.0020,0.0023,0.0020
u'il,0.0058,0.0065,0.0065,0.0067,0.0069,0.0067,0.0080,0.0087,0.0086
u'ils,0.0062,0.0066,0.0039,0.0078,0.0070,0.0062,0.0077,0.0101,0.0115
u'on,0.0051,0.0051,0.0047,0.0067,0.0066,0.0083,0.0090,0.0091,0.0082
uand,0.0039,0.0049,0.0038,0.0028,0.0031,0.0028,0.0057,0.0050,0.0035
ubi,0.0090,0.0065,0.0142,0.0108,0.0044,0.0049,0.0069,0.0074,0.0023
ues,0.0038,0.0052,0.0064,0.0082,0.0104,0.0113,0.0102,0.0120,0.0110
uie,0.0044,0.0040,0.0034,0.0049,0.0048,0.0066,0.0116,0.0108,0.0105
uii,0.0051,0.0055,0.0040,0.0064,0.0052,0.0069,0.0081,0.0079,0.0093
uil,0.0057,0.0063,0.0037,0.0063,0.0040,0.0068,0.0084,0.0076,0.0104
uin,0.0054,0.0057,0.0034,0.0055,0.0053,0.0076,0.0073,0.0083,0.0087
uine,0.0066,0.0052,0.0029,0.0070,0.0081,0.0095,0.0123,0.0118,0.0139
uir,0.0051,0.0051,0.0034,0.0065,0.0040,0.0063,0.0071,0.0095,0.0118
uis,0.0080,0.0062,0.0069,0.0076,0.0079,0.0073,0.0086,0.0090,0.0092
uit,0.0033,0.0031,0.0030,0.0050,0.0032,0.0040,0.0058,0.0062,0.0067
ule,0.0029,0.0056,0.0049,0.0066,0.0053,0.0061,0.0111,0.0097,0.0109
uli,0.0055,0.0054,0.0043,0.0076,0.0048,0.0073,0.0076,0.0097,0.0121
ultra,0.0035,0.0078,0.0082,0.0047,0.0039,0.0034,0.0061,0.0044,0.0039
una,0.0054,0.0183,0.0099,0.0071,0.0088,0.0108,0.0079,0.0065,0.0160
unanime,0.0018,0.0050,0.0065,0.0033,0.0046,0.0050,0.0064,0.0056,0.0057
unanimement,0.0033,0.0042,0.0094,0.0053,0.0050,0.0062,0.0101,0.0090,0.0093
unc,0.0050,0.0032,0.0026,0.0042,0.0031,0.0035,0.0053,0.0058,0.0060
unde,0.0036,0.0030,0.0071,0.0031,0.0034,0.0020,0.0046,0.0019,0.0012
une,0.0018,0.0019,0.0030,0.0024,0.0029,0.0035,0.0049,0.0048,0.0039
unes,0.0016,0.0016,0.0016,0.0021,0.0023,0.0029,0.0025,0.0024,0.0021
uni,0.0043,0.0048,0.0040,0.0047,0.0050,0.0053,0.0051,0.0050,0.0043
unie,0.0025,0.0043,0.0033,0.0041,0.0029,0.0051,0.0040,0.0040,0.0039
unies,0.0018,0.0030,0.0048,0.0054,0.0035,0.0033,0.0040,0.0049,0.0032
unifie,0.0075,0.0053,0.0049,0.0288,0.0074,0.0146,0.0186,0.0202,0.0207
uniforme,0.0087,0.0067,0.0137,0.0090,0.0122,0.0190,0.0134,0.0116,0.0097
union,0.0032,0.0023,0.0029,0.0029,0.0034,0.0036,0.0038,0.0040,0.0035
unique,0.0031,0.0025,0.0040,0.0037,0.0042,0.0044,0.0048,0.0044,0.0045
uniquement,0.0069,0.0067,0.0080,0.0069,0.0086,0.0067,0.0063,0.0050,0.0054
unir,0.0034,0.0030,0.0058,0.0044,0.0051,0.0068,0.0062,0.0054,0.0044
unis,0.0033,0.0037,0.0038,0.0032,0.0039,0.0047,0.0054,0.0092,0.0140
unit,0.0023,0.0032,0.0043,0.0042,0.0055,0.0078,0.0076,0.0061,0.0047
unité,0.0070,0.0022,0.0045,0.0049,0.0056,0.0088,0.0083,0.0079,0.0111
univers,0.0036,0.0048,0.0076,0.0089,0.0112,0.0094,0.0096,0.0062,0.0058
universel,0.0041,0.0038,0.0066,0.0050,0.0076,0.0087,0.0093,0.0086,0.0081
universelle,0.0027,0.0041,0.0052,0.0075,0.0073,0.0070,0.0082,0.0081,0.0078
university,0.0021,0.0028,0.0015,0.0016,0.0021,0.0015,0.0021,0.0020,0.0071
unl,0.0059,0.0055,0.0038,0.0066,0.0067,0.0076,0.0108,0.0125,0.0113
uno,0.0060,0.0134,0.0087,0.0076,0.0058,0.0045,0.0087,0.0052,0.0070
unquam,0.0061,0.0035,0.0083,0.0028,0.0019,0.0014,0.0035,0.0021,0.0009
uns,0.0017,0.0021,0.0020,0.0022,0.0022,0.0028,0.0025,0.0029,0.0022
unt,0.0031,0.0041,0.0033,0.0047,0.0032,0.0039,0.0069,0.0064,0.0083
unum,0.0046,0.0054,0.0066,0.0033,0.0029,0.0023,0.0044,0.0022,0.0023
unus,0.0033,0.0079,0.0080,0.0039,0.0024,0.0027,0.0045,0.0020,0.0014
upon,0.0006,0.0026,0.0007,0.0009,0.0043,0.0018,0.0015,0.0011,0.0032
ure,0.0054,0.0070,0.0060,0.0075,0.0082,0.0090,0.0085,0.0109,0.0082
ures,0.0040,0.0049,0.0067,0.0068,0.0096,0.0119,0.0115,0.0156,0.0074
uri,0.0052,0.0048,0.0063,0.0086,0.0070,0.0075,0.0095,0.0112,0.0106
urs,0.0060,0.0059,0.0054,0.0098,0.0078,0.0077,0.0086,0.0103,0.0070
usa,0.0046,0.0064,0.0071,0.0117,0.0110,0.0066,0.0077,0.0071,0.0035
usage,0.0027,0.0026,0.0028,0.0023,0.0027,0.0034,0.0028,0.0025,0.0021
usages,0.0041,0.0051,0.0052,0.0071,0.0056,0.0070,0.0051,0.0050,0.0040
usances,0.0027,0.0018,0.0018,0.0020,0.0031,0.0082,0.0046,0.0024,0.0122
use,0.0028,0.0027,0.0034,0.0025,0.0033,0.0037,0.0048,0.0036,0.0034
usent,0.0139,0.0058,0.0052,0.0060,0.0065,0.0043,0.0070,0.0068,0.0026
user,0.0042,0.0030,0.0028,0.0036,0.0039,0.0040,0.0043,0.0037,0.0036
usi,0.0033,0.0040,0.0033,0.0028,0.0036,0.0038,0.0056,0.0056,0.0055
usque,0.0083,0.0162,0.0192,0.0061,0.0033,0.0025,0.0079,0.0034,0.0026
ustion,0.0045,0.0061,0.0038,0.0076,0.0082,0.0172,0.0149,0.0122,0.0108
usé,0.0118,0.0041,0.0056,0.0061,0.0054,0.0049,0.0051,0.0059,0.0050
ute,0.0029,0.0031,0.0028,0.0036,0.0055,0.0062,0.0056,0.0074,0.0065
uti,0.0045,0.0047,0.0076,0.0090,0.0070,0.0064,0.0086,0.0079,0.0050
utile,0.0036,0.0035,0.0035,0.0039,0.0050,0.0059,0.0054,0.0050,0.0049
utilement,0.0046,0.0037,0.0042,0.0035,0.0059,0.0059,0.0065,0.0055,0.0041
utiles,0.0039,0.0034,0.0032,0.0032,0.0052,0.0062,0.0049,0.0045,0.0036
utilité,0.0045,0.0035,0.0038,0.0037,0.0053,0.0062,0.0048,0.0051,0.0043
utique,0.0044,0.0062,0.0125,0.0066,0.0051,0.0064,0.0115,0.0075,0.0061
utre,0.0120,0.0091,0.0048,0.0085,0.0090,0.0097,0.0095,0.0163,0.0140
vacation,0.0121,0.0120,0.0038,0.0039,0.0047,0.0055,0.0039,0.0058,0.0044
vacations,0.0072,0.0107,0.0051,0.0027,0.0030,0.0053,0.0041,0.0053,0.0039
vache,0.0032,0.0022,0.0020,0.0033,0.0035,0.0045,0.0042,0.0042,0.0061
vaches,0.0036,0.0024,0.0026,0.0035,0.0022,0.0048,0.0054,0.0067,0.0046
vafe,0.0031,0.0028,0.0049,0.0027,0.0116,0.0056,0.0086,0.0078,0.0048
vague,0.0056,0.0059,0.0100,0.0095,0.0129,0.0115,0.0151,0.0111,0.0113
vagues,0.0036,0.0030,0.0042,0.0046,0.0058,0.0057,0.0073,0.0067,0.0046
vai,0.0048,0.0049,0.0090,0.0068,0.0074,0.0065,0.0065,0.0084,0.0067
vail,0.0054,0.0053,0.0067,0.0080,0.0095,0.0089,0.0087,0.0112,0.0046
vaillance,0.0074,0.0043,0.0047,0.0113,0.0089,0.0098,0.0115,0.0124,0.0133
vaillant,0.0058,0.0037,0.0066,0.0040,0.0035,0.0051,0.0058,0.0093,0.0031
vaille,0.0056,0.0054,0.0034,0.0078,0.0047,0.0073,0.0091,0.0065,0.0056
vain,0.0033,0.0030,0.0044,0.0041,0.0041,0.0037,0.0053,0.0048,0.0037
vaincre,0.0042,0.0044,0.0070,0.0070,0.0070,0.0063,0.0078,0.0066,0.0057
vaincu,0.0035,0.0044,0.0079,0.0047,0.0050,0.0041,0.0052,0.0053,0.0040
vaincus,0.0042,0.0045,0.0095,0.0063,0.0060,0.0052,0.0067,0.0060,0.0046
vaine,0.0042,0.0032,0.0068,0.0048,0.0068,0.0062,0.0078,0.0071,0.0055
vainement,0.0051,0.0048,0.0092,0.0090,0.0133,0.0149,0.0154,0.0144,0.0098
vaines,0.0038,0.0048,0.0062,0.0051,0.0070,0.0077,0.0062,0.0060,0.0064
vainqueur,0.0031,0.0026,0.0048,0.0040,0.0044,0.0036,0.0049,0.0050,0.0031
vainqueurs,0.0042,0.0058,0.0140,0.0084,0.0069,0.0063,0.0082,0.0069,0.0052
vains,0.0031,0.0034,0.0063,0.0050,0.0066,0.0053,0.0074,0.0069,0.0050
vais,0.0018,0.0018,0.0020,0.0020,0.0020,0.0026,0.0024,0.0039,0.0021
vaisseau,0.0020,0.0019,0.0024,0.0026,0.0024,0.0027,0.0027,0.0030,0.0030
vaisseaux,0.0018,0.0020,0.0024,0.0028,0.0025,0.0033,0.0030,0.0040,0.0026
vaisselle,0.0028,0.0018,0.0029,0.0031,0.0027,0.0037,0.0038,0.0036,0.0036
val,0.0044,0.0058,0.0043,0.0049,0.0065,0.0056,0.0065,0.0076,0.0074
valable,0.0029,0.0007,0.0040,0.0020,0.0103,0.0045,0.0026,0.0027,0.0020
valablement,0.0053,0.0025,0.0044,0.0028,0.0045,0.0085,0.0058,0.0048,0.0030
valables,0.0052,0.0022,0.0034,0.0023,0.0029,0.0047,0.0058,0.0038,0.0019
vale,0.0085,0.0157,0.0076,0.0163,0.0039,0.0084,0.0078,0.0063,0.0052
valence,0.0021,0.0034,0.0022,0.0025,0.0036,0.0052,0.0051,0.0129,0.0044
valent,0.0056,0.0056,0.0044,0.0054,0.0043,0.0068,0.0065,0.0058,0.0045
valere,0.0103,0.0056,0.0099,0.0040,0.0083,0.0033,0.0114,0.0076,0.0048
valet,0.0038,0.0023,0.0028,0.0024,0.0027,0.0029,0.0027,0.0041,0.0041
valets,0.0049,0.0025,0.0024,0.0026,0.0022,0.0030,0.0036,0.0041,0.0035
valeur,0.0020,0.0025,0.0026,0.0020,0.0023,0.0039,0.0028,0.0026,0.0028
valeurs,0.0025,0.0040,0.0050,0.0041,0.0094,0.0189,0.0098,0.0107,0.0092
validité,0.0022,0.0027,0.0047,0.0028,0.0050,0.0054,0.0054,0.0065,0.0053
vallon,0.0070,0.0116,0.0103,0.0068,0.0090,0.0137,0.0143,0.0138,0.0091
vallée,0.0075,0.0039,0.0071,0.0072,0.0037,0.0038,0.0062,0.0082,0.0082
vallées,0.0068,0.0054,0.0055,0.0124,0.0060,0.0055,0.0093,0.0090,0.0059
valoient,0.0029,0.0030,0.0030,0.0035,0.0037,0.0041,0.0062,0.0049,0.0027
valoir,0.0037,0.0031,0.0038,0.0032,0.0034,0.0040,0.0033,0.0032,0.0026
valois,0.0069,0.0095,0.0053,0.0065,0.0068,0.0066,0.0059,0.0062,0.0056
valoit,0.0019,0.0020,0.0028,0.0028,0.0028,0.0030,0.0035,0.0038,0.0026
valu,0.0049,0.0026,0.0037,0.0041,0.0046,0.0060,0.0075,0.0067,0.0051
valut,0.0043,0.0035,0.0045,0.0043,0.0056,0.0060,0.0111,0.0125,0.0071
valère,0.0019,0.0013,0.0019,0.0027,0.0009,0.0015,0.0026,0.0015,0.0008
van,0.0037,0.0035,0.0057,0.0063,0.0031,0.0050,0.0063,0.0051,0.0056
vanité,0.0049,0.0045,0.0066,0.0057,0.0084,0.0067,0.0085,0.0063,0.0055
vanneau,0.0017,0.0009,0.0012,0.0057,0.0011,0.0014,0.0047,0.0024,0.0018
vans,0.0052,0.0122,0.0083,0.0067,0.0085,0.0073,0.0068,0.0076,0.0052
vant,0.0037,0.0053,0.0058,0.0066,0.0058,0.0055,0.0050,0.0059,0.0047
vantage,0.0037,0.0052,0.0122,0.0135,0.0110,0.0104,0.0079,0.0116,0.0061
vante,0.0053,0.0056,0.0091,0.0120,0.0074,0.0073,0.0079,0.0079,0.0052
vantent,0.0019,0.0024,0.0028,0.0053,0.0039,0.0048,0.0067,0.0061,0.0038
vanter,0.0054,0.0035,0.0052,0.0050,0.0066,0.0057,0.0075,0.0068,0.0051
vantes,0.0098,0.0106,0.0138,0.0153,0.0186,0.0213,0.0164,0.0153,0.0094
vapeur,0.0008,0.0010,0.0019,0.0018,0.0033,0.0063,0.0055,0.0063,0.0036
vapeurs,0.0010,0.0010,0.0024,0.0033,0.0040,0.0060,0.0048,0.0045,0.0032
vaquer,0.0052,0.0058,0.0055,0.0069,0.0051,0.0067,0.0094,0.0067,0.0055
var,0.0115,0.0147,0.0089,0.0131,0.0212,0.0079,0.0371,0.0199,0.0284
variation,0.0024,0.0016,0.0041,0.0148,0.0058,0.0121,0.0084,0.0071,0.0048
varie,0.0096,0.0073,0.0115,0.0119,0.0138,0.0266,0.0142,0.0093,0.0064
varier,0.0061,0.0060,0.0089,0.0113,0.0178,0.0240,0.0128,0.0077,0.0064
variété,0.0019,0.0023,0.0039,0.0053,0.0061,0.0078,0.0057,0.0063,0.0046
varron,0.0035,0.0023,0.0041,0.0025,0.0027,0.0024,0.0082,0.0039,0.0008
vas,0.0025,0.0028,0.0027,0.0029,0.0033,0.0038,0.0044,0.0058,0.0041
vase,0.0019,0.0012,0.0029,0.0047,0.0046,0.0063,0.0055,0.0046,0.0060
vases,0.0067,0.0032,0.0031,0.0059,0.0059,0.0082,0.0084,0.0068,0.0054
vassaux,0.0027,0.0021,0.0028,0.0066,0.0029,0.0034,0.0048,0.0059,0.0047
vaste,0.0035,0.0038,0.0043,0.0046,0.0047,0.0054,0.0057,0.0047,0.0038
vastes,0.0046,0.0052,0.0062,0.0061,0.0067,0.0076,0.0080,0.0067,0.0052
vatican,0.0046,0.0035,0.0042,0.0019,0.0054,0.0059,0.0078,0.0049,0.0039
vau,0.0127,0.0117,0.0081,0.0096,0.0123,0.0228,0.0165,0.0226,0.0141
vaudroit,0.0029,0.0021,0.0029,0.0020,0.0026,0.0078,0.0056,0.0049,0.0030
vaut,0.0021,0.0024,0.0022,0.0025,0.0026,0.0031,0.0033,0.0033,0.0028
vautre,0.0089,0.0051,0.0084,0.0039,0.0042,0.0048,0.0058,0.0054,0.0048
vaux,0.0072,0.0051,0.0064,0.0079,0.0065,0.0072,0.0072,0.0083,0.0070
vcr,0.0047,0.0052,0.0038,0.0052,0.0043,0.0047,0.0055,0.0094,0.0110
vcrs,0.0051,0.0055,0.0036,0.0056,0.0033,0.0034,0.0057,0.0086,0.0087
veau,0.0044,0.0119,0.0031,0.0037,0.0049,0.0043,0.0043,0.0045,0.0051
veaux,0.0093,0.0038,0.0060,0.0070,0.0060,0.0066,0.0062,0.0067,0.0042
vec,0.0053,0.0062,0.0067,0.0099,0.0066,0.0070,0.0063,0.0074,0.0058
vei,0.0052,0.0061,0.0149,0.0089,0.0061,0.0089,0.0095,0.0102,0.0084
veille,0.0039,0.0032,0.0053,0.0052,0.0043,0.0048,0.0053,0.0048,0.0048
veiller,0.0051,0.0039,0.0043,0.0052,0.0046,0.0055,0.0046,0.0038,0.0039
veilles,0.0035,0.0032,0.0054,0.0045,0.0073,0.0073,0.0102,0.0086,0.0050
veine,0.0014,0.0012,0.0037,0.0012,0.0034,0.0107,0.0084,0.0050,0.0032
veines,0.0014,0.0016,0.0028,0.0035,0.0030,0.0060,0.0065,0.0044,0.0038
vel,0.0062,0.0057,0.0077,0.0058,0.0056,0.0058,0.0055,0.0049,0.0048
velle,0.0038,0.0047,0.0068,0.0078,0.0076,0.0064,0.0062,0.0072,0.0049
vellent,0.0118,0.0187,0.0091,0.0190,0.0066,0.0172,0.0193,0.0114,0.0100
velles,0.0074,0.0069,0.0122,0.0083,0.0077,0.0086,0.0074,0.0089,0.0053
velours,0.0026,0.0067,0.0026,0.0030,0.0020,0.0048,0.0044,0.0051,0.0034
vement,0.0042,0.0037,0.0040,0.0045,0.0042,0.0050,0.0038,0.0039,0.0034
ven,0.0106,0.0113,0.0106,0.0097,0.0094,0.0099,0.0077,0.0084,0.0080
venait,0.0040,0.0012,0.0019,0.0013,0.0018,0.0029,0.0047,0.0054,0.0057
venans,0.0084,0.0058,0.0084,0.0040,0.0045,0.0027,0.0036,0.0094,0.0015
venant,0.0031,0.0034,0.0051,0.0041,0.0085,0.0158,0.0045,0.0092,0.0044
vend,0.0033,0.0024,0.0027,0.0033,0.0032,0.0047,0.0047,0.0042,0.0035
vendant,0.0105,0.0079,0.0097,0.0063,0.0121,0.0196,0.0132,0.0088,0.0065
vendent,0.0036,0.0029,0.0023,0.0042,0.0033,0.0050,0.0049,0.0050,0.0033
vendeur,0.0032,0.0014,0.0016,0.0018,0.0023,0.0044,0.0050,0.0038,0.0026
vendeurs,0.0444,0.0069,0.0073,0.0035,0.0080,0.0142,0.0161,0.0069,0.0048
vendit,0.0062,0.0058,0.0051,0.0046,0.0058,0.0057,0.0080,0.0062,0.0038
vendoit,0.0089,0.0049,0.0067,0.0058,0.0060,0.0077,0.0080,0.0061,0.0045
vendre,0.0024,0.0019,0.0022,0.0021,0.0023,0.0027,0.0029,0.0026,0.0023
vendredi,0.0064,0.0052,0.0031,0.0024,0.0070,0.0083,0.0074,0.0061,0.0042
vendu,0.0033,0.0019,0.0024,0.0020,0.0025,0.0035,0.0056,0.0032,0.0024
vendue,0.0037,0.0018,0.0017,0.0022,0.0031,0.0056,0.0068,0.0040,0.0028
vendues,0.0030,0.0011,0.0029,0.0018,0.0033,0.0047,0.0034,0.0044,0.0030
vendus,0.0051,0.0016,0.0033,0.0032,0.0028,0.0040,0.0046,0.0044,0.0047
vendôme,0.0019,0.0021,0.0027,0.0008,0.0010,0.0014,0.0017,0.0021,0.0026
venez,0.0020,0.0017,0.0027,0.0025,0.0027,0.0032,0.0033,0.0057,0.0033
vengeance,0.0030,0.0041,0.0065,0.0057,0.0044,0.0036,0.0061,0.0057,0.0046
venger,0.0031,0.0029,0.0047,0.0040,0.0038,0.0038,0.0047,0.0048,0.0036
veni,0.0042,0.0057,0.0143,0.0033,0.0031,0.0028,0.0047,0.0052,0.0029
venin,0.0053,0.0038,0.0045,0.0062,0.0047,0.0050,0.0086,0.0050,0.0034
venir,0.0029,0.0024,0.0024,0.0023,0.0019,0.0022,0.0023,0.0030,0.0021
venire,0.0036,0.0046,0.0077,0.0035,0.0020,0.0040,0.0071,0.0044,0.0064
venise,0.0022,0.0029,0.0025,0.0025,0.0039,0.0041,0.0047,0.0039,0.0039
venit,0.0048,0.0032,0.0097,0.0029,0.0013,0.0018,0.0035,0.0019,0.0012
venoient,0.0028,0.0037,0.0051,0.0052,0.0044,0.0056,0.0051,0.0056,0.0036
venois,0.0031,0.0055,0.0077,0.0091,0.0062,0.0080,0.0061,0.0076,0.0051
venoit,0.0016,0.0017,0.0022,0.0024,0.0024,0.0025,0.0031,0.0032,0.0023
venons,0.0014,0.0013,0.0023,0.0019,0.0027,0.0040,0.0031,0.0023,0.0018
vent,0.0016,0.0019,0.0020,0.0021,0.0019,0.0021,0.0023,0.0025,0.0019
vente,0.0033,0.0023,0.0028,0.0026,0.0036,0.0038,0.0032,0.0036,0.0037
venter,0.0113,0.0111,0.0080,0.0129,0.0228,0.0245,0.0146,0.0127,0.0069
ventes,0.0063,0.0045,0.0072,0.0056,0.0057,0.0077,0.0058,0.0064,0.0047
ventre,0.0029,0.0024,0.0023,0.0036,0.0029,0.0053,0.0049,0.0040,0.0029
vents,0.0019,0.0017,0.0019,0.0034,0.0024,0.0027,0.0032,0.0030,0.0027
venu,0.0017,0.0015,0.0019,0.0021,0.0018,0.0021,0.0021,0.0029,0.0020
venue,0.0035,0.0036,0.0041,0.0038,0.0036,0.0041,0.0036,0.0047,0.0032
venues,0.0031,0.0030,0.0048,0.0060,0.0047,0.0042,0.0061,0.0083,0.0048
venus,0.0034,0.0039,0.0043,0.0046,0.0041,0.0040,0.0047,0.0052,0.0044
ver,0.0046,0.0043,0.0054,0.0054,0.0056,0.0053,0.0052,0.0043,0.0042
vera,0.0092,0.0101,0.0107,0.0157,0.0083,0.0077,0.0077,0.0072,0.0038
verba,0.0084,0.0082,0.0159,0.0056,0.0050,0.0050,0.0101,0.0045,0.0021
verbal,0.0036,0.0026,0.0034,0.0033,0.0030,0.0031,0.0030,0.0036,0.0041
verbaux,0.0116,0.0065,0.0109,0.0032,0.0046,0.0043,0.0029,0.0044,0.0052
verbe,0.0012,0.0014,0.0029,0.0009,0.0032,0.0038,0.0060,0.0042,0.0072
verbis,0.0044,0.0049,0.0091,0.0034,0.0021,0.0018,0.0066,0.0027,0.0012
verd,0.0042,0.0051,0.0038,0.0072,0.0058,0.0052,0.0086,0.0048,0.0046
verds,0.0042,0.0022,0.0035,0.0044,0.0037,0.0048,0.0069,0.0042,0.0032
verdure,0.0026,0.0021,0.0040,0.0068,0.0040,0.0052,0.0069,0.0067,0.0050
vere,0.0062,0.0096,0.0123,0.0067,0.0056,0.0039,0.0116,0.0075,0.0057
verge,0.0036,0.0021,0.0020,0.0012,0.0051,0.0076,0.0078,0.0059,0.0077
verges,0.0033,0.0018,0.0034,0.0018,0.0037,0.0044,0.0059,0.0057,0.0035
veri,0.0068,0.0059,0.0053,0.0052,0.0023,0.0021,0.0034,0.0048,0.0022
veritable,0.0035,0.0030,0.0038,0.0026,0.0020,0.0009,0.0013,0.0022,0.0011
verité,0.0031,0.0032,0.0033,0.0032,0.0022,0.0023,0.0028,0.0059,0.0024
vermillon,0.0158,0.0067,0.0081,0.0184,0.0053,0.0083,0.0106,0.0067,0.0027
vernis,0.0090,0.0157,0.0273,0.0352,0.0224,0.0162,0.0228,0.0089,0.0052
vero,0.0048,0.0084,0.0120,0.0083,0.0037,0.0039,0.0063,0.0034,0.0031
verra,0.0020,0.0022,0.0024,0.0025,0.0027,0.0034,0.0031,0.0033,0.0028
verrai,0.0018,0.0014,0.0039,0.0050,0.0051,0.0040,0.0052,0.0093,0.0051
verras,0.0025,0.0013,0.0029,0.0026,0.0023,0.0037,0.0040,0.0093,0.0036
verre,0.0039,0.0025,0.0041,0.0031,0.0061,0.0044,0.0076,0.0038,0.0047
verres,0.0055,0.0053,0.0072,0.0081,0.0110,0.0086,0.0130,0.0083,0.0063
verrez,0.0018,0.0024,0.0024,0.0030,0.0028,0.0034,0.0040,0.0049,0.0035
verroit,0.0029,0.0036,0.0061,0.0066,0.0072,0.0080,0.0079,0.0077,0.0051
verrons,0.0023,0.0023,0.0037,0.0023,0.0031,0.0032,0.0033,0.0042,0.0032
verront,0.0104,0.0056,0.0038,0.0045,0.0045,0.0046,0.0036,0.0040,0.0036
vers,0.0019,0.0018,0.0028,0.0025,0.0031,0.0023,0.0024,0.0023,0.0023
versailles,0.0028,0.0018,0.0020,0.0012,0.0028,0.0033,0.0037,0.0054,0.0053
verse,0.0048,0.0024,0.0067,0.0039,0.0058,0.0096,0.0087,0.0072,0.0058
verser,0.0033,0.0031,0.0056,0.0054,0.0055,0.0077,0.0086,0.0075,0.0069
version,0.0044,0.0066,0.0101,0.0053,0.0073,0.0082,0.0087,0.0105,0.0046
versé,0.0032,0.0037,0.0075,0.0060,0.0075,0.0091,0.0121,0.0100,0.0108
vert,0.0061,0.0033,0.0077,0.0056,0.0057,0.0061,0.0077,0.0103,0.0101
verte,0.0069,0.0063,0.0030,0.0047,0.0060,0.0053,0.0064,0.0065,0.0049
vertes,0.0036,0.0033,0.0029,0.0042,0.0059,0.0069,0.0100,0.0095,0.0054
verts,0.0031,0.0027,0.0028,0.0030,0.0037,0.0054,0.0062,0.0073,0.0060
vertu,0.0037,0.0036,0.0035,0.0032,0.0047,0.0040,0.0055,0.0041,0.0042
vertueuse,0.0040,0.0036,0.0070,0.0082,0.0102,0.0126,0.0113,0.0132,0.0085
vertueux,0.0047,0.0057,0.0104,0.0064,0.0112,0.0076,0.0110,0.0087,0.0072
