# Mots stables — candidats local anchors
# format: mot | drift_moyen | drift_global

ceder	0.0022	0.0515
haut	0.0022	0.0812
devoit	0.0022	0.1023
faites	0.0022	0.0985
paroles	0.0022	0.0776
écuyer	0.0022	0.0519
joye	0.0022	0.0625
itaque	0.0022	0.0464
mille	0.0022	0.0958
presenter	0.0022	0.0406
entre	0.0022	0.0982
attachez	0.0022	0.0561
anvers	0.0022	0.0652
veux	0.0022	0.0868
diem	0.0022	0.0655
quintus	0.0022	0.0552
partie	0.0022	0.1017
confession	0.0022	0.0669
dequoi	0.0022	0.0606
duc	0.0022	0.0721
nerfs	0.0022	0.0714
part	0.0022	0.0834
mention	0.0022	0.0856
ans	0.0022	0.1022
perfonnes	0.0022	0.0630
n'a	0.0022	0.1116
paix	0.0022	0.0761
j'aimerois	0.0022	0.0676
cambray	0.0022	0.0540
nullité	0.0022	0.0688
belles	0.0022	0.0805
pardevant	0.0022	0.0622
peine	0.0022	0.0932
pouvez	0.0022	0.0924
printemps	0.0022	0.0611
voyage	0.0022	0.0725
rome	0.0022	0.0850
n'y	0.0022	0.0964
pourrions	0.0022	0.0788
d'où	0.0022	0.0884
vin	0.0022	0.0614
have	0.0022	0.0618
peintre	0.0022	0.0714
sous	0.0022	0.0872
veulent	0.0022	0.1038
genéraux	0.0022	0.0499
ayeul	0.0022	0.0582
prélats	0.0022	0.0816
difficult	0.0022	0.0845
pourrez	0.0022	0.0839
suis	0.0022	0.0843
garde	0.0022	0.0822
fut	0.0022	0.0935
viens	0.0022	0.0918
d'un	0.0022	0.1144
foi	0.0022	0.0687
faite	0.0022	0.0918
condamnez	0.0022	0.0596
maniére	0.0022	0.0726
quotient	0.0022	0.0592
clameur	0.0022	0.0839
celles	0.0022	0.1100
mariage	0.0022	0.0773
chez	0.0022	0.0914
marius	0.0022	0.0729
tuis	0.0022	0.0513
guenois	0.0022	0.0789
bâtir	0.0022	0.0795
donation	0.0022	0.0669
enfans	0.0022	0.0969
marchandises	0.0022	0.0774
armes	0.0022	0.0820
these	0.0022	0.0653
fûmes	0.0022	0.0752
refaits	0.0022	0.0518
mariée	0.0023	0.0689
fils	0.0023	0.1040
donner	0.0023	0.0996
repondit	0.0023	0.0575
sommes	0.0023	0.0938
procede	0.0023	0.0457
infinité	0.0023	0.1009
medecin	0.0023	0.0553
any	0.0023	0.0677
chosc	0.0023	0.0574
pourroit	0.0023	0.1065
also	0.0023	0.0884
n'ai	0.0023	0.1068
qu'à	0.0023	0.0923
veritable	0.0023	0.0475
après	0.0023	0.1087
jésus	0.0023	0.0600
conjoncture	0.0023	0.0730
generale	0.0023	0.0496
taken	0.0023	0.0988
prens	0.0023	0.0605
longue	0.0023	0.0841
aller	0.0023	0.0955
l'avoit	0.0023	0.0921
rendre	0.0023	0.0928
ecoliers	0.0023	0.0623
choie	0.0023	0.0660
humblement	0.0023	0.0756
sénéchaux	0.0023	0.0790
paier	0.0023	0.0525
l'eglise	0.0023	0.0644
partit	0.0023	0.0737
dit	0.0023	0.0913
peut	0.0023	0.1077
étoient	0.0023	0.1097
écrit	0.0023	0.0928
old	0.0023	0.0902
n'avait	0.0023	0.0848
imprimer	0.0023	0.0840
l'avoir	0.0023	0.0938
arrive	0.0023	0.0936
them	0.0023	0.0671
uns	0.0023	0.1040
l'experience	0.0023	0.0523
quantité	0.0023	0.0859
raconta	0.0023	0.0675
d'y	0.0023	0.0976
monastere	0.0023	0.0619
d'or	0.0023	0.0678
sergent	0.0023	0.0716
you	0.0023	0.0700
con	0.0023	0.0775
porte	0.0023	0.0889
donna	0.0023	0.0936
beau	0.0023	0.0856
vais	0.0023	0.0881
voulu	0.0023	0.0992
milieu	0.0023	0.0881
met	0.0023	0.0971
literature	0.0023	0.1079
heure	0.0023	0.0857
venons	0.0023	0.0917
yeux	0.0023	0.0992
carrosse	0.0023	0.0592
mourut	0.0023	0.0818
l'ai	0.0023	0.0926
ordre	0.0023	0.0957
ici	0.0023	0.0874
lisette	0.0023	0.0588
muscade	0.0023	0.0785
vanneau	0.0023	0.0517
mieux	0.0023	0.0784
argent	0.0023	0.0832
retourna	0.0023	0.0754
tre	0.0023	0.0920
ayent	0.0023	0.1015
heures	0.0023	0.0953
travailla	0.0023	0.0672
fort	0.0023	0.0917
termes	0.0023	0.0869
multipliant	0.0023	0.0745
fumier	0.0023	0.0664
prince	0.0023	0.0927
fille	0.0023	0.0903
l'a	0.0023	0.0994
l'infante	0.0023	0.0472
voit	0.0023	0.1027
maréchaux	0.0023	0.0666
table	0.0023	0.0734
ôtez	0.0023	0.0689
n'avons	0.0023	0.1074
trouvé	0.0023	0.0973
terroir	0.0023	0.0617
cale	0.0023	0.0739
allé	0.0023	0.0795
d'apparence	0.0023	0.0876
d'aller	0.0023	0.0941
boutique	0.0024	0.0803
propos	0.0024	0.0837
eglises	0.0024	0.0795
pourrons	0.0024	0.0811
devez	0.0024	0.0899
mariées	0.0024	0.0833
jeune	0.0024	0.0813
cable	0.0024	0.0661
represente	0.0024	0.0514
cabinet	0.0024	0.0759
troupes	0.0024	0.1019
petits	0.0024	0.0910
toute	0.0024	0.1028
vers	0.0024	0.0874
parties	0.0024	0.1039
n'eut	0.0024	0.0966
manqua	0.0024	0.0812
sont	0.0024	0.1105
vicaire	0.0024	0.0638
requête	0.0024	0.0730
chiens	0.0024	0.0829
vendre	0.0024	0.0820
gratuit	0.0024	0.0693
belle	0.0024	0.0927
abondance	0.0024	0.0693
impostures	0.0024	0.0676
pourvû	0.0024	0.0591
j'ai	0.0024	0.1114
équipage	0.0024	0.0750
servir	0.0024	0.0982
tremper	0.0024	0.0814
cuire	0.0024	0.0761
prix	0.0024	0.0911
proces	0.0024	0.0629
rang	0.0024	0.0931
maniere	0.0024	0.0943
achevé	0.0024	0.0962
venoit	0.0024	0.0937
grandes	0.0024	0.1014
docteurs	0.0024	0.0858
n'avez	0.0024	0.1031
pieds	0.0024	0.0984
meubles	0.0024	0.0828
avons	0.0024	0.1048
chambre	0.0024	0.0841
confuls	0.0024	0.0724
courrier	0.0024	0.0586
doit	0.0024	0.1149
matin	0.0024	0.0785
croyent	0.0024	0.0928
éloignez	0.0024	0.0689
couvert	0.0024	0.0826
tutelle	0.0024	0.0655
air	0.0024	0.0836
pourront	0.0024	0.1039
venir	0.0024	0.0974
arbre	0.0024	0.0893
alla	0.0024	0.0761
chacun	0.0024	0.1009
esté	0.0024	0.0791
d'abus	0.0024	0.0815
aurez	0.0024	0.0845
traité	0.0024	0.0846
fruits	0.0024	0.0944
ordres	0.0024	0.0942
permis	0.0024	0.0884
mit	0.0024	0.0892
coups	0.0024	0.1002
cro	0.0024	0.0837
remarques	0.0024	0.0938
pintes	0.0024	0.0783
fief	0.0024	0.0751
vient	0.0024	0.1051
juge	0.0024	0.0909
avait	0.0024	0.0845
jusqu'au	0.0024	0.1006
apôtres	0.0024	0.0721
plaît	0.0024	0.0828
conseillers	0.0024	0.0774
demeuré	0.0024	0.0808
pere	0.0024	0.0950
second	0.0024	0.1006
differens	0.0024	0.0687
tête	0.0024	0.0937
appelle	0.0024	0.1053
frere	0.0024	0.0926
parti	0.0024	0.0969
foye	0.0024	0.0507
bic	0.0024	0.0814
feux	0.0024	0.1080
pape	0.0024	0.0732
acheté	0.0024	0.0845
villeux	0.0024	0.0553
porter	0.0024	0.0982
été	0.0024	0.1234
écu	0.0024	0.0800
régle	0.0024	0.0738
adhuc	0.0024	0.0698
s'étoit	0.0024	0.1008
jardinier	0.0024	0.0539
villes	0.0024	0.0964
majesté	0.0024	0.0792
n'étoient	0.0024	0.1114
voulait	0.0024	0.0683
femmes	0.0024	0.0979
droits	0.0024	0.0877
moy	0.0024	0.0514
intelligible	0.0024	0.0827
puisse	0.0024	0.1122
angélique	0.0024	0.0465
necessaire	0.0024	0.0694
s'est	0.0024	0.1122
selon	0.0024	0.0959
evêques	0.0024	0.0830
arrivé	0.0024	0.1002
couleurs	0.0024	0.0906
voir	0.0024	0.0868
juan	0.0024	0.0730
était	0.0024	0.0862
lieutenants	0.0024	0.0608
justiciers	0.0024	0.0723
huissier	0.0024	0.0716
remontrer	0.0024	0.0450
tant	0.0024	0.0978
non	0.0024	0.0876
ensemble	0.0024	0.0968
reglement	0.0024	0.0732
campagne	0.0024	0.0836
comptant	0.0025	0.0690
gens	0.0025	0.1033
s'imaginent	0.0025	0.0829
faudra	0.0025	0.0935
branches	0.0025	0.0993
