rank,word,drift_1789,drift_moyen
7564,u'il,0.4451,0.5196
7565,meres,0.4451,0.4692
7566,quasi,0.4451,0.5599
7567,grossir,0.4451,0.4925
7568,places,0.4451,0.4423
7569,favorise,0.4450,0.4856
7570,l'écriture,0.4450,0.5942
7571,mai,0.4450,0.4763
7572,goûté,0.4450,0.5535
7573,présence,0.4450,0.4078
7574,terminée,0.4449,0.5327
7575,supérieure,0.4449,0.4370
7576,rétablir,0.4448,0.4115
7577,réparations,0.4448,0.4657
7578,xxxiv,0.4447,0.4331
7579,qu'y,0.4447,0.5127
7580,dénombrement,0.4447,0.5075
7581,plates,0.4447,0.4562
7582,passi,0.4447,0.5771
7583,évité,0.4447,0.4379
7584,deviné,0.4447,0.5263
7585,antique,0.4446,0.4798
7586,surprenante,0.4446,0.3752
7587,xliv,0.4446,0.5516
7588,foiblesse,0.4446,0.4181
7589,obtenir,0.4445,0.4154
7590,lie,0.4445,0.5582
7591,dignes,0.4445,0.4573
7592,nouvellement,0.4445,0.5061
7593,subit,0.4444,0.5294
7594,traitez,0.4444,0.4298
7595,blessures,0.4444,0.4155
7596,avertis,0.4443,0.3741
7597,voeu,0.4443,0.4506
7598,arabes,0.4443,0.4785
7599,naturel,0.4442,0.4322
7600,datée,0.4442,0.4529
7601,espérance,0.4442,0.3990
7602,aures,0.4442,0.4595
7603,venons,0.4441,0.4367
7604,ccr,0.4441,0.5165
7605,assemblage,0.4441,0.4039
7606,restitution,0.4441,0.4956
7607,coquille,0.4441,0.4674
7608,sincérité,0.4441,0.4506
7609,redouble,0.4440,0.4174
7610,entreprendre,0.4439,0.3860
7611,tp,0.4439,0.4859
7612,sunt,0.4439,0.4991
7613,rand,0.4439,0.4598
7614,sols,0.4439,0.3942
7615,cec,0.4438,0.4683
7616,possedent,0.4438,0.4681
7617,retranche,0.4438,0.4596
7618,dauphiné,0.4437,0.4236
7619,appréhender,0.4437,0.4836
7620,minutes,0.4437,0.4438
7621,eil,0.4437,0.4374
7622,véritables,0.4437,0.4608
7623,poursuivis,0.4437,0.4678
7624,imaginé,0.4436,0.4654
7625,rre,0.4436,0.5114
7626,aveu,0.4436,0.4368
7627,iar,0.4435,0.5156
7628,deniers,0.4435,0.4848
7629,old,0.4435,0.3639
7630,inconcevable,0.4434,0.5497
7631,muse,0.4434,0.4471
7632,arrivées,0.4434,0.4027
7633,colonie,0.4434,0.4619
7634,efj,0.4433,0.4677
7635,mary,0.4433,0.3261
7636,rétablissement,0.4433,0.4096
7637,séparés,0.4433,0.4753
7638,couvert,0.4432,0.5429
7639,inconvenient,0.4432,0.3269
7640,sincère,0.4432,0.4478
7641,journée,0.4432,0.4195
7642,ajoutant,0.4431,0.5520
7643,martyrs,0.4431,0.4222
7644,bronze,0.4431,0.4086
7645,mm,0.4431,0.6004
7646,courageux,0.4431,0.4385
7647,extrémités,0.4431,0.5294
7648,sort,0.4431,0.3959
7649,queue,0.4431,0.4363
7650,vt,0.4431,0.5078
7651,afrique,0.4430,0.4095
7652,castille,0.4430,0.4755
7653,dissiper,0.4430,0.4495
7654,opposer,0.4430,0.4781
7655,supprimer,0.4430,0.4781
7656,picardie,0.4430,0.4529
7657,impatience,0.4429,0.3821
7658,vécut,0.4429,0.4801
7659,qu'ii,0.4429,0.5186
7660,richement,0.4429,0.5149
7661,malheureux,0.4429,0.4314
7662,intelligible,0.4429,0.4956
7663,constitution,0.4428,0.4315
7664,festin,0.4428,0.4175
7665,tribunal,0.4428,0.5151
7666,cns,0.4428,0.4956
7667,décharger,0.4427,0.4125
7668,frappé,0.4427,0.4421
7669,cabinet,0.4427,0.3902
7670,pur,0.4427,0.5633
7671,guérir,0.4427,0.4563
7672,injustes,0.4426,0.4102
7673,rejette,0.4426,0.4769
7674,principes,0.4426,0.4345
7675,mutuellement,0.4425,0.4515
7676,ue,0.4425,0.4860
7677,fiege,0.4425,0.5570
7678,touchent,0.4424,0.4518
7679,parente,0.4424,0.4747
7680,servis,0.4424,0.4415
7681,ut,0.4423,0.5306
7682,renouveller,0.4423,0.4369
7683,cit,0.4423,0.4883
7684,bleus,0.4423,0.4008
7685,périt,0.4423,0.4827
7686,vêtus,0.4423,0.4695
7687,revenant,0.4422,0.5693
7688,refroidir,0.4422,0.4612
7689,engager,0.4422,0.4423
7690,pourquoi,0.4422,0.4150
7691,décrets,0.4421,0.4401
7692,opinion,0.4421,0.4268
7693,prêts,0.4421,0.4856
7694,exclus,0.4421,0.4394
7695,declaré,0.4420,0.4831
7696,risquer,0.4420,0.4298
7697,tyr,0.4420,0.5225
7698,haye,0.4420,0.4957
7699,j'aye,0.4419,0.3791
7700,anneau,0.4419,0.4147
7701,banque,0.4419,0.5005
7702,compétence,0.4419,0.5336
7703,infini,0.4419,0.3984
7704,zr,0.4419,0.4890
7705,spirituelle,0.4419,0.5460
7706,vieille,0.4418,0.4897
7707,nil,0.4418,0.4785
7708,pénétré,0.4418,0.4066
7709,danois,0.4418,0.5031
7710,aussi,0.4418,0.4532
7711,passions,0.4417,0.4546
7712,avides,0.4417,0.4835
7713,grandeurs,0.4417,0.4494
7714,lez,0.4417,0.5259
7715,attaché,0.4417,0.4725
7716,battent,0.4417,0.4144
7717,caverne,0.4416,0.4494
7718,heureusement,0.4416,0.4737
7719,souveraine,0.4416,0.4678
7720,rames,0.4415,0.4778
7721,riche,0.4415,0.4431
7722,actuelle,0.4415,0.5512
7723,rameaux,0.4414,0.4670
7724,the,0.4414,0.4757
7725,mesuré,0.4413,0.5680
7726,blâme,0.4413,0.4675
7727,méchante,0.4413,0.4899
7728,l'heureuse,0.4412,0.5179
7729,edits,0.4412,0.3773
7730,quàm,0.4412,0.4791
7731,barbare,0.4411,0.4722
7732,oie,0.4411,0.5699
7733,raisonnables,0.4410,0.4352
7734,usé,0.4410,0.4099
7735,clerc,0.4410,0.5275
7736,expédier,0.4409,0.4776
7737,animal,0.4409,0.3874
7738,impie,0.4409,0.4447
7739,divine,0.4409,0.4725
7740,fairc,0.4408,0.4986
7741,amener,0.4408,0.4177
7742,jr,0.4408,0.4708
7743,marquer,0.4408,0.4429
7744,exiger,0.4407,0.3915
7745,chaleurs,0.4407,0.4416
7746,autant,0.4407,0.5142
7747,l'exception,0.4407,0.4755
7748,abondant,0.4406,0.4408
7749,désir,0.4406,0.4085
7750,pi,0.4406,0.5563
7751,termes,0.4406,0.4515
7752,insulte,0.4405,0.4600
7753,consommé,0.4405,0.5353
7754,procura,0.4405,0.4598
7755,chaude,0.4404,0.3534
7756,chrif,0.4404,0.4594
7757,nicolas,0.4403,0.4721
7758,questions,0.4403,0.4135
7759,pais,0.4402,0.2509
7760,guinée,0.4402,0.5084
7761,farouche,0.4401,0.4529
7762,i'r,0.4401,0.4648
7763,laid,0.4401,0.4886
7764,rendons,0.4400,0.3717
7765,doutes,0.4400,0.4227
7766,cn,0.4400,0.5584
7767,labour,0.4400,0.5326
7768,l'argent,0.4400,0.4612
7769,ellcs,0.4400,0.4983
7770,étrangères,0.4399,0.5151
7771,esset,0.4399,0.4809
7772,exemptions,0.4399,0.4379
7773,gardez,0.4399,0.4931
7774,restent,0.4399,0.5506
7775,façons,0.4399,0.3676
7776,ror,0.4399,0.5297
7777,voyons,0.4398,0.4176
7778,crc,0.4398,0.4746
7779,jt,0.4398,0.4687
7780,placer,0.4397,0.4737
7781,quinzaine,0.4397,0.3960
7782,socrate,0.4397,0.5518
7783,horreurs,0.4397,0.3568
7784,réfléchir,0.4397,0.5031
7785,créance,0.4397,0.4432
7786,broche,0.4396,0.4433
7787,pr,0.4396,0.5394
7788,commencent,0.4396,0.3900
7789,pensées,0.4396,0.4210
7790,jeux,0.4396,0.4570
7791,l'hymen,0.4396,0.4113
7792,primes,0.4395,0.4881
7793,perche,0.4395,0.4666
7794,finir,0.4395,0.5067
7795,lendemain,0.4394,0.4404
7796,attendre,0.4394,0.4033
7797,term,0.4394,0.4699
7798,réjouir,0.4394,0.4207
7799,paisible,0.4394,0.4929
7800,tibre,0.4394,0.4667
7801,comparé,0.4394,0.4771
7802,l'incertitude,0.4393,0.5268
7803,l'élection,0.4393,0.5108
7804,vanter,0.4392,0.4338
7805,toiles,0.4392,0.4359
7806,d'exciter,0.4392,0.4843
7807,bienfait,0.4391,0.4639
7808,découvrit,0.4391,0.4481
7809,barcelone,0.4391,0.5230
7810,inventions,0.4391,0.3470
7811,evangile,0.4391,0.4346
7812,citation,0.4391,0.4645
7813,bal,0.4391,0.4277
7814,détours,0.4390,0.4445
7815,arraché,0.4390,0.4757
7816,lum,0.4390,0.3937
7817,faites,0.4390,0.4632
7818,liens,0.4390,0.4295
7819,remplis,0.4390,0.4188
7820,l'équité,0.4390,0.4529
7821,abraham,0.4389,0.5016
7822,ier,0.4389,0.5004
7823,guéri,0.4388,0.4923
7824,possibilité,0.4388,0.5034
7825,lumieres,0.4388,0.3632
7826,royau,0.4388,0.4777
7827,conquêtes,0.4388,0.4371
7828,apollon,0.4387,0.3968
7829,nourrice,0.4387,0.4636
7830,audience,0.4387,0.4465
7831,manqué,0.4387,0.4082
7832,tenter,0.4387,0.3844
7833,dissipe,0.4386,0.4232
7834,d'avouer,0.4386,0.4526
7835,préparée,0.4386,0.4682
7836,sorti,0.4385,0.4548
7837,profondes,0.4384,0.3999
7838,sais,0.4384,0.4199
7839,i'i,0.4384,0.4559
7840,habillement,0.4384,0.4410
7841,ncc,0.4384,0.4331
7842,coffre,0.4384,0.4372
7843,grossier,0.4383,0.4564
7844,utile,0.4383,0.4713
7845,ejf,0.4382,0.4405
7846,loco,0.4382,0.4330
7847,eis,0.4382,0.5137
7848,défiance,0.4382,0.4689
7849,dictionnaire,0.4382,0.5035
7850,balancer,0.4381,0.4419
7851,contenus,0.4381,0.4451
7852,has,0.4381,0.3664
7853,l'administration,0.4381,0.4303
7854,partent,0.4381,0.4685
7855,vingr,0.4381,0.4541
7856,l'être,0.4380,0.4777
7857,d'inde,0.4380,0.4522
7858,panier,0.4380,0.4229
7859,implorer,0.4380,0.4271
7860,profane,0.4380,0.5104
7861,lèvres,0.4379,0.4071
7862,constantin,0.4379,0.4398
7863,cu,0.4379,0.5327
7864,poussent,0.4379,0.4118
7865,fondez,0.4378,0.4880
7866,levres,0.4378,0.4517
7867,fatigues,0.4378,0.3982
7868,irt,0.4378,0.4757
7869,l'exil,0.4378,0.5197
7870,s'abandonner,0.4378,0.4899
7871,cherchant,0.4378,0.5434
7872,guy,0.4377,0.4781
7873,cendres,0.4377,0.4105
7874,merveilleuse,0.4376,0.4307
7875,grammont,0.4376,0.5513
7876,consuls,0.4376,0.4309
7877,hautement,0.4376,0.4063
7878,erc,0.4376,0.3578
7879,protestations,0.4375,0.3876
7880,l'échéance,0.4375,0.5159
7881,licu,0.4374,0.4985
7882,ébranlé,0.4374,0.4856
7883,renverser,0.4374,0.4222
7884,colonne,0.4373,0.4743
7885,omnes,0.4373,0.4458
7886,emporte,0.4372,0.4462
7887,cii,0.4372,0.5434
7888,s'oppose,0.4372,0.4680
7889,n'oublia,0.4372,0.4811
7890,enlever,0.4372,0.4441
7891,d'impatience,0.4372,0.4603
7892,lien,0.4371,0.4926
7893,séduire,0.4371,0.4764
7894,punir,0.4371,0.3821
7895,work,0.4370,0.2687
7896,hi,0.4370,0.5735
7897,satyres,0.4369,0.4162
7898,poitiers,0.4369,0.4490
7899,indispensable,0.4369,0.4565
7900,légat,0.4369,0.5077
7901,s'instruire,0.4368,0.4396
7902,antre,0.4368,0.4621
7903,latins,0.4368,0.4651
7904,qii,0.4367,0.5497
7905,meurtres,0.4367,0.4892
7906,rêve,0.4367,0.4303
7907,contenance,0.4367,0.4221
7908,exposition,0.4366,0.4630
7909,sang,0.4366,0.4816
7910,déplaisir,0.4366,0.4719
7911,magnifiquement,0.4366,0.5288
7912,deviner,0.4365,0.4508
7913,prudence,0.4365,0.4537
7914,annuel,0.4365,0.4201
7915,passée,0.4365,0.4532
7916,eo,0.4365,0.5333
7917,tum,0.4365,0.4910
7918,bravoure,0.4364,0.4977
7919,verras,0.4364,0.3892
7920,domine,0.4364,0.4867
7921,archers,0.4364,0.4063
7922,auli,0.4363,0.4620
7923,rg,0.4363,0.4619
7924,unquam,0.4363,0.3733
7925,qc,0.4362,0.4807
7926,éditions,0.4362,0.3892
7927,sint,0.4362,0.4635
7928,repentir,0.4362,0.4014
7929,iz,0.4362,0.4818
7930,dl,0.4362,0.5303
7931,retint,0.4362,0.4261
7932,cj,0.4361,0.4807
7933,boutique,0.4361,0.5117
7934,maigres,0.4361,0.4549
7935,égards,0.4360,0.4169
7936,moyen,0.4360,0.3713
7937,fanté,0.4360,0.4293
7938,erant,0.4360,0.4291
7939,zélé,0.4360,0.4308
7940,pêche,0.4360,0.4563
7941,pompe,0.4360,0.4076
7942,ecritures,0.4360,0.5249
7943,saisi,0.4360,0.4144
7944,vente,0.4359,0.5125
7945,soutiennent,0.4359,0.5463
7946,lot,0.4359,0.5402
7947,subir,0.4359,0.4332
7948,reprendre,0.4359,0.4559
7949,sers,0.4358,0.4017
7950,ainsi,0.4358,0.4937
7951,leva,0.4358,0.4069
7952,pernicieuse,0.4358,0.4549
7953,entretiens,0.4358,0.4357
7954,enter,0.4357,0.3833
7955,trajet,0.4357,0.5552
7956,propice,0.4357,0.4084
7957,forge,0.4357,0.5413
7958,oient,0.4356,0.4070
7959,éducation,0.4356,0.4331
7960,spectacles,0.4356,0.4276
7961,lucile,0.4356,0.4736
7962,dir,0.4355,0.4550
7963,vivres,0.4355,0.5081
7964,vaincu,0.4354,0.3860
7965,ailleurs,0.4354,0.5035
7966,enrichir,0.4354,0.4332
7967,voyages,0.4353,0.4773
7968,instruit,0.4353,0.4483
7969,digne,0.4353,0.4526
7970,brisé,0.4353,0.4561
7971,flandres,0.4353,0.3579
7972,communiqué,0.4352,0.5274
7973,vitesse,0.4352,0.5029
7974,posé,0.4352,0.4331
7975,occidentale,0.4352,0.4002
7976,distinctions,0.4351,0.3845
7977,blanchir,0.4351,0.4716
7978,chêne,0.4351,0.4199
7979,s'imagine,0.4351,0.3707
7980,saisies,0.4351,0.4349
7981,instruits,0.4351,0.3894
7982,other,0.4350,0.2719
7983,lyon,0.4350,0.4320
7984,entendu,0.4350,0.4698
7985,aillent,0.4350,0.4608
7986,herbe,0.4350,0.4096
7987,faveur,0.4349,0.4355
7988,demandent,0.4349,0.4352
7989,vaincus,0.4349,0.4265
7990,discrétion,0.4349,0.5030
7991,crt,0.4349,0.5331
7992,qu'après,0.4349,0.4211
7993,batterie,0.4349,0.4706
7994,salutaire,0.4349,0.5231
7995,fabrication,0.4348,0.4091
7996,tuteurs,0.4348,0.4301
7997,bourses,0.4348,0.5488
7998,arrière,0.4348,0.5764
7999,recevoir,0.4347,0.4959
8000,poule,0.4347,0.4282
8001,douceurs,0.4347,0.4019
8002,cacha,0.4347,0.5273
8003,d'horace,0.4347,0.5182
8004,emporté,0.4346,0.4816
8005,afiez,0.4346,0.5872
8006,ol,0.4346,0.5354
8007,pit,0.4346,0.4916
8008,l'accomplissement,0.4346,0.5747
8009,cc,0.4346,0.5499
8010,ois,0.4346,0.4963
8011,ordonnoit,0.4345,0.4453
8012,curieuses,0.4345,0.4773
8013,médecin,0.4345,0.5347
8014,iiv,0.4345,0.4965
8015,venit,0.4345,0.3775
8016,racheter,0.4344,0.5462
8017,pleurant,0.4344,0.4183
8018,derniers,0.4344,0.4727
8019,l'ancre,0.4344,0.4953
8020,confesser,0.4343,0.5169
8021,cachent,0.4343,0.4425
8022,contraintes,0.4343,0.4786
8023,prieuré,0.4342,0.4149
8024,songez,0.4342,0.4388
8025,l'origine,0.4342,0.4237
8026,nourris,0.4341,0.4165
8027,ero,0.4341,0.4640
8028,acc,0.4341,0.5587
8029,ss,0.4341,0.5430
8030,fortes,0.4341,0.3826
8031,troncs,0.4340,0.3874
8032,jadis,0.4340,0.4904
8033,pater,0.4340,0.4760
8034,signée,0.4339,0.4872
8035,bo,0.4339,0.4819
8036,parthes,0.4339,0.4480
8037,défait,0.4339,0.5094
8038,pt,0.4339,0.5120
8039,supposant,0.4338,0.4676
8040,avance,0.4338,0.4441
8041,gouvernent,0.4338,0.3955
8042,cuite,0.4337,0.4726
8043,enterré,0.4337,0.4673
8044,accomplir,0.4336,0.4790
8045,ace,0.4336,0.4802
8046,iu,0.4336,0.4884
8047,effrayé,0.4336,0.4647
8048,demi,0.4336,0.4156
8049,croyant,0.4336,0.4579
8050,exemplaire,0.4335,0.4765
8051,écrivant,0.4335,0.5284
8052,sommeil,0.4335,0.5270
8053,expofé,0.4335,0.5099
8054,degrés,0.4334,0.4566
8055,capitaines,0.4334,0.4432
8056,d'ouvrir,0.4334,0.4881
8057,remarqué,0.4333,0.4061
8058,pleines,0.4333,0.4156
8059,compris,0.4333,0.4462
8060,commanda,0.4333,0.3810
8061,l'adjudication,0.4333,0.4462
8062,ordinairement,0.4332,0.4405
8063,longue,0.4332,0.4513
8064,détruire,0.4332,0.3925
8065,côtés,0.4331,0.4116
8066,année,0.4330,0.4551
8067,mier,0.4330,0.4270
8068,deviennent,0.4330,0.3913
8069,parfaites,0.4330,0.4618
8070,version,0.4329,0.4427
8071,qu,0.4328,0.5207
8072,langage,0.4328,0.4733
8073,figne,0.4328,0.4629
8074,réveiller,0.4328,0.4955
8075,avanture,0.4327,0.3899
8076,eroit,0.4327,0.5136
8077,deuxième,0.4327,0.3783
8078,iter,0.4326,0.4181
8079,commandoit,0.4326,0.4234
8080,erreurs,0.4326,0.4723
8081,entrerent,0.4326,0.4116
8082,rompre,0.4325,0.4134
8083,vraies,0.4325,0.4635
8084,félon,0.4325,0.3771
8085,sortant,0.4325,0.4699
8086,éviter,0.4324,0.4625
8087,qu'est,0.4324,0.4143
8088,grece,0.4324,0.4568
8089,ates,0.4324,0.4367
8090,demandant,0.4324,0.5063
8091,artifices,0.4323,0.3817
8092,manda,0.4323,0.3729
8093,revenoit,0.4323,0.5006
8094,aima,0.4323,0.3992
8095,lieutenant,0.4323,0.4271
8096,regnes,0.4322,0.4662
8097,l'agitation,0.4322,0.4964
8098,chantre,0.4322,0.5691
8099,gro,0.4322,0.5123
8100,affliction,0.4322,0.4672
8101,joignent,0.4322,0.3981
8102,lys,0.4321,0.4914
8103,brillante,0.4321,0.4599
8104,tragédie,0.4320,0.3683
8105,qu'aucun,0.4320,0.4958
8106,comment,0.4320,0.4971
8107,d'icelle,0.4319,0.3811
8108,reconnoissancent,0.4319,0.4719
8109,persuader,0.4319,0.4524
8110,naquit,0.4318,0.4901
8111,dans,0.4318,0.4378
8112,conviens,0.4318,0.3915
8113,hec,0.4318,0.3760
8114,ml,0.4317,0.4896
8115,belles,0.4317,0.4518
8116,ene,0.4317,0.5526
8117,l'employer,0.4316,0.5412
8118,essentiels,0.4316,0.4399
8119,ccs,0.4316,0.4911
8120,ooo,0.4316,0.4833
8121,tige,0.4316,0.3595
8122,ns,0.4316,0.4810
8123,foutenu,0.4315,0.4372
8124,nuds,0.4315,0.4437
8125,exprime,0.4314,0.5362
8126,embarquer,0.4314,0.5324
8127,ombres,0.4314,0.5376
8128,seizième,0.4314,0.4693
8129,balle,0.4313,0.4324
8130,s'attacher,0.4313,0.4168
8131,coupant,0.4313,0.4561
8132,prononcé,0.4312,0.4856
8133,dlu,0.4312,0.4828
8134,contiennent,0.4312,0.4777
8135,papa,0.4311,0.4846
8136,troubler,0.4311,0.4053
8137,plura,0.4311,0.3556
8138,sergens,0.4310,0.3903
8139,contracter,0.4310,0.4804
8140,perse,0.4310,0.5011
8141,perfection,0.4309,0.4202
8142,odeur,0.4309,0.3926
8143,bic,0.4308,0.5494
8144,conservé,0.4308,0.4792
8145,prêt,0.4308,0.4383
8146,laval,0.4307,0.4468
8147,conduites,0.4307,0.4684
8148,habitude,0.4306,0.4175
8149,composée,0.4306,0.4597
8150,glorieux,0.4306,0.4422
8151,cun,0.4306,0.5264
8152,ibi,0.4305,0.5100
8153,alia,0.4305,0.4742
8154,dues,0.4305,0.4605
8155,capacité,0.4305,0.4211
8156,signées,0.4304,0.4574
8157,ornemens,0.4304,0.4297
8158,l'embouchure,0.4304,0.4431
8159,sels,0.4304,0.4303
8160,mcr,0.4304,0.4868
8161,l'espoir,0.4304,0.4553
8162,l'ouvrier,0.4303,0.5305
8163,éloigner,0.4302,0.4050
8164,demandez,0.4302,0.4066
8165,imprimée,0.4302,0.5213
8166,m'y,0.4301,0.3934
8167,prirent,0.4301,0.4422
8168,traitée,0.4301,0.3947
8169,perdrix,0.4301,0.4664
8170,bologne,0.4300,0.4419
8171,traduit,0.4300,0.3602
8172,méchans,0.4300,0.4867
8173,prodigue,0.4300,0.5058
8174,événemens,0.4300,0.3914
8175,chrétiennes,0.4299,0.4446
8176,exceptions,0.4299,0.4064
8177,répugnance,0.4299,0.4164
8178,morale,0.4299,0.4435
8179,raconte,0.4298,0.5110
8180,ode,0.4298,0.5424
8181,trés,0.4298,0.4800
8182,suivi,0.4298,0.4391
8183,commandez,0.4297,0.4988
8184,criant,0.4297,0.5051
8185,nuisibles,0.4297,0.4299
8186,ruses,0.4297,0.3938
8187,quoque,0.4297,0.4879
8188,dormir,0.4297,0.4849
8189,abuse,0.4297,0.3846
8190,jeu,0.4296,0.4524
8191,dévotion,0.4296,0.4471
8192,requête,0.4296,0.4253
8193,étonnée,0.4295,0.4689
8194,croyez,0.4294,0.4426
8195,épaisse,0.4294,0.3626
8196,monté,0.4294,0.4169
8197,ey,0.4294,0.5137
8198,articles,0.4294,0.4528
8199,lâcheté,0.4294,0.4429
8200,faible,0.4293,0.4539
8201,j'ose,0.4293,0.3955
8202,hoc,0.4293,0.4809
8203,quittance,0.4293,0.4115
8204,notaire,0.4293,0.4377
8205,ordonn,0.4293,0.4497
8206,drogues,0.4293,0.4152
8207,curieuse,0.4293,0.4824
8208,clercs,0.4293,0.4097
8209,trembler,0.4292,0.4069
8210,prouvé,0.4292,0.3716
8211,immuable,0.4292,0.4442
8212,galanterie,0.4291,0.4808
8213,innocentes,0.4291,0.4571
8214,cd,0.4291,0.5118
8215,lm,0.4291,0.4804
8216,florins,0.4290,0.4226
8217,perdues,0.4290,0.4842
8218,d'être,0.4290,0.5000
8219,ons,0.4289,0.4425
8220,fum,0.4289,0.3633
8221,marchoient,0.4289,0.4407
8222,trer,0.4289,0.4834
8223,exigé,0.4288,0.4957
8224,longueurs,0.4288,0.4740
8225,parois,0.4288,0.5243
8226,souhaitoit,0.4288,0.3917
8227,japon,0.4288,0.4746
8228,connus,0.4288,0.3770
8229,tanti,0.4287,0.3478
8230,incompatibles,0.4287,0.4958
8231,cuit,0.4287,0.4382
8232,quod,0.4287,0.4539
8233,populace,0.4287,0.4301
8234,contentement,0.4286,0.4355
8235,ames,0.4286,0.5192
8236,corriger,0.4285,0.4413
8237,condamné,0.4285,0.4951
8238,qu'au,0.4285,0.4934
8239,jusqu'i,0.4285,0.5314
8240,indépendamment,0.4285,0.4954
8241,acquis,0.4284,0.5091
8242,créer,0.4284,0.4845
8243,arte,0.4283,0.3893
8244,dépouille,0.4283,0.4404
8245,tue,0.4283,0.4716
8246,boileau,0.4282,0.5514
8247,éclairci,0.4282,0.4566
8248,étonnante,0.4281,0.4347
8249,d'argent,0.4281,0.4646
8250,flancs,0.4281,0.4153
8251,portera,0.4281,0.4870
8252,justifie,0.4281,0.4520
8253,d'cn,0.4281,0.4896
8254,n'é,0.4280,0.4714
8255,l'afrique,0.4280,0.3963
8256,syrie,0.4280,0.4340
8257,l'obtenir,0.4280,0.4360
8258,dépendances,0.4280,0.4621
8259,sum,0.4280,0.4401
8260,eau,0.4280,0.4524
8261,solide,0.4280,0.4349
8262,excuser,0.4279,0.4416
8263,avoi,0.4279,0.5275
8264,tirent,0.4279,0.3844
8265,arrêtée,0.4279,0.4965
8266,sentier,0.4279,0.4710
8267,commencemens,0.4279,0.4129
8268,trouvant,0.4279,0.4355
8269,pars,0.4279,0.4701
8270,ceil,0.4279,0.5162
8271,fermées,0.4279,0.4770
8272,réelle,0.4278,0.4238
8273,étoffe,0.4278,0.4183
8274,c'ess,0.4277,0.4070
8275,cùm,0.4277,0.4236
8276,jeunes,0.4277,0.4640
8277,sévérité,0.4276,0.4973
8278,touchant,0.4276,0.5123
8279,obscurs,0.4276,0.4207
8280,hollandais,0.4276,0.5455
8281,censeur,0.4276,0.5322
8282,s'arrêta,0.4276,0.4556
8283,succetteur,0.4276,0.4655
8284,coupée,0.4274,0.4433
8285,fibi,0.4273,0.3722
8286,pontifes,0.4273,0.4234
8287,tz,0.4273,0.4651
8288,gouvernail,0.4272,0.4790
8289,écarté,0.4272,0.4581
8290,ux,0.4272,0.5117
8291,vase,0.4272,0.4397
8292,pou,0.4271,0.4799
8293,peres,0.4271,0.4375
8294,explications,0.4271,0.4287
8295,them,0.4270,0.3566
8296,offense,0.4270,0.4242
8297,pendu,0.4270,0.4452
8298,um,0.4270,0.4348
8299,pureté,0.4269,0.4291
8300,fc,0.4269,0.5394
8301,auquel,0.4269,0.4117
8302,relie,0.4269,0.4981
8303,celle,0.4269,0.4546
8304,lans,0.4268,0.3979
8305,greffe,0.4268,0.4404
8306,portez,0.4268,0.5600
8307,tournai,0.4268,0.5197
8308,pudeur,0.4268,0.4352
8309,inc,0.4268,0.5029
8310,vils,0.4268,0.4212
8311,triomphant,0.4268,0.4644
8312,enseigne,0.4267,0.4332
8313,juif,0.4267,0.5653
8314,honoré,0.4267,0.4267
8315,étudié,0.4267,0.4066
8316,voute,0.4266,0.4719
8317,jusqu'au,0.4265,0.5118
8318,l'arbre,0.4265,0.4758
8319,autel,0.4264,0.4706
8320,dare,0.4264,0.4288
8321,jaloux,0.4264,0.4238
8322,commentaires,0.4264,0.4156
8323,prévention,0.4263,0.4344
8324,tronc,0.4263,0.4408
8325,d'entrer,0.4262,0.4727
8326,capitole,0.4262,0.4498
8327,bonnes,0.4262,0.4790
8328,terra,0.4262,0.4517
8329,marquoit,0.4261,0.4305
8330,terreur,0.4261,0.3945
8331,mauvaises,0.4261,0.4525
8332,amende,0.4261,0.4038
8333,excita,0.4261,0.4759
8334,délivrée,0.4261,0.4394
8335,falut,0.4261,0.3935
8336,ignorance,0.4260,0.4042
8337,beautés,0.4260,0.4171
8338,âgé,0.4260,0.3849
8339,bouilli,0.4259,0.4428
8340,folie,0.4259,0.4337
8341,trouvez,0.4259,0.4775
8342,répondoit,0.4258,0.5084
8343,tenons,0.4258,0.4321
8344,trépas,0.4257,0.4542
8345,moulin,0.4256,0.4805
8346,pareille,0.4256,0.4838
8347,avertit,0.4256,0.3685
8348,miracles,0.4256,0.4382
8349,please,0.4256,0.2795
8350,cloître,0.4256,0.4764
8351,queflion,0.4256,0.5184
8352,entroit,0.4256,0.4556
8353,couverts,0.4255,0.3534
8354,vénération,0.4255,0.4284
8355,hymen,0.4255,0.3482
8356,résolution,0.4255,0.3300
8357,pointes,0.4255,0.3766
8358,emportement,0.4254,0.4020
8359,parchemin,0.4254,0.4682
8360,xxxv,0.4254,0.4430
8361,coquette,0.4253,0.4481
8362,acres,0.4253,0.5266
8363,sapin,0.4253,0.4580
8364,poura,0.4253,0.3928
8365,méchanceté,0.4253,0.4752
8366,injuste,0.4253,0.3812
8367,cri,0.4252,0.4500
8368,disputes,0.4252,0.3756
8369,ménagé,0.4252,0.4650
8370,rompt,0.4251,0.4194
8371,éteinte,0.4251,0.4476
8372,mine,0.4251,0.4774
8373,quid,0.4251,0.4918
8374,air,0.4250,0.3929
8375,miel,0.4250,0.4562
8376,déclare,0.4250,0.4683
8377,durs,0.4249,0.4471
8378,revenu,0.4249,0.5087
8379,dune,0.4249,0.5589
8380,actions,0.4249,0.3873
8381,partagez,0.4249,0.4404
8382,désagréable,0.4248,0.5169
