rank,word,drift_1789,drift_moyen
2034,entendez,0.6133,0.4915
2035,payen,0.6132,0.6968
2036,allier,0.6131,0.6251
2037,pafe,0.6131,0.5773
2038,lare,0.6131,0.6524
2039,innocente,0.6131,0.5505
2040,traitans,0.6130,0.5695
2041,opposa,0.6128,0.6136
2042,l'imitation,0.6128,0.5731
2043,aimables,0.6128,0.6065
2044,amoureux,0.6126,0.6312
2045,s'a,0.6125,0.6096
2046,deja,0.6125,0.5974
2047,inconnu,0.6125,0.6120
2048,admirablement,0.6124,0.5962
2049,d'an,0.6124,0.6127
2050,rochelle,0.6124,0.5250
2051,pié,0.6123,0.5291
2052,ani,0.6123,0.6189
2053,fendre,0.6123,0.5573
2054,rétabli,0.6123,0.5431
2055,tant,0.6123,0.6035
2056,bru,0.6123,0.6356
2057,camille,0.6122,0.6167
2058,aini,0.6122,0.6658
2059,l'autre,0.6122,0.6252
2060,gre,0.6122,0.6410
2061,journal,0.6122,0.6635
2062,impression,0.6122,0.5043
2063,précédent,0.6121,0.5392
2064,traitant,0.6121,0.6119
2065,perfectionner,0.6121,0.5958
2066,purger,0.6120,0.5892
2067,premièrement,0.6120,0.6307
2068,ko,0.6119,0.5994
2069,l'intelligence,0.6118,0.6463
2070,continent,0.6118,0.5785
2071,l'univers,0.6117,0.5931
2072,excellence,0.6117,0.6444
2073,tariere,0.6116,0.5797
2074,commandée,0.6116,0.6180
2075,gabelles,0.6115,0.5302
2076,l'oeil,0.6115,0.6020
2077,habiller,0.6114,0.6333
2078,généreux,0.6114,0.5318
2079,mouve,0.6112,0.6298
2080,tiques,0.6112,0.6168
2081,sucres,0.6112,0.5363
2082,puif,0.6112,0.5512
2083,aveuglement,0.6110,0.5595
2084,renommée,0.6109,0.6530
2085,fatigue,0.6108,0.6201
2086,coup,0.6108,0.6517
2087,voye,0.6107,0.5044
2088,révérence,0.6106,0.5495
2089,rempart,0.6106,0.5477
2090,peints,0.6106,0.5120
2091,nôtre,0.6105,0.4480
2092,hor,0.6105,0.6234
2093,cachet,0.6103,0.5355
2094,l'ame,0.6103,0.5874
2095,reçût,0.6102,0.5819
2096,atten,0.6102,0.6165
2097,valence,0.6102,0.4925
2098,sole,0.6102,0.5528
2099,s'appliquer,0.6102,0.5974
2100,consideré,0.6101,0.5543
2101,novi,0.6100,0.4562
2102,meurtrier,0.6099,0.5624
2103,l'af,0.6097,0.6464
2104,qne,0.6096,0.5991
2105,corneille,0.6096,0.5450
2106,barbier,0.6095,0.5502
2107,entreprend,0.6095,0.6643
2108,pêcher,0.6095,0.6229
2109,remontrer,0.6095,0.5290
2110,prevenir,0.6094,0.5916
2111,écarter,0.6094,0.5982
2112,d'éclat,0.6092,0.4977
2113,descend,0.6092,0.6150
2114,demeure,0.6092,0.6207
2115,milord,0.6091,0.5863
2116,commise,0.6091,0.5956
2117,net,0.6091,0.5737
2118,divi,0.6090,0.5951
2119,jon,0.6089,0.6014
2120,résolutions,0.6088,0.5083
2121,fig,0.6088,0.5651
2122,fuites,0.6087,0.6443
2123,pourvû,0.6087,0.3802
2124,quand,0.6086,0.6520
2125,çe,0.6086,0.6845
2126,trompé,0.6086,0.4748
2127,nme,0.6085,0.6329
2128,mathieu,0.6085,0.5037
2129,fet,0.6085,0.6056
2130,vraisemblance,0.6084,0.6498
2131,d'emprunter,0.6084,0.7031
2132,clans,0.6084,0.7053
2133,s'cn,0.6083,0.6222
2134,hem,0.6083,0.5353
2135,za,0.6083,0.5190
2136,liii,0.6082,0.6186
2137,refaire,0.6082,0.5433
2138,notable,0.6082,0.5329
2139,comparaison,0.6082,0.6005
2140,texte,0.6081,0.6487
2141,rennes,0.6080,0.6121
2142,ar,0.6078,0.6501
2143,prescrites,0.6078,0.5819
2144,regarder,0.6078,0.5343
2145,ouverts,0.6077,0.4962
2146,débit,0.6076,0.5924
2147,dorante,0.6076,0.4740
2148,ran,0.6075,0.6045
2149,ecf,0.6074,0.6187
2150,insensé,0.6074,0.6351
2151,doyen,0.6074,0.5727
2152,be,0.6073,0.5015
2153,fant,0.6073,0.6530
2154,franc,0.6073,0.6157
2155,contr,0.6073,0.5629
2156,souris,0.6073,0.5734
2157,conjecture,0.6072,0.5608
2158,composent,0.6072,0.6038
2159,ouis,0.6071,0.4424
2160,expriment,0.6071,0.6087
2161,dy,0.6069,0.6054
2162,opposans,0.6069,0.4793
2163,étend,0.6068,0.5726
2164,about,0.6067,0.4083
2165,ménie,0.6067,0.7001
2166,mie,0.6066,0.5962
2167,rion,0.6065,0.6748
2168,dol,0.6065,0.6166
2169,jui,0.6065,0.6532
2170,repete,0.6064,0.5327
2171,ela,0.6064,0.6459
2172,ligion,0.6064,0.6415
2173,memes,0.6063,0.5184
2174,cte,0.6061,0.5903
2175,fint,0.6061,0.4574
2176,qu'autrefois,0.6061,0.6446
2177,entretien,0.6060,0.5682
2178,l'heureux,0.6060,0.6397
2179,clairement,0.6060,0.5365
2180,perpétuel,0.6060,0.5819
2181,prétendre,0.6060,0.5343
2182,quille,0.6059,0.5880
2183,l'accepter,0.6059,0.6512
2184,metz,0.6059,0.4986
2185,indignation,0.6059,0.5558
2186,pare,0.6059,0.5784
2187,l'academie,0.6059,0.5322
2188,portées,0.6059,0.5604
2189,digestion,0.6058,0.6310
2190,ravage,0.6057,0.5568
2191,patient,0.6056,0.6541
2192,infideles,0.6055,0.6032
2193,come,0.6055,0.6559
2194,seville,0.6055,0.6107
2195,touchés,0.6054,0.4989
2196,qule,0.6054,0.5521
2197,l'étendue,0.6054,0.5587
2198,pente,0.6054,0.6322
2199,chancellerie,0.6053,0.5179
2200,tere,0.6053,0.6352
2201,mains,0.6053,0.5914
2202,chretiens,0.6052,0.5651
2203,reconnoissance,0.6052,0.5482
2204,mail,0.6052,0.6202
2205,distribué,0.6051,0.6197
2206,proprietaires,0.6051,0.5693
2207,redevable,0.6050,0.5824
2208,populaire,0.6050,0.5626
2209,aus,0.6050,0.6695
2210,sul,0.6050,0.6371
2211,liege,0.6049,0.5665
2212,d'athenes,0.6049,0.5520
2213,d'e,0.6049,0.5940
2214,viaire,0.6048,0.6318
2215,rififi,0.6048,0.6768
2216,bar,0.6047,0.5936
2217,l'orateur,0.6047,0.5969
2218,convenable,0.6047,0.5839
2219,présentes,0.6046,0.4818
2220,pour,0.6046,0.5698
2221,voyez,0.6045,0.6473
2222,assemblées,0.6044,0.5443
2223,lad,0.6044,0.5273
2224,juf,0.6044,0.5248
2225,up,0.6042,0.5325
2226,tromperie,0.6041,0.6151
2227,infidèle,0.6041,0.6265
2228,most,0.6040,0.5135
2229,prisonniers,0.6040,0.5959
2230,af,0.6040,0.6532
2231,qué,0.6038,0.6632
2232,abattu,0.6038,0.6158
2233,suite,0.6037,0.5598
2234,ordures,0.6037,0.6011
2235,toscane,0.6037,0.5986
2236,avee,0.6036,0.7570
2237,revolte,0.6036,0.5608
2238,frédéric,0.6036,0.6048
2239,lû,0.6036,0.3691
2240,cation,0.6035,0.5676
2241,tiers,0.6035,0.5351
2242,facilement,0.6035,0.6234
2243,inter,0.6035,0.5535
2244,rar,0.6034,0.5815
2245,fleuri,0.6034,0.5398
2246,rables,0.6034,0.5740
2247,consi,0.6033,0.5926
2248,genéral,0.6033,0.4786
2249,ora,0.6033,0.5274
2250,abonde,0.6033,0.5877
2251,vien,0.6033,0.6213
2252,fondement,0.6032,0.5514
2253,pardessus,0.6032,0.5822
2254,entiérement,0.6032,0.5836
2255,ilne,0.6031,0.5945
2256,classe,0.6031,0.5733
2257,ifr,0.6030,0.6355
2258,sto,0.6030,0.5886
2259,délicate,0.6030,0.5842
2260,dai,0.6029,0.5360
2261,examinant,0.6029,0.5663
2262,ferve,0.6028,0.5310
2263,jugées,0.6028,0.5537
2264,poussée,0.6028,0.5756
2265,l'officier,0.6027,0.6318
2266,expérience,0.6027,0.5018
2267,just,0.6026,0.5217
2268,échouer,0.6026,0.5520
2269,exposer,0.6024,0.5817
2270,ga,0.6024,0.6313
2271,anti,0.6024,0.6353
2272,proportionnée,0.6023,0.5288
2273,zs,0.6023,0.5023
2274,bles,0.6022,0.5730
2275,bu,0.6021,0.5390
2276,von,0.6021,0.6675
2277,ruiné,0.6020,0.6224
2278,roles,0.6020,0.6161
2279,croître,0.6019,0.6214
2280,seu,0.6018,0.5684
2281,mane,0.6017,0.5469
2282,mne,0.6016,0.5978
2283,mangeant,0.6015,0.6294
2284,attachées,0.6015,0.5114
2285,seule,0.6015,0.6726
2286,timon,0.6015,0.6871
2287,secretement,0.6014,0.6582
2288,l'et,0.6014,0.6623
2289,éclatantes,0.6013,0.5908
2290,légèrement,0.6012,0.5930
2291,abord,0.6011,0.5446
2292,mariages,0.6011,0.6003
2293,forger,0.6010,0.6085
2294,droites,0.6010,0.5321
2295,louanges,0.6009,0.5089
2296,bailly,0.6009,0.5223
2297,long,0.6009,0.6037
2298,hol,0.6007,0.5532
2299,opi,0.6006,0.6115
2300,lh,0.6004,0.5923
2301,eve,0.6004,0.6458
2302,logis,0.6004,0.5108
2303,quoy,0.6003,0.6061
2304,civiles,0.6002,0.5774
2305,d'avignon,0.6002,0.5579
2306,imprimé,0.6001,0.4905
2307,effets,0.6001,0.6371
2308,dars,0.6001,0.6800
2309,qae,0.6000,0.6254
2310,geneve,0.6000,0.6030
2311,mol,0.6000,0.6620
2312,disant,0.5999,0.6245
2313,cement,0.5998,0.6078
2314,proye,0.5998,0.4553
2315,tranquillement,0.5996,0.6290
2316,rime,0.5996,0.6198
2317,vrais,0.5996,0.5613
2318,monnoyés,0.5996,0.5335
2319,allusion,0.5995,0.6041
2320,avidité,0.5995,0.6023
2321,apparemment,0.5995,0.5641
2322,précipitation,0.5994,0.5739
2323,lies,0.5994,0.5446
2324,forces,0.5994,0.5726
2325,enflé,0.5993,0.6344
2326,rope,0.5993,0.5966
2327,profanes,0.5991,0.5994
2328,mufique,0.5991,0.5810
2329,dogme,0.5991,0.6541
2330,rap,0.5990,0.6114
2331,teau,0.5989,0.5292
2332,cclui,0.5987,0.5865
2333,nef,0.5987,0.5615
2334,lente,0.5986,0.5447
2335,vier,0.5986,0.5891
2336,dépouilles,0.5986,0.5605
2337,bulle,0.5986,0.5869
2338,l'aurore,0.5985,0.5676
2339,caché,0.5984,0.6264
2340,tend,0.5984,0.6140
2341,sensible,0.5984,0.5899
2342,jus,0.5984,0.5224
2343,sauvages,0.5983,0.6061
2344,dansée,0.5983,0.5985
2345,l'exécution,0.5983,0.5312
2346,sermon,0.5981,0.6754
2347,tâchez,0.5981,0.5684
2348,remue,0.5981,0.5636
2349,bos,0.5981,0.5757
2350,l'éviter,0.5980,0.6403
2351,general,0.5980,0.5056
2352,lou,0.5978,0.6014
2353,filr,0.5977,0.5903
2354,vince,0.5977,0.6153
2355,dani,0.5976,0.6051
2356,arbitres,0.5976,0.5820
2357,parentes,0.5976,0.7090
2358,maigre,0.5976,0.5280
2359,l'estimation,0.5975,0.6463
2360,rompit,0.5975,0.5910
2361,marne,0.5975,0.5305
2362,spécialement,0.5975,0.6233
2363,bontés,0.5974,0.4934
2364,coups,0.5973,0.5895
2365,augmenta,0.5973,0.6240
2366,imaginables,0.5973,0.5596
2367,resolu,0.5973,0.4556
2368,défendue,0.5973,0.6376
2369,dance,0.5972,0.6349
2370,quelconques,0.5971,0.4993
2371,auili,0.5970,0.5455
2372,participation,0.5970,0.5637
2373,s'élever,0.5970,0.6224
2374,sy,0.5970,0.7077
2375,iere,0.5970,0.5773
2376,seigneurie,0.5970,0.5186
2377,tein,0.5970,0.5618
2378,flor,0.5970,0.5426
2379,lar,0.5969,0.6523
2380,principale,0.5969,0.6173
2381,couvertes,0.5969,0.5278
2382,prose,0.5968,0.6043
2383,mobile,0.5968,0.6295
2384,loit,0.5968,0.6205
2385,convenance,0.5967,0.5110
2386,doubles,0.5967,0.5119
2387,dice,0.5967,0.6223
2388,perte,0.5967,0.5731
2389,tez,0.5967,0.5541
2390,d'attaquer,0.5966,0.6086
2391,ven,0.5966,0.6293
2392,scu,0.5966,0.6112
2393,ancien,0.5966,0.6665
2394,ignorans,0.5965,0.6646
2395,craint,0.5965,0.5526
2396,simples,0.5964,0.5657
2397,achever,0.5964,0.6001
2398,favorite,0.5964,0.5811
2399,lea,0.5963,0.5882
2400,palier,0.5962,0.5095
2401,tit,0.5962,0.6789
2402,impatient,0.5961,0.6075
2403,rée,0.5961,0.6566
2404,pesant,0.5961,0.5409
2405,tude,0.5961,0.6294
2406,ique,0.5959,0.5864
2407,sçavoir,0.5959,0.4404
2408,nuage,0.5959,0.5293
2409,verte,0.5958,0.5216
2410,scn,0.5958,0.6548
2411,cherté,0.5957,0.5618
2412,james,0.5957,0.5667
2413,aufll,0.5957,0.6679
2414,youtre,0.5956,0.6962
2415,étude,0.5956,0.5924
2416,taxé,0.5955,0.5685
2417,suivent,0.5955,0.5890
2418,berry,0.5955,0.6079
2419,turenne,0.5955,0.5479
2420,parles,0.5955,0.5588
2421,icelui,0.5954,0.4204
2422,roux,0.5954,0.6489
2423,auguste,0.5954,0.5522
2424,foa,0.5953,0.6116
2425,lorique,0.5952,0.7022
2426,prétextes,0.5952,0.5695
2427,qu'clle,0.5951,0.5891
2428,joseph,0.5951,0.5458
2429,regagner,0.5950,0.6330
2430,ocr,0.5950,0.3022
2431,réparation,0.5950,0.6154
2432,dal,0.5949,0.5496
2433,ennuis,0.5948,0.4769
2434,recettes,0.5947,0.4782
2435,tenue,0.5946,0.5700
2436,répondant,0.5945,0.6266
2437,num,0.5945,0.4594
2438,gueur,0.5945,0.6574
2439,sons,0.5945,0.5726
2440,correspondance,0.5944,0.4879
2441,loyers,0.5943,0.5667
2442,so,0.5942,0.6044
2443,languir,0.5942,0.5897
2444,changea,0.5942,0.6139
2445,critiques,0.5941,0.4108
2446,differe,0.5941,0.6441
2447,dre,0.5941,0.6736
2448,d'italie,0.5940,0.6288
2449,ennemie,0.5938,0.6316
2450,lès,0.5938,0.5775
2451,erreur,0.5937,0.5681
2452,nation,0.5936,0.5959
2453,scrupule,0.5936,0.5846
2454,lite,0.5936,0.5989
2455,tal,0.5933,0.5843
2456,cile,0.5933,0.5948
2457,iv,0.5933,0.6624
2458,fréquens,0.5932,0.6199
2459,laitier,0.5932,0.5488
2460,len,0.5931,0.5936
2461,teflon,0.5931,0.6435
2462,retenant,0.5931,0.6266
2463,espace,0.5930,0.6112
2464,faic,0.5930,0.5760
2465,sacremens,0.5929,0.5695
2466,calais,0.5929,0.5247
2467,esprits,0.5929,0.5662
2468,utique,0.5929,0.5867
2469,frapper,0.5928,0.5745
2470,resulte,0.5928,0.5072
2471,profita,0.5928,0.6053
2472,scandale,0.5927,0.5787
2473,bit,0.5925,0.6161
2474,excellens,0.5924,0.4874
2475,faction,0.5924,0.5338
2476,quentin,0.5924,0.4806
2477,extreme,0.5923,0.5285
2478,coudre,0.5923,0.5826
2479,s'exposer,0.5921,0.5790
2480,tde,0.5921,0.5594
2481,funestes,0.5921,0.5313
2482,tune,0.5921,0.5681
2483,lustre,0.5921,0.6252
2484,ms,0.5921,0.6312
2485,voya,0.5921,0.6230
2486,causes,0.5920,0.5818
2487,convoi,0.5920,0.7367
2488,frappée,0.5919,0.5788
2489,exécution,0.5918,0.4676
2490,detail,0.5918,0.5900
2491,l'entendre,0.5918,0.6087
2492,dés,0.5917,0.6511
2493,cllc,0.5917,0.5919
2494,trême,0.5917,0.6676
2495,fonctions,0.5916,0.4792
2496,paître,0.5916,0.5740
2497,mineure,0.5916,0.5837
2498,satan,0.5915,0.5778
2499,regar,0.5915,0.6499
2500,intérieurement,0.5914,0.6720
2501,jet,0.5914,0.6633
2502,mala,0.5913,0.5430
2503,s'observe,0.5913,0.5358
2504,eul,0.5911,0.6980
2505,conr,0.5911,0.6427
2506,casser,0.5910,0.7016
2507,éternité,0.5910,0.5696
2508,gle,0.5909,0.6161
2509,opposition,0.5909,0.6224
2510,baguette,0.5909,0.4956
2511,luxembourg,0.5909,0.5264
2512,noi,0.5908,0.5573
2513,d'elle,0.5908,0.5892
2514,page,0.5907,0.5894
2515,jésuite,0.5906,0.6048
2516,parti,0.5906,0.4987
2517,louvre,0.5906,0.5276
2518,recommander,0.5906,0.6074
2519,prétendu,0.5906,0.5461
2520,l'iniquité,0.5906,0.6438
2521,contin,0.5906,0.6066
2522,sales,0.5905,0.5812
2523,vigueur,0.5905,0.5341
2524,harangues,0.5905,0.4967
2525,iil,0.5905,0.6110
2526,fail,0.5905,0.6109
2527,traverser,0.5905,0.5291
2528,voy,0.5904,0.6422
2529,apo,0.5904,0.6565
2530,créatures,0.5903,0.4889
2531,bray,0.5903,0.5544
2532,eur,0.5902,0.6205
2533,quittances,0.5902,0.5180
2534,jusqu'en,0.5901,0.6042
2535,glo,0.5901,0.6337
2536,ange,0.5900,0.5590
2537,omis,0.5900,0.5666
2538,éclairé,0.5900,0.5480
2539,dresse,0.5900,0.5753
2540,neige,0.5900,0.5649
2541,mmes,0.5899,0.5901
2542,contens,0.5899,0.4940
2543,historique,0.5899,0.4592
2544,regardé,0.5898,0.5532
2545,dil,0.5897,0.5376
2546,gile,0.5896,0.6679
2547,vuide,0.5896,0.4715
2548,bil,0.5896,0.6054
2549,fondre,0.5895,0.5581
2550,temporels,0.5893,0.6451
2551,dimanches,0.5892,0.5582
2552,châteaux,0.5892,0.5374
2553,vacation,0.5891,0.6281
2554,executer,0.5891,0.5726
2555,maî,0.5890,0.5292
2556,lande,0.5889,0.5456
2557,opéra,0.5889,0.5747
2558,tenez,0.5889,0.4859
2559,pointe,0.5888,0.5064
2560,té,0.5887,0.5937
2561,postes,0.5887,0.6025
2562,justement,0.5887,0.5978
2563,depens,0.5887,0.4954
2564,ancienne,0.5886,0.6461
2565,l'heure,0.5886,0.6698
2566,made,0.5886,0.5597
2567,îe,0.5885,0.6753
2568,ris,0.5885,0.5901
2569,commissaire,0.5885,0.4832
2570,d'admiration,0.5885,0.5866
2571,extraordinaire,0.5885,0.5542
2572,l'inclination,0.5884,0.5599
2573,fauter,0.5884,0.5523
2574,blaise,0.5884,0.5066
2575,encor,0.5883,0.5744
2576,effe,0.5882,0.4470
2577,lille,0.5882,0.5282
2578,remarqua,0.5882,0.5702
2579,lune,0.5882,0.5881
2580,touts,0.5881,0.7436
2581,iant,0.5881,0.6323
2582,éclatant,0.5881,0.4908
2583,sca,0.5881,0.6438
2584,parfaits,0.5880,0.5475
2585,gaules,0.5880,0.5743
2586,matrice,0.5880,0.5887
2587,ees,0.5879,0.6392
2588,instances,0.5879,0.4639
2589,seil,0.5878,0.5510
2590,proserpine,0.5878,0.4766
2591,théâtre,0.5878,0.5633
2592,élever,0.5878,0.5300
2593,honnêtement,0.5876,0.5931
2594,carreaux,0.5875,0.5348
2595,forêts,0.5875,0.5082
2596,publication,0.5874,0.4794
2597,quit,0.5873,0.6401
2598,jouent,0.5873,0.5569
2599,l'obliger,0.5873,0.5640
2600,inceffamment,0.5872,0.6778
2601,leau,0.5871,0.5792
2602,d'instrumens,0.5871,0.6148
2603,gardés,0.5871,0.5363
2604,ban,0.5871,0.6667
2605,dort,0.5871,0.6941
2606,d'enfans,0.5870,0.6127
2607,lil,0.5870,0.5109
2608,rudes,0.5869,0.5971
2609,témoignage,0.5869,0.5220
2610,aun,0.5869,0.6275
2611,ram,0.5869,0.4730
2612,gabriel,0.5868,0.5378
2613,prévoir,0.5868,0.5509
2614,ros,0.5868,0.5811
2615,pans,0.5867,0.5534
2616,fie,0.5867,0.7496
2617,usi,0.5867,0.6223
2618,qu'ils,0.5867,0.6141
2619,eji,0.5866,0.5064
2620,effroi,0.5865,0.4788
2621,potes,0.5864,0.3988
2622,erl,0.5864,0.5908
2623,titans,0.5864,0.5907
2624,chandelle,0.5864,0.5952
2625,consistance,0.5863,0.6066
2626,formel,0.5863,0.5343
2627,aur,0.5863,0.5697
2628,fx,0.5862,0.5849
2629,susceptible,0.5861,0.5815
2630,chasse,0.5861,0.5335
2631,etats,0.5861,0.4849
2632,vaines,0.5861,0.5461
2633,l'artifice,0.5860,0.5407
2634,trompeur,0.5860,0.6182
2635,no,0.5859,0.5969
2636,légère,0.5859,0.5835
2637,tiere,0.5859,0.5063
2638,na,0.5859,0.5872
2639,condi,0.5859,0.6296
2640,ede,0.5859,0.5759
2641,toise,0.5858,0.4861
2642,galante,0.5858,0.6222
2643,fri,0.5858,0.6368
2644,fre,0.5858,0.6166
2645,subsister,0.5857,0.6203
2646,fées,0.5857,0.6259
2647,d'hiver,0.5856,0.6335
2648,partant,0.5856,0.6022
2649,l'immortalité,0.5856,0.6509
2650,bra,0.5856,0.6170
2651,conscience,0.5855,0.5783
2652,df,0.5855,0.5613
2653,duite,0.5854,0.6550
2654,dispute,0.5854,0.5575
2655,discours,0.5854,0.5578
2656,decider,0.5854,0.6200
2657,refsemblance,0.5853,0.5410
2658,contribuer,0.5853,0.5904
2659,département,0.5852,0.5266
2660,nié,0.5852,0.5654
2661,lon,0.5852,0.6227
2662,l'entreprise,0.5851,0.4964
2663,section,0.5851,0.5864
2664,équivoques,0.5851,0.5099
2665,usa,0.5851,0.6056
2666,brabant,0.5850,0.5177
2667,noble,0.5850,0.6058
2668,dérobé,0.5850,0.5479
2669,secondes,0.5849,0.5273
2670,prête,0.5848,0.5774
2671,tailler,0.5847,0.6017
2672,ranger,0.5847,0.5957
2673,faillie,0.5846,0.6750
2674,d'eux,0.5845,0.5860
2675,res,0.5845,0.6093
2676,fauf,0.5845,0.6947
2677,secrettes,0.5844,0.6126
2678,pari,0.5844,0.6034
2679,nuits,0.5844,0.5582
2680,s'exprime,0.5843,0.5590
2681,ias,0.5843,0.5212
2682,nettes,0.5843,0.6145
2683,cure,0.5842,0.6358
2684,rde,0.5842,0.5478
2685,chantoit,0.5842,0.5562
2686,talens,0.5841,0.5827
2687,seul,0.5841,0.5732
2688,motif,0.5841,0.5284
2689,dauphine,0.5841,0.5512
2690,traîner,0.5840,0.6567
2691,contenu,0.5840,0.5543
2692,d'ajouter,0.5839,0.6614
2693,cus,0.5839,0.5613
2694,poix,0.5839,0.4952
2695,revoir,0.5839,0.6050
2696,ret,0.5839,0.5445
2697,amen,0.5839,0.5349
2698,mod,0.5838,0.4783
2699,cavalier,0.5838,0.6504
2700,excede,0.5838,0.5055
2701,volonté,0.5838,0.5317
2702,sortira,0.5838,0.7053
2703,ets,0.5837,0.5663
2704,athenes,0.5837,0.5144
2705,boni,0.5836,0.4755
2706,vraie,0.5835,0.5878
2707,romaine,0.5835,0.5740
2708,annales,0.5834,0.5316
2709,d'étendue,0.5833,0.6081
2710,pcu,0.5833,0.5860
2711,prudens,0.5832,0.5111
2712,froid,0.5832,0.4832
2713,changez,0.5832,0.5633
2714,l'évidence,0.5831,0.5608
2715,dangereux,0.5830,0.5931
2716,penchant,0.5830,0.6381
2717,flambeau,0.5830,0.5562
2718,dg,0.5829,0.6390
2719,joint,0.5828,0.6606
2720,écritures,0.5828,0.5857
2721,mia,0.5828,0.5615
2722,danse,0.5827,0.5388
2723,cures,0.5827,0.5097
2724,fance,0.5826,0.5440
2725,ports,0.5826,0.5680
2726,barbares,0.5825,0.5901
2727,différent,0.5824,0.5044
2728,autres,0.5824,0.5438
2729,dra,0.5823,0.6112
2730,milice,0.5823,0.5627
2731,voile,0.5823,0.5895
2732,d'irlande,0.5823,0.5547
2733,crus,0.5823,0.5516
2734,sejour,0.5822,0.5932
2735,claires,0.5822,0.4702
2736,ité,0.5822,0.5980
2737,miroir,0.5822,0.5430
2738,vendit,0.5821,0.6462
2739,d'anvers,0.5821,0.4431
2740,extraordinairement,0.5821,0.6087
2741,bons,0.5820,0.5569
2742,formez,0.5820,0.6235
2743,incommode,0.5820,0.5600
2744,haro,0.5819,0.2945
2745,cambrai,0.5819,0.5411
2746,raille,0.5819,0.6725
2747,chargez,0.5818,0.4860
2748,visions,0.5817,0.5394
2749,appellant,0.5817,0.5470
2750,voisinage,0.5816,0.6023
2751,employées,0.5816,0.5528
2752,patiemment,0.5816,0.5680
2753,délais,0.5816,0.5867
2754,notables,0.5815,0.4821
2755,tribune,0.5815,0.4646
2756,baltique,0.5815,0.6544
2757,commit,0.5814,0.5601
2758,sei,0.5814,0.6786
2759,compagne,0.5813,0.6662
2760,suiffe,0.5813,0.5603
2761,ét,0.5813,0.4751
2762,malignes,0.5812,0.4968
2763,liant,0.5812,0.6558
2764,lorsqu'un,0.5811,0.5484
2765,arriere,0.5811,0.5686
2766,imitation,0.5811,0.5603
2767,bn,0.5811,0.6438
2768,parent,0.5811,0.5389
2769,restait,0.5810,0.5782
2770,auprès,0.5810,0.6207
2771,précieux,0.5810,0.5747
2772,blan,0.5810,0.5627
2773,chartres,0.5810,0.5073
2774,fluide,0.5810,0.6076
2775,alors,0.5810,0.6330
2776,lingots,0.5810,0.4988
2777,exercice,0.5809,0.5483
2778,opposées,0.5809,0.5835
2779,cau,0.5808,0.5385
2780,offres,0.5808,0.5659
2781,multiplie,0.5808,0.6088
2782,hazarder,0.5808,0.5308
2783,altesse,0.5808,0.6406
2784,dea,0.5807,0.5764
2785,remuant,0.5807,0.5119
2786,flux,0.5807,0.5934
2787,pile,0.5806,0.4988
2788,l'execution,0.5806,0.5947
2789,agrémens,0.5806,0.4714
2790,ette,0.5805,0.5693
2791,dissipé,0.5805,0.5653
2792,joi,0.5805,0.6087
2793,uii,0.5805,0.5676
2794,observez,0.5804,0.5522
2795,mineur,0.5803,0.4543
2796,voyes,0.5803,0.4391
2797,l'excellence,0.5802,0.4975
2798,poursuivre,0.5801,0.5327
2799,s'entend,0.5801,0.6127
2800,bouton,0.5801,0.5395
2801,sil,0.5800,0.6222
2802,rendre,0.5799,0.5935
2803,fay,0.5799,0.5303
2804,tance,0.5799,0.6000
2805,sat,0.5797,0.4659
2806,d'utrecht,0.5796,0.5234
2807,vouloir,0.5796,0.5637
2808,collier,0.5795,0.5268
2809,sie,0.5795,0.6058
2810,pairs,0.5795,0.5628
2811,éteint,0.5795,0.5874
2812,qni,0.5794,0.6105
2813,fon,0.5792,0.4652
2814,chauve,0.5792,0.6032
2815,rivaux,0.5791,0.4417
2816,aifément,0.5791,0.5821
2817,pis,0.5791,0.5584
2818,mortification,0.5790,0.6350
2819,prc,0.5790,0.5707
2820,mme,0.5789,0.6075
2821,lanterne,0.5787,0.4815
2822,quadruple,0.5787,0.5150
2823,ail,0.5787,0.5730
2824,dominique,0.5787,0.5813
2825,mali,0.5787,0.4914
2826,baptême,0.5786,0.6177
2827,courtisan,0.5786,0.5972
2828,l'affaire,0.5786,0.5961
2829,injurieux,0.5786,0.5608
2830,ée,0.5785,0.5983
2831,arrache,0.5785,0.5813
2832,los,0.5784,0.6118
2833,conviendra,0.5784,0.5354
2834,britannique,0.5783,0.5855
2835,stable,0.5782,0.5920
2836,mr,0.5782,0.5444
2837,arg,0.5781,0.6240
2838,revient,0.5780,0.6606
2839,disciple,0.5780,0.5687
2840,concerne,0.5780,0.5068
2841,sia,0.5779,0.5619
2842,superieure,0.5779,0.5265
2843,bourdeaux,0.5779,0.4601
2844,travers,0.5779,0.5623
2845,formalité,0.5779,0.5606
2846,cell,0.5779,0.6706
2847,lux,0.5777,0.5399
2848,dauphin,0.5777,0.5759
2849,necessité,0.5777,0.5325
2850,créé,0.5776,0.5670
2851,nomine,0.5776,0.5422
2852,j'espere,0.5776,0.6675
2853,estimation,0.5776,0.4475
2854,d'honnêtes,0.5775,0.5893
2855,l'empressement,0.5775,0.5883
2856,ence,0.5774,0.6139
2857,poussiere,0.5774,0.4867
2858,rougir,0.5774,0.5828
2859,étroit,0.5774,0.5601
2860,heur,0.5773,0.6240
2861,onc,0.5773,0.6161
2862,deces,0.5772,0.6918
2863,baptiste,0.5772,0.6082
2864,fro,0.5772,0.5981
