word,modele,period1,period2,cosine_distance,cosine_similarity,occ1,occ2,degree,disponible
iis,camembert,1700-1710,1760-1770,0.02377,0.97623,907,806,5698,True
iis,dalembert,1700-1710,1760-1770,0.059785,0.940215,907,806,5698,True
cicéron,camembert,1700-1710,1760-1770,0.059386,0.940614,1939,747,5682,True
cicéron,dalembert,1700-1710,1760-1770,0.0361,0.9639,1939,747,5682,True
addition,camembert,1710-1720,1770-1780,0.017816,0.982184,134,553,5696,True
addition,dalembert,1710-1720,1770-1780,0.033681,0.966319,134,553,5696,True
dragon,camembert,1700-1710,1789-1802,0.010323,0.989677,87,579,5673,True
dragon,dalembert,1700-1710,1789-1802,0.018542,0.981458,87,579,5673,True
tua,camembert,1700-1710,1740-1750,0.017608,0.982392,847,1250,5684,True
tua,dalembert,1700-1710,1740-1750,0.034309,0.965691,847,1250,5684,True
division,camembert,1700-1710,1789-1802,0.021715,0.978285,734,4957,5699,True
division,dalembert,1700-1710,1789-1802,0.024411,0.975589,734,4957,5699,True
grâces,camembert,1710-1720,1730-1740,0.032308,0.967692,566,654,5705,True
grâces,dalembert,1710-1720,1730-1740,0.024894,0.975106,566,654,5705,True
perfidie,camembert,1700-1710,1789-1802,0.053404,0.946596,152,1104,5688,True
perfidie,dalembert,1700-1710,1789-1802,0.024285,0.975715,152,1104,5688,True
trcs,camembert,1730-1740,1789-1802,0.021186,0.978814,293,946,5671,True
trcs,dalembert,1730-1740,1789-1802,0.03793,0.96207,293,946,5671,True
nées,camembert,1720-1730,1789-1802,0.017483,0.982517,234,875,5685,True
nées,dalembert,1720-1730,1789-1802,0.024332,0.975668,234,875,5685,True
postérité,camembert,1700-1710,1789-1802,0.02104,0.97896,161,2086,5705,True
postérité,dalembert,1700-1710,1789-1802,0.028666,0.971334,161,2086,5705,True
ouvertement,camembert,1700-1710,1750-1760,0.025159,0.974841,226,825,5691,True
ouvertement,dalembert,1700-1710,1750-1760,0.025472,0.974528,226,825,5691,True
nii,camembert,1700-1710,1789-1802,0.01238,0.98762,200,989,5617,True
nii,dalembert,1700-1710,1789-1802,0.053577,0.946423,200,989,5617,True
sérieusement,camembert,1710-1720,1780-1789,0.012571,0.987429,123,599,5674,True
sérieusement,dalembert,1710-1720,1780-1789,0.01876,0.98124,123,599,5674,True
majesté,camembert,1710-1720,1740-1750,0.047281,0.952719,3392,7016,5716,True
majesté,dalembert,1710-1720,1740-1750,0.043339,0.956661,3392,7016,5716,True
honore,camembert,1700-1710,1789-1802,0.024295,0.975705,98,478,5699,True
honore,dalembert,1700-1710,1789-1802,0.02484,0.97516,98,478,5699,True
immédiatement,camembert,1710-1720,1780-1789,0.012427,0.987573,268,1787,5703,True
immédiatement,dalembert,1710-1720,1780-1789,0.017412,0.982588,268,1787,5703,True
receveur,camembert,1710-1720,1789-1802,0.02554,0.97446,644,1383,5667,True
receveur,dalembert,1710-1720,1789-1802,0.025667,0.974333,644,1383,5667,True
iles,camembert,1700-1710,1740-1750,0.080404,0.919596,273,2839,5680,True
iles,dalembert,1700-1710,1740-1750,0.041236,0.958764,273,2839,5680,True
moulins,camembert,1700-1710,1760-1770,0.022366,0.977634,188,1378,5673,True
moulins,dalembert,1700-1710,1760-1770,0.026371,0.973629,188,1378,5673,True
combler,camembert,1720-1730,1789-1802,0.017356,0.982644,135,603,5680,True
combler,dalembert,1720-1730,1789-1802,0.019888,0.980112,135,603,5680,True
monarchie,camembert,1710-1720,1789-1802,0.028284,0.971716,572,5285,5687,True
monarchie,dalembert,1710-1720,1789-1802,0.029476,0.970524,572,5285,5687,True
romaines,camembert,1700-1710,1789-1802,0.031449,0.968551,104,627,5682,True
romaines,dalembert,1700-1710,1789-1802,0.026594,0.973406,104,627,5682,True
bâtiment,camembert,1710-1720,1740-1750,0.01779,0.98221,393,1177,5695,True
bâtiment,dalembert,1710-1720,1740-1750,0.031461,0.968539,393,1177,5695,True
reconnus,camembert,1710-1720,1740-1750,0.009051,0.990949,159,346,5683,True
reconnus,dalembert,1710-1720,1740-1750,0.018802,0.981198,159,346,5683,True
bourg,camembert,1710-1720,1730-1740,0.0238,0.9762,759,649,5692,True
bourg,dalembert,1710-1720,1730-1740,0.031693,0.968307,759,649,5692,True
fabrique,camembert,1700-1710,1760-1770,0.023704,0.976296,196,2594,5679,True
fabrique,dalembert,1700-1710,1760-1770,0.021995,0.978005,196,2594,5679,True
volupté,camembert,1720-1730,1730-1740,0.020951,0.979049,461,338,5689,True
volupté,dalembert,1720-1730,1730-1740,0.01902,0.98098,461,338,5689,True
vallée,camembert,1710-1720,1770-1780,0.018124,0.981876,269,657,5675,True
vallée,dalembert,1710-1720,1770-1780,0.024699,0.975301,269,657,5675,True
échappé,camembert,1700-1710,1789-1802,0.025076,0.974924,87,1249,5693,True
échappé,dalembert,1700-1710,1789-1802,0.030038,0.969962,87,1249,5693,True
impies,camembert,1720-1730,1740-1750,0.016271,0.983729,175,129,5688,True
impies,dalembert,1720-1730,1740-1750,0.016286,0.983714,175,129,5688,True
purement,camembert,1710-1720,1770-1780,0.012004,0.987996,392,1412,5704,True
purement,dalembert,1710-1720,1770-1780,0.019976,0.980024,392,1412,5704,True
repose,camembert,1720-1730,1740-1750,0.009883,0.990117,177,178,5699,True
repose,dalembert,1720-1730,1740-1750,0.018359,0.981641,177,178,5699,True
gaulois,camembert,1700-1710,1740-1750,0.022805,0.977195,100,420,5680,True
gaulois,dalembert,1700-1710,1740-1750,0.029708,0.970292,100,420,5680,True
multiplier,camembert,1720-1730,1770-1780,0.084652,0.915348,689,2489,5694,True
multiplier,dalembert,1720-1730,1770-1780,0.05508,0.94492,689,2489,5694,True
arc,camembert,1730-1740,1780-1789,0.007738,0.992262,574,1135,5708,True
arc,dalembert,1730-1740,1780-1789,0.015496,0.984504,574,1135,5708,True
inutilement,camembert,1710-1720,1789-1802,0.023853,0.976147,405,956,5694,True
inutilement,dalembert,1710-1720,1789-1802,0.017919,0.982081,405,956,5694,True
unie,camembert,1720-1730,1789-1802,0.022883,0.977117,553,1265,5696,True
unie,dalembert,1720-1730,1789-1802,0.034259,0.965741,553,1265,5696,True
possibles,camembert,1720-1730,1760-1770,0.020055,0.979945,168,938,5686,True
possibles,dalembert,1720-1730,1760-1770,0.032883,0.967117,168,938,5686,True
culture,camembert,1700-1710,1760-1770,0.030551,0.969449,491,7546,5694,True
culture,dalembert,1700-1710,1760-1770,0.034519,0.965481,491,7546,5694,True
reçut,camembert,1740-1750,1750-1760,0.020439,0.979561,1554,1370,5697,True
reçut,dalembert,1740-1750,1750-1760,0.018101,0.981899,1554,1370,5697,True
poème,camembert,1700-1710,1780-1789,0.022869,0.977131,52,457,5677,True
poème,dalembert,1700-1710,1780-1789,0.040555,0.959445,52,457,5677,True
sénat,camembert,1700-1710,1789-1802,0.026399,0.973601,465,3338,5689,True
sénat,dalembert,1700-1710,1789-1802,0.032155,0.967845,465,3338,5689,True
montagne,camembert,1700-1710,1740-1750,0.027894,0.972106,700,3137,5711,True
montagne,dalembert,1700-1710,1740-1750,0.023677,0.976323,700,3137,5711,True
imprimée,camembert,1730-1740,1789-1802,0.014682,0.985318,655,820,5694,True
imprimée,dalembert,1730-1740,1789-1802,0.031845,0.968155,655,820,5694,True
réelle,camembert,1700-1710,1789-1802,0.027843,0.972157,453,2946,5704,True
réelle,dalembert,1700-1710,1789-1802,0.045187,0.954813,453,2946,5704,True
rapide,camembert,1700-1710,1789-1802,0.033518,0.966482,90,2293,5702,True
rapide,dalembert,1700-1710,1789-1802,0.024934,0.975066,90,2293,5702,True
pesanteur,camembert,1700-1710,1789-1802,0.078174,0.921826,81,639,5648,True
pesanteur,dalembert,1700-1710,1789-1802,0.06271,0.93729,81,639,5648,True
aristote,camembert,1770-1780,1780-1789,0.02939,0.97061,1592,3137,5693,True
aristote,dalembert,1770-1780,1780-1789,0.019564,0.980436,1592,3137,5693,True
assemblées,camembert,1700-1710,1789-1802,0.048089,0.951911,321,4234,5697,True
assemblées,dalembert,1700-1710,1789-1802,0.034157,0.965843,321,4234,5697,True
pères,camembert,1720-1730,1740-1750,0.026416,0.973584,225,343,5690,True
pères,dalembert,1720-1730,1740-1750,0.020911,0.979089,225,343,5690,True
evêque,camembert,1700-1710,1720-1730,0.077885,0.922115,857,1056,5686,True
evêque,dalembert,1700-1710,1720-1730,0.038873,0.961127,857,1056,5686,True
charles,camembert,1720-1730,1750-1760,0.049571,0.950429,6149,8794,5710,True
charles,dalembert,1720-1730,1750-1760,0.023728,0.976272,6149,8794,5710,True
corrompu,camembert,1700-1710,1789-1802,0.019637,0.980363,218,799,5686,True
corrompu,dalembert,1700-1710,1789-1802,0.022168,0.977832,218,799,5686,True
corde,camembert,1710-1720,1760-1770,0.021777,0.978223,681,2877,5695,True
corde,dalembert,1710-1720,1760-1770,0.028663,0.971337,681,2877,5695,True
prétendue,camembert,1710-1720,1789-1802,0.025832,0.974168,261,1312,5699,True
prétendue,dalembert,1710-1720,1789-1802,0.019188,0.980812,261,1312,5699,True
passés,camembert,1700-1710,1789-1802,0.022337,0.977663,78,1236,5682,True
passés,dalembert,1700-1710,1789-1802,0.035976,0.964024,78,1236,5682,True
souvenir,camembert,1720-1730,1789-1802,0.02938,0.97062,786,3409,5711,True
souvenir,dalembert,1720-1730,1789-1802,0.043203,0.956797,786,3409,5711,True
sols,camembert,1700-1710,1789-1802,0.032923,0.967077,6150,6178,5667,True
sols,dalembert,1700-1710,1789-1802,0.081977,0.918023,6150,6178,5667,True
impie,camembert,1700-1710,1789-1802,0.036501,0.963499,136,687,5693,True
impie,dalembert,1700-1710,1789-1802,0.023182,0.976818,136,687,5693,True
libre,camembert,1710-1720,1789-1802,0.015494,0.984506,1573,10923,5713,True
libre,dalembert,1710-1720,1789-1802,0.01587,0.98413,1573,10923,5713,True
dois,camembert,1700-1710,1710-1720,0.014371,0.985629,1451,1308,5715,True
dois,dalembert,1700-1710,1710-1720,0.026986,0.973014,1451,1308,5715,True
impatience,camembert,1720-1730,1789-1802,0.018731,0.981269,175,916,5702,True
impatience,dalembert,1720-1730,1789-1802,0.026321,0.973679,175,916,5702,True
constance,camembert,1740-1750,1789-1802,0.013576,0.986424,597,1655,5686,True
constance,dalembert,1740-1750,1789-1802,0.045545,0.954455,597,1655,5686,True
preuve,camembert,1700-1710,1789-1802,0.028623,0.971377,1593,6299,5715,True
preuve,dalembert,1700-1710,1789-1802,0.038358,0.961642,1593,6299,5715,True
peindre,camembert,1700-1710,1789-1802,0.027233,0.972767,421,1893,5707,True
peindre,dalembert,1700-1710,1789-1802,0.043443,0.956557,421,1893,5707,True
croyez,camembert,1710-1720,1770-1780,0.009885,0.990115,570,3412,5696,True
croyez,dalembert,1710-1720,1770-1780,0.017208,0.982792,570,3412,5696,True
extrémité,camembert,1710-1720,1789-1802,0.080539,0.919461,155,1073,5697,True
extrémité,dalembert,1710-1720,1789-1802,0.061085,0.938915,155,1073,5697,True
jusque,camembert,1700-1710,1780-1789,0.015785,0.984215,377,908,5687,True
jusque,dalembert,1700-1710,1780-1789,0.025693,0.974307,377,908,5687,True
bal,camembert,1710-1720,1780-1789,0.01095,0.98905,254,1344,5685,True
bal,dalembert,1710-1720,1780-1789,0.021859,0.978141,254,1344,5685,True
gaules,camembert,1700-1710,1789-1802,0.023865,0.976135,213,677,5674,True
gaules,dalembert,1700-1710,1789-1802,0.036772,0.963228,213,677,5674,True
vif,camembert,1710-1720,1780-1789,0.024233,0.975767,727,3161,5710,True
vif,dalembert,1710-1720,1780-1789,0.032639,0.967361,727,3161,5710,True
verrons,camembert,1780-1789,1789-1802,0.015951,0.984049,1356,1321,5693,True
verrons,dalembert,1780-1789,1789-1802,0.020262,0.979738,1356,1321,5693,True
allemagne,camembert,1710-1720,1730-1740,0.032156,0.967844,255,618,5692,True
allemagne,dalembert,1710-1720,1730-1740,0.025552,0.974448,255,618,5692,True
viennent,camembert,1710-1720,1750-1760,0.011532,0.988468,1656,2707,5715,True
viennent,dalembert,1710-1720,1750-1760,0.017213,0.982787,1656,2707,5715,True
qualités,camembert,1760-1770,1789-1802,0.019316,0.980684,5044,4293,5714,True
qualités,dalembert,1760-1770,1789-1802,0.021344,0.978656,5044,4293,5714,True
jadis,camembert,1700-1710,1750-1760,0.006358,0.993642,83,450,5691,True
jadis,dalembert,1700-1710,1750-1760,0.017851,0.982149,83,450,5691,True
voyageurs,camembert,1700-1710,1750-1760,0.015067,0.984933,101,452,5696,True
voyageurs,dalembert,1700-1710,1750-1760,0.018174,0.981826,101,452,5696,True
bâtimens,camembert,1710-1720,1740-1750,0.034618,0.965382,747,1484,5689,True
bâtimens,dalembert,1710-1720,1740-1750,0.035596,0.964404,747,1484,5689,True
rcs,camembert,1730-1740,1789-1802,0.009423,0.990577,162,946,5637,True
rcs,dalembert,1730-1740,1789-1802,0.035908,0.964092,162,946,5637,True
dévotion,camembert,1730-1740,1750-1760,0.008239,0.991761,255,459,5684,True
dévotion,dalembert,1730-1740,1750-1760,0.012556,0.987444,255,459,5684,True
italie,camembert,1720-1730,1730-1740,0.0292,0.9708,1375,2124,5711,True
italie,dalembert,1720-1730,1730-1740,0.0308,0.9692,1375,2124,5711,True
défense,camembert,1710-1720,1789-1802,0.027564,0.972436,630,3844,5700,True
défense,dalembert,1710-1720,1789-1802,0.023711,0.976289,630,3844,5700,True
achat,camembert,1700-1710,1730-1740,0.018514,0.981486,206,70,5659,True
achat,dalembert,1700-1710,1730-1740,0.042455,0.957545,206,70,5659,True
publiquement,camembert,1700-1710,1750-1760,0.007624,0.992376,302,590,5695,True
publiquement,dalembert,1700-1710,1750-1760,0.01652,0.98348,302,590,5695,True
attachés,camembert,1720-1730,1770-1780,0.01754,0.98246,147,2228,5699,True
attachés,dalembert,1720-1730,1770-1780,0.023843,0.976157,147,2228,5699,True
précisément,camembert,1700-1710,1789-1802,0.01643,0.98357,204,2080,5707,True
précisément,dalembert,1700-1710,1789-1802,0.023729,0.976271,204,2080,5707,True
ponts,camembert,1700-1710,1780-1789,0.022068,0.977932,200,2012,5683,True
ponts,dalembert,1700-1710,1780-1789,0.027516,0.972484,200,2012,5683,True
torrent,camembert,1700-1710,1740-1750,0.01482,0.98518,126,614,5700,True
torrent,dalembert,1700-1710,1740-1750,0.023233,0.976767,126,614,5700,True
experts,camembert,1700-1710,1789-1802,0.024379,0.975621,101,536,5653,True
experts,dalembert,1700-1710,1789-1802,0.042171,0.957829,101,536,5653,True
désordre,camembert,1700-1710,1789-1802,0.016126,0.983874,203,2323,5694,True
désordre,dalembert,1700-1710,1789-1802,0.021204,0.978796,203,2323,5694,True
commissaires,camembert,1700-1710,1750-1760,0.019549,0.980451,533,1584,5674,True
commissaires,dalembert,1700-1710,1750-1760,0.0311,0.9689,533,1584,5674,True
charlemagne,camembert,1700-1710,1750-1760,0.017292,0.982708,124,873,5640,True
charlemagne,dalembert,1700-1710,1750-1760,0.02783,0.97217,124,873,5640,True
exactement,camembert,1700-1710,1760-1770,0.019236,0.980764,380,2188,5710,True
exactement,dalembert,1700-1710,1760-1770,0.020652,0.979348,380,2188,5710,True
terns,camembert,1700-1710,1710-1720,0.008766,0.991234,314,310,5635,True
terns,dalembert,1700-1710,1710-1720,0.025685,0.974315,314,310,5635,True
tragédie,camembert,1710-1720,1750-1760,0.022639,0.977361,221,2406,5702,True
tragédie,dalembert,1710-1720,1750-1760,0.027305,0.972695,221,2406,5702,True
quittances,camembert,1710-1720,1789-1802,0.053699,0.946301,485,856,4235,True
quittances,dalembert,1710-1720,1789-1802,0.041003,0.958997,485,856,4235,True
événement,camembert,1700-1710,1760-1770,0.0144,0.9856,80,1195,5697,True
événement,dalembert,1700-1710,1760-1770,0.023287,0.976713,80,1195,5697,True
étouffer,camembert,1700-1710,1710-1720,0.020587,0.979413,51,58,5683,True
étouffer,dalembert,1700-1710,1710-1720,0.018949,0.981051,51,58,5683,True
unit,camembert,1720-1730,1780-1789,0.031259,0.968741,142,505,5681,True
unit,dalembert,1720-1730,1780-1789,0.027625,0.972375,142,505,5681,True
tristesse,camembert,1740-1750,1780-1789,0.016619,0.983381,360,900,5693,True
tristesse,dalembert,1740-1750,1780-1789,0.015142,0.984858,360,900,5693,True
faires,camembert,1710-1720,1770-1780,0.010406,0.989594,249,670,5679,True
faires,dalembert,1710-1720,1770-1780,0.036627,0.963373,249,670,5679,True
invincible,camembert,1710-1720,1770-1780,0.007618,0.992382,199,758,5686,True
invincible,dalembert,1710-1720,1770-1780,0.015506,0.984494,199,758,5686,True
langues,camembert,1700-1710,1760-1770,0.020529,0.979471,272,1139,5704,True
langues,dalembert,1700-1710,1760-1770,0.018332,0.981668,272,1139,5704,True
élévation,camembert,1700-1710,1780-1789,0.025109,0.974891,61,892,5696,True
élévation,dalembert,1700-1710,1780-1789,0.023593,0.976407,61,892,5696,True
citadelle,camembert,1710-1720,1730-1740,0.021552,0.978448,392,985,5672,True
citadelle,dalembert,1710-1720,1730-1740,0.025897,0.974103,392,985,5672,True
fidelle,camembert,1700-1710,1750-1760,0.028365,0.971635,211,417,5685,True
fidelle,dalembert,1700-1710,1750-1760,0.022871,0.977129,211,417,5685,True
fraude,camembert,1720-1730,1789-1802,0.020042,0.979958,397,1263,5682,True
fraude,dalembert,1720-1730,1789-1802,0.01955,0.98045,397,1263,5682,True
théâtre,camembert,1710-1720,1789-1802,0.015122,0.984878,403,4819,5710,True
théâtre,dalembert,1710-1720,1789-1802,0.019368,0.980632,403,4819,5710,True
fair,camembert,1700-1710,1730-1740,0.012076,0.987924,767,598,5709,True
fair,dalembert,1700-1710,1730-1740,0.02188,0.97812,767,598,5709,True
calomnie,camembert,1720-1730,1780-1789,0.018987,0.981013,129,1282,5685,True
calomnie,dalembert,1720-1730,1780-1789,0.016573,0.983427,129,1282,5685,True
proie,camembert,1700-1710,1789-1802,0.02845,0.97155,143,1992,5697,True
proie,dalembert,1700-1710,1789-1802,0.025951,0.974049,143,1992,5697,True
éclairé,camembert,1700-1710,1770-1780,0.015524,0.984476,150,2282,5706,True
éclairé,dalembert,1700-1710,1770-1780,0.021674,0.978326,150,2282,5706,True
poids,camembert,1700-1710,1730-1740,0.022802,0.977198,2385,2886,5717,True
poids,dalembert,1700-1710,1730-1740,0.033881,0.966119,2385,2886,5717,True
efficace,camembert,1700-1710,1789-1802,0.064219,0.935781,145,806,5678,True
efficace,dalembert,1700-1710,1789-1802,0.03599,0.96401,145,806,5678,True
certainement,camembert,1710-1720,1740-1750,0.010812,0.989188,682,871,5709,True
certainement,dalembert,1710-1720,1740-1750,0.018147,0.981853,682,871,5709,True
colonnes,camembert,1700-1710,1720-1730,0.027516,0.972484,223,660,5688,True
colonnes,dalembert,1700-1710,1720-1730,0.030733,0.969267,223,660,5688,True
résoudre,camembert,1720-1730,1780-1789,0.029957,0.970043,203,862,5693,True
résoudre,dalembert,1720-1730,1780-1789,0.028146,0.971854,203,862,5693,True
accabler,camembert,1700-1710,1720-1730,0.034173,0.965827,63,73,5682,True
accabler,dalembert,1700-1710,1720-1730,0.020616,0.979384,63,73,5682,True
guide,camembert,1700-1710,1730-1740,0.010814,0.989186,284,594,5708,True
guide,dalembert,1700-1710,1730-1740,0.017985,0.982015,284,594,5708,True
suffrages,camembert,1700-1710,1760-1770,0.012927,0.987073,117,482,5691,True
suffrages,dalembert,1700-1710,1760-1770,0.0217,0.9783,117,482,5691,True
nicolas,camembert,1700-1710,1740-1750,0.01733,0.98267,418,941,5694,True
nicolas,dalembert,1700-1710,1740-1750,0.031949,0.968051,418,941,5694,True
résistance,camembert,1700-1710,1760-1770,0.026407,0.973593,142,1050,5686,True
résistance,dalembert,1700-1710,1760-1770,0.029854,0.970146,142,1050,5686,True
tou,camembert,1710-1720,1770-1780,0.008205,0.991795,1047,4734,5703,True
tou,dalembert,1710-1720,1770-1780,0.025402,0.974598,1047,4734,5703,True
édition,camembert,1700-1710,1710-1720,0.007427,0.992573,131,238,5714,True
édition,dalembert,1700-1710,1710-1720,0.019836,0.980164,131,238,5714,True
échappe,camembert,1700-1710,1710-1720,0.009028,0.990972,52,66,5694,True
échappe,dalembert,1700-1710,1710-1720,0.021294,0.978706,52,66,5694,True
chute,camembert,1700-1710,1789-1802,0.030049,0.969951,239,1797,5702,True
chute,dalembert,1700-1710,1789-1802,0.022888,0.977112,239,1797,5702,True
progrès,camembert,1700-1710,1789-1802,0.038766,0.961234,188,5351,5714,True
progrès,dalembert,1700-1710,1789-1802,0.027897,0.972103,188,5351,5714,True
continuel,camembert,1700-1710,1760-1770,0.021039,0.978961,144,830,5698,True
continuel,dalembert,1700-1710,1760-1770,0.018828,0.981172,144,830,5698,True
isles,camembert,1720-1730,1750-1760,0.028398,0.971602,674,1250,5680,True
isles,dalembert,1720-1730,1750-1760,0.029159,0.970841,674,1250,5680,True
greffier,camembert,1710-1720,1789-1802,0.052998,0.947002,570,1138,5675,True
greffier,dalembert,1710-1720,1789-1802,0.026864,0.973136,570,1138,5675,True
plan,camembert,1700-1710,1789-1802,0.027688,0.972312,449,10983,5714,True
plan,dalembert,1700-1710,1789-1802,0.051975,0.948025,449,10983,5714,True
dès,camembert,1710-1720,1789-1802,0.014974,0.985026,4158,17778,5717,True
dès,dalembert,1710-1720,1789-1802,0.021221,0.978779,4158,17778,5717,True
historiens,camembert,1700-1710,1789-1802,0.019159,0.980841,163,756,5691,True
historiens,dalembert,1700-1710,1789-1802,0.022298,0.977702,163,756,5691,True
rencontré,camembert,1710-1720,1740-1750,0.010905,0.989095,153,426,5694,True
rencontré,dalembert,1710-1720,1740-1750,0.019618,0.980382,153,426,5694,True
supplices,camembert,1780-1789,1789-1802,0.021153,0.978847,713,691,5667,True
supplices,dalembert,1780-1789,1789-1802,0.0137,0.9863,713,691,5667,True
forme,camembert,1710-1720,1789-1802,0.029429,0.970571,4602,16334,5718,True
forme,dalembert,1710-1720,1789-1802,0.037659,0.962341,4602,16334,5718,True
change,camembert,1710-1720,1730-1740,0.059971,0.940029,4728,2210,5716,True
change,dalembert,1710-1720,1730-1740,0.064227,0.935773,4728,2210,5716,True
bibliothèque,camembert,1700-1710,1789-1802,0.018607,0.981393,136,899,5698,True
bibliothèque,dalembert,1700-1710,1789-1802,0.026759,0.973241,136,899,5698,True
ons,camembert,1720-1730,1789-1802,0.007967,0.992033,586,1764,5686,True
ons,dalembert,1720-1730,1789-1802,0.040459,0.959541,586,1764,5686,True
prisons,camembert,1700-1710,1789-1802,0.032366,0.967634,115,2152,5670,True
prisons,dalembert,1700-1710,1789-1802,0.029257,0.970743,115,2152,5670,True
audace,camembert,1770-1780,1780-1789,0.023155,0.976845,918,1040,5700,True
audace,dalembert,1770-1780,1780-1789,0.012981,0.987019,918,1040,5700,True
blanches,camembert,1710-1720,1789-1802,0.022664,0.977336,446,1134,5684,True
blanches,dalembert,1710-1720,1789-1802,0.025455,0.974545,446,1134,5684,True
applique,camembert,1700-1710,1710-1720,0.013285,0.986715,114,146,5701,True
applique,dalembert,1700-1710,1710-1720,0.020211,0.979789,114,146,5701,True
choc,camembert,1710-1720,1720-1730,0.014098,0.985902,85,416,5680,True
choc,dalembert,1710-1720,1720-1730,0.025268,0.974732,85,416,5680,True
platon,camembert,1710-1720,1789-1802,0.024948,0.975052,487,1268,5691,True
platon,dalembert,1710-1720,1789-1802,0.018515,0.981485,487,1268,5691,True
trouvez,camembert,1710-1720,1760-1770,0.030536,0.969464,709,698,5693,True
trouvez,dalembert,1710-1720,1760-1770,0.058411,0.941589,709,698,5693,True
insupportable,camembert,1700-1710,1789-1802,0.017503,0.982497,119,614,5684,True
insupportable,dalembert,1700-1710,1789-1802,0.024098,0.975902,119,614,5684,True
signer,camembert,1710-1720,1789-1802,0.020718,0.979282,504,903,5657,True
signer,dalembert,1710-1720,1789-1802,0.020302,0.979698,504,903,5657,True
tribunaux,camembert,1700-1710,1789-1802,0.02393,0.97607,68,4423,5686,True
tribunaux,dalembert,1700-1710,1789-1802,0.03181,0.96819,68,4423,5686,True
latitude,camembert,1720-1730,1789-1802,0.068669,0.931331,246,1587,5649,True
latitude,dalembert,1720-1730,1789-1802,0.033331,0.966669,246,1587,5649,True
fuite,camembert,1700-1710,1789-1802,0.012477,0.987523,2556,8921,5713,True
fuite,dalembert,1700-1710,1789-1802,0.028828,0.971172,2556,8921,5713,True
alla,camembert,1730-1740,1770-1780,0.012331,0.987669,1909,2350,5701,True
alla,dalembert,1730-1740,1770-1780,0.024758,0.975242,1909,2350,5701,True
milliers,camembert,1710-1720,1789-1802,0.02337,0.97663,209,1649,5683,True
milliers,dalembert,1710-1720,1789-1802,0.032006,0.967994,209,1649,5683,True
secrets,camembert,1710-1720,1789-1802,0.012246,0.987754,552,2245,5710,True
secrets,dalembert,1710-1720,1789-1802,0.020592,0.979408,552,2245,5710,True
anglois,camembert,1720-1730,1789-1802,0.029021,0.970979,2281,5714,5713,True
anglois,dalembert,1720-1730,1789-1802,0.028674,0.971326,2281,5714,5713,True
renverser,camembert,1700-1710,1789-1802,0.032576,0.967424,164,1493,5688,True
renverser,dalembert,1700-1710,1789-1802,0.028003,0.971997,164,1493,5688,True
quil,camembert,1700-1710,1720-1730,0.017388,0.982612,353,425,5683,True
quil,dalembert,1700-1710,1720-1730,0.019196,0.980804,353,425,5683,True
repousser,camembert,1700-1710,1710-1720,0.016057,0.983943,58,104,5683,True
repousser,dalembert,1700-1710,1710-1720,0.019763,0.980237,58,104,5683,True
siége,camembert,1700-1710,1730-1740,0.011923,0.988077,121,1284,5671,True
siége,dalembert,1700-1710,1730-1740,0.021861,0.978139,121,1284,5671,True
faciles,camembert,1710-1720,1789-1802,0.021002,0.978998,136,1212,5690,True
faciles,dalembert,1710-1720,1789-1802,0.019066,0.980934,136,1212,5690,True
portugais,camembert,1730-1740,1750-1760,0.006568,0.993432,447,985,5677,True
portugais,dalembert,1730-1740,1750-1760,0.018695,0.981305,447,985,5677,True
avocat,camembert,1710-1720,1770-1780,0.011771,0.988229,857,1940,5693,True
avocat,dalembert,1710-1720,1770-1780,0.01564,0.98436,857,1940,5693,True
ouvrier,camembert,1700-1710,1789-1802,0.020069,0.979931,142,501,5696,True
ouvrier,dalembert,1700-1710,1789-1802,0.024247,0.975753,142,501,5696,True
onr,camembert,1710-1720,1789-1802,0.011544,0.988456,132,534,5660,True
onr,dalembert,1710-1720,1789-1802,0.030663,0.969337,132,534,5660,True
dci,camembert,1700-1710,1740-1750,0.012978,0.987022,220,236,5477,True
dci,dalembert,1700-1710,1740-1750,0.03725,0.96275,220,236,5477,True
théologie,camembert,1700-1710,1750-1760,0.013146,0.986854,196,923,5679,True
théologie,dalembert,1700-1710,1750-1760,0.020283,0.979717,196,923,5679,True
fondions,camembert,1700-1710,1710-1720,0.021205,0.978795,72,1022,5674,True
fondions,dalembert,1700-1710,1710-1720,0.03962,0.96038,72,1022,5674,True
exposer,camembert,1710-1720,1789-1802,0.021858,0.978142,528,1340,5711,True
exposer,dalembert,1710-1720,1789-1802,0.029898,0.970102,528,1340,5711,True
remarques,camembert,1700-1710,1730-1740,0.018519,0.981481,1081,1572,5709,True
remarques,dalembert,1700-1710,1730-1740,0.058779,0.941221,1081,1572,5709,True
oit,camembert,1710-1720,1750-1760,0.019755,0.980245,1076,2573,5704,True
oit,dalembert,1710-1720,1750-1760,0.037245,0.962755,1076,2573,5704,True
différens,camembert,1700-1710,1710-1720,0.028843,0.971157,427,442,5702,True
différens,dalembert,1700-1710,1710-1720,0.016293,0.983707,427,442,5702,True
générosité,camembert,1710-1720,1770-1780,0.018837,0.981163,109,976,5684,True
générosité,dalembert,1710-1720,1770-1780,0.018338,0.981662,109,976,5684,True
jupiter,camembert,1710-1720,1740-1750,0.014563,0.985437,2705,1129,5705,True
