word,modele,period1,period2,cosine_distance,cosine_similarity,occ1,occ2,degree,disponible
césar,camembert,1730-1740,1780-1789,0.018949,0.981051,506,4745,5681,True
césar,dalembert,1730-1740,1780-1789,0.031155,0.968845,506,4745,5681,True
vive,camembert,1700-1710,1789-1802,0.018158,0.981842,869,4966,5714,True
vive,dalembert,1700-1710,1789-1802,0.025545,0.974455,869,4966,5714,True
pitié,camembert,1710-1720,1720-1730,0.020731,0.979269,788,640,5708,True
pitié,dalembert,1710-1720,1720-1730,0.019305,0.980695,788,640,5708,True
crainte,camembert,1740-1750,1750-1760,0.023984,0.976016,4839,4750,5713,True
crainte,dalembert,1740-1750,1750-1760,0.016229,0.983771,4839,4750,5713,True
introduit,camembert,1700-1710,1760-1770,0.009765,0.990235,279,1053,5699,True
introduit,dalembert,1700-1710,1760-1770,0.016815,0.983185,279,1053,5699,True
commandement,camembert,1710-1720,1789-1802,0.018443,0.981557,707,1995,5694,True
commandement,dalembert,1710-1720,1789-1802,0.024584,0.975416,707,1995,5694,True
céfar,camembert,1710-1720,1720-1730,0.015428,0.984572,107,624,5574,True
céfar,dalembert,1710-1720,1720-1730,0.056392,0.943608,107,624,5574,True
charger,camembert,1710-1720,1789-1802,0.013071,0.986929,887,2251,5705,True
charger,dalembert,1710-1720,1789-1802,0.023967,0.976033,887,2251,5705,True
barbare,camembert,1740-1750,1770-1780,0.009057,0.990943,964,2773,5705,True
barbare,dalembert,1740-1750,1770-1780,0.01132,0.98868,964,2773,5705,True
bonnet,camembert,1750-1760,1760-1770,0.013686,0.986314,382,551,5686,True
bonnet,dalembert,1750-1760,1760-1770,0.023436,0.976564,382,551,5686,True
produire,camembert,1700-1710,1710-1720,0.011832,0.988168,909,826,5713,True
produire,dalembert,1700-1710,1710-1720,0.019175,0.980825,909,826,5713,True
infâme,camembert,1710-1720,1720-1730,0.026178,0.973822,112,68,5678,True
infâme,dalembert,1710-1720,1720-1730,0.018743,0.981257,112,68,5678,True
appeller,camembert,1730-1740,1740-1750,0.022193,0.977807,621,879,5702,True
appeller,dalembert,1730-1740,1740-1750,0.014904,0.985096,621,879,5702,True
mande,camembert,1710-1720,1730-1740,0.018536,0.981464,265,500,5687,True
mande,dalembert,1710-1720,1730-1740,0.022053,0.977947,265,500,5687,True
domestiques,camembert,1750-1760,1780-1789,0.008699,0.991301,1272,2133,5700,True
domestiques,dalembert,1750-1760,1780-1789,0.015054,0.984946,1272,2133,5700,True
comptes,camembert,1720-1730,1730-1740,0.039307,0.960693,2734,1039,5695,True
comptes,dalembert,1720-1730,1730-1740,0.04633,0.95367,2734,1039,5695,True
contribué,camembert,1760-1770,1789-1802,0.036341,0.963659,671,1385,5697,True
contribué,dalembert,1760-1770,1789-1802,0.029279,0.970721,671,1385,5697,True
amiral,camembert,1760-1770,1789-1802,0.028173,0.971827,524,519,5697,True
amiral,dalembert,1760-1770,1789-1802,0.033115,0.966885,524,519,5697,True
offrir,camembert,1710-1720,1789-1802,0.01157,0.98843,339,2894,5711,True
offrir,dalembert,1710-1720,1789-1802,0.023096,0.976904,339,2894,5711,True
déclaré,camembert,1700-1710,1789-1802,0.015528,0.984472,458,2581,5702,True
déclaré,dalembert,1700-1710,1789-1802,0.020718,0.979282,458,2581,5702,True
remettre,camembert,1700-1710,1710-1720,0.011394,0.988606,1202,1158,5706,True
remettre,dalembert,1700-1710,1710-1720,0.016519,0.983481,1202,1158,5706,True
battre,camembert,1700-1710,1770-1780,0.010115,0.989885,504,2149,5701,True
battre,dalembert,1700-1710,1770-1780,0.016467,0.983533,504,2149,5701,True
cardinal,camembert,1750-1760,1760-1770,0.010755,0.989245,4316,1853,5695,True
cardinal,dalembert,1750-1760,1760-1770,0.017239,0.982761,4316,1853,5695,True
marche,camembert,1770-1780,1789-1802,0.009568,0.990432,6652,8364,5716,True
marche,dalembert,1770-1780,1789-1802,0.013064,0.986936,6652,8364,5716,True
consuls,camembert,1730-1740,1760-1770,0.025835,0.974165,284,1763,5677,True
consuls,dalembert,1730-1740,1760-1770,0.027414,0.972586,284,1763,5677,True
pairs,camembert,1710-1720,1789-1802,0.037522,0.962478,837,1653,5660,True
pairs,dalembert,1710-1720,1789-1802,0.039237,0.960763,837,1653,5660,True
xiii,camembert,1710-1720,1730-1740,0.023695,0.976305,933,1677,5711,True
xiii,dalembert,1710-1720,1730-1740,0.05414,0.94586,933,1677,5711,True
tiré,camembert,1710-1720,1750-1760,0.012346,0.987654,1229,1917,5715,True
tiré,dalembert,1710-1720,1750-1760,0.018898,0.981102,1229,1917,5715,True
recueillir,camembert,1700-1710,1780-1789,0.010779,0.989221,169,1615,5695,True
recueillir,dalembert,1700-1710,1780-1789,0.016799,0.983201,169,1615,5695,True
mets,camembert,1720-1730,1760-1770,0.010638,0.989362,545,1066,5708,True
mets,dalembert,1720-1730,1760-1770,0.017578,0.982422,545,1066,5708,True
vieille,camembert,1760-1770,1770-1780,0.015059,0.984941,1549,2942,5704,True
vieille,dalembert,1760-1770,1770-1780,0.023645,0.976355,1549,2942,5704,True
paroître,camembert,1760-1770,1789-1802,0.021557,0.978443,2251,2172,5703,True
paroître,dalembert,1760-1770,1789-1802,0.01446,0.98554,2251,2172,5703,True
confondre,camembert,1720-1730,1789-1802,0.01284,0.98716,344,1513,5701,True
confondre,dalembert,1720-1730,1789-1802,0.019431,0.980569,344,1513,5701,True
effet,camembert,1700-1710,1720-1730,0.008368,0.991632,3911,5327,5718,True
effet,dalembert,1700-1710,1720-1730,0.023358,0.976642,3911,5327,5718,True
catholique,camembert,1710-1720,1730-1740,0.023064,0.976936,574,1560,5682,True
catholique,dalembert,1710-1720,1730-1740,0.021234,0.978766,574,1560,5682,True
pommes,camembert,1770-1780,1789-1802,0.031081,0.968919,1424,1607,5667,True
pommes,dalembert,1770-1780,1789-1802,0.027302,0.972698,1424,1607,5667,True
prison,camembert,1710-1720,1720-1730,0.015557,0.984443,1004,894,5710,True
prison,dalembert,1710-1720,1720-1730,0.020611,0.979389,1004,894,5710,True
curé,camembert,1730-1740,1750-1760,0.009717,0.990283,828,1359,5679,True
curé,dalembert,1730-1740,1750-1760,0.015082,0.984918,828,1359,5679,True
sucre,camembert,1720-1730,1760-1770,0.020963,0.979037,1070,3736,5669,True
sucre,dalembert,1720-1730,1760-1770,0.038226,0.961774,1070,3736,5669,True
voisins,camembert,1720-1730,1740-1750,0.014976,0.985024,1136,2154,5709,True
voisins,dalembert,1720-1730,1740-1750,0.022437,0.977563,1136,2154,5709,True
renvoyé,camembert,1700-1710,1710-1720,0.0092,0.9908,234,310,5687,True
renvoyé,dalembert,1700-1710,1710-1720,0.018098,0.981902,234,310,5687,True
conduire,camembert,1710-1720,1789-1802,0.011981,0.988019,1438,4780,5712,True
conduire,dalembert,1710-1720,1789-1802,0.018666,0.981334,1438,4780,5712,True
pareils,camembert,1700-1710,1720-1730,0.014039,0.985961,282,572,5706,True
pareils,dalembert,1700-1710,1720-1730,0.018565,0.981435,282,572,5706,True
vouloir,camembert,1730-1740,1760-1770,0.013837,0.986163,2867,4760,5714,True
vouloir,dalembert,1730-1740,1760-1770,0.020613,0.979387,2867,4760,5714,True
christ,camembert,1700-1710,1770-1780,0.019036,0.980964,3332,2462,5693,True
christ,dalembert,1700-1710,1770-1780,0.028031,0.971969,3332,2462,5693,True
author,camembert,1780-1789,1789-1802,0.035146,0.964854,2363,3744,3213,True
author,dalembert,1780-1789,1789-1802,0.04145,0.95855,2363,3744,3213,True
zèle,camembert,1730-1740,1780-1789,0.016962,0.983038,1140,3229,5694,True
zèle,dalembert,1730-1740,1780-1789,0.016156,0.983844,1140,3229,5694,True
visiter,camembert,1710-1720,1750-1760,0.006513,0.993487,449,400,5675,True
visiter,dalembert,1710-1720,1750-1760,0.012856,0.987144,449,400,5675,True
délibération,camembert,1720-1730,1770-1780,0.021799,0.978201,326,1012,5681,True
délibération,dalembert,1720-1730,1770-1780,0.030763,0.969237,326,1012,5681,True
contenir,camembert,1740-1750,1780-1789,0.014004,0.985996,1004,2289,5698,True
contenir,dalembert,1740-1750,1780-1789,0.015664,0.984336,1004,2289,5698,True
offices,camembert,1710-1720,1740-1750,0.034269,0.965731,3307,1136,5706,True
offices,dalembert,1710-1720,1740-1750,0.048778,0.951222,3307,1136,5706,True
gouverner,camembert,1750-1760,1770-1780,0.010642,0.989358,1136,2299,5708,True
gouverner,dalembert,1750-1760,1770-1780,0.014963,0.985037,1136,2299,5708,True
thomas,camembert,1740-1750,1750-1760,0.017287,0.982713,1358,1537,5696,True
thomas,dalembert,1740-1750,1750-1760,0.0309,0.9691,1358,1537,5696,True
froid,camembert,1780-1789,1789-1802,0.013664,0.986336,5660,3732,5713,True
froid,dalembert,1780-1789,1789-1802,0.01736,0.98264,5660,3732,5713,True
fermier,camembert,1730-1740,1789-1802,0.02472,0.97528,1126,1717,5679,True
fermier,dalembert,1730-1740,1789-1802,0.027914,0.972086,1126,1717,5679,True
prêt,camembert,1710-1720,1760-1770,0.012522,0.987478,1323,3151,5712,True
prêt,dalembert,1710-1720,1760-1770,0.015297,0.984703,1323,3151,5712,True
dépit,camembert,1770-1780,1789-1802,0.011587,0.988413,1263,1205,5699,True
dépit,dalembert,1770-1780,1789-1802,0.017117,0.982883,1263,1205,5699,True
accompagner,camembert,1700-1710,1710-1720,0.009757,0.990243,118,130,5693,True
accompagner,dalembert,1700-1710,1710-1720,0.015179,0.984821,118,130,5693,True
besoins,camembert,1740-1750,1780-1789,0.022975,0.977025,1258,6170,5703,True
besoins,dalembert,1740-1750,1780-1789,0.025825,0.974175,1258,6170,5703,True
ouest,camembert,1740-1750,1770-1780,0.035484,0.964516,2091,844,5655,True
ouest,dalembert,1740-1750,1770-1780,0.051568,0.948432,2091,844,5655,True
paraît,camembert,1710-1720,1789-1802,0.011887,0.988113,301,3049,5681,True
paraît,dalembert,1710-1720,1789-1802,0.023323,0.976677,301,3049,5681,True
verte,camembert,1710-1720,1780-1789,0.028693,0.971307,558,1277,5687,True
verte,dalembert,1710-1720,1780-1789,0.063307,0.936693,558,1277,5687,True
inutile,camembert,1750-1760,1770-1780,0.009132,0.990868,2935,4986,5716,True
inutile,dalembert,1750-1760,1770-1780,0.015128,0.984872,2935,4986,5716,True
entendit,camembert,1730-1740,1750-1760,0.013229,0.986771,265,220,5678,True
entendit,dalembert,1730-1740,1750-1760,0.019529,0.980471,265,220,5678,True
engagement,camembert,1720-1730,1760-1770,0.011137,0.988863,184,570,5693,True
engagement,dalembert,1720-1730,1760-1770,0.020137,0.979863,184,570,5693,True
dressé,camembert,1710-1720,1720-1730,0.013855,0.986145,241,226,5685,True
dressé,dalembert,1710-1720,1720-1730,0.023679,0.976321,241,226,5685,True
employa,camembert,1720-1730,1730-1740,0.014659,0.985341,181,304,5678,True
employa,dalembert,1720-1730,1730-1740,0.01747,0.98253,181,304,5678,True
attendu,camembert,1720-1730,1740-1750,0.008837,0.991163,570,1093,5705,True
attendu,dalembert,1720-1730,1740-1750,0.020605,0.979395,570,1093,5705,True
restoit,camembert,1700-1710,1730-1740,0.027312,0.972688,183,723,5690,True
restoit,dalembert,1700-1710,1730-1740,0.024482,0.975518,183,723,5690,True
décrire,camembert,1700-1710,1710-1720,0.013406,0.986594,117,129,5695,True
décrire,dalembert,1700-1710,1710-1720,0.015999,0.984001,117,129,5695,True
consentir,camembert,1780-1789,1789-1802,0.021759,0.978241,1097,1233,5690,True
consentir,dalembert,1780-1789,1789-1802,0.017795,0.982205,1097,1233,5690,True
garder,camembert,1710-1720,1780-1789,0.014842,0.985158,1957,4826,5715,True
garder,dalembert,1710-1720,1780-1789,0.029387,0.970613,1957,4826,5715,True
trompé,camembert,1760-1770,1770-1780,0.008977,0.991023,1431,2272,5708,True
trompé,dalembert,1760-1770,1770-1780,0.012471,0.987529,1431,2272,5708,True
repris,camembert,1730-1740,1770-1780,0.02095,0.97905,954,1275,5698,True
repris,dalembert,1730-1740,1770-1780,0.039806,0.960194,954,1275,5698,True
exil,camembert,1710-1720,1750-1760,0.024536,0.975464,138,316,5693,True
exil,dalembert,1710-1720,1750-1760,0.014857,0.985143,138,316,5693,True
faisant,camembert,1710-1720,1760-1770,0.022508,0.977492,3652,7137,5716,True
faisant,dalembert,1710-1720,1760-1770,0.030468,0.969532,3652,7137,5716,True
disposer,camembert,1750-1760,1760-1770,0.010505,0.989495,1153,1611,5699,True
disposer,dalembert,1750-1760,1760-1770,0.017849,0.982151,1153,1611,5699,True
commandé,camembert,1730-1740,1789-1802,0.013794,0.986206,427,732,5685,True
commandé,dalembert,1730-1740,1789-1802,0.021309,0.978691,427,732,5685,True
propose,camembert,1760-1770,1789-1802,0.015324,0.984676,2825,4537,5712,True
propose,dalembert,1760-1770,1789-1802,0.019079,0.980921,2825,4537,5712,True
manqué,camembert,1710-1720,1780-1789,0.021619,0.978381,546,2120,5707,True
manqué,dalembert,1710-1720,1780-1789,0.02647,0.97353,546,2120,5707,True
ouvert,camembert,1710-1720,1730-1740,0.009546,0.990454,592,890,5709,True
ouvert,dalembert,1710-1720,1730-1740,0.015131,0.984869,592,890,5709,True
occuper,camembert,1750-1760,1780-1789,0.020294,0.979706,664,1721,5710,True
occuper,dalembert,1750-1760,1780-1789,0.021835,0.978165,664,1721,5710,True
bourgogne,camembert,1710-1720,1720-1730,0.046183,0.953817,1050,1882,5686,True
bourgogne,dalembert,1710-1720,1720-1730,0.041452,0.958548,1050,1882,5686,True
penser,camembert,1740-1750,1770-1780,0.014399,0.985601,3349,6133,5713,True
penser,dalembert,1740-1750,1770-1780,0.022436,0.977564,3349,6133,5713,True
meilleures,camembert,1730-1740,1770-1780,0.015445,0.984555,575,1794,5701,True
meilleures,dalembert,1730-1740,1770-1780,0.024368,0.975632,575,1794,5701,True
recevoir,camembert,1700-1710,1720-1730,0.007935,0.992065,3024,3202,5719,True
recevoir,dalembert,1700-1710,1720-1730,0.019072,0.980928,3024,3202,5719,True
grandeur,camembert,1720-1730,1750-1760,0.013869,0.986131,2106,4027,5714,True
grandeur,dalembert,1720-1730,1750-1760,0.021573,0.978427,2106,4027,5714,True
naples,camembert,1730-1740,1740-1750,0.018658,0.981342,1627,835,5692,True
naples,dalembert,1730-1740,1740-1750,0.031218,0.968782,1627,835,5692,True
amener,camembert,1700-1710,1760-1770,0.012002,0.987998,217,547,5697,True
amener,dalembert,1700-1710,1760-1770,0.019231,0.980769,217,547,5697,True
parla,camembert,1750-1760,1770-1780,0.008672,0.991328,1076,1698,5698,True
parla,dalembert,1750-1760,1770-1780,0.010465,0.989535,1076,1698,5698,True
prononce,camembert,1720-1730,1750-1760,0.013262,0.986738,194,573,5698,True
prononce,dalembert,1720-1730,1750-1760,0.021379,0.978621,194,573,5698,True
entretenir,camembert,1710-1720,1720-1730,0.009334,0.990666,898,647,5711,True
entretenir,dalembert,1710-1720,1720-1730,0.020775,0.979225,898,647,5711,True
auxquelles,camembert,1700-1710,1789-1802,0.020016,0.979984,238,3385,5711,True
auxquelles,dalembert,1700-1710,1789-1802,0.034821,0.965179,238,3385,5711,True
cachet,camembert,1710-1720,1789-1802,0.02128,0.97872,203,1030,5671,True
cachet,dalembert,1710-1720,1789-1802,0.029878,0.970122,203,1030,5671,True
aimant,camembert,1750-1760,1770-1780,0.012666,0.987334,233,524,5678,True
aimant,dalembert,1750-1760,1770-1780,0.027684,0.972316,233,524,5678,True
renfermer,camembert,1700-1710,1710-1720,0.01406,0.98594,126,158,5696,True
renfermer,dalembert,1700-1710,1710-1720,0.015233,0.984767,126,158,5696,True
tendent,camembert,1730-1740,1789-1802,0.028763,0.971237,290,1026,5702,True
tendent,dalembert,1730-1740,1789-1802,0.029126,0.970874,290,1026,5702,True
dernière,camembert,1750-1760,1760-1770,0.013507,0.986493,1882,2349,5711,True
dernière,dalembert,1750-1760,1760-1770,0.018064,0.981936,1882,2349,5711,True
monter,camembert,1720-1730,1770-1780,0.012164,0.987836,1114,3153,5708,True
monter,dalembert,1720-1730,1770-1780,0.018579,0.981421,1114,3153,5708,True
poste,camembert,1710-1720,1789-1802,0.011242,0.988758,371,3252,5695,True
poste,dalembert,1710-1720,1789-1802,0.017841,0.982159,371,3252,5695,True
important,camembert,1750-1760,1780-1789,0.013122,0.986878,1610,3406,5714,True
important,dalembert,1750-1760,1780-1789,0.017392,0.982608,1610,3406,5714,True
disons,camembert,1730-1740,1780-1789,0.010718,0.989282,352,738,5690,True
disons,dalembert,1730-1740,1780-1789,0.020722,0.979278,352,738,5690,True
croyons,camembert,1760-1770,1780-1789,0.017382,0.982618,959,2005,5701,True
croyons,dalembert,1760-1770,1780-1789,0.020949,0.979051,959,2005,5701,True
empereurs,camembert,1720-1730,1730-1740,0.032968,0.967032,865,1123,5683,True
empereurs,dalembert,1720-1730,1730-1740,0.03082,0.96918,865,1123,5683,True
suivantes,camembert,1730-1740,1740-1750,0.016922,0.983078,684,779,5692,True
suivantes,dalembert,1730-1740,1740-1750,0.022005,0.977995,684,779,5692,True
ruines,camembert,1740-1750,1760-1770,0.01238,0.98762,595,851,5688,True
ruines,dalembert,1740-1750,1760-1770,0.01474,0.98526,595,851,5688,True
acquérir,camembert,1700-1710,1710-1720,0.015782,0.984218,134,120,5698,True
acquérir,dalembert,1700-1710,1710-1720,0.026548,0.973452,134,120,5698,True
caractères,camembert,1710-1720,1780-1789,0.0241,0.9759,279,1418,5705,True
caractères,dalembert,1710-1720,1780-1789,0.021028,0.978972,279,1418,5705,True
sanglante,camembert,1700-1710,1720-1730,0.013648,0.986352,74,93,5672,True
sanglante,dalembert,1700-1710,1720-1730,0.019539,0.980461,74,93,5672,True
accepter,camembert,1710-1720,1760-1770,0.015852,0.984148,283,568,5698,True
accepter,dalembert,1710-1720,1760-1770,0.021724,0.978276,283,568,5698,True
commissaire,camembert,1710-1720,1780-1789,0.020323,0.979677,950,1975,5666,True
commissaire,dalembert,1710-1720,1780-1789,0.027672,0.972328,950,1975,5666,True
entrant,camembert,1720-1730,1750-1760,0.010972,0.989028,397,763,5698,True
entrant,dalembert,1720-1730,1750-1760,0.02283,0.97717,397,763,5698,True
considérable,camembert,1740-1750,1750-1760,0.013985,0.986015,2046,2764,5710,True
considérable,dalembert,1740-1750,1750-1760,0.020826,0.979174,2046,2764,5710,True
faisons,camembert,1720-1730,1770-1780,0.027105,0.972895,777,1817,5706,True
faisons,dalembert,1720-1730,1770-1780,0.030376,0.969624,777,1817,5706,True
prie,camembert,1700-1710,1789-1802,0.036385,0.963615,1776,3516,5711,True
prie,dalembert,1700-1710,1789-1802,0.039195,0.960805,1776,3516,5711,True
rapporter,camembert,1750-1760,1789-1802,0.011285,0.988715,2237,2461,5712,True
rapporter,dalembert,1750-1760,1789-1802,0.020206,0.979794,2237,2461,5712,True
major,camembert,1700-1710,1720-1730,0.010999,0.989001,344,1054,5696,True
major,dalembert,1700-1710,1720-1730,0.02165,0.97835,344,1054,5696,True
continué,camembert,1710-1720,1730-1740,0.011964,0.988036,246,374,5697,True
continué,dalembert,1710-1720,1730-1740,0.015438,0.984562,246,374,5697,True
allez,camembert,1700-1710,1720-1730,0.005458,0.994542,1201,1307,5709,True
allez,dalembert,1700-1710,1720-1730,0.01212,0.98788,1201,1307,5709,True
foir,camembert,1710-1720,1730-1740,0.011465,0.988535,246,765,5678,True
foir,dalembert,1710-1720,1730-1740,0.060234,0.939766,246,765,5678,True
transporté,camembert,1710-1720,1720-1730,0.010026,0.989974,306,257,5692,True
transporté,dalembert,1710-1720,1720-1730,0.015879,0.984121,306,257,5692,True
présenté,camembert,1700-1710,1740-1750,0.019056,0.980944,144,883,5707,True
présenté,dalembert,1700-1710,1740-1750,0.037166,0.962834,144,883,5707,True
raconter,camembert,1750-1760,1760-1770,0.009142,0.990858,510,428,5684,True
raconter,dalembert,1750-1760,1760-1770,0.016279,0.983721,510,428,5684,True
voyage,camembert,1710-1720,1740-1750,0.013369,0.986631,1878,7547,5718,True
voyage,dalembert,1710-1720,1740-1750,0.019024,0.980976,1878,7547,5718,True
glorieuse,camembert,1710-1720,1770-1780,0.015531,0.984469,243,544,5679,True
glorieuse,dalembert,1710-1720,1770-1780,0.017377,0.982623,243,544,5679,True
placer,camembert,1720-1730,1730-1740,0.009739,0.990261,493,980,5708,True
placer,dalembert,1720-1730,1730-1740,0.016768,0.983232,493,980,5708,True
adoucir,camembert,1710-1720,1720-1730,0.022408,0.977592,175,179,5699,True
adoucir,dalembert,1710-1720,1720-1730,0.018334,0.981666,175,179,5699,True
manquer,camembert,1740-1750,1789-1802,0.013671,0.986329,1753,2640,5713,True
manquer,dalembert,1740-1750,1789-1802,0.019209,0.980791,1753,2640,5713,True
changea,camembert,1700-1710,1720-1730,0.017158,0.982842,222,287,5686,True
changea,dalembert,1700-1710,1720-1730,0.018039,0.981961,222,287,5686,True
occupent,camembert,1730-1740,1750-1760,0.018711,0.981289,195,451,5694,True
occupent,dalembert,1730-1740,1750-1760,0.016501,0.983499,195,451,5694,True
achevé,camembert,1710-1720,1780-1789,0.012642,0.987358,432,1054,5699,True
achevé,dalembert,1710-1720,1780-1789,0.015703,0.984297,432,1054,5699,True
croira,camembert,1700-1710,1740-1750,0.018992,0.981008,97,261,5684,True
croira,dalembert,1700-1710,1740-1750,0.018866,0.981134,97,261,5684,True
auparavant,camembert,1700-1710,1720-1730,0.009624,0.990376,1384,1995,5712,True
auparavant,dalembert,1700-1710,1720-1730,0.027153,0.972847,1384,1995,5712,True
christianisme,camembert,1720-1730,1730-1740,0.014188,0.985812,155,135,5639,True
christianisme,dalembert,1720-1730,1730-1740,0.018328,0.981672,155,135,5639,True
merveilles,camembert,1710-1720,1750-1760,0.013092,0.986908,308,524,5691,True
merveilles,dalembert,1710-1720,1750-1760,0.015675,0.984325,308,524,5691,True
peinture,camembert,1750-1760,1789-1802,0.019081,0.980919,2378,1413,5707,True
peinture,dalembert,1750-1760,1789-1802,0.018479,0.981521,2378,1413,5707,True
froids,camembert,1720-1730,1730-1740,0.017058,0.982942,112,162,5691,True
froids,dalembert,1720-1730,1730-1740,0.020326,0.979674,112,162,5691,True
aspect,camembert,1770-1780,1789-1802,0.009215,0.990785,402,827,5674,True
aspect,dalembert,1770-1780,1789-1802,0.015976,0.984024,402,827,5674,True
reposer,camembert,1710-1720,1750-1760,0.013374,0.986626,333,467,5694,True
reposer,dalembert,1710-1720,1750-1760,0.015752,0.984248,333,467,5694,True
barbe,camembert,1720-1730,1760-1770,0.008722,0.991278,372,740,5687,True
barbe,dalembert,1720-1730,1760-1770,0.01889,0.98111,372,740,5687,True
courir,camembert,1730-1740,1740-1750,0.010206,0.989794,1060,1409,5709,True
courir,dalembert,1730-1740,1740-1750,0.017203,0.982797,1060,1409,5709,True
tienne,camembert,1700-1710,1720-1730,0.007255,0.992745,308,288,5701,True
tienne,dalembert,1700-1710,1720-1730,0.015883,0.984117,308,288,5701,True
vingts,camembert,1700-1710,1789-1802,0.065329,0.934671,772,627,5680,True
vingts,dalembert,1700-1710,1789-1802,0.107585,0.892415,772,627,5680,True
nôtre,camembert,1720-1730,1780-1789,0.07281,0.92719,5212,2016,5709,True
nôtre,dalembert,1720-1730,1780-1789,0.103332,0.896668,5212,2016,5709,True
paul,camembert,1720-1730,1740-1750,0.029734,0.970266,1587,1698,5710,True
paul,dalembert,1720-1730,1740-1750,0.050979,0.949021,1587,1698,5710,True
continuer,camembert,1710-1720,1740-1750,0.012716,0.987284,820,1401,5703,True
continuer,dalembert,1710-1720,1740-1750,0.016759,0.983241,820,1401,5703,True
paquet,camembert,1710-1720,1789-1802,0.020376,0.979624,215,768,5656,True
paquet,dalembert,1710-1720,1789-1802,0.037316,0.962684,215,768,5656,True
jefus,camembert,1730-1740,1770-1780,0.021251,0.978749,699,561,5479,True
jefus,dalembert,1730-1740,1770-1780,0.026772,0.973228,699,561,5479,True
connaître,camembert,1710-1720,1730-1740,0.021871,0.978129,529,530,5691,True
connaître,dalembert,1710-1720,1730-1740,0.026659,0.973341,529,530,5691,True
foudre,camembert,1710-1720,1770-1780,0.013127,0.986873,342,1638,5703,True
foudre,dalembert,1710-1720,1770-1780,0.022957,0.977043,342,1638,5703,True
parent,camembert,1720-1730,1789-1802,0.011292,0.988708,356,1478,5704,True
parent,dalembert,1720-1730,1789-1802,0.019822,0.980178,356,1478,5704,True
pourvu,camembert,1710-1720,1760-1770,0.018737,0.981263,1178,3615,5708,True
pourvu,dalembert,1710-1720,1760-1770,0.021612,0.978388,1178,3615,5708,True
tiroit,camembert,1700-1710,1789-1802,0.018139,0.981861,199,766,5685,True
tiroit,dalembert,1700-1710,1789-1802,0.018058,0.981942,199,766,5685,True
contiennent,camembert,1700-1710,1710-1720,0.01488,0.98512,227,346,5701,True
contiennent,dalembert,1700-1710,1710-1720,0.02491,0.97509,227,346,5701,True
environné,camembert,1710-1720,1760-1770,0.019873,0.980127,205,387,5688,True
environné,dalembert,1710-1720,1760-1770,0.016692,0.983308,205,387,5688,True
deuxième,camembert,1730-1740,1789-1802,0.032081,0.967919,208,2983,5685,True
deuxième,dalembert,1730-1740,1789-1802,0.086383,0.913617,208,2983,5685,True
résolution,camembert,1770-1780,1789-1802,0.019216,0.980784,1938,3206,5698,True
résolution,dalembert,1770-1780,1789-1802,0.017325,0.982675,1938,3206,5698,True
siecle,camembert,1740-1750,1750-1760,0.057563,0.942437,475,845,5686,True
siecle,dalembert,1740-1750,1750-1760,0.018687,0.981313,475,845,5686,True
ajouté,camembert,1700-1710,1710-1720,0.012365,0.987635,190,176,5702,True
ajouté,dalembert,1700-1710,1710-1720,0.022229,0.977771,190,176,5702,True
lorraine,camembert,1730-1740,1750-1760,0.029214,0.970786,917,3017,5681,True
lorraine,dalembert,1730-1740,1750-1760,0.025175,0.974825,917,3017,5681,True
poisson,camembert,1700-1710,1710-1720,0.019687,0.980313,495,1517,5687,True
poisson,dalembert,1700-1710,1710-1720,0.024486,0.975514,495,1517,5687,True
écrire,camembert,1710-1720,1720-1730,0.011326,0.988674,775,822,5716,True
écrire,dalembert,1710-1720,1720-1730,0.018318,0.981682,775,822,5716,True
informer,camembert,1700-1710,1710-1720,0.009501,0.990499,198,287,5690,True
informer,dalembert,1700-1710,1710-1720,0.019194,0.980806,198,287,5690,True
tirée,camembert,1700-1710,1710-1720,0.015089,0.984911,480,723,5707,True
tirée,dalembert,1700-1710,1710-1720,0.02574,0.97426,480,723,5707,True
rent,camembert,1700-1710,1740-1750,0.026437,0.973563,1036,2482,5701,True
rent,dalembert,1700-1710,1740-1750,0.033788,0.966212,1036,2482,5701,True
utile,camembert,1730-1740,1750-1760,0.013264,0.986736,1949,3766,5715,True
utile,dalembert,1730-1740,1750-1760,0.014677,0.985323,1949,3766,5715,True
manuscrit,camembert,1770-1780,1780-1789,0.008867,0.991133,1447,1760,5699,True
manuscrit,dalembert,1770-1780,1780-1789,0.01341,0.98659,1447,1760,5699,True
former,camembert,1710-1720,1740-1750,0.012,0.988,1344,3047,5718,True
former,dalembert,1710-1720,1740-1750,0.018339,0.981661,1344,3047,5718,True
emploi,camembert,1770-1780,1780-1789,0.006181,0.993819,2266,2508,5711,True
emploi,dalembert,1770-1780,1780-1789,0.012664,0.987336,2266,2508,5711,True
laissons,camembert,1710-1720,1750-1760,0.017738,0.982262,229,449,5686,True
laissons,dalembert,1710-1720,1750-1760,0.019995,0.980005,229,449,5686,True
suivante,camembert,1730-1740,1780-1789,0.013523,0.986477,1856,3228,5707,True
suivante,dalembert,1730-1740,1780-1789,0.030048,0.969952,1856,3228,5707,True
forêt,camembert,1710-1720,1750-1760,0.012698,0.987302,279,824,5682,True
forêt,dalembert,1710-1720,1750-1760,0.028259,0.971741,279,824,5682,True
diroit,camembert,1700-1710,1730-1740,0.019976,0.980024,230,502,5696,True
