word,period1,period2,cosine_distance,cosine_similarity,occ1,occ2,degree,cosine_distance_camembert,cosine_similarity_camembert,cosine_distance_dalembert,cosine_similarity_dalembert
faisons,1720-1730,1770-1780,0.629725,0.370275,777,1817,5706,0.027105,0.972895,0.030376,0.969624
prie,1700-1710,1789-1802,0.629523,0.370477,1776,3516,5711,0.036385,0.963615,0.039195,0.960805
rapporter,1750-1760,1789-1802,0.629059,0.370941,2237,2461,5712,0.011285,0.988715,0.020206,0.979794
major,1700-1710,1720-1730,0.628899,0.371101,344,1054,5696,0.010999,0.989001,0.02165,0.97835
continué,1710-1720,1730-1740,0.628894,0.371106,246,374,5697,0.011964,0.988036,0.015438,0.984562
allez,1700-1710,1720-1730,0.628518,0.371482,1201,1307,5709,0.005458,0.994542,0.01212,0.98788
foir,1710-1720,1730-1740,0.628308,0.371692,246,765,5678,0.011465,0.988535,0.060234,0.939766
transporté,1710-1720,1720-1730,0.628293,0.371707,306,257,5692,0.010026,0.989974,0.015879,0.984121
présenté,1700-1710,1740-1750,0.628113,0.371887,144,883,5707,0.019056,0.980944,0.037166,0.962834
raconter,1750-1760,1760-1770,0.627931,0.372069,510,428,5684,0.009142,0.990858,0.016279,0.983721
voyage,1710-1720,1740-1750,0.627867,0.372133,1878,7547,5718,0.013369,0.986631,0.019024,0.980976
glorieuse,1710-1720,1770-1780,0.627624,0.372376,243,544,5679,0.015531,0.984469,0.017377,0.982623
placer,1720-1730,1730-1740,0.627364,0.372636,493,980,5708,0.009739,0.990261,0.016768,0.983232
adoucir,1710-1720,1720-1730,0.626925,0.373075,175,179,5699,0.022408,0.977592,0.018334,0.981666
manquer,1740-1750,1789-1802,0.626812,0.373188,1753,2640,5713,0.013671,0.986329,0.019209,0.980791
changea,1700-1710,1720-1730,0.626625,0.373375,222,287,5686,0.017158,0.982842,0.018039,0.981961
occupent,1730-1740,1750-1760,0.626439,0.373561,195,451,5694,0.018711,0.981289,0.016501,0.983499
achevé,1710-1720,1780-1789,0.625874,0.374126,432,1054,5699,0.012642,0.987358,0.015703,0.984297
croira,1700-1710,1740-1750,0.625295,0.374705,97,261,5684,0.018992,0.981008,0.018866,0.981134
auparavant,1700-1710,1720-1730,0.625178,0.374822,1384,1995,5712,0.009624,0.990376,0.027153,0.972847
christianisme,1720-1730,1730-1740,0.625163,0.374837,155,135,5639,0.014188,0.985812,0.018328,0.981672
merveilles,1710-1720,1750-1760,0.624861,0.375139,308,524,5691,0.013092,0.986908,0.015675,0.984325
peinture,1750-1760,1789-1802,0.624529,0.375471,2378,1413,5707,0.019081,0.980919,0.018479,0.981521
froids,1720-1730,1730-1740,0.62431,0.37569,112,162,5691,0.017058,0.982942,0.020326,0.979674
aspect,1770-1780,1789-1802,0.623413,0.376587,402,827,5674,0.009215,0.990785,0.015976,0.984024
reposer,1710-1720,1750-1760,0.623092,0.376908,333,467,5694,0.013374,0.986626,0.015752,0.984248
barbe,1720-1730,1760-1770,0.623031,0.376969,372,740,5687,0.008722,0.991278,0.01889,0.98111
courir,1730-1740,1740-1750,0.623019,0.376981,1060,1409,5709,0.010206,0.989794,0.017203,0.982797
tienne,1700-1710,1720-1730,0.622874,0.377126,308,288,5701,0.007255,0.992745,0.015883,0.984117
vingts,1700-1710,1789-1802,0.622849,0.377151,772,627,5680,0.065329,0.934671,0.107585,0.892415
nôtre,1720-1730,1780-1789,0.622733,0.377267,5212,2016,5709,0.07281,0.92719,0.103332,0.896668
paul,1720-1730,1740-1750,0.622309,0.377691,1587,1698,5710,0.029734,0.970266,0.050979,0.949021
continuer,1710-1720,1740-1750,0.622217,0.377783,820,1401,5703,0.012716,0.987284,0.016759,0.983241
paquet,1710-1720,1789-1802,0.621407,0.378593,215,768,5656,0.020376,0.979624,0.037316,0.962684
jefus,1730-1740,1770-1780,0.621158,0.378842,699,561,5479,0.021251,0.978749,0.026772,0.973228
connaître,1710-1720,1730-1740,0.620844,0.379156,529,530,5691,0.021871,0.978129,0.026659,0.973341
foudre,1710-1720,1770-1780,0.6205,0.3795,342,1638,5703,0.013127,0.986873,0.022957,0.977043
parent,1720-1730,1789-1802,0.619591,0.380409,356,1478,5704,0.011292,0.988708,0.019822,0.980178
pourvu,1710-1720,1760-1770,0.619562,0.380438,1178,3615,5708,0.018737,0.981263,0.021612,0.978388
tiroit,1700-1710,1789-1802,0.61915,0.38085,199,766,5685,0.018139,0.981861,0.018058,0.981942
contiennent,1700-1710,1710-1720,0.617863,0.382137,227,346,5701,0.01488,0.98512,0.02491,0.97509
environné,1710-1720,1760-1770,0.617808,0.382192,205,387,5688,0.019873,0.980127,0.016692,0.983308
deuxième,1730-1740,1789-1802,0.617607,0.382393,208,2983,5685,0.032081,0.967919,0.086383,0.913617
résolution,1770-1780,1789-1802,0.617505,0.382495,1938,3206,5698,0.019216,0.980784,0.017325,0.982675
siecle,1740-1750,1750-1760,0.617344,0.382656,475,845,5686,0.057563,0.942437,0.018687,0.981313
ajouté,1700-1710,1710-1720,0.616486,0.383514,190,176,5702,0.012365,0.987635,0.022229,0.977771
lorraine,1730-1740,1750-1760,0.61648,0.38352,917,3017,5681,0.029214,0.970786,0.025175,0.974825
poisson,1700-1710,1710-1720,0.616174,0.383826,495,1517,5687,0.019687,0.980313,0.024486,0.975514
écrire,1710-1720,1720-1730,0.616156,0.383844,775,822,5716,0.011326,0.988674,0.018318,0.981682
informer,1700-1710,1710-1720,0.615936,0.384064,198,287,5690,0.009501,0.990499,0.019194,0.980806
tirée,1700-1710,1710-1720,0.615566,0.384434,480,723,5707,0.015089,0.984911,0.02574,0.97426
rent,1700-1710,1740-1750,0.615062,0.384938,1036,2482,5701,0.026437,0.973563,0.033788,0.966212
utile,1730-1740,1750-1760,0.614815,0.385185,1949,3766,5715,0.013264,0.986736,0.014677,0.985323
manuscrit,1770-1780,1780-1789,0.614429,0.385571,1447,1760,5699,0.008867,0.991133,0.01341,0.98659
former,1710-1720,1740-1750,0.61406,0.38594,1344,3047,5718,0.012,0.988,0.018339,0.981661
emploi,1770-1780,1780-1789,0.614033,0.385967,2266,2508,5711,0.006181,0.993819,0.012664,0.987336
laissons,1710-1720,1750-1760,0.613906,0.386094,229,449,5686,0.017738,0.982262,0.019995,0.980005
suivante,1730-1740,1780-1789,0.613166,0.386834,1856,3228,5707,0.013523,0.986477,0.030048,0.969952
forêt,1710-1720,1750-1760,0.613125,0.386875,279,824,5682,0.012698,0.987302,0.028259,0.971741
diroit,1700-1710,1730-1740,0.612705,0.387295,230,502,5696,0.019976,0.980024,0.019892,0.980108
triste,1740-1750,1789-1802,0.612672,0.387328,1350,3276,5709,0.016228,0.983772,0.018523,0.981477
bêtes,1740-1750,1780-1789,0.6123,0.3877,1481,2286,5701,0.032193,0.967807,0.026132,0.973868
ensorte,1780-1789,1789-1802,0.612283,0.387717,1548,697,5688,0.050988,0.949012,0.013866,0.986134
écrivit,1720-1730,1730-1740,0.611745,0.388255,454,882,5693,0.009684,0.990316,0.021298,0.978702
récit,1740-1750,1780-1789,0.611019,0.388981,1780,4161,5705,0.008457,0.991543,0.017633,0.982367
promesse,1730-1740,1740-1750,0.610431,0.389569,621,471,5691,0.013536,0.986464,0.017092,0.982908
fini,1700-1710,1760-1770,0.610256,0.389744,542,1748,5711,0.013385,0.986615,0.019891,0.980109
dette,1700-1710,1789-1802,0.609799,0.390201,475,7540,5685,0.044787,0.955213,0.058053,0.941947
directeur,1740-1750,1780-1789,0.609482,0.390518,460,1791,5690,0.018557,0.981443,0.022775,0.977225
particulieres,1710-1720,1780-1789,0.609225,0.390775,580,1699,5670,0.022286,0.977714,0.020126,0.979874
songez,1710-1720,1750-1760,0.60915,0.39085,323,487,5676,0.042603,0.957397,0.048203,0.951797
foixante,1720-1730,1740-1750,0.608723,0.391277,529,532,5645,0.042397,0.957603,0.061692,0.938308
chambre,1720-1730,1750-1760,0.608473,0.391527,5103,4801,5711,0.041043,0.958957,0.040106,0.959894
appas,1760-1770,1780-1789,0.60807,0.39193,481,729,5679,0.010052,0.989948,0.014894,0.985106
divers,1700-1710,1789-1802,0.607912,0.392088,1817,7145,5716,0.016191,0.983809,0.023141,0.976859
milan,1730-1740,1770-1780,0.607813,0.392187,1537,850,5671,0.021015,0.978985,0.038321,0.961679
pauvre,1710-1720,1720-1730,0.607388,0.392612,1531,1310,5711,0.012133,0.987867,0.018987,0.981013
étonnant,1730-1740,1740-1750,0.607273,0.392727,492,418,5704,0.014065,0.985935,0.021086,0.978914
partisans,1720-1730,1770-1780,0.606807,0.393193,199,1656,5701,0.014853,0.985147,0.020117,0.979883
voisin,1740-1750,1789-1802,0.606758,0.393242,902,1807,5703,0.01195,0.98805,0.020834,0.979166
clair,1700-1710,1760-1770,0.606687,0.393313,785,2591,5709,0.017316,0.982684,0.019088,0.980912
portées,1710-1720,1730-1740,0.606497,0.393503,951,1205,5698,0.026123,0.973877,0.037584,0.962416
catholiques,1710-1720,1720-1730,0.606159,0.393841,302,677,5656,0.016062,0.983938,0.021287,0.978713
prévoir,1700-1710,1740-1750,0.605481,0.394519,148,432,5692,0.014171,0.985829,0.018938,0.981062
détacher,1700-1710,1710-1720,0.605134,0.394866,147,117,5682,0.011926,0.988074,0.02152,0.97848
appliquer,1710-1720,1760-1770,0.604834,0.395166,351,892,5704,0.020749,0.979251,0.024099,0.975901
semble,1700-1710,1710-1720,0.604779,0.395221,2148,2876,5715,0.012964,0.987036,0.023098,0.976902
inquiétude,1770-1780,1789-1802,0.604001,0.395999,1184,1324,5704,0.01179,0.98821,0.013443,0.986557
levé,1710-1720,1730-1740,0.603318,0.396682,380,814,5700,0.011397,0.988603,0.017284,0.982716
disait,1700-1710,1789-1802,0.603294,0.396706,195,2425,5603,0.020971,0.979029,0.032062,0.967938
deviner,1710-1720,1720-1730,0.603216,0.396784,205,215,5700,0.009304,0.990696,0.019339,0.980661
commença,1700-1710,1740-1750,0.603045,0.396955,562,1110,5697,0.009689,0.990311,0.018389,0.981611
colonie,1740-1750,1789-1802,0.602827,0.397173,1501,4141,5693,0.021852,0.978148,0.022544,0.977456
chercha,1700-1710,1730-1740,0.602536,0.397464,116,185,5676,0.017462,0.982538,0.01686,0.98314
découvert,1720-1730,1770-1780,0.602464,0.397536,530,2451,5706,0.00895,0.99105,0.012863,0.987137
pain,1710-1720,1720-1730,0.602114,0.397886,3415,1899,5709,0.028475,0.971525,0.033248,0.966752
cens,1710-1720,1789-1802,0.6019,0.3981,5438,2897,5701,0.186468,0.813532,0.085776,0.914224
avancé,1710-1720,1760-1770,0.601779,0.398221,456,1216,5708,0.009139,0.990861,0.013178,0.986822
verroit,1710-1720,1770-1780,0.600778,0.399222,173,924,5689,0.022767,0.977233,0.019218,0.980782
désespoir,1730-1740,1789-1802,0.600239,0.399761,781,2493,5701,0.017849,0.982151,0.019002,0.980998
représenter,1720-1730,1770-1780,0.600008,0.399992,323,2067,5709,0.010154,0.989846,0.01996,0.98004
éloignement,1720-1730,1770-1780,0.599986,0.400014,111,491,5697,0.028365,0.971635,0.014523,0.985477
chair,1700-1710,1720-1730,0.599849,0.400151,1249,1317,5699,0.011924,0.988076,0.020674,0.979326
satisfait,1710-1720,1789-1802,0.599228,0.400772,468,1432,5707,0.017149,0.982851,0.019157,0.980843
percer,1750-1760,1770-1780,0.598759,0.401241,459,1246,5692,0.01612,0.98388,0.017112,0.982888
resté,1700-1710,1720-1730,0.598698,0.401302,152,259,5692,0.013148,0.986852,0.01932,0.98068
particulières,1760-1770,1789-1802,0.598266,0.401734,1091,3111,5705,0.016518,0.983482,0.022443,0.977557
that,1750-1760,1789-1802,0.598107,0.401893,1921,6210,5354,0.01663,0.98337,0.049212,0.950788
couru,1740-1750,1750-1760,0.598068,0.401932,323,310,5686,0.010948,0.989052,0.019235,0.980765
italiens,1720-1730,1740-1750,0.597796,0.402204,272,404,5695,0.012944,0.987056,0.021796,0.978204
chevaliers,1750-1760,1789-1802,0.597697,0.402303,1499,1744,5684,0.013359,0.986641,0.015726,0.984274
interrompit,1720-1730,1760-1770,0.59767,0.40233,92,303,5649,0.016111,0.983889,0.025436,0.974564
loger,1740-1750,1780-1789,0.597191,0.402809,524,1479,5682,0.014058,0.985942,0.015808,0.984192
puissances,1720-1730,1770-1780,0.596852,0.403148,579,2171,5684,0.025224,0.974776,0.033273,0.966727
regret,1710-1720,1760-1770,0.596804,0.403196,383,1171,5710,0.012435,0.987565,0.016852,0.983148
déclarations,1750-1760,1789-1802,0.596769,0.403231,1159,1700,5684,0.011516,0.988484,0.020812,0.979188
galerie,1750-1760,1770-1780,0.596082,0.403918,276,1595,5681,0.026906,0.973094,0.028688,0.971312
ajouta,1720-1730,1750-1760,0.595979,0.404021,371,1009,5689,0.01346,0.98654,0.023861,0.976139
communiquer,1760-1770,1780-1789,0.595942,0.404058,1066,1808,5701,0.007918,0.992082,0.015973,0.984027
chefs,1710-1720,1740-1750,0.595598,0.404402,1049,1703,5712,0.013822,0.986178,0.029017,0.970983
teint,1700-1710,1760-1770,0.594868,0.405132,233,865,5697,0.018234,0.981766,0.026791,0.973209
pontife,1720-1730,1770-1780,0.594712,0.405288,304,996,5676,0.045953,0.954047,0.018527,0.981473
probable,1710-1720,1750-1760,0.594144,0.405856,150,615,5696,0.018263,0.981737,0.027337,0.972663
voyois,1710-1720,1740-1750,0.592903,0.407097,88,512,5655,0.059211,0.940789,0.028223,0.971777
montra,1730-1740,1740-1750,0.592824,0.407176,533,377,5691,0.036092,0.963908,0.046154,0.953846
incroyable,1700-1710,1789-1802,0.592042,0.407958,111,589,5686,0.011452,0.988548,0.020458,0.979542
lisbonne,1720-1730,1730-1740,0.591985,0.408015,889,198,5646,0.044564,0.955436,0.071883,0.928117
déclara,1700-1710,1789-1802,0.591881,0.408119,234,1506,5683,0.010729,0.989271,0.021195,0.978805
ordonne,1710-1720,1789-1802,0.591855,0.408145,2315,2952,5710,0.03292,0.96708,0.04203,0.95797
tyran,1780-1789,1789-1802,0.591493,0.408507,2537,2821,5693,0.007759,0.992241,0.014506,0.985494
brillante,1760-1770,1770-1780,0.591353,0.408647,930,1520,5698,0.012088,0.987912,0.012705,0.987295
paroitre,1700-1710,1720-1730,0.591337,0.408663,237,373,5676,0.016157,0.983843,0.017418,0.982582
admettre,1700-1710,1789-1802,0.591261,0.408739,88,1154,5698,0.012533,0.987467,0.02093,0.97907
voisine,1750-1760,1789-1802,0.59069,0.40931,490,1092,5691,0.008199,0.991801,0.014176,0.985824
porteur,1700-1710,1780-1789,0.590196,0.409804,295,1058,5686,0.014467,0.985533,0.025107,0.974893
congé,1760-1770,1780-1789,0.590064,0.409936,1138,1900,5692,0.015881,0.984119,0.028376,0.971624
aveuglement,1700-1710,1720-1730,0.590015,0.409985,91,125,5690,0.025454,0.974546,0.015553,0.984447
tens,1700-1710,1710-1720,0.589814,0.410186,240,277,5659,0.009984,0.990016,0.042816,0.957184
london,1700-1710,1789-1802,0.589143,0.410857,298,2416,3656,0.043096,0.956904,0.082815,0.917185
they,1750-1760,1789-1802,0.589116,0.410884,1579,2059,2352,0.039441,0.960559,0.060906,0.939094
marais,1770-1780,1789-1802,0.589098,0.410902,1818,1752,5690,0.0089,0.9911,0.013247,0.986753
suede,1740-1750,1760-1770,0.58894,0.41106,558,996,5641,0.027354,0.972646,0.038518,0.961482
obligea,1750-1760,1789-1802,0.58892,0.41108,429,411,5690,0.020339,0.979661,0.022713,0.977287
prêté,1760-1770,1780-1789,0.588894,0.411106,687,1255,5694,0.009966,0.990034,0.021095,0.978905
admirable,1760-1770,1789-1802,0.588883,0.411117,1348,1231,5710,0.007788,0.992212,0.014238,0.985762
voila,1700-1710,1730-1740,0.588833,0.411167,1108,784,5694,0.007748,0.992252,0.017988,0.982012
trouvant,1720-1730,1750-1760,0.588747,0.411253,875,1130,5707,0.016141,0.983859,0.020439,0.979561
tuer,1710-1720,1770-1780,0.58854,0.41146,664,1879,5699,0.010582,0.989418,0.016045,0.983955
mortelle,1770-1780,1780-1789,0.588361,0.411639,762,855,5692,0.007198,0.992802,0.011403,0.988597
continua,1720-1730,1730-1740,0.587606,0.412394,424,1260,5690,0.014292,0.985708,0.029642,0.970358
fauver,1710-1720,1730-1740,0.587375,0.412625,252,852,5547,0.01902,0.98098,0.032179,0.967821
successeur,1740-1750,1780-1789,0.587127,0.412873,416,527,5668,0.008831,0.991169,0.015371,0.984629
rente,1750-1760,1780-1789,0.586409,0.413591,1275,3098,5691,0.012292,0.987708,0.020804,0.979196
instrument,1740-1750,1789-1802,0.586178,0.413822,497,998,5708,0.016378,0.983622,0.022532,0.977468
troisieme,1710-1720,1730-1740,0.586073,0.413927,468,691,5698,0.031698,0.968302,0.02959,0.97041
promettre,1700-1710,1720-1730,0.586014,0.413986,203,296,5694,0.024434,0.975566,0.016084,0.983916
rapportent,1730-1740,1770-1780,0.585817,0.414183,310,948,5691,0.013914,0.986086,0.017282,0.982718
éducation,1760-1770,1770-1780,0.585208,0.414792,1237,2285,5704,0.008094,0.991906,0.01268,0.98732
assuré,1720-1730,1770-1780,0.585054,0.414946,488,2526,5701,0.01135,0.98865,0.016307,0.983693
ornement,1740-1750,1789-1802,0.584726,0.415274,301,456,5699,0.01461,0.98539,0.015022,0.984978
port,1700-1710,1789-1802,0.584655,0.415345,2257,9650,5715,0.016833,0.983167,0.025421,0.974579
billets,1730-1740,1760-1770,0.583817,0.416183,1897,2538,5687,0.017055,0.982945,0.021516,0.978484
permettez,1720-1730,1750-1760,0.583366,0.416634,128,612,5686,0.011367,0.988633,0.020115,0.979885
monstre,1740-1750,1789-1802,0.583326,0.416674,564,1535,5694,0.013276,0.986724,0.016602,0.983398
brûler,1720-1730,1750-1760,0.583054,0.416946,447,619,5695,0.010908,0.989092,0.01683,0.98317
demain,1730-1740,1770-1780,0.582754,0.417246,796,1960,5694,0.008689,0.991311,0.015678,0.984322
latins,1720-1730,1760-1770,0.582602,0.417398,590,632,5703,0.026054,0.973946,0.020199,0.979801
entrent,1760-1770,1789-1802,0.582321,0.417679,1454,920,5697,0.022831,0.977169,0.026418,0.973582
devoirs,1720-1730,1730-1740,0.582221,0.417779,1202,1665,5707,0.010661,0.989339,0.017297,0.982703
desire,1700-1710,1720-1730,0.581958,0.418042,159,126,5696,0.021503,0.978497,0.018681,0.981319
vivres,1730-1740,1770-1780,0.581845,0.418155,1647,1850,5681,0.022569,0.977431,0.017895,0.982105
supplice,1710-1720,1720-1730,0.581801,0.418199,359,379,5699,0.026202,0.973798,0.016065,0.983935
retrouver,1700-1710,1720-1730,0.581791,0.418209,127,141,5691,0.009817,0.990183,0.017532,0.982468
aveu,1740-1750,1789-1802,0.5817,0.4183,921,1707,5713,0.018932,0.981068,0.015703,0.984297
conseils,1710-1720,1780-1789,0.581285,0.418715,1484,4377,5709,0.018957,0.981043,0.032344,0.967656
protestans,1720-1730,1770-1780,0.580855,0.419145,277,400,5608,0.03003,0.96997,0.017274,0.982726
offroit,1700-1710,1710-1720,0.579334,0.420666,68,116,5685,0.014186,0.985814,0.022897,0.977103
estimer,1740-1750,1789-1802,0.579226,0.420774,225,463,5682,0.01279,0.98721,0.01746,0.98254
oracle,1780-1789,1789-1802,0.579157,0.420843,983,329,5692,0.021878,0.978122,0.014069,0.985931
journée,1720-1730,1740-1750,0.578751,0.421249,799,1086,5697,0.014931,0.985069,0.020263,0.979737
moindre,1710-1720,1720-1730,0.578277,0.421723,2131,2069,5714,0.021718,0.978282,0.024137,0.975863
reçu,1710-1720,1740-1750,0.577441,0.422559,1467,3389,5711,0.010836,0.989164,0.021146,0.978854
soir,1720-1730,1740-1750,0.577166,0.422834,1596,3672,5694,0.026969,0.973031,0.033157,0.966843
ressemblent,1710-1720,1740-1750,0.576203,0.423797,254,611,5675,0.017772,0.982228,0.030434,0.969566
changent,1770-1780,1789-1802,0.576161,0.423839,917,682,5693,0.013115,0.986885,0.014147,0.985853
donnant,1700-1710,1710-1720,0.575864,0.424136,787,891,5713,0.012441,0.987559,0.022124,0.977876
ignorer,1770-1780,1789-1802,0.575676,0.424324,1005,946,5703,0.007935,0.992065,0.013013,0.986987
étoir,1700-1710,1710-1720,0.575628,0.424372,161,124,5671,0.019846,0.980154,0.036737,0.963263
titres,1720-1730,1760-1770,0.575595,0.424405,1259,2936,5708,0.011702,0.988298,0.015476,0.984524
retire,1740-1750,1750-1760,0.575554,0.424446,864,1211,5711,0.021568,0.978432,0.024878,0.975122
précieuses,1760-1770,1770-1780,0.575499,0.424501,722,1098,5696,0.013095,0.986905,0.016439,0.983561
marchant,1760-1770,1780-1789,0.57539,0.42461,396,747,5686,0.009626,0.990374,0.013569,0.986431
tourment,1780-1789,1789-1802,0.575265,0.424735,828,688,5670,0.022767,0.977233,0.011949,0.988051
lieutenant,1710-1720,1789-1802,0.575201,0.424799,3429,5635,5698,0.054651,0.945349,0.064315,0.935685
proposé,1750-1760,1789-1802,0.574965,0.425035,1130,2885,5707,0.020387,0.979613,0.024528,0.975472
espagne,1700-1710,1740-1750,0.57495,0.42505,998,1658,5702,0.03271,0.96729,0.038206,0.961794
cents,1730-1740,1740-1750,0.574915,0.425085,1127,1395,5697,0.037068,0.962932,0.069022,0.930978
manger,1720-1730,1750-1760,0.574536,0.425464,1340,1469,5704,0.011739,0.988261,0.015803,0.984197
mers,1720-1730,1740-1750,0.574264,0.425736,464,1255,5691,0.038028,0.961972,0.026764,0.973236
passée,1750-1760,1770-1780,0.573992,0.426008,399,900,5689,0.007839,0.992161,0.016744,0.983256
dernières,1710-1720,1740-1750,0.573757,0.426243,262,421,5693,0.019066,0.980934,0.023473,0.976527
toient,1750-1760,1760-1770,0.573534,0.426466,783,634,5665,0.010314,0.989686,0.02049,0.97951
vieillards,1710-1720,1720-1730,0.57347,0.42653,313,298,5697,0.016917,0.983083,0.023185,0.976815
manque,1700-1710,1720-1730,0.573169,0.426831,921,1271,5715,0.009926,0.990074,0.018455,0.981545
vertueux,1740-1750,1789-1802,0.573146,0.426854,782,3143,5700,0.017181,0.982819,0.022729,0.977271
venue,1700-1710,1720-1730,0.572699,0.427301,372,488,5704,0.02493,0.97507,0.021049,0.978951
frères,1710-1720,1760-1770,0.57217,0.42783,488,1129,5695,0.020972,0.979028,0.01959,0.98041
etre,1730-1740,1740-1750,0.572035,0.427965,1187,3792,5712,0.015134,0.984866,0.027856,0.972144
directeurs,1720-1730,1730-1740,0.571943,0.428057,549,671,5684,0.011219,0.988781,0.017089,0.982911
satisfaction,1760-1770,1789-1802,0.570667,0.429333,1150,1800,5705,0.014747,0.985253,0.014017,0.985983
pareilles,1700-1710,1789-1802,0.570401,0.429599,318,1702,5709,0.021097,0.978903,0.030748,0.969252
bonnes,1710-1720,1750-1760,0.570385,0.429615,2080,3711,5713,0.013975,0.986025,0.01768,0.98232
coucher,1700-1710,1750-1760,0.57017,0.42983,794,638,5698,0.022599,0.977401,0.031421,0.968579
distinguer,1740-1750,1750-1760,0.569791,0.430209,1230,1630,5710,0.013996,0.986004,0.017259,0.982741
voulant,1710-1720,1720-1730,0.56924,0.43076,1296,1084,5709,0.014679,0.985321,0.015915,0.984085
auquel,1710-1720,1789-1802,0.568683,0.431317,2126,6866,5716,0.023176,0.976824,0.035763,0.964237
miel,1750-1760,1760-1770,0.568498,0.431502,416,1076,5685,0.011216,0.988784,0.017227,0.982773
couvrir,1720-1730,1789-1802,0.567562,0.432438,661,2300,5701,0.011367,0.988633,0.01865,0.98135
blanc,1710-1720,1720-1730,0.567533,0.432467,2379,2013,5712,0.012664,0.987336,0.023747,0.976253
poète,1710-1720,1730-1740,0.56744,0.43256,210,1454,5699,0.019018,0.980982,0.026539,0.973461
examiner,1760-1770,1789-1802,0.567146,0.432854,2176,2252,5713,0.007714,0.992286,0.019431,0.980569
destin,1710-1720,1789-1802,0.566057,0.433943,648,1313,5692,0.013804,0.986196,0.022115,0.977885
apprit,1710-1720,1740-1750,0.565693,0.434307,248,1439,5694,0.011612,0.988388,0.024763,0.975237
mourut,1750-1760,1770-1780,0.565151,0.434849,3938,3338,5703,0.015144,0.984856,0.028036,0.971964
finie,1730-1740,1740-1750,0.564935,0.435065,365,351,5693,0.012884,0.987116,0.018965,0.981035
samedi,1760-1770,1770-1780,0.564761,0.435239,1185,1737,5684,0.018138,0.981862,0.040554,0.959446
jésus,1730-1740,1760-1770,0.564738,0.435262,1411,2022,5647,0.059836,0.940164,0.044514,0.955486
crus,1700-1710,1710-1720,0.564685,0.435315,193,337,5678,0.023979,0.976021,0.024763,0.975237
montrent,1700-1710,1730-1740,0.564561,0.435439,112,302,5699,0.011645,0.988355,0.01884,0.98116
avouer,1740-1750,1789-1802,0.563996,0.436004,610,1170,5712,0.020415,0.979585,0.021604,0.978396
craignant,1710-1720,1750-1760,0.56389,0.43611,226,439,5687,0.010383,0.989617,0.015641,0.984359
title,1750-1760,1780-1789,0.563688,0.436312,780,1694,924,0.023384,0.976616,0.043477,0.956523
veuve,1750-1760,1780-1789,0.563498,0.436502,1710,2495,5699,0.00882,0.99118,0.020992,0.979008
cousin,1750-1760,1780-1789,0.56291,0.43709,597,580,5658,0.013006,0.986994,0.028411,0.971589
fourni,1720-1730,1770-1780,0.562737,0.437263,445,1812,5709,0.014206,0.985794,0.017608,0.982392
dimanche,1750-1760,1760-1770,0.56263,0.43737,520,704,5676,0.011501,0.988499,0.021882,0.978118
suffit,1710-1720,1750-1760,0.561768,0.438232,998,2784,5714,0.014462,0.985538,0.02207,0.97793
maîtresse,1730-1740,1750-1760,0.561527,0.438473,1123,1096,5702,0.011576,0.988424,0.018262,0.981738
défendit,1720-1730,1750-1760,0.561314,0.438686,216,435,5677,0.023251,0.976749,0.018881,0.981119
voient,1730-1740,1760-1770,0.561208,0.438792,2241,4493,5711,0.011032,0.988968,0.020403,0.979597
mander,1700-1710,1730-1740,0.560842,0.439158,309,280,5670,0.039276,0.960724,0.048826,0.951174
notaire,1720-1730,1740-1750,0.560652,0.439348,400,895,5676,0.020318,0.979682,0.026885,0.973115
promet,1700-1710,1730-1740,0.560644,0.439356,317,586,5699,0.005607,0.994393,0.013098,0.986902
ordonna,1710-1720,1720-1730,0.56034,0.43966,734,880,5693,0.014389,0.985611,0.025258,0.974742
conçois,1700-1710,1720-1730,0.560198,0.439802,162,104,5674,0.034772,0.965228,0.028847,0.971153
prière,1730-1740,1789-1802,0.559709,0.440291,408,1185,5687,0.014616,0.985384,0.020599,0.979401
mettoit,1730-1740,1740-1750,0.559656,0.440344,952,756,5694,0.03061,0.96939,0.016915,0.983085
amené,1700-1710,1789-1802,0.559559,0.440441,188,1046,5694,0.016749,0.983251,0.026051,0.973949
montrant,1730-1740,1740-1750,0.559482,0.440518,444,377,5699,0.007695,0.992305,0.014189,0.985811
ailes,1780-1789,1789-1802,0.558723,0.441277,1452,1135,5692,0.010863,0.989137,0.012959,0.987041
tante,1760-1770,1780-1789,0.557868,0.442132,1235,1928,5687,0.020863,0.979137,0.018506,0.981494
fassent,1720-1730,1780-1789,0.557487,0.442513,242,655,5686,0.021033,0.978967,0.020387,0.979613
étais,1700-1710,1720-1730,0.557454,0.442546,60,91,5657,0.035334,0.964666,0.025449,0.974551
rejoindre,1710-1720,1740-1750,0.556883,0.443117,78,376,5675,0.016712,0.983288,0.018941,0.981059
brillant,1710-1720,1789-1802,0.556777,0.443223,243,1872,5706,0.013904,0.986096,0.01909,0.98091
dormir,1700-1710,1720-1730,0.556492,0.443508,215,227,5685,0.010865,0.989135,0.015455,0.984545
amours,1730-1740,1789-1802,0.556381,0.443619,829,1026,5698,0.0142,0.9858,0.018172,0.981828
vigne,1700-1710,1780-1789,0.555875,0.444125,959,1397,5690,0.029901,0.970099,0.034581,0.965419
