word,period1,period2,cosine_distance,cosine_similarity,occ1,occ2,degree,cosine_distance_camembert,cosine_similarity_camembert,cosine_distance_dalembert,cosine_similarity_dalembert
envie,1750-1760,1789-1802,0.724852,0.275148,1206,1650,5713,0.013535,0.986465,0.01752,0.98248
jugez,1710-1720,1760-1770,0.724496,0.275504,337,713,5688,0.021898,0.978102,0.039142,0.960858
prise,1720-1730,1740-1750,0.722821,0.277179,1438,2548,5715,0.009403,0.990597,0.016853,0.983147
racine,1730-1740,1789-1802,0.722691,0.277309,797,2685,5699,0.007388,0.992612,0.012106,0.987894
moyennant,1740-1750,1780-1789,0.721971,0.278029,577,1302,5680,0.00895,0.99105,0.014898,0.985102
capitaine,1720-1730,1760-1770,0.721807,0.278193,2816,13112,5702,0.05877,0.94123,0.078103,0.921897
accord,1710-1720,1789-1802,0.721148,0.278852,187,1202,5712,0.030187,0.969813,0.039734,0.960266
lacs,1710-1720,1720-1730,0.721088,0.278912,292,304,5667,0.020841,0.979159,0.025692,0.974308
loge,1720-1730,1760-1770,0.721061,0.278939,207,813,5688,0.011173,0.988827,0.028209,0.971791
finir,1710-1720,1750-1760,0.720376,0.279624,648,1193,5713,0.008537,0.991463,0.013875,0.986125
toulouse,1710-1720,1760-1770,0.719436,0.280564,643,1288,5663,0.056202,0.943798,0.046067,0.953933
supposé,1720-1730,1789-1802,0.71942,0.28058,337,913,5700,0.020627,0.979373,0.04041,0.95959
dernier,1710-1720,1740-1750,0.718681,0.281319,5034,6693,5718,0.015885,0.984115,0.021111,0.978889
content,1730-1740,1750-1760,0.718389,0.281611,1529,1717,5711,0.01091,0.98909,0.016379,0.983621
continuelle,1770-1780,1789-1802,0.717989,0.282011,1179,1046,5704,0.030545,0.969455,0.015302,0.984698
joué,1740-1750,1789-1802,0.717969,0.282031,254,700,5677,0.015305,0.984695,0.025501,0.974499
grosses,1730-1740,1750-1760,0.717963,0.282037,1314,1535,5690,0.014362,0.985638,0.022899,0.977101
tableau,1780-1789,1789-1802,0.717956,0.282044,8709,9596,5717,0.009082,0.990918,0.014537,0.985463
demie,1740-1750,1789-1802,0.717059,0.282941,2509,2203,5688,0.067519,0.932481,0.074054,0.925946
suffisante,1730-1740,1740-1750,0.717046,0.282954,410,442,5690,0.011849,0.988151,0.018591,0.981409
éleva,1720-1730,1740-1750,0.716986,0.283014,102,130,5685,0.026574,0.973426,0.030351,0.969649
bourse,1710-1720,1760-1770,0.716637,0.283363,769,926,5687,0.010867,0.989133,0.022125,0.977875
sicile,1710-1720,1730-1740,0.716135,0.283865,1055,2724,5694,0.037406,0.962594,0.040376,0.959624
ouverte,1730-1740,1750-1760,0.713882,0.286118,869,1009,5709,0.008027,0.991973,0.016062,0.983938
royaux,1710-1720,1780-1789,0.713309,0.286691,606,1423,5673,0.031585,0.968415,0.027581,0.972419
ténèbres,1710-1720,1750-1760,0.712979,0.287021,115,375,5686,0.012875,0.987125,0.018306,0.981694
haute,1740-1750,1750-1760,0.712289,0.287711,2803,2305,5714,0.026441,0.973559,0.022825,0.977175
effort,1760-1770,1780-1789,0.711072,0.288928,1378,2173,5711,0.012489,0.987511,0.016208,0.983792
testament,1750-1760,1760-1770,0.709764,0.290236,1354,1391,5691,0.010211,0.989789,0.013716,0.986284
semaine,1710-1720,1730-1740,0.709273,0.290727,617,325,5683,0.028738,0.971262,0.026563,0.973437
lire,1700-1710,1710-1720,0.709265,0.290735,1242,1664,5713,0.011201,0.988799,0.019819,0.980181
opposition,1710-1720,1720-1730,0.708418,0.291582,366,234,5706,0.015803,0.984197,0.017862,0.982138
précédente,1720-1730,1750-1760,0.708152,0.291848,276,952,5700,0.01566,0.98434,0.02293,0.97707
trépas,1730-1740,1770-1780,0.707581,0.292419,1619,1002,5673,0.121851,0.878149,0.128074,0.871926
text,1730-1740,1770-1780,0.707476,0.292524,559,741,1271,0.038242,0.961758,0.046073,0.953927
serviteurs,1740-1750,1789-1802,0.706967,0.293033,539,902,5671,0.023304,0.976696,0.026035,0.973965
soldat,1720-1730,1730-1740,0.706785,0.293215,484,895,5703,0.016887,0.983113,0.017481,0.982519
faciliter,1700-1710,1770-1780,0.706744,0.293256,167,1396,5685,0.019786,0.980214,0.020278,0.979722
prononcer,1710-1720,1740-1750,0.706308,0.293692,325,691,5708,0.010171,0.989829,0.015452,0.984548
transports,1770-1780,1789-1802,0.705792,0.294208,1810,1864,5699,0.012013,0.987987,0.021528,0.978472
marché,1720-1730,1760-1770,0.704571,0.295429,1120,3980,5707,0.031164,0.968836,0.023661,0.976339
devoir,1700-1710,1710-1720,0.70411,0.29589,2435,2744,5716,0.01155,0.98845,0.018388,0.981612
comptant,1740-1750,1760-1770,0.703908,0.296092,581,1408,5688,0.016686,0.983314,0.02296,0.97704
inconnu,1710-1720,1760-1770,0.7039,0.2961,333,1010,5709,0.005579,0.994421,0.010797,0.989203
puis,1710-1720,1720-1730,0.703523,0.296477,8354,6434,5717,0.008456,0.991544,0.024263,0.975737
conformité,1710-1720,1789-1802,0.703442,0.296558,268,579,5697,0.029219,0.970781,0.025501,0.974499
criminel,1710-1720,1740-1750,0.702387,0.297613,683,870,5698,0.014892,0.985108,0.028409,0.971591
premieres,1720-1730,1780-1789,0.702335,0.297665,901,3460,5691,0.022275,0.977725,0.026804,0.973196
sortant,1720-1730,1730-1740,0.701368,0.298632,388,1118,5703,0.021198,0.978802,0.034708,0.965292
quatrieme,1710-1720,1730-1740,0.701072,0.298928,365,343,5682,0.03891,0.96109,0.0524,0.9476
lever,1700-1710,1710-1720,0.700569,0.299431,1015,1273,5711,0.009431,0.990569,0.018615,0.981385
signature,1730-1740,1760-1770,0.699959,0.300041,244,458,5647,0.033794,0.966206,0.031996,0.968004
toucher,1750-1760,1760-1770,0.699824,0.300176,1555,2096,5706,0.008265,0.991735,0.012047,0.987953
avoine,1700-1710,1760-1770,0.698552,0.301448,70,947,5634,0.048927,0.951073,0.04966,0.95034
garnison,1720-1730,1780-1789,0.698541,0.301459,509,893,5673,0.012555,0.987445,0.018958,0.981042
compté,1720-1730,1760-1770,0.698536,0.301464,340,876,5690,0.012113,0.987887,0.017651,0.982349
prêter,1710-1720,1720-1730,0.697499,0.302501,662,462,5708,0.016299,0.983701,0.019853,0.980147
fondre,1730-1740,1789-1802,0.697089,0.302911,1073,898,5700,0.019004,0.980996,0.023735,0.976265
tiens,1720-1730,1770-1780,0.696856,0.303144,535,1861,5704,0.008269,0.991731,0.014536,0.985464
sachant,1740-1750,1750-1760,0.696223,0.303777,266,273,5682,0.011529,0.988471,0.015042,0.984958
reconnoissance,1720-1730,1740-1750,0.696124,0.303876,1452,3539,5708,0.037123,0.962877,0.013949,0.986051
prompt,1780-1789,1789-1802,0.695844,0.304156,1412,1190,5703,0.009237,0.990763,0.014705,0.985295
ranger,1720-1730,1750-1760,0.695152,0.304848,404,375,5686,0.021998,0.978002,0.022579,0.977421
sainte,1720-1730,1770-1780,0.694771,0.305229,3385,3864,5714,0.035952,0.964048,0.026006,0.973994
visite,1710-1720,1730-1740,0.693749,0.306251,815,899,5682,0.006861,0.993139,0.0129,0.9871
dommage,1740-1750,1750-1760,0.693217,0.306783,916,1230,5699,0.021563,0.978437,0.019129,0.980871
présenter,1710-1720,1780-1789,0.692138,0.307862,403,3985,5710,0.015381,0.984619,0.023719,0.976281
miséricorde,1720-1730,1760-1770,0.690272,0.309728,171,442,5650,0.017967,0.982033,0.020687,0.979313
hier,1710-1720,1740-1750,0.690208,0.309792,352,815,5697,0.008344,0.991656,0.01877,0.98123
mere,1700-1710,1710-1720,0.690078,0.309922,2559,2277,5707,0.022407,0.977593,0.023717,0.976283
miracles,1720-1730,1730-1740,0.689847,0.310153,588,548,5679,0.011401,0.988599,0.016279,0.983721
cest,1700-1710,1780-1789,0.68954,0.31046,857,1928,5698,0.020474,0.979526,0.068415,0.931585
pure,1760-1770,1770-1780,0.689506,0.310494,2994,3583,5716,0.010261,0.989739,0.013325,0.986675
auxquels,1760-1770,1789-1802,0.689201,0.310799,3883,5151,5712,0.013322,0.986678,0.028262,0.971738
déterminé,1700-1710,1789-1802,0.68891,0.31109,250,2559,5704,0.02828,0.97172,0.030294,0.969706
frapper,1730-1740,1789-1802,0.688489,0.311511,602,2041,5700,0.015504,0.984496,0.026774,0.973226
entretien,1700-1710,1760-1770,0.687974,0.312026,343,1144,5708,0.016059,0.983941,0.029026,0.970974
suivans,1700-1710,1770-1780,0.687037,0.312963,287,984,5696,0.024596,0.975404,0.021625,0.978375
reculer,1710-1720,1789-1802,0.68652,0.31348,113,593,5674,0.012396,0.987604,0.016603,0.983397
anciens,1710-1720,1720-1730,0.686381,0.313619,4967,4858,5718,0.012735,0.987265,0.023283,0.976717
mortel,1750-1760,1789-1802,0.685946,0.314054,842,1465,5709,0.008486,0.991514,0.01296,0.98704
curiosité,1730-1740,1760-1770,0.685925,0.314075,834,1096,5709,0.02175,0.97825,0.015678,0.984322
observer,1710-1720,1730-1740,0.685774,0.314226,1340,1202,5713,0.013204,0.986796,0.023727,0.976273
dresser,1710-1720,1750-1760,0.685681,0.314319,360,498,5690,0.014213,0.985787,0.018594,0.981406
arrêta,1710-1720,1789-1802,0.685637,0.314363,76,476,5682,0.018093,0.981907,0.015134,0.984866
campagne,1710-1720,1780-1789,0.685605,0.314395,2160,6845,5711,0.015694,0.984306,0.024798,0.975202
domestique,1780-1789,1789-1802,0.685373,0.314627,1625,2137,5695,0.006721,0.993279,0.015241,0.984759
front,1720-1730,1770-1780,0.685371,0.314629,1146,3305,5713,0.028295,0.971705,0.032407,0.967593
employé,1770-1780,1789-1802,0.68388,0.31612,3435,4119,5710,0.009658,0.990342,0.016569,0.983431
loisir,1730-1740,1740-1750,0.683807,0.316193,534,509,5693,0.011148,0.988852,0.017346,0.982654
noirs,1750-1760,1789-1802,0.683713,0.316287,956,2608,5695,0.019035,0.980965,0.023805,0.976195
attendant,1750-1760,1770-1780,0.683695,0.316305,1095,2013,5706,0.009731,0.990269,0.019789,0.980211
palais,1710-1720,1789-1802,0.683681,0.316319,2485,5939,5716,0.018488,0.981512,0.028891,0.971109
voleur,1720-1730,1760-1770,0.683522,0.316478,185,397,5678,0.006569,0.993431,0.014107,0.985893
fâcheux,1730-1740,1760-1770,0.683001,0.316999,473,724,5702,0.030582,0.969418,0.014735,0.985265
pressé,1770-1780,1780-1789,0.682511,0.317489,818,990,5686,0.005523,0.994477,0.012939,0.987061
dira,1710-1720,1750-1760,0.68242,0.31758,725,1586,5709,0.009091,0.990909,0.016165,0.983835
enrichir,1760-1770,1789-1802,0.68235,0.31765,410,519,5696,0.01518,0.98482,0.015004,0.984996
exercé,1700-1710,1789-1802,0.682096,0.317904,88,975,5698,0.015526,0.984474,0.024232,0.975768
prévu,1710-1720,1789-1802,0.681892,0.318108,168,1159,5691,0.030633,0.969367,0.04528,0.95472
aides,1710-1720,1770-1780,0.681574,0.318426,110,3091,5677,0.040041,0.959959,0.062429,0.937571
providence,1730-1740,1789-1802,0.681303,0.318697,985,2132,5700,0.033862,0.966138,0.023968,0.976032
constant,1750-1760,1770-1780,0.680899,0.319101,471,916,5693,0.010089,0.989911,0.017308,0.982692
philippe,1710-1720,1720-1730,0.678227,0.321773,1083,3941,5701,0.053212,0.946788,0.033047,0.966953
obstacle,1760-1770,1770-1780,0.67759,0.32241,1208,1641,5699,0.012996,0.987004,0.016318,0.983682
restent,1700-1710,1710-1720,0.677538,0.322462,137,184,5709,0.015868,0.984132,0.021362,0.978638
fécond,1710-1720,1789-1802,0.677161,0.322839,193,958,5695,0.010028,0.989972,0.024605,0.975395
fept,1710-1720,1760-1770,0.676781,0.323219,343,1023,5649,0.012039,0.987961,0.052755,0.947245
ajoute,1760-1770,1770-1780,0.676627,0.323373,3130,4784,5715,0.008649,0.991351,0.012838,0.987162
rupture,1750-1760,1760-1770,0.675829,0.324171,364,427,5683,0.010356,0.989644,0.014311,0.985689
extraordinaire,1750-1760,1789-1802,0.675823,0.324177,1327,3419,5715,0.016471,0.983529,0.022055,0.977945
mourant,1700-1710,1720-1730,0.675672,0.324328,249,232,5702,0.024352,0.975648,0.018876,0.981124
prétendu,1700-1710,1740-1750,0.675481,0.324519,297,988,5708,0.008439,0.991561,0.017495,0.982505
proche,1710-1720,1789-1802,0.675409,0.324591,1970,1361,5705,0.026981,0.973019,0.061856,0.938144
naufrage,1720-1730,1740-1750,0.67479,0.32521,173,602,5692,0.013387,0.986613,0.019717,0.980283
commission,1740-1750,1789-1802,0.67467,0.32533,1152,5050,5690,0.044524,0.955476,0.047935,0.952065
etats,1700-1710,1789-1802,0.674403,0.325597,1973,14262,5703,0.037131,0.962869,0.030529,0.969471
tribunal,1710-1720,1789-1802,0.674101,0.325899,518,6806,5700,0.037891,0.962109,0.02969,0.97031
esclavage,1760-1770,1770-1780,0.673798,0.326202,355,591,5683,0.014332,0.985668,0.016154,0.983846
agrément,1750-1760,1789-1802,0.673086,0.326914,325,388,5703,0.014277,0.985723,0.017867,0.982133
travers,1740-1750,1780-1789,0.672939,0.327061,1929,5518,5714,0.021051,0.978949,0.026446,0.973554
renfermé,1730-1740,1750-1760,0.672043,0.327957,330,489,5699,0.017988,0.982012,0.016613,0.983387
reviens,1730-1740,1770-1780,0.671783,0.328217,338,676,5672,0.013616,0.986384,0.023458,0.976542
faim,1740-1750,1770-1780,0.671664,0.328336,848,1834,5705,0.015362,0.984638,0.019608,0.980392
dessein,1750-1760,1789-1802,0.67165,0.32835,4693,3366,5714,0.012061,0.987939,0.021841,0.978159
fleurs,1700-1710,1720-1730,0.671127,0.328873,1490,1504,5715,0.021976,0.978024,0.031014,0.968986
singulier,1700-1710,1730-1740,0.670845,0.329155,241,740,5708,0.008715,0.991285,0.015561,0.984439
parer,1730-1740,1780-1789,0.670806,0.329194,397,1231,5694,0.020711,0.979289,0.015497,0.984503
confier,1700-1710,1750-1760,0.670507,0.329493,167,521,5688,0.019927,0.980073,0.019011,0.980989
observe,1740-1750,1770-1780,0.669889,0.330111,1449,2359,5712,0.01026,0.98974,0.018036,0.981964
autant,1710-1720,1740-1750,0.669149,0.330851,5275,8836,5717,0.015726,0.984274,0.023077,0.976923
portera,1720-1730,1730-1740,0.668879,0.331121,129,188,5683,0.007658,0.992342,0.015203,0.984797
patentes,1780-1789,1789-1802,0.668871,0.331129,3466,1512,5675,0.042128,0.957872,0.051108,0.948892
répondre,1700-1710,1710-1720,0.668716,0.331284,1037,1350,5713,0.014108,0.985892,0.020098,0.979902
sage,1740-1750,1750-1760,0.668446,0.331554,2910,4323,5717,0.007157,0.992843,0.012578,0.987422
réponds,1750-1760,1760-1770,0.667785,0.332215,521,788,5689,0.014408,0.985592,0.015729,0.984271
croiroit,1700-1710,1710-1720,0.665751,0.334249,77,131,5685,0.020328,0.979672,0.018149,0.981851
parvenu,1760-1770,1770-1780,0.665687,0.334313,1418,2026,5706,0.019384,0.980616,0.032127,0.967873
étudier,1720-1730,1740-1750,0.665207,0.334793,149,172,5700,0.008801,0.991199,0.01378,0.98622
assembler,1750-1760,1780-1789,0.6651,0.3349,131,407,5677,0.012061,0.987939,0.019266,0.980734
pleine,1710-1720,1750-1760,0.664637,0.335363,1672,2019,5711,0.016025,0.983975,0.021008,0.978992
savoir,1700-1710,1770-1780,0.664566,0.335434,3023,11650,5717,0.013387,0.986613,0.019956,0.980044
admiration,1750-1760,1770-1780,0.664426,0.335574,519,834,5710,0.013247,0.986753,0.012767,0.987233
médecins,1710-1720,1750-1760,0.664405,0.335595,234,801,5691,0.016128,0.983872,0.018979,0.981021
césar,1730-1740,1780-1789,0.664078,0.335922,506,4745,5681,0.018949,0.981051,0.031155,0.968845
vive,1700-1710,1789-1802,0.664059,0.335941,869,4966,5714,0.018158,0.981842,0.025545,0.974455
pitié,1710-1720,1720-1730,0.663681,0.336319,788,640,5708,0.020731,0.979269,0.019305,0.980695
crainte,1740-1750,1750-1760,0.6625,0.3375,4839,4750,5713,0.023984,0.976016,0.016229,0.983771
introduit,1700-1710,1760-1770,0.662076,0.337924,279,1053,5699,0.009765,0.990235,0.016815,0.983185
commandement,1710-1720,1789-1802,0.66177,0.33823,707,1995,5694,0.018443,0.981557,0.024584,0.975416
céfar,1710-1720,1720-1730,0.661751,0.338249,107,624,5574,0.015428,0.984572,0.056392,0.943608
charger,1710-1720,1789-1802,0.66122,0.33878,887,2251,5705,0.013071,0.986929,0.023967,0.976033
barbare,1740-1750,1770-1780,0.661199,0.338801,964,2773,5705,0.009057,0.990943,0.01132,0.98868
bonnet,1750-1760,1760-1770,0.661134,0.338866,382,551,5686,0.013686,0.986314,0.023436,0.976564
produire,1700-1710,1710-1720,0.660553,0.339447,909,826,5713,0.011832,0.988168,0.019175,0.980825
infâme,1710-1720,1720-1730,0.660547,0.339453,112,68,5678,0.026178,0.973822,0.018743,0.981257
appeller,1730-1740,1740-1750,0.660033,0.339967,621,879,5702,0.022193,0.977807,0.014904,0.985096
mande,1710-1720,1730-1740,0.659488,0.340512,265,500,5687,0.018536,0.981464,0.022053,0.977947
domestiques,1750-1760,1780-1789,0.659232,0.340768,1272,2133,5700,0.008699,0.991301,0.015054,0.984946
comptes,1720-1730,1730-1740,0.65882,0.34118,2734,1039,5695,0.039307,0.960693,0.04633,0.95367
contribué,1760-1770,1789-1802,0.658803,0.341197,671,1385,5697,0.036341,0.963659,0.029279,0.970721
amiral,1760-1770,1789-1802,0.658289,0.341711,524,519,5697,0.028173,0.971827,0.033115,0.966885
offrir,1710-1720,1789-1802,0.658115,0.341885,339,2894,5711,0.01157,0.98843,0.023096,0.976904
déclaré,1700-1710,1789-1802,0.657947,0.342053,458,2581,5702,0.015528,0.984472,0.020718,0.979282
remettre,1700-1710,1710-1720,0.657669,0.342331,1202,1158,5706,0.011394,0.988606,0.016519,0.983481
battre,1700-1710,1770-1780,0.657327,0.342673,504,2149,5701,0.010115,0.989885,0.016467,0.983533
cardinal,1750-1760,1760-1770,0.657099,0.342901,4316,1853,5695,0.010755,0.989245,0.017239,0.982761
marche,1770-1780,1789-1802,0.656834,0.343166,6652,8364,5716,0.009568,0.990432,0.013064,0.986936
consuls,1730-1740,1760-1770,0.65657,0.34343,284,1763,5677,0.025835,0.974165,0.027414,0.972586
pairs,1710-1720,1789-1802,0.656395,0.343605,837,1653,5660,0.037522,0.962478,0.039237,0.960763
xiii,1710-1720,1730-1740,0.656307,0.343693,933,1677,5711,0.023695,0.976305,0.05414,0.94586
tiré,1710-1720,1750-1760,0.656033,0.343967,1229,1917,5715,0.012346,0.987654,0.018898,0.981102
recueillir,1700-1710,1780-1789,0.655863,0.344137,169,1615,5695,0.010779,0.989221,0.016799,0.983201
mets,1720-1730,1760-1770,0.65546,0.34454,545,1066,5708,0.010638,0.989362,0.017578,0.982422
vieille,1760-1770,1770-1780,0.655379,0.344621,1549,2942,5704,0.015059,0.984941,0.023645,0.976355
paroître,1760-1770,1789-1802,0.655375,0.344625,2251,2172,5703,0.021557,0.978443,0.01446,0.98554
confondre,1720-1730,1789-1802,0.655182,0.344818,344,1513,5701,0.01284,0.98716,0.019431,0.980569
effet,1700-1710,1720-1730,0.654735,0.345265,3911,5327,5718,0.008368,0.991632,0.023358,0.976642
catholique,1710-1720,1730-1740,0.653612,0.346388,574,1560,5682,0.023064,0.976936,0.021234,0.978766
pommes,1770-1780,1789-1802,0.653468,0.346532,1424,1607,5667,0.031081,0.968919,0.027302,0.972698
prison,1710-1720,1720-1730,0.653095,0.346905,1004,894,5710,0.015557,0.984443,0.020611,0.979389
curé,1730-1740,1750-1760,0.652602,0.347398,828,1359,5679,0.009717,0.990283,0.015082,0.984918
sucre,1720-1730,1760-1770,0.652535,0.347465,1070,3736,5669,0.020963,0.979037,0.038226,0.961774
voisins,1720-1730,1740-1750,0.652102,0.347898,1136,2154,5709,0.014976,0.985024,0.022437,0.977563
renvoyé,1700-1710,1710-1720,0.652018,0.347982,234,310,5687,0.0092,0.9908,0.018098,0.981902
conduire,1710-1720,1789-1802,0.652006,0.347994,1438,4780,5712,0.011981,0.988019,0.018666,0.981334
pareils,1700-1710,1720-1730,0.651622,0.348378,282,572,5706,0.014039,0.985961,0.018565,0.981435
vouloir,1730-1740,1760-1770,0.651542,0.348458,2867,4760,5714,0.013837,0.986163,0.020613,0.979387
christ,1700-1710,1770-1780,0.651284,0.348716,3332,2462,5693,0.019036,0.980964,0.028031,0.971969
author,1780-1789,1789-1802,0.650815,0.349185,2363,3744,3213,0.035146,0.964854,0.04145,0.95855
zèle,1730-1740,1780-1789,0.650684,0.349316,1140,3229,5694,0.016962,0.983038,0.016156,0.983844
visiter,1710-1720,1750-1760,0.650677,0.349323,449,400,5675,0.006513,0.993487,0.012856,0.987144
délibération,1720-1730,1770-1780,0.650243,0.349757,326,1012,5681,0.021799,0.978201,0.030763,0.969237
contenir,1740-1750,1780-1789,0.649926,0.350074,1004,2289,5698,0.014004,0.985996,0.015664,0.984336
offices,1710-1720,1740-1750,0.649904,0.350096,3307,1136,5706,0.034269,0.965731,0.048778,0.951222
gouverner,1750-1760,1770-1780,0.649848,0.350152,1136,2299,5708,0.010642,0.989358,0.014963,0.985037
thomas,1740-1750,1750-1760,0.64949,0.35051,1358,1537,5696,0.017287,0.982713,0.0309,0.9691
froid,1780-1789,1789-1802,0.64921,0.35079,5660,3732,5713,0.013664,0.986336,0.01736,0.98264
fermier,1730-1740,1789-1802,0.649067,0.350933,1126,1717,5679,0.02472,0.97528,0.027914,0.972086
prêt,1710-1720,1760-1770,0.648438,0.351562,1323,3151,5712,0.012522,0.987478,0.015297,0.984703
dépit,1770-1780,1789-1802,0.648416,0.351584,1263,1205,5699,0.011587,0.988413,0.017117,0.982883
accompagner,1700-1710,1710-1720,0.647964,0.352036,118,130,5693,0.009757,0.990243,0.015179,0.984821
besoins,1740-1750,1780-1789,0.647861,0.352139,1258,6170,5703,0.022975,0.977025,0.025825,0.974175
ouest,1740-1750,1770-1780,0.647736,0.352264,2091,844,5655,0.035484,0.964516,0.051568,0.948432
paraît,1710-1720,1789-1802,0.647472,0.352528,301,3049,5681,0.011887,0.988113,0.023323,0.976677
verte,1710-1720,1780-1789,0.647433,0.352567,558,1277,5687,0.028693,0.971307,0.063307,0.936693
inutile,1750-1760,1770-1780,0.646654,0.353346,2935,4986,5716,0.009132,0.990868,0.015128,0.984872
entendit,1730-1740,1750-1760,0.646587,0.353413,265,220,5678,0.013229,0.986771,0.019529,0.980471
engagement,1720-1730,1760-1770,0.646315,0.353685,184,570,5693,0.011137,0.988863,0.020137,0.979863
dressé,1710-1720,1720-1730,0.646185,0.353815,241,226,5685,0.013855,0.986145,0.023679,0.976321
employa,1720-1730,1730-1740,0.646038,0.353962,181,304,5678,0.014659,0.985341,0.01747,0.98253
attendu,1720-1730,1740-1750,0.645962,0.354038,570,1093,5705,0.008837,0.991163,0.020605,0.979395
restoit,1700-1710,1730-1740,0.645854,0.354146,183,723,5690,0.027312,0.972688,0.024482,0.975518
décrire,1700-1710,1710-1720,0.645451,0.354549,117,129,5695,0.013406,0.986594,0.015999,0.984001
consentir,1780-1789,1789-1802,0.645147,0.354853,1097,1233,5690,0.021759,0.978241,0.017795,0.982205
garder,1710-1720,1780-1789,0.644511,0.355489,1957,4826,5715,0.014842,0.985158,0.029387,0.970613
trompé,1760-1770,1770-1780,0.644496,0.355504,1431,2272,5708,0.008977,0.991023,0.012471,0.987529
repris,1730-1740,1770-1780,0.644216,0.355784,954,1275,5698,0.02095,0.97905,0.039806,0.960194
exil,1710-1720,1750-1760,0.64371,0.35629,138,316,5693,0.024536,0.975464,0.014857,0.985143
faisant,1710-1720,1760-1770,0.643113,0.356887,3652,7137,5716,0.022508,0.977492,0.030468,0.969532
disposer,1750-1760,1760-1770,0.643025,0.356975,1153,1611,5699,0.010505,0.989495,0.017849,0.982151
commandé,1730-1740,1789-1802,0.642552,0.357448,427,732,5685,0.013794,0.986206,0.021309,0.978691
propose,1760-1770,1789-1802,0.642422,0.357578,2825,4537,5712,0.015324,0.984676,0.019079,0.980921
manqué,1710-1720,1780-1789,0.641792,0.358208,546,2120,5707,0.021619,0.978381,0.02647,0.97353
ouvert,1710-1720,1730-1740,0.641484,0.358516,592,890,5709,0.009546,0.990454,0.015131,0.984869
occuper,1750-1760,1780-1789,0.64114,0.35886,664,1721,5710,0.020294,0.979706,0.021835,0.978165
bourgogne,1710-1720,1720-1730,0.640968,0.359032,1050,1882,5686,0.046183,0.953817,0.041452,0.958548
penser,1740-1750,1770-1780,0.639257,0.360743,3349,6133,5713,0.014399,0.985601,0.022436,0.977564
meilleures,1730-1740,1770-1780,0.638779,0.361221,575,1794,5701,0.015445,0.984555,0.024368,0.975632
recevoir,1700-1710,1720-1730,0.638118,0.361882,3024,3202,5719,0.007935,0.992065,0.019072,0.980928
grandeur,1720-1730,1750-1760,0.63802,0.36198,2106,4027,5714,0.013869,0.986131,0.021573,0.978427
naples,1730-1740,1740-1750,0.638014,0.361986,1627,835,5692,0.018658,0.981342,0.031218,0.968782
amener,1700-1710,1760-1770,0.63714,0.36286,217,547,5697,0.012002,0.987998,0.019231,0.980769
parla,1750-1760,1770-1780,0.637134,0.362866,1076,1698,5698,0.008672,0.991328,0.010465,0.989535
prononce,1720-1730,1750-1760,0.636525,0.363475,194,573,5698,0.013262,0.986738,0.021379,0.978621
entretenir,1710-1720,1720-1730,0.636106,0.363894,898,647,5711,0.009334,0.990666,0.020775,0.979225
auxquelles,1700-1710,1789-1802,0.635866,0.364134,238,3385,5711,0.020016,0.979984,0.034821,0.965179
cachet,1710-1720,1789-1802,0.635416,0.364584,203,1030,5671,0.02128,0.97872,0.029878,0.970122
aimant,1750-1760,1770-1780,0.634504,0.365496,233,524,5678,0.012666,0.987334,0.027684,0.972316
renfermer,1700-1710,1710-1720,0.634396,0.365604,126,158,5696,0.01406,0.98594,0.015233,0.984767
tendent,1730-1740,1789-1802,0.634319,0.365681,290,1026,5702,0.028763,0.971237,0.029126,0.970874
dernière,1750-1760,1760-1770,0.634234,0.365766,1882,2349,5711,0.013507,0.986493,0.018064,0.981936
monter,1720-1730,1770-1780,0.63397,0.36603,1114,3153,5708,0.012164,0.987836,0.018579,0.981421
poste,1710-1720,1789-1802,0.633846,0.366154,371,3252,5695,0.011242,0.988758,0.017841,0.982159
important,1750-1760,1780-1789,0.633354,0.366646,1610,3406,5714,0.013122,0.986878,0.017392,0.982608
disons,1730-1740,1780-1789,0.633092,0.366908,352,738,5690,0.010718,0.989282,0.020722,0.979278
croyons,1760-1770,1780-1789,0.632951,0.367049,959,2005,5701,0.017382,0.982618,0.020949,0.979051
empereurs,1720-1730,1730-1740,0.632929,0.367071,865,1123,5683,0.032968,0.967032,0.03082,0.96918
suivantes,1730-1740,1740-1750,0.632383,0.367617,684,779,5692,0.016922,0.983078,0.022005,0.977995
ruines,1740-1750,1760-1770,0.632118,0.367882,595,851,5688,0.01238,0.98762,0.01474,0.98526
acquérir,1700-1710,1710-1720,0.631879,0.368121,134,120,5698,0.015782,0.984218,0.026548,0.973452
caractères,1710-1720,1780-1789,0.631396,0.368604,279,1418,5705,0.0241,0.9759,0.021028,0.978972
sanglante,1700-1710,1720-1730,0.631208,0.368792,74,93,5672,0.013648,0.986352,0.019539,0.980461
accepter,1710-1720,1760-1770,0.630767,0.369233,283,568,5698,0.015852,0.984148,0.021724,0.978276
commissaire,1710-1720,1780-1789,0.630429,0.369571,950,1975,5666,0.020323,0.979677,0.027672,0.972328
entrant,1720-1730,1750-1760,0.630122,0.369878,397,763,5698,0.010972,0.989028,0.02283,0.97717
considérable,1740-1750,1750-1760,0.630054,0.369946,2046,2764,5710,0.013985,0.986015,0.020826,0.979174
