word,period1,period2,cosine_distance,cosine_similarity,occ1,occ2,degree
empereurs,1720-1730,1730-1740,0.647759,0.352241,865,1123,5683
acquérir,1720-1730,1760-1770,0.647588,0.352412,135,1324,5698
passée,1710-1720,1770-1780,0.647086,0.352914,290,900,5689
valet,1710-1720,1789-1802,0.646922,0.353078,1443,1688,5697
titres,1720-1730,1760-1770,0.646909,0.353091,1259,2936,5708
voisins,1730-1740,1740-1750,0.646787,0.353213,1531,2154,5709
tourna,1710-1720,1720-1730,0.646663,0.353337,257,262,5675
manquent,1720-1730,1760-1770,0.646623,0.353377,567,1314,5705
ruines,1740-1750,1760-1770,0.64639,0.35361,595,851,5688
inquiétude,1710-1720,1770-1780,0.646184,0.353816,232,1184,5704
croyons,1740-1750,1780-1789,0.645971,0.354029,573,2005,5701
laissons,1710-1720,1789-1802,0.645268,0.354732,229,925,5686
continué,1730-1740,1740-1750,0.645233,0.354767,374,394,5697
lorraine,1750-1760,1760-1770,0.644995,0.355005,3017,1641,5681
achevé,1710-1720,1780-1789,0.64421,0.35579,432,1054,5699
ensorte,1780-1789,1789-1802,0.643776,0.356224,1548,697,5688
éloignement,1760-1770,1770-1780,0.643631,0.356369,302,491,5697
zèle,1740-1750,1789-1802,0.643583,0.356417,942,4927,5694
renfermé,1700-1710,1730-1740,0.643532,0.356468,123,330,5699
particulières,1770-1780,1780-1789,0.643026,0.356974,1350,2087,5705
desire,1710-1720,1720-1730,0.642734,0.357266,165,126,5696
montra,1720-1730,1730-1740,0.642316,0.357684,227,533,5691
congé,1710-1720,1740-1750,0.641421,0.358579,582,892,5692
aveu,1740-1750,1789-1802,0.641213,0.358787,921,1707,5713
adoucir,1720-1730,1740-1750,0.641209,0.358791,179,253,5699
siecle,1760-1770,1789-1802,0.641015,0.358985,1433,1483,5686
domestiques,1750-1760,1780-1789,0.640728,0.359272,1272,2133,5700
communiquer,1730-1740,1789-1802,0.640672,0.359328,557,1444,5701
précieuses,1710-1720,1760-1770,0.640564,0.359436,126,722,5696
tirée,1700-1710,1740-1750,0.640281,0.359719,480,688,5707
représenter,1730-1740,1750-1760,0.640277,0.359723,714,1634,5709
auxquelles,1700-1710,1780-1789,0.639447,0.360553,238,3573,5711
prévoir,1750-1760,1789-1802,0.639329,0.360671,590,1673,5692
suffit,1700-1710,1789-1802,0.638468,0.361532,843,4317,5714
informer,1710-1720,1740-1750,0.638312,0.361688,287,540,5690
demoiselle,1720-1730,1740-1750,0.637852,0.362148,240,549,5677
accordé,1720-1730,1740-1750,0.637804,0.362196,704,1214,5702
demeurer,1730-1740,1750-1760,0.637726,0.362274,1223,1100,5696
catholique,1710-1720,1760-1770,0.63719,0.36281,574,1036,5682
ajouté,1700-1710,1710-1720,0.637109,0.362891,190,176,5702
pairs,1780-1789,1789-1802,0.637071,0.362929,1612,1653,5660
grandeur,1710-1720,1740-1750,0.636603,0.363397,2018,3641,5714
voisine,1750-1760,1789-1802,0.636516,0.363484,490,1092,5691
changent,1710-1720,1760-1770,0.636374,0.363626,174,760,5693
placer,1720-1730,1789-1802,0.635921,0.364079,493,3770,5708
couvrir,1700-1710,1720-1730,0.635878,0.364122,508,661,5701
merveilles,1710-1720,1750-1760,0.6355,0.3645,308,524,5691
brillant,1750-1760,1789-1802,0.635485,0.364515,996,1872,5706
assuré,1730-1740,1750-1760,0.635451,0.364549,914,1176,5701
coucher,1700-1710,1730-1740,0.635112,0.364888,794,568,5698
troisieme,1710-1720,1730-1740,0.634784,0.365216,468,691,5698
contiennent,1710-1720,1720-1730,0.634564,0.365436,346,413,5701
rapporter,1710-1720,1750-1760,0.634122,0.365878,1004,2237,5712
tire,1710-1720,1740-1750,0.634109,0.365891,2484,2916,5715
appliquer,1710-1720,1760-1770,0.634077,0.365923,351,892,5704
croira,1730-1740,1740-1750,0.633709,0.366291,212,261,5684
renfermer,1740-1750,1789-1802,0.633528,0.366472,358,680,5696
milan,1720-1730,1730-1740,0.633495,0.366505,582,1537,5671
jefus,1710-1720,1770-1780,0.633344,0.366656,990,561,5479
manuscrit,1720-1730,1780-1789,0.633065,0.366935,284,1760,5699
suede,1730-1740,1760-1770,0.633024,0.366976,829,996,5641
porta,1710-1720,1720-1730,0.632237,0.367763,602,980,5698
journée,1720-1730,1789-1802,0.63159,0.36841,799,3927,5697
jeter,1710-1720,1720-1730,0.631013,0.368987,207,188,5675
puissances,1720-1730,1780-1789,0.630771,0.369229,579,2087,5684
venue,1700-1710,1720-1730,0.629972,0.370028,372,488,5704
transporté,1710-1720,1740-1750,0.629728,0.370272,306,482,5692
portera,1700-1710,1730-1740,0.628389,0.371611,141,188,5683
chefs,1740-1750,1750-1760,0.627593,0.372407,1703,1918,5712
suivante,1720-1730,1730-1740,0.62733,0.37267,970,1856,5707
notaire,1740-1750,1750-1760,0.627224,0.372776,895,407,5676
auquel,1710-1720,1780-1789,0.627057,0.372943,2126,9484,5716
défendit,1720-1730,1740-1750,0.626941,0.373059,216,343,5677
aucunes,1770-1780,1789-1802,0.626642,0.373358,966,750,5683
vingts,1770-1780,1789-1802,0.626255,0.373745,685,627,5680
pommes,1770-1780,1789-1802,0.625861,0.374139,1424,1607,5667
artillerie,1710-1720,1740-1750,0.625095,0.374905,53,470,5677
nomma,1740-1750,1789-1802,0.624839,0.375161,654,882,5681
remettre,1700-1710,1710-1720,0.624635,0.375365,1202,1158,5706
marchant,1710-1720,1730-1740,0.624381,0.375619,202,335,5686
offices,1710-1720,1740-1750,0.62362,0.37638,3307,1136,5706
fauver,1710-1720,1730-1740,0.623431,0.376569,252,852,5547
barbare,1750-1760,1789-1802,0.623281,0.376719,1209,2437,5705
renvoyé,1700-1710,1710-1720,0.623219,0.376781,234,310,5687
marais,1770-1780,1789-1802,0.623119,0.376881,1818,1752,5690
percer,1740-1750,1770-1780,0.623026,0.376974,351,1246,5692
aveuglement,1710-1720,1720-1730,0.622874,0.377126,98,125,5690
dernière,1730-1740,1770-1780,0.622764,0.377236,934,3126,5711
instrument,1760-1770,1789-1802,0.622732,0.377268,1050,998,5708
semble,1710-1720,1730-1740,0.622731,0.377269,2876,3954,5715
amener,1700-1710,1750-1760,0.62272,0.37728,217,342,5697
ornement,1750-1760,1780-1789,0.622409,0.377591,372,568,5699
diroit,1760-1770,1770-1780,0.622236,0.377764,849,1506,5696
ordonna,1710-1720,1720-1730,0.621596,0.378404,734,880,5693
voient,1750-1760,1770-1780,0.620435,0.379565,3828,5547,5711
oblige,1720-1730,1760-1770,0.620383,0.379617,684,1250,5710
ouvrit,1710-1720,1770-1780,0.62036,0.37964,151,601,5683
jugea,1700-1710,1740-1750,0.620322,0.379678,236,783,5688
céfar,1710-1720,1789-1802,0.619764,0.380236,107,770,5574
frères,1710-1720,1770-1780,0.619622,0.380378,488,1514,5695
commença,1720-1730,1740-1750,0.619128,0.380872,866,1110,5697
plaisanterie,1710-1720,1720-1730,0.618815,0.381185,156,88,5686
ordonne,1710-1720,1750-1760,0.618314,0.381686,2315,3017,5710
résolution,1770-1780,1789-1802,0.617869,0.382131,1938,3206,5698
paul,1730-1740,1740-1750,0.617761,0.382239,1797,1698,5710
contente,1730-1740,1740-1750,0.617698,0.382302,894,888,5711
directeur,1740-1750,1760-1770,0.617651,0.382349,460,783,5690
triste,1740-1750,1780-1789,0.617492,0.382508,1350,3429,5709
présenté,1740-1750,1780-1789,0.617313,0.382687,883,2074,5707
suivantes,1710-1720,1780-1789,0.617198,0.382802,296,1816,5692
manger,1720-1730,1750-1760,0.616796,0.383204,1340,1469,5704
chair,1700-1710,1750-1760,0.61677,0.38323,1249,1404,5699
tuer,1700-1710,1789-1802,0.616614,0.383386,413,1695,5699
proposé,1710-1720,1789-1802,0.616609,0.383391,473,2885,5707
deuxième,1730-1740,1789-1802,0.616421,0.383579,208,2983,5685
proposer,1740-1750,1789-1802,0.61615,0.38385,910,2910,5704
détacher,1710-1720,1720-1730,0.615929,0.384071,117,149,5682
directeurs,1720-1730,1730-1740,0.615622,0.384378,549,671,5684
former,1710-1720,1740-1750,0.615008,0.384992,1344,3047,5718
divers,1700-1710,1789-1802,0.614958,0.385042,1817,7145,5716
tyran,1730-1740,1789-1802,0.614581,0.385419,1110,2821,5693
oracle,1730-1740,1789-1802,0.614183,0.385817,324,329,5692
apprit,1770-1780,1780-1789,0.61333,0.38667,1214,1683,5694
retire,1740-1750,1750-1760,0.612977,0.387023,864,1211,5711
that,1700-1710,1750-1760,0.612945,0.387055,3006,1921,5354
admettre,1700-1710,1710-1720,0.612755,0.387245,88,148,5698
élever,1710-1720,1720-1730,0.612406,0.387594,492,482,5713
artifice,1750-1760,1770-1780,0.612123,0.387877,295,551,5702
occupent,1770-1780,1780-1789,0.611895,0.388105,933,938,5694
protestans,1730-1740,1789-1802,0.611108,0.388892,382,565,5608
cherchoit,1710-1720,1780-1789,0.610972,0.389028,153,1131,5691
interrompit,1720-1730,1760-1770,0.610676,0.389324,92,303,5649
misérable,1720-1730,1730-1740,0.610424,0.389576,235,375,5687
ignorer,1720-1730,1770-1780,0.610136,0.389864,253,1005,5703
deviner,1710-1720,1770-1780,0.610097,0.389903,205,899,5700
reconnu,1720-1730,1789-1802,0.610082,0.389918,806,3525,5709
teint,1700-1710,1730-1740,0.609892,0.390108,233,424,5697
minuit,1700-1710,1740-1750,0.609682,0.390318,112,454,5663
disposer,1780-1789,1789-1802,0.609658,0.390342,1996,2116,5699
conçois,1720-1730,1760-1770,0.609573,0.390427,104,575,5674
désespoir,1730-1740,1789-1802,0.609506,0.390494,781,2493,5701
promettre,1770-1780,1780-1789,0.609248,0.390752,1263,1296,5694
tenté,1710-1720,1740-1750,0.609197,0.390803,203,506,5699
maîtresse,1730-1740,1780-1789,0.609128,0.390872,1123,1859,5702
mers,1710-1720,1740-1750,0.608802,0.391198,462,1255,5691
partisans,1720-1730,1760-1770,0.608768,0.391232,199,894,5701
tendent,1730-1740,1770-1780,0.608357,0.391643,290,1113,5702
conseils,1710-1720,1780-1789,0.606968,0.393032,1484,4377,5709
samedi,1760-1770,1770-1780,0.606778,0.393222,1185,1737,5684
verroit,1710-1720,1720-1730,0.606703,0.393297,173,224,5689
apporté,1720-1730,1750-1760,0.606699,0.393301,320,602,5695
répondent,1720-1730,1740-1750,0.6066,0.3934,163,360,5695
paquet,1720-1730,1770-1780,0.606512,0.393488,145,544,5656
déclarations,1730-1740,1789-1802,0.606102,0.393898,841,1700,5684
arrivera,1730-1740,1740-1750,0.60559,0.39441,193,239,5680
marie,1760-1770,1789-1802,0.605002,0.394998,3264,4446,5703
satisfaction,1760-1770,1789-1802,0.604803,0.395197,1150,1800,5705
avouer,1740-1750,1789-1802,0.604569,0.395431,610,1170,5712
appas,1780-1789,1789-1802,0.603926,0.396074,729,442,5679
rapportent,1720-1730,1730-1740,0.603824,0.396176,328,310,5691
suivit,1730-1740,1740-1750,0.603697,0.396303,576,720,5690
apporter,1730-1740,1740-1750,0.603604,0.396396,672,1102,5705
satisfait,1710-1720,1730-1740,0.603472,0.396528,468,665,5707
foir,1700-1710,1710-1720,0.603333,0.396667,441,246,5678
pontife,1720-1730,1750-1760,0.603236,0.396764,304,604,5676
offrir,1720-1730,1770-1780,0.603028,0.396972,388,1884,5711
billets,1730-1740,1760-1770,0.602895,0.397105,1897,2538,5687
froids,1730-1740,1740-1750,0.602559,0.397441,162,268,5691
vieillards,1710-1720,1770-1780,0.602544,0.397456,313,1133,5697
compagnons,1710-1720,1720-1730,0.602357,0.397643,583,378,5693
rent,1740-1750,1780-1789,0.60216,0.39784,2482,4707,5701
paroitre,1710-1720,1750-1760,0.601674,0.398326,243,461,5676
offroit,1710-1720,1789-1802,0.601452,0.398548,116,625,5685
couru,1720-1730,1770-1780,0.601232,0.398768,183,601,5686
éducation,1740-1750,1789-1802,0.600815,0.399185,483,1978,5704
probable,1710-1720,1789-1802,0.600481,0.399519,150,1491,5696
mortelle,1740-1750,1770-1780,0.60024,0.39976,501,762,5692
engagea,1700-1710,1720-1730,0.600148,0.399852,65,152,5685
commencent,1700-1710,1750-1760,0.599706,0.400294,317,602,5697
london,1700-1710,1789-1802,0.599468,0.400532,298,2416,3656
parloit,1700-1710,1720-1730,0.599303,0.400697,373,401,5695
laissant,1710-1720,1720-1730,0.599133,0.400867,409,460,5704
regret,1720-1730,1789-1802,0.59886,0.40114,420,1901,5710
they,1750-1760,1789-1802,0.598785,0.401215,1579,2059,2352
saints,1730-1740,1760-1770,0.59825,0.40175,965,1556,5706
reprendre,1710-1720,1760-1770,0.598103,0.401897,549,1435,5706
rente,1750-1760,1780-1789,0.597692,0.402308,1275,3098,5691
disait,1700-1710,1789-1802,0.597539,0.402461,195,2425,5603
bonnes,1710-1720,1720-1730,0.59734,0.40266,2080,2271,5713
prodigieux,1750-1760,1789-1802,0.596911,0.403089,512,730,5697
grecs,1710-1720,1730-1740,0.59683,0.40317,3185,4085,5712
examiner,1720-1730,1730-1740,0.596467,0.403533,737,1046,5713
possible,1710-1720,1760-1770,0.596255,0.403745,1984,9107,5717
croyant,1710-1720,1730-1740,0.595739,0.404261,276,614,5698
condamnation,1710-1720,1750-1760,0.595697,0.404303,400,477,5685
fiefs,1720-1730,1770-1780,0.595065,0.404935,528,2040,5640
croyois,1710-1720,1720-1730,0.59432,0.40568,104,195,5678
supplice,1720-1730,1789-1802,0.593898,0.406102,379,2269,5699
bêtes,1720-1730,1730-1740,0.59382,0.40618,945,923,5701
nommer,1770-1780,1789-1802,0.593372,0.406628,2309,2678,5710
manque,1700-1710,1789-1802,0.593352,0.406648,921,4001,5715
mourut,1740-1750,1750-1760,0.591402,0.408598,1261,3938,5703
rapporte,1750-1760,1789-1802,0.591335,0.408665,2085,2295,5714
éprouvé,1720-1730,1789-1802,0.591227,0.408773,224,2027,5708
hôte,1720-1730,1780-1789,0.589965,0.410035,103,661,5670
écrire,1710-1720,1780-1789,0.589826,0.410174,775,3273,5716
capitaines,1710-1720,1750-1760,0.589557,0.410443,520,620,5689
savans,1720-1730,1750-1760,0.589332,0.410668,227,622,5678
chapelle,1750-1760,1760-1770,0.5892,0.4108,1115,1001,5691
rendant,1700-1710,1720-1730,0.589061,0.410939,284,314,5708
portées,1720-1730,1730-1740,0.588957,0.411043,697,1205,5698
fourni,1720-1730,1740-1750,0.588085,0.411915,445,572,5709
port,1700-1710,1710-1720,0.588015,0.411985,2257,2739,5715
accepté,1710-1720,1720-1730,0.587749,0.412251,206,146,5690
commence,1710-1720,1730-1740,0.587708,0.412292,1304,1954,5717
craignant,1700-1710,1750-1760,0.58741,0.41259,175,439,5687
aimoit,1730-1740,1780-1789,0.586741,0.413259,661,1454,5698
fassent,1760-1770,1770-1780,0.586487,0.413513,453,625,5686
vivres,1730-1740,1770-1780,0.586192,0.413808,1647,1850,5681
mander,1700-1710,1720-1730,0.585174,0.414826,309,188,5670
trouvant,1720-1730,1780-1789,0.585069,0.414931,875,2514,5707
crus,1710-1720,1730-1740,0.584706,0.415294,337,667,5678
retiré,1720-1730,1750-1760,0.584627,0.415373,468,725,5700
conclure,1740-1750,1789-1802,0.584301,0.415699,1495,2037,5708
marquer,1720-1730,1740-1750,0.584252,0.415748,1076,1307,5707
rage,1740-1750,1750-1760,0.584107,0.415893,1006,1115,5709
nôtre,1720-1730,1789-1802,0.583891,0.416109,5212,1746,5709
cousin,1750-1760,1780-1789,0.582308,0.417692,597,580,5658
fini,1710-1720,1760-1770,0.581882,0.418118,434,1748,5711
conjure,1740-1750,1780-1789,0.581456,0.418544,302,920,5673
emploie,1700-1710,1720-1730,0.581193,0.418807,169,155,5701
prenant,1730-1740,1750-1760,0.581158,0.418842,1548,1440,5712
refusa,1710-1720,1770-1780,0.58089,0.41911,177,866,5690
reçu,1730-1740,1740-1750,0.580618,0.419382,3007,3389,5711
portoit,1710-1720,1720-1730,0.580341,0.419659,647,906,5703
infortuné,1730-1740,1740-1750,0.580099,0.419901,268,238,5680
surprise,1720-1730,1730-1740,0.579884,0.420116,612,1287,5710
arrérages,1720-1730,1760-1770,0.57948,0.42052,75,903,5568
lendemain,1710-1720,1740-1750,0.579231,0.420769,1618,3991,5702
blanc,1710-1720,1720-1730,0.579193,0.420807,2379,2013,5712
donnant,1710-1720,1770-1780,0.579027,0.420973,891,3087,5713
tante,1730-1740,1770-1780,0.578925,0.421075,569,1381,5687
gorge,1770-1780,1789-1802,0.5788,0.4212,1243,995,5693
ayez,1710-1720,1760-1770,0.578337,0.421663,678,948,5700
montrent,1780-1789,1789-1802,0.57807,0.42193,991,867,5699
toient,1710-1720,1780-1789,0.577681,0.422319,196,1902,5665
passoit,1710-1720,1740-1750,0.577626,0.422374,271,744,5694
permit,1710-1720,1789-1802,0.577447,0.422553,344,1190,5701
pareilles,1710-1720,1770-1780,0.576321,0.423679,530,2173,5709
sentis,1700-1710,1789-1802,0.576177,0.423823,95,641,5653
offrit,1710-1720,1720-1730,0.576005,0.423995,142,169,5686
naissent,1780-1789,1789-1802,0.57595,0.42405,1328,905,5694
cieux,1710-1720,1730-1740,0.575771,0.424229,574,991,5699
chercha,1700-1710,1710-1720,0.575653,0.424347,116,120,5676
bataille,1710-1720,1720-1730,0.574512,0.425488,921,2809,5703
imaginé,1730-1740,1760-1770,0.574448,0.425552,414,1213,5704
réussi,1750-1760,1760-1770,0.574346,0.425654,580,722,5699
ressemblent,1700-1710,1710-1720,0.574293,0.425707,80,254,5675
garçons,1710-1720,1770-1780,0.574275,0.425725,356,905,5686
conduisent,1720-1730,1789-1802,0.573939,0.426061,209,740,5682
manquoit,1730-1740,1760-1770,0.573667,0.426333,608,684,5689
voila,1730-1740,1740-1750,0.573499,0.426501,784,594,5694
brillante,1760-1770,1770-1780,0.57325,0.42675,930,1520,5698
savoit,1730-1740,1740-1750,0.572466,0.427534,213,418,5671
bateau,1720-1730,1730-1740,0.572128,0.427872,235,155,5659
reconnut,1730-1740,1740-1750,0.571936,0.428064,374,656,5682
descendre,1720-1730,1770-1780,0.571841,0.428159,436,1967,5706
exiger,1710-1720,1780-1789,0.571741,0.428259,529,1952,5706
parlerai,1720-1730,1789-1802,0.571739,0.428261,276,802,5689
quitter,1750-1760,1760-1770,0.571577,0.428423,2019,2360,5712
manqué,1710-1720,1780-1789,0.571276,0.428724,546,2120,5707
vigne,1700-1710,1710-1720,0.571153,0.428847,959,541,5690
sentir,1710-1720,1789-1802,0.570605,0.429395,1177,5070,5715
entrent,1760-1770,1780-1789,0.57011,0.42989,1454,1192,5697
retrouver,1700-1710,1720-1730,0.569998,0.430002,127,141,5691
favoit,1710-1720,1730-1740,0.56993,0.43007,133,727,5643
étais,1700-1710,1789-1802,0.56991,0.43009,60,612,5657
portraits,1700-1710,1789-1802,0.5695,0.4305,256,831,5698
amours,1730-1740,1780-1789,0.569352,0.430648,829,2030,5698
forteresse,1710-1720,1730-1740,0.569278,0.430722,139,245,5636
roit,1710-1720,1780-1789,0.569253,0.430747,883,4648,5703
paroît,1710-1720,1720-1730,0.568773,0.431227,1670,2124,5705
montrer,1700-1710,1750-1760,0.568052,0.431948,809,2335,5713
embarras,1770-1780,1789-1802,0.567552,0.432448,1697,1860,5710
finie,1730-1740,1740-1750,0.567454,0.432546,365,351,5693
tiendra,1730-1740,1750-1760,0.566905,0.433095,325,354,5688
tint,1710-1720,1730-1740,0.566756,0.433244,522,1121,5693
accorde,1710-1720,1720-1730,0.566495,0.433505,350,454,5711
profité,1700-1710,1770-1780,0.566363,0.433637,149,738,5689
cens,1710-1720,1789-1802,0.566061,0.433939,5438,2897,5701
latins,1710-1720,1760-1770,0.565686,0.434314,792,632,5703
mettoit,1740-1750,1789-1802,0.565683,0.434317,756,1011,5694
rentes,1720-1730,1780-1789,0.565211,0.434789,1038,4185,5690
porteur,1750-1760,1780-1789,0.565015,0.434985,560,1058,5686
instruit,1720-1730,1730-1740,0.56488,0.43512,588,1091,5710
quitté,1750-1760,1770-1780,0.564527,0.435473,727,1244,5699
travaillé,1720-1730,1760-1770,0.564417,0.435583,390,951,5704
refuser,1720-1730,1740-1750,0.564255,0.435745,391,797,5699
jugera,1740-1750,1770-1780,0.56387,0.43613,294,842,5688
glorieux,1730-1740,1789-1802,0.56384,0.43616,929,1210,5701
déplorable,1750-1760,1780-1789,0.562866,0.437134,333,908,5690
tens,1700-1710,1710-1720,0.5627,0.4373,240,277,5659
dimanche,1750-1760,1780-1789,0.562654,0.437346,520,1226,5676
étoir,1700-1710,1710-1720,0.562433,0.437567,161,124,5671
vache,1710-1720,1750-1760,0.561917,0.438083,310,319,5666
jouer,1710-1720,1789-1802,0.561535,0.438465,743,2557,5707
pois,1760-1770,1780-1789,0.561391,0.438609,966,1123,5670
attendoit,1710-1720,1720-1730,0.560421,0.439579,101,185,5691
considérer,1710-1720,1730-1740,0.559953,0.440047,215,372,5701
resté,1700-1710,1760-1770,0.559899,0.440101,152,985,5692
comprendre,1710-1720,1740-1750,0.55871,0.44129,891,1724,5712
veuve,1710-1720,1760-1770,0.558677,0.441323,1175,2002,5699
tenoit,1710-1720,1789-1802,0.558674,0.441326,608,1829,5696
promis,1700-1710,1760-1770,0.558442,0.441558,893,1801,5703
amené,1740-1750,1789-1802,0.558264,0.441736,428,1046,5694
mariée,1780-1789,1789-1802,0.557944,0.442056,992,683,5683
observé,1710-1720,1740-1750,0.557785,0.442215,708,799,5704
infortune,1720-1730,1780-1789,0.557311,0.442689,89,606,5688
galerie,1770-1780,1789-1802,0.557122,0.442878,1595,963,5681
ailes,1780-1789,1789-1802,0.556993,0.443007,1452,1135,5692
adroit,1760-1770,1770-1780,0.5569,0.4431,476,766,5684
offert,1730-1740,1789-1802,0.556767,0.443233,444,1329,5698
permettez,1720-1730,1789-1802,0.556531,0.443469,128,881,5686
soir,1720-1730,1740-1750,0.556229,0.443771,1596,3672,5694
intervalle,1700-1710,1710-1720,0.556122,0.443878,74,161,5702
aurons,1740-1750,1750-1760,0.556014,0.443986,560,551,5697
appareil,1760-1770,1789-1802,0.555752,0.444248,426,614,5695
furieux,1740-1750,1780-1789,0.555605,0.444395,918,1973,5704
tira,1700-1710,1780-1789,0.555417,0.444583,418,1752,5691
dormir,1710-1720,1720-1730,0.55517,0.44483,265,227,5685
éloge,1720-1730,1770-1780,0.555055,0.444945,267,1387,5708
découvrir,1740-1750,1750-1760,0.554612,0.445388,2195,2039,5713
espagne,1720-1730,1740-1750,0.554587,0.445413,1410,1658,5702
xviii,1710-1720,1789-1802,0.554269,0.445731,375,1328,5705
renvoyer,1720-1730,1760-1770,0.554072,0.445928,235,754,5692
mener,1710-1720,1740-1750,0.553526,0.446474,771,842,5697
monta,1740-1750,1760-1770,0.553474,0.446526,599,561,5686
chaud,1740-1750,1760-1770,0.553116,0.446884,748,1777,5698
sortent,1730-1740,1740-1750,0.552689,0.447311,254,498,5689
citer,1700-1710,1760-1770,0.552357,0.447643,184,1192,5707
orateurs,1750-1760,1789-1802,0.552174,0.447826,319,956,5685
redoutable,1720-1730,1760-1770,0.552114,0.447886,433,852,5694
tourment,1710-1720,1740-1750,0.552086,0.447914,122,209,5670
passent,1760-1770,1770-1780,0.551621,0.448379,1568,1838,5695
ducs,1710-1720,1730-1740,0.551202,0.448798,839,499,5665
pria,1720-1730,1740-1750,0.550826,0.449174,502,940,5680
procureur,1710-1720,1730-1740,0.550787,0.449213,4301,2112,5689
divine,1740-1750,1770-1780,0.549652,0.450348,1141,2369,5707
acheté,1720-1730,1780-1789,0.548508,0.451492,339,1112,5689
engagé,1700-1710,1780-1789,0.548403,0.451597,314,1635,5705
terrible,1730-1740,1770-1780,0.548174,0.451826,1066,2871,5711
peintre,1730-1740,1750-1760,0.548158,0.451842,489,2205,5702
cessé,1710-1720,1770-1780,0.547302,0.452698,129,796,5668
aurez,1710-1720,1770-1780,0.547205,0.452795,955,2444,5704
approuvé,1740-1750,1760-1770,0.546612,0.453388,414,508,5689
traduire,1710-1720,1750-1760,0.546178,0.453822,262,395,5696
donnerai,1720-1730,1750-1760,0.546101,0.453899,165,352,5679
rester,1720-1730,1789-1802,0.545961,0.454039,381,3362,5705
tonnerre,1720-1730,1760-1770,0.545783,0.454217,233,771,5696
jésus,1730-1740,1760-1770,0.545594,0.454406,1411,2022,5647
destin,1710-1720,1780-1789,0.545551,0.454449,648,2001,5692
heureuse,1710-1720,1750-1760,0.545409,0.454591,643,2172,5711
commandant,1710-1720,1730-1740,0.545142,0.454858,168,805,5682
partir,1760-1770,1770-1780,0.544936,0.455064,1954,2222,5708
poète,1700-1710,1730-1740,0.54493,0.45507,135,1454,5699
amie,1750-1760,1780-1789,0.544657,0.455343,1189,5022,5689
servira,1720-1730,1730-1740,0.544376,0.455624,221,282,5688
dragons,1730-1740,1740-1750,0.544336,0.455664,229,287,5668
sorti,1710-1720,1780-1789,0.543737,0.456263,556,2043,5703
rentrer,1710-1720,1720-1730,0.543705,0.456295,434,368,5704
arrivent,1710-1720,1760-1770,0.543315,0.456685,477,1017,5695
bord,1750-1760,1770-1780,0.543301,0.456699,1847,4941,5710
demi,1700-1710,1750-1760,0.543095,0.456905,2868,5297,5713
abandonner,1730-1740,1760-1770,0.542402,0.457598,715,1114,5711
bled,1730-1740,1789-1802,0.54224,0.45776,629,2392,5692
bénéfices,1710-1720,1780-1789,0.541591,0.458409,186,1735,5663
mettant,1730-1740,1750-1760,0.540906,0.459094,974,1036,5711
chaise,1760-1770,1780-1789,0.540835,0.459165,529,561,5657
appellé,1750-1760,1789-1802,0.539404,0.460596,983,1028,5689
quart,1700-1710,1710-1720,0.539079,0.460921,1592,1347,5698
apprenez,1740-1750,1750-1760,0.538761,0.461239,321,376,5677
entra,1720-1730,1770-1780,0.538497,0.461503,648,1307,5692
garantir,1700-1710,1740-1750,0.53817,0.46183,306,1036,5703
rapporté,1710-1720,1789-1802,0.537824,0.462176,742,1082,5703
isle,1710-1720,1730-1740,0.537045,0.462955,217,281,5697
persuader,1710-1720,1770-1780,0.536901,0.463099,805,1989,5708
farine,1740-1750,1789-1802,0.536812,0.463188,576,1425,5678
verd,1720-1730,1740-1750,0.536677,0.463323,536,1222,5684
lumière,1720-1730,1740-1750,0.536647,0.463353,298,702,5702
vengeance,1730-1740,1740-1750,0.536438,0.463562,1416,1710,5706
colonel,1760-1770,1780-1789,0.536066,0.463934,1402,2752,5675
permet,1710-1720,1770-1780,0.535625,0.464375,824,3280,5713
consentit,1710-1720,1730-1740,0.535216,0.464784,139,322,5652
rendues,1770-1780,1789-1802,0.535084,0.464916,616,769,5687
montré,1740-1750,1750-1760,0.534717,0.465283,416,867,5702
appartenoit,1700-1710,1740-1750,0.534256,0.465744,152,469,5685
roient,1710-1720,1760-1770,0.53337,0.46663,186,767,5679
produisent,1720-1730,1760-1770,0.532637,0.467363,514,2076,5704
troisième,1710-1720,1740-1750,0.532333,0.467667,766,810,5711
épouse,1710-1720,1760-1770,0.532173,0.467827,556,990,5697
toises,1760-1770,1780-1789,0.531565,0.468435,1674,3293,5668
courut,1730-1740,1780-1789,0.531396,0.468604,447,995,5677
grec,1720-1730,1780-1789,0.530956,0.469044,809,5324,5704
sentent,1770-1780,1789-1802,0.53085,0.46915,830,624,5694
library,1780-1789,1789-1802,0.530681,0.469319,1573,3522,2225
dernières,1710-1720,1730-1740,0.53022,0.46978,262,287,5693
affreuse,1720-1730,1750-1760,0.529631,0.470369,106,242,5673
faisait,1740-1750,1750-1760,0.528631,0.471369,351,702,5627
malheureuse,1750-1760,1789-1802,0.52838,0.47162,1294,2908,5704
vendu,1710-1720,1770-1780,0.528036,0.471964,976,2365,5693
moines,1710-1720,1720-1730,0.527227,0.472773,224,719,5674
devint,1700-1710,1730-1740,0.526514,0.473486,557,1337,5704
reçue,1720-1730,1760-1770,0.526033,0.473967,215,1210,5701
