word,period1,period2,cosine_distance,cosine_similarity,occ1,occ2,degree
assura,1710-1720,1720-1730,0.720399,0.279601,77,58,5649
frapper,1730-1740,1789-1802,0.720343,0.279657,602,2041,5700
continuelle,1780-1789,1789-1802,0.719885,0.280115,1115,1046,5704
fâcheux,1740-1750,1789-1802,0.719624,0.280376,488,800,5702
chargé,1720-1730,1760-1770,0.719554,0.280446,1341,6126,5715
utile,1740-1750,1770-1780,0.719484,0.280516,1970,8659,5715
logis,1720-1730,1789-1802,0.719369,0.280631,717,1009,5680
restent,1730-1740,1770-1780,0.719302,0.280698,289,1237,5709
vertueux,1740-1750,1750-1760,0.719132,0.280868,782,1140,5700
quatrieme,1710-1720,1730-1740,0.718845,0.281155,365,343,5682
pratique,1710-1720,1730-1740,0.718809,0.281191,1292,1356,5708
lieutenant,1710-1720,1789-1802,0.718592,0.281408,3429,5635,5698
aimant,1760-1770,1770-1780,0.718344,0.281656,219,524,5678
voleur,1720-1730,1760-1770,0.717747,0.282253,185,397,5678
poste,1780-1789,1789-1802,0.717285,0.282715,2352,3252,5695
restoit,1710-1720,1740-1750,0.716995,0.283005,266,863,5690
pure,1740-1750,1780-1789,0.716693,0.283307,1254,3679,5716
sachant,1740-1750,1750-1760,0.716505,0.283495,266,273,5682
demie,1740-1750,1789-1802,0.716418,0.283582,2509,2203,5688
confié,1760-1770,1770-1780,0.716209,0.283791,618,1071,5692
compassion,1730-1740,1740-1750,0.716131,0.283869,542,436,5689
grosses,1720-1730,1730-1740,0.714584,0.285416,735,1314,5690
dessein,1750-1760,1789-1802,0.713764,0.286236,4693,3366,5714
peinture,1740-1750,1770-1780,0.71375,0.28625,968,3054,5707
sainte,1700-1710,1770-1780,0.713229,0.286771,1718,3864,5714
donnons,1710-1720,1740-1750,0.7132,0.2868,578,663,5694
rupture,1710-1720,1780-1789,0.712598,0.287402,264,748,5683
faisant,1710-1720,1750-1760,0.712343,0.287657,3652,4684,5716
employé,1770-1780,1789-1802,0.712127,0.287873,3435,4119,5710
etats,1740-1750,1789-1802,0.711902,0.288098,8455,14262,5703
toulouse,1710-1720,1770-1780,0.711694,0.288306,643,1036,5663
considérable,1720-1730,1750-1760,0.711586,0.288414,837,2764,5710
prétendu,1710-1720,1740-1750,0.711573,0.288427,536,988,5708
pressé,1760-1770,1770-1780,0.711401,0.288599,509,818,5686
premieres,1720-1730,1780-1789,0.711166,0.288834,901,3460,5691
sortant,1720-1730,1760-1770,0.71085,0.28915,388,1092,5703
observer,1710-1720,1720-1730,0.710824,0.289176,1340,1180,5713
front,1720-1730,1740-1750,0.710552,0.289448,1146,1098,5713
ranger,1710-1720,1750-1760,0.710532,0.289468,229,375,5686
miracles,1730-1740,1750-1760,0.710212,0.289788,548,921,5679
repris,1700-1710,1710-1720,0.709572,0.290428,352,521,5698
tribunal,1740-1750,1750-1760,0.709358,0.290642,1184,973,5700
tiré,1720-1730,1760-1770,0.708834,0.291166,1255,2433,5715
parer,1720-1730,1780-1789,0.708227,0.291773,243,1231,5694
signature,1730-1740,1760-1770,0.707872,0.292128,244,458,5647
césar,1730-1740,1740-1750,0.707697,0.292303,506,408,5681
déclaré,1710-1720,1789-1802,0.707574,0.292426,493,2581,5702
faim,1730-1740,1780-1789,0.706989,0.293011,602,2226,5705
froid,1730-1740,1780-1789,0.706934,0.293066,1218,5660,5713
visiter,1710-1720,1760-1770,0.706605,0.293395,449,537,5675
gouverner,1750-1760,1770-1780,0.706115,0.293885,1136,2299,5708
constant,1700-1710,1789-1802,0.70598,0.29402,200,1043,5693
aides,1750-1760,1789-1802,0.705937,0.294063,1325,1359,5677
convenu,1760-1770,1770-1780,0.705862,0.294138,1029,1161,5701
contribué,1730-1740,1789-1802,0.705817,0.294183,378,1385,5697
royaux,1710-1720,1780-1789,0.705329,0.294671,606,1423,5673
mauvaises,1710-1720,1770-1780,0.703484,0.296516,592,2333,5704
décrire,1710-1720,1740-1750,0.703336,0.296664,129,295,5695
forêts,1740-1750,1760-1770,0.702924,0.297076,1187,2039,5689
providence,1780-1789,1789-1802,0.702845,0.297155,1877,2132,5700
exercé,1740-1750,1789-1802,0.70281,0.29719,292,975,5698
marche,1720-1730,1770-1780,0.702456,0.297544,1915,6652,5716
attendant,1710-1720,1750-1760,0.702061,0.297939,661,1095,5706
effet,1730-1740,1740-1750,0.702056,0.297944,8670,8280,5718
hier,1730-1740,1789-1802,0.70204,0.29796,546,2838,5697
dira,1700-1710,1710-1720,0.701637,0.298363,668,725,5709
monter,1710-1720,1770-1780,0.700682,0.299318,843,3153,5708
brûler,1710-1720,1720-1730,0.700654,0.299346,430,447,5695
mere,1700-1710,1710-1720,0.699945,0.300055,2559,2277,5707
author,1780-1789,1789-1802,0.699849,0.300151,2363,3744,3213
loger,1710-1720,1780-1789,0.699782,0.300218,356,1479,5682
semaine,1730-1740,1740-1750,0.699768,0.300232,325,377,5683
voyois,1700-1710,1710-1720,0.699568,0.300432,104,88,5655
palais,1710-1720,1789-1802,0.699493,0.300507,2485,5939,5716
patentes,1720-1730,1789-1802,0.699451,0.300549,1720,1512,5675
promesse,1720-1730,1730-1740,0.699069,0.300931,291,621,5691
réponds,1750-1760,1770-1780,0.698887,0.301113,521,1056,5689
commission,1750-1760,1789-1802,0.698738,0.301262,1102,5050,5690
parent,1710-1720,1780-1789,0.69836,0.30164,368,1612,5704
ouvert,1730-1740,1780-1789,0.698085,0.301915,890,2691,5709
présenter,1710-1720,1780-1789,0.698011,0.301989,403,3985,5710
contenir,1710-1720,1740-1750,0.697703,0.302297,420,1004,5698
enrichir,1740-1750,1789-1802,0.697513,0.302487,185,519,5696
confier,1710-1720,1789-1802,0.69737,0.30263,266,1546,5688
assembler,1750-1760,1780-1789,0.697279,0.302721,131,407,5677
auxquels,1740-1750,1770-1780,0.696997,0.303003,1441,4645,5712
commandement,1720-1730,1789-1802,0.696349,0.303651,1040,1995,5694
serviteurs,1740-1750,1760-1770,0.695885,0.304115,539,452,5671
découvert,1710-1720,1740-1750,0.695611,0.304389,619,1241,5706
fécond,1710-1720,1789-1802,0.695429,0.304571,193,958,5695
dette,1720-1730,1789-1802,0.694999,0.305001,106,7540,5685
auparavant,1740-1750,1760-1770,0.694348,0.305652,2272,2792,5712
anciens,1710-1720,1720-1730,0.69414,0.30586,4967,4858,5718
sicile,1710-1720,1780-1789,0.693338,0.306662,1055,3445,5694
battre,1730-1740,1760-1770,0.693144,0.306856,677,1509,5701
mande,1710-1720,1730-1740,0.692687,0.307313,265,500,5687
médecins,1700-1710,1710-1720,0.692371,0.307629,223,234,5691
entendit,1720-1730,1730-1740,0.692292,0.307708,147,265,5678
commissaire,1750-1760,1780-1789,0.69215,0.30785,723,1975,5666
glorieuse,1710-1720,1770-1780,0.691927,0.308073,243,544,5679
singulier,1740-1750,1750-1760,0.691729,0.308271,945,1286,5708
travers,1710-1720,1720-1730,0.691396,0.308604,1173,1391,5714
décrit,1720-1730,1750-1760,0.691318,0.308682,200,514,5699
environné,1750-1760,1760-1770,0.69113,0.30887,317,387,5688
pleine,1750-1760,1789-1802,0.690569,0.309431,2019,3015,5711
miséricorde,1730-1740,1750-1760,0.690262,0.309738,190,384,5650
published,1760-1770,1770-1780,0.689726,0.310274,1093,1034,75
aspect,1770-1780,1789-1802,0.689314,0.310686,402,827,5674
croiroit,1700-1710,1730-1740,0.688872,0.311128,77,293,5685
garnison,1730-1740,1780-1789,0.688347,0.311653,968,893,5673
exil,1740-1750,1750-1760,0.688256,0.311744,259,316,5693
récit,1750-1760,1760-1770,0.687794,0.312206,1610,1671,5705
introduit,1700-1710,1760-1770,0.687621,0.312379,279,1053,5699
voulant,1710-1720,1720-1730,0.687267,0.312733,1296,1084,5709
dressé,1720-1730,1780-1789,0.687006,0.312994,226,734,5685
obstacle,1740-1750,1770-1780,0.686241,0.313759,728,1641,5699
xiii,1730-1740,1740-1750,0.686021,0.313979,1677,2638,5711
cest,1740-1750,1780-1789,0.68506,0.31494,1055,1928,5698
tiroit,1700-1710,1760-1770,0.684109,0.315891,199,650,5685
verte,1710-1720,1780-1789,0.68393,0.31607,558,1277,5687
paraît,1710-1720,1789-1802,0.683444,0.316556,301,3049,5681
mourant,1760-1770,1789-1802,0.683094,0.316906,629,914,5702
paroître,1710-1720,1789-1802,0.682907,0.317093,672,2172,5703
esclavage,1730-1740,1789-1802,0.682417,0.317583,218,676,5683
mortel,1750-1760,1760-1770,0.682362,0.317638,842,1157,5709
naufrage,1710-1720,1770-1780,0.682257,0.317743,375,670,5692
text,1730-1740,1770-1780,0.681764,0.318236,559,741,1271
foudre,1770-1780,1789-1802,0.681752,0.318248,1638,1122,5703
fermier,1770-1780,1789-1802,0.681677,0.318323,2896,1717,5679
naples,1730-1740,1760-1770,0.681464,0.318536,1627,1727,5692
tableau,1780-1789,1789-1802,0.681228,0.318772,8709,9596,5717
nécessaire,1720-1730,1730-1740,0.680532,0.319468,1928,3456,5715
avancer,1750-1760,1789-1802,0.679963,0.320037,824,1106,5711
penser,1740-1750,1770-1780,0.679773,0.320227,3349,6133,5713
sanglante,1700-1710,1780-1789,0.679559,0.320441,74,567,5672
crainte,1750-1760,1780-1789,0.678952,0.321048,4750,9141,5713
particulieres,1760-1770,1780-1789,0.678914,0.321086,1588,1699,5670
fleurs,1700-1710,1720-1730,0.678904,0.321096,1490,1504,5715
continuer,1720-1730,1789-1802,0.678445,0.321555,768,2487,5703
anges,1750-1760,1770-1780,0.678355,0.321645,712,720,5670
ouverte,1720-1730,1750-1760,0.678223,0.321777,477,1009,5709
amiral,1760-1770,1770-1780,0.678101,0.321899,524,577,5697
trompé,1770-1780,1789-1802,0.678032,0.321968,2272,2192,5708
commandé,1730-1740,1789-1802,0.677913,0.322087,427,732,5685
catholiques,1710-1720,1720-1730,0.677699,0.322301,302,677,5656
pain,1700-1710,1710-1720,0.67761,0.32239,1624,3415,5709
comptes,1710-1720,1720-1730,0.677083,0.322917,1362,2734,5695
criminel,1710-1720,1789-1802,0.676609,0.323391,683,2136,5698
reculer,1710-1720,1770-1780,0.676413,0.323587,113,656,5674
répondre,1700-1710,1710-1720,0.675777,0.324223,1037,1350,5713
chambre,1720-1730,1750-1760,0.675741,0.324259,5103,4801,5711
prêt,1760-1770,1780-1789,0.67552,0.32448,3151,5516,5712
admiration,1750-1760,1770-1780,0.675352,0.324648,519,834,5710
pauvre,1710-1720,1750-1760,0.67528,0.32472,1531,3348,5711
effort,1760-1770,1770-1780,0.675225,0.324775,1378,1827,5711
employa,1720-1730,1770-1780,0.675145,0.324855,181,637,5678
infâme,1710-1720,1720-1730,0.675096,0.324904,112,68,5678
vive,1710-1720,1730-1740,0.674764,0.325236,1111,1914,5714
étonnant,1710-1720,1789-1802,0.674396,0.325604,158,1365,5704
prêté,1740-1750,1780-1789,0.673459,0.326541,424,1255,5694
arrêta,1710-1720,1789-1802,0.673447,0.326553,76,476,5682
successeur,1780-1789,1789-1802,0.67343,0.32657,527,835,5668
ajoute,1760-1770,1770-1780,0.673275,0.326725,3130,4784,5715
bourgogne,1700-1710,1730-1740,0.673026,0.326974,1020,1678,5686
thomas,1720-1730,1750-1760,0.672511,0.327489,756,1537,5696
écrivit,1720-1730,1770-1780,0.672415,0.327585,454,1244,5693
allez,1700-1710,1720-1730,0.67119,0.32881,1201,1307,5709
pitié,1720-1730,1750-1760,0.670971,0.329029,640,1623,5708
sucre,1720-1730,1760-1770,0.6707,0.3293,1070,3736,5669
déclara,1720-1730,1789-1802,0.670125,0.329875,390,1506,5683
chevaliers,1720-1730,1780-1789,0.669299,0.330701,765,2930,5684
fept,1710-1720,1760-1770,0.669063,0.330937,343,1023,5649
observe,1730-1740,1789-1802,0.669052,0.330948,341,1769,5712
title,1770-1780,1789-1802,0.668744,0.331256,1129,3543,924
poisson,1730-1740,1760-1770,0.668083,0.331917,563,4456,5687
parla,1710-1720,1730-1740,0.667874,0.332126,790,1260,5698
accepter,1710-1720,1720-1730,0.667699,0.332301,283,246,5698
avancé,1720-1730,1730-1740,0.667637,0.332363,516,863,5708
déterminé,1700-1710,1789-1802,0.667555,0.332445,250,2559,5704
vieille,1740-1750,1760-1770,0.667544,0.332456,943,1549,5704
avoine,1710-1720,1760-1770,0.667247,0.332753,124,947,5634
distinguer,1720-1730,1750-1760,0.665963,0.334037,617,1630,5710
prie,1750-1760,1789-1802,0.6659,0.3341,2364,3516,5711
ressentiment,1750-1760,1780-1789,0.665744,0.334256,726,980,5684
vouloir,1760-1770,1789-1802,0.665435,0.334565,4760,6539,5714
caractères,1710-1720,1720-1730,0.665413,0.334587,279,198,5705
songez,1710-1720,1760-1770,0.665179,0.334821,323,561,5676
major,1700-1710,1750-1760,0.664348,0.335652,344,470,5696
conduire,1740-1750,1760-1770,0.664243,0.335757,3033,3825,5712
christ,1700-1710,1770-1780,0.664221,0.335779,3332,2462,5693
estimer,1780-1789,1789-1802,0.663862,0.336138,511,463,5682
besoins,1740-1750,1780-1789,0.663626,0.336374,1258,6170,5703
faisons,1760-1770,1770-1780,0.663527,0.336473,1276,1817,5706
dépit,1770-1780,1789-1802,0.66334,0.33666,1263,1205,5699
levé,1720-1730,1789-1802,0.66319,0.33681,421,1137,5700
confondre,1780-1789,1789-1802,0.663093,0.336907,1675,1513,5701
colonie,1740-1750,1770-1780,0.66302,0.33698,1501,4181,5693
curé,1730-1740,1780-1789,0.662313,0.337687,828,2291,5679
voyage,1700-1710,1730-1740,0.662172,0.337828,1726,1782,5718
italiens,1720-1730,1740-1750,0.662169,0.337831,272,404,5695
étudier,1720-1730,1740-1750,0.660784,0.339216,149,172,5700
consentir,1750-1760,1789-1802,0.660181,0.339819,613,1233,5690
admirable,1760-1770,1789-1802,0.660157,0.339843,1348,1231,5710
disons,1720-1730,1780-1789,0.659745,0.340255,222,738,5690
emploi,1740-1750,1780-1789,0.659655,0.340345,822,2508,5711
accompagner,1700-1710,1710-1720,0.659654,0.340346,118,130,5693
appeller,1730-1740,1770-1780,0.659369,0.340631,621,1464,5702
promet,1710-1720,1720-1730,0.659162,0.340838,360,363,5699
noirs,1750-1760,1789-1802,0.658172,0.341828,956,2608,5695
occuper,1760-1770,1789-1802,0.658153,0.341847,1158,1990,5710
lacs,1710-1720,1720-1730,0.657938,0.342062,292,304,5667
montrant,1750-1760,1789-1802,0.65754,0.34246,453,1226,5699
prière,1730-1740,1740-1750,0.657478,0.342522,408,329,5687
soldat,1720-1730,1730-1740,0.657301,0.342699,484,895,5703
conformité,1730-1740,1789-1802,0.65659,0.34341,435,579,5697
cachet,1760-1770,1770-1780,0.656335,0.343665,351,849,5671
reviens,1750-1760,1770-1780,0.655743,0.344257,366,676,5672
connaître,1710-1720,1730-1740,0.655498,0.344502,529,530,5691
moindre,1760-1770,1780-1789,0.654849,0.345151,6280,8849,5714
délibération,1710-1720,1770-1780,0.654564,0.345436,127,1012,5681
trépas,1730-1740,1750-1760,0.654308,0.345692,1619,495,5673
produire,1700-1710,1710-1720,0.653995,0.346005,909,826,5713
dernier,1710-1720,1720-1730,0.65387,0.34613,5034,4794,5718
rejoindre,1710-1720,1760-1770,0.653589,0.346411,78,376,5675
consuls,1760-1770,1789-1802,0.653093,0.346907,1763,790,5677
agrément,1720-1730,1750-1760,0.652911,0.347089,95,325,5703
reposer,1750-1760,1789-1802,0.652816,0.347184,467,1195,5694
obligea,1710-1720,1789-1802,0.652096,0.347904,230,411,5690
meilleures,1730-1740,1780-1789,0.651997,0.348003,575,1528,5701
forêt,1740-1750,1750-1760,0.651752,0.348248,606,824,5682
christianisme,1720-1730,1730-1740,0.65144,0.34856,155,135,5639
cents,1730-1740,1740-1750,0.651274,0.348726,1127,1395,5697
prononce,1700-1710,1750-1760,0.651176,0.348824,251,573,5698
monstre,1760-1770,1770-1780,0.650996,0.349004,732,1069,5694
changea,1720-1730,1740-1750,0.650247,0.349753,287,423,5686
lisbonne,1710-1720,1730-1740,0.650101,0.349899,161,198,5646
incroyable,1700-1710,1710-1720,0.650042,0.349958,111,123,5686
devoirs,1710-1720,1720-1730,0.64995,0.35005,1159,1202,5707
ouest,1760-1770,1770-1780,0.649745,0.350255,348,844,5655
recevoir,1700-1710,1710-1720,0.648954,0.351046,3024,3080,5719
miel,1770-1780,1780-1789,0.648733,0.351267,2271,1365,5685
prétend,1730-1740,1760-1770,0.648526,0.351474,1408,3560,5712
barbe,1750-1760,1780-1789,0.647991,0.352009,495,1376,5687
briller,1720-1730,1789-1802,0.647933,0.352067,185,706,5700
entretenir,1710-1720,1730-1740,0.647918,0.352082,898,768,5711
manquer,1780-1789,1789-1802,0.647895,0.352105,3161,2640,5713
sois,1720-1730,1750-1760,0.647882,0.352118,346,761,5698
entrant,1730-1740,1740-1750,0.647764,0.352236,996,545,5698
