word,period1,period2,cosine_distance,cosine_similarity,occ1,occ2,degree,cosine_distance_camembert,cosine_similarity_camembert,cosine_distance_dalembert,cosine_similarity_dalembert
ber,1710-1720,1780-1789,0.742229,0.257771,131,1845,5683,0.0262,0.9738,0.078735,0.921265
extraits,1730-1740,1750-1760,0.742165,0.257835,703,399,5690,0.017475,0.982525,0.027071,0.972929
plat,1720-1730,1789-1802,0.742125,0.257875,692,1159,5701,0.008344,0.991656,0.019486,0.980514
venant,1740-1750,1760-1770,0.742066,0.257934,1064,6821,5708,0.050513,0.949487,0.086319,0.913681
plaindre,1720-1730,1740-1750,0.742029,0.257971,747,1617,5711,0.018077,0.981923,0.023462,0.976538
viendra,1710-1720,1789-1802,0.741996,0.258004,380,1310,5699,0.01099,0.98901,0.020855,0.979145
ten,1700-1710,1780-1789,0.741695,0.258305,468,1539,5706,0.011573,0.988427,0.037043,0.962957
xii,1710-1720,1720-1730,0.741508,0.258492,961,1818,5715,0.023873,0.976127,0.034604,0.965396
armes,1720-1730,1740-1750,0.741455,0.258545,4380,6816,5714,0.017595,0.982405,0.018026,0.981974
lumieres,1760-1770,1789-1802,0.741434,0.258566,1536,1087,5676,0.012128,0.987872,0.0197,0.9803
création,1710-1720,1730-1740,0.741366,0.258634,851,600,5695,0.015071,0.984929,0.027103,0.972897
étroite,1750-1760,1789-1802,0.741301,0.258699,443,753,5691,0.013512,0.986488,0.019344,0.980656
rant,1710-1720,1789-1802,0.74121,0.25879,393,1227,5683,0.014408,0.985592,0.034839,0.965161
recours,1710-1720,1770-1780,0.741001,0.258999,1193,2977,5713,0.02093,0.97907,0.02443,0.97557
profonde,1750-1760,1770-1780,0.74095,0.25905,1000,2355,5712,0.014275,0.985725,0.023786,0.976214
vii,1720-1730,1740-1750,0.740949,0.259051,2331,5249,5720,0.01966,0.98034,0.053451,0.946549
restitution,1710-1720,1720-1730,0.740935,0.259065,415,217,5671,0.013151,0.986849,0.020949,0.979051
production,1710-1720,1789-1802,0.740819,0.259181,411,1220,5693,0.03665,0.96335,0.05115,0.94885
lumières,1780-1789,1789-1802,0.740729,0.259271,2537,4043,5702,0.008497,0.991503,0.01676,0.98324
cruellement,1700-1710,1740-1750,0.740702,0.259298,158,314,5680,0.010938,0.989062,0.019112,0.980888
etant,1720-1730,1760-1770,0.740535,0.259465,619,496,5691,0.036879,0.963121,0.042062,0.957938
françois,1720-1730,1789-1802,0.74044,0.25956,6009,13114,5720,0.043881,0.956119,0.023098,0.976902
simon,1700-1710,1730-1740,0.740369,0.259631,550,451,5672,0.0239,0.9761,0.058198,0.941802
ane,1730-1740,1760-1770,0.740321,0.259679,194,501,5682,0.009119,0.990881,0.026497,0.973503
vis,1710-1720,1740-1750,0.739945,0.260055,2524,4754,5715,0.016589,0.983411,0.02767,0.97233
importe,1700-1710,1780-1789,0.739846,0.260154,129,1578,5710,0.019115,0.980885,0.028252,0.971748
sort,1740-1750,1789-1802,0.739808,0.260192,2116,8577,5716,0.020043,0.979957,0.023162,0.976838
horreur,1710-1720,1740-1750,0.739691,0.260309,392,701,5712,0.011017,0.988983,0.016194,0.983806
foie,1700-1710,1760-1770,0.739683,0.260317,402,4446,5691,0.050112,0.949888,0.155024,0.844976
honneur,1710-1720,1720-1730,0.739675,0.260325,1555,1667,5716,0.013752,0.986248,0.017154,0.982846
voi,1710-1720,1770-1780,0.739674,0.260326,1115,966,5690,0.028668,0.971332,0.050255,0.949745
pes,1710-1720,1770-1780,0.739581,0.260419,233,980,5680,0.011677,0.988323,0.027146,0.972854
paru,1730-1740,1750-1760,0.739505,0.260495,1846,3092,5715,0.010846,0.989154,0.020025,0.979975
relever,1730-1740,1750-1760,0.739404,0.260596,731,902,5705,0.00973,0.99027,0.012029,0.987971
traiter,1710-1720,1720-1730,0.739379,0.260621,1019,1115,5713,0.010801,0.989199,0.018712,0.981288
tonneaux,1740-1750,1760-1770,0.739234,0.260766,787,4312,5672,0.051405,0.948595,0.076696,0.923304
ligne,1710-1720,1789-1802,0.739219,0.260781,1159,7345,5711,0.015866,0.984134,0.027438,0.972562
simples,1750-1760,1760-1770,0.739208,0.260792,1916,3134,5714,0.007825,0.992175,0.013375,0.986625
demeure,1710-1720,1789-1802,0.739129,0.260871,1517,2844,5706,0.015117,0.984883,0.021391,0.978609
desquels,1750-1760,1770-1780,0.739007,0.260993,1206,2056,5700,0.009472,0.990528,0.024068,0.975932
victime,1710-1720,1730-1740,0.738832,0.261168,294,499,5697,0.010483,0.989517,0.015362,0.984638
clergé,1710-1720,1730-1740,0.738646,0.261354,728,721,5684,0.015492,0.984508,0.018317,0.981683
appuyer,1700-1710,1710-1720,0.738519,0.261481,91,109,5697,0.018511,0.981489,0.020341,0.979659
famille,1700-1710,1710-1720,0.738478,0.261522,1925,2463,5716,0.01927,0.98073,0.020511,0.979489
parlement,1730-1740,1789-1802,0.738356,0.261644,2685,8039,5711,0.027252,0.972748,0.031907,0.968093
vainement,1740-1750,1760-1770,0.738208,0.261792,361,589,5695,0.020188,0.979812,0.016682,0.983318
puisqu,1700-1710,1780-1789,0.738207,0.261793,82,539,5715,0.01139,0.98861,0.017438,0.982562
antiques,1740-1750,1789-1802,0.737974,0.262026,151,1002,5686,0.018005,0.981995,0.021453,0.978547
tellement,1750-1760,1760-1770,0.737622,0.262378,2163,2579,5714,0.008776,0.991224,0.01981,0.98019
min,1730-1740,1780-1789,0.737614,0.262386,329,1294,5681,0.00649,0.99351,0.021723,0.978277
gauche,1710-1720,1750-1760,0.737476,0.262524,1056,1586,5707,0.016989,0.983011,0.02179,0.97821
francs,1730-1740,1760-1770,0.737473,0.262527,2548,1827,5695,0.041097,0.958903,0.105685,0.894315
constamment,1720-1730,1740-1750,0.737435,0.262565,134,453,5698,0.012919,0.987081,0.01701,0.98299
destiné,1740-1750,1760-1770,0.736964,0.263036,540,1454,5696,0.016462,0.983538,0.022139,0.977861
profond,1720-1730,1780-1789,0.736918,0.263082,589,2862,5709,0.014725,0.985275,0.022997,0.977003
lecture,1710-1720,1740-1750,0.73673,0.26327,492,573,5711,0.014138,0.985862,0.019435,0.980565
auguste,1720-1730,1750-1760,0.736403,0.263597,1342,1897,5713,0.032926,0.967074,0.015702,0.984298
château,1700-1710,1720-1730,0.736035,0.263965,860,1531,5696,0.016691,0.983309,0.01965,0.98035
déclarer,1750-1760,1760-1770,0.735826,0.264174,1490,1352,5704,0.008392,0.991608,0.01636,0.98364
audience,1720-1730,1789-1802,0.735651,0.264349,303,538,5690,0.012693,0.987307,0.018034,0.981966
pluie,1730-1740,1780-1789,0.735614,0.264386,339,1984,5682,0.015365,0.984635,0.017082,0.982918
appui,1710-1720,1780-1789,0.735611,0.264389,171,1224,5706,0.013851,0.986149,0.019741,0.980259
tristes,1750-1760,1789-1802,0.735546,0.264454,641,1163,5698,0.017917,0.982083,0.017634,0.982366
conformer,1730-1740,1780-1789,0.735489,0.264511,542,1086,5695,0.05908,0.94092,0.028866,0.971134
can,1700-1710,1730-1740,0.735486,0.264514,592,700,5701,0.029656,0.970344,0.066647,0.933353
clefs,1730-1740,1770-1780,0.735314,0.264686,272,409,5676,0.009039,0.990961,0.018537,0.981463
penchant,1710-1720,1789-1802,0.735189,0.264811,359,1322,5697,0.01721,0.98279,0.020422,0.979578
montre,1740-1750,1750-1760,0.735134,0.264866,1327,2065,5715,0.017324,0.982676,0.016162,0.983838
porter,1700-1710,1710-1720,0.73494,0.26506,2789,3818,5715,0.014288,0.985712,0.018809,0.981191
reprocher,1710-1720,1740-1750,0.734933,0.265067,281,679,5704,0.020308,0.979692,0.018637,0.981363
polir,1700-1710,1740-1750,0.734929,0.265071,372,164,5679,0.016751,0.983249,0.048516,0.951484
coins,1780-1789,1789-1802,0.734842,0.265158,678,754,5687,0.012428,0.987572,0.015867,0.984133
maintenant,1700-1710,1710-1720,0.734751,0.265249,1402,1500,5711,0.01176,0.98824,0.016952,0.983048
retourne,1700-1710,1760-1770,0.734687,0.265313,213,792,5695,0.021178,0.978822,0.020348,0.979652
abandonne,1700-1710,1720-1730,0.734334,0.265666,140,213,5701,0.011597,0.988403,0.017743,0.982257
combattu,1710-1720,1740-1750,0.734316,0.265684,84,236,5681,0.013322,0.986678,0.018873,0.981127
visible,1700-1710,1789-1802,0.734027,0.265973,154,730,5696,0.020314,0.979686,0.02659,0.97341
hardi,1760-1770,1770-1780,0.734011,0.265989,633,1008,5698,0.012319,0.987681,0.011686,0.988314
nus,1720-1730,1760-1770,0.733993,0.266007,337,549,5693,0.005767,0.994233,0.015943,0.984057
turc,1710-1720,1789-1802,0.733558,0.266442,147,718,5675,0.017658,0.982342,0.020693,0.979307
finance,1720-1730,1770-1780,0.733491,0.266509,919,1837,5691,0.024576,0.975424,0.032023,0.967977
maxime,1700-1710,1750-1760,0.733365,0.266635,834,1580,5710,0.018356,0.981644,0.031285,0.968715
comm,1740-1750,1789-1802,0.733346,0.266654,263,914,5673,0.011741,0.988259,0.037467,0.962533
may,1730-1740,1789-1802,0.733324,0.266676,2162,1225,5701,0.124317,0.875683,0.17144,0.82856
xxv,1700-1710,1780-1789,0.733007,0.266993,232,1004,5689,0.017814,0.982186,0.06436,0.93564
pare,1700-1710,1780-1789,0.732764,0.267236,191,743,5682,0.01769,0.98231,0.032167,0.967833
madrid,1730-1740,1760-1770,0.732663,0.267337,544,1468,5685,0.017789,0.982211,0.032399,0.967601
oeil,1740-1750,1770-1780,0.732466,0.267534,516,1519,5708,0.012455,0.987545,0.022777,0.977223
acte,1710-1720,1789-1802,0.732437,0.267563,1486,5498,5712,0.027466,0.972534,0.031549,0.968451
lement,1730-1740,1780-1789,0.732358,0.267642,559,2325,5686,0.017215,0.982785,0.035693,0.964307
pardon,1700-1710,1780-1789,0.73232,0.26768,375,1931,5698,0.012161,0.987839,0.019786,0.980214
compose,1700-1710,1710-1720,0.732212,0.267788,162,145,5695,0.009108,0.990892,0.017184,0.982816
modeste,1730-1740,1750-1760,0.731599,0.268401,383,433,5695,0.006787,0.993213,0.01165,0.98835
arrivée,1730-1740,1740-1750,0.731513,0.268487,1566,2288,5711,0.012251,0.987749,0.01839,0.98161
jacob,1740-1750,1750-1760,0.731502,0.268498,224,734,5664,0.016937,0.983063,0.034892,0.965108
sauveur,1730-1740,1770-1780,0.731169,0.268831,692,852,5675,0.038161,0.961839,0.104173,0.895827
parc,1700-1710,1730-1740,0.731075,0.268925,294,431,5693,0.007469,0.992531,0.024059,0.975941
agir,1740-1750,1770-1780,0.730945,0.269055,1287,2778,5709,0.00999,0.99001,0.012507,0.987493
lan,1710-1720,1760-1770,0.730903,0.269097,450,978,5692,0.012107,0.987893,0.029419,0.970581
dons,1780-1789,1789-1802,0.730889,0.269111,2511,2283,5705,0.005013,0.994987,0.011659,0.988341
consolation,1710-1720,1760-1770,0.730854,0.269146,178,475,5672,0.019041,0.980959,0.01562,0.98438
rapidité,1750-1760,1770-1780,0.730311,0.269689,424,1161,5702,0.017615,0.982385,0.018477,0.981523
avoi,1710-1720,1770-1780,0.730208,0.269792,127,442,5669,0.012403,0.987597,0.029215,0.970785
espérances,1760-1770,1770-1780,0.73009,0.26991,1088,1655,5693,0.01332,0.98668,0.015094,0.984906
vins,1720-1730,1730-1740,0.730077,0.269923,1059,2191,5695,0.015999,0.984001,0.028211,0.971789
périls,1740-1750,1789-1802,0.72999,0.27001,464,822,5679,0.021735,0.978265,0.016837,0.983163
goutte,1720-1730,1789-1802,0.729945,0.270055,142,711,5687,0.026199,0.973801,0.030594,0.969406
canal,1750-1760,1760-1770,0.729672,0.270328,1227,2784,5689,0.015093,0.984907,0.01618,0.98382
rou,1710-1720,1750-1760,0.729618,0.270382,179,389,5668,0.00588,0.99412,0.021124,0.978876
rite,1700-1710,1730-1740,0.729612,0.270388,335,385,5688,0.014464,0.985536,0.046744,0.953256
tome,1710-1720,1730-1740,0.729594,0.270406,1888,3092,5723,0.007761,0.992239,0.030218,0.969782
poison,1770-1780,1780-1789,0.729493,0.270507,1753,1662,5701,0.005816,0.994184,0.012824,0.987176
comparaison,1740-1750,1750-1760,0.72937,0.27063,952,1787,5713,0.009803,0.990197,0.01854,0.98146
for,1720-1730,1760-1770,0.729114,0.270886,4918,4946,5721,0.047599,0.952401,0.052548,0.947452
communs,1710-1720,1760-1770,0.72906,0.27094,601,2651,5713,0.015619,0.984381,0.030756,0.969244
baptiste,1710-1720,1789-1802,0.728886,0.271114,429,983,5646,0.033956,0.966044,0.044055,0.955945
adorer,1760-1770,1780-1789,0.728882,0.271118,349,480,5678,0.008857,0.991143,0.013296,0.986704
rechercher,1720-1730,1780-1789,0.728747,0.271253,279,1074,5706,0.010173,0.989827,0.017568,0.982432
ames,1700-1710,1720-1730,0.728563,0.271437,542,977,5702,0.018288,0.981712,0.022341,0.977659
fant,1710-1720,1780-1789,0.728562,0.271438,438,2067,5688,0.019635,0.980365,0.016397,0.983603
états,1710-1720,1740-1750,0.72824,0.27176,1019,1228,5706,0.016507,0.983493,0.028665,0.971335
dor,1710-1720,1750-1760,0.727989,0.272011,266,220,5668,0.010419,0.989581,0.065942,0.934058
abattre,1700-1710,1720-1730,0.72749,0.27251,67,113,5681,0.024602,0.975398,0.022887,0.977113
bruxelles,1710-1720,1730-1740,0.727445,0.272555,89,1487,5668,0.019245,0.980755,0.023258,0.976742
fen,1720-1730,1770-1780,0.72725,0.27275,468,1049,5662,0.023076,0.976924,0.037237,0.962763
étendre,1770-1780,1789-1802,0.727213,0.272787,1506,1117,5710,0.009994,0.990006,0.014605,0.985395
connoissances,1710-1720,1789-1802,0.72715,0.27285,388,3695,5706,0.054555,0.945445,0.027204,0.972796
tei,1730-1740,1789-1802,0.726978,0.273022,256,379,5629,0.018527,0.981473,0.06273,0.93727
payera,1700-1710,1780-1789,0.726907,0.273093,1526,459,5658,0.077608,0.922392,0.085843,0.914157
nombreuse,1710-1720,1720-1730,0.726896,0.273104,200,240,5691,0.015849,0.984151,0.020707,0.979293
revers,1730-1740,1789-1802,0.726761,0.273239,2697,1724,5696,0.054421,0.945579,0.103873,0.896127
vement,1730-1740,1789-1802,0.726626,0.273374,1690,7265,5687,0.019071,0.980929,0.04866,0.95134
exécuté,1750-1760,1770-1780,0.726347,0.273653,1090,1497,5698,0.016846,0.983154,0.022016,0.977984
fuit,1700-1710,1760-1770,0.726316,0.273684,8277,4347,5714,0.060271,0.939729,0.176449,0.823551
julien,1720-1730,1740-1750,0.726198,0.273802,351,430,5677,0.018483,0.981517,0.042714,0.957286
ministere,1700-1710,1789-1802,0.726042,0.273958,155,1029,5667,0.02584,0.97416,0.041056,0.958944
gain,1730-1740,1740-1750,0.725943,0.274057,549,614,5702,0.012666,0.987334,0.015171,0.984829
terrain,1700-1710,1710-1720,0.725895,0.274105,320,487,5688,0.011073,0.988927,0.015835,0.984165
égale,1710-1720,1760-1770,0.72557,0.27443,527,3996,5712,0.024118,0.975882,0.021134,0.978866
confirmer,1720-1730,1740-1750,0.725162,0.274838,348,588,5700,0.011944,0.988056,0.017204,0.982796
vivoit,1700-1710,1710-1720,0.724988,0.275012,314,280,5694,0.015607,0.984393,0.018306,0.981694
différente,1740-1750,1750-1760,0.724939,0.275061,881,1203,5706,0.013584,0.986416,0.018721,0.981279
ches,1710-1720,1770-1780,0.724738,0.275262,292,1188,5675,0.010946,0.989054,0.025518,0.974482
hôpital,1710-1720,1730-1740,0.724578,0.275422,137,60,5686,0.016099,0.983901,0.032801,0.967199
régler,1740-1750,1760-1770,0.724492,0.275508,675,1606,5691,0.012114,0.987886,0.013161,0.986839
exploits,1720-1730,1730-1740,0.724464,0.275536,668,886,5694,0.020958,0.979042,0.026409,0.973591
lions,1710-1720,1789-1802,0.724355,0.275645,259,1249,5692,0.038267,0.961733,0.039586,0.960414
sommet,1760-1770,1770-1780,0.724324,0.275676,920,1672,5681,0.019849,0.980151,0.022502,0.977498
teur,1720-1730,1789-1802,0.724309,0.275691,657,2057,5692,0.013851,0.986149,0.041635,0.958365
loir,1710-1720,1760-1770,0.724275,0.275725,210,665,5680,0.013394,0.986606,0.030367,0.969633
xxiii,1710-1720,1780-1789,0.724238,0.275762,224,1013,5691,0.018061,0.981939,0.052264,0.947736
iii,1720-1730,1750-1760,0.724217,0.275783,10510,12764,5723,0.023029,0.976971,0.033951,0.966049
page,1710-1720,1760-1770,0.724205,0.275795,1701,7647,5720,0.017678,0.982322,0.037457,0.962543
ren,1710-1720,1789-1802,0.724082,0.275918,753,3317,5704,0.007534,0.992466,0.01506,0.98494
bie,1710-1720,1780-1789,0.723991,0.276009,115,1579,5666,0.042731,0.957269,0.140356,0.859644
naissance,1710-1720,1740-1750,0.723985,0.276015,1325,2034,5715,0.018266,0.981734,0.016965,0.983035
observation,1710-1720,1770-1780,0.723803,0.276197,314,2174,5712,0.02077,0.97923,0.025608,0.974392
causer,1750-1760,1789-1802,0.723446,0.276554,893,1203,5698,0.061017,0.938983,0.03292,0.96708
ancienne,1750-1760,1760-1770,0.723181,0.276819,1882,2238,5715,0.010705,0.989295,0.015044,0.984956
repentir,1730-1740,1750-1760,0.72317,0.27683,575,725,5700,0.027615,0.972385,0.013443,0.986557
grosseur,1770-1780,1780-1789,0.723146,0.276854,1986,1433,5669,0.029173,0.970827,0.023099,0.976901
choix,1730-1740,1740-1750,0.723123,0.276877,2450,2284,5715,0.009538,0.990462,0.014609,0.985391
quiconque,1710-1720,1720-1730,0.722831,0.277169,412,434,5700,0.007883,0.992117,0.02866,0.97134
cam,1740-1750,1770-1780,0.722686,0.277314,354,598,5671,0.004656,0.995344,0.018532,0.981468
gardé,1710-1720,1770-1780,0.722502,0.277498,438,931,5706,0.012428,0.987572,0.020043,0.979957
postes,1740-1750,1750-1760,0.722492,0.277508,301,321,5676,0.008085,0.991915,0.020207,0.979793
mcme,1720-1730,1750-1760,0.722287,0.277713,324,308,5655,0.01663,0.98337,0.067271,0.932729
lor,1710-1720,1740-1750,0.722277,0.277723,181,438,5686,0.016784,0.983216,0.028844,0.971156
com,1710-1720,1789-1802,0.722185,0.277815,3346,12685,5716,0.008276,0.991724,0.024739,0.975261
ain,1720-1730,1730-1740,0.72216,0.27784,421,460,5696,0.0086,0.9914,0.019637,0.980363
cercles,1770-1780,1780-1789,0.72215,0.27785,1035,1091,5673,0.007474,0.992526,0.014204,0.985796
gages,1740-1750,1789-1802,0.722123,0.277877,720,1777,5692,0.015652,0.984348,0.015526,0.984474
velle,1720-1730,1780-1789,0.721959,0.278041,177,866,5672,0.026942,0.973058,0.058522,0.941478
quer,1710-1720,1720-1730,0.721738,0.278262,260,353,5678,0.010457,0.989543,0.012975,0.987025
xix,1710-1720,1730-1740,0.721706,0.278294,397,801,5699,0.02087,0.97913,0.043097,0.956903
net,1740-1750,1750-1760,0.721504,0.278496,509,1868,5703,0.015169,0.984831,0.042059,0.957941
nor,1730-1740,1789-1802,0.72136,0.27864,546,1065,5690,0.022872,0.977128,0.059787,0.940213
plut,1730-1740,1780-1789,0.72133,0.27867,852,2100,5691,0.017012,0.982988,0.036719,0.963281
permettre,1740-1750,1750-1760,0.721315,0.278685,1146,1409,5711,0.015363,0.984637,0.018411,0.981589
ladite,1740-1750,1789-1802,0.721243,0.278757,6828,3416,5682,0.053269,0.946731,0.037354,0.962646
abord,1710-1720,1789-1802,0.721182,0.278818,102,1107,5718,0.024486,0.975514,0.035681,0.964319
mois,1700-1710,1710-1720,0.721093,0.278907,9915,11683,5717,0.043235,0.956765,0.071459,0.928541
sensiblement,1700-1710,1780-1789,0.720973,0.279027,91,803,5680,0.029294,0.970706,0.042015,0.957985
mariage,1710-1720,1730-1740,0.720967,0.279033,2498,4026,5711,0.012478,0.987522,0.018211,0.981789
répugnance,1760-1770,1789-1802,0.720753,0.279247,676,854,5684,0.036661,0.963339,0.017464,0.982536
représente,1710-1720,1760-1770,0.720634,0.279366,372,3369,5711,0.016932,0.983068,0.025135,0.974865
leu,1720-1730,1760-1770,0.720614,0.279386,388,455,5684,0.014325,0.985675,0.020252,0.979748
capable,1710-1720,1770-1780,0.720566,0.279434,1560,5286,5712,0.016621,0.983379,0.025695,0.974305
duchesse,1710-1720,1780-1789,0.720471,0.279529,2647,1644,5666,0.130218,0.869782,0.061818,0.938182
confond,1700-1710,1720-1730,0.720266,0.279734,96,143,5679,0.007579,0.992421,0.016002,0.983998
royale,1710-1720,1789-1802,0.720239,0.279761,1620,6498,5711,0.029237,0.970763,0.042846,0.957154
rap,1700-1710,1780-1789,0.720237,0.279763,185,1725,5688,0.006067,0.993933,0.020882,0.979118
nies,1710-1720,1750-1760,0.720236,0.279764,161,409,5679,0.00952,0.99048,0.030575,0.969425
inclination,1710-1720,1760-1770,0.719902,0.280098,277,594,5694,0.019991,0.980009,0.017744,0.982256
vraies,1700-1710,1770-1780,0.719863,0.280137,103,1590,5697,0.064014,0.935986,0.055164,0.944836
volume,1730-1740,1760-1770,0.719668,0.280332,1091,3802,5716,0.011198,0.988802,0.025714,0.974286
mine,1700-1710,1770-1780,0.719498,0.280502,560,5893,5710,0.053985,0.946015,0.070114,0.929886
four,1700-1710,1740-1750,0.719487,0.280513,945,1355,5714,0.013295,0.986705,0.027825,0.972175
féconde,1780-1789,1789-1802,0.719433,0.280567,1810,1232,5699,0.015247,0.984753,0.010939,0.989061
bons,1700-1710,1730-1740,0.719429,0.280571,1953,2695,5716,0.016954,0.983046,0.022455,0.977545
menacé,1780-1789,1789-1802,0.719241,0.280759,555,740,5684,0.007444,0.992556,0.014114,0.985886
acquiert,1730-1740,1780-1789,0.719117,0.280883,181,888,5680,0.011682,0.988318,0.018846,0.981154
humide,1740-1750,1770-1780,0.718966,0.281034,279,1530,5671,0.018082,0.981918,0.01832,0.98168
tan,1720-1730,1770-1780,0.718917,0.281083,373,1092,5690,0.008863,0.991137,0.023406,0.976594
raisonnables,1730-1740,1750-1760,0.718911,0.281089,298,674,5690,0.012917,0.987083,0.023862,0.976138
mée,1710-1720,1789-1802,0.718692,0.281308,152,706,5662,0.015472,0.984528,0.040383,0.959617
deur,1710-1720,1750-1760,0.718672,0.281328,201,607,5680,0.008682,0.991318,0.033966,0.966034
restes,1700-1710,1720-1730,0.718582,0.281418,147,308,5695,0.029886,0.970114,0.019337,0.980663
georges,1700-1710,1789-1802,0.718533,0.281467,125,859,5624,0.019429,0.980571,0.034431,0.965569
véritables,1720-1730,1789-1802,0.718303,0.281697,398,2022,5705,0.01713,0.98287,0.024182,0.975818
cete,1710-1720,1750-1760,0.718286,0.281714,205,155,5627,0.019844,0.980156,0.018991,0.981009
intelligence,1770-1780,1780-1789,0.718269,0.281731,1673,1715,5715,0.008522,0.991478,0.012153,0.987847
tantôt,1710-1720,1760-1770,0.718267,0.281733,1106,3891,5710,0.017938,0.982062,0.022331,0.977669
caution,1720-1730,1789-1802,0.718125,0.281875,268,1054,5689,0.008132,0.991868,0.015165,0.984835
desirer,1710-1720,1730-1740,0.718056,0.281944,139,266,5684,0.02982,0.97018,0.019957,0.980043
glace,1750-1760,1770-1780,0.717834,0.282166,459,1387,5691,0.008384,0.991616,0.015473,0.984527
roy,1700-1710,1789-1802,0.717579,0.282421,10117,925,5698,0.043146,0.956854,0.050939,0.949061
payable,1730-1740,1789-1802,0.717329,0.282671,219,612,5485,0.032582,0.967418,0.035855,0.964145
introduire,1720-1730,1740-1750,0.717181,0.282819,263,346,5701,0.008068,0.991932,0.015598,0.984402
dixième,1730-1740,1760-1770,0.716851,0.283149,295,950,5693,0.021079,0.978921,0.024422,0.975578
ise,1710-1720,1740-1750,0.716843,0.283157,149,420,5639,0.024606,0.975394,0.054465,0.945535
absence,1760-1770,1789-1802,0.716733,0.283267,585,1047,5701,0.015707,0.984293,0.016542,0.983458
dispose,1700-1710,1710-1720,0.716701,0.283299,178,180,5707,0.007646,0.992354,0.014659,0.985341
hercule,1710-1720,1780-1789,0.716674,0.283326,822,2359,5695,0.018284,0.981716,0.027262,0.972738
heur,1720-1730,1780-1789,0.716399,0.283601,213,1166,5683,0.022088,0.977912,0.025998,0.974002
risque,1710-1720,1720-1730,0.715866,0.284134,523,493,5700,0.020478,0.979522,0.024439,0.975561
curieux,1720-1730,1770-1780,0.715845,0.284155,734,2906,5701,0.007658,0.992342,0.014052,0.985948
cun,1710-1720,1740-1750,0.715759,0.284241,543,702,5680,0.018223,0.981777,0.042372,0.957628
tourner,1740-1750,1760-1770,0.715587,0.284413,1360,2335,5708,0.019901,0.980099,0.015153,0.984847
chine,1740-1750,1760-1770,0.715378,0.284622,4169,2151,5693,0.01797,0.98203,0.034445,0.965555
dres,1710-1720,1780-1789,0.715284,0.284716,203,1034,5673,0.014216,0.985784,0.03534,0.96466
fontaine,1710-1720,1720-1730,0.715183,0.284817,572,633,5700,0.009223,0.990777,0.01575,0.98425
nel,1720-1730,1780-1789,0.715142,0.284858,396,614,5655,0.013316,0.986684,0.037146,0.962854
portugal,1740-1750,1750-1760,0.714592,0.285408,1641,1629,5688,0.042757,0.957243,0.022735,0.977265
ele,1700-1710,1740-1750,0.71449,0.28551,359,562,5678,0.020501,0.979499,0.035919,0.964081
tend,1700-1710,1750-1760,0.714459,0.285541,291,1025,5709,0.016088,0.983912,0.030186,0.969814
favorables,1710-1720,1780-1789,0.714437,0.285563,370,1508,5699,0.017377,0.982623,0.020263,0.979737
attente,1770-1780,1789-1802,0.713928,0.286072,605,653,5703,0.007789,0.992211,0.013229,0.986771
avan,1700-1710,1720-1730,0.713732,0.286268,175,252,5681,0.009297,0.990703,0.034797,0.965203
aug,1720-1730,1730-1740,0.713521,0.286479,436,468,5682,0.011543,0.988457,0.014847,0.985153
sep,1700-1710,1789-1802,0.713361,0.286639,199,597,5665,0.043233,0.956767,0.083729,0.916271
haye,1720-1730,1760-1770,0.713262,0.286738,387,522,5672,0.020761,0.979239,0.03446,0.96554
corne,1710-1720,1750-1760,0.713203,0.286797,608,479,5688,0.012001,0.987999,0.031654,0.968346
maire,1740-1750,1789-1802,0.71286,0.28714,622,2356,5677,0.032964,0.967036,0.038893,0.961107
denier,1720-1730,1770-1780,0.712829,0.287171,1138,1699,5682,0.055545,0.944455,0.039636,0.960364
conversion,1740-1750,1789-1802,0.712702,0.287298,471,968,5683,0.026438,0.973562,0.07461,0.92539
prose,1750-1760,1789-1802,0.712663,0.287337,1303,947,5698,0.018965,0.981035,0.02444,0.97556
tonneau,1740-1750,1780-1789,0.712631,0.287369,303,1163,5667,0.02736,0.97264,0.018431,0.981569
maréchal,1710-1720,1750-1760,0.712574,0.287426,1904,2025,5686,0.058865,0.941135,0.040944,0.959056
recevra,1710-1720,1720-1730,0.712332,0.287668,113,211,5678,0.012113,0.987887,0.028138,0.971862
pui,1710-1720,1789-1802,0.712139,0.287861,268,873,5685,0.015398,0.984602,0.019928,0.980072
adieu,1720-1730,1789-1802,0.712082,0.287918,802,3104,5686,0.010007,0.989993,0.027504,0.972496
ron,1710-1720,1740-1750,0.71205,0.28795,311,709,5684,0.0102,0.9898,0.028405,0.971595
col,1710-1720,1750-1760,0.711957,0.288043,789,1353,5703,0.007121,0.992879,0.031112,0.968888
tranquille,1770-1780,1789-1802,0.711791,0.288209,2565,2806,5707,0.007963,0.992037,0.012067,0.987933
antoine,1730-1740,1760-1770,0.711749,0.288251,1821,1933,5702,0.017286,0.982714,0.028909,0.971091
taxe,1720-1730,1760-1770,0.711669,0.288331,655,2262,5677,0.017206,0.982794,0.026626,0.973374
note,1700-1710,1750-1760,0.711561,0.288439,211,2027,5717,0.05631,0.94369,0.085182,0.914818
annales,1700-1710,1789-1802,0.711531,0.288469,69,1046,5678,0.033621,0.966379,0.03978,0.96022
quis,1700-1710,1780-1789,0.711422,0.288578,403,1312,5692,0.018642,0.981358,0.050174,0.949826
