word,period1,period2,cosine_distance,cosine_similarity,occ1,occ2,degree
gardes,1700-1710,1710-1720,0.749766,0.250234,1141,2008,5704
juré,1700-1710,1710-1720,0.749608,0.250392,169,399,5686
chrétienne,1730-1740,1750-1760,0.747174,0.252826,892,1395,5688
marqué,1750-1760,1770-1780,0.746749,0.253251,1316,2156,5713
venise,1750-1760,1760-1770,0.745718,0.254282,1381,1585,5683
compter,1710-1720,1730-1740,0.742767,0.257233,1313,1930,5714
monnoie,1770-1780,1789-1802,0.742284,0.257716,3510,7673,5685
donnons,1710-1720,1730-1740,0.741916,0.258084,578,391,5694
compassion,1740-1750,1770-1780,0.741835,0.258165,436,774,5689
peur,1710-1720,1750-1760,0.741547,0.258453,2266,3058,5714
changé,1730-1740,1750-1760,0.740993,0.259007,1909,1163,5707
jésuites,1710-1720,1720-1730,0.740774,0.259226,407,291,5636
exercice,1710-1720,1750-1760,0.740331,0.259669,593,698,5707
chargé,1720-1730,1760-1770,0.737953,0.262047,1341,6126,5715
senti,1730-1740,1789-1802,0.7377,0.2623,733,2315,5712
convenu,1760-1770,1789-1802,0.737318,0.262682,1029,1638,5701
soulagement,1730-1740,1750-1760,0.735711,0.264289,235,564,5688
avoue,1710-1720,1789-1802,0.733908,0.266092,224,971,5709
simplement,1750-1760,1780-1789,0.733816,0.266184,1131,1926,5711
forêts,1720-1730,1760-1770,0.733433,0.266567,502,2039,5689
accoutumé,1720-1730,1789-1802,0.733024,0.266976,378,819,5700
tenu,1710-1720,1720-1730,0.731838,0.268162,2397,1502,5711
sainteté,1750-1760,1789-1802,0.729311,0.270689,727,799,5673
hiver,1730-1740,1750-1760,0.728907,0.271093,123,238,5700
voyant,1730-1740,1740-1750,0.727937,0.272063,3009,3024,5714
confié,1760-1770,1789-1802,0.727296,0.272704,618,1417,5692
cire,1720-1730,1789-1802,0.726933,0.273067,1070,1168,5696
published,1750-1760,1770-1780,0.726857,0.273143,697,1034,75
assura,1700-1710,1720-1730,0.726445,0.273555,58,58,5649
critiques,1760-1770,1789-1802,0.725495,0.274505,836,996,5706
envie,1750-1760,1789-1802,0.724852,0.275148,1206,1650,5713
jugez,1710-1720,1760-1770,0.724496,0.275504,337,713,5688
prise,1720-1730,1740-1750,0.722821,0.277179,1438,2548,5715
racine,1730-1740,1789-1802,0.722691,0.277309,797,2685,5699
moyennant,1740-1750,1780-1789,0.721971,0.278029,577,1302,5680
capitaine,1720-1730,1760-1770,0.721807,0.278193,2816,13112,5702
accord,1710-1720,1789-1802,0.721148,0.278852,187,1202,5712
lacs,1710-1720,1720-1730,0.721088,0.278912,292,304,5667
loge,1720-1730,1760-1770,0.721061,0.278939,207,813,5688
finir,1710-1720,1750-1760,0.720376,0.279624,648,1193,5713
toulouse,1710-1720,1760-1770,0.719436,0.280564,643,1288,5663
supposé,1720-1730,1789-1802,0.71942,0.28058,337,913,5700
dernier,1710-1720,1740-1750,0.718681,0.281319,5034,6693,5718
content,1730-1740,1750-1760,0.718389,0.281611,1529,1717,5711
continuelle,1770-1780,1789-1802,0.717989,0.282011,1179,1046,5704
joué,1740-1750,1789-1802,0.717969,0.282031,254,700,5677
grosses,1730-1740,1750-1760,0.717963,0.282037,1314,1535,5690
tableau,1780-1789,1789-1802,0.717956,0.282044,8709,9596,5717
demie,1740-1750,1789-1802,0.717059,0.282941,2509,2203,5688
suffisante,1730-1740,1740-1750,0.717046,0.282954,410,442,5690
éleva,1720-1730,1740-1750,0.716986,0.283014,102,130,5685
bourse,1710-1720,1760-1770,0.716637,0.283363,769,926,5687
sicile,1710-1720,1730-1740,0.716135,0.283865,1055,2724,5694
ouverte,1730-1740,1750-1760,0.713882,0.286118,869,1009,5709
royaux,1710-1720,1780-1789,0.713309,0.286691,606,1423,5673
ténèbres,1710-1720,1750-1760,0.712979,0.287021,115,375,5686
haute,1740-1750,1750-1760,0.712289,0.287711,2803,2305,5714
effort,1760-1770,1780-1789,0.711072,0.288928,1378,2173,5711
testament,1750-1760,1760-1770,0.709764,0.290236,1354,1391,5691
semaine,1710-1720,1730-1740,0.709273,0.290727,617,325,5683
lire,1700-1710,1710-1720,0.709265,0.290735,1242,1664,5713
opposition,1710-1720,1720-1730,0.708418,0.291582,366,234,5706
précédente,1720-1730,1750-1760,0.708152,0.291848,276,952,5700
trépas,1730-1740,1770-1780,0.707581,0.292419,1619,1002,5673
text,1730-1740,1770-1780,0.707476,0.292524,559,741,1271
serviteurs,1740-1750,1789-1802,0.706967,0.293033,539,902,5671
soldat,1720-1730,1730-1740,0.706785,0.293215,484,895,5703
faciliter,1700-1710,1770-1780,0.706744,0.293256,167,1396,5685
prononcer,1710-1720,1740-1750,0.706308,0.293692,325,691,5708
transports,1770-1780,1789-1802,0.705792,0.294208,1810,1864,5699
marché,1720-1730,1760-1770,0.704571,0.295429,1120,3980,5707
devoir,1700-1710,1710-1720,0.70411,0.29589,2435,2744,5716
comptant,1740-1750,1760-1770,0.703908,0.296092,581,1408,5688
inconnu,1710-1720,1760-1770,0.7039,0.2961,333,1010,5709
puis,1710-1720,1720-1730,0.703523,0.296477,8354,6434,5717
conformité,1710-1720,1789-1802,0.703442,0.296558,268,579,5697
criminel,1710-1720,1740-1750,0.702387,0.297613,683,870,5698
premieres,1720-1730,1780-1789,0.702335,0.297665,901,3460,5691
sortant,1720-1730,1730-1740,0.701368,0.298632,388,1118,5703
quatrieme,1710-1720,1730-1740,0.701072,0.298928,365,343,5682
lever,1700-1710,1710-1720,0.700569,0.299431,1015,1273,5711
signature,1730-1740,1760-1770,0.699959,0.300041,244,458,5647
toucher,1750-1760,1760-1770,0.699824,0.300176,1555,2096,5706
avoine,1700-1710,1760-1770,0.698552,0.301448,70,947,5634
garnison,1720-1730,1780-1789,0.698541,0.301459,509,893,5673
compté,1720-1730,1760-1770,0.698536,0.301464,340,876,5690
prêter,1710-1720,1720-1730,0.697499,0.302501,662,462,5708
fondre,1730-1740,1789-1802,0.697089,0.302911,1073,898,5700
tiens,1720-1730,1770-1780,0.696856,0.303144,535,1861,5704
sachant,1740-1750,1750-1760,0.696223,0.303777,266,273,5682
reconnoissance,1720-1730,1740-1750,0.696124,0.303876,1452,3539,5708
prompt,1780-1789,1789-1802,0.695844,0.304156,1412,1190,5703
ranger,1720-1730,1750-1760,0.695152,0.304848,404,375,5686
sainte,1720-1730,1770-1780,0.694771,0.305229,3385,3864,5714
visite,1710-1720,1730-1740,0.693749,0.306251,815,899,5682
dommage,1740-1750,1750-1760,0.693217,0.306783,916,1230,5699
présenter,1710-1720,1780-1789,0.692138,0.307862,403,3985,5710
miséricorde,1720-1730,1760-1770,0.690272,0.309728,171,442,5650
hier,1710-1720,1740-1750,0.690208,0.309792,352,815,5697
mere,1700-1710,1710-1720,0.690078,0.309922,2559,2277,5707
miracles,1720-1730,1730-1740,0.689847,0.310153,588,548,5679
cest,1700-1710,1780-1789,0.68954,0.31046,857,1928,5698
pure,1760-1770,1770-1780,0.689506,0.310494,2994,3583,5716
auxquels,1760-1770,1789-1802,0.689201,0.310799,3883,5151,5712
déterminé,1700-1710,1789-1802,0.68891,0.31109,250,2559,5704
frapper,1730-1740,1789-1802,0.688489,0.311511,602,2041,5700
entretien,1700-1710,1760-1770,0.687974,0.312026,343,1144,5708
suivans,1700-1710,1770-1780,0.687037,0.312963,287,984,5696
reculer,1710-1720,1789-1802,0.68652,0.31348,113,593,5674
anciens,1710-1720,1720-1730,0.686381,0.313619,4967,4858,5718
mortel,1750-1760,1789-1802,0.685946,0.314054,842,1465,5709
curiosité,1730-1740,1760-1770,0.685925,0.314075,834,1096,5709
observer,1710-1720,1730-1740,0.685774,0.314226,1340,1202,5713
dresser,1710-1720,1750-1760,0.685681,0.314319,360,498,5690
arrêta,1710-1720,1789-1802,0.685637,0.314363,76,476,5682
campagne,1710-1720,1780-1789,0.685605,0.314395,2160,6845,5711
domestique,1780-1789,1789-1802,0.685373,0.314627,1625,2137,5695
front,1720-1730,1770-1780,0.685371,0.314629,1146,3305,5713
employé,1770-1780,1789-1802,0.68388,0.31612,3435,4119,5710
loisir,1730-1740,1740-1750,0.683807,0.316193,534,509,5693
noirs,1750-1760,1789-1802,0.683713,0.316287,956,2608,5695
attendant,1750-1760,1770-1780,0.683695,0.316305,1095,2013,5706
palais,1710-1720,1789-1802,0.683681,0.316319,2485,5939,5716
voleur,1720-1730,1760-1770,0.683522,0.316478,185,397,5678
fâcheux,1730-1740,1760-1770,0.683001,0.316999,473,724,5702
pressé,1770-1780,1780-1789,0.682511,0.317489,818,990,5686
dira,1710-1720,1750-1760,0.68242,0.31758,725,1586,5709
enrichir,1760-1770,1789-1802,0.68235,0.31765,410,519,5696
exercé,1700-1710,1789-1802,0.682096,0.317904,88,975,5698
prévu,1710-1720,1789-1802,0.681892,0.318108,168,1159,5691
aides,1710-1720,1770-1780,0.681574,0.318426,110,3091,5677
providence,1730-1740,1789-1802,0.681303,0.318697,985,2132,5700
constant,1750-1760,1770-1780,0.680899,0.319101,471,916,5693
philippe,1710-1720,1720-1730,0.678227,0.321773,1083,3941,5701
obstacle,1760-1770,1770-1780,0.67759,0.32241,1208,1641,5699
restent,1700-1710,1710-1720,0.677538,0.322462,137,184,5709
fécond,1710-1720,1789-1802,0.677161,0.322839,193,958,5695
fept,1710-1720,1760-1770,0.676781,0.323219,343,1023,5649
ajoute,1760-1770,1770-1780,0.676627,0.323373,3130,4784,5715
rupture,1750-1760,1760-1770,0.675829,0.324171,364,427,5683
extraordinaire,1750-1760,1789-1802,0.675823,0.324177,1327,3419,5715
mourant,1700-1710,1720-1730,0.675672,0.324328,249,232,5702
prétendu,1700-1710,1740-1750,0.675481,0.324519,297,988,5708
proche,1710-1720,1789-1802,0.675409,0.324591,1970,1361,5705
naufrage,1720-1730,1740-1750,0.67479,0.32521,173,602,5692
commission,1740-1750,1789-1802,0.67467,0.32533,1152,5050,5690
etats,1700-1710,1789-1802,0.674403,0.325597,1973,14262,5703
tribunal,1710-1720,1789-1802,0.674101,0.325899,518,6806,5700
esclavage,1760-1770,1770-1780,0.673798,0.326202,355,591,5683
agrément,1750-1760,1789-1802,0.673086,0.326914,325,388,5703
travers,1740-1750,1780-1789,0.672939,0.327061,1929,5518,5714
renfermé,1730-1740,1750-1760,0.672043,0.327957,330,489,5699
reviens,1730-1740,1770-1780,0.671783,0.328217,338,676,5672
faim,1740-1750,1770-1780,0.671664,0.328336,848,1834,5705
dessein,1750-1760,1789-1802,0.67165,0.32835,4693,3366,5714
fleurs,1700-1710,1720-1730,0.671127,0.328873,1490,1504,5715
singulier,1700-1710,1730-1740,0.670845,0.329155,241,740,5708
parer,1730-1740,1780-1789,0.670806,0.329194,397,1231,5694
confier,1700-1710,1750-1760,0.670507,0.329493,167,521,5688
observe,1740-1750,1770-1780,0.669889,0.330111,1449,2359,5712
autant,1710-1720,1740-1750,0.669149,0.330851,5275,8836,5717
portera,1720-1730,1730-1740,0.668879,0.331121,129,188,5683
patentes,1780-1789,1789-1802,0.668871,0.331129,3466,1512,5675
répondre,1700-1710,1710-1720,0.668716,0.331284,1037,1350,5713
sage,1740-1750,1750-1760,0.668446,0.331554,2910,4323,5717
réponds,1750-1760,1760-1770,0.667785,0.332215,521,788,5689
croiroit,1700-1710,1710-1720,0.665751,0.334249,77,131,5685
parvenu,1760-1770,1770-1780,0.665687,0.334313,1418,2026,5706
étudier,1720-1730,1740-1750,0.665207,0.334793,149,172,5700
assembler,1750-1760,1780-1789,0.6651,0.3349,131,407,5677
pleine,1710-1720,1750-1760,0.664637,0.335363,1672,2019,5711
savoir,1700-1710,1770-1780,0.664566,0.335434,3023,11650,5717
admiration,1750-1760,1770-1780,0.664426,0.335574,519,834,5710
médecins,1710-1720,1750-1760,0.664405,0.335595,234,801,5691
césar,1730-1740,1780-1789,0.664078,0.335922,506,4745,5681
vive,1700-1710,1789-1802,0.664059,0.335941,869,4966,5714
pitié,1710-1720,1720-1730,0.663681,0.336319,788,640,5708
crainte,1740-1750,1750-1760,0.6625,0.3375,4839,4750,5713
introduit,1700-1710,1760-1770,0.662076,0.337924,279,1053,5699
commandement,1710-1720,1789-1802,0.66177,0.33823,707,1995,5694
céfar,1710-1720,1720-1730,0.661751,0.338249,107,624,5574
charger,1710-1720,1789-1802,0.66122,0.33878,887,2251,5705
barbare,1740-1750,1770-1780,0.661199,0.338801,964,2773,5705
bonnet,1750-1760,1760-1770,0.661134,0.338866,382,551,5686
produire,1700-1710,1710-1720,0.660553,0.339447,909,826,5713
infâme,1710-1720,1720-1730,0.660547,0.339453,112,68,5678
appeller,1730-1740,1740-1750,0.660033,0.339967,621,879,5702
mande,1710-1720,1730-1740,0.659488,0.340512,265,500,5687
domestiques,1750-1760,1780-1789,0.659232,0.340768,1272,2133,5700
comptes,1720-1730,1730-1740,0.65882,0.34118,2734,1039,5695
contribué,1760-1770,1789-1802,0.658803,0.341197,671,1385,5697
amiral,1760-1770,1789-1802,0.658289,0.341711,524,519,5697
offrir,1710-1720,1789-1802,0.658115,0.341885,339,2894,5711
déclaré,1700-1710,1789-1802,0.657947,0.342053,458,2581,5702
remettre,1700-1710,1710-1720,0.657669,0.342331,1202,1158,5706
battre,1700-1710,1770-1780,0.657327,0.342673,504,2149,5701
cardinal,1750-1760,1760-1770,0.657099,0.342901,4316,1853,5695
marche,1770-1780,1789-1802,0.656834,0.343166,6652,8364,5716
consuls,1730-1740,1760-1770,0.65657,0.34343,284,1763,5677
pairs,1710-1720,1789-1802,0.656395,0.343605,837,1653,5660
xiii,1710-1720,1730-1740,0.656307,0.343693,933,1677,5711
tiré,1710-1720,1750-1760,0.656033,0.343967,1229,1917,5715
recueillir,1700-1710,1780-1789,0.655863,0.344137,169,1615,5695
mets,1720-1730,1760-1770,0.65546,0.34454,545,1066,5708
vieille,1760-1770,1770-1780,0.655379,0.344621,1549,2942,5704
paroître,1760-1770,1789-1802,0.655375,0.344625,2251,2172,5703
confondre,1720-1730,1789-1802,0.655182,0.344818,344,1513,5701
effet,1700-1710,1720-1730,0.654735,0.345265,3911,5327,5718
catholique,1710-1720,1730-1740,0.653612,0.346388,574,1560,5682
pommes,1770-1780,1789-1802,0.653468,0.346532,1424,1607,5667
prison,1710-1720,1720-1730,0.653095,0.346905,1004,894,5710
curé,1730-1740,1750-1760,0.652602,0.347398,828,1359,5679
sucre,1720-1730,1760-1770,0.652535,0.347465,1070,3736,5669
voisins,1720-1730,1740-1750,0.652102,0.347898,1136,2154,5709
renvoyé,1700-1710,1710-1720,0.652018,0.347982,234,310,5687
conduire,1710-1720,1789-1802,0.652006,0.347994,1438,4780,5712
pareils,1700-1710,1720-1730,0.651622,0.348378,282,572,5706
vouloir,1730-1740,1760-1770,0.651542,0.348458,2867,4760,5714
christ,1700-1710,1770-1780,0.651284,0.348716,3332,2462,5693
author,1780-1789,1789-1802,0.650815,0.349185,2363,3744,3213
zèle,1730-1740,1780-1789,0.650684,0.349316,1140,3229,5694
visiter,1710-1720,1750-1760,0.650677,0.349323,449,400,5675
délibération,1720-1730,1770-1780,0.650243,0.349757,326,1012,5681
contenir,1740-1750,1780-1789,0.649926,0.350074,1004,2289,5698
offices,1710-1720,1740-1750,0.649904,0.350096,3307,1136,5706
gouverner,1750-1760,1770-1780,0.649848,0.350152,1136,2299,5708
thomas,1740-1750,1750-1760,0.64949,0.35051,1358,1537,5696
froid,1780-1789,1789-1802,0.64921,0.35079,5660,3732,5713
fermier,1730-1740,1789-1802,0.649067,0.350933,1126,1717,5679
prêt,1710-1720,1760-1770,0.648438,0.351562,1323,3151,5712
dépit,1770-1780,1789-1802,0.648416,0.351584,1263,1205,5699
accompagner,1700-1710,1710-1720,0.647964,0.352036,118,130,5693
besoins,1740-1750,1780-1789,0.647861,0.352139,1258,6170,5703
ouest,1740-1750,1770-1780,0.647736,0.352264,2091,844,5655
paraît,1710-1720,1789-1802,0.647472,0.352528,301,3049,5681
verte,1710-1720,1780-1789,0.647433,0.352567,558,1277,5687
inutile,1750-1760,1770-1780,0.646654,0.353346,2935,4986,5716
entendit,1730-1740,1750-1760,0.646587,0.353413,265,220,5678
engagement,1720-1730,1760-1770,0.646315,0.353685,184,570,5693
dressé,1710-1720,1720-1730,0.646185,0.353815,241,226,5685
employa,1720-1730,1730-1740,0.646038,0.353962,181,304,5678
attendu,1720-1730,1740-1750,0.645962,0.354038,570,1093,5705
restoit,1700-1710,1730-1740,0.645854,0.354146,183,723,5690
décrire,1700-1710,1710-1720,0.645451,0.354549,117,129,5695
consentir,1780-1789,1789-1802,0.645147,0.354853,1097,1233,5690
garder,1710-1720,1780-1789,0.644511,0.355489,1957,4826,5715
trompé,1760-1770,1770-1780,0.644496,0.355504,1431,2272,5708
repris,1730-1740,1770-1780,0.644216,0.355784,954,1275,5698
exil,1710-1720,1750-1760,0.64371,0.35629,138,316,5693
faisant,1710-1720,1760-1770,0.643113,0.356887,3652,7137,5716
disposer,1750-1760,1760-1770,0.643025,0.356975,1153,1611,5699
commandé,1730-1740,1789-1802,0.642552,0.357448,427,732,5685
propose,1760-1770,1789-1802,0.642422,0.357578,2825,4537,5712
manqué,1710-1720,1780-1789,0.641792,0.358208,546,2120,5707
ouvert,1710-1720,1730-1740,0.641484,0.358516,592,890,5709
occuper,1750-1760,1780-1789,0.64114,0.35886,664,1721,5710
bourgogne,1710-1720,1720-1730,0.640968,0.359032,1050,1882,5686
penser,1740-1750,1770-1780,0.639257,0.360743,3349,6133,5713
meilleures,1730-1740,1770-1780,0.638779,0.361221,575,1794,5701
recevoir,1700-1710,1720-1730,0.638118,0.361882,3024,3202,5719
grandeur,1720-1730,1750-1760,0.63802,0.36198,2106,4027,5714
naples,1730-1740,1740-1750,0.638014,0.361986,1627,835,5692
amener,1700-1710,1760-1770,0.63714,0.36286,217,547,5697
parla,1750-1760,1770-1780,0.637134,0.362866,1076,1698,5698
prononce,1720-1730,1750-1760,0.636525,0.363475,194,573,5698
entretenir,1710-1720,1720-1730,0.636106,0.363894,898,647,5711
auxquelles,1700-1710,1789-1802,0.635866,0.364134,238,3385,5711
cachet,1710-1720,1789-1802,0.635416,0.364584,203,1030,5671
aimant,1750-1760,1770-1780,0.634504,0.365496,233,524,5678
renfermer,1700-1710,1710-1720,0.634396,0.365604,126,158,5696
tendent,1730-1740,1789-1802,0.634319,0.365681,290,1026,5702
dernière,1750-1760,1760-1770,0.634234,0.365766,1882,2349,5711
monter,1720-1730,1770-1780,0.63397,0.36603,1114,3153,5708
poste,1710-1720,1789-1802,0.633846,0.366154,371,3252,5695
important,1750-1760,1780-1789,0.633354,0.366646,1610,3406,5714
disons,1730-1740,1780-1789,0.633092,0.366908,352,738,5690
croyons,1760-1770,1780-1789,0.632951,0.367049,959,2005,5701
empereurs,1720-1730,1730-1740,0.632929,0.367071,865,1123,5683
suivantes,1730-1740,1740-1750,0.632383,0.367617,684,779,5692
ruines,1740-1750,1760-1770,0.632118,0.367882,595,851,5688
acquérir,1700-1710,1710-1720,0.631879,0.368121,134,120,5698
caractères,1710-1720,1780-1789,0.631396,0.368604,279,1418,5705
sanglante,1700-1710,1720-1730,0.631208,0.368792,74,93,5672
accepter,1710-1720,1760-1770,0.630767,0.369233,283,568,5698
commissaire,1710-1720,1780-1789,0.630429,0.369571,950,1975,5666
entrant,1720-1730,1750-1760,0.630122,0.369878,397,763,5698
considérable,1740-1750,1750-1760,0.630054,0.369946,2046,2764,5710
faisons,1720-1730,1770-1780,0.629725,0.370275,777,1817,5706
prie,1700-1710,1789-1802,0.629523,0.370477,1776,3516,5711
rapporter,1750-1760,1789-1802,0.629059,0.370941,2237,2461,5712
major,1700-1710,1720-1730,0.628899,0.371101,344,1054,5696
continué,1710-1720,1730-1740,0.628894,0.371106,246,374,5697
allez,1700-1710,1720-1730,0.628518,0.371482,1201,1307,5709
foir,1710-1720,1730-1740,0.628308,0.371692,246,765,5678
transporté,1710-1720,1720-1730,0.628293,0.371707,306,257,5692
présenté,1700-1710,1740-1750,0.628113,0.371887,144,883,5707
raconter,1750-1760,1760-1770,0.627931,0.372069,510,428,5684
voyage,1710-1720,1740-1750,0.627867,0.372133,1878,7547,5718
glorieuse,1710-1720,1770-1780,0.627624,0.372376,243,544,5679
placer,1720-1730,1730-1740,0.627364,0.372636,493,980,5708
adoucir,1710-1720,1720-1730,0.626925,0.373075,175,179,5699
manquer,1740-1750,1789-1802,0.626812,0.373188,1753,2640,5713
changea,1700-1710,1720-1730,0.626625,0.373375,222,287,5686
occupent,1730-1740,1750-1760,0.626439,0.373561,195,451,5694
achevé,1710-1720,1780-1789,0.625874,0.374126,432,1054,5699
croira,1700-1710,1740-1750,0.625295,0.374705,97,261,5684
auparavant,1700-1710,1720-1730,0.625178,0.374822,1384,1995,5712
christianisme,1720-1730,1730-1740,0.625163,0.374837,155,135,5639
merveilles,1710-1720,1750-1760,0.624861,0.375139,308,524,5691
peinture,1750-1760,1789-1802,0.624529,0.375471,2378,1413,5707
froids,1720-1730,1730-1740,0.62431,0.37569,112,162,5691
aspect,1770-1780,1789-1802,0.623413,0.376587,402,827,5674
reposer,1710-1720,1750-1760,0.623092,0.376908,333,467,5694
barbe,1720-1730,1760-1770,0.623031,0.376969,372,740,5687
courir,1730-1740,1740-1750,0.623019,0.376981,1060,1409,5709
tienne,1700-1710,1720-1730,0.622874,0.377126,308,288,5701
vingts,1700-1710,1789-1802,0.622849,0.377151,772,627,5680
nôtre,1720-1730,1780-1789,0.622733,0.377267,5212,2016,5709
paul,1720-1730,1740-1750,0.622309,0.377691,1587,1698,5710
continuer,1710-1720,1740-1750,0.622217,0.377783,820,1401,5703
paquet,1710-1720,1789-1802,0.621407,0.378593,215,768,5656
jefus,1730-1740,1770-1780,0.621158,0.378842,699,561,5479
connaître,1710-1720,1730-1740,0.620844,0.379156,529,530,5691
foudre,1710-1720,1770-1780,0.6205,0.3795,342,1638,5703
parent,1720-1730,1789-1802,0.619591,0.380409,356,1478,5704
pourvu,1710-1720,1760-1770,0.619562,0.380438,1178,3615,5708
tiroit,1700-1710,1789-1802,0.61915,0.38085,199,766,5685
contiennent,1700-1710,1710-1720,0.617863,0.382137,227,346,5701
environné,1710-1720,1760-1770,0.617808,0.382192,205,387,5688
deuxième,1730-1740,1789-1802,0.617607,0.382393,208,2983,5685
résolution,1770-1780,1789-1802,0.617505,0.382495,1938,3206,5698
siecle,1740-1750,1750-1760,0.617344,0.382656,475,845,5686
ajouté,1700-1710,1710-1720,0.616486,0.383514,190,176,5702
lorraine,1730-1740,1750-1760,0.61648,0.38352,917,3017,5681
poisson,1700-1710,1710-1720,0.616174,0.383826,495,1517,5687
écrire,1710-1720,1720-1730,0.616156,0.383844,775,822,5716
informer,1700-1710,1710-1720,0.615936,0.384064,198,287,5690
tirée,1700-1710,1710-1720,0.615566,0.384434,480,723,5707
rent,1700-1710,1740-1750,0.615062,0.384938,1036,2482,5701
utile,1730-1740,1750-1760,0.614815,0.385185,1949,3766,5715
manuscrit,1770-1780,1780-1789,0.614429,0.385571,1447,1760,5699
former,1710-1720,1740-1750,0.61406,0.38594,1344,3047,5718
emploi,1770-1780,1780-1789,0.614033,0.385967,2266,2508,5711
laissons,1710-1720,1750-1760,0.613906,0.386094,229,449,5686
suivante,1730-1740,1780-1789,0.613166,0.386834,1856,3228,5707
forêt,1710-1720,1750-1760,0.613125,0.386875,279,824,5682
diroit,1700-1710,1730-1740,0.612705,0.387295,230,502,5696
triste,1740-1750,1789-1802,0.612672,0.387328,1350,3276,5709
bêtes,1740-1750,1780-1789,0.6123,0.3877,1481,2286,5701
ensorte,1780-1789,1789-1802,0.612283,0.387717,1548,697,5688
écrivit,1720-1730,1730-1740,0.611745,0.388255,454,882,5693
récit,1740-1750,1780-1789,0.611019,0.388981,1780,4161,5705
promesse,1730-1740,1740-1750,0.610431,0.389569,621,471,5691
fini,1700-1710,1760-1770,0.610256,0.389744,542,1748,5711
dette,1700-1710,1789-1802,0.609799,0.390201,475,7540,5685
directeur,1740-1750,1780-1789,0.609482,0.390518,460,1791,5690
particulieres,1710-1720,1780-1789,0.609225,0.390775,580,1699,5670
songez,1710-1720,1750-1760,0.60915,0.39085,323,487,5676
foixante,1720-1730,1740-1750,0.608723,0.391277,529,532,5645
chambre,1720-1730,1750-1760,0.608473,0.391527,5103,4801,5711
appas,1760-1770,1780-1789,0.60807,0.39193,481,729,5679
divers,1700-1710,1789-1802,0.607912,0.392088,1817,7145,5716
milan,1730-1740,1770-1780,0.607813,0.392187,1537,850,5671
pauvre,1710-1720,1720-1730,0.607388,0.392612,1531,1310,5711
étonnant,1730-1740,1740-1750,0.607273,0.392727,492,418,5704
partisans,1720-1730,1770-1780,0.606807,0.393193,199,1656,5701
voisin,1740-1750,1789-1802,0.606758,0.393242,902,1807,5703
clair,1700-1710,1760-1770,0.606687,0.393313,785,2591,5709
portées,1710-1720,1730-1740,0.606497,0.393503,951,1205,5698
catholiques,1710-1720,1720-1730,0.606159,0.393841,302,677,5656
prévoir,1700-1710,1740-1750,0.605481,0.394519,148,432,5692
détacher,1700-1710,1710-1720,0.605134,0.394866,147,117,5682
appliquer,1710-1720,1760-1770,0.604834,0.395166,351,892,5704
semble,1700-1710,1710-1720,0.604779,0.395221,2148,2876,5715
inquiétude,1770-1780,1789-1802,0.604001,0.395999,1184,1324,5704
levé,1710-1720,1730-1740,0.603318,0.396682,380,814,5700
disait,1700-1710,1789-1802,0.603294,0.396706,195,2425,5603
deviner,1710-1720,1720-1730,0.603216,0.396784,205,215,5700
commença,1700-1710,1740-1750,0.603045,0.396955,562,1110,5697
colonie,1740-1750,1789-1802,0.602827,0.397173,1501,4141,5693
chercha,1700-1710,1730-1740,0.602536,0.397464,116,185,5676
découvert,1720-1730,1770-1780,0.602464,0.397536,530,2451,5706
pain,1710-1720,1720-1730,0.602114,0.397886,3415,1899,5709
cens,1710-1720,1789-1802,0.6019,0.3981,5438,2897,5701
avancé,1710-1720,1760-1770,0.601779,0.398221,456,1216,5708
verroit,1710-1720,1770-1780,0.600778,0.399222,173,924,5689
désespoir,1730-1740,1789-1802,0.600239,0.399761,781,2493,5701
représenter,1720-1730,1770-1780,0.600008,0.399992,323,2067,5709
éloignement,1720-1730,1770-1780,0.599986,0.400014,111,491,5697
chair,1700-1710,1720-1730,0.599849,0.400151,1249,1317,5699
satisfait,1710-1720,1789-1802,0.599228,0.400772,468,1432,5707
percer,1750-1760,1770-1780,0.598759,0.401241,459,1246,5692
resté,1700-1710,1720-1730,0.598698,0.401302,152,259,5692
particulières,1760-1770,1789-1802,0.598266,0.401734,1091,3111,5705
that,1750-1760,1789-1802,0.598107,0.401893,1921,6210,5354
couru,1740-1750,1750-1760,0.598068,0.401932,323,310,5686
italiens,1720-1730,1740-1750,0.597796,0.402204,272,404,5695
chevaliers,1750-1760,1789-1802,0.597697,0.402303,1499,1744,5684
interrompit,1720-1730,1760-1770,0.59767,0.40233,92,303,5649
loger,1740-1750,1780-1789,0.597191,0.402809,524,1479,5682
puissances,1720-1730,1770-1780,0.596852,0.403148,579,2171,5684
regret,1710-1720,1760-1770,0.596804,0.403196,383,1171,5710
déclarations,1750-1760,1789-1802,0.596769,0.403231,1159,1700,5684
galerie,1750-1760,1770-1780,0.596082,0.403918,276,1595,5681
ajouta,1720-1730,1750-1760,0.595979,0.404021,371,1009,5689
communiquer,1760-1770,1780-1789,0.595942,0.404058,1066,1808,5701
chefs,1710-1720,1740-1750,0.595598,0.404402,1049,1703,5712
teint,1700-1710,1760-1770,0.594868,0.405132,233,865,5697
pontife,1720-1730,1770-1780,0.594712,0.405288,304,996,5676
probable,1710-1720,1750-1760,0.594144,0.405856,150,615,5696
voyois,1710-1720,1740-1750,0.592903,0.407097,88,512,5655
montra,1730-1740,1740-1750,0.592824,0.407176,533,377,5691
