rank,word,drift_global,drift_moyen
110,pilier,0.8681,0.6442
111,l'em,0.8679,0.7171
112,nime,0.8675,0.7202
113,compa,0.8665,0.7284
114,rier,0.8662,0.6020
115,tif,0.8659,0.6406
116,ache,0.8642,0.7619
117,totalement,0.8636,0.5812
118,adroitement,0.8631,0.7683
119,hormis,0.8622,0.7993
120,sf,0.8621,0.5731
121,semblablement,0.8621,0.7716
122,turion,0.8617,0.6122
123,maternel,0.8616,0.5468
124,pensant,0.8613,0.8082
125,alliez,0.8608,0.4507
126,teur,0.8608,0.8128
127,gé,0.8603,0.7127
128,majorité,0.8602,0.4824
129,legrand,0.8602,0.6882
130,ruelle,0.8601,0.5878
131,rens,0.8599,0.7982
132,tume,0.8599,0.6848
133,conf,0.8595,0.6891
134,laire,0.8592,0.7117
135,eflt,0.8591,0.7045
136,sant,0.8590,0.7535
137,d'autorité,0.8589,0.7641
138,pos,0.8588,0.7182
139,neu,0.8577,0.6417
140,fè,0.8576,0.7428
141,sir,0.8575,0.6508
142,zircon,0.8575,0.7470
143,timon,0.8571,0.6871
144,passi,0.8570,0.5771
145,cornue,0.8565,0.7162
146,visité,0.8560,0.6174
147,falu,0.8560,0.7171
148,pé,0.8559,0.7037
149,fie,0.8559,0.7496
150,d'ignorance,0.8551,0.5738
151,lè,0.8544,0.7511
152,secondement,0.8541,0.7474
153,descartes,0.8537,0.6551
154,sinon,0.8535,0.7857
155,tez,0.8533,0.5541
156,traire,0.8531,0.6666
157,pae,0.8531,0.6140
158,souver,0.8529,0.7063
159,fiscal,0.8518,0.6125
160,reposée,0.8518,0.6261
161,claudius,0.8516,0.4605
162,trie,0.8516,0.7399
163,prop,0.8516,0.5792
164,poux,0.8513,0.6630
165,jans,0.8509,0.7446
166,sim,0.8507,0.7044
167,aisement,0.8501,0.6526
168,cer,0.8493,0.6586
169,exempt,0.8491,0.7511
170,qu'autrement,0.8490,0.7075
171,plutot,0.8489,0.6771
172,prefet,0.8489,0.6412
173,secretement,0.8480,0.6582
174,fy,0.8480,0.7150
175,omme,0.8480,0.6654
176,role,0.8471,0.7090
177,atta,0.8469,0.7090
178,tranquile,0.8468,0.5544
179,rive,0.8467,0.4898
180,nement,0.8462,0.6774
181,accessible,0.8457,0.7410
182,pretent,0.8457,0.7307
183,cout,0.8451,0.7637
184,lens,0.8445,0.7077
185,partagez,0.8440,0.4404
186,trille,0.8439,0.6228
187,d'après,0.8438,0.4977
188,trilles,0.8437,0.6333
189,una,0.8436,0.5902
190,reve,0.8435,0.7097
191,vrir,0.8434,0.6858
192,énormes,0.8431,0.4537
193,mo,0.8430,0.6543
194,l'ap,0.8430,0.7125
195,vio,0.8423,0.6320
196,glo,0.8415,0.6337
197,cointe,0.8413,0.7658
198,varier,0.8411,0.6469
199,tation,0.8410,0.6689
200,bor,0.8408,0.5761
201,victor,0.8407,0.5479
202,fuc,0.8407,0.6449
203,gouver,0.8407,0.6572
204,d'esprits,0.8406,0.5470
205,ainii,0.8402,0.7670
206,expres,0.8402,0.6506
207,effe,0.8399,0.4470
208,remplacer,0.8398,0.6884
209,d'af,0.8388,0.7294
210,miner,0.8386,0.6250
211,pru,0.8382,0.6911
212,gement,0.8380,0.7319
213,infi,0.8379,0.6600
214,fim,0.8377,0.6620
215,pille,0.8372,0.6282
216,capi,0.8366,0.7015
217,vilaine,0.8354,0.6847
218,puissamment,0.8350,0.6704
219,particu,0.8348,0.7164
220,calife,0.8346,0.8185
221,dimi,0.8343,0.6382
222,volon,0.8337,0.6867
223,gent,0.8337,0.7661
224,mmne,0.8334,0.7157
225,primer,0.8334,0.6430
226,couple,0.8330,0.5828
227,l'inégalité,0.8325,0.7767
228,tordre,0.8324,0.7149
229,trans,0.8324,0.6309
230,em,0.8323,0.7359
231,offi,0.8321,0.5557
232,sub,0.8321,0.6298
233,fonc,0.8321,0.7494
234,chan,0.8318,0.7591
235,tan,0.8316,0.7274
236,duit,0.8315,0.6779
237,exi,0.8315,0.6355
238,cous,0.8314,0.6760
239,quoy,0.8314,0.6061
240,op,0.8312,0.7022
241,rentre,0.8312,0.7382
242,dement,0.8310,0.6215
243,griffe,0.8308,0.6754
244,fiance,0.8307,0.6021
245,amene,0.8306,0.5292
246,fice,0.8305,0.6547
247,gres,0.8303,0.6299
248,éloi,0.8299,0.6913
249,én,0.8299,0.7625
250,mira,0.8297,0.6416
251,qu'ensuite,0.8296,0.6467
252,stable,0.8291,0.5920
253,taux,0.8288,0.5312
254,fur,0.8287,0.6914
255,voeu,0.8286,0.4506
256,ciens,0.8284,0.7339
257,qu'outre,0.8278,0.6433
258,gué,0.8276,0.7250
259,gêne,0.8276,0.5130
260,rope,0.8274,0.5966
261,rain,0.8273,0.7034
262,és,0.8272,0.5174
263,l'agrément,0.8271,0.7536
264,oeuvre,0.8267,0.6867
265,élement,0.8266,0.7053
266,s'ap,0.8263,0.6985
267,reporter,0.8259,0.5477
268,communi,0.8257,0.6490
269,sieurs,0.8254,0.7891
270,leux,0.8253,0.7842
271,fleuri,0.8253,0.5398
272,repre,0.8249,0.7029
273,oire,0.8244,0.6114
274,tain,0.8240,0.6637
275,quille,0.8236,0.5880
276,d'homme,0.8235,0.7963
277,cir,0.8233,0.6784
278,lue,0.8232,0.5561
279,yvoire,0.8227,0.6712
280,indi,0.8222,0.6764
281,mainte,0.8221,0.7248
282,pré,0.8221,0.7520
283,tein,0.8218,0.5618
284,nus,0.8214,0.6545
285,sûrement,0.8203,0.7745
286,dés,0.8198,0.6511
287,lence,0.8198,0.6928
288,boileau,0.8197,0.5514
289,vantage,0.8196,0.7274
290,bra,0.8196,0.6170
291,volontaires,0.8189,0.5526
292,foret,0.8189,0.5612
293,d'abus,0.8186,0.5498
294,tonner,0.8184,0.6861
295,couver,0.8182,0.6046
296,malheureusement,0.8180,0.5777
297,arrivez,0.8179,0.4779
298,l'ex,0.8178,0.7055
299,dé,0.8177,0.7689
300,dj,0.8176,0.5572
301,nal,0.8174,0.7039
302,d'âge,0.8170,0.7865
303,neanmoins,0.8169,0.6546
304,auifi,0.8166,0.7632
305,dè,0.8165,0.7587
306,sal,0.8164,0.6543
307,rais,0.8164,0.6229
308,avenir,0.8162,0.4787
309,poursuivant,0.8160,0.6820
310,pouf,0.8160,0.7260
311,jet,0.8156,0.6633
312,quelqu'une,0.8154,0.7737
313,viaire,0.8153,0.6318
314,fori,0.8151,0.6607
315,dio,0.8151,0.5614
316,pau,0.8147,0.7721
317,cene,0.8146,0.5569
318,inf,0.8145,0.6498
319,mef,0.8145,0.6895
320,ors,0.8143,0.6093
321,meu,0.8143,0.6740
322,confit,0.8140,0.5781
323,lig,0.8136,0.8104
324,l'ordinaire,0.8135,0.8095
325,présents,0.8135,0.6663
326,observez,0.8132,0.5522
327,fol,0.8129,0.5884
328,nant,0.8129,0.7686
329,rant,0.8128,0.6428
330,seur,0.8126,0.6409
331,l'oracle,0.8120,0.7536
332,aiant,0.8120,0.5119
333,mesme,0.8117,0.6986
334,gage,0.8112,0.8080
335,sou,0.8110,0.7418
336,che,0.8108,0.6940
337,allure,0.8108,0.5939
338,foli,0.8103,0.6333
339,ardemment,0.8100,0.7898
340,suiffe,0.8095,0.5603
341,apprens,0.8092,0.6606
342,nui,0.8091,0.6351
343,cre,0.8090,0.6026
344,tale,0.8088,0.5777
345,commue,0.8085,0.6142
346,deçà,0.8084,0.6940
347,c'en,0.8084,0.7238
348,prin,0.8082,0.5876
349,sole,0.8082,0.5528
350,varron,0.8081,0.5841
351,lice,0.8079,0.6427
352,mode,0.8073,0.5637
353,décou,0.8071,0.7187
354,accordant,0.8071,0.4352
355,feur,0.8070,0.6009
356,pon,0.8069,0.6867
357,sement,0.8068,0.6121
358,ron,0.8068,0.6410
359,françoises,0.8067,0.5370
360,touc,0.8067,0.7359
361,ajoutez,0.8063,0.7275
362,cy,0.8061,0.6120
363,trefle,0.8061,0.5941
364,dere,0.8060,0.5932
365,fies,0.8060,0.6952
366,leut,0.8060,0.7728
367,bler,0.8059,0.6679
368,dence,0.8057,0.6267
369,l'egard,0.8054,0.6896
370,hor,0.8052,0.6234
371,xvi,0.8051,0.6722
372,olivier,0.8049,0.5745
373,chanoines,0.8047,0.7060
374,garde,0.8046,0.6770
375,ban,0.8046,0.6667
376,auii,0.8043,0.6915
377,potion,0.8042,0.5999
378,ordi,0.8039,0.7318
379,éloignez,0.8039,0.3680
380,nô,0.8038,0.6240
381,teflon,0.8036,0.6435
382,l'experience,0.8026,0.7885
383,chanté,0.8023,0.6564
384,enfuit,0.8020,0.6699
385,préter,0.8020,0.6220
386,gilles,0.8018,0.5395
387,recueilli,0.8018,0.6235
388,voya,0.8017,0.6230
389,remar,0.8017,0.6289
390,fié,0.8015,0.7369
391,lions,0.8015,0.6275
392,mente,0.8015,0.5632
393,taine,0.8014,0.6925
394,mem,0.8014,0.6497
395,l'impuissance,0.8013,0.7581
396,préfet,0.8013,0.6364
397,l'exposer,0.8010,0.5661
398,mouvant,0.8008,0.5798
399,pli,0.8008,0.6301
400,rans,0.8006,0.6835
401,ordinal,0.8005,0.6387
402,ofi,0.8005,0.5913
403,commun,0.8004,0.7172
404,ivre,0.8003,0.6214
405,sen,0.8000,0.7426
406,rein,0.8000,0.6132
407,divorce,0.7998,0.5063
408,pourvue,0.7997,0.5546
409,corn,0.7996,0.6397
410,l'in,0.7996,0.7589
411,bb,0.7993,0.7283
412,suppliant,0.7992,0.6261
413,cte,0.7992,0.5903
414,l'intérieur,0.7987,0.5049
415,vident,0.7986,0.6274
416,acheve,0.7985,0.7148
417,commu,0.7983,0.6249
418,d'ac,0.7978,0.7360
419,extraordinairement,0.7977,0.6087
420,n'importe,0.7976,0.7607
421,chartre,0.7976,0.4450
422,posseder,0.7976,0.6975
423,perpétuité,0.7974,0.5198
424,aug,0.7973,0.6463
425,ga,0.7972,0.6313
426,ela,0.7968,0.6459
427,peri,0.7966,0.5779
428,qu'a,0.7965,0.6880
429,déposer,0.7964,0.5323
430,cle,0.7963,0.6608
431,ieux,0.7963,0.6278
432,informe,0.7960,0.5994
433,fuf,0.7957,0.7209
434,occa,0.7956,0.6110
435,plain,0.7956,0.6394
436,ferver,0.7956,0.6346
437,liberte,0.7952,0.5786
438,l'instruction,0.7952,0.5861
439,chai,0.7951,0.6075
440,vieux,0.7950,0.7796
441,courre,0.7948,0.6624
442,rous,0.7948,0.5932
443,dition,0.7947,0.6860
444,sin,0.7947,0.6282
445,sion,0.7947,0.6483
446,tiques,0.7946,0.6168
447,sauve,0.7945,0.5671
448,dicta,0.7944,0.4674
449,restez,0.7943,0.4727
450,demeu,0.7942,0.6641
451,dignement,0.7941,0.7795
452,unis,0.7941,0.4656
453,d'égard,0.7941,0.7610
454,condom,0.7940,0.5914
455,d'humeur,0.7939,0.4899
456,l'espece,0.7936,0.5746
457,droi,0.7933,0.5323
458,mnes,0.7932,0.6991
459,allier,0.7932,0.6251
460,pepin,0.7928,0.5525
461,encourage,0.7927,0.4684
462,parte,0.7925,0.6159
463,mouve,0.7925,0.6298
464,nent,0.7924,0.7309
465,velle,0.7924,0.6848
466,lion,0.7924,0.6435
467,l'indignation,0.7924,0.7452
468,formel,0.7923,0.5343
469,lif,0.7923,0.8178
470,truite,0.7922,0.6837
471,lent,0.7921,0.7863
472,miais,0.7919,0.7466
473,jui,0.7919,0.6532
474,pondre,0.7918,0.6826
475,dau,0.7917,0.5642
476,hors,0.7915,0.7741
477,saci,0.7910,0.6568
478,éga,0.7908,0.6246
479,fran,0.7907,0.7750
480,vellent,0.7905,0.5787
481,bris,0.7904,0.6799
482,tance,0.7904,0.6000
483,mm,0.7904,0.6004
484,flon,0.7903,0.6936
485,opéra,0.7901,0.5747
486,d'ajouter,0.7901,0.6614
487,tri,0.7899,0.6201
488,incon,0.7899,0.6555
489,l'oi,0.7899,0.6676
490,contin,0.7898,0.6066
491,aque,0.7898,0.5770
492,sus,0.7897,0.6330
493,vi,0.7896,0.6394
494,vail,0.7896,0.6860
495,nel,0.7895,0.6318
496,lors,0.7892,0.8379
497,iij,0.7892,0.7194
498,souve,0.7890,0.6857
499,site,0.7888,0.6687
500,cond,0.7888,0.5771
501,natu,0.7888,0.6625
502,dece,0.7887,0.6845
503,présentement,0.7885,0.7360
504,simple,0.7884,0.7371
505,pet,0.7884,0.5856
506,tâche,0.7883,0.6878
507,ntre,0.7882,0.5859
508,comi,0.7880,0.7077
509,nice,0.7878,0.5885
510,prévenus,0.7878,0.5017
511,dee,0.7878,0.6412
512,mittere,0.7877,0.5237
513,avants,0.7876,0.6348
514,regnent,0.7875,0.6900
515,luy,0.7870,0.4450
516,reaux,0.7867,0.5717
517,divi,0.7866,0.5951
518,d'in,0.7865,0.6861
519,id,0.7864,0.6306
520,tique,0.7862,0.6744
521,dins,0.7861,0.6083
522,paro,0.7861,0.5625
523,chaste,0.7861,0.5927
524,marquant,0.7859,0.6161
525,ments,0.7859,0.6359
526,lage,0.7856,0.6971
527,traitant,0.7855,0.6119
528,san,0.7852,0.6766
529,l'enceinte,0.7851,0.6522
530,recommence,0.7850,0.5446
531,peplus,0.7850,0.6807
532,duite,0.7850,0.6550
533,conmme,0.7848,0.6020
534,duire,0.7847,0.6421
535,ale,0.7847,0.6149
536,l'impossibilité,0.7845,0.6967
537,désormais,0.7844,0.6893
538,veau,0.7844,0.7299
539,majeure,0.7843,0.6155
540,gence,0.7842,0.6276
541,l'embarras,0.7841,0.7713
542,raisonnablement,0.7840,0.7557
543,blement,0.7839,0.7064
544,réglés,0.7839,0.5629
545,ters,0.7834,0.6361
546,vn,0.7833,0.6524
547,future,0.7832,0.7768
548,gueux,0.7830,0.7227
549,nois,0.7829,0.6692
550,poir,0.7829,0.5782
551,diverti,0.7827,0.6722
552,berté,0.7826,0.7249
553,paroîtra,0.7826,0.6828
554,éle,0.7824,0.6900
555,triment,0.7823,0.6484
556,sar,0.7821,0.6200
557,seu,0.7820,0.5684
558,pre,0.7818,0.7270
559,transport,0.7815,0.7225
560,pagne,0.7814,0.5951
561,hon,0.7814,0.6774
562,consi,0.7813,0.5926
563,gou,0.7813,0.6988
564,capitation,0.7812,0.5082
565,marcel,0.7810,0.5873
566,bailly,0.7809,0.5223
567,compo,0.7808,0.6425
568,d'au,0.7808,0.7387
569,apris,0.7805,0.5351
570,retenue,0.7804,0.5386
571,l'appui,0.7804,0.5735
572,sedan,0.7802,0.5940
573,van,0.7801,0.6630
574,mats,0.7800,0.6472
575,cois,0.7800,0.6087
576,queflion,0.7800,0.5184
577,penible,0.7800,0.7053
578,éta,0.7795,0.5739
579,l'ac,0.7792,0.7270
580,dv,0.7792,0.5261
581,ima,0.7791,0.6900
582,autrement,0.7791,0.8224
583,lib,0.7790,0.6217
584,fauf,0.7788,0.6947
585,voi,0.7788,0.5431
586,pouvoir,0.7786,0.6969
587,pies,0.7786,0.4872
588,consommer,0.7785,0.6553
589,obli,0.7784,0.7448
590,nient,0.7781,0.6150
591,l'emploi,0.7778,0.5353
592,za,0.7778,0.5190
593,sonne,0.7777,0.6364
594,bn,0.7777,0.6438
595,mage,0.7776,0.6684
596,trai,0.7776,0.6442
597,ordonnez,0.7773,0.5118
598,rance,0.7773,0.6633
599,usances,0.7771,0.6799
600,mylord,0.7768,0.5859
601,eul,0.7760,0.6980
602,anti,0.7756,0.6353
603,rour,0.7755,0.6899
604,bri,0.7754,0.6070
605,d'a,0.7753,0.6162
606,emi,0.7752,0.5942
607,dez,0.7748,0.6309
608,cles,0.7748,0.6309
609,d'orient,0.7748,0.6653
610,commc,0.7747,0.6938
611,suiv,0.7747,0.6545
612,person,0.7747,0.6453
613,d'ef,0.7746,0.6143
614,ruption,0.7746,0.5906
615,timons,0.7745,0.6260
616,propos,0.7745,0.7826
617,rele,0.7745,0.7026
618,fa,0.7743,0.6146
619,l'u,0.7743,0.6378
620,miers,0.7739,0.6690
621,vôtre,0.7737,0.6995
622,jugeant,0.7737,0.5488
623,d'ordre,0.7737,0.6288
624,ainli,0.7734,0.5752
625,onne,0.7733,0.6547
626,d'ex,0.7733,0.7092
627,d'inquiétude,0.7733,0.6019
628,dessein,0.7730,0.6901
629,dre,0.7729,0.6736
630,avi,0.7728,0.5981
631,entiérement,0.7725,0.5836
632,préferer,0.7722,0.6031
633,ali,0.7720,0.6397
634,lord,0.7720,0.5477
635,ser,0.7718,0.6945
636,cune,0.7717,0.6863
637,convie,0.7715,0.7191
638,lant,0.7714,0.6683
639,appellant,0.7712,0.5470
640,iais,0.7711,0.6726
641,arrière,0.7711,0.5764
642,doc,0.7711,0.5986
643,l'h,0.7710,0.6296
644,utique,0.7706,0.5867
645,comm,0.7705,0.6562
646,veille,0.7704,0.7377
647,s'engage,0.7704,0.6866
648,l'ou,0.7703,0.7372
649,pens,0.7703,0.5703
650,tra,0.7702,0.7660
651,d'avancer,0.7699,0.5704
652,pire,0.7699,0.6331
653,comn,0.7696,0.6332
654,lam,0.7694,0.5711
655,lifte,0.7692,0.6633
656,affranchis,0.7692,0.5159
657,choi,0.7689,0.6432
658,att,0.7689,0.5987
659,traitement,0.7688,0.4366
660,nme,0.7688,0.6329
661,sp,0.7684,0.5753
662,entieres,0.7679,0.7053
663,recon,0.7679,0.6626
664,rebellion,0.7674,0.5301
665,personnellement,0.7673,0.6435
666,plin,0.7673,0.6061
667,eq,0.7673,0.6140
668,dars,0.7673,0.6800
669,pals,0.7672,0.6521
670,vifs,0.7670,0.6866
671,niais,0.7667,0.6762
672,étran,0.7666,0.7125
673,cé,0.7665,0.6747
674,aujour,0.7664,0.8157
675,correction,0.7663,0.6377
676,sau,0.7659,0.7383
677,fet,0.7658,0.6056
678,contrai,0.7657,0.6702
679,régie,0.7656,0.4886
680,l'esclavage,0.7655,0.5599
681,qu'ily,0.7654,0.8089
682,qu'u,0.7653,0.5779
683,fia,0.7653,0.5471
684,commune,0.7653,0.7294
685,seindre,0.7652,0.6260
686,mercure,0.7652,0.7022
687,cier,0.7652,0.6627
688,cement,0.7651,0.6078
689,souverainement,0.7649,0.7323
690,gez,0.7647,0.6133
691,mul,0.7646,0.5937
692,d'exercice,0.7646,0.6498
693,l'hon,0.7646,0.7405
694,l'orateur,0.7646,0.5969
695,fabriquer,0.7645,0.6668
696,supprimer,0.7645,0.4781
697,sacri,0.7642,0.6297
698,aisez,0.7640,0.6540
699,ven,0.7636,0.6293
700,tariere,0.7636,0.5797
701,retardement,0.7636,0.6467
702,pal,0.7635,0.6903
703,barre,0.7635,0.6257
704,peti,0.7634,0.6333
705,quar,0.7633,0.5987
706,formant,0.7633,0.4986
707,orner,0.7632,0.5978
708,paf,0.7630,0.7255
709,pa,0.7629,0.7272
710,plit,0.7629,0.6819
711,dona,0.7629,0.5933
712,mne,0.7627,0.5978
713,plaute,0.7627,0.6197
714,var,0.7627,0.6208
715,diffi,0.7621,0.6566
716,ede,0.7620,0.5759
717,sie,0.7618,0.6058
718,mence,0.7618,0.7411
719,adoré,0.7616,0.6499
720,tion,0.7614,0.7216
721,live,0.7612,0.6311
722,régulier,0.7611,0.5123
723,charte,0.7611,0.4855
724,pié,0.7609,0.5291
725,atre,0.7609,0.5624
726,pons,0.7608,0.5977
727,tendant,0.7606,0.6046
728,dç,0.7605,0.7095
729,lais,0.7605,0.6812
730,ob,0.7604,0.6486
731,propo,0.7603,0.6000
732,scn,0.7603,0.6548
733,celi,0.7602,0.6516
734,hauts,0.7602,0.7190
735,virginie,0.7600,0.6223
736,intérieurs,0.7599,0.5791
737,l'âge,0.7598,0.7938
738,dig,0.7594,0.5315
739,touchez,0.7593,0.5037
740,d'état,0.7593,0.5954
741,tentation,0.7593,0.5685
742,diffus,0.7592,0.5972
743,fauve,0.7592,0.6025
744,necessairement,0.7592,0.5842
745,quent,0.7592,0.6191
746,refe,0.7590,0.6133
747,d'action,0.7589,0.6125
748,verges,0.7589,0.4996
749,provi,0.7588,0.6707
750,traîner,0.7587,0.6567
751,fidéle,0.7586,0.5751
752,cant,0.7585,0.6830
753,sil,0.7585,0.6222
754,quoi,0.7585,0.5694
755,demandeurs,0.7585,0.4380
756,rap,0.7582,0.6114
757,condi,0.7582,0.6296
758,paré,0.7581,0.7253
759,alle,0.7581,0.6031
760,reduits,0.7579,0.5651
761,siéme,0.7579,0.6160
762,encre,0.7577,0.6289
763,d'effet,0.7577,0.7220
764,intérieure,0.7575,0.5158
765,signa,0.7575,0.5759
766,ny,0.7575,0.5552
767,ref,0.7572,0.6584
768,lifez,0.7571,0.6544
769,éc,0.7569,0.6622
770,hector,0.7568,0.5973
771,souhait,0.7567,0.6473
772,tans,0.7567,0.6847
773,réalité,0.7567,0.4757
774,populaire,0.7567,0.5626
775,neur,0.7566,0.6661
776,titans,0.7565,0.5907
777,reconnoissances,0.7561,0.6747
778,maurice,0.7560,0.5769
779,actuelle,0.7560,0.5512
780,déformais,0.7559,0.5883
781,té,0.7559,0.5937
782,finon,0.7558,0.6350
783,tere,0.7557,0.6352
784,pare,0.7556,0.5784
785,l'agriculture,0.7556,0.5202
786,jointe,0.7556,0.6830
787,lequelles,0.7555,0.6747
788,gene,0.7554,0.6668
789,gran,0.7554,0.6885
790,ay,0.7552,0.4939
791,tranquilité,0.7551,0.6558
792,applicable,0.7551,0.4647
793,noblement,0.7550,0.6365
794,abord,0.7548,0.5446
795,pin,0.7547,0.5446
796,entier,0.7547,0.7235
797,coit,0.7545,0.6256
798,refait,0.7544,0.6689
799,tances,0.7544,0.5317
800,bli,0.7541,0.6730
801,lau,0.7541,0.6333
802,l'épreuve,0.7540,0.5469
803,notamment,0.7540,0.4685
804,d'honneurs,0.7540,0.6759
805,nmais,0.7538,0.7166
806,gie,0.7537,0.6616
807,vj,0.7537,0.7285
808,vies,0.7536,0.6775
809,imais,0.7536,0.7104
810,accoutumé,0.7536,0.6105
811,travaillant,0.7535,0.6073
812,caprice,0.7534,0.6661
813,inon,0.7534,0.7006
814,secrettement,0.7533,0.5814
815,detail,0.7533,0.5900
816,vice,0.7532,0.5893
817,exprès,0.7532,0.7619
818,infaillibles,0.7531,0.5821
819,contrefaire,0.7529,0.6721
820,l'observation,0.7528,0.5264
821,prochain,0.7526,0.7547
822,franchement,0.7526,0.7367
823,mire,0.7525,0.6460
824,judiciaire,0.7525,0.5839
825,dispo,0.7523,0.6624
826,nommez,0.7522,0.4588
827,fan,0.7519,0.6621
828,tem,0.7519,0.6523
829,ponr,0.7518,0.6861
830,franche,0.7516,0.6968
831,libertinage,0.7516,0.5189
832,parceque,0.7514,0.6192
833,refie,0.7514,0.5863
834,nota,0.7513,0.5629
835,rel,0.7513,0.6575
836,britannique,0.7512,0.5855
837,nons,0.7511,0.5686
838,franc,0.7511,0.6157
839,chant,0.7511,0.5457
840,crain,0.7508,0.5825
841,ter,0.7506,0.6716
842,cere,0.7505,0.6129
843,velles,0.7505,0.6756
844,mée,0.7504,0.6284
845,ence,0.7503,0.6139
846,seulement,0.7502,0.6403
847,ina,0.7502,0.5394
848,notables,0.7497,0.4821
849,mêmc,0.7497,0.7336
850,querir,0.7496,0.6383
851,neutre,0.7496,0.6507
852,ement,0.7495,0.6394
853,fue,0.7495,0.6123
854,rime,0.7495,0.6198
855,l'iniquité,0.7494,0.6438
856,palme,0.7493,0.5408
857,d'où,0.7493,0.7446
858,ciers,0.7492,0.6616
859,dance,0.7492,0.6349
860,vien,0.7491,0.6213
861,zemble,0.7489,0.6276
862,rout,0.7488,0.6485
863,pagine,0.7487,0.6218
864,vre,0.7487,0.7371
865,re,0.7487,0.6364
866,tierce,0.7487,0.6428
867,refuite,0.7486,0.6655
868,remede,0.7486,0.6332
869,triple,0.7485,0.5902
870,qu'o,0.7485,0.6446
871,qu'aujourd'hui,0.7484,0.6670
872,délivrance,0.7483,0.6732
873,aufl,0.7482,0.6282
874,enée,0.7482,0.6673
875,pie,0.7482,0.6322
876,mou,0.7481,0.6768
877,incertain,0.7481,0.6997
878,cré,0.7480,0.6492
879,qua,0.7478,0.6060
880,l'entreprise,0.7478,0.4964
881,confi,0.7477,0.6522
882,ménie,0.7476,0.7001
883,neurs,0.7475,0.7850
884,desa,0.7474,0.6934
885,érant,0.7474,0.7130
886,d'usage,0.7471,0.4784
887,sai,0.7471,0.4651
888,defi,0.7471,0.6534
889,vague,0.7470,0.5223
890,dej,0.7470,0.6284
891,unifie,0.7469,0.6841
892,l'événement,0.7469,0.5373
