rank,word,drift_global,drift_moyen
3969,conclusion,0.6107,0.6017
3970,abandonna,0.6107,0.5445
3971,tranquilles,0.6107,0.4695
3972,jeûne,0.6106,0.6724
3973,furies,0.6106,0.6205
3974,dux,0.6106,0.5310
3975,membre,0.6106,0.5036
3976,super,0.6106,0.5550
3977,dt,0.6106,0.4820
3978,poudres,0.6106,0.4563
3979,cloître,0.6106,0.4764
3980,tonne,0.6105,0.5535
3981,general,0.6105,0.5056
3982,profondes,0.6105,0.3999
3983,rle,0.6105,0.5260
3984,normandie,0.6104,0.5227
3985,enceinte,0.6103,0.5891
3986,icl,0.6103,0.5204
3987,ei,0.6102,0.4720
3988,hautes,0.6101,0.6248
3989,es,0.6101,0.4369
3990,l'afie,0.6101,0.5170
3991,l'humilité,0.6101,0.5908
3992,pardevant,0.6100,0.6149
3993,proserpine,0.6100,0.4766
3994,traversé,0.6100,0.6451
3995,purifier,0.6100,0.5777
3996,destruction,0.6099,0.4309
3997,ombres,0.6099,0.5376
3998,pratiquée,0.6099,0.5414
3999,ens,0.6098,0.5375
4000,saie,0.6098,0.6824
4001,hol,0.6098,0.5532
4002,tt,0.6097,0.5523
4003,corinthe,0.6097,0.5162
4004,out,0.6096,0.5794
4005,qu'alors,0.6096,0.5330
4006,ome,0.6095,0.5944
4007,riens,0.6095,0.5654
4008,baleine,0.6095,0.6918
4009,ingrate,0.6094,0.5764
4010,brusque,0.6094,0.5041
4011,chacun,0.6094,0.6273
4012,rient,0.6094,0.6066
4013,condition,0.6093,0.6103
4014,pairs,0.6093,0.5628
4015,ridicule,0.6092,0.6432
4016,pret,0.6092,0.7718
4017,forger,0.6092,0.6085
4018,convint,0.6092,0.5904
4019,rotterdam,0.6091,0.5213
4020,habitudes,0.6091,0.3786
4021,etant,0.6090,0.5629
4022,attribut,0.6090,0.4954
4023,mangeant,0.6089,0.6294
4024,droit,0.6089,0.5678
4025,iun,0.6089,0.5502
4026,valois,0.6088,0.5106
4027,beau,0.6088,0.6007
4028,ois,0.6087,0.4963
4029,retrouve,0.6087,0.3644
4030,cuite,0.6087,0.4726
4031,marche,0.6087,0.5853
4032,membres,0.6086,0.6297
4033,système,0.6086,0.4260
4034,cetter,0.6085,0.5665
4035,colle,0.6085,0.5123
4036,cap,0.6085,0.5814
4037,opera,0.6084,0.5997
4038,publics,0.6084,0.5727
4039,relevée,0.6084,0.5072
4040,enregistrées,0.6084,0.4061
4041,arabes,0.6084,0.4785
4042,oil,0.6083,0.5614
4043,fidelité,0.6083,0.5309
4044,recommencer,0.6083,0.5692
4045,envoye,0.6082,0.6046
4046,dil,0.6082,0.5376
4047,crient,0.6082,0.4724
4048,cessez,0.6082,0.5457
4049,domine,0.6081,0.4867
4050,retenus,0.6081,0.4813
4051,uf,0.6081,0.5732
4052,hauteurs,0.6081,0.4210
4053,agir,0.6080,0.6069
4054,l'exercice,0.6080,0.5041
4055,sales,0.6079,0.5812
4056,étrangère,0.6079,0.4789
4057,politique,0.6079,0.4342
4058,berry,0.6079,0.6079
4059,délais,0.6079,0.5867
4060,palatin,0.6078,0.5252
4061,foibles,0.6078,0.5608
4062,l'apprendre,0.6078,0.6051
4063,ys,0.6077,0.5113
4064,débiter,0.6077,0.6669
4065,s'empare,0.6077,0.4883
4066,amen,0.6077,0.5349
4067,parfums,0.6077,0.5188
4068,mystere,0.6076,0.5118
4069,récompenses,0.6076,0.6454
4070,face,0.6076,0.4991
4071,passées,0.6075,0.5894
4072,venus,0.6075,0.4336
4073,éternels,0.6075,0.5316
4074,choisies,0.6075,0.4743
4075,cra,0.6075,0.6025
4076,chaîne,0.6074,0.5914
4077,éclairée,0.6074,0.4720
4078,monstre,0.6074,0.5285
4079,indemnité,0.6074,0.6505
4080,qti,0.6074,0.5190
4081,aires,0.6073,0.6330
4082,lanterne,0.6073,0.4815
4083,sente,0.6073,0.5311
4084,ultra,0.6073,0.3866
4085,sureté,0.6072,0.4533
4086,familier,0.6072,0.6111
4087,concourir,0.6072,0.4498
4088,l'orage,0.6071,0.5330
4089,concorde,0.6071,0.5345
4090,ennuyeux,0.6071,0.6310
4091,mahomet,0.6070,0.5536
4092,in,0.6070,0.5003
4093,iin,0.6070,0.5100
4094,cclle,0.6070,0.5951
4095,venans,0.6069,0.5761
4096,iti,0.6068,0.4867
4097,aimant,0.6067,0.5458
4098,s'expliquer,0.6067,0.5673
4099,dles,0.6067,0.5361
4100,d'étonnement,0.6066,0.6373
4101,l'acte,0.6066,0.5325
4102,u'il,0.6066,0.5196
4103,connoissancen,0.6065,0.4687
4104,flir,0.6065,0.5906
4105,ingénieux,0.6065,0.6013
4106,souffrir,0.6065,0.6509
4107,sea,0.6065,0.6346
4108,prévu,0.6065,0.5597
4109,l'exclusion,0.6064,0.5499
4110,ine,0.6064,0.5351
4111,dissertation,0.6064,0.6692
4112,ht,0.6063,0.5547
4113,d'envie,0.6063,0.5575
4114,ccttc,0.6062,0.6246
4115,briser,0.6061,0.6050
4116,ot,0.6061,0.4975
4117,abondamment,0.6061,0.6033
4118,tragedie,0.6061,0.5615
4119,rompit,0.6061,0.5910
4120,perfection,0.6061,0.4202
4121,d'albe,0.6060,0.5815
4122,employa,0.6060,0.5475
4123,l'honnêteté,0.6060,0.5741
4124,epitre,0.6059,0.4670
4125,bénéfice,0.6059,0.5282
4126,souffre,0.6059,0.5972
4127,comp,0.6058,0.5812
4128,prince,0.6057,0.6055
4129,l'administration,0.6057,0.4303
4130,double,0.6057,0.4600
4131,concert,0.6056,0.5640
4132,attention,0.6055,0.6375
4133,cni,0.6055,0.5336
4134,citez,0.6055,0.4551
4135,presque,0.6054,0.4987
4136,quelconque,0.6054,0.4451
4137,anonyme,0.6053,0.4982
4138,chargés,0.6053,0.4275
4139,rr,0.6053,0.5236
4140,opposé,0.6053,0.5586
4141,colin,0.6052,0.5309
4142,l'importance,0.6052,0.5211
4143,vacations,0.6052,0.5241
4144,commencement,0.6052,0.6084
4145,villiers,0.6051,0.5765
4146,posent,0.6051,0.6002
4147,l'etat,0.6051,0.4053
4148,ceu,0.6051,0.5712
4149,objet,0.6050,0.6691
4150,prolonger,0.6050,0.5695
4151,vertueuse,0.6049,0.5510
4152,détourne,0.6048,0.4771
4153,s'amuser,0.6048,0.5505
4154,incommodé,0.6048,0.5567
4155,plonger,0.6048,0.5986
4156,longueurs,0.6048,0.4740
4157,qu'ainsi,0.6047,0.5414
4158,batailles,0.6047,0.5404
4159,indubitable,0.6047,0.4935
4160,converti,0.6047,0.4914
4161,work,0.6046,0.2687
4162,j'estime,0.6046,0.6015
4163,reputation,0.6046,0.6101
4164,prudens,0.6045,0.5111
4165,perle,0.6045,0.5297
4166,offrant,0.6044,0.4289
4167,obtenue,0.6044,0.4067
4168,l'extrême,0.6044,0.5425
4169,if,0.6043,0.5699
4170,motif,0.6043,0.5284
4171,perfides,0.6043,0.4554
4172,defendre,0.6043,0.5093
4173,sentiers,0.6043,0.6972
4174,commençant,0.6043,0.5705
4175,par,0.6043,0.5070
4176,prévention,0.6042,0.4344
4177,reg,0.6041,0.5099
4178,eb,0.6041,0.5231
4179,vot,0.6040,0.5720
4180,assurances,0.6040,0.6061
4181,joignez,0.6040,0.6519
4182,caractere,0.6040,0.5030
4183,feaux,0.6040,0.5971
4184,relier,0.6039,0.5837
4185,prescrire,0.6039,0.5908
4186,contrôle,0.6039,0.4680
4187,aii,0.6038,0.5277
4188,admettre,0.6038,0.5147
4189,aflez,0.6038,0.5258
4190,dlu,0.6038,0.4828
4191,trace,0.6038,0.4589
4192,l'urine,0.6038,0.5310
4193,d'or,0.6037,0.5318
4194,aiu,0.6037,0.5632
4195,alexandrie,0.6036,0.4725
4196,d'affaires,0.6036,0.5336
4197,rl,0.6035,0.4798
4198,peinture,0.6035,0.5599
4199,ars,0.6035,0.5218
4200,confirme,0.6035,0.5629
4201,vulgaire,0.6035,0.4828
4202,conserva,0.6034,0.6243
4203,sérieux,0.6034,0.5650
4204,tées,0.6034,0.5300
4205,lorsqu,0.6034,0.5008
4206,charme,0.6034,0.6631
4207,d'élever,0.6033,0.5074
4208,supérieurs,0.6033,0.4492
4209,dénomination,0.6033,0.3965
4210,généralement,0.6032,0.4990
4211,fain,0.6032,0.5945
4212,capitales,0.6031,0.5043
4213,verser,0.6031,0.5542
4214,sauvez,0.6030,0.5638
4215,elc,0.6030,0.6309
4216,lande,0.6029,0.5456
4217,franchise,0.6029,0.5007
4218,ud,0.6029,0.4782
4219,asie,0.6029,0.4718
4220,imparfait,0.6029,0.5320
4221,texte,0.6028,0.6487
4222,rate,0.6028,0.6786
4223,mala,0.6028,0.5430
4224,pénitence,0.6028,0.6624
4225,aucunement,0.6028,0.5434
4226,mp,0.6028,0.4967
4227,suivans,0.6027,0.5260
4228,réelle,0.6027,0.4238
4229,poursuivis,0.6027,0.4678
4230,iy,0.6027,0.5101
4231,parmi,0.6027,0.5426
4232,murmure,0.6027,0.6551
4233,rio,0.6026,0.5322
4234,uis,0.6026,0.4556
4235,qu'enfin,0.6025,0.5618
4236,fâcheuse,0.6025,0.6452
4237,paste,0.6025,0.5401
4238,ar,0.6025,0.6501
4239,chargées,0.6025,0.4238
4240,erat,0.6025,0.5137
4241,tn,0.6025,0.5293
4242,enleva,0.6024,0.5829
4243,sr,0.6024,0.5196
4244,scr,0.6024,0.5440
4245,jl,0.6024,0.5396
4246,voitures,0.6024,0.5755
4247,filr,0.6024,0.5903
4248,s'attirer,0.6023,0.5041
4249,l'écriture,0.6023,0.5942
4250,czar,0.6023,0.5563
4251,dec,0.6023,0.5095
4252,créer,0.6023,0.4845
4253,quiconque,0.6023,0.5783
4254,xiv,0.6023,0.6528
4255,particulierement,0.6023,0.5771
4256,bol,0.6022,0.5144
4257,fermées,0.6022,0.4770
4258,cambrai,0.6022,0.5411
4259,trompettes,0.6022,0.5630
4260,cabinets,0.6021,0.5576
4261,sj,0.6021,0.5234
4262,trahison,0.6021,0.4472
4263,lci,0.6020,0.5139
4264,guy,0.6020,0.4781
4265,bouche,0.6020,0.5864
4266,martial,0.6020,0.5303
4267,vivere,0.6019,0.4297
4268,durable,0.6018,0.4414
4269,cum,0.6018,0.5517
4270,d'obtenir,0.6018,0.5880
4271,modérer,0.6017,0.5046
4272,lifant,0.6017,0.5256
4273,domo,0.6017,0.3744
4274,quoiqu'ils,0.6016,0.4610
4275,faction,0.6016,0.5338
4276,favorite,0.6016,0.5811
4277,mêmes,0.6016,0.4318
4278,marquée,0.6016,0.6250
4279,liir,0.6014,0.5904
4280,nouvelle,0.6014,0.4785
4281,cli,0.6013,0.5431
4282,nor,0.6013,0.6140
4283,principale,0.6013,0.6173
4284,devenu,0.6013,0.5995
4285,devenues,0.6012,0.4229
4286,pui,0.6011,0.5803
4287,éloignés,0.6011,0.4077
4288,vivans,0.6011,0.4942
4289,vicomte,0.6010,0.5052
4290,can,0.6010,0.5575
4291,impie,0.6010,0.4447
4292,annibal,0.6010,0.4840
4293,tei,0.6010,0.5238
4294,epître,0.6010,0.4599
4295,devine,0.6009,0.5054
4296,cui,0.6009,0.5206
4297,altesse,0.6009,0.6406
4298,samuel,0.6009,0.5466
4299,emporte,0.6009,0.4462
4300,inconnus,0.6009,0.4259
4301,germe,0.6009,0.4915
4302,dauphine,0.6008,0.5512
4303,nt,0.6008,0.4192
4304,erl,0.6007,0.5908
4305,quela,0.6007,0.6159
4306,rn,0.6007,0.4721
4307,remporter,0.6006,0.4824
4308,quarte,0.6006,0.6434
4309,nen,0.6006,0.5569
4310,notre,0.6005,0.4572
4311,l'équité,0.6004,0.4529
4312,recevez,0.6004,0.5137
4313,rames,0.6004,0.4778
4314,trahi,0.6004,0.5267
4315,d'horace,0.6004,0.5182
4316,intelligences,0.6003,0.4557
4317,thrace,0.6003,0.4466
4318,recueillir,0.6003,0.5072
4319,pafler,0.6002,0.4563
4320,concerne,0.6002,0.5068
4321,revient,0.6001,0.6606
4322,eas,0.6001,0.4896
4323,l'intendant,0.6001,0.5822
4324,baux,0.6000,0.5656
4325,gu,0.6000,0.5043
4326,lles,0.5999,0.4836
4327,m'arrêter,0.5999,0.4996
4328,mentir,0.5999,0.5064
4329,portât,0.5999,0.4357
4330,tions,0.5998,0.5055
4331,mines,0.5998,0.5202
4332,civils,0.5998,0.5199
4333,constante,0.5998,0.3931
4334,nobles,0.5998,0.5997
4335,rie,0.5998,0.6619
4336,d'expérience,0.5997,0.6395
4337,statut,0.5997,0.6204
4338,indifférent,0.5996,0.6038
4339,toucha,0.5996,0.5489
4340,sl,0.5996,0.5008
4341,rapportant,0.5995,0.4898
4342,rhodes,0.5995,0.5140
4343,babylone,0.5995,0.5533
4344,ius,0.5994,0.5245
4345,turent,0.5994,0.4925
4346,refsemblance,0.5994,0.5410
4347,bel,0.5994,0.4020
4348,vel,0.5994,0.5924
4349,pernicieux,0.5994,0.5163
4350,cavalier,0.5994,0.6504
4351,d'alexandrie,0.5993,0.4798
4352,audi,0.5993,0.7361
4353,chine,0.5993,0.4883
4354,d'egypte,0.5993,0.5031
4355,veaux,0.5992,0.5629
4356,restituer,0.5992,0.5600
4357,forains,0.5992,0.5048
4358,magie,0.5991,0.5415
4359,chauve,0.5991,0.6032
4360,rec,0.5991,0.5802
4361,crû,0.5990,0.4276
4362,l'espérance,0.5990,0.4602
4363,depens,0.5990,0.4954
4364,défunt,0.5990,0.5938
4365,teau,0.5990,0.5292
4366,sacrée,0.5989,0.5046
4367,l'execution,0.5989,0.5947
4368,rcr,0.5989,0.5191
4369,confié,0.5988,0.5462
4370,conversion,0.5987,0.5017
4371,exposée,0.5987,0.5180
4372,cos,0.5987,0.6049
4373,bes,0.5987,0.5563
4374,pompes,0.5987,0.5069
4375,tenue,0.5987,0.5700
4376,certe,0.5986,0.5147
4377,nd,0.5986,0.5049
4378,made,0.5986,0.5597
4379,idu,0.5986,0.5575
4380,blaise,0.5986,0.5066
4381,contenterai,0.5985,0.5787
4382,athenes,0.5985,0.5144
4383,exposez,0.5985,0.6072
4384,ruine,0.5985,0.4611
4385,talents,0.5984,0.5698
4386,disciple,0.5984,0.5687
4387,d'écouter,0.5984,0.5010
4388,tranquillement,0.5984,0.6290
4389,denier,0.5984,0.5415
4390,fro,0.5983,0.5981
4391,commercy,0.5983,0.5893
4392,exemplaires,0.5983,0.5406
4393,feux,0.5983,0.4320
4394,adoucir,0.5982,0.5332
4395,prisonnier,0.5982,0.5357
4396,servie,0.5981,0.5272
4397,fauxbourgs,0.5981,0.4729
4398,m'en,0.5981,0.5971
4399,soupçonné,0.5980,0.4668
4400,ration,0.5980,0.5906
4401,superieurs,0.5980,0.5197
4402,noient,0.5980,0.4728
4403,icelle,0.5980,0.4715
4404,vertu,0.5979,0.6097
4405,ure,0.5979,0.5739
4406,rt,0.5979,0.4480
4407,ailleurs,0.5979,0.5035
4408,exigent,0.5979,0.3263
4409,sorties,0.5979,0.5254
4410,contracter,0.5979,0.4804
4411,roule,0.5979,0.4433
4412,jourd'hui,0.5978,0.4128
4413,j'en,0.5977,0.5406
4414,égales,0.5977,0.5802
4415,etat,0.5977,0.5033
4416,clairement,0.5976,0.5365
4417,l'action,0.5976,0.6121
4418,portés,0.5976,0.4140
4419,cec,0.5975,0.4683
4420,mat,0.5975,0.5955
4421,énorme,0.5974,0.5667
4422,insulter,0.5974,0.5472
4423,cendre,0.5974,0.5981
4424,habiles,0.5974,0.5732
4425,melius,0.5973,0.4298
4426,complice,0.5972,0.4876
4427,provincial,0.5972,0.5355
4428,gentils,0.5972,0.7404
4429,retranché,0.5972,0.6383
4430,livra,0.5972,0.5263
4431,impunément,0.5971,0.5031
4432,risque,0.5971,0.6232
4433,clos,0.5970,0.5960
4434,fail,0.5970,0.6109
4435,merci,0.5970,0.4912
4436,corrompus,0.5970,0.4529
4437,baguette,0.5969,0.4956
4438,certitude,0.5969,0.4135
4439,cp,0.5968,0.5292
4440,mai,0.5968,0.4763
4441,fot,0.5968,0.5419
4442,grenade,0.5968,0.4873
4443,immense,0.5967,0.4054
4444,ordonnant,0.5966,0.4779
4445,lj,0.5966,0.5059
4446,juf,0.5966,0.5248
4447,renouvelle,0.5966,0.5065
4448,polr,0.5966,0.5598
4449,faux,0.5965,0.5872
4450,préféré,0.5965,0.4083
4451,dérobé,0.5964,0.5479
4452,vices,0.5964,0.4612
4453,recouvrer,0.5964,0.5310
4454,directement,0.5964,0.5089
4455,levées,0.5964,0.5974
4456,seules,0.5964,0.5652
4457,ji,0.5963,0.5160
4458,surmonter,0.5963,0.4730
4459,refle,0.5962,0.5129
4460,vallon,0.5962,0.4077
4461,sss,0.5962,0.5377
4462,pio,0.5962,0.5202
4463,rançon,0.5962,0.6474
4464,desir,0.5962,0.5504
4465,vieil,0.5962,0.5518
4466,los,0.5962,0.6118
4467,efe,0.5961,0.4322
4468,danses,0.5961,0.6960
4469,voyes,0.5961,0.4391
4470,chr,0.5961,0.5176
4471,iln,0.5960,0.4859
4472,manier,0.5960,0.5087
4473,mores,0.5959,0.5708
4474,adresse,0.5959,0.4391
4475,d'entrée,0.5958,0.6002
4476,iit,0.5958,0.5170
4477,fraîche,0.5958,0.4833
4478,grands,0.5957,0.5488
4479,cabale,0.5957,0.4559
4480,corrompre,0.5956,0.4727
4481,cit,0.5956,0.4883
4482,l'obliger,0.5955,0.5640
4483,réunir,0.5955,0.5718
4484,entretenus,0.5955,0.4519
4485,bienséance,0.5955,0.5004
4486,continuation,0.5955,0.6953
4487,qut,0.5954,0.6008
4488,remonter,0.5954,0.5807
4489,mages,0.5954,0.6439
4490,mile,0.5954,0.5845
4491,profita,0.5953,0.6053
4492,execution,0.5953,0.5788
4493,d'avantage,0.5953,0.5391
4494,zl,0.5952,0.5056
4495,inonde,0.5952,0.6535
4496,tués,0.5952,0.6770
4497,restes,0.5952,0.6330
4498,révolution,0.5951,0.3648
4499,retarder,0.5951,0.5576
4500,qu'y,0.5951,0.5127
4501,meme,0.5951,0.5758
4502,rit,0.5951,0.4837
4503,gueur,0.5950,0.6574
4504,obligeant,0.5950,0.5748
4505,uniquement,0.5950,0.5154
4506,avantageuses,0.5950,0.5505
4507,sortoit,0.5950,0.5434
4508,seul,0.5950,0.5732
4509,d'europe,0.5949,0.5255
4510,éclate,0.5949,0.4644
4511,courons,0.5949,0.5825
4512,réfléchir,0.5948,0.5031
4513,fincere,0.5947,0.4679
4514,scrupule,0.5947,0.5846
4515,rétablis,0.5947,0.4896
4516,ete,0.5947,0.4631
4517,cett,0.5947,0.5933
4518,spectateurs,0.5947,0.5948
4519,chantons,0.5947,0.6279
4520,abattre,0.5947,0.5702
4521,as,0.5947,0.4999
4522,ux,0.5946,0.5117
4523,sens,0.5946,0.5472
4524,foutenu,0.5945,0.4372
4525,iui,0.5945,0.5641
4526,t'elle,0.5945,0.5452
4527,clairs,0.5945,0.5268
4528,requise,0.5944,0.5102
4529,générale,0.5944,0.4031
4530,cai,0.5944,0.4854
4531,reduit,0.5944,0.5257
4532,remarquable,0.5944,0.6558
4533,ecoles,0.5943,0.4897
4534,commande,0.5943,0.6539
4535,termina,0.5942,0.4797
4536,baltique,0.5942,0.6544
4537,lous,0.5942,0.4866
4538,acquit,0.5942,0.5171
4539,équitables,0.5942,0.5003
4540,blan,0.5942,0.5627
4541,mariages,0.5942,0.6003
4542,entraîner,0.5942,0.4709
4543,colbert,0.5941,0.6233
4544,term,0.5941,0.4699
4545,solution,0.5941,0.6654
4546,jurer,0.5941,0.6296
4547,estimée,0.5941,0.5310
4548,eie,0.5940,0.5668
4549,fatigue,0.5940,0.6201
4550,éclatant,0.5940,0.4908
4551,posé,0.5940,0.4331
4552,acc,0.5940,0.5587
4553,voile,0.5939,0.5895
4554,gravité,0.5939,0.6745
4555,tic,0.5939,0.5404
4556,temporelles,0.5939,0.5434
4557,distinguée,0.5939,0.5307
4558,xxi,0.5938,0.6582
4559,positivement,0.5938,0.6667
4560,éteint,0.5937,0.5874
4561,valut,0.5937,0.4269
4562,rétabli,0.5937,0.5431
4563,caule,0.5936,0.6239
4564,rut,0.5936,0.5638
4565,tp,0.5936,0.4859
4566,danis,0.5936,0.5800
4567,levée,0.5936,0.5911
4568,teste,0.5935,0.3599
4569,l'étude,0.5935,0.6383
4570,s'éleva,0.5935,0.6168
4571,couvert,0.5935,0.5429
4572,nouvellement,0.5934,0.5061
4573,inl,0.5934,0.4747
4574,débit,0.5934,0.5924
4575,fiat,0.5934,0.4533
4576,dix,0.5933,0.5089
4577,nécessairement,0.5933,0.4524
4578,acte,0.5932,0.5530
4579,lie,0.5932,0.5582
4580,travaillez,0.5932,0.5265
4581,rom,0.5931,0.5849
4582,lons,0.5931,0.5873
4583,amer,0.5931,0.5888
4584,sit,0.5930,0.5677
4585,goûté,0.5930,0.5535
4586,mali,0.5929,0.4914
4587,cadets,0.5929,0.5567
4588,jan,0.5929,0.5609
4589,fo,0.5928,0.5902
4590,coins,0.5928,0.4674
4591,serrer,0.5928,0.5816
4592,abon,0.5928,0.5791
4593,miles,0.5928,0.5798
4594,serein,0.5928,0.4858
4595,celebre,0.5927,0.5000
4596,outrages,0.5927,0.4227
4597,ur,0.5926,0.5317
4598,gc,0.5926,0.5247
4599,quentin,0.5926,0.4806
4600,parcequ'il,0.5926,0.5560
4601,fameux,0.5925,0.4960
4602,chretiens,0.5925,0.5651
4603,l'impression,0.5925,0.6271
4604,tenant,0.5925,0.5583
4605,surtout,0.5925,0.4598
4606,publiques,0.5925,0.6099
4607,flambeau,0.5924,0.5562
4608,quee,0.5924,0.5262
4609,expier,0.5924,0.4832
4610,genéraux,0.5924,0.4878
4611,fel,0.5924,0.4750
4612,cause,0.5924,0.5573
4613,ecole,0.5923,0.5986
4614,obligations,0.5923,0.5415
4615,traitans,0.5922,0.5695
4616,ost,0.5922,0.6612
4617,arpent,0.5922,0.5505
4618,fiant,0.5921,0.5760
4619,iis,0.5921,0.4779
4620,del,0.5920,0.6502
4621,tz,0.5920,0.4651
4622,ite,0.5920,0.5298
4623,mortification,0.5920,0.6350
4624,taillée,0.5919,0.5969
4625,absolument,0.5919,0.4864
4626,ini,0.5919,0.5023
4627,lde,0.5919,0.5179
4628,compofé,0.5918,0.5400
4629,singe,0.5918,0.5132
4630,tranquille,0.5918,0.4482
4631,dais,0.5918,0.5172
4632,lasser,0.5917,0.4722
4633,imposer,0.5917,0.6040
4634,démêler,0.5917,0.5983
4635,dommage,0.5917,0.5017
4636,laville,0.5917,0.5337
4637,suffisante,0.5917,0.5624
4638,l'air,0.5917,0.6191
4639,violentes,0.5917,0.4193
4640,ferment,0.5916,0.4804
4641,dies,0.5916,0.5353
4642,craignant,0.5916,0.4924
4643,l'academie,0.5915,0.5322
4644,fide,0.5915,0.5367
4645,querelle,0.5915,0.5330
4646,direction,0.5915,0.4334
4647,tutelles,0.5915,0.5895
4648,nis,0.5914,0.5290
4649,heur,0.5914,0.6240
4650,d'autres,0.5914,0.5399
4651,d'ordinaire,0.5914,0.5239
4652,am,0.5914,0.5418
4653,bravoure,0.5913,0.4977
4654,cc,0.5913,0.5499
4655,ennemies,0.5913,0.4427
4656,bâtard,0.5913,0.6027
4657,contré,0.5912,0.6096
4658,impériale,0.5912,0.5748
4659,diminuent,0.5912,0.5334
4660,besoin,0.5912,0.5737
4661,lil,0.5911,0.5109
4662,secret,0.5911,0.6067
4663,discrétion,0.5911,0.5030
4664,funestes,0.5910,0.5313
4665,observant,0.5910,0.4712
4666,tranche,0.5910,0.5875
4667,légitimement,0.5909,0.4782
4668,réparation,0.5909,0.6154
4669,monceau,0.5909,0.5022
4670,signes,0.5908,0.4578
4671,pourvus,0.5908,0.4884
4672,lasse,0.5908,0.4619
4673,suspect,0.5908,0.4811
4674,alors,0.5908,0.6330
4675,dunkerque,0.5907,0.5194
4676,exercé,0.5907,0.5220
4677,severe,0.5907,0.5998
4678,s'occuper,0.5907,0.4609
4679,encourager,0.5906,0.4616
4680,tiens,0.5906,0.5658
4681,damas,0.5906,0.4963
4682,turenne,0.5906,0.5479
4683,îl,0.5906,0.6111
4684,gouvernemens,0.5906,0.5029
4685,meures,0.5906,0.5614
4686,lr,0.5905,0.4858
4687,cruellement,0.5905,0.4585
4688,ias,0.5905,0.5212
4689,um,0.5904,0.4348
4690,xxxviii,0.5904,0.6936
4691,lumières,0.5904,0.5472
4692,saisit,0.5904,0.5383
4693,rest,0.5903,0.6611
4694,end,0.5903,0.5199
4695,goute,0.5902,0.5634
4696,dite,0.5902,0.5213
4697,imposé,0.5902,0.4483
4698,ade,0.5901,0.4677
4699,cce,0.5901,0.6102
4700,base,0.5901,0.4019
4701,ico,0.5900,0.4376
4702,d'aimer,0.5900,0.6313
4703,l'entreprendre,0.5899,0.5577
4704,portions,0.5899,0.3795
4705,connus,0.5899,0.3770
4706,jurisprudence,0.5899,0.5570
4707,tb,0.5898,0.5533
4708,mensonge,0.5898,0.5884
4709,détacher,0.5898,0.5043
4710,qu'avoit,0.5897,0.5972
4711,hh,0.5896,0.6863
4712,valeurs,0.5896,0.5979
4713,dépendant,0.5895,0.5556
4714,dansée,0.5895,0.5985
4715,long,0.5895,0.6037
4716,également,0.5894,0.4093
4717,l'éducation,0.5893,0.5242
4718,pénible,0.5893,0.4922
4719,figurer,0.5892,0.4738
4720,guerre,0.5891,0.5792
4721,erreur,0.5890,0.5681
4722,languir,0.5890,0.5897
4723,barbier,0.5890,0.5502
4724,houmme,0.5890,0.4866
4725,augmentent,0.5890,0.5490
4726,production,0.5889,0.4184
4727,pure,0.5889,0.5911
4728,mandons,0.5888,0.5148
4729,durera,0.5888,0.5664
4730,favori,0.5887,0.6707
4731,révolutions,0.5887,0.3706
4732,tar,0.5887,0.6188
4733,loit,0.5887,0.6205
4734,réduit,0.5887,0.5658
4735,ode,0.5887,0.5424
4736,male,0.5887,0.6081
4737,descend,0.5887,0.6150
4738,liront,0.5887,0.5250
4739,secrettes,0.5886,0.6126
4740,apercevoir,0.5885,0.4767
4741,sec,0.5885,0.4750
4742,comble,0.5885,0.5021
4743,comedie,0.5885,0.5272
4744,faciliter,0.5885,0.6312
4745,qc,0.5884,0.4807
4746,continuelle,0.5884,0.6003
4747,trait,0.5884,0.6231
4748,préparation,0.5883,0.5403
4749,proposées,0.5883,0.5164
4750,bornes,0.5883,0.4613
4751,scaliger,0.5883,0.4974
4752,poussé,0.5883,0.5031
4753,nic,0.5882,0.5514
4754,teints,0.5882,0.5579
4755,teinte,0.5882,0.6349
4756,remporté,0.5882,0.5727
4757,ih,0.5881,0.5351
4758,martyr,0.5881,0.5768
4759,pressez,0.5881,0.5009
4760,débite,0.5881,0.5316
4761,s'assurer,0.5880,0.5786
4762,conter,0.5880,0.6895
4763,insensiblement,0.5880,0.4808
4764,venin,0.5880,0.5730
4765,commissions,0.5878,0.4892
4766,vouloir,0.5878,0.5637
4767,gloria,0.5878,0.4097
4768,daigne,0.5877,0.5736
4769,fluide,0.5877,0.6076
4770,sujct,0.5877,0.5846
4771,critiques,0.5876,0.4108
4772,lle,0.5876,0.5158
4773,poi,0.5875,0.5505
4774,d'années,0.5875,0.5965
4775,quanto,0.5875,0.4058
4776,amples,0.5875,0.5435
4777,tcs,0.5875,0.5455
4778,sable,0.5875,0.4751
4779,convenu,0.5875,0.6004
4780,oter,0.5875,0.5868
4781,lucile,0.5875,0.4736
4782,terra,0.5875,0.4517
4783,obscurs,0.5874,0.4207
4784,possède,0.5874,0.4155
4785,principaux,0.5874,0.6076
4786,qule,0.5873,0.5521
4787,l'élection,0.5873,0.5108
4788,déluge,0.5873,0.4291
4789,sonner,0.5873,0.5871
4790,augment,0.5873,0.5859
4791,s'appliquer,0.5873,0.5974
4792,parcourir,0.5872,0.4254
4793,demeurant,0.5872,0.5017
4794,consomme,0.5872,0.4217
