rank,word,drift_1789,drift_moyen
73,prémier,0.8181,0.5832
74,pensant,0.8180,0.8082
75,naturellement,0.8179,0.7020
76,autrement,0.8175,0.8224
77,genre,0.8165,0.6935
78,teurs,0.8163,0.7355
79,manie,0.8163,0.7947
80,ordi,0.8159,0.7318
81,prou,0.8152,0.7309
82,exempt,0.8144,0.7511
83,souverainement,0.8142,0.7323
84,princi,0.8140,0.7302
85,lent,0.8133,0.7863
86,l'embarras,0.8133,0.7713
87,parts,0.8121,0.6764
88,correction,0.8119,0.6377
89,fim,0.8113,0.6620
90,bref,0.8106,0.7141
91,aiant,0.8094,0.5372
92,l'agrément,0.8094,0.7536
93,dant,0.8086,0.7757
94,d'antoine,0.8078,0.6293
95,taire,0.8067,0.6931
96,paisiblement,0.8048,0.5474
97,fermes,0.8047,0.6581
98,jans,0.8046,0.7446
99,l'espace,0.8041,0.7463
100,veu,0.8037,0.5797
101,sé,0.8034,0.7450
102,tendante,0.8032,0.6790
103,una,0.8015,0.5902
104,d'homme,0.8014,0.8111
105,intimes,0.8010,0.7165
106,d'amis,0.8005,0.6762
107,l'arche,0.8002,0.7247
108,adroitement,0.8001,0.7683
109,usances,0.7995,0.6799
110,posseder,0.7989,0.6975
111,én,0.7984,0.7625
112,desormais,0.7981,0.7313
113,xxx,0.7978,0.6841
114,jusqu'où,0.7976,0.7697
115,franche,0.7975,0.6968
116,veille,0.7968,0.7280
117,lif,0.7961,0.8178
118,vé,0.7960,0.6928
119,prompt,0.7958,0.6852
120,fonts,0.7958,0.6241
121,confus,0.7955,0.7023
122,qu'a,0.7947,0.6880
123,vres,0.7945,0.6680
124,plaider,0.7944,0.7261
125,consequence,0.7942,0.7017
126,celt,0.7938,0.7329
127,d'application,0.7932,0.6432
128,propos,0.7932,0.7450
129,xxxviii,0.7930,0.6936
130,pers,0.7930,0.7147
131,ré,0.7921,0.7197
132,atta,0.7918,0.7090
133,ciens,0.7893,0.7339
134,subalternes,0.7892,0.6252
135,l'indignation,0.7890,0.7452
136,rence,0.7888,0.6994
137,pos,0.7886,0.7182
138,fran,0.7885,0.7750
139,lence,0.7884,0.6928
140,civils,0.7880,0.5353
141,dé,0.7879,0.7689
142,rappel,0.7878,0.6774
143,ras,0.7877,0.6302
144,princip,0.7876,0.7269
145,armés,0.7864,0.7075
146,sen,0.7864,0.7426
147,civil,0.7862,0.6347
148,nouveau,0.7860,0.7166
149,qu'aux,0.7860,0.7552
150,bb,0.7856,0.7283
151,porteurs,0.7854,0.6418
152,d'âge,0.7841,0.7865
153,nostre,0.7837,0.6555
154,d'où,0.7827,0.7446
155,sim,0.7826,0.7044
156,l'in,0.7825,0.7589
157,guet,0.7823,0.7327
158,mouvans,0.7821,0.5419
159,mf,0.7820,0.6388
160,pé,0.7819,0.7037
161,calife,0.7818,0.8185
162,particu,0.7810,0.7164
163,entiére,0.7810,0.5826
164,sau,0.7809,0.7383
165,cons,0.7807,0.7312
166,oreille,0.7806,0.6104
167,reserve,0.7802,0.6297
168,mode,0.7801,0.5637
169,l'inégalité,0.7794,0.7767
170,forte,0.7792,0.6890
171,meu,0.7792,0.6740
172,veiller,0.7784,0.7139
173,sain,0.7780,0.7501
174,lement,0.7780,0.6635
175,nô,0.7778,0.6240
176,commune,0.7774,0.7294
177,mun,0.7773,0.6979
178,semblablement,0.7773,0.7716
179,marque,0.7763,0.7448
180,souver,0.7758,0.7063
181,proprement,0.7754,0.7587
182,milliers,0.7754,0.6747
183,xxxi,0.7753,0.6971
184,exercée,0.7751,0.7220
185,leg,0.7751,0.6501
186,pro,0.7747,0.7096
187,ger,0.7743,0.7046
188,d'ac,0.7743,0.7360
189,préference,0.7742,0.6107
190,contrefaits,0.7740,0.5442
191,amé,0.7739,0.4630
192,d'armes,0.7738,0.6941
193,cointe,0.7737,0.7658
194,dent,0.7737,0.6667
195,lions,0.7734,0.6275
196,genie,0.7732,0.6621
197,conti,0.7731,0.7318
198,desespoir,0.7729,0.6620
199,pairement,0.7729,0.7255
200,quité,0.7729,0.7800
201,capa,0.7728,0.6818
202,nent,0.7728,0.7309
203,vaux,0.7726,0.6346
204,hormis,0.7726,0.7993
205,gé,0.7725,0.7127
206,kk,0.7724,0.6972
207,préalablement,0.7720,0.6591
208,latitude,0.7719,0.6225
209,pré,0.7717,0.7520
210,qu'ily,0.7714,0.8089
211,miracle,0.7712,0.6414
212,nant,0.7708,0.7686
213,suspendu,0.7708,0.6460
214,commis,0.7705,0.6280
215,songe,0.7703,0.7277
216,commercial,0.7703,0.4344
217,nime,0.7694,0.7202
218,fè,0.7691,0.7428
219,d'orient,0.7690,0.6653
220,d'égard,0.7690,0.7610
221,pren,0.7690,0.7191
222,dç,0.7689,0.7095
223,finance,0.7685,0.6674
224,sûrement,0.7684,0.7745
225,ny,0.7683,0.5552
226,partager,0.7682,0.7229
227,enfuit,0.7680,0.6699
228,quelqu'une,0.7678,0.7737
229,hauts,0.7672,0.7190
230,pavillon,0.7669,0.6607
231,communi,0.7668,0.6490
232,tine,0.7666,0.6823
233,ruement,0.7662,0.7124
234,nou,0.7661,0.7568
235,rens,0.7658,0.7982
236,fauves,0.7656,0.6495
237,d'hui,0.7654,0.7892
238,capi,0.7646,0.7015
239,regner,0.7645,0.6947
240,miere,0.7645,0.8209
241,rep,0.7642,0.6800
242,sacrifices,0.7641,0.5094
243,désirer,0.7641,0.6525
244,naturels,0.7638,0.6037
245,l'ar,0.7634,0.7077
246,moindres,0.7632,0.7398
247,xxxix,0.7632,0.6936
248,ôc,0.7629,0.8313
249,mont,0.7623,0.6367
250,ser,0.7623,0.6945
251,pre,0.7621,0.7270
252,teneur,0.7618,0.6846
253,ché,0.7615,0.6809
254,curiosité,0.7615,0.6882
255,pn,0.7613,0.6192
256,dè,0.7613,0.7587
257,époque,0.7609,0.6676
258,qu'encore,0.7606,0.7185
259,l'office,0.7602,0.7049
260,duit,0.7593,0.6779
261,deçà,0.7590,0.6940
262,culier,0.7590,0.7143
263,conf,0.7587,0.6891
264,lifte,0.7585,0.6633
265,chés,0.7584,0.5817
266,oc,0.7584,0.6915
267,navale,0.7581,0.6583
268,vio,0.7581,0.6320
269,instance,0.7581,0.7167
270,vail,0.7580,0.6860
271,tendu,0.7580,0.7431
272,unanime,0.7579,0.7503
273,repré,0.7572,0.7067
274,communes,0.7571,0.6017
275,légitimes,0.7571,0.7329
276,fû,0.7567,0.5872
277,im,0.7565,0.6693
278,publie,0.7561,0.6840
279,eq,0.7559,0.6140
280,tra,0.7559,0.7660
281,lib,0.7556,0.6217
282,recon,0.7555,0.6626
283,enco,0.7555,0.7463
284,aisement,0.7554,0.6526
285,obligez,0.7552,0.5114
286,ache,0.7552,0.7619
287,cequi,0.7543,0.7157
288,l'impuissance,0.7540,0.7581
289,dili,0.7534,0.6855
290,fart,0.7533,0.7351
291,vifs,0.7532,0.6866
292,l'hon,0.7529,0.7405
293,ex,0.7529,0.6496
294,l'é,0.7527,0.7610
295,xlv,0.7524,0.7058
296,ressort,0.7524,0.7166
297,l'âge,0.7523,0.7938
298,adoré,0.7521,0.6499
299,compa,0.7515,0.7284
300,natu,0.7511,0.6625
301,consequent,0.7511,0.6826
302,moien,0.7507,0.5504
303,enée,0.7506,0.6673
304,angloise,0.7503,0.7210
305,marquant,0.7498,0.6161
306,d'empêcher,0.7498,0.7275
307,paré,0.7496,0.7253
308,défunt,0.7494,0.6086
309,n'importe,0.7494,0.7607
310,d'entre,0.7493,0.5872
311,lant,0.7493,0.6683
312,éle,0.7490,0.6900
313,commun,0.7490,0.7172
314,roger,0.7489,0.5884
315,quent,0.7488,0.6191
316,trom,0.7486,0.6541
317,ainii,0.7485,0.7670
318,rencontres,0.7483,0.6549
319,lan,0.7482,0.6752
320,tement,0.7481,0.6900
321,pole,0.7480,0.6558
322,permettons,0.7479,0.6052
323,militaires,0.7479,0.6888
324,pier,0.7476,0.6358
325,gage,0.7474,0.8080
326,baume,0.7474,0.6409
327,celer,0.7470,0.7145
328,chanoines,0.7470,0.7060
329,tom,0.7468,0.6937
330,gou,0.7468,0.6988
331,paroisse,0.7466,0.7595
332,time,0.7465,0.5508
333,cond,0.7460,0.5771
334,favori,0.7454,0.6707
335,baleine,0.7444,0.6918
336,foli,0.7444,0.6333
337,ordinaires,0.7443,0.6706
338,recompense,0.7439,0.6822
339,prescription,0.7437,0.7165
340,deur,0.7435,0.6716
341,moyennant,0.7435,0.6700
342,gouver,0.7434,0.6572
343,mence,0.7434,0.7411
344,entiers,0.7433,0.7433
345,délivrance,0.7433,0.6732
346,chan,0.7432,0.7591
347,dere,0.7430,0.5932
348,div,0.7430,0.6018
349,sem,0.7426,0.7146
350,refait,0.7425,0.6689
351,inconnue,0.7422,0.7153
352,salomon,0.7422,0.6294
353,premierement,0.7421,0.6380
354,marches,0.7419,0.6447
355,xxi,0.7418,0.6582
356,pardon,0.7417,0.6749
357,fur,0.7415,0.6914
358,extraordinaires,0.7414,0.6928
359,ty,0.7413,0.5823
360,d'obliger,0.7410,0.6868
361,dignement,0.7410,0.7795
362,jointe,0.7408,0.6830
363,lequelles,0.7407,0.6747
364,d'abord,0.7404,0.7224
365,gueux,0.7404,0.7227
366,tragedie,0.7401,0.5615
367,déli,0.7391,0.7265
368,sulpice,0.7391,0.6676
369,ardemment,0.7389,0.7898
370,ves,0.7387,0.6550
371,xv,0.7387,0.6767
372,chaque,0.7386,0.6195
373,suffisamment,0.7384,0.7418
374,publication,0.7384,0.5533
375,spe,0.7384,0.6367
376,cabinets,0.7380,0.5576
377,ensemble,0.7380,0.6930
378,volon,0.7379,0.6867
379,rate,0.7378,0.6786
380,euf,0.7377,0.7304
381,titube,0.7375,0.6715
382,man,0.7374,0.6440
383,lifez,0.7374,0.6544
384,tons,0.7372,0.5834
385,merveille,0.7371,0.6969
386,lig,0.7369,0.8104
387,reposée,0.7356,0.6261
388,composition,0.7355,0.6673
389,gement,0.7352,0.7319
390,sue,0.7351,0.6924
391,appui,0.7350,0.6533
392,fen,0.7346,0.6509
393,élement,0.7344,0.7053
394,cheres,0.7343,0.6045
395,momus,0.7342,0.6029
396,faculté,0.7338,0.7275
397,surplus,0.7338,0.6920
398,hector,0.7334,0.5973
399,faute,0.7333,0.7634
400,triment,0.7332,0.6484
401,sin,0.7331,0.6282
402,d'effet,0.7329,0.7220
403,pa,0.7328,0.7272
404,alte,0.7325,0.6200
405,gene,0.7323,0.6668
406,ima,0.7323,0.6900
407,marche,0.7320,0.5853
408,ib,0.7318,0.6853
409,laire,0.7314,0.7117
410,tage,0.7314,0.6841
411,xvi,0.7313,0.6722
412,cout,0.7312,0.7637
413,eflt,0.7311,0.7045
414,quint,0.7311,0.7806
415,accomplis,0.7310,0.7030
416,audi,0.7310,0.7361
417,inévitable,0.7310,0.6887
418,finances,0.7309,0.5816
419,hors,0.7306,0.7858
420,remarquez,0.7305,0.7055
421,vre,0.7302,0.7371
422,sommation,0.7300,0.6096
423,l'ou,0.7299,0.7372
424,veulement,0.7299,0.7194
425,feuille,0.7298,0.5756
426,oeuvre,0.7297,0.6867
427,reux,0.7294,0.7528
428,raux,0.7292,0.6908
429,prochain,0.7292,0.7729
430,op,0.7290,0.7022
431,fondit,0.7289,0.6066
432,péri,0.7288,0.5747
433,d'ordre,0.7288,0.6580
434,privation,0.7287,0.6204
435,olivier,0.7286,0.5745
436,méritoit,0.7284,0.6137
437,l'u,0.7283,0.6378
438,nel,0.7282,0.6318
439,salaire,0.7281,0.6881
440,miserable,0.7279,0.6495
441,incertain,0.7279,0.6997
442,outrée,0.7279,0.6457
443,simple,0.7278,0.7371
444,bertrand,0.7277,0.5495
445,tail,0.7276,0.6534
446,succés,0.7276,0.7743
447,pan,0.7275,0.6553
448,chent,0.7274,0.6667
449,pra,0.7272,0.6145
450,corporelle,0.7271,0.6283
451,ambroise,0.7268,0.5580
452,l'e,0.7265,0.6330
453,rançon,0.7259,0.6474
454,desordre,0.7257,0.6446
455,der,0.7257,0.7184
456,détourné,0.7257,0.6460
457,devenu,0.7256,0.6773
458,gâté,0.7256,0.6440
459,vitaux,0.7255,0.6513
460,phe,0.7254,0.7080
461,desa,0.7253,0.6934
462,guéres,0.7252,0.5765
463,jeûne,0.7250,0.6825
464,yvoire,0.7248,0.6712
465,universelle,0.7248,0.6417
466,secrète,0.7248,0.6863
467,t'elle,0.7246,0.5452
468,sant,0.7246,0.7535
469,négociation,0.7244,0.6630
470,delits,0.7244,0.6600
471,cele,0.7243,0.6732
472,vantage,0.7242,0.7274
473,dommages,0.7242,0.6862
474,cant,0.7241,0.6830
475,l'oracle,0.7241,0.7536
476,tion,0.7239,0.7216
477,caf,0.7238,0.6685
478,con,0.7236,0.6546
479,devin,0.7236,0.6691
480,mercure,0.7235,0.7022
481,indemnité,0.7233,0.6505
482,ombrage,0.7231,0.7097
483,daus,0.7230,0.7088
484,qu'étant,0.7230,0.7102
485,l'ex,0.7229,0.7055
486,troi,0.7228,0.5880
487,qu'eux,0.7228,0.6728
488,prin,0.7224,0.5876
489,hh,0.7224,0.6863
490,neur,0.7224,0.6661
491,che,0.7223,0.6940
492,mu,0.7223,0.7191
493,érant,0.7221,0.7130
494,détail,0.7221,0.7640
495,patentes,0.7217,0.5712
496,seur,0.7216,0.6409
497,fa,0.7216,0.6146
498,gneur,0.7215,0.6628
499,conjuration,0.7214,0.6563
500,quant,0.7213,0.7562
501,vaine,0.7212,0.5973
502,pres,0.7211,0.6852
503,pen,0.7211,0.7649
504,rets,0.7209,0.6736
505,royaux,0.7208,0.6023
506,paroîtra,0.7205,0.6828
507,déja,0.7205,0.5901
508,d'ici,0.7204,0.6753
509,gran,0.7204,0.6885
510,hon,0.7203,0.6774
511,xli,0.7200,0.6398
512,fabriquer,0.7200,0.6668
513,parfaitement,0.7200,0.6577
514,attention,0.7199,0.6375
515,platte,0.7199,0.5456
516,chers,0.7199,0.6248
517,présentement,0.7199,0.7360
518,tatien,0.7198,0.6711
519,san,0.7196,0.6766
520,nuées,0.7192,0.5610
521,ouf,0.7191,0.6365
522,rance,0.7190,0.6633
523,xlviii,0.7187,0.6695
524,l'egard,0.7186,0.6896
525,pitoyable,0.7186,0.7205
526,tres,0.7186,0.7037
527,censé,0.7186,0.7280
528,exposé,0.7184,0.6595
529,éternellement,0.7178,0.6559
530,lé,0.7176,0.7070
531,rel,0.7176,0.6575
532,exa,0.7175,0.6211
533,paternelle,0.7173,0.6532
534,lay,0.7172,0.6228
535,papier,0.7170,0.6307
536,han,0.7170,0.6666
537,cloches,0.7169,0.4992
538,grotius,0.7169,0.7185
539,infi,0.7168,0.6600
540,indi,0.7167,0.6764
541,miais,0.7167,0.7466
542,d'oeil,0.7165,0.6896
543,ceque,0.7164,0.6787
544,ost,0.7164,0.6612
545,entendant,0.7163,0.7198
546,choix,0.7161,0.6675
547,armé,0.7160,0.6174
548,leut,0.7159,0.7728
549,trempe,0.7158,0.6777
550,tem,0.7155,0.6523
551,pénitence,0.7153,0.6624
552,proches,0.7152,0.6033
553,fons,0.7150,0.6083
554,possession,0.7149,0.7083
555,l'etre,0.7148,0.5673
556,relle,0.7143,0.7148
557,faillir,0.7142,0.6479
558,gg,0.7140,0.6695
559,accommoder,0.7140,0.6589
560,diffe,0.7139,0.6402
561,ains,0.7137,0.6053
562,flon,0.7136,0.6936
563,qualité,0.7133,0.6559
564,nal,0.7132,0.7039
565,opiniâtre,0.7132,0.6477
566,vivant,0.7131,0.7594
567,baiser,0.7130,0.6588
568,d'artifice,0.7128,0.7498
569,chef,0.7126,0.7689
570,d'avertir,0.7125,0.7083
571,confolation,0.7124,0.6590
572,bie,0.7123,0.6111
573,mira,0.7123,0.6416
574,regnoit,0.7122,0.6469
575,rable,0.7121,0.6309
576,ecrire,0.7120,0.6706
577,mat,0.7120,0.5955
578,intime,0.7117,0.6693
579,mage,0.7112,0.6684
580,pote,0.7111,0.6032
581,fas,0.7109,0.5674
582,xxv,0.7109,0.6527
583,liy,0.7107,0.6888
584,lest,0.7106,0.7053
585,bian,0.7106,0.5237
586,réelles,0.7106,0.6745
587,l'ac,0.7104,0.7270
588,min,0.7104,0.6927
589,felle,0.7103,0.6650
590,deuil,0.7103,0.7356
591,linon,0.7103,0.6941
592,nager,0.7103,0.6937
593,xlvi,0.7103,0.6949
594,cepen,0.7100,0.7877
595,tan,0.7099,0.7274
596,mages,0.7099,0.6439
597,reparer,0.7099,0.6686
598,solides,0.7098,0.6287
599,prompte,0.7096,0.6067
600,signa,0.7094,0.5759
601,bretagne,0.7092,0.6626
602,mmne,0.7092,0.7157
603,cendre,0.7090,0.5981
604,pâle,0.7090,0.6426
605,sf,0.7090,0.5731
606,l'ap,0.7086,0.7125
607,expressement,0.7085,0.5463
608,vôtre,0.7084,0.6995
609,nombre,0.7084,0.7514
610,ber,0.7082,0.6383
611,médiocre,0.7082,0.6357
612,rain,0.7081,0.7034
613,connétable,0.7081,0.5705
614,iij,0.7077,0.7194
615,vale,0.7074,0.5837
616,exprès,0.7074,0.7802
617,minute,0.7070,0.6625
618,cloche,0.7070,0.6656
619,cois,0.7070,0.6087
620,s'appellent,0.7069,0.6597
621,habi,0.7069,0.6436
622,vn,0.7068,0.6524
623,tés,0.7068,0.6370
624,meur,0.7065,0.6450
625,blement,0.7064,0.7064
626,requiert,0.7064,0.7551
627,clement,0.7064,0.5542
628,murmure,0.7064,0.6551
629,pouvoir,0.7062,0.6846
630,regnent,0.7062,0.6900
631,vrir,0.7061,0.6858
632,entieres,0.7060,0.7053
633,acquerir,0.7060,0.5807
634,infinité,0.7059,0.6124
635,cadets,0.7056,0.6170
636,tués,0.7055,0.6770
637,traite,0.7054,0.6549
638,xx,0.7054,0.6636
639,provi,0.7053,0.6707
640,neuve,0.7052,0.6827
641,continuels,0.7050,0.6900
642,trésor,0.7049,0.6772
643,comptez,0.7049,0.6580
644,coutume,0.7049,0.6972
645,témoin,0.7046,0.7547
646,étran,0.7043,0.7125
647,reputation,0.7042,0.6101
648,reformer,0.7042,0.7757
649,particuliérement,0.7042,0.6503
650,set,0.7041,0.6256
651,ob,0.7041,0.6486
652,danses,0.7041,0.6960
653,xix,0.7040,0.6903
654,courre,0.7038,0.6624
655,nouvel,0.7035,0.7505
656,ecclésiastique,0.7035,0.6709
657,civilement,0.7034,0.6262
658,ter,0.7031,0.6716
659,nombreuse,0.7031,0.6997
660,def,0.7029,0.7013
661,propreté,0.7029,0.5775
662,lier,0.7029,0.7366
663,gence,0.7029,0.6276
664,royale,0.7028,0.6215
665,violé,0.7026,0.6202
666,gers,0.7026,0.6720
667,d'especes,0.7025,0.6960
668,nir,0.7025,0.6241
669,rotterdam,0.7024,0.5213
670,d'avec,0.7023,0.6947
671,cer,0.7022,0.6586
672,mesme,0.7021,0.6986
673,services,0.7019,0.5101
674,charme,0.7018,0.6631
675,d'apparence,0.7017,0.7643
676,var,0.7017,0.6208
677,territoire,0.7016,0.5874
678,finon,0.7016,0.6350
679,fieur,0.7016,0.6228
680,lion,0.7016,0.6435
681,spectateurs,0.7014,0.5948
682,tume,0.7012,0.6848
683,débiter,0.7012,0.6669
684,accoutumé,0.7011,0.6257
685,nier,0.7011,0.6803
686,périls,0.7011,0.5999
687,dele,0.7011,0.6558
688,rite,0.7010,0.6825
689,remede,0.7008,0.6332
690,reaux,0.7008,0.5717
691,vies,0.7007,0.6775
692,po,0.7007,0.6352
693,qua,0.7007,0.6060
694,fidéle,0.7006,0.5751
695,mou,0.7005,0.6768
696,cotte,0.7004,0.5942
697,peril,0.7002,0.5914
698,convention,0.7002,0.4865
699,ver,0.7002,0.6782
700,sclon,0.7000,0.6764
701,muni,0.6998,0.7029
702,sc,0.6997,0.7234
703,siéme,0.6997,0.6160
704,ral,0.6995,0.6283
705,caron,0.6993,0.7462
706,utilement,0.6993,0.7350
707,italien,0.6992,0.6407
708,tans,0.6991,0.6847
709,plin,0.6990,0.6061
710,pref,0.6989,0.7641
711,d'é,0.6989,0.6793
712,pea,0.6988,0.6424
713,d'albe,0.6988,0.5815
714,estre,0.6987,0.5405
715,motifs,0.6987,0.5615
716,combattant,0.6985,0.7305
717,rigoureux,0.6983,0.6577
718,ly,0.6982,0.6191
719,ph,0.6982,0.5611
720,d'endroits,0.6982,0.6914
721,gratuit,0.6982,0.6971
722,n'appartient,0.6981,0.7037
723,severe,0.6979,0.5998
724,rufien,0.6979,0.6417
725,fout,0.6979,0.6784
726,table,0.6976,0.7094
727,tendoit,0.6975,0.6586
728,éloi,0.6975,0.6913
729,tellement,0.6975,0.5972
730,séparé,0.6974,0.7692
731,poids,0.6971,0.7052
732,l'air,0.6969,0.6321
733,parisis,0.6969,0.6014
734,plu,0.6968,0.6644
735,fes,0.6967,0.4995
736,fée,0.6967,0.6694
737,marquée,0.6964,0.6250
738,s'arrêter,0.6964,0.6294
739,distinctement,0.6963,0.6496
740,ture,0.6963,0.6368
741,prochaine,0.6962,0.6540
742,tran,0.6961,0.7148
743,cous,0.6961,0.6760
744,repre,0.6960,0.7029
745,obscure,0.6958,0.6066
746,rieux,0.6955,0.6972
747,mar,0.6953,0.6780
748,pru,0.6952,0.6911
749,eû,0.6952,0.4492
750,dij,0.6951,0.6965
751,chirurgiens,0.6951,0.7048
752,secrette,0.6949,0.6070
753,importante,0.6949,0.6052
754,connaissance,0.6949,0.6309
755,imposer,0.6948,0.6040
756,site,0.6944,0.6687
757,exe,0.6944,0.6005
758,dan,0.6942,0.7091
759,proses,0.6940,0.6454
760,l'ecole,0.6939,0.6045
761,trie,0.6938,0.7399
762,caprice,0.6935,0.6661
763,fion,0.6934,0.7377
764,séparément,0.6933,0.7321
765,pie,0.6932,0.6322
766,bres,0.6931,0.6064
767,prises,0.6930,0.6422
768,d'au,0.6925,0.7387
769,importune,0.6924,0.6376
770,neanmoins,0.6924,0.6546
771,tous,0.6923,0.6825
772,amplement,0.6923,0.6408
773,cir,0.6923,0.6784
774,d'autriche,0.6923,0.6664
775,vement,0.6923,0.6472
776,assés,0.6919,0.6378
777,para,0.6919,0.6992
778,extrait,0.6918,0.6013
779,l'oraison,0.6917,0.6172
780,corn,0.6916,0.6397
781,agent,0.6916,0.6337
782,rions,0.6915,0.6835
783,l'appel,0.6914,0.5987
784,fié,0.6911,0.7369
785,bale,0.6910,0.6237
786,chi,0.6910,0.6477
787,qu'outre,0.6908,0.6433
788,xii,0.6907,0.6756
789,l'affront,0.6907,0.6955
790,l'impression,0.6906,0.6271
791,convenable,0.6906,0.5941
792,fies,0.6904,0.6952
793,xl,0.6902,0.6404
794,souveraines,0.6900,0.7597
795,trans,0.6900,0.6309
796,peutêtre,0.6899,0.6405
797,tile,0.6898,0.6589
798,fendu,0.6898,0.6684
799,jule,0.6897,0.6212
800,scandale,0.6894,0.6346
801,maturité,0.6894,0.7048
802,docile,0.6893,0.6623
803,tranquilité,0.6893,0.6558
804,peupler,0.6892,0.6639
805,clairement,0.6892,0.5692
806,tif,0.6891,0.6406
807,consiste,0.6889,0.6756
808,efforts,0.6888,0.6735
809,pondre,0.6887,0.6826
810,pretent,0.6886,0.7307
811,transport,0.6886,0.7225
812,scrupuleux,0.6886,0.6897
813,ejl,0.6884,0.5555
814,louis,0.6883,0.6697
815,mel,0.6882,0.6478
816,demeu,0.6879,0.6641
817,semblant,0.6879,0.6032
818,l'humeur,0.6878,0.6769
819,dia,0.6875,0.6188
820,ho,0.6875,0.6743
821,consideration,0.6874,0.6534
822,prieres,0.6873,0.5888
823,em,0.6872,0.7359
824,auifi,0.6872,0.7632
825,pardevant,0.6872,0.6149
826,pluralité,0.6871,0.6502
827,commue,0.6870,0.6142
828,ba,0.6870,0.6094
829,d'agrément,0.6869,0.5394
830,nonobstant,0.6869,0.4998
831,touc,0.6869,0.7359
832,objet,0.6868,0.6691
833,diverti,0.6867,0.6722
834,lat,0.6866,0.6719
835,assembla,0.6866,0.6128
836,pitre,0.6865,0.6525
837,ronne,0.6864,0.6089
838,considerer,0.6864,0.5276
839,l'invention,0.6864,0.7291
840,fue,0.6864,0.6123
841,souffrir,0.6863,0.6509
842,toire,0.6862,0.6514
843,amas,0.6861,0.6919
844,male,0.6860,0.6081
845,l'exposer,0.6859,0.5661
846,rapports,0.6858,0.5817
847,ida,0.6858,0.5779
848,noit,0.6857,0.7325
849,arrêter,0.6857,0.6289
850,extremement,0.6856,0.7164
851,berté,0.6854,0.7249
852,colbert,0.6854,0.6233
853,morts,0.6854,0.6705
854,hau,0.6853,0.6293
855,d'étonnement,0.6853,0.6919
856,secourir,0.6853,0.6238
857,particuliere,0.6851,0.6136
858,c'en,0.6850,0.7238
859,tonner,0.6849,0.6861
860,moy,0.6849,0.5635
861,ciers,0.6848,0.6616
862,neutralité,0.6848,0.6473
863,sceau,0.6848,0.5588
864,chere,0.6847,0.6812
865,march,0.6847,0.5949
866,apprentifs,0.6847,0.5593
867,monument,0.6846,0.6749
868,uand,0.6846,0.6327
869,établies,0.6845,0.6512
870,mens,0.6844,0.6215
871,excepter,0.6842,0.5885
872,tard,0.6842,0.7418
873,dépôt,0.6841,0.7041
874,fement,0.6841,0.7441
875,ménage,0.6840,0.7319
876,s'engage,0.6838,0.6866
877,loir,0.6838,0.6650
878,miens,0.6838,0.6715
879,moindre,0.6837,0.7137
880,nouveaux,0.6837,0.6887
881,détestable,0.6834,0.5927
882,recolte,0.6834,0.6363
883,ordinaire,0.6834,0.7243
884,voyant,0.6833,0.6620
885,réserve,0.6833,0.6311
