rank,word,drift_1789,drift_moyen
2020,tableau,0.6177,0.5180
2021,extra,0.6177,0.5655
2022,voitures,0.6177,0.5755
2023,vuider,0.6176,0.5822
2024,cefar,0.6176,0.5579
2025,empêchement,0.6175,0.6399
2026,d'armée,0.6175,0.6452
2027,exactitude,0.6175,0.4854
2028,courons,0.6174,0.5825
2029,fabrique,0.6174,0.5928
2030,mats,0.6173,0.6472
2031,profonde,0.6173,0.5556
2032,rou,0.6172,0.5974
2033,revenons,0.6172,0.6740
2034,sion,0.6171,0.6483
2035,cesser,0.6171,0.5990
2036,eta,0.6171,0.6000
2037,changemens,0.6170,0.5306
2038,qu'cn,0.6170,0.6488
2039,paume,0.6170,0.5953
2040,seine,0.6170,0.5061
2041,ino,0.6169,0.5515
2042,multis,0.6168,0.3877
2043,d'air,0.6168,0.6404
2044,décidé,0.6167,0.5912
2045,sortira,0.6166,0.7407
2046,dore,0.6166,0.6919
2047,xc,0.6165,0.6083
2048,vent,0.6163,0.6895
2049,fins,0.6163,0.6779
2050,préter,0.6162,0.6220
2051,excellente,0.6162,0.5460
2052,côté,0.6162,0.6281
2053,mrs,0.6159,0.5118
2054,saluer,0.6159,0.6072
2055,troubles,0.6159,0.5287
2056,d'ambition,0.6158,0.5584
2057,maurice,0.6157,0.5769
2058,suffisante,0.6157,0.6060
2059,éloignées,0.6155,0.5917
2060,cha,0.6154,0.6660
2061,l'ouvrage,0.6152,0.7151
2062,iris,0.6152,0.5641
2063,auii,0.6151,0.6915
2064,délivré,0.6151,0.5603
2065,considération,0.6150,0.4059
2066,sérieux,0.6150,0.5650
2067,unifie,0.6149,0.6841
2068,palier,0.6149,0.5327
2069,rir,0.6148,0.5842
2070,commande,0.6148,0.6539
2071,manquer,0.6148,0.5657
2072,certes,0.6147,0.6285
2073,offensé,0.6147,0.5887
2074,act,0.6147,0.5852
2075,sep,0.6147,0.5422
2076,posture,0.6147,0.6536
2077,citoyen,0.6147,0.6276
2078,cire,0.6146,0.5514
2079,plie,0.6146,0.5730
2080,réduit,0.6146,0.5658
2081,raport,0.6145,0.4895
2082,lens,0.6144,0.7077
2083,l'au,0.6144,0.5188
2084,ouvra,0.6143,0.6119
2085,n'entre,0.6143,0.5378
2086,marchent,0.6143,0.5704
2087,cul,0.6143,0.6620
2088,froid,0.6142,0.5329
2089,cles,0.6142,0.6309
2090,jan,0.6141,0.5609
2091,exercer,0.6141,0.5913
2092,fer,0.6141,0.5803
2093,bouillon,0.6141,0.4763
2094,fau,0.6140,0.5913
2095,défendent,0.6139,0.6321
2096,mains,0.6139,0.6178
2097,l'action,0.6139,0.6121
2098,pommes,0.6138,0.3926
2099,nue,0.6137,0.5636
2100,tont,0.6136,0.5831
2101,ix,0.6135,0.6202
2102,lieurs,0.6135,0.5880
2103,tordre,0.6135,0.7149
2104,pens,0.6135,0.5703
2105,d'expérience,0.6134,0.6395
2106,amer,0.6134,0.5888
2107,entendez,0.6133,0.4915
2108,n'au,0.6132,0.5703
2109,payen,0.6132,0.6968
2110,allier,0.6131,0.6251
2111,pafe,0.6131,0.5773
2112,lare,0.6131,0.6524
2113,innocente,0.6131,0.5505
2114,traitans,0.6130,0.5695
2115,étroite,0.6130,0.5707
2116,opposa,0.6128,0.6136
2117,l'imitation,0.6128,0.5731
2118,prête,0.6128,0.5960
2119,aimables,0.6128,0.6065
2120,amoureux,0.6126,0.6312
2121,auparavant,0.6126,0.6263
2122,volume,0.6126,0.5795
2123,s'a,0.6125,0.6096
2124,deja,0.6125,0.5974
2125,admirablement,0.6124,0.5962
2126,d'an,0.6124,0.6127
2127,rochelle,0.6124,0.5250
2128,lâcher,0.6123,0.6826
2129,pié,0.6123,0.5291
2130,ani,0.6123,0.6189
2131,rétabli,0.6123,0.5431
2132,tant,0.6123,0.6035
2133,bru,0.6123,0.6356
2134,camille,0.6122,0.6167
2135,aini,0.6122,0.6658
2136,l'autre,0.6122,0.6252
2137,gre,0.6122,0.6410
2138,journal,0.6122,0.6635
2139,impression,0.6122,0.5043
2140,traitant,0.6121,0.6119
2141,perfectionner,0.6121,0.5958
2142,purger,0.6120,0.5892
2143,premièrement,0.6120,0.6307
2144,content,0.6120,0.5898
2145,ko,0.6119,0.5994
2146,l'intelligence,0.6118,0.6463
2147,incommodé,0.6118,0.5926
2148,continent,0.6118,0.5785
2149,l'univers,0.6117,0.5931
2150,excellence,0.6117,0.6444
2151,tariere,0.6116,0.5797
2152,commandée,0.6116,0.6180
2153,gabelles,0.6115,0.5302
2154,l'oeil,0.6115,0.6020
2155,achevez,0.6115,0.6034
2156,classe,0.6114,0.6085
2157,généreux,0.6114,0.5318
2158,mouve,0.6112,0.6298
2159,tiques,0.6112,0.6168
2160,sucres,0.6112,0.5363
2161,puif,0.6112,0.5512
2162,lever,0.6111,0.6229
2163,loin,0.6111,0.6113
2164,aveuglement,0.6110,0.5595
2165,d'enfans,0.6109,0.6472
2166,renommée,0.6109,0.6530
2167,fatigue,0.6108,0.6201
2168,coup,0.6108,0.6517
2169,voye,0.6107,0.5044
2170,révérence,0.6106,0.5495
2171,rempart,0.6106,0.5477
2172,peints,0.6106,0.5120
2173,promptement,0.6106,0.5937
2174,nôtre,0.6105,0.4480
2175,hor,0.6105,0.6234
2176,demain,0.6103,0.5663
2177,l'ame,0.6103,0.5874
2178,reçût,0.6102,0.5819
2179,atten,0.6102,0.6165
2180,valence,0.6102,0.4925
2181,sole,0.6102,0.5528
2182,s'appliquer,0.6102,0.5974
2183,consideré,0.6101,0.5543
2184,novi,0.6100,0.4562
2185,exemples,0.6099,0.5192
2186,meurtrier,0.6099,0.5624
2187,parvenu,0.6098,0.5981
2188,voyager,0.6097,0.6631
2189,l'af,0.6097,0.6464
2190,qne,0.6096,0.5991
2191,corneille,0.6096,0.5450
2192,cachet,0.6095,0.6003
2193,barbier,0.6095,0.5502
2194,entreprend,0.6095,0.6643
2195,pêcher,0.6095,0.6229
2196,remontrer,0.6095,0.5290
2197,prevenir,0.6094,0.5916
2198,écarter,0.6094,0.5982
2199,descend,0.6092,0.6150
2200,demeure,0.6092,0.6207
2201,milord,0.6091,0.5863
2202,net,0.6091,0.5737
2203,divi,0.6090,0.5951
2204,jon,0.6089,0.6014
2205,résolutions,0.6088,0.5083
2206,fig,0.6088,0.5651
2207,fuites,0.6087,0.6443
2208,pourvû,0.6087,0.3802
2209,quand,0.6086,0.6520
2210,çe,0.6086,0.6845
2211,nme,0.6085,0.6329
2212,mathieu,0.6085,0.5037
2213,prétendu,0.6085,0.5948
2214,fet,0.6085,0.6056
2215,d'hercule,0.6085,0.6085
2216,vraisemblance,0.6084,0.6498
2217,clans,0.6084,0.7053
2218,s'cn,0.6083,0.6222
2219,hem,0.6083,0.5353
2220,za,0.6083,0.5190
2221,liii,0.6082,0.6186
2222,refaire,0.6082,0.5433
2223,notable,0.6082,0.5329
2224,comparaison,0.6082,0.6005
2225,s'entendre,0.6081,0.5367
2226,texte,0.6081,0.6487
2227,rennes,0.6080,0.6121
2228,ar,0.6078,0.6501
2229,prescrites,0.6078,0.5819
2230,regarder,0.6078,0.5343
2231,ouverts,0.6077,0.4962
2232,etant,0.6077,0.5864
2233,débit,0.6076,0.5924
2234,dorante,0.6076,0.4740
2235,suffisant,0.6075,0.6619
2236,ran,0.6075,0.6045
2237,ecf,0.6074,0.6187
2238,insensé,0.6074,0.6351
2239,doyen,0.6074,0.5727
2240,be,0.6073,0.5015
2241,fant,0.6073,0.6530
2242,franc,0.6073,0.6157
2243,contr,0.6073,0.5629
2244,recit,0.6073,0.6142
2245,souris,0.6073,0.5734
2246,conjecture,0.6072,0.5608
2247,composent,0.6072,0.6038
2248,ouis,0.6071,0.4424
2249,expriment,0.6071,0.6087
2250,atteint,0.6069,0.6394
2251,dy,0.6069,0.6054
2252,opposans,0.6069,0.4793
2253,étend,0.6068,0.5726
2254,about,0.6067,0.4083
2255,ménie,0.6067,0.7001
2256,ignorant,0.6066,0.5562
2257,mie,0.6066,0.5962
2258,rion,0.6065,0.6748
2259,dol,0.6065,0.6166
2260,jui,0.6065,0.6532
2261,repete,0.6064,0.5327
2262,ela,0.6064,0.6459
2263,ligion,0.6064,0.6415
2264,memes,0.6063,0.5184
2265,voler,0.6062,0.5660
2266,cte,0.6061,0.5903
2267,fint,0.6061,0.4574
2268,qu'autrefois,0.6061,0.6446
2269,perpétuel,0.6060,0.5819
2270,prétendre,0.6060,0.5343
2271,jugez,0.6060,0.5765
2272,quille,0.6059,0.5880
2273,metz,0.6059,0.4986
2274,indignation,0.6059,0.5558
2275,pare,0.6059,0.5784
2276,l'academie,0.6059,0.5322
2277,portées,0.6059,0.5604
2278,triste,0.6058,0.5370
2279,digestion,0.6058,0.6310
2280,mangeant,0.6058,0.6240
2281,dépit,0.6057,0.4672
2282,patient,0.6056,0.6541
2283,come,0.6055,0.6559
2284,seville,0.6055,0.6107
2285,touchés,0.6054,0.4989
2286,qule,0.6054,0.5521
2287,l'étendue,0.6054,0.5587
2288,pente,0.6054,0.6322
2289,d'inquiétude,0.6053,0.6154
2290,chancellerie,0.6053,0.5179
2291,tere,0.6053,0.6352
2292,chretiens,0.6052,0.5651
2293,reconnoissance,0.6052,0.5482
2294,mail,0.6052,0.6202
2295,distribué,0.6051,0.6197
2296,proprietaires,0.6051,0.5693
2297,populaire,0.6050,0.5626
2298,aus,0.6050,0.6695
2299,sul,0.6050,0.6371
2300,liege,0.6049,0.5665
2301,d'athenes,0.6049,0.5520
2302,d'e,0.6049,0.5940
2303,viaire,0.6048,0.6318
2304,rififi,0.6048,0.6768
2305,bar,0.6047,0.5936
2306,assemblées,0.6044,0.5443
2307,lad,0.6044,0.5273
2308,juf,0.6044,0.5248
2309,perir,0.6044,0.5837
2310,papiers,0.6043,0.5328
2311,up,0.6042,0.5325
2312,tromperie,0.6041,0.6151
2313,infidèle,0.6041,0.6265
2314,most,0.6040,0.5135
2315,prisonniers,0.6040,0.5959
2316,af,0.6040,0.6532
2317,qué,0.6038,0.6632
2318,abattu,0.6038,0.6158
2319,suite,0.6037,0.5598
2320,pressé,0.6037,0.5382
2321,ordures,0.6037,0.6011
2322,toscane,0.6037,0.5986
2323,avee,0.6036,0.7570
2324,revolte,0.6036,0.5608
2325,frédéric,0.6036,0.6048
2326,lû,0.6036,0.3691
2327,cation,0.6035,0.5676
2328,facilement,0.6035,0.6234
2329,inter,0.6035,0.5535
2330,rar,0.6034,0.5815
2331,fleuri,0.6034,0.5398
2332,rables,0.6034,0.5740
2333,consi,0.6033,0.5926
2334,genéral,0.6033,0.4786
2335,ora,0.6033,0.5274
2336,abonde,0.6033,0.5877
2337,vien,0.6033,0.6213
2338,fondement,0.6032,0.5514
2339,pardessus,0.6032,0.5822
2340,entiérement,0.6032,0.5836
2341,ilne,0.6031,0.5945
2342,ifr,0.6030,0.6355
2343,sto,0.6030,0.5886
2344,délicate,0.6030,0.5842
2345,dai,0.6029,0.5360
2346,examinant,0.6029,0.5663
2347,ferve,0.6028,0.5310
2348,jugées,0.6028,0.5537
2349,poussée,0.6028,0.5756
2350,surintendant,0.6028,0.5192
2351,expérience,0.6027,0.5018
2352,just,0.6026,0.5217
2353,échouer,0.6026,0.5520
2354,exposer,0.6024,0.5817
2355,ga,0.6024,0.6313
2356,anti,0.6024,0.6353
2357,seul,0.6024,0.6177
2358,proportionnée,0.6023,0.5288
2359,zs,0.6023,0.5023
2360,bles,0.6022,0.5730
2361,bu,0.6021,0.5390
2362,von,0.6021,0.6675
2363,sanglant,0.6020,0.5795
2364,ruiné,0.6020,0.6224
2365,roles,0.6020,0.6161
2366,croître,0.6019,0.6214
2367,seu,0.6018,0.5684
2368,l'accepter,0.6018,0.6586
2369,mane,0.6017,0.5469
2370,mne,0.6016,0.5978
2371,attachées,0.6015,0.5114
2372,seule,0.6015,0.6726
2373,timon,0.6015,0.6871
2374,secretement,0.6014,0.6582
2375,l'et,0.6014,0.6623
2376,éclatantes,0.6013,0.5908
2377,s'étendre,0.6012,0.5954
2378,légèrement,0.6012,0.5930
2379,abord,0.6011,0.5446
2380,mariages,0.6011,0.6003
2381,forger,0.6010,0.6085
2382,toise,0.6010,0.4868
2383,droites,0.6010,0.5321
2384,louanges,0.6009,0.5089
2385,bailly,0.6009,0.5223
2386,hol,0.6007,0.5532
2387,opi,0.6006,0.6115
2388,défenses,0.6005,0.6955
2389,exercice,0.6005,0.5725
2390,lh,0.6004,0.5923
2391,eve,0.6004,0.6458
2392,quoy,0.6003,0.6061
2393,d'avignon,0.6002,0.5579
2394,ravage,0.6001,0.5468
2395,effets,0.6001,0.6371
2396,dars,0.6001,0.6800
2397,susdit,0.6000,0.6169
2398,qae,0.6000,0.6254
2399,mol,0.6000,0.6620
2400,infinie,0.6000,0.5150
2401,disant,0.5999,0.6245
2402,cement,0.5998,0.6078
2403,proye,0.5998,0.4553
2404,vaisselle,0.5997,0.5735
2405,rime,0.5996,0.6198
2406,vrais,0.5996,0.5613
2407,monnoyés,0.5996,0.5335
2408,allusion,0.5995,0.6041
2409,avidité,0.5995,0.6023
2410,apparemment,0.5995,0.5641
2411,précipitation,0.5994,0.5739
2412,lies,0.5994,0.5446
2413,forces,0.5994,0.5726
2414,rire,0.5993,0.5526
2415,enflé,0.5993,0.6344
2416,rope,0.5993,0.5966
2417,indes,0.5993,0.5610
2418,considerables,0.5992,0.5463
2419,profanes,0.5991,0.5994
2420,mufique,0.5991,0.5810
2421,dogme,0.5991,0.6541
2422,rap,0.5990,0.6114
2423,teau,0.5989,0.5292
2424,paître,0.5988,0.5843
2425,passons,0.5988,0.5971
2426,cclui,0.5987,0.5865
2427,nef,0.5987,0.5615
2428,lente,0.5986,0.5447
2429,vier,0.5986,0.5891
2430,dépouilles,0.5986,0.5605
2431,bulle,0.5986,0.5869
2432,qu'ont,0.5985,0.6151
2433,l'aurore,0.5985,0.5676
2434,caché,0.5984,0.6264
2435,tend,0.5984,0.6140
2436,sensible,0.5984,0.5899
2437,jus,0.5984,0.5224
2438,sauvages,0.5983,0.6061
2439,dansée,0.5983,0.5985
2440,l'exécution,0.5983,0.5312
2441,sanglante,0.5982,0.5348
2442,sermon,0.5981,0.6754
2443,naufrage,0.5981,0.6188
2444,tâchez,0.5981,0.5684
2445,remue,0.5981,0.5636
2446,bos,0.5981,0.5757
2447,l'éviter,0.5980,0.6403
2448,general,0.5980,0.5056
2449,lou,0.5978,0.6014
2450,filr,0.5977,0.5903
2451,vince,0.5977,0.6153
2452,dani,0.5976,0.6051
2453,parentes,0.5976,0.7090
2454,maigre,0.5976,0.5280
2455,l'estimation,0.5975,0.6463
2456,rompit,0.5975,0.5910
2457,marne,0.5975,0.5305
2458,spécialement,0.5975,0.6233
2459,bontés,0.5974,0.4934
2460,augmenta,0.5973,0.6240
2461,défendue,0.5973,0.6376
2462,dance,0.5972,0.6349
2463,auili,0.5970,0.5455
2464,participation,0.5970,0.5637
2465,s'élever,0.5970,0.6224
2466,sy,0.5970,0.7077
2467,iere,0.5970,0.5773
2468,connu,0.5970,0.4727
2469,tein,0.5970,0.5618
2470,flor,0.5970,0.5426
2471,lar,0.5969,0.6523
2472,principale,0.5969,0.6173
2473,couvertes,0.5969,0.5278
2474,recueil,0.5968,0.5319
2475,prose,0.5968,0.6043
2476,mobile,0.5968,0.6295
2477,loit,0.5968,0.6205
2478,doubles,0.5967,0.5119
2479,dice,0.5967,0.6223
2480,perte,0.5967,0.5731
2481,tez,0.5967,0.5541
2482,d'attaquer,0.5966,0.6086
2483,ven,0.5966,0.6293
2484,scu,0.5966,0.6112
2485,ignorans,0.5965,0.6646
2486,craint,0.5965,0.5526
2487,simples,0.5964,0.5657
2488,achever,0.5964,0.6001
2489,favorite,0.5964,0.5811
2490,lea,0.5963,0.5882
2491,tit,0.5962,0.6789
2492,rée,0.5961,0.6566
2493,pesant,0.5961,0.5409
2494,tude,0.5961,0.6294
2495,maires,0.5960,0.4873
2496,ique,0.5959,0.5864
2497,nuage,0.5959,0.5293
2498,verte,0.5958,0.5216
2499,scn,0.5958,0.6548
2500,cherté,0.5957,0.5618
2501,james,0.5957,0.5667
2502,aufll,0.5957,0.6679
2503,tenant,0.5956,0.5720
2504,youtre,0.5956,0.6962
2505,étude,0.5956,0.5924
2506,suivent,0.5955,0.5890
2507,berry,0.5955,0.6079
2508,turenne,0.5955,0.5479
2509,levée,0.5955,0.5992
2510,parles,0.5955,0.5588
2511,quel,0.5954,0.6007
2512,roux,0.5954,0.6489
2513,restait,0.5954,0.5857
2514,dommage,0.5954,0.5796
2515,auguste,0.5954,0.5522
2516,j'avoue,0.5953,0.5866
2517,foa,0.5953,0.6116
2518,lorique,0.5952,0.7022
2519,prétextes,0.5952,0.5695
2520,qu'clle,0.5951,0.5891
2521,joseph,0.5951,0.5458
2522,regagner,0.5950,0.6330
2523,ocr,0.5950,0.3022
2524,réparation,0.5950,0.6154
2525,paraît,0.5950,0.5481
2526,dal,0.5949,0.5496
2527,abrégé,0.5949,0.5594
2528,ennuis,0.5948,0.4769
2529,donnant,0.5945,0.4321
2530,répondant,0.5945,0.6266
2531,num,0.5945,0.4594
2532,gueur,0.5945,0.6574
2533,sons,0.5945,0.5726
2534,promettre,0.5944,0.5191
2535,correspondance,0.5944,0.4879
2536,tuteur,0.5943,0.4915
2537,loyers,0.5943,0.5667
2538,souhaité,0.5943,0.4848
2539,so,0.5942,0.6044
2540,differe,0.5941,0.6441
2541,dre,0.5941,0.6736
2542,d'italie,0.5940,0.6288
2543,semaine,0.5939,0.5917
2544,l'ancre,0.5938,0.5333
2545,ennemie,0.5938,0.6316
2546,lès,0.5938,0.5775
2547,erreur,0.5937,0.5681
2548,nation,0.5936,0.5959
2549,scrupule,0.5936,0.5846
2550,lite,0.5936,0.5989
2551,entiere,0.5936,0.6672
2552,imprimé,0.5935,0.5078
2553,prophete,0.5933,0.5830
2554,tal,0.5933,0.5843
2555,cile,0.5933,0.5948
2556,iv,0.5933,0.6624
2557,agrément,0.5932,0.5004
2558,fréquens,0.5932,0.6199
2559,laitier,0.5932,0.5488
2560,len,0.5931,0.5936
2561,teflon,0.5931,0.6435
2562,retenant,0.5931,0.6266
2563,espace,0.5930,0.6112
2564,faic,0.5930,0.5760
2565,calais,0.5929,0.5247
2566,esprits,0.5929,0.5662
2567,utique,0.5929,0.5867
2568,commission,0.5928,0.4979
2569,resulte,0.5928,0.5072
2570,repris,0.5927,0.5992
2571,mieux,0.5927,0.6300
2572,aidé,0.5926,0.6387
2573,bit,0.5925,0.6161
2574,faction,0.5924,0.5338
2575,quentin,0.5924,0.4806
2576,extreme,0.5923,0.5285
2577,coudre,0.5923,0.5826
2578,s'exposer,0.5921,0.5790
2579,tde,0.5921,0.5594
2580,funestes,0.5921,0.5313
2581,tune,0.5921,0.5681
2582,lustre,0.5921,0.6252
2583,ms,0.5921,0.6312
2584,voya,0.5921,0.6230
2585,causes,0.5920,0.5818
2586,convoi,0.5920,0.7367
2587,frappée,0.5919,0.5788
2588,exécution,0.5918,0.4676
2589,detail,0.5918,0.5900
2590,l'entendre,0.5918,0.6087
2591,dés,0.5917,0.6511
2592,cllc,0.5917,0.5919
2593,trême,0.5917,0.6676
2594,fonctions,0.5916,0.4792
2595,mineure,0.5916,0.5837
2596,satan,0.5915,0.5778
2597,regar,0.5915,0.6499
2598,intérieurement,0.5914,0.6720
2599,jet,0.5914,0.6633
2600,mala,0.5913,0.5430
2601,s'observe,0.5913,0.5358
2602,eul,0.5911,0.6980
2603,conr,0.5911,0.6427
2604,casser,0.5910,0.7016
2605,éternité,0.5910,0.5696
2606,gle,0.5909,0.6161
2607,opposition,0.5909,0.6224
2608,luxembourg,0.5909,0.5264
2609,noi,0.5908,0.5573
2610,d'elle,0.5908,0.5892
2611,page,0.5907,0.5894
2612,jésuite,0.5906,0.6048
2613,louvre,0.5906,0.5276
2614,l'iniquité,0.5906,0.6438
2615,contin,0.5906,0.6066
2616,sales,0.5905,0.5812
2617,vigueur,0.5905,0.5341
2618,dressé,0.5905,0.5065
2619,iil,0.5905,0.6110
2620,certificats,0.5905,0.4622
2621,fail,0.5905,0.6109
2622,ordonnons,0.5904,0.4127
2623,voy,0.5904,0.6422
2624,racine,0.5904,0.5641
2625,apo,0.5904,0.6565
2626,créatures,0.5903,0.4889
2627,bray,0.5903,0.5544
2628,eur,0.5902,0.6205
2629,quittances,0.5902,0.5180
2630,jusqu'en,0.5901,0.6042
2631,enterrer,0.5901,0.5764
2632,glo,0.5901,0.6337
2633,éclairé,0.5900,0.5480
2634,dresse,0.5900,0.5753
2635,neige,0.5900,0.5649
2636,mmes,0.5899,0.5901
2637,coûter,0.5899,0.6666
2638,contens,0.5899,0.4940
2639,historique,0.5899,0.4592
2640,regardé,0.5898,0.5532
2641,l'obliger,0.5897,0.5875
2642,dil,0.5897,0.5376
2643,gile,0.5896,0.6679
2644,vuide,0.5896,0.4715
2645,bil,0.5896,0.6054
2646,l'immortalité,0.5893,0.6338
2647,temporels,0.5893,0.6451
2648,châteaux,0.5892,0.5374
2649,vacation,0.5891,0.6281
2650,voile,0.5890,0.6053
2651,maî,0.5890,0.5292
2652,lande,0.5889,0.5456
2653,opéra,0.5889,0.5747
2654,tenez,0.5889,0.4859
2655,pointe,0.5888,0.5064
2656,té,0.5887,0.5937
2657,postes,0.5887,0.6025
2658,justement,0.5887,0.5978
2659,toucher,0.5887,0.5903
2660,depens,0.5887,0.4954
2661,ancienne,0.5886,0.6461
2662,made,0.5886,0.5597
2663,îe,0.5885,0.6753
2664,ris,0.5885,0.5901
2665,d'admiration,0.5885,0.5866
2666,l'inclination,0.5884,0.5599
2667,fauter,0.5884,0.5523
2668,blaise,0.5884,0.5066
2669,encor,0.5883,0.5744
2670,effe,0.5882,0.4470
2671,lille,0.5882,0.5282
2672,lune,0.5882,0.5881
2673,touts,0.5881,0.7436
2674,iant,0.5881,0.6323
2675,éclatant,0.5881,0.4908
2676,sca,0.5881,0.6438
2677,parfaits,0.5880,0.5475
2678,gaules,0.5880,0.5743
2679,matrice,0.5880,0.5887
2680,étant,0.5879,0.4827
2681,ees,0.5879,0.6392
2682,instances,0.5879,0.4639
2683,seil,0.5878,0.5510
2684,courent,0.5878,0.5228
2685,théâtre,0.5878,0.5633
2686,élever,0.5878,0.5300
2687,omis,0.5876,0.5659
2688,honnêtement,0.5876,0.5931
2689,carreaux,0.5875,0.5348
2690,forêts,0.5875,0.5082
2691,extraordinaire,0.5875,0.5600
2692,délicats,0.5875,0.4704
2693,quit,0.5873,0.6401
2694,jouent,0.5873,0.5569
2695,pâques,0.5872,0.5048
2696,inceffamment,0.5872,0.6778
2697,leau,0.5871,0.5792
2698,d'instrumens,0.5871,0.6148
2699,gardés,0.5871,0.5363
2700,ban,0.5871,0.6667
2701,dort,0.5871,0.6941
2702,beau,0.5870,0.6341
2703,lil,0.5870,0.5109
2704,rudes,0.5869,0.5971
2705,témoignage,0.5869,0.5220
2706,aun,0.5869,0.6275
2707,ram,0.5869,0.4730
2708,gabriel,0.5868,0.5378
2709,prévoir,0.5868,0.5509
2710,ros,0.5868,0.5811
2711,pans,0.5867,0.5534
2712,fie,0.5867,0.7496
2713,usi,0.5867,0.6223
2714,qu'ils,0.5867,0.6141
2715,eji,0.5866,0.5064
2716,aimant,0.5866,0.5728
2717,effroi,0.5865,0.4788
2718,potes,0.5864,0.3988
2719,erl,0.5864,0.5908
2720,titans,0.5864,0.5907
2721,chandelle,0.5864,0.5952
2722,justiciers,0.5863,0.4751
2723,formel,0.5863,0.5343
2724,aur,0.5863,0.5697
2725,dion,0.5862,0.4839
2726,fx,0.5862,0.5849
2727,susceptible,0.5861,0.5815
2728,vaines,0.5861,0.5461
2729,l'artifice,0.5860,0.5407
2730,trompeur,0.5860,0.6182
2731,no,0.5859,0.5969
2732,tiere,0.5859,0.5063
2733,na,0.5859,0.5872
2734,condi,0.5859,0.6296
2735,ede,0.5859,0.5759
2736,fri,0.5858,0.6368
2737,fre,0.5858,0.6166
2738,ange,0.5858,0.5743
2739,subsister,0.5857,0.6203
2740,fées,0.5857,0.6259
2741,tort,0.5857,0.5523
2742,d'hiver,0.5856,0.6335
2743,partant,0.5856,0.6022
2744,poudre,0.5856,0.5637
2745,bra,0.5856,0.6170
2746,conscience,0.5855,0.5783
2747,df,0.5855,0.5613
2748,duite,0.5854,0.6550
2749,dispute,0.5854,0.5575
2750,discours,0.5854,0.5578
2751,decider,0.5854,0.6200
2752,refsemblance,0.5853,0.5410
2753,contribuer,0.5853,0.5904
2754,département,0.5852,0.5266
2755,nié,0.5852,0.5654
2756,lon,0.5852,0.6227
2757,l'entreprise,0.5851,0.4964
2758,section,0.5851,0.5864
2759,équivoques,0.5851,0.5099
2760,usa,0.5851,0.6056
2761,brabant,0.5850,0.5177
2762,noble,0.5850,0.6058
2763,dérobé,0.5850,0.5479
2764,secondes,0.5849,0.5273
2765,tailler,0.5847,0.6017
2766,ranger,0.5847,0.5957
2767,faillie,0.5846,0.6750
2768,d'eux,0.5845,0.5860
2769,res,0.5845,0.6093
2770,fauf,0.5845,0.6947
2771,secrettes,0.5844,0.6126
2772,pari,0.5844,0.6034
2773,vigoureux,0.5844,0.5631
2774,nuits,0.5844,0.5582
2775,s'exprime,0.5843,0.5590
2776,ias,0.5843,0.5212
2777,nettes,0.5843,0.6145
2778,cure,0.5842,0.6358
2779,rde,0.5842,0.5478
2780,chantoit,0.5842,0.5562
2781,talens,0.5841,0.5827
2782,motif,0.5841,0.5284
2783,dauphine,0.5841,0.5512
2784,traîner,0.5840,0.6567
2785,contenu,0.5840,0.5543
2786,premiére,0.5840,0.4248
2787,d'ajouter,0.5839,0.6614
2788,cus,0.5839,0.5613
2789,reglement,0.5839,0.5036
2790,revoir,0.5839,0.6050
2791,ret,0.5839,0.5445
2792,amen,0.5839,0.5349
2793,mod,0.5838,0.4783
2794,cavalier,0.5838,0.6504
2795,excede,0.5838,0.5055
2796,volonté,0.5838,0.5317
2797,ets,0.5837,0.5663
2798,athenes,0.5837,0.5144
2799,boni,0.5836,0.4755
2800,vraie,0.5835,0.5878
2801,romaine,0.5835,0.5740
2802,rupture,0.5835,0.5612
2803,annales,0.5834,0.5316
2804,ornement,0.5834,0.5081
2805,pcu,0.5833,0.5860
2806,refaits,0.5832,0.4703
2807,prudens,0.5832,0.5111
2808,changez,0.5832,0.5633
2809,sources,0.5832,0.5475
2810,l'évidence,0.5831,0.5608
2811,empêcha,0.5831,0.5593
2812,dangereux,0.5830,0.5931
2813,penchant,0.5830,0.6381
2814,flambeau,0.5830,0.5562
2815,dg,0.5829,0.6390
2816,joint,0.5828,0.6606
2817,écritures,0.5828,0.5857
2818,mia,0.5828,0.5615
2819,danse,0.5827,0.5388
2820,cures,0.5827,0.5097
2821,voisins,0.5827,0.5777
2822,estimation,0.5826,0.4595
2823,fance,0.5826,0.5440
2824,ports,0.5826,0.5680
2825,levant,0.5826,0.5731
2826,barbares,0.5825,0.5901
2827,différent,0.5824,0.5044
2828,autres,0.5824,0.5438
2829,dra,0.5823,0.6112
2830,milice,0.5823,0.5627
2831,d'irlande,0.5823,0.5547
2832,mention,0.5823,0.5375
2833,crus,0.5823,0.5516
2834,claires,0.5822,0.4702
2835,ité,0.5822,0.5980
2836,miroir,0.5822,0.5430
2837,vendit,0.5821,0.6462
2838,d'anvers,0.5821,0.4431
2839,extraordinairement,0.5821,0.6087
2840,bons,0.5820,0.5569
2841,formez,0.5820,0.6235
2842,incommode,0.5820,0.5600
2843,haro,0.5819,0.2945
2844,cambrai,0.5819,0.5411
2845,raille,0.5819,0.6725
2846,chargez,0.5818,0.4860
2847,visions,0.5817,0.5394
2848,appellant,0.5817,0.5470
2849,voisinage,0.5816,0.6023
2850,contribué,0.5816,0.5666
