rank,word,drift_global,drift_moyen
3655,piquer,0.6224,0.4597
3656,peuplé,0.6224,0.4715
3657,commençant,0.6224,0.5887
3658,recouvrer,0.6224,0.5437
3659,créa,0.6223,0.5321
3660,morts,0.6222,0.6705
3661,quis,0.6222,0.5866
3662,sulpice,0.6222,0.6676
3663,oye,0.6222,0.5782
3664,ambitieux,0.6221,0.4292
3665,l'habit,0.6221,0.5799
3666,prétextes,0.6221,0.5695
3667,scandale,0.6221,0.6346
3668,luxe,0.6220,0.4503
3669,hit,0.6220,0.6005
3670,git,0.6220,0.6369
3671,renaître,0.6219,0.4731
3672,chirurgiens,0.6219,0.7048
3673,raport,0.6219,0.4895
3674,ho,0.6218,0.6743
3675,d'armes,0.6217,0.6941
3676,confesser,0.6216,0.5169
3677,ncs,0.6215,0.5183
3678,talens,0.6215,0.5827
3679,lio,0.6215,0.4527
3680,produits,0.6215,0.4573
3681,oubli,0.6214,0.6024
3682,territoire,0.6214,0.5874
3683,age,0.6214,0.5054
3684,sorte,0.6214,0.5205
3685,excepté,0.6214,0.7000
3686,via,0.6213,0.4874
3687,ance,0.6213,0.5478
3688,mufique,0.6213,0.5810
3689,circulation,0.6213,0.4345
3690,fons,0.6212,0.6083
3691,rouleau,0.6212,0.5078
3692,s'unir,0.6211,0.4778
3693,examen,0.6211,0.5722
3694,empêcha,0.6211,0.5593
3695,dele,0.6211,0.6558
3696,d'admirer,0.6211,0.5168
3697,l'absence,0.6210,0.5409
3698,fécond,0.6210,0.5063
3699,tenans,0.6209,0.6351
3700,citation,0.6209,0.4645
3701,quele,0.6209,0.5833
3702,venant,0.6208,0.5743
3703,pique,0.6208,0.4586
3704,with,0.6208,0.4807
3705,attentive,0.6208,0.5184
3706,das,0.6208,0.5910
3707,uu,0.6207,0.5475
3708,pil,0.6207,0.5620
3709,séparés,0.6206,0.4753
3710,nia,0.6206,0.6056
3711,cj,0.6205,0.4807
3712,iiii,0.6205,0.5352
3713,d'exemple,0.6204,0.5688
3714,oin,0.6204,0.5364
3715,marchande,0.6204,0.5505
3716,mos,0.6204,0.5060
3717,protester,0.6204,0.4969
3718,goutte,0.6204,0.4908
3719,methode,0.6203,0.5410
3720,dette,0.6203,0.5308
3721,livrées,0.6203,0.5051
3722,vainement,0.6202,0.5451
3723,unies,0.6201,0.5395
3724,rochelle,0.6200,0.5250
3725,ao,0.6200,0.4856
3726,roes,0.6200,0.5105
3727,maréchaux,0.6199,0.5937
3728,contradictions,0.6199,0.4147
3729,ries,0.6199,0.5397
3730,ant,0.6199,0.5732
3731,toscane,0.6198,0.5986
3732,gaules,0.6198,0.5743
3733,j'avoue,0.6198,0.5866
3734,foit,0.6198,0.5203
3735,prétendu,0.6198,0.5948
3736,retrancher,0.6198,0.6181
3737,solitaire,0.6198,0.5440
3738,uo,0.6197,0.4760
3739,ifr,0.6197,0.6355
3740,recevez,0.6197,0.5516
3741,formelle,0.6197,0.4091
3742,gues,0.6197,0.5719
3743,d'accorder,0.6197,0.6108
3744,tableau,0.6197,0.5180
3745,limites,0.6196,0.4324
3746,ns,0.6196,0.4810
3747,icn,0.6196,0.5176
3748,l'entendement,0.6195,0.5005
3749,canada,0.6195,0.5370
3750,allumer,0.6195,0.5029
3751,bus,0.6195,0.5130
3752,causc,0.6194,0.6288
3753,ressources,0.6194,0.3557
3754,d'exiger,0.6194,0.4340
3755,sortie,0.6193,0.5793
3756,exemptions,0.6193,0.4379
3757,exempts,0.6193,0.4112
3758,cale,0.6193,0.6155
3759,jou,0.6192,0.5812
3760,qu'el,0.6191,0.4831
3761,retenant,0.6190,0.6266
3762,noyer,0.6190,0.5463
3763,précieux,0.6190,0.6167
3764,cenfure,0.6190,0.5283
3765,ressorts,0.6189,0.5303
3766,tf,0.6189,0.5100
3767,varie,0.6188,0.4648
3768,presente,0.6187,0.5461
3769,frein,0.6187,0.4055
3770,vcrs,0.6187,0.5923
3771,lur,0.6187,0.5611
3772,d'attirer,0.6187,0.5220
3773,ilest,0.6186,0.5730
3774,impression,0.6186,0.5043
3775,s'avancer,0.6186,0.4741
3776,pouvoirs,0.6186,0.6362
3777,coûta,0.6186,0.6343
3778,ld,0.6185,0.4666
3779,xii,0.6185,0.6756
3780,s'appellent,0.6185,0.6597
3781,irc,0.6185,0.4891
3782,royale,0.6184,0.6215
3783,l'après,0.6184,0.6484
3784,vizirs,0.6183,0.5781
3785,az,0.6183,0.5195
3786,commet,0.6183,0.5095
3787,oul,0.6182,0.5499
3788,subit,0.6182,0.5294
3789,inclination,0.6182,0.5710
3790,nombreuses,0.6181,0.4097
3791,produites,0.6181,0.6328
3792,acres,0.6180,0.5266
3793,anc,0.6180,0.5829
3794,faisant,0.6180,0.5509
3795,réciproque,0.6180,0.4612
3796,symbole,0.6179,0.4860
3797,ecrire,0.6179,0.6706
3798,compagne,0.6179,0.6662
3799,revers,0.6179,0.5413
3800,voile,0.6179,0.6053
3801,jointes,0.6178,0.6065
3802,scroit,0.6178,0.5909
3803,dm,0.6178,0.5319
3804,s'ef,0.6178,0.4566
3805,ition,0.6177,0.5910
3806,auili,0.6177,0.5455
3807,têtes,0.6176,0.5523
3808,déchirer,0.6176,0.4983
3809,crt,0.6176,0.5331
3810,suffi,0.6176,0.7230
3811,terme,0.6176,0.3978
3812,confidence,0.6175,0.5788
3813,cri,0.6175,0.4500
3814,mille,0.6175,0.5185
3815,xlv,0.6174,0.7058
3816,rappeler,0.6173,0.4956
3817,distinctement,0.6173,0.6496
3818,renommée,0.6172,0.6530
3819,préalable,0.6172,0.4210
3820,tourmente,0.6171,0.4865
3821,ejt,0.6171,0.4747
3822,prisonniers,0.6170,0.5959
3823,censeurs,0.6170,0.4819
3824,dons,0.6168,0.5689
3825,jérusalem,0.6168,0.4710
3826,lustre,0.6167,0.6252
3827,tontes,0.6167,0.5938
3828,epi,0.6167,0.5689
3829,subalternes,0.6167,0.6252
3830,lne,0.6167,0.5291
3831,piu,0.6166,0.5444
3832,court,0.6165,0.5248
3833,coute,0.6165,0.4522
3834,mimes,0.6165,0.5394
3835,éclairé,0.6164,0.5480
3836,chaire,0.6163,0.6418
3837,s'appelle,0.6163,0.5654
3838,préfence,0.6162,0.4804
3839,défenfe,0.6162,0.4367
3840,sci,0.6161,0.5815
3841,paroitra,0.6161,0.5456
3842,prime,0.6160,0.6277
3843,teindre,0.6160,0.5204
3844,fourmis,0.6160,0.5240
3845,moyennant,0.6160,0.6700
3846,soumise,0.6159,0.4458
3847,famine,0.6159,0.4458
3848,cesse,0.6159,0.4796
3849,sucres,0.6158,0.5363
3850,proportionnée,0.6158,0.5288
3851,parole,0.6158,0.6226
3852,écarter,0.6158,0.5982
3853,troublé,0.6158,0.6293
3854,major,0.6158,0.5369
3855,pleure,0.6158,0.5662
3856,neuve,0.6158,0.6827
3857,concurrence,0.6157,0.4534
3858,ix,0.6157,0.6202
3859,present,0.6156,0.5372
3860,l'en,0.6156,0.6487
3861,bian,0.6155,0.5237
3862,bannis,0.6155,0.4988
3863,repond,0.6155,0.5915
3864,l'effort,0.6155,0.4983
3865,satisfaire,0.6155,0.5791
3866,importante,0.6154,0.6052
3867,regardez,0.6153,0.5073
3868,implacable,0.6153,0.5529
3869,prt,0.6153,0.6109
3870,démon,0.6153,0.6490
3871,cia,0.6153,0.4989
3872,taillis,0.6153,0.5687
3873,ptolomée,0.6153,0.6099
3874,secondé,0.6152,0.5132
3875,d'observer,0.6152,0.5822
3876,l'incertitude,0.6152,0.5268
3877,insupportable,0.6152,0.4362
3878,modes,0.6152,0.4871
3879,veni,0.6151,0.6216
3880,ler,0.6151,0.5580
3881,théâtre,0.6151,0.5633
3882,formoit,0.6150,0.6103
3883,dest,0.6150,0.6280
3884,regagner,0.6149,0.6330
3885,rre,0.6149,0.5114
3886,publication,0.6149,0.5533
3887,souveraine,0.6149,0.4678
3888,prive,0.6148,0.4186
3889,demeure,0.6148,0.6207
3890,aj,0.6147,0.4972
3891,correspondance,0.6147,0.4879
3892,aufll,0.6147,0.6679
3893,aimant,0.6146,0.5728
3894,verse,0.6146,0.3873
3895,pou,0.6145,0.4799
3896,cns,0.6145,0.4956
3897,xlviii,0.6144,0.6695
3898,découverte,0.6144,0.6070
3899,occupent,0.6143,0.5069
3900,dy,0.6143,0.6054
3901,accompagne,0.6143,0.5324
3902,arr,0.6142,0.5333
3903,tragique,0.6141,0.5007
3904,timides,0.6141,0.4470
3905,quii,0.6141,0.5326
3906,iter,0.6141,0.4181
3907,origine,0.6141,0.6052
3908,prétendus,0.6140,0.4485
3909,ro,0.6140,0.5284
3910,nce,0.6140,0.5035
3911,pese,0.6140,0.4843
3912,qr,0.6139,0.5156
3913,icr,0.6139,0.4754
3914,luit,0.6139,0.5206
3915,julie,0.6138,0.5463
3916,l'anglois,0.6138,0.5113
3917,icu,0.6138,0.5447
3918,college,0.6138,0.6424
3919,tue,0.6138,0.4716
3920,fortifications,0.6137,0.4807
3921,cot,0.6137,0.5391
3922,espace,0.6137,0.6112
3923,ram,0.6137,0.4730
3924,aut,0.6136,0.5967
3925,ect,0.6135,0.5181
3926,achille,0.6135,0.5466
3927,iie,0.6135,0.5356
3928,obscur,0.6135,0.4804
3929,th,0.6135,0.5791
3930,acquerir,0.6134,0.5807
3931,eo,0.6134,0.5333
3932,long,0.6134,0.6615
3933,indignation,0.6134,0.5558
3934,qu'ils,0.6133,0.6141
3935,lient,0.6133,0.4315
3936,conjecture,0.6132,0.5608
3937,lz,0.6132,0.4832
3938,multiplié,0.6132,0.6398
3939,iss,0.6131,0.5974
3940,digestion,0.6131,0.6310
3941,cham,0.6131,0.5383
3942,fréquent,0.6131,0.5637
3943,robert,0.6130,0.4946
3944,toits,0.6130,0.4458
3945,int,0.6129,0.5163
3946,sejour,0.6129,0.6187
3947,changement,0.6129,0.6243
3948,qli,0.6129,0.5175
3949,médecine,0.6128,0.5581
3950,griefs,0.6128,0.6060
3951,ray,0.6127,0.6235
3952,rôles,0.6127,0.5034
3953,vir,0.6127,0.6381
3954,lef,0.6126,0.5990
3955,distingue,0.6126,0.5750
3956,exploit,0.6125,0.3775
3957,exercé,0.6125,0.5249
3958,forts,0.6125,0.6164
3959,succéder,0.6125,0.4289
3960,ard,0.6125,0.5198
3961,aucunement,0.6125,0.5914
3962,ministre,0.6125,0.4777
3963,fumer,0.6125,0.5673
3964,étude,0.6124,0.5924
3965,gle,0.6124,0.6161
3966,feuille,0.6123,0.5756
3967,l'agitation,0.6123,0.4964
3968,tombées,0.6123,0.4755
3969,contribution,0.6123,0.4244
3970,d'or,0.6123,0.5817
3971,lb,0.6123,0.6267
3972,lee,0.6123,0.6211
3973,solliciter,0.6122,0.5873
3974,dro,0.6122,0.5583
3975,vertueux,0.6122,0.5664
3976,marine,0.6121,0.4815
3977,ml,0.6121,0.4896
3978,iar,0.6121,0.5156
3979,imparfaite,0.6121,0.5936
3980,fii,0.6120,0.5498
3981,poignard,0.6120,0.5048
3982,loyers,0.6120,0.5667
3983,persuade,0.6119,0.6089
3984,domestique,0.6119,0.5541
3985,dont,0.6119,0.6274
3986,poids,0.6119,0.7052
3987,avc,0.6118,0.5477
3988,gile,0.6118,0.6679
3989,convaincus,0.6118,0.4356
3990,laye,0.6118,0.5040
3991,contrat,0.6117,0.5002
3992,tics,0.6117,0.5610
3993,fom,0.6117,0.5191
3994,menti,0.6117,0.5000
3995,aine,0.6117,0.5105
3996,lâcheté,0.6116,0.4429
3997,vires,0.6115,0.4969
3998,bre,0.6115,0.4683
3999,enfuite,0.6115,0.5601
4000,lls,0.6115,0.5671
4001,décrit,0.6114,0.5664
4002,mesuré,0.6114,0.5680
4003,volonté,0.6114,0.5317
4004,doubles,0.6114,0.5119
4005,folles,0.6114,0.5080
4006,comparaison,0.6114,0.6005
4007,nm,0.6114,0.4827
4008,romaines,0.6114,0.4828
4009,nullité,0.6114,0.5682
4010,mau,0.6113,0.5748
4011,prisons,0.6113,0.6571
4012,frais,0.6113,0.5948
4013,era,0.6112,0.4670
4014,fint,0.6112,0.4574
4015,pete,0.6111,0.5299
4016,confirma,0.6111,0.5553
4017,vis,0.6111,0.6089
4018,bruit,0.6110,0.5403
4019,d'équité,0.6110,0.5501
4020,bai,0.6110,0.5531
4021,française,0.6108,0.4952
4022,propreté,0.6108,0.5775
4023,devienne,0.6108,0.5205
4024,toison,0.6108,0.5033
4025,conclusion,0.6107,0.6017
4026,aides,0.6107,0.6493
4027,abandonna,0.6107,0.5445
4028,mortel,0.6107,0.5517
4029,tranquilles,0.6107,0.4695
4030,furies,0.6106,0.6205
4031,dux,0.6106,0.5310
4032,membre,0.6106,0.5036
4033,super,0.6106,0.5550
4034,dt,0.6106,0.4820
4035,poudres,0.6106,0.4563
4036,cloître,0.6106,0.4764
4037,tonne,0.6105,0.5535
4038,general,0.6105,0.5056
4039,profondes,0.6105,0.3999
4040,rle,0.6105,0.5260
4041,normandie,0.6104,0.5227
4042,enceinte,0.6103,0.5891
4043,icl,0.6103,0.5204
4044,ei,0.6102,0.4720
4045,hautes,0.6101,0.6248
4046,prisonnier,0.6101,0.5650
4047,es,0.6101,0.4369
4048,l'afie,0.6101,0.5170
4049,l'humilité,0.6101,0.5908
4050,pardevant,0.6100,0.6149
4051,traversé,0.6100,0.6451
4052,purifier,0.6100,0.5777
4053,destruction,0.6099,0.4309
4054,ombres,0.6099,0.5376
4055,pratiquée,0.6099,0.5414
4056,ens,0.6098,0.5375
4057,saie,0.6098,0.6824
4058,hol,0.6098,0.5532
4059,tt,0.6097,0.5523
4060,corinthe,0.6097,0.5162
4061,out,0.6096,0.5794
4062,ome,0.6095,0.5944
4063,riens,0.6095,0.5654
4064,baleine,0.6095,0.6918
4065,ingrate,0.6094,0.5764
4066,brusque,0.6094,0.5041
4067,chacun,0.6094,0.6273
4068,rient,0.6094,0.6066
4069,condition,0.6093,0.6103
4070,millions,0.6093,0.5406
4071,pairs,0.6093,0.5628
4072,proches,0.6093,0.6033
4073,ridicule,0.6092,0.6432
4074,pret,0.6092,0.7718
4075,forger,0.6092,0.6085
4076,meilleur,0.6092,0.6276
4077,rotterdam,0.6091,0.5213
4078,habitudes,0.6091,0.3786
4079,attribut,0.6090,0.4954
4080,iun,0.6089,0.5502
4081,pareils,0.6088,0.5504
4082,valois,0.6088,0.5106
4083,ensorte,0.6088,0.5328
4084,ois,0.6087,0.4963
4085,retrouve,0.6087,0.3644
4086,cuite,0.6087,0.4726
4087,marche,0.6087,0.5853
4088,membres,0.6086,0.6297
4089,système,0.6086,0.4260
4090,cetter,0.6085,0.5665
4091,colle,0.6085,0.5123
4092,cap,0.6085,0.5814
4093,opera,0.6084,0.5997
4094,publics,0.6084,0.5727
4095,relevée,0.6084,0.5072
4096,enregistrées,0.6084,0.4061
4097,arabes,0.6084,0.4785
4098,oil,0.6083,0.5614
4099,fidelité,0.6083,0.5309
4100,l'heureux,0.6083,0.6699
4101,envoye,0.6082,0.6046
4102,dil,0.6082,0.5376
4103,beau,0.6082,0.6341
4104,crient,0.6082,0.4724
4105,cessez,0.6082,0.5457
4106,domine,0.6081,0.4867
4107,retenus,0.6081,0.4813
4108,uf,0.6081,0.5732
4109,louvois,0.6081,0.6073
4110,hauteurs,0.6081,0.4210
4111,dela,0.6081,0.6408
4112,agir,0.6080,0.6069
4113,l'exercice,0.6080,0.5041
4114,sales,0.6079,0.5812
4115,étrangère,0.6079,0.4789
4116,politique,0.6079,0.4342
4117,berry,0.6079,0.6079
4118,palatin,0.6078,0.5252
4119,reprises,0.6078,0.5761
4120,foibles,0.6078,0.5608
4121,l'apprendre,0.6078,0.6051
4122,proposez,0.6077,0.5243
4123,ys,0.6077,0.5113
4124,débiter,0.6077,0.6669
4125,s'empare,0.6077,0.4883
4126,amen,0.6077,0.5349
4127,parfums,0.6077,0.5188
4128,mystere,0.6076,0.5118
4129,récompenses,0.6076,0.6454
4130,face,0.6076,0.4991
4131,passées,0.6075,0.5894
4132,venus,0.6075,0.4336
4133,éternels,0.6075,0.5316
4134,choisies,0.6075,0.4743
4135,cra,0.6075,0.6025
4136,chaîne,0.6074,0.5914
4137,éclairée,0.6074,0.4720
4138,monstre,0.6074,0.5285
4139,indemnité,0.6074,0.6505
4140,qti,0.6074,0.5190
4141,aires,0.6073,0.6330
4142,lanterne,0.6073,0.4815
4143,sente,0.6073,0.5311
4144,ultra,0.6073,0.3866
4145,sureté,0.6072,0.4533
4146,comptoit,0.6072,0.5488
4147,familier,0.6072,0.6111
4148,concourir,0.6072,0.4498
4149,l'orage,0.6071,0.5330
4150,concorde,0.6071,0.5345
4151,ennuyeux,0.6071,0.6310
4152,mahomet,0.6070,0.5536
4153,in,0.6070,0.5003
4154,iin,0.6070,0.5100
4155,cclle,0.6070,0.5951
4156,venans,0.6069,0.5761
4157,enterrer,0.6068,0.5764
4158,marée,0.6068,0.6385
4159,iti,0.6068,0.4867
4160,s'expliquer,0.6067,0.5673
4161,dles,0.6067,0.5361
4162,finit,0.6067,0.5507
4163,produire,0.6066,0.5381
4164,l'acte,0.6066,0.5325
4165,u'il,0.6066,0.5196
4166,connoissancen,0.6065,0.4687
4167,flir,0.6065,0.5906
4168,ingénieux,0.6065,0.6013
4169,souffrir,0.6065,0.6509
4170,sea,0.6065,0.6346
4171,poudre,0.6064,0.5637
4172,l'exclusion,0.6064,0.5499
4173,ine,0.6064,0.5351
4174,dissertation,0.6064,0.6692
4175,ht,0.6063,0.5547
4176,ccttc,0.6062,0.6246
4177,briser,0.6061,0.6050
4178,ot,0.6061,0.4975
4179,abondamment,0.6061,0.6033
4180,tragedie,0.6061,0.5615
4181,rompit,0.6061,0.5910
4182,perfection,0.6061,0.4202
4183,d'albe,0.6060,0.5815
4184,l'honnêteté,0.6060,0.5741
4185,epitre,0.6059,0.4670
4186,bénéfice,0.6059,0.5282
4187,souffre,0.6059,0.5972
4188,troi,0.6058,0.5880
4189,d'années,0.6058,0.6229
4190,comp,0.6058,0.5812
4191,prince,0.6057,0.6055
4192,l'administration,0.6057,0.4303
4193,double,0.6057,0.4600
4194,fignifier,0.6057,0.5009
4195,attention,0.6055,0.6375
4196,cni,0.6055,0.5336
4197,citez,0.6055,0.4551
4198,presque,0.6054,0.4987
4199,quelconque,0.6054,0.4451
4200,tenue,0.6054,0.5902
4201,l'obliger,0.6053,0.5875
4202,anonyme,0.6053,0.4982
4203,chargés,0.6053,0.4275
4204,rr,0.6053,0.5236
4205,opposé,0.6053,0.5586
4206,colin,0.6052,0.5309
4207,l'importance,0.6052,0.5211
4208,vacations,0.6052,0.5241
4209,commencement,0.6052,0.6084
4210,villiers,0.6051,0.5765
4211,posent,0.6051,0.6002
4212,l'etat,0.6051,0.4053
4213,ceu,0.6051,0.5712
4214,objet,0.6050,0.6691
4215,prolonger,0.6050,0.5695
4216,juré,0.6050,0.5642
4217,vertueuse,0.6049,0.5510
4218,détourne,0.6048,0.4771
4219,s'amuser,0.6048,0.5505
4220,plonger,0.6048,0.5986
4221,longueurs,0.6048,0.4740
4222,qu'ainsi,0.6047,0.5414
4223,batailles,0.6047,0.5404
4224,indubitable,0.6047,0.4935
4225,converti,0.6047,0.4914
4226,work,0.6046,0.2687
4227,j'estime,0.6046,0.6015
4228,reputation,0.6046,0.6101
4229,prudens,0.6045,0.5111
4230,perle,0.6045,0.5297
4231,offrant,0.6044,0.4289
4232,obtenue,0.6044,0.4067
4233,l'extrême,0.6044,0.5425
4234,soit,0.6043,0.5427
4235,if,0.6043,0.5699
4236,sçavoir,0.6043,0.4665
4237,motif,0.6043,0.5284
4238,perfides,0.6043,0.4554
4239,defendre,0.6043,0.5093
4240,sentiers,0.6043,0.6972
4241,par,0.6043,0.5070
4242,prévention,0.6042,0.4344
4243,reg,0.6041,0.5099
4244,eb,0.6041,0.5231
4245,vot,0.6040,0.5720
4246,assurances,0.6040,0.6061
4247,joignez,0.6040,0.6519
4248,caractere,0.6040,0.5030
4249,feaux,0.6040,0.5971
4250,relier,0.6039,0.5837
4251,recommencer,0.6039,0.5938
4252,prescrire,0.6039,0.5908
4253,informations,0.6039,0.5794
4254,contrôle,0.6039,0.4680
4255,aii,0.6038,0.5277
4256,admettre,0.6038,0.5147
4257,dlu,0.6038,0.4828
4258,trace,0.6038,0.4589
4259,l'urine,0.6038,0.5310
4260,volumes,0.6038,0.5501
4261,aiu,0.6037,0.5632
4262,alexandrie,0.6036,0.4725
4263,d'affaires,0.6036,0.5336
4264,conful,0.6036,0.4244
4265,rl,0.6035,0.4798
4266,peinture,0.6035,0.5599
4267,ars,0.6035,0.5218
4268,confirme,0.6035,0.5629
4269,vulgaire,0.6035,0.4828
4270,conserva,0.6034,0.6243
4271,sérieux,0.6034,0.5650
4272,tées,0.6034,0.5300
4273,quelconques,0.6034,0.5444
4274,lorsqu,0.6034,0.5008
4275,charme,0.6034,0.6631
4276,d'élever,0.6033,0.5074
4277,supérieurs,0.6033,0.4492
4278,dénomination,0.6033,0.3965
4279,généralement,0.6032,0.4990
4280,fain,0.6032,0.5945
4281,capitales,0.6031,0.5043
4282,verser,0.6031,0.5542
4283,sauvez,0.6030,0.5638
4284,elc,0.6030,0.6309
4285,lande,0.6029,0.5456
4286,franchise,0.6029,0.5007
4287,ud,0.6029,0.4782
4288,s'établir,0.6029,0.5121
4289,asie,0.6029,0.4718
4290,imparfait,0.6029,0.5320
4291,texte,0.6028,0.6487
4292,rate,0.6028,0.6786
4293,mala,0.6028,0.5430
4294,critiques,0.6028,0.4667
4295,pénitence,0.6028,0.6624
4296,mp,0.6028,0.4967
4297,suivans,0.6027,0.5260
4298,réelle,0.6027,0.4238
4299,poursuivis,0.6027,0.4678
4300,iy,0.6027,0.5101
4301,parmi,0.6027,0.5426
4302,atteint,0.6027,0.6394
4303,murmure,0.6027,0.6551
4304,rio,0.6026,0.5322
4305,uis,0.6026,0.4556
4306,qu'enfin,0.6025,0.5618
4307,l'immortalité,0.6025,0.6338
4308,fâcheuse,0.6025,0.6452
4309,paste,0.6025,0.5401
4310,ar,0.6025,0.6501
4311,chargées,0.6025,0.4238
4312,erat,0.6025,0.5137
4313,tn,0.6025,0.5293
4314,enleva,0.6024,0.5829
4315,sr,0.6024,0.5196
4316,scr,0.6024,0.5440
4317,jl,0.6024,0.5396
4318,voitures,0.6024,0.5755
4319,filr,0.6024,0.5903
4320,s'attirer,0.6023,0.5041
4321,l'écriture,0.6023,0.5942
4322,czar,0.6023,0.5563
4323,dec,0.6023,0.5095
4324,créer,0.6023,0.4845
4325,quiconque,0.6023,0.5783
4326,xiv,0.6023,0.6528
4327,particulierement,0.6023,0.5771
4328,bol,0.6022,0.5144
4329,fermées,0.6022,0.4770
4330,cambrai,0.6022,0.5411
4331,trompettes,0.6022,0.5630
4332,cabinets,0.6021,0.5576
4333,sj,0.6021,0.5234
4334,trahison,0.6021,0.4472
4335,lci,0.6020,0.5139
4336,guy,0.6020,0.4781
4337,bouche,0.6020,0.5864
4338,martial,0.6020,0.5303
4339,vivere,0.6019,0.4297
4340,naufrage,0.6019,0.6188
4341,durable,0.6018,0.4414
4342,cum,0.6018,0.5517
4343,d'obtenir,0.6018,0.5880
4344,modérer,0.6017,0.5046
4345,lifant,0.6017,0.5256
4346,domo,0.6017,0.3744
4347,quoiqu'ils,0.6016,0.4610
4348,faction,0.6016,0.5338
4349,bride,0.6016,0.6642
4350,favorite,0.6016,0.5811
4351,mêmes,0.6016,0.4318
4352,marquée,0.6016,0.6250
4353,liir,0.6014,0.5904
4354,nouvelle,0.6014,0.4785
4355,cli,0.6013,0.5431
4356,nor,0.6013,0.6140
4357,principale,0.6013,0.6173
4358,interêts,0.6012,0.5449
4359,devenues,0.6012,0.4229
4360,pui,0.6011,0.5803
4361,éloignés,0.6011,0.4077
4362,survient,0.6011,0.5269
4363,vivans,0.6011,0.4942
4364,vicomte,0.6010,0.5052
4365,can,0.6010,0.5575
4366,impie,0.6010,0.4447
4367,annibal,0.6010,0.4840
4368,tei,0.6010,0.5238
4369,epître,0.6010,0.4599
4370,devine,0.6009,0.5054
4371,cui,0.6009,0.5206
4372,samuel,0.6009,0.5466
4373,emporte,0.6009,0.4462
4374,inconnus,0.6009,0.4259
4375,germe,0.6009,0.4915
4376,dauphine,0.6008,0.5512
4377,autant,0.6008,0.5773
4378,nt,0.6008,0.4192
4379,erl,0.6007,0.5908
4380,rn,0.6007,0.4721
4381,remporter,0.6006,0.4824
4382,quarte,0.6006,0.6434
4383,nen,0.6006,0.5569
4384,afin,0.6005,0.6309
4385,l'équité,0.6004,0.4529
4386,trahi,0.6004,0.5267
4387,d'horace,0.6004,0.5182
4388,intelligences,0.6003,0.4557
4389,réglé,0.6003,0.5380
4390,thrace,0.6003,0.4466
4391,vive,0.6003,0.5489
4392,pafler,0.6002,0.4563
4393,concerne,0.6002,0.5068
4394,revient,0.6001,0.6606
4395,eas,0.6001,0.4896
4396,l'intendant,0.6001,0.5822
4397,baux,0.6000,0.5656
4398,gu,0.6000,0.5043
4399,lles,0.5999,0.4836
4400,m'arrêter,0.5999,0.4996
4401,mentir,0.5999,0.5064
4402,tions,0.5998,0.5055
4403,mines,0.5998,0.5202
4404,levée,0.5998,0.5992
4405,constante,0.5998,0.3931
4406,nobles,0.5998,0.5997
4407,rie,0.5998,0.6619
4408,chasse,0.5997,0.5788
4409,d'expérience,0.5997,0.6395
4410,statut,0.5997,0.6204
4411,indifférent,0.5996,0.6038
4412,sl,0.5996,0.5008
4413,rapportant,0.5995,0.4898
4414,rhodes,0.5995,0.5140
4415,babylone,0.5995,0.5533
4416,ius,0.5994,0.5245
4417,turent,0.5994,0.4925
4418,refsemblance,0.5994,0.5410
4419,bel,0.5994,0.4020
4420,vel,0.5994,0.5924
4421,pernicieux,0.5994,0.5163
4422,cavalier,0.5994,0.6504
4423,d'alexandrie,0.5993,0.4798
4424,vaisselle,0.5993,0.5735
4425,audi,0.5993,0.7361
4426,chine,0.5993,0.4883
4427,délais,0.5993,0.5889
4428,d'egypte,0.5993,0.5031
4429,restituer,0.5992,0.5600
4430,forains,0.5992,0.5048
4431,magie,0.5991,0.5415
4432,chauve,0.5991,0.6032
4433,rec,0.5991,0.5802
4434,crû,0.5990,0.4276
4435,l'espérance,0.5990,0.4602
4436,depens,0.5990,0.4954
4437,bourreau,0.5990,0.5489
4438,teau,0.5990,0.5292
4439,sacrée,0.5989,0.5046
4440,l'execution,0.5989,0.5947
4441,recueillir,0.5989,0.5362
4442,rcr,0.5989,0.5191
4443,conversion,0.5987,0.5017
4444,exposée,0.5987,0.5180
4445,cos,0.5987,0.6049
4446,bes,0.5987,0.5563
4447,pompes,0.5987,0.5069
4448,certe,0.5986,0.5147
4449,nd,0.5986,0.5049
4450,made,0.5986,0.5597
4451,idu,0.5986,0.5575
4452,blaise,0.5986,0.5066
4453,contenterai,0.5985,0.5787
4454,athenes,0.5985,0.5144
4455,exposez,0.5985,0.6072
4456,ruine,0.5985,0.4611
4457,talents,0.5984,0.5698
4458,disciple,0.5984,0.5687
4459,d'écouter,0.5984,0.5010
4460,environ,0.5984,0.5073
4461,denier,0.5984,0.5415
4462,fro,0.5983,0.5981
4463,commercy,0.5983,0.5893
4464,exemplaires,0.5983,0.5406
4465,feux,0.5983,0.4320
4466,feurs,0.5983,0.6273
4467,adoucir,0.5982,0.5332
4468,servie,0.5981,0.5272
4469,fauxbourgs,0.5981,0.4729
4470,m'en,0.5981,0.5971
4471,soupçonné,0.5980,0.4668
4472,ration,0.5980,0.5906
4473,superieurs,0.5980,0.5197
4474,noient,0.5980,0.4728
4475,l'heure,0.5980,0.6825
4476,vertu,0.5979,0.6097
4477,ure,0.5979,0.5739
4478,rt,0.5979,0.4480
4479,ailleurs,0.5979,0.5035
4480,exigent,0.5979,0.3263
4481,sorties,0.5979,0.5254
