rank,word,drift_global,drift_moyen
7693,amoureuse,0.5103,0.5003
7694,rivale,0.5102,0.4014
7695,ignorance,0.5102,0.4042
7696,animus,0.5102,0.3566
7697,voute,0.5101,0.4719
7698,d'angleterre,0.5101,0.4573
7699,clerc,0.5100,0.5452
7700,certain,0.5100,0.4808
7701,consulter,0.5100,0.4009
7702,inspiré,0.5099,0.5876
7703,invincible,0.5099,0.4693
7704,attentifs,0.5099,0.4162
7705,simon,0.5098,0.4574
7706,prêcher,0.5098,0.5886
7707,metz,0.5098,0.4986
7708,rcs,0.5098,0.4393
7709,registre,0.5098,0.5002
7710,l'université,0.5097,0.4708
7711,basse,0.5097,0.5786
7712,vues,0.5096,0.4933
7713,t'en,0.5096,0.3908
7714,alpes,0.5096,0.4636
7715,attachées,0.5096,0.5114
7716,tribus,0.5095,0.4063
7717,d'arriver,0.5095,0.6164
7718,c'était,0.5095,0.4720
7719,choqué,0.5094,0.5465
7720,entendement,0.5094,0.5910
7721,nomine,0.5094,0.5422
7722,amitié,0.5093,0.4585
7723,sièges,0.5093,0.5118
7724,étrangères,0.5093,0.5532
7725,saisi,0.5092,0.4144
7726,offices,0.5092,0.5435
7727,penser,0.5091,0.5352
7728,romaine,0.5091,0.5740
7729,s'empêcher,0.5091,0.3805
7730,remuer,0.5091,0.5302
7731,remarques,0.5091,0.3474
7732,deum,0.5090,0.4559
7733,expirer,0.5090,0.4336
7734,pierrot,0.5090,0.4594
7735,eus,0.5089,0.4528
7736,vilain,0.5089,0.4488
7737,volupté,0.5089,0.4430
7738,ouvertes,0.5088,0.4636
7739,répandent,0.5088,0.4233
7740,vole,0.5088,0.4452
7741,équité,0.5088,0.4518
7742,timide,0.5087,0.4444
7743,cuve,0.5087,0.5192
7744,annuel,0.5087,0.4201
7745,cercle,0.5086,0.4960
7746,vraisemblable,0.5086,0.4134
7747,sollicitations,0.5086,0.3786
7748,septentrionale,0.5085,0.5084
7749,ecl,0.5085,0.6051
7750,hollandais,0.5085,0.5450
7751,ejf,0.5085,0.4405
7752,ng,0.5085,0.5303
7753,formées,0.5085,0.4906
7754,consentit,0.5084,0.4501
7755,offenser,0.5084,0.4459
7756,hérétiques,0.5084,0.4763
7757,créateur,0.5084,0.5383
7758,mérite,0.5084,0.3888
7759,sacrifice,0.5083,0.3497
7760,c'eil,0.5083,0.4165
7761,perfide,0.5083,0.4005
7762,habileté,0.5082,0.3712
7763,mefures,0.5082,0.3779
7764,sçait,0.5082,0.3921
7765,fourbe,0.5081,0.4468
7766,cultivée,0.5081,0.5564
7767,représentations,0.5081,0.3860
7768,triompher,0.5081,0.3994
7769,revivre,0.5080,0.4754
7770,gré,0.5080,0.4485
7771,pureté,0.5079,0.4291
7772,pratiquent,0.5079,0.4776
7773,dehors,0.5079,0.5306
7774,cercles,0.5078,0.5326
7775,meilleures,0.5078,0.4951
7776,n'arrive,0.5078,0.4917
7777,appliqué,0.5077,0.5104
7778,conformement,0.5077,0.4897
7779,restait,0.5076,0.5857
7780,retirez,0.5076,0.4930
7781,bâties,0.5076,0.4505
7782,pass,0.5075,0.5622
7783,hercule,0.5075,0.5638
7784,albert,0.5074,0.5039
7785,ordinairement,0.5074,0.4686
7786,gardoit,0.5074,0.5364
7787,magna,0.5074,0.3915
7788,introduit,0.5073,0.4828
7789,gazon,0.5073,0.3928
7790,moins,0.5073,0.3970
7791,suppose,0.5073,0.5066
7792,parchemin,0.5073,0.4682
7793,indignes,0.5072,0.4188
7794,composer,0.5072,0.5283
7795,extrémités,0.5072,0.5294
7796,doi,0.5072,0.5113
7797,former,0.5072,0.4986
7798,connu,0.5072,0.4727
7799,maudit,0.5071,0.4657
7800,appuyée,0.5071,0.4522
7801,écu,0.5071,0.3213
7802,priere,0.5071,0.4356
7803,sapin,0.5070,0.4580
7804,songes,0.5070,0.4244
7805,vif,0.5070,0.4705
7806,parlera,0.5070,0.3757
7807,bizarre,0.5070,0.5350
7808,employé,0.5070,0.5566
7809,releva,0.5069,0.5357
7810,expédition,0.5069,0.4786
7811,frivoles,0.5069,0.4194
7812,enflammé,0.5069,0.4503
7813,recommande,0.5068,0.5103
7814,gouvernent,0.5068,0.3955
7815,flatte,0.5068,0.3663
7816,prima,0.5068,0.4256
7817,univers,0.5067,0.4951
7818,malo,0.5066,0.4830
7819,ccs,0.5066,0.4911
7820,supporter,0.5066,0.4721
7821,morceaux,0.5066,0.5322
7822,sucre,0.5065,0.5129
7823,gouverner,0.5065,0.5855
7824,surprenant,0.5065,0.5202
7825,choisir,0.5065,0.5205
7826,ieurs,0.5064,0.4235
7827,blé,0.5064,0.5272
7828,deo,0.5063,0.4207
7829,vieillards,0.5063,0.5005
7830,emporter,0.5063,0.5639
7831,combat,0.5063,0.4747
7832,brutus,0.5063,0.4412
7833,présent,0.5063,0.5002
7834,noël,0.5061,0.4858
7835,tenu,0.5060,0.4769
7836,expressément,0.5060,0.4445
7837,morceau,0.5060,0.5288
7838,icelles,0.5060,0.4382
7839,s'accommoder,0.5059,0.4792
7840,força,0.5059,0.3321
7841,raiyon,0.5059,0.5095
7842,couronné,0.5058,0.4348
7843,ore,0.5058,0.4815
7844,changemens,0.5058,0.5306
7845,surprend,0.5058,0.4799
7846,domaine,0.5058,0.5511
7847,nova,0.5058,0.4253
7848,laide,0.5058,0.5381
7849,leon,0.5058,0.4724
7850,changes,0.5058,0.6018
7851,boutique,0.5058,0.5117
7852,bello,0.5057,0.4327
7853,s'imaginer,0.5057,0.4720
7854,cotes,0.5057,0.4554
7855,susceptibles,0.5057,0.5632
7856,fruitiers,0.5057,0.5255
7857,déroute,0.5057,0.5048
7858,reproche,0.5057,0.3608
7859,précaution,0.5057,0.4442
7860,contribué,0.5057,0.5666
7861,loco,0.5057,0.4330
7862,naissent,0.5056,0.4566
7863,orange,0.5056,0.5328
7864,raisonnables,0.5056,0.4352
7865,royales,0.5055,0.4229
7866,sel,0.5055,0.5246
7867,reviendra,0.5055,0.5489
7868,trompée,0.5054,0.3838
7869,abolir,0.5054,0.4496
7870,parure,0.5054,0.5147
7871,seins,0.5053,0.5820
7872,serre,0.5053,0.4629
7873,monnoye,0.5053,0.6546
7874,cci,0.5053,0.4999
7875,d'engager,0.5053,0.4489
7876,ey,0.5053,0.5137
7877,gros,0.5053,0.3955
7878,peu,0.5053,0.5018
7879,étudié,0.5053,0.4404
7880,juste,0.5053,0.4274
7881,s'élève,0.5052,0.5325
7882,envers,0.5052,0.4480
7883,directeur,0.5052,0.4650
7884,résulte,0.5051,0.3966
7885,brille,0.5051,0.4171
7886,étrangeres,0.5051,0.4280
7887,doigts,0.5051,0.4004
7888,impressions,0.5050,0.5039
7889,tandis,0.5050,0.5371
7890,d'etat,0.5050,0.5598
7891,coffre,0.5049,0.4534
7892,d'cn,0.5049,0.4896
7893,triomphant,0.5049,0.4644
7894,irr,0.5049,0.4834
7895,écoit,0.5048,0.4363
7896,discours,0.5048,0.5578
7897,défit,0.5048,0.3745
7898,pareille,0.5048,0.5333
7899,l'envie,0.5048,0.4521
7900,prévenu,0.5047,0.4081
7901,meilleurs,0.5047,0.4474
7902,traita,0.5047,0.4821
7903,louer,0.5047,0.4423
7904,l'auteur,0.5046,0.5579
7905,contenance,0.5046,0.4221
7906,chantent,0.5045,0.5373
7907,excuser,0.5045,0.4416
7908,matieres,0.5045,0.5513
7909,d'épouser,0.5045,0.5314
7910,hall,0.5044,0.5199
7911,vus,0.5043,0.3624
7912,l'emporter,0.5043,0.4011
7913,c'ess,0.5042,0.4394
7914,travailloient,0.5042,0.4322
7915,républiques,0.5042,0.4743
7916,brune,0.5042,0.4312
7917,l'autorité,0.5041,0.4673
7918,hac,0.5041,0.4077
7919,pipe,0.5040,0.6080
7920,toit,0.5040,0.5919
7921,abus,0.5040,0.4105
7922,société,0.5040,0.4211
7923,lire,0.5040,0.4611
7924,illi,0.5040,0.3675
7925,meurs,0.5040,0.4056
7926,queje,0.5039,0.5090
7927,sots,0.5039,0.4756
7928,collége,0.5039,0.4210
7929,endroit,0.5039,0.5708
7930,ke,0.5039,0.5385
7931,profession,0.5038,0.4717
7932,vérités,0.5038,0.3262
7933,prieuré,0.5038,0.4149
7934,inconveniens,0.5038,0.5003
7935,barres,0.5038,0.4380
7936,ye,0.5037,0.4888
7937,ordonnoit,0.5037,0.4460
7938,plates,0.5037,0.4562
7939,decrets,0.5036,0.4411
7940,encore,0.5036,0.4494
7941,expose,0.5036,0.4112
7942,cessé,0.5036,0.4430
7943,êtres,0.5036,0.4485
7944,sunt,0.5035,0.4991
7945,mourir,0.5035,0.5341
7946,d'oiseaux,0.5035,0.4731
7947,which,0.5034,0.3770
7948,d'amour,0.5034,0.4795
7949,traitée,0.5033,0.3947
7950,lierre,0.5033,0.4271
7951,curieux,0.5032,0.5326
7952,accompagnent,0.5032,0.4981
7953,decem,0.5032,0.4301
7954,odieuse,0.5031,0.4532
7955,l'estimation,0.5031,0.6463
7956,accompagner,0.5031,0.5157
7957,actes,0.5030,0.6519
7958,course,0.5030,0.5796
7959,patrons,0.5028,0.4906
7960,jonction,0.5028,0.4543
7961,l'ancre,0.5027,0.5333
7962,florin,0.5027,0.4696
7963,contraintes,0.5027,0.4852
7964,vicomté,0.5027,0.4947
7965,horribles,0.5027,0.4723
7966,gland,0.5026,0.4426
7967,recouvrement,0.5026,0.4965
7968,sels,0.5026,0.4303
7969,retient,0.5025,0.4889
7970,parlez,0.5024,0.4288
7971,deus,0.5024,0.4593
7972,fâcher,0.5024,0.5414
7973,incommodité,0.5023,0.4577
7974,moit,0.5023,0.5076
7975,andré,0.5022,0.4436
7976,toutes,0.5021,0.5676
7977,poignée,0.5021,0.4582
7978,fix,0.5020,0.4667
7979,persuada,0.5020,0.4875
7980,mêler,0.5019,0.5083
7981,vrai,0.5019,0.5134
7982,calmer,0.5019,0.4221
7983,joui,0.5019,0.5138
7984,tempus,0.5019,0.3892
7985,modo,0.5019,0.4549
7986,prophete,0.5018,0.5830
7987,majesté,0.5018,0.4619
7988,iroit,0.5018,0.4748
7989,chemins,0.5017,0.4973
7990,vivre,0.5017,0.5141
7991,tonnerre,0.5017,0.4936
7992,composées,0.5017,0.3765
7993,félon,0.5017,0.3771
7994,dépendans,0.5017,0.4489
7995,boit,0.5017,0.4793
7996,planche,0.5017,0.5101
7997,ridicules,0.5016,0.3919
7998,délivre,0.5016,0.4558
7999,puis,0.5016,0.4982
8000,traités,0.5015,0.4210
8001,trinité,0.5015,0.5289
8002,donnai,0.5015,0.3848
8003,sicile,0.5014,0.4995
8004,renfermer,0.5014,0.5142
8005,probable,0.5014,0.3592
8006,sûre,0.5013,0.4572
8007,requises,0.5013,0.5147
8008,inclusivement,0.5013,0.5479
8009,m'entendre,0.5013,0.4470
8010,visite,0.5013,0.5304
8011,gagner,0.5012,0.5364
8012,admire,0.5012,0.4979
8013,porté,0.5012,0.5317
8014,caire,0.5012,0.4778
8015,l'époux,0.5012,0.4438
8016,d'efpagne,0.5012,0.4924
8017,précieuses,0.5011,0.4980
8018,peur,0.5011,0.5461
8019,envieux,0.5011,0.4695
8020,fâche,0.5011,0.4071
8021,bouillons,0.5011,0.4503
8022,n'é,0.5011,0.4714
8023,coq,0.5011,0.5285
8024,minus,0.5011,0.3881
8025,riante,0.5010,0.4508
8026,poësie,0.5010,0.4594
8027,ner,0.5010,0.4755
8028,demandant,0.5010,0.5319
8029,vente,0.5010,0.5151
8030,etiam,0.5010,0.4968
8031,reliques,0.5010,0.5001
8032,occasions,0.5009,0.4681
8033,mené,0.5009,0.4825
8034,susdites,0.5009,0.4534
8035,siens,0.5009,0.4061
8036,guerrier,0.5009,0.5486
8037,termes,0.5009,0.4515
8038,abîme,0.5008,0.4912
8039,autre,0.5007,0.5308
8040,événemens,0.5007,0.3914
8041,blessure,0.5005,0.4892
8042,céleste,0.5005,0.4885
8043,pousser,0.5005,0.5052
8044,caprices,0.5004,0.3794
8045,deniers,0.5004,0.4848
8046,sein,0.5004,0.5142
8047,jaques,0.5004,0.5464
8048,porter,0.5004,0.4792
8049,rendues,0.5003,0.4278
8050,nommés,0.5003,0.3637
8051,aulfi,0.5003,0.4326
8052,chute,0.5003,0.3821
8053,quem,0.5003,0.4273
8054,ratio,0.5002,0.3474
8055,clair,0.5001,0.4800
8056,captivité,0.5001,0.4128
8057,lames,0.5001,0.4575
8058,offrent,0.5001,0.3141
8059,exprimé,0.5001,0.4486
8060,abandonnée,0.5000,0.4101
8061,dissipe,0.5000,0.4232
8062,différente,0.5000,0.5028
8063,accordé,0.5000,0.4843
8064,cefar,0.5000,0.5579
8065,tiré,0.4999,0.5078
8066,turres,0.4999,0.4286
8067,fortent,0.4999,0.4413
8068,appelé,0.4998,0.4595
8069,george,0.4998,0.5536
8070,ni,0.4997,0.4653
8071,toise,0.4997,0.4868
8072,chariot,0.4996,0.4397
8073,démonstration,0.4995,0.4608
8074,démonstrations,0.4995,0.4310
8075,européens,0.4995,0.4474
8076,deviendra,0.4995,0.3933
8077,attribuée,0.4995,0.4223
8078,fournies,0.4995,0.4960
8079,d'hôtel,0.4995,0.6010
8080,poules,0.4994,0.4770
8081,déchargé,0.4994,0.5689
8082,quatrieme,0.4994,0.5111
8083,tailler,0.4994,0.6017
8084,justification,0.4993,0.4151
8085,jacob,0.4993,0.5134
8086,aborder,0.4993,0.4494
8087,serments,0.4993,0.4846
8088,dieux,0.4993,0.4057
8089,l'empereur,0.4992,0.5212
8090,d'autant,0.4992,0.5002
8091,embrassé,0.4992,0.4778
8092,plaire,0.4992,0.3592
8093,ira,0.4992,0.4184
8094,facit,0.4991,0.3137
8095,partagent,0.4991,0.3956
8096,apportées,0.4991,0.4683
8097,licu,0.4991,0.4985
8098,décisions,0.4991,0.3530
8099,hoc,0.4990,0.4809
8100,fixée,0.4990,0.4087
8101,roman,0.4990,0.4155
8102,commanda,0.4990,0.4066
8103,tourner,0.4989,0.5748
8104,salaires,0.4989,0.5215
8105,garder,0.4989,0.5767
8106,écoute,0.4989,0.3883
8107,ires,0.4989,0.4539
8108,répugnance,0.4989,0.4164
8109,visions,0.4988,0.5394
8110,patrie,0.4988,0.3726
8111,femelles,0.4988,0.4700
8112,fabrication,0.4988,0.4091
8113,elf,0.4987,0.4667
8114,amandes,0.4987,0.3600
8115,combattre,0.4987,0.4647
8116,reçoive,0.4987,0.4735
8117,guérir,0.4987,0.4563
8118,montagne,0.4986,0.3807
8119,contenta,0.4986,0.4229
8120,constitutions,0.4986,0.4596
8121,maîtresses,0.4985,0.4760
8122,dans,0.4984,0.4378
8123,montrant,0.4984,0.5830
8124,homine,0.4984,0.4620
8125,couverture,0.4984,0.5027
8126,sergent,0.4983,0.3119
8127,acceptée,0.4983,0.4884
8128,étoi,0.4982,0.4681
8129,meure,0.4982,0.4093
8130,exclure,0.4982,0.4422
8131,pardonnez,0.4981,0.4358
8132,conjectures,0.4981,0.4655
8133,pommes,0.4981,0.3926
8134,s'attendre,0.4980,0.4911
8135,domini,0.4980,0.4755
8136,contiennent,0.4980,0.4762
8137,éditions,0.4979,0.3892
8138,continuent,0.4979,0.3763
8139,existence,0.4978,0.4996
8140,formez,0.4977,0.6235
8141,hazard,0.4977,0.4299
8142,repondit,0.4977,0.4581
8143,nommées,0.4976,0.3943
8144,commissaires,0.4975,0.4613
8145,unc,0.4975,0.5528
8146,ecclésiastiques,0.4975,0.4782
8147,parlons,0.4974,0.4586
8148,filets,0.4974,0.4731
8149,attache,0.4974,0.3729
8150,suffrage,0.4974,0.3805
8151,réponfe,0.4974,0.4102
8152,portera,0.4974,0.4870
8153,chaleurs,0.4973,0.5046
8154,où,0.4973,0.3553
8155,intitulé,0.4973,0.5576
8156,héros,0.4973,0.4562
8157,valu,0.4973,0.4853
8158,géneral,0.4972,0.4397
8159,raconte,0.4972,0.5110
8160,poissons,0.4972,0.4216
8161,fers,0.4972,0.4502
8162,ions,0.4971,0.4806
8163,foiblesse,0.4971,0.4181
8164,remettant,0.4971,0.4645
8165,rendis,0.4971,0.4753
8166,d'orléans,0.4971,0.5454
8167,tirera,0.4970,0.3998
8168,chinois,0.4969,0.5075
8169,s'et,0.4968,0.4382
8170,monnoyé,0.4968,0.5516
8171,d'ennemis,0.4968,0.4316
8172,nations,0.4968,0.5646
8173,lazare,0.4968,0.4463
8174,s'emparer,0.4967,0.4071
8175,particules,0.4967,0.4478
8176,l'obligea,0.4967,0.4058
8177,is,0.4967,0.4188
8178,partis,0.4967,0.4081
8179,retours,0.4966,0.4296
8180,vitres,0.4966,0.5372
8181,faisons,0.4966,0.4505
8182,rende,0.4965,0.4749
8183,négligence,0.4965,0.5060
8184,péché,0.4964,0.4404
8185,divisée,0.4964,0.3541
8186,délibération,0.4964,0.5500
8187,accepter,0.4964,0.4955
8188,bella,0.4963,0.4468
8189,représentent,0.4963,0.4942
8190,gai,0.4962,0.4872
8191,ciel,0.4962,0.4557
8192,claires,0.4962,0.4702
8193,tort,0.4962,0.5523
8194,vin,0.4961,0.4883
8195,touché,0.4961,0.4763
8196,important,0.4961,0.4833
8197,élevez,0.4960,0.5586
8198,gout,0.4960,0.4477
8199,entrez,0.4959,0.5168
8200,garnis,0.4959,0.4440
8201,supplier,0.4959,0.4157
8202,too,0.4958,0.4239
8203,préparé,0.4958,0.4853
8204,durée,0.4958,0.4016
8205,interprétation,0.4958,0.5472
8206,sent,0.4957,0.4533
8207,levant,0.4956,0.5731
8208,engagea,0.4956,0.4300
8209,épuisé,0.4956,0.4254
8210,conséquent,0.4956,0.4198
8211,dront,0.4955,0.4679
8212,retint,0.4955,0.4606
8213,ornement,0.4955,0.5081
8214,auxquels,0.4954,0.4685
8215,ians,0.4954,0.4617
8216,dattes,0.4954,0.4804
8217,d'orleans,0.4953,0.5277
8218,licet,0.4953,0.3347
8219,inventée,0.4953,0.5157
8220,nullus,0.4953,0.3762
8221,tenez,0.4953,0.4859
8222,singulier,0.4952,0.5624
8223,cède,0.4952,0.4057
8224,cologne,0.4951,0.4335
8225,redouble,0.4951,0.4174
8226,coulent,0.4951,0.4484
8227,déclarons,0.4951,0.3407
8228,cabinet,0.4950,0.3935
8229,c'els,0.4950,0.4954
8230,fondions,0.4949,0.3877
8231,j'espère,0.4949,0.4359
8232,assuré,0.4949,0.5167
8233,arrêt,0.4949,0.3757
8234,instances,0.4949,0.4639
8235,d'un,0.4949,0.5299
8236,conquis,0.4948,0.4010
8237,grossier,0.4948,0.4564
8238,froideur,0.4948,0.4731
8239,déclare,0.4948,0.4683
8240,sois,0.4947,0.5152
8241,gibier,0.4947,0.4693
8242,banquier,0.4946,0.4358
8243,dedit,0.4946,0.3665
8244,plats,0.4946,0.5048
8245,version,0.4945,0.4427
8246,populi,0.4945,0.3530
8247,peuplée,0.4944,0.5016
8248,connues,0.4944,0.5463
8249,doigt,0.4941,0.4702
8250,exerce,0.4941,0.4477
8251,fini,0.4940,0.4567
8252,d'augmenter,0.4940,0.4187
8253,droir,0.4939,0.4486
8254,pent,0.4939,0.5019
8255,prononcer,0.4939,0.4756
8256,dedans,0.4939,0.5243
8257,choies,0.4939,0.3863
8258,videri,0.4939,0.3540
8259,âges,0.4938,0.5010
8260,sign,0.4938,0.4751
8261,laquelle,0.4938,0.4995
8262,merveilleux,0.4937,0.4099
8263,agneau,0.4936,0.5535
8264,old,0.4936,0.3639
8265,sauvage,0.4936,0.4536
8266,pline,0.4935,0.5200
8267,bonté,0.4935,0.4179
8268,blesser,0.4935,0.5727
8269,splendeur,0.4934,0.5270
8270,gagna,0.4934,0.4835
8271,prix,0.4933,0.5636
8272,tamen,0.4933,0.4060
8273,atteindre,0.4932,0.3823
8274,défait,0.4932,0.5094
8275,sers,0.4932,0.4017
8276,presser,0.4931,0.3824
8277,surprendre,0.4930,0.5121
8278,heure,0.4930,0.5712
8279,fieurs,0.4930,0.5023
8280,bonnets,0.4930,0.4036
8281,nem,0.4929,0.3911
8282,considérations,0.4929,0.3505
8283,heureuses,0.4929,0.4793
8284,rares,0.4928,0.4714
8285,partie,0.4928,0.4789
8286,conseillé,0.4928,0.4393
8287,azile,0.4927,0.4190
8288,billets,0.4927,0.4816
8289,sagesse,0.4927,0.4500
8290,voix,0.4926,0.4208
8291,charmant,0.4926,0.4612
8292,gabelles,0.4925,0.5302
8293,disposition,0.4925,0.4610
8294,approcher,0.4924,0.5373
8295,entreprises,0.4924,0.4870
8296,destinée,0.4924,0.4008
8297,entendus,0.4923,0.4793
8298,promettre,0.4923,0.5191
8299,osez,0.4922,0.4231
8300,d'auguste,0.4922,0.4654
8301,pipes,0.4922,0.5046
8302,dico,0.4922,0.3151
8303,malheur,0.4922,0.4712
8304,harmonie,0.4922,0.3725
8305,partisans,0.4921,0.4689
8306,contestations,0.4921,0.5254
8307,furieux,0.4920,0.4986
8308,xxxiv,0.4920,0.4331
8309,d'aucuns,0.4919,0.4762
8310,user,0.4919,0.4857
8311,difficilement,0.4918,0.5038
8312,détails,0.4918,0.3523
8313,assurance,0.4918,0.4483
8314,dites,0.4918,0.4812
8315,commencemens,0.4918,0.4129
8316,dos,0.4917,0.3974
8317,maux,0.4917,0.4419
8318,coton,0.4917,0.5023
8319,martyrs,0.4917,0.4371
8320,disgrace,0.4917,0.4075
8321,joug,0.4917,0.3887
8322,serpens,0.4916,0.4847
8323,seville,0.4916,0.6107
8324,soufre,0.4916,0.4887
8325,avoine,0.4916,0.5567
8326,partem,0.4916,0.3609
8327,was,0.4915,0.3623
8328,décider,0.4915,0.4108
8329,mariées,0.4915,0.5514
8330,fols,0.4915,0.4704
8331,difficult,0.4914,0.3842
8332,c'er,0.4914,0.4545
8333,comprises,0.4914,0.5293
8334,l'achat,0.4913,0.5708
8335,obéi,0.4913,0.4191
8336,abandonnez,0.4913,0.6180
8337,d'arbre,0.4912,0.5011
8338,trop,0.4912,0.5141
8339,lex,0.4912,0.4327
8340,conduite,0.4911,0.3700
8341,laver,0.4911,0.4647
8342,précepteur,0.4910,0.3596
8343,brise,0.4909,0.3914
8344,savans,0.4909,0.4577
8345,lié,0.4909,0.4582
8346,chaînes,0.4909,0.4001
8347,emportée,0.4908,0.4146
8348,enfant,0.4908,0.4092
8349,acclamations,0.4908,0.5329
8350,pousse,0.4908,0.3647
8351,omnia,0.4908,0.4497
8352,guéri,0.4907,0.4923
8353,different,0.4907,0.4095
8354,gouverneurs,0.4907,0.4357
8355,favorables,0.4906,0.5501
8356,prépare,0.4906,0.4888
8357,congé,0.4905,0.5150
8358,cruauté,0.4905,0.4093
8359,illo,0.4905,0.3448
8360,confondu,0.4905,0.5665
8361,peinte,0.4905,0.4466
8362,éviter,0.4904,0.4625
8363,arrache,0.4904,0.5813
8364,éprouve,0.4904,0.3526
8365,monstres,0.4904,0.4084
8366,foudre,0.4904,0.4915
8367,décrets,0.4904,0.4401
8368,couches,0.4904,0.3864
8369,ordres,0.4903,0.4920
8370,contradiction,0.4903,0.3895
8371,répondent,0.4902,0.4722
8372,robe,0.4902,0.5083
8373,patience,0.4902,0.4150
8374,parlement,0.4902,0.5481
8375,priez,0.4902,0.6635
8376,original,0.4902,0.5003
8377,apporte,0.4902,0.4774
8378,corpore,0.4902,0.3718
8379,sed,0.4901,0.4560
8380,d'acier,0.4901,0.5679
8381,séjour,0.4900,0.4846
8382,fermier,0.4900,0.4618
8383,ouvert,0.4900,0.4353
8384,conventions,0.4899,0.4428
8385,d'examiner,0.4899,0.5102
8386,séduire,0.4899,0.4764
8387,l'ange,0.4898,0.5885
8388,pourvu,0.4898,0.3507
8389,quatuor,0.4898,0.4814
8390,ôtant,0.4897,0.4564
8391,forfait,0.4897,0.4241
8392,d'attention,0.4897,0.5114
8393,porcs,0.4897,0.4647
8394,mouche,0.4896,0.4278
8395,vivons,0.4896,0.4222
8396,produite,0.4896,0.4434
8397,occupées,0.4895,0.4477
8398,divisent,0.4895,0.3789
8399,exposition,0.4895,0.4630
8400,taches,0.4895,0.4471
8401,muses,0.4895,0.5352
8402,désordre,0.4895,0.4616
8403,religions,0.4894,0.4563
8404,bruits,0.4894,0.3712
8405,honnête,0.4894,0.4942
8406,mélancolie,0.4894,0.4220
8407,élévation,0.4894,0.3643
8408,blancs,0.4894,0.4138
8409,musiciens,0.4894,0.4888
8410,valet,0.4894,0.4542
8411,jusques,0.4893,0.4261
8412,célébrer,0.4893,0.5020
8413,épris,0.4893,0.5056
8414,service,0.4893,0.5464
8415,fécondité,0.4893,0.3931
8416,sachant,0.4893,0.5329
8417,orateur,0.4893,0.4087
8418,vulcain,0.4892,0.4255
8419,chaises,0.4892,0.4088
8420,sentimens,0.4891,0.4707
8421,exquis,0.4891,0.4710
8422,raisonnemens,0.4891,0.4635
8423,préteur,0.4891,0.4467
8424,conclut,0.4891,0.4049
8425,choeurs,0.4891,0.5582
8426,tendrement,0.4890,0.4366
8427,insensible,0.4890,0.4267
8428,sertiles,0.4890,0.3920
8429,compare,0.4889,0.3477
8430,payés,0.4889,0.3783
8431,l'arbre,0.4889,0.5013
8432,complots,0.4889,0.4029
8433,ruinent,0.4889,0.4032
8434,ajouté,0.4888,0.5026
8435,contenue,0.4888,0.4472
8436,acquérir,0.4888,0.3835
8437,au,0.4887,0.4035
8438,pointu,0.4887,0.4354
8439,ressent,0.4886,0.4014
8440,guillaume,0.4886,0.4304
8441,commissaire,0.4886,0.4847
8442,utilité,0.4885,0.5018
8443,passée,0.4885,0.4780
8444,soleil,0.4885,0.4516
8445,intentions,0.4885,0.4949
8446,loo,0.4884,0.4443
8447,condamna,0.4884,0.4113
8448,plura,0.4884,0.3556
8449,premiére,0.4884,0.4248
8450,preuves,0.4884,0.4827
8451,n'en,0.4884,0.4474
8452,ardent,0.4884,0.4854
8453,trompe,0.4884,0.4254
8454,suites,0.4884,0.3952
8455,courent,0.4884,0.5228
8456,tiendroit,0.4884,0.3497
8457,leurs,0.4884,0.2937
8458,quatrevingt,0.4883,0.4124
8459,hardiesse,0.4883,0.3840
8460,reconnoissancent,0.4883,0.4719
8461,dangereuses,0.4883,0.4606
8462,jusqu'au,0.4883,0.5118
8463,brillante,0.4882,0.4599
8464,exécuté,0.4882,0.5252
8465,dame,0.4882,0.5346
8466,peintes,0.4881,0.5089
8467,habitude,0.4881,0.4175
8468,injures,0.4881,0.4016
8469,christ,0.4881,0.4776
8470,emplois,0.4880,0.4924
8471,quartier,0.4880,0.5925
8472,entrer,0.4880,0.4723
8473,cessent,0.4879,0.4371
8474,profité,0.4879,0.5306
8475,comprit,0.4879,0.4919
8476,abondance,0.4879,0.4768
8477,tâché,0.4879,0.4598
8478,approchez,0.4879,0.4316
8479,subvenir,0.4878,0.4381
8480,rendait,0.4878,0.5067
8481,horreurs,0.4878,0.3568
8482,signée,0.4878,0.4872
8483,dépendre,0.4878,0.3971
8484,avec,0.4877,0.4607
8485,clarté,0.4877,0.5194
8486,sujette,0.4877,0.4041
8487,faur,0.4875,0.4642
8488,abuser,0.4875,0.3976
8489,capable,0.4875,0.4591
8490,défendre,0.4874,0.4799
8491,l'inventaire,0.4873,0.5170
8492,late,0.4873,0.4951
8493,amiral,0.4873,0.5172
8494,hiver,0.4872,0.5007
8495,mutuellement,0.4872,0.4515
8496,maigre,0.4872,0.5280
8497,tiendront,0.4871,0.4273
8498,arrive,0.4871,0.4106
8499,s'écrie,0.4870,0.3739
8500,refusa,0.4870,0.4360
8501,renouveller,0.4870,0.4369
8502,appointemens,0.4870,0.4182
8503,cité,0.4869,0.4984
8504,desquels,0.4869,0.3975
8505,traduction,0.4869,0.4260
8506,tanto,0.4869,0.3830
8507,ejus,0.4869,0.4838
8508,effort,0.4869,0.5322
8509,dis,0.4869,0.3412
8510,d'appel,0.4868,0.4471
8511,coeurs,0.4868,0.5069
8512,distance,0.4867,0.5551
8513,insultes,0.4867,0.3591
